,r1,r85,r36,r89,r27,r81,r78,r72,r63,r75,r68,r100,r82,r93,r97,r31,r83,r66,r29,r24,r52,r61,r43,r71,r12,r7,r77,r64,r18,r11,r54,r13,r40,r88,r16,r57,r3,r59,r55,r8,r19,r46,r42,r2,r76,r67,r21,r32,r73,r10,r86,r74,r49,r48,r47,r17,r35,r87,r41,r28,r33,r65,r96,r30,r70,r94,r25,r58,r37,r50,r60,r6,r44,r20,r51,r92,r4,r62,r95,r23,r90,r84,r56,r34,r9,r80,r15,r79,r26,r22,r99,r53,r98,r39,r91,r5,r38,r69,r45,r14
d32,4,93,81,87,76,53,22,79,66,74,25,1,56,35,97,29,89,80,57,96,7,0,46,73,37,82,98,24,51,36,13,61,18,60,2,47,28,40,77,49,78,21,63,83,38,23,10,32,71,99,12,62,72,59,69,91,3,64,14,48,16,33,42,50,17,27,55,5,31,43,58,67,86,6,68,88,90,85,34,15,11,92,44,70,20,9,75,45,30,26,19,94,65,54,41,52,8,84,39,95
d56,78,81,48,58,77,5,7,21,74,53,6,50,95,33,24,15,42,86,75,0,61,92,16,1,20,88,17,60,67,94,35,65,11,25,98,76,99,96,84,49,57,12,36,91,71,85,52,37,47,27,83,44,14,43,19,23,30,89,9,59,46,68,87,32,55,62,66,4,2,80,13,64,45,31,63,10,69,26,93,79,29,54,34,40,28,8,51,56,90,82,70,41,18,73,22,72,97,38,39,3
d70,92,20,77,0,41,10,15,2,74,91,52,90,23,88,85,40,68,12,66,64,39,29,49,56,86,8,27,95,99,59,6,24,82,38,42,54,19,21,36,31,81,70,13,50,25,69,48,37,65,94,44,62,84,61,58,47,16,75,96,5,30,4,9,18,67,28,80,17,87,71,46,35,1,43,97,55,11,73,89,34,93,57,3,32,14,33,78,22,45,72,7,83,53,51,60,79,63,76,98,26
d45,79,7,44,87,73,17,28,42,78,14,70,64,5,55,75,31,23,30,54,47,82,19,26,11,52,38,97,24,49,71,22,20,83,9,37,59,48,89,81,95,98,65,86,72,21,99,25,27,34,8,46,2,36,74,61,41,88,91,50,18,33,4,1,3,68,12,66,84,94,45,62,56,63,85,35,40,51,67,6,13,15,32,53,57,10,0,92,80,77,39,76,29,60,90,58,43,69,96,16,93
d75,40,32,57,31,26,33,55,2,28,46,34,50,81,67,23,27,94,59,0,11,92,21,96,22,88,85,38,64,3,29,47,73,30,36,95,82,93,89,49,69,61,19,97,9,48,7,52,17,53,24,41,60,12,18,80,54,13,45,77,86,76,99,20,35,16,51,84,71,83,63,65,4,75,39,98,90,58,44,10,79,74,91,8,5,87,37,6,70,62,43,66,78,68,42,25,56,14,72,1,15
d9,29,66,24,38,45,36,5,50,98,47,86,89,82,6,20,7,55,81,60,21,75,59,1,62,83,26,42,63,13,87,70,30,53,52,19,88,12,56,91,23,44,96,51,28,16,57,95,11,27,61,80,49,76,8,31,22,73,4,99,48,71,78,37,46,18,35,10,65,93,2,94,0,67,40,85,32,34,43,77,41,9,17,69,84,74,97,33,14,15,39,92,54,64,68,72,3,25,58,79,90
d79,5,46,61,60,18,72,9,82,86,59,78,77,13,73,4,48,87,64,57,40,35,27,95,45,58,62,14,31,97,79,76,23,53,89,93,71,55,85,32,98,80,3,34,90,29,6,17,38,91,83,33,94,65,1,20,52,30,99,15,51,75,36,69,50,63,26,24,37,2,81,39,11,19,10,92,16,56,0,96,74,25,67,41,88,8,47,28,22,68,43,7,12,42,66,54,70,84,44,49,21
d92,31,53,57,39,44,9,34,76,77,30,21,50,17,5,70,63,96,3,71,13,94,23,6,27,29,33,28,59,20,18,14,64,56,52,7,49,46,69,62,19,92,1,10,0,45,93,38,61,24,60,35,25,82,88,47,89,98,65,41,43,87,85,32,72,80,55,83,78,2,73,84,97,40,37,16,99,36,51,26,8,66,67,22,74,11,42,91,75,81,90,12,54,15,48,79,86,58,95,4,68
d55,22,39,8,67,41,25,14,0,57,78,82,89,31,35,56,30,81,42,28,77,19,27,16,59,12,50,83,40,55,65,13,43,15,98,58,74,44,24,18,9,71,11,62,66,36,96,61,88,48,6,91,94,53,38,85,26,80,7,33,47,64,92,73,52,37,32,46,97,79,3,20,2,23,4,95,63,49,60,93,17,34,29,54,86,1,70,84,69,87,51,90,5,68,76,75,45,72,10,99,21
d61,61,16,39,49,10,50,91,54,74,37,20,51,15,45,8,27,43,96,25,58,94,17,14,99,35,13,65,55,57,5,1,69,71,68,40,0,26,62,77,24,53,84,9,60,93,2,34,97,41,75,28,87,30,42,23,82,64,63,88,86,46,70,18,38,29,21,59,90,44,12,83,31,66,47,11,72,56,89,98,22,7,76,19,67,4,85,80,92,3,78,32,73,79,52,48,6,95,81,33,36
d78,88,33,81,86,97,4,16,50,12,6,23,15,47,83,36,25,90,67,96,9,53,7,92,43,46,58,26,66,11,85,75,89,69,42,51,19,37,3,45,79,29,87,52,38,20,61,8,64,35,74,13,98,34,18,94,10,27,49,32,80,77,95,44,5,39,70,40,1,99,48,14,82,22,28,17,2,55,60,31,65,68,41,62,91,93,21,0,59,24,63,73,57,56,54,84,71,30,76,72,78
d89,4,67,66,93,18,40,0,34,61,38,27,50,1,44,12,68,57,75,8,23,95,96,60,19,21,83,64,25,59,94,80,43,42,13,28,9,20,74,86,26,58,71,72,24,35,70,33,39,76,2,14,47,56,41,15,97,55,52,49,82,36,6,77,98,90,92,65,85,17,45,78,91,7,87,5,69,84,3,79,63,73,32,48,89,54,10,51,88,81,16,31,29,46,37,53,11,99,22,62,30
d82,67,22,55,97,44,39,43,63,68,57,45,61,0,36,19,84,88,92,77,37,7,76,62,30,75,24,85,71,94,65,4,8,89,6,83,58,26,81,2,17,82,54,27,18,86,59,38,56,50,21,10,1,95,15,72,25,78,20,34,41,69,98,47,33,40,42,93,3,12,11,5,99,48,64,35,23,60,90,51,91,13,32,70,16,73,28,74,87,53,46,66,29,49,96,14,52,9,80,31,79
d86,51,74,7,24,71,69,26,58,19,61,54,17,89,56,1,28,81,21,8,5,18,83,52,34,36,65,41,3,2,12,31,45,78,86,97,91,43,75,59,22,80,68,70,39,35,49,64,87,20,48,60,76,57,50,63,11,62,53,44,98,33,38,15,66,90,99,40,0,88,93,23,96,94,42,37,4,47,72,79,67,6,77,25,92,32,10,73,46,84,55,9,29,95,82,13,30,16,14,85,27
d18,99,50,66,79,32,91,68,7,56,36,45,17,35,39,67,64,47,25,81,24,43,12,58,9,46,34,72,76,18,3,15,90,85,30,8,29,21,19,16,14,13,84,53,23,89,80,97,41,62,92,11,22,2,96,4,49,51,65,77,42,60,54,27,95,6,69,74,63,28,71,20,59,52,82,55,26,40,87,94,57,31,78,98,10,75,70,38,5,0,93,73,44,86,48,83,33,88,37,1,61
d48,21,31,25,93,56,70,26,16,29,83,44,96,81,0,54,53,18,91,88,60,52,2,76,6,95,11,79,80,66,63,67,42,59,62,12,40,5,46,71,87,84,51,8,7,92,13,77,78,65,99,14,86,85,4,48,27,72,32,98,58,24,97,33,75,28,41,34,94,89,17,38,49,47,30,61,90,1,9,19,15,55,39,36,10,64,3,37,50,23,20,57,69,68,73,45,74,43,35,82,22
d4,82,38,41,36,92,14,30,85,22,50,12,10,98,44,72,31,6,40,68,75,7,13,59,2,67,53,83,47,49,93,19,15,43,78,97,1,46,52,56,51,24,11,0,5,73,66,60,32,79,70,35,23,65,28,18,64,87,99,16,91,29,21,58,86,4,42,39,57,54,90,61,80,94,34,71,45,81,62,25,95,27,74,84,33,48,88,96,89,8,63,17,77,20,37,76,9,3,69,26,55
d73,59,42,79,97,41,18,5,75,82,45,65,33,49,71,24,80,38,90,92,34,2,14,46,40,39,76,58,78,32,9,86,36,22,25,66,30,12,28,31,3,53,84,26,93,19,20,17,13,27,11,62,60,55,4,88,7,47,23,56,37,43,44,15,70,73,35,72,74,1,87,10,69,48,91,83,95,98,0,68,99,89,8,81,57,67,51,64,61,96,63,50,6,52,85,21,29,54,77,16,94
d40,94,86,76,41,47,83,53,57,9,18,92,6,60,50,75,2,84,15,30,32,62,26,78,73,70,45,1,5,65,21,43,33,29,42,93,54,7,74,90,91,20,24,13,4,98,35,22,39,16,3,36,61,95,96,56,37,97,19,34,77,81,67,28,99,31,69,82,58,80,48,25,17,27,63,71,88,89,55,10,44,23,11,66,8,12,68,87,85,0,38,72,51,59,46,40,14,64,52,49,79
d5,30,15,21,55,39,6,16,12,96,2,58,29,77,42,9,34,7,57,80,4,63,56,65,81,32,10,51,78,71,36,19,60,50,11,90,53,27,20,49,17,99,22,82,46,14,91,94,67,3,1,18,44,85,5,70,93,41,88,33,52,98,48,86,87,37,74,38,59,66,25,43,40,84,45,69,89,62,61,73,92,72,54,26,64,35,79,95,0,75,31,47,68,76,83,24,23,13,97,28,8
d57,54,18,49,44,73,45,39,15,31,66,60,92,90,40,10,93,86,61,76,82,32,4,28,19,57,5,98,59,88,7,41,99,3,33,75,13,56,50,16,2,94,1,51,29,95,55,43,23,27,72,6,69,42,65,74,63,9,35,14,22,8,53,47,68,83,91,11,67,46,96,78,62,30,58,81,48,12,52,24,84,89,80,17,0,97,79,87,37,77,26,36,21,85,71,64,34,38,20,25,70
d35,87,38,58,53,79,21,97,51,4,35,10,71,70,91,69,8,49,80,61,46,34,9,37,31,41,57,93,26,7,74,3,95,28,36,85,23,13,78,40,84,43,76,39,2,64,30,17,50,19,33,81,63,54,18,27,45,56,77,55,59,65,86,82,92,67,60,20,47,16,88,5,48,14,73,42,15,75,72,66,0,29,32,94,12,96,83,11,62,98,99,1,68,44,6,90,22,89,52,25,24
d7,40,14,17,38,81,67,10,42,45,65,92,99,35,68,9,18,49,36,75,87,52,13,26,62,25,94,30,79,8,98,1,54,73,70,39,83,86,11,41,64,66,95,32,72,53,23,28,15,20,80,84,56,97,82,2,24,59,21,34,27,78,71,69,12,74,89,60,29,46,85,3,48,90,31,96,33,7,58,16,22,4,0,44,6,93,19,51,5,61,47,76,63,50,88,37,55,77,57,91,43
d98,4,99,2,46,9,92,79,76,31,87,94,8,42,74,54,27,96,33,98,24,69,83,88,85,81,13,10,53,28,86,84,55,36,93,57,65,97,64,68,40,17,73,18,12,56,23,82,35,22,25,50,34,20,38,80,67,66,71,61,14,48,77,75,3,60,0,49,37,45,41,63,44,70,32,90,62,47,19,78,59,39,95,58,30,11,7,43,6,91,89,1,52,16,5,26,72,51,29,15,21
d63,7,48,33,30,12,89,1,3,69,74,29,18,35,95,4,91,99,2,51,88,39,14,64,90,17,87,36,5,27,86,8,71,53,96,10,31,68,78,43,59,47,46,70,83,77,66,63,54,49,58,56,0,72,42,44,93,9,37,28,98,75,82,24,32,13,40,45,73,81,34,62,60,11,26,79,38,55,80,50,76,21,84,92,97,19,52,41,6,16,23,25,65,85,94,67,57,15,20,22,61
d97,42,31,74,87,89,16,72,78,64,95,77,32,85,0,6,23,48,54,56,96,10,26,65,7,5,17,50,4,47,59,69,34,18,33,14,22,75,46,51,70,66,27,49,43,2,60,35,92,73,9,68,57,19,86,76,90,25,63,30,8,79,13,91,20,36,99,39,53,67,45,98,21,81,11,29,12,80,38,52,15,82,3,1,37,62,71,24,40,83,94,84,44,55,88,97,41,58,93,61,28
d100,18,20,77,29,62,41,69,42,88,82,80,66,13,36,9,48,16,10,75,2,25,22,63,46,47,8,28,70,83,76,98,4,89,11,0,26,21,93,39,73,45,78,61,23,84,59,53,67,94,72,86,30,68,1,19,99,3,32,6,52,92,56,31,43,55,34,64,38,27,65,40,81,71,54,58,17,57,7,33,91,96,44,15,37,85,87,50,74,95,79,35,12,49,5,51,90,60,14,24,97
d34,29,88,33,4,21,91,44,34,57,87,15,22,38,12,28,86,75,50,46,95,73,31,77,18,90,83,68,56,40,14,64,89,82,92,51,8,45,6,81,67,72,47,3,43,24,97,61,93,20,1,69,42,25,54,59,5,94,49,10,70,11,26,27,52,2,16,62,53,85,74,0,32,30,36,84,98,37,71,60,17,76,35,7,9,39,55,58,63,99,79,41,13,78,19,65,23,66,80,48,96
d85,86,49,69,38,95,34,13,0,67,75,9,80,68,2,93,25,47,26,31,61,82,78,73,88,1,60,44,50,10,98,53,3,77,51,81,43,17,28,84,18,83,23,45,11,97,87,71,22,40,30,48,37,35,5,90,52,39,64,21,54,27,76,91,85,79,29,94,6,14,16,32,12,20,92,55,56,42,8,66,65,33,96,89,19,4,72,15,63,57,59,74,62,41,36,46,99,7,24,70,58
d1,34,0,46,59,98,60,92,79,61,5,71,17,14,87,13,90,75,36,12,9,41,21,78,81,37,3,8,15,48,97,73,56,86,94,58,44,45,30,42,43,66,63,40,49,95,51,16,72,38,18,29,23,39,35,99,65,33,20,83,27,91,85,84,50,69,62,2,82,67,19,22,10,31,32,1,93,6,11,74,68,55,70,47,54,89,25,76,4,7,52,64,24,26,77,53,28,96,57,80,88
d14,80,27,92,69,75,77,21,16,31,79,62,82,17,57,44,99,40,54,83,87,76,34,70,2,53,41,9,28,97,14,58,81,59,68,18,5,23,4,51,30,46,89,38,94,36,56,32,10,19,67,42,63,6,64,71,88,20,52,91,50,35,66,55,85,12,74,96,98,8,25,73,49,0,84,13,37,7,95,1,60,45,33,15,43,90,29,39,78,65,24,26,3,61,22,11,47,72,86,93,48
d59,3,59,90,62,67,4,0,38,52,37,19,76,78,65,40,21,34,79,63,73,69,88,43,99,27,32,29,93,24,9,1,12,77,23,31,74,87,28,45,91,98,25,33,15,72,94,97,46,5,57,10,85,18,22,83,51,2,36,84,71,20,56,86,8,89,6,11,70,7,60,17,14,30,54,42,96,66,58,41,55,49,75,50,48,26,47,39,68,81,64,53,82,95,13,61,35,16,92,80,44
d29,79,28,9,62,38,27,60,42,37,55,63,22,95,5,16,88,46,7,12,50,86,19,76,17,23,41,0,64,92,74,89,52,45,36,83,11,97,2,40,6,34,10,73,69,65,78,81,77,21,3,32,59,1,24,53,58,20,56,91,14,33,57,49,85,25,98,66,90,26,80,93,31,87,44,70,54,18,82,29,72,71,61,13,99,43,51,67,4,47,8,84,30,68,75,94,39,48,35,96,15
d52,29,74,89,64,38,46,50,36,14,2,75,19,8,44,57,92,39,67,45,20,99,37,11,32,23,98,31,87,7,96,72,91,94,69,30,49,60,17,3,24,55,13,34,71,53,83,65,73,90,43,58,80,82,40,81,42,62,78,25,61,97,47,70,85,68,35,54,28,16,77,21,6,59,63,52,22,18,51,66,26,84,1,41,0,56,76,33,86,12,93,27,4,79,48,10,5,15,9,88,95
d58,91,55,94,16,22,29,36,60,70,68,89,83,74,56,52,64,44,14,38,58,18,65,28,80,88,59,1,96,50,4,57,48,3,93,26,15,13,49,6,2,76,8,11,25,67,99,84,20,23,27,81,51,53,37,78,39,0,69,86,62,79,5,9,12,34,7,19,35,92,95,63,90,71,47,82,41,97,87,21,75,24,40,30,54,31,45,42,33,77,98,17,10,73,32,61,66,43,46,72,85
d36,26,87,32,52,80,14,0,53,98,38,54,15,66,74,4,34,44,99,19,13,10,29,78,71,89,59,12,47,48,7,72,8,68,92,5,82,60,81,25,67,49,33,3,65,46,41,9,63,91,17,58,51,6,93,69,85,31,39,36,95,11,30,86,88,62,94,42,22,64,24,83,90,28,75,57,23,21,77,18,50,16,37,40,43,55,35,96,1,84,79,56,73,45,70,27,20,2,61,76,97
d84,70,30,77,78,82,89,46,94,76,4,35,1,87,72,95,57,16,45,2,63,56,21,36,88,90,66,42,3,26,39,75,69,33,58,40,50,54,41,31,22,84,79,13,27,29,83,28,0,91,24,48,6,73,37,55,92,96,68,19,74,98,86,80,49,32,81,47,5,23,11,34,51,18,10,61,59,52,7,62,93,53,20,85,8,67,65,15,14,44,64,60,43,9,12,38,17,71,25,97,99
d6,77,93,67,14,27,61,54,96,73,39,64,24,30,29,41,36,97,78,50,3,83,16,56,88,53,86,4,52,34,12,89,71,99,94,32,22,92,31,26,10,49,42,82,55,6,79,75,2,23,59,72,9,19,65,45,48,69,0,17,66,25,46,84,68,13,44,33,70,15,37,90,40,76,80,81,87,35,38,11,98,57,28,1,18,8,20,58,51,21,7,85,95,91,74,43,60,63,62,47,5
d46,40,97,65,93,49,15,64,80,62,19,63,36,12,13,60,43,9,16,35,52,20,5,24,53,14,99,6,83,94,57,55,88,82,98,66,38,86,39,0,45,8,54,21,17,87,90,4,47,79,75,95,91,78,67,26,18,51,89,34,92,1,10,22,61,23,33,25,77,59,56,76,30,41,72,44,31,81,69,71,37,11,96,32,84,29,50,58,85,27,42,48,2,28,73,68,7,74,46,70,3
d51,63,93,79,95,69,81,78,6,18,85,82,91,25,58,47,98,7,2,31,13,20,75,39,61,54,94,62,16,43,64,97,72,15,53,14,10,22,92,86,96,0,48,42,19,38,99,4,71,51,27,36,1,46,29,26,56,74,35,73,66,59,50,37,52,33,44,60,70,30,68,77,23,65,55,84,5,9,12,80,40,32,76,90,57,88,34,49,24,67,83,17,45,11,89,21,41,3,28,8,87
d42,50,14,32,42,19,12,5,18,16,87,75,43,2,76,56,73,22,97,8,53,57,82,80,78,15,44,40,90,33,30,47,83,9,1,66,13,84,39,38,70,51,26,29,93,58,36,96,94,35,71,88,49,17,24,92,4,59,68,46,21,60,69,23,27,3,0,79,62,28,77,85,41,20,34,65,10,81,52,48,54,7,11,74,61,98,63,55,72,31,37,99,89,86,95,91,25,6,67,64,45
d64,49,8,79,1,87,52,29,99,84,44,43,9,25,45,26,58,7,15,54,81,11,32,95,57,33,23,39,12,66,38,89,68,85,97,30,67,76,55,5,91,40,22,16,62,42,53,88,34,59,17,60,48,64,27,82,77,93,21,73,37,20,18,4,94,2,71,83,36,51,72,61,98,10,19,28,14,96,74,47,35,24,63,6,3,31,70,69,56,86,46,41,50,80,13,0,92,65,78,75,90
d2,23,14,6,21,11,16,39,51,10,72,55,2,35,49,94,71,78,47,63,88,5,30,28,46,67,69,0,4,34,53,31,52,13,99,64,73,87,60,82,17,32,1,36,45,40,27,48,83,93,65,80,75,29,7,3,38,79,20,70,95,90,74,19,41,24,50,59,58,89,98,86,91,76,84,54,97,96,18,57,8,33,68,66,43,37,42,44,26,22,15,56,77,61,25,62,9,81,85,92,12
d74,20,18,51,80,34,61,6,42,78,40,1,66,95,86,92,7,24,19,32,53,90,26,97,50,88,41,72,10,57,13,58,9,0,54,81,3,12,67,89,64,76,35,5,83,85,36,31,16,43,28,59,63,60,15,75,87,27,17,52,46,38,14,73,45,44,68,25,79,84,39,47,11,65,98,29,71,33,21,8,48,56,22,23,94,55,49,82,30,74,62,77,69,2,37,70,91,93,96,4,99
d67,28,6,42,32,97,18,72,45,68,92,23,20,91,35,41,34,25,64,52,38,12,66,27,33,47,4,58,76,21,82,54,10,9,19,40,14,94,98,83,49,73,15,2,67,71,95,53,93,86,7,11,46,48,1,79,84,61,55,62,0,75,3,57,8,43,63,24,36,65,70,78,51,85,60,90,50,44,17,37,96,87,69,81,13,88,16,5,39,80,29,56,59,99,74,22,77,30,26,31,89
d83,29,0,91,47,14,5,45,79,49,54,72,55,74,75,24,80,89,20,9,18,40,43,68,87,32,83,53,71,76,17,69,41,97,93,78,60,46,27,19,61,98,64,6,84,44,94,15,73,23,13,21,99,70,62,22,92,77,90,2,38,63,82,34,39,7,11,16,48,33,86,37,30,96,56,36,28,65,50,35,85,8,51,12,58,26,88,59,42,10,4,67,3,1,31,25,95,57,81,52,66
d77,24,87,59,68,65,37,84,22,49,33,74,36,40,18,32,69,48,57,29,95,6,44,70,58,83,91,11,23,30,3,72,81,55,85,78,93,47,77,19,17,15,14,46,41,10,54,43,52,76,12,25,13,28,16,67,39,1,42,53,61,63,21,2,50,89,4,94,38,64,99,5,51,96,27,20,9,45,35,60,82,80,0,73,31,90,56,62,79,98,75,8,66,88,34,97,7,92,86,26,71
d43,42,60,25,86,53,30,59,68,54,83,13,51,64,47,19,26,55,80,85,49,61,8,14,48,28,98,88,33,37,96,40,10,78,20,69,5,79,82,75,93,21,84,72,94,16,52,3,92,4,65,67,22,35,39,32,36,44,70,31,90,89,77,9,46,45,34,43,6,50,15,23,38,73,62,0,81,12,91,18,1,27,7,66,56,58,2,97,17,41,95,71,57,29,74,76,99,11,24,63,87
d91,74,14,44,27,32,78,5,96,23,12,92,99,80,17,83,37,40,73,89,2,28,55,51,4,56,30,93,41,21,90,39,46,84,76,82,69,57,70,68,38,61,0,35,43,58,53,10,9,31,29,75,87,7,63,48,1,25,8,62,64,59,6,15,77,81,3,19,34,45,91,60,36,54,79,98,16,22,72,67,52,65,11,33,20,95,97,85,86,47,18,66,13,26,88,94,71,42,50,24,49
d81,58,12,97,55,6,84,35,93,30,85,91,11,96,78,60,64,18,68,7,46,99,32,41,9,10,74,22,5,94,51,4,53,49,50,29,59,2,52,69,27,79,95,25,1,21,45,37,40,71,47,89,72,88,28,19,0,26,87,92,36,17,34,77,56,83,24,76,81,16,80,65,43,31,44,62,13,33,3,15,82,20,61,86,42,67,70,39,8,38,14,73,54,57,98,66,75,90,23,48,63
d50,55,32,88,12,3,75,67,57,6,15,96,41,63,30,78,13,87,91,99,27,26,90,47,86,80,40,95,52,94,83,77,70,65,50,60,4,56,28,2,89,1,39,7,62,17,54,97,48,43,82,29,25,45,9,59,46,20,33,44,66,0,76,72,49,34,93,19,16,35,24,61,71,68,11,10,42,92,8,84,98,73,64,22,23,38,36,14,81,79,69,37,51,85,74,21,53,58,18,5,31
d76,21,13,17,71,47,68,5,45,73,39,38,69,9,12,93,85,16,31,26,97,30,36,58,80,29,44,87,11,7,3,59,57,66,62,96,79,27,19,92,63,23,14,43,0,15,56,74,60,40,37,25,22,95,51,72,94,8,20,41,70,81,33,99,65,49,18,10,4,98,77,35,1,86,42,76,82,91,28,52,84,64,78,32,75,34,61,55,2,6,90,83,88,24,67,54,89,48,50,46,53
d54,30,71,11,68,10,77,98,86,79,33,22,17,14,34,8,55,26,94,4,92,90,9,59,80,96,52,84,24,83,2,93,81,73,99,0,54,28,31,47,56,13,74,45,64,36,25,3,12,60,82,37,46,38,76,23,7,89,20,29,72,57,61,85,44,97,87,16,42,49,51,70,69,27,21,18,66,65,58,39,35,88,62,63,91,19,43,15,95,50,40,6,67,53,41,1,75,32,5,78,48
d41,10,38,42,96,35,73,72,61,0,24,94,86,45,97,31,9,28,51,47,75,54,3,23,48,44,15,62,76,90,25,64,57,98,12,40,17,78,89,68,30,2,33,70,65,19,34,8,95,83,36,93,21,7,27,58,69,39,71,85,87,74,6,66,55,67,77,43,32,53,60,80,63,41,14,49,11,88,29,18,79,99,4,22,56,46,13,52,26,16,91,82,5,92,84,50,81,37,1,59,20
d65,92,38,63,21,95,28,22,80,49,7,30,69,45,34,55,71,56,96,94,4,76,0,74,83,5,91,17,73,77,67,18,9,86,13,25,39,51,23,35,26,40,16,6,37,65,10,1,19,46,72,54,42,60,47,90,99,87,85,41,24,15,3,20,50,57,61,66,70,81,68,58,48,27,36,82,93,84,33,62,97,31,53,44,98,59,29,32,12,11,2,52,64,75,14,43,8,78,89,88,79
d37,12,32,23,10,25,24,22,1,0,37,27,84,3,71,11,64,6,58,18,29,99,82,57,9,28,72,7,34,55,80,44,47,42,50,21,74,17,35,62,33,46,69,90,60,81,87,97,68,48,73,76,20,83,77,66,39,5,88,61,67,19,41,94,45,86,43,85,91,75,89,96,15,40,65,78,79,59,26,93,92,38,56,13,98,30,70,51,16,95,31,4,2,52,14,54,53,8,49,63,36
