,d70,d54,d26,d18,d13,d65,d42,d50,d69,d1,d72,d6,d24,d86,d25,d39,d79,d48,d100,d34,d58,d45,d87,d62,d32,d73,d4,d36,d3,d88,d28,d76,d82,d91,d75,d85,d78,d43,d17,d80,d51,d56,d77,d11,d49,d66,d61,d30,d63,d31,d67,d19,d60,d8,d57,d37,d15,d98,d83,d92,d90,d55,d27,d93,d46,d14,d44,d64,d20,d23,d99,d12,d71,d47,d52,d97,d74,d2,d33,d21,d9,d89,d53,d7,d35,d38,d81,d5,d16,d40,d68,d29,d95,d10,d41,d94,d84,d22,d96,d59
r79,84,0,83,62,35,55,81,74,31,98,82,80,63,20,79,56,87,78,47,73,11,10,5,92,3,68,26,75,28,72,48,52,42,93,88,36,33,94,97,32,22,99,61,17,66,67,2,96,69,44,39,13,85,1,91,76,24,54,18,30,89,49,50,14,45,59,40,29,60,19,65,70,58,27,16,7,37,90,41,51,53,64,21,38,25,43,95,23,4,86,12,71,34,8,6,46,15,9,57,77
r46,78,26,10,66,34,1,70,23,11,53,74,62,68,15,2,0,52,75,44,42,73,12,57,13,60,77,20,40,69,6,17,72,99,46,55,98,59,82,50,87,61,21,56,49,45,41,64,24,71,18,79,65,63,30,76,83,94,32,8,7,29,51,37,67,90,88,81,35,38,47,25,85,54,97,84,95,58,80,9,28,31,93,14,22,39,36,96,48,19,92,91,4,5,33,16,43,27,89,3,86
r37,80,70,37,22,5,60,42,65,99,6,83,94,36,95,63,12,2,18,34,45,57,33,29,50,49,54,67,81,84,1,82,30,15,64,28,92,23,88,19,27,91,85,97,73,24,40,4,48,16,98,39,3,58,69,79,51,62,74,90,41,76,68,96,55,71,35,61,7,53,87,32,52,72,11,0,13,31,43,47,59,75,38,20,44,10,78,86,21,9,89,66,26,46,56,8,17,93,14,25,77
r61,18,25,65,89,42,54,8,45,47,11,51,23,48,90,3,78,61,95,68,31,86,38,13,26,79,92,33,1,94,2,4,41,34,46,75,29,6,97,58,84,30,50,63,80,87,35,88,10,93,83,64,76,0,39,32,7,22,72,70,53,96,37,98,59,21,28,91,66,43,85,99,27,40,17,16,67,69,71,20,56,55,19,49,74,52,60,14,82,15,73,12,57,5,81,44,62,9,36,24,77
r76,67,76,90,62,18,81,69,24,45,60,27,59,95,82,25,17,28,31,74,56,98,77,57,47,94,2,0,42,83,48,34,92,6,85,10,29,36,37,43,49,50,33,88,46,8,71,73,40,52,53,38,13,64,55,35,21,54,72,66,70,1,39,96,86,78,84,5,3,30,75,97,87,4,12,89,93,80,68,20,22,63,7,65,15,61,23,9,14,58,32,11,91,16,79,44,19,51,26,41,99
r78,20,51,6,77,46,94,4,15,75,83,37,35,1,65,87,58,60,73,33,92,21,54,89,64,57,18,8,72,59,84,93,98,80,53,17,44,74,29,16,5,49,61,52,32,31,82,9,36,2,25,85,0,10,71,67,19,81,55,39,90,48,78,45,42,23,86,12,27,34,43,7,13,99,91,41,22,50,3,70,56,14,68,96,88,79,95,63,26,28,69,97,40,38,47,24,76,62,11,30,66
r49,54,74,97,18,19,42,57,98,38,94,11,32,16,13,77,15,10,87,79,31,4,33,30,22,2,56,85,69,3,73,89,6,24,71,43,86,70,45,44,51,50,17,14,20,66,29,7,99,75,65,81,1,59,96,92,46,35,9,27,47,64,63,34,72,12,23,52,67,0,90,62,49,5,61,41,68,78,60,8,26,53,58,25,40,37,80,48,39,95,36,93,83,55,28,82,91,76,84,21,88
r45,29,23,85,28,88,82,50,19,47,5,72,20,6,96,56,79,27,99,39,24,92,32,87,81,35,74,40,65,36,63,9,30,2,10,97,71,98,53,42,64,8,25,45,78,33,37,90,91,14,51,21,11,43,3,70,89,84,76,44,66,60,4,59,12,58,48,95,31,52,0,75,16,34,86,1,18,22,17,15,13,46,7,80,77,55,54,41,67,69,73,68,61,26,93,49,62,57,38,83,94
r38,47,95,61,64,76,97,40,88,24,35,77,66,10,3,93,37,54,41,80,45,53,12,94,20,16,43,19,38,71,31,36,9,28,73,59,7,96,60,78,21,83,79,23,52,82,27,13,26,99,17,2,51,18,6,34,70,39,86,22,32,84,5,58,92,56,44,90,4,69,57,74,49,65,30,11,8,50,62,15,0,89,63,25,14,48,98,87,46,81,91,85,67,68,55,29,42,33,1,72,75
r53,10,35,88,90,63,16,78,76,41,31,33,85,30,64,3,68,65,23,99,66,8,40,86,77,5,26,73,7,98,62,54,93,83,0,53,4,61,1,72,89,32,59,15,12,52,22,71,21,57,20,28,34,51,80,39,17,95,60,9,6,58,70,27,87,43,56,45,29,49,55,67,25,38,97,81,84,50,14,92,42,18,2,96,13,48,74,19,36,91,44,24,75,11,37,82,69,79,46,94,47
r55,60,72,58,61,91,67,54,88,80,62,87,18,15,12,32,74,31,26,28,41,8,77,81,21,35,79,43,50,86,25,20,2,89,73,99,51,45,30,57,36,78,53,95,64,85,42,0,63,16,7,19,27,9,93,75,38,29,14,24,44,4,68,47,98,1,55,48,40,17,56,13,5,66,22,23,33,65,84,52,37,82,46,6,70,97,90,92,71,94,49,83,39,69,3,10,59,34,96,11,76
r5,8,69,44,93,77,28,33,58,73,59,30,40,2,89,37,56,7,15,53,83,38,72,65,12,75,80,86,51,62,26,48,10,46,29,57,70,74,92,16,61,91,41,13,4,78,21,98,55,63,81,90,20,25,1,64,39,6,42,96,23,71,17,5,97,32,76,94,50,0,60,88,52,67,66,43,24,22,99,47,35,68,27,82,31,95,9,87,45,18,79,84,54,85,14,3,11,36,34,49,19
r47,6,89,65,34,91,23,47,44,1,51,13,85,66,73,10,25,37,52,58,82,97,87,96,18,7,43,38,21,33,45,98,19,11,54,93,84,28,48,3,9,20,63,26,0,49,55,67,35,39,60,92,62,40,99,77,31,2,61,14,36,5,70,30,42,22,68,41,74,4,8,90,71,27,29,17,95,83,24,57,72,56,88,12,59,64,69,80,78,86,79,94,50,46,81,76,15,32,53,16,75
r39,39,23,5,45,20,82,9,15,77,61,24,90,18,75,85,51,11,78,50,32,76,97,35,49,38,48,84,86,43,3,14,62,57,69,92,25,80,60,44,2,64,71,17,16,37,65,28,8,72,58,22,83,91,81,93,1,13,95,98,99,40,53,63,55,74,6,46,19,54,70,94,29,67,10,73,30,26,42,89,4,31,33,52,88,96,87,66,0,12,21,59,56,79,34,7,47,68,36,27,41
r18,4,28,89,62,6,18,83,64,56,34,54,27,60,95,88,61,3,8,50,5,29,71,22,1,20,51,92,96,77,49,73,39,46,68,79,14,45,41,7,37,44,99,63,15,90,32,2,16,72,38,91,70,36,93,82,9,98,69,84,13,94,78,40,58,47,23,12,53,65,17,48,35,30,87,55,74,31,81,0,76,19,57,85,59,25,26,42,52,33,75,97,67,11,24,43,66,10,21,86,80
r97,74,81,43,80,85,55,52,17,44,62,37,38,7,48,3,77,95,4,15,67,94,16,66,33,64,27,54,87,34,90,14,99,73,31,97,76,1,46,18,42,5,83,11,21,93,26,8,71,9,59,56,12,91,45,98,19,39,50,63,30,24,2,47,89,0,49,23,84,72,82,88,51,6,35,13,86,29,32,22,25,96,68,36,57,58,92,78,75,41,28,79,69,61,20,70,10,53,60,65,40
r19,58,46,88,78,90,45,18,96,50,37,63,0,94,22,35,53,47,74,24,82,85,4,51,36,54,81,15,93,29,97,77,38,10,87,23,21,34,9,7,67,13,40,55,84,31,41,3,76,57,60,80,68,28,17,99,89,91,86,27,65,19,33,56,62,30,49,59,43,48,73,39,2,52,25,20,64,70,16,71,95,8,1,26,44,98,32,69,79,92,12,66,42,5,61,6,14,83,72,75,11
r24,9,80,24,56,96,55,44,35,33,11,34,90,8,13,61,27,6,91,97,85,68,77,72,67,46,25,36,50,94,5,82,40,29,3,23,65,75,74,22,79,51,59,64,28,62,84,16,17,69,1,49,19,4,15,41,32,52,2,57,60,66,78,48,76,70,98,7,30,47,12,93,99,58,31,38,88,53,43,21,54,39,81,63,83,0,10,95,20,86,14,71,92,18,89,42,26,87,37,73,45
r75,79,28,88,7,85,20,48,10,74,21,58,63,92,99,69,35,56,59,31,34,64,23,76,44,95,94,30,75,9,70,14,17,66,40,93,51,98,62,4,46,86,39,42,19,82,3,71,80,54,87,52,84,68,89,50,91,8,90,16,78,41,43,65,55,67,45,12,77,37,38,25,81,26,5,22,49,33,36,29,32,18,27,72,60,13,96,53,2,6,61,24,83,11,15,0,1,47,97,57,73
r12,0,63,55,16,65,36,98,68,74,96,92,93,22,14,31,82,62,46,91,71,67,1,4,57,52,9,17,99,48,69,45,72,95,39,53,24,20,88,27,49,44,42,94,70,18,7,89,80,37,66,86,56,21,38,11,29,34,33,59,90,64,60,10,13,26,35,58,40,19,77,85,78,83,61,12,75,76,30,84,81,87,25,97,50,43,73,15,3,2,23,47,28,6,5,51,79,54,32,41,8
r59,80,57,87,78,75,60,9,85,70,6,46,66,84,68,49,0,58,37,64,24,8,62,65,47,14,63,35,50,69,26,33,96,89,45,86,95,52,15,28,17,83,71,44,19,18,4,77,23,79,22,40,92,7,21,61,54,48,97,51,30,73,72,36,16,74,20,3,5,99,98,32,93,43,59,42,2,1,39,38,53,90,25,31,12,76,29,88,34,41,27,13,67,11,10,55,56,94,91,82,81
r92,61,49,7,98,96,60,94,35,84,80,24,25,85,63,56,75,99,95,97,45,3,31,16,72,9,27,86,74,79,6,4,69,12,77,62,82,22,15,14,8,91,23,28,0,76,44,67,54,87,90,29,37,10,93,64,21,88,38,2,11,5,40,26,17,71,68,1,52,55,32,92,53,42,70,48,78,65,47,89,36,59,13,18,46,73,58,66,83,81,20,43,33,34,39,41,57,50,30,51,19
r13,14,29,91,58,95,65,19,13,73,59,26,33,17,50,97,75,68,37,6,92,20,27,94,24,82,63,3,81,34,22,52,86,99,89,78,57,42,74,5,54,83,66,21,77,43,16,93,64,11,39,98,7,69,36,40,18,96,25,9,35,76,56,70,71,61,23,2,88,51,87,84,38,53,12,80,60,30,1,28,48,4,8,72,46,47,0,41,79,10,45,32,90,55,44,31,62,85,15,67,49
r10,71,19,55,9,45,65,24,5,30,70,56,58,83,40,85,53,37,31,90,26,21,27,60,12,0,76,84,74,43,7,80,54,11,10,57,68,3,59,35,41,23,93,48,61,1,63,86,73,92,39,46,47,4,2,16,51,38,13,8,69,36,94,42,33,29,62,18,91,44,72,75,99,95,81,96,25,97,82,22,89,66,49,6,77,78,14,67,52,98,34,17,20,79,50,87,32,64,88,28,15
r14,17,72,68,23,95,82,44,46,53,4,80,42,61,54,59,85,64,94,10,50,12,0,38,43,83,60,66,62,55,16,7,9,18,76,91,33,47,81,45,52,93,71,32,26,78,20,69,88,73,98,57,11,34,28,2,39,27,41,13,74,70,77,29,1,36,24,92,75,97,63,8,49,30,79,19,51,96,5,48,6,3,65,58,90,67,99,21,35,40,25,14,84,86,15,31,89,22,37,87,56
r57,28,24,7,49,11,66,72,26,93,41,42,40,62,95,19,89,22,14,18,99,69,53,47,8,57,29,36,97,77,86,34,67,9,5,96,92,50,46,82,52,3,83,48,55,23,27,33,59,75,20,31,60,39,1,15,85,4,70,35,65,79,37,71,58,98,74,2,25,68,0,17,64,76,78,87,30,51,90,61,94,56,21,73,54,63,44,88,16,91,45,13,12,80,32,43,10,84,6,81,38
r85,17,80,16,10,51,94,25,13,88,43,37,35,98,65,14,50,96,74,89,56,27,30,77,58,84,83,33,87,62,86,91,0,53,52,19,11,2,60,9,93,97,81,63,32,47,22,31,5,85,12,15,38,99,28,75,8,57,66,48,64,46,1,73,36,69,42,55,68,6,79,41,92,4,82,49,45,18,78,26,70,23,21,90,3,59,24,40,67,54,61,71,7,95,20,44,34,29,72,76,39
r72,14,23,43,69,75,61,70,47,26,10,51,15,71,35,52,27,50,24,64,98,4,9,21,85,39,37,63,32,45,88,80,34,99,74,60,55,68,82,5,20,81,58,31,54,73,16,92,46,38,91,93,65,96,97,0,83,86,41,3,67,59,28,17,48,19,44,90,78,87,13,62,56,30,79,72,18,6,76,94,89,42,77,2,84,95,33,7,49,29,22,66,25,1,57,36,12,53,8,11,40
r89,66,70,40,14,81,24,13,80,79,61,57,89,4,18,87,39,52,99,21,74,16,95,62,6,76,86,43,30,5,0,2,93,51,17,46,34,19,42,72,23,59,11,49,29,55,35,33,60,67,90,7,63,78,73,83,82,75,48,91,98,64,53,92,58,41,88,44,38,9,97,20,45,28,27,36,84,50,12,54,94,31,22,37,56,8,68,32,71,1,77,85,25,15,26,47,3,69,96,65,10
r94,50,61,99,73,27,63,42,58,75,8,9,56,23,39,76,40,81,65,97,49,84,19,68,13,54,94,30,25,15,28,53,12,79,66,22,46,60,17,38,35,33,24,98,7,55,77,90,67,3,5,29,59,14,26,96,87,10,70,21,44,47,52,6,74,41,37,18,88,89,78,82,80,71,69,64,1,93,34,85,86,16,72,95,62,11,45,43,51,91,92,36,32,0,20,2,83,31,4,57,48
r7,47,62,27,12,1,25,7,71,20,31,92,97,66,88,81,21,15,28,61,73,13,5,16,63,33,84,55,86,67,54,35,6,23,19,2,34,53,46,45,78,68,69,10,98,14,82,56,90,30,51,0,38,57,65,4,74,50,43,52,80,37,24,32,60,36,3,94,11,42,48,64,22,76,99,72,40,96,18,9,70,17,58,89,91,77,39,83,8,26,79,95,49,75,93,29,59,41,87,85,44
r15,33,65,22,37,45,5,94,19,55,69,58,53,86,36,57,0,76,8,78,21,72,48,68,7,28,52,1,70,46,88,91,90,73,44,81,82,74,13,31,24,29,60,59,9,56,66,6,71,63,98,10,99,42,25,38,16,18,43,34,35,32,77,64,97,20,4,12,51,75,79,39,87,85,93,50,83,89,41,14,47,11,15,27,2,30,61,67,54,17,96,84,26,95,23,40,92,49,3,62,80
r40,40,48,28,83,89,24,66,4,78,75,74,96,32,84,82,23,38,94,7,29,11,46,50,1,62,5,27,98,71,79,20,68,42,54,85,97,59,81,34,45,95,2,30,31,6,63,9,93,57,65,53,16,21,25,19,67,36,92,80,73,91,70,99,37,8,88,33,87,86,60,35,12,18,17,76,22,58,56,14,15,90,0,47,55,49,69,44,61,3,43,52,51,39,10,13,64,77,26,41,72
r27,84,18,15,96,41,38,64,92,22,39,81,44,83,77,8,10,3,31,72,13,50,2,28,56,27,30,75,14,59,42,26,24,48,54,71,98,91,88,79,45,11,97,7,9,87,85,95,74,70,49,23,34,25,57,63,69,90,46,51,21,6,4,35,37,36,99,66,80,52,12,60,89,73,58,20,0,1,55,82,78,53,16,5,93,94,40,62,33,43,32,86,29,76,67,68,61,17,19,65,47
r74,92,40,99,18,70,65,28,15,75,17,1,14,82,58,74,3,86,64,57,29,51,93,87,24,0,32,35,8,85,81,90,4,66,89,43,45,22,84,59,61,96,79,26,53,5,47,71,67,69,73,62,9,50,95,33,34,54,88,36,10,25,23,31,30,60,12,46,11,78,21,13,19,39,76,83,42,7,37,16,63,41,98,44,48,97,20,80,27,38,49,55,56,6,77,52,91,2,94,72,68
r6,9,1,10,16,94,96,24,58,20,27,51,29,59,17,21,86,67,37,0,39,19,34,78,85,72,15,93,31,98,13,23,18,25,22,32,52,33,76,74,43,4,30,53,46,80,5,7,49,75,90,40,88,87,26,45,82,69,99,89,83,48,70,60,61,63,84,68,2,92,55,77,97,73,47,38,95,6,50,28,81,65,36,91,56,64,66,35,42,57,12,41,62,14,3,71,11,79,54,44,8
r33,1,46,21,41,52,5,32,75,49,67,40,14,60,65,64,90,36,57,76,47,83,20,96,29,28,16,44,0,53,93,97,74,9,66,84,61,3,86,30,31,33,17,18,82,35,15,51,54,7,56,77,43,87,11,10,71,78,39,38,85,89,68,42,72,27,2,62,19,55,8,95,6,22,98,25,63,45,23,81,69,91,88,70,34,79,37,4,24,13,94,58,26,59,48,12,99,50,80,92,73
r2,38,20,60,36,92,27,35,57,66,45,54,16,63,68,3,46,18,93,49,40,88,31,32,83,22,29,76,11,2,48,28,12,23,41,59,25,61,67,4,96,44,0,77,91,78,15,65,56,34,62,75,55,30,80,99,42,21,82,8,50,70,97,17,73,85,1,43,26,19,72,90,13,47,9,10,79,6,71,33,87,69,58,74,5,94,98,81,7,89,39,84,51,14,95,52,64,37,86,53,24
r29,46,29,28,37,87,27,96,82,53,4,20,77,70,6,66,14,8,16,44,49,33,43,21,11,25,17,1,80,93,13,12,81,5,62,38,79,51,56,61,99,67,60,23,84,18,31,54,59,30,7,47,0,35,10,86,72,3,90,55,40,92,26,78,89,24,85,74,91,63,50,9,52,68,58,98,73,39,69,42,34,64,22,97,48,36,65,19,75,32,83,57,45,76,95,41,88,15,2,71,94
r58,55,30,42,27,73,59,51,64,99,43,85,45,40,90,12,81,78,26,69,4,47,19,86,56,62,77,91,21,72,96,22,1,33,23,0,37,67,66,29,92,94,97,70,35,75,48,15,44,7,79,28,63,11,17,83,32,52,24,5,49,68,89,2,74,18,71,50,8,87,98,46,16,39,95,80,36,57,38,58,9,82,65,14,84,3,41,60,31,6,20,76,93,13,53,61,34,54,25,88,10
r64,18,52,8,67,13,76,41,72,69,57,40,88,6,96,50,17,32,36,56,47,84,64,45,92,2,61,20,24,33,59,21,89,62,85,80,16,77,99,86,90,15,1,43,38,11,74,19,93,7,9,46,63,98,60,79,94,10,44,39,31,73,49,12,65,22,82,30,97,35,14,70,0,4,81,78,34,28,66,55,27,48,95,91,71,58,23,25,29,42,54,37,51,26,5,75,68,83,87,3,53
r56,36,93,38,92,56,3,7,66,30,10,64,86,31,61,48,76,68,40,11,77,85,42,0,82,60,12,9,75,72,96,71,28,95,41,58,52,98,44,78,13,50,97,45,43,24,73,53,27,69,81,14,94,37,23,26,46,74,47,19,21,62,4,49,79,65,70,63,2,83,90,6,55,87,8,35,91,29,59,34,15,22,20,17,5,16,54,51,57,1,67,80,18,25,33,84,88,89,39,99,32
r81,48,76,28,59,4,36,34,5,30,14,19,16,6,63,31,62,70,99,91,85,11,82,43,51,78,57,40,55,97,96,67,32,41,93,46,73,27,17,61,37,80,35,72,3,23,12,65,81,24,2,25,15,68,29,90,18,79,98,33,69,71,56,45,84,53,87,77,92,50,52,42,20,89,54,64,13,60,9,0,39,47,22,74,86,1,26,7,21,88,83,58,8,75,44,49,95,10,38,66,94
r70,70,63,31,85,73,56,26,59,20,91,74,3,16,77,97,62,6,93,48,55,79,87,82,68,21,13,19,94,88,61,52,44,0,53,18,8,66,27,96,98,17,9,38,89,47,41,40,46,11,90,75,67,30,29,84,39,25,15,43,83,10,24,45,95,54,7,60,99,92,4,57,28,42,2,5,50,72,37,76,78,35,12,1,69,80,36,34,65,23,86,58,51,49,81,14,22,32,64,33,71
r98,75,76,40,61,86,46,5,56,47,90,49,38,45,96,87,68,35,67,91,82,55,89,72,25,83,58,53,78,80,37,93,81,94,15,60,51,8,41,34,12,21,59,73,42,44,32,6,70,2,64,3,0,11,97,48,16,4,79,26,66,30,99,63,39,84,29,14,31,65,23,7,33,52,95,69,54,20,24,28,74,85,77,36,1,43,88,71,27,98,62,13,92,18,17,10,9,22,50,57,19
r43,54,60,32,93,52,61,55,72,82,19,27,22,87,36,76,89,23,73,63,86,40,59,69,20,34,17,80,4,85,99,65,51,74,9,14,88,84,11,43,7,38,90,96,97,95,56,70,94,78,53,42,71,24,15,48,13,3,81,29,26,79,18,30,35,66,41,6,92,83,49,21,44,98,37,47,57,8,67,68,31,75,77,12,0,25,39,64,5,58,2,50,45,1,91,10,62,33,46,16,28
r82,16,63,39,83,67,75,17,7,44,20,43,33,56,23,69,90,25,52,92,98,21,86,66,64,59,24,47,2,45,38,97,28,95,71,32,79,9,91,77,65,1,70,87,81,49,3,10,30,48,15,60,58,74,68,78,26,12,36,14,27,72,13,18,93,6,85,57,37,54,35,99,50,73,94,5,76,0,62,46,96,34,53,22,82,84,8,55,51,42,61,29,4,88,19,41,11,31,89,80,40
r31,90,94,0,5,43,30,3,36,87,93,58,65,66,53,80,38,70,59,48,22,75,7,10,77,11,62,8,74,88,95,29,33,40,82,42,37,61,17,78,52,9,56,31,85,49,55,81,19,34,68,72,45,97,26,92,50,73,46,63,91,25,21,64,23,35,14,32,57,67,54,28,99,39,84,51,98,1,89,83,96,20,76,12,24,15,41,13,4,60,44,18,86,16,71,47,2,6,27,69,79
r8,79,10,5,76,82,21,64,68,17,92,63,24,95,86,73,53,65,69,67,25,20,75,90,54,16,71,4,61,88,72,56,74,57,19,33,9,36,58,37,98,26,78,14,43,60,50,40,80,42,6,41,29,87,23,30,46,8,31,1,70,39,55,94,2,35,15,44,45,27,34,93,91,22,0,18,48,59,12,83,7,96,85,3,66,99,62,97,49,47,84,13,11,51,38,77,81,32,52,89,28
r22,66,8,25,56,30,62,21,71,13,43,54,81,74,32,55,86,28,90,39,35,53,17,84,93,46,58,57,59,5,99,97,61,88,40,22,29,72,34,76,24,69,83,2,23,91,1,92,52,98,0,37,77,80,19,3,75,44,26,6,50,82,85,31,36,27,33,11,67,78,9,41,70,10,12,18,95,64,7,63,15,60,14,42,45,73,79,4,51,68,94,87,65,38,48,49,47,96,16,20,89
r44,16,84,95,53,2,93,73,67,77,50,51,55,28,56,74,34,37,45,3,12,62,97,19,17,87,69,47,27,23,9,83,4,25,65,22,75,76,60,68,70,98,10,57,46,14,85,40,41,26,11,82,38,92,44,54,99,15,8,90,66,42,31,35,24,58,20,89,71,1,33,96,86,32,78,94,80,43,59,49,63,0,29,5,13,48,88,81,64,61,6,91,72,7,30,18,36,79,21,39,52
r30,15,25,19,90,12,48,77,11,20,16,23,59,56,96,9,6,30,26,83,87,36,57,98,46,65,50,80,94,81,5,33,91,71,49,14,44,82,72,0,66,99,93,62,8,22,18,3,47,63,45,74,58,88,42,78,76,7,79,13,68,52,92,17,35,51,28,70,1,2,86,37,69,43,85,34,4,97,55,89,67,61,41,75,32,29,39,95,60,54,24,53,10,31,84,73,38,27,64,21,40
r42,78,21,73,33,8,11,63,42,14,72,26,61,81,67,50,10,18,68,84,82,34,54,2,13,65,51,53,99,66,64,5,12,15,16,36,30,29,98,90,74,58,52,0,49,45,4,7,59,3,17,87,94,79,48,40,88,37,31,56,1,38,75,19,97,57,62,92,76,70,44,43,35,95,47,23,91,25,22,93,27,9,20,41,32,55,6,77,86,71,69,39,80,46,96,24,89,85,60,28,83
r84,91,84,58,99,9,82,15,87,73,88,46,34,32,55,51,97,1,11,24,67,42,40,53,17,49,14,7,28,98,26,45,77,50,66,33,8,13,89,21,62,48,56,60,36,79,29,35,96,71,69,81,37,78,12,57,5,94,23,4,74,25,83,31,43,68,75,44,38,10,54,59,0,16,85,92,80,65,63,27,3,2,70,6,93,90,22,61,86,72,95,76,39,30,41,52,19,47,64,20,18
r99,66,64,44,98,39,15,76,53,96,5,83,11,89,71,51,0,65,94,34,25,55,7,33,87,92,49,80,17,8,45,56,14,91,97,99,23,19,52,31,18,38,86,78,74,58,22,69,24,81,42,26,93,20,46,77,68,90,37,3,50,30,88,29,62,40,84,1,43,9,70,32,57,72,59,85,41,61,73,95,60,21,16,6,27,36,54,12,82,79,10,63,67,47,4,13,2,48,35,75,28
r21,62,69,76,6,46,95,38,58,11,48,25,30,42,59,54,14,2,65,47,68,15,22,56,82,5,20,61,74,78,93,92,27,60,75,44,0,29,50,71,19,88,89,86,70,10,31,99,43,72,94,67,57,45,63,18,7,77,33,66,84,34,37,87,40,41,98,32,8,73,85,91,39,23,13,16,97,21,96,1,52,80,49,55,35,9,24,81,4,79,12,26,53,64,83,28,36,90,3,17,51
