,r91,r2,r30,r59,r35,r58,r17,r97,r81,r90,r65,r100,r36,r41,r99,r73,r75,r94,r13,r42,r54,r25,r61,r88,r69,r78,r57,r8,r11,r21,r44,r63,r87,r66,r64,r70,r10,r28,r4,r55,r9,r68,r12,r19,r40,r83,r16,r96,r38,r51,r74,r31,r98,r82,r79,r86,r84,r1,r23,r71,r34,r49,r46,r85,r15,r43,r80,r76,r27,r37,r3,r62,r20,r95,r32,r45,r39,r6,r56,r52,r92,r14,r5,r24,r72,r48,r53,r33,r93,r22,r7,r60,r89,r18,r47,r50,r29,r26,r67,r77
d11,93,54,67,16,98,29,34,22,15,59,35,53,57,31,66,86,62,48,52,9,63,55,65,90,42,39,77,3,0,43,94,82,74,78,64,13,26,6,84,19,60,95,30,45,17,50,76,1,40,80,72,11,8,69,85,81,4,37,2,33,75,27,32,91,18,96,79,92,44,73,88,20,61,36,23,68,70,7,99,47,24,41,71,21,56,83,28,10,14,38,5,51,97,46,58,12,49,25,89,87
d9,69,43,81,82,56,3,10,25,95,46,14,21,67,59,83,63,18,5,94,27,8,78,4,93,1,62,23,79,44,55,16,32,72,22,51,97,0,68,38,80,47,54,84,48,91,13,39,57,61,98,31,64,65,75,49,53,19,28,34,35,99,26,88,86,76,15,12,58,90,40,6,87,30,74,20,11,73,41,77,92,37,96,60,17,42,29,2,89,24,9,45,85,33,66,70,36,50,52,7,71
d21,91,53,48,21,82,44,35,50,69,98,13,59,78,7,14,4,89,97,15,16,58,73,33,41,57,9,72,27,51,45,39,10,75,56,65,54,31,49,38,37,85,52,30,23,19,8,22,0,92,93,2,66,36,25,81,47,70,42,79,1,67,80,55,5,34,6,62,94,26,32,95,17,28,74,40,88,46,3,77,18,83,11,84,43,71,64,60,20,96,86,63,87,76,68,29,61,24,90,12,99
d10,5,47,65,12,38,8,43,72,62,30,21,48,3,69,32,95,94,90,18,73,7,19,0,78,42,40,60,20,49,22,52,55,74,4,77,84,39,93,53,68,81,13,67,96,70,16,99,24,80,56,31,23,87,45,97,83,10,57,66,64,59,36,2,34,9,41,71,89,61,63,15,85,58,33,54,35,86,91,27,46,25,26,29,98,75,88,82,51,1,17,76,28,92,14,44,11,50,79,6,37
d72,42,24,22,26,2,46,39,85,74,31,19,29,73,93,80,65,38,58,30,62,25,57,8,32,68,76,20,36,7,16,98,94,51,54,87,52,82,90,12,77,60,78,69,79,88,21,23,35,96,4,49,55,5,33,70,1,83,0,37,95,48,47,59,72,17,53,99,67,71,9,44,56,61,14,86,40,43,89,84,63,15,27,50,91,66,3,92,28,6,18,41,11,13,10,34,45,75,64,97,81
d82,71,80,84,28,42,41,73,6,77,52,91,35,54,95,23,46,19,98,9,38,43,60,7,68,11,49,62,58,51,87,10,31,4,69,99,3,53,29,86,26,37,64,20,48,30,82,17,16,2,47,66,25,79,44,22,93,12,83,75,21,33,81,24,5,70,72,55,40,63,85,89,92,13,50,34,18,61,76,27,32,67,90,56,0,8,74,45,96,14,1,94,57,97,78,36,39,59,15,88,65
d64,87,34,43,76,92,65,66,50,53,35,90,81,28,88,42,9,97,13,70,89,4,99,60,36,14,30,54,38,59,62,57,51,77,63,61,31,24,23,41,83,6,49,11,68,82,71,86,26,12,64,98,27,55,37,22,16,52,79,17,3,46,72,85,19,18,5,0,56,94,93,20,96,58,8,1,25,15,73,67,74,69,84,80,2,40,47,39,10,91,45,75,33,95,78,29,32,7,48,21,44
d95,70,83,60,94,31,37,18,1,63,59,71,38,95,64,72,26,74,87,82,0,32,28,47,5,24,56,36,66,75,33,35,67,42,30,6,58,48,93,14,97,57,27,96,46,85,12,52,55,4,9,90,99,40,15,69,20,51,21,53,79,3,73,44,77,80,45,19,16,25,92,11,68,41,91,43,34,86,62,76,98,54,22,50,13,7,65,39,10,17,49,89,88,8,29,78,81,61,23,84,2
d25,23,77,95,75,32,8,0,16,85,25,18,79,61,45,76,4,3,69,20,41,92,51,81,72,93,42,30,59,97,44,71,57,21,78,48,84,38,56,26,1,66,63,64,11,73,46,31,24,74,94,2,6,58,99,33,37,91,50,54,90,87,65,28,43,55,47,13,5,7,35,62,27,89,60,29,39,53,34,86,80,14,17,12,83,49,40,22,9,10,15,19,68,82,36,52,96,67,70,98,88
d52,0,49,58,29,72,91,87,24,11,84,26,64,38,2,21,63,16,42,61,30,9,8,66,51,48,71,76,47,1,97,81,85,60,23,13,37,50,86,7,52,17,19,34,83,65,75,62,6,45,44,43,89,98,15,46,90,35,55,39,18,78,79,10,36,54,82,53,95,59,5,31,40,12,4,32,68,96,92,25,20,57,94,70,14,80,74,77,56,28,3,69,33,27,73,41,93,22,99,88,67
d55,31,30,21,34,15,77,29,80,7,61,41,94,48,56,74,64,9,92,13,27,36,23,8,89,81,68,99,50,87,93,2,3,84,39,12,83,0,32,66,47,96,20,42,69,57,97,85,78,76,88,95,65,38,19,45,33,46,73,10,28,51,53,79,67,70,58,5,18,25,62,1,60,16,24,54,22,44,4,91,71,43,37,35,11,49,59,82,55,40,63,26,75,17,90,14,86,6,98,72,52
d96,68,79,77,76,73,69,32,65,17,80,62,88,11,51,36,91,34,72,56,84,74,75,52,18,60,85,30,54,22,48,71,40,98,92,42,24,26,97,64,0,49,15,38,96,83,66,70,1,46,43,9,81,37,20,23,61,59,3,50,16,94,21,93,13,78,55,95,53,67,90,27,58,4,25,45,57,41,35,6,63,5,89,99,39,33,8,82,87,47,10,12,31,19,44,2,86,28,14,29,7
d53,14,50,30,60,49,3,47,6,88,67,83,5,45,62,7,46,55,10,97,41,82,48,27,54,93,53,69,23,11,59,26,51,72,2,61,81,31,43,44,1,90,19,68,73,89,57,91,9,70,12,16,39,96,28,74,33,85,75,25,99,94,80,40,66,13,21,20,63,22,42,84,64,17,76,71,32,0,87,78,79,65,98,58,24,29,86,34,77,8,4,92,15,36,95,56,37,18,38,35,52
d59,70,68,3,93,20,63,35,24,85,60,2,88,40,27,28,79,1,23,95,29,10,83,11,16,77,92,31,54,84,96,19,44,74,22,39,72,42,91,25,50,80,89,98,51,78,73,43,65,55,67,90,64,82,7,45,52,17,94,26,86,49,12,13,30,37,33,53,66,69,99,15,41,9,18,5,4,75,21,14,71,81,36,56,8,46,62,97,59,47,34,0,57,87,61,38,48,76,6,58,32
d40,97,9,32,51,17,88,61,14,55,83,30,12,20,5,86,10,4,84,28,69,82,35,78,64,79,75,2,99,70,21,66,95,19,3,56,74,48,25,13,43,50,8,22,94,34,60,41,44,98,58,63,23,80,72,52,91,87,36,68,31,53,45,42,33,76,54,46,96,11,71,27,93,89,15,26,39,62,47,92,67,77,37,16,40,38,7,90,85,59,29,0,18,81,73,1,24,6,65,57,49
d100,75,24,51,93,50,90,23,99,84,4,11,37,68,21,80,63,95,14,73,17,78,38,3,47,2,98,36,9,30,5,64,33,55,66,87,28,46,7,57,41,86,59,81,61,48,94,6,19,62,88,89,52,92,35,18,53,65,39,16,83,1,76,44,97,31,96,12,77,74,67,43,58,34,69,45,10,40,13,20,15,22,8,91,42,29,27,25,72,49,26,79,0,60,82,32,70,54,71,56,85
d13,93,45,28,82,86,40,5,23,36,47,26,67,20,10,46,9,63,15,50,27,3,42,48,89,95,84,94,97,31,2,88,32,68,1,13,70,75,85,64,24,35,41,73,53,33,69,29,7,71,19,96,91,43,57,49,61,22,37,99,34,65,0,58,16,25,74,80,38,92,54,55,79,4,72,21,59,52,51,60,98,6,78,83,12,30,81,18,76,90,62,8,56,77,39,87,11,17,44,66,14
d4,1,86,47,10,65,84,0,77,13,46,26,29,32,23,92,16,25,20,82,21,35,78,34,98,58,41,94,59,63,83,50,73,62,68,42,44,96,91,14,17,54,85,27,87,60,39,52,51,57,5,66,49,53,15,72,22,4,6,7,45,28,37,24,8,36,30,3,97,31,90,19,38,12,56,88,2,99,69,93,74,40,67,18,70,95,89,9,61,81,64,48,43,33,79,71,55,75,11,80,76
d93,85,50,86,75,0,16,90,45,92,60,18,10,99,65,79,68,52,76,87,25,3,55,51,61,34,98,21,33,66,23,36,7,22,48,70,30,54,64,80,8,1,67,20,38,17,69,82,41,94,83,40,47,11,32,28,4,57,73,91,59,42,93,31,72,97,89,9,62,27,63,53,15,44,88,12,39,95,13,84,56,19,29,5,14,78,43,26,35,71,96,49,24,77,46,58,81,37,74,2,6
d67,80,33,62,44,57,35,34,23,61,96,99,2,28,43,40,39,8,68,95,63,17,54,98,67,65,83,53,14,48,5,75,15,31,41,55,25,42,10,7,66,50,3,58,16,78,6,72,22,94,1,51,90,74,92,36,69,21,60,18,49,46,89,93,59,91,84,88,37,9,79,13,52,24,47,27,11,73,45,64,81,30,29,71,97,4,77,86,85,87,26,76,0,19,70,82,56,12,32,38,20
d91,49,46,85,32,37,61,24,89,75,16,65,44,10,21,8,54,14,73,63,57,81,2,55,87,77,72,41,23,17,66,84,71,99,83,30,18,86,0,80,31,70,76,38,7,67,59,29,34,82,35,26,68,5,42,6,1,58,45,52,97,3,40,69,90,79,22,27,93,36,98,15,43,92,28,64,11,95,78,25,60,91,62,47,13,9,39,96,50,88,12,19,4,56,94,51,74,48,33,53,20
d39,79,21,91,78,50,27,77,40,74,15,75,7,32,49,65,38,70,97,9,83,58,71,24,59,94,30,48,1,23,46,85,73,93,8,33,31,45,25,44,62,0,42,36,29,28,99,39,86,87,43,68,18,61,56,19,63,57,2,12,20,16,64,84,52,11,37,6,90,26,55,81,14,35,89,69,3,13,82,4,10,17,22,95,41,92,53,51,5,76,80,88,54,66,47,34,67,60,96,72,98
d99,37,78,82,27,54,26,62,47,30,48,11,57,80,16,6,83,92,59,12,2,97,99,81,90,94,64,40,19,43,24,36,17,15,45,18,31,96,25,95,70,52,93,0,21,23,41,77,13,50,72,5,35,1,22,33,10,38,53,98,32,44,60,7,8,9,58,69,71,4,67,79,46,74,49,61,85,68,87,34,91,86,28,65,3,39,88,42,75,63,56,66,51,89,76,55,14,73,84,20,29
d47,90,35,25,27,8,99,41,73,30,61,74,42,52,23,80,44,19,55,45,29,69,9,51,79,86,58,72,7,13,87,15,66,76,57,78,6,82,12,67,26,2,65,88,28,56,21,37,85,91,77,92,84,1,5,54,97,33,71,63,62,89,14,16,36,50,22,34,98,68,11,43,17,48,39,95,38,0,94,53,20,24,46,32,83,40,3,60,93,18,47,31,64,70,59,96,4,81,49,75,10
d18,44,13,61,46,19,82,96,66,64,89,51,38,30,40,25,57,27,4,22,34,5,14,93,83,84,36,56,20,10,1,76,24,94,77,23,12,21,45,67,58,49,3,70,78,2,98,80,15,75,28,35,42,97,69,18,95,79,17,8,39,50,29,0,62,54,92,91,74,32,16,99,7,43,72,88,26,55,60,47,9,31,52,68,48,71,33,86,87,81,59,6,53,65,41,73,37,11,63,85,90
d31,87,46,14,32,84,95,42,72,81,2,67,60,91,97,63,71,86,0,61,69,33,62,48,93,59,26,55,94,51,36,73,44,3,12,80,75,99,47,78,43,56,1,88,38,19,9,57,18,82,70,31,20,49,40,89,15,85,65,50,10,13,98,64,30,24,11,68,5,7,25,37,76,27,79,6,41,74,39,58,66,92,21,83,22,53,29,34,52,23,16,90,8,77,54,28,17,45,96,35,4
d51,56,78,40,6,49,15,51,13,83,3,98,60,32,23,42,11,37,82,89,22,53,70,77,68,57,62,61,5,69,19,96,52,75,4,12,20,17,38,91,94,16,14,30,9,27,41,28,1,71,25,29,92,79,55,46,21,36,66,97,35,0,76,43,74,73,67,90,85,39,93,54,64,58,99,63,86,33,7,47,50,31,72,87,65,88,24,48,8,10,18,80,81,59,2,44,34,26,95,84,45
d37,97,47,53,79,66,70,35,43,89,83,30,99,96,20,38,59,61,26,78,23,57,8,73,87,24,1,40,46,16,18,81,28,15,44,54,42,10,11,94,7,14,4,45,50,9,92,39,2,71,98,19,93,67,68,51,84,65,5,55,21,12,72,52,80,33,91,75,76,34,64,60,77,22,69,32,85,3,0,17,88,82,74,37,36,41,27,95,31,86,6,90,13,48,62,29,58,56,25,63,49
d44,76,55,92,35,66,13,90,6,15,69,19,75,1,84,48,41,71,45,7,62,52,27,50,61,94,63,29,97,4,36,53,60,39,68,18,33,81,46,11,34,70,42,89,17,67,78,26,98,56,44,9,38,28,77,99,21,74,72,93,22,96,80,43,64,14,37,24,79,73,0,23,25,85,88,82,30,20,51,10,54,87,47,32,40,16,8,95,59,12,86,2,65,31,3,83,49,5,91,57,58
d48,46,90,52,87,45,40,53,75,18,60,71,99,98,96,44,88,67,8,61,31,78,83,7,32,9,30,37,29,23,97,79,20,76,25,14,56,82,42,94,86,48,92,4,59,24,6,33,12,85,77,47,5,11,66,81,28,95,34,36,35,84,55,57,17,39,50,3,51,21,15,68,22,16,49,2,89,26,43,70,91,27,72,38,69,63,1,65,10,54,58,41,13,74,19,73,0,80,93,64,62
d84,85,52,62,28,17,82,14,32,55,93,60,3,86,84,76,25,80,38,20,18,27,67,13,42,61,29,33,44,83,6,72,92,58,68,49,21,74,51,26,65,22,95,1,46,9,79,23,63,53,43,91,34,56,47,77,24,70,50,75,73,97,41,88,39,16,12,69,19,99,81,37,78,66,90,8,98,94,96,10,11,40,5,57,7,59,36,4,35,0,31,89,30,71,45,2,15,64,87,48,54
d7,44,96,38,19,49,41,47,92,23,36,85,73,6,35,54,2,34,84,61,80,16,9,32,15,97,71,10,68,56,62,88,53,18,8,29,83,74,87,5,72,46,51,63,48,55,50,37,4,94,7,30,25,31,40,52,11,39,59,33,1,89,28,70,66,60,13,79,76,65,26,24,3,98,14,27,69,43,75,90,86,58,64,99,17,78,81,21,0,67,93,42,91,77,45,82,22,57,95,20,12
d88,80,97,30,57,41,18,43,33,84,54,64,71,98,81,87,61,68,46,1,34,66,11,37,47,90,94,93,91,70,13,78,63,79,39,95,24,75,55,60,89,82,56,12,23,49,73,58,22,15,99,50,83,85,21,14,76,0,45,52,19,3,74,86,4,59,67,2,27,16,44,42,92,96,36,17,51,88,8,65,28,77,9,62,35,26,69,29,5,53,10,31,7,48,20,40,72,6,38,25,32
d30,95,45,10,72,28,38,59,13,76,6,0,91,24,61,98,74,62,64,88,9,55,96,52,99,71,42,41,14,57,2,79,68,50,5,22,20,26,19,3,78,8,21,84,34,37,30,7,73,66,56,12,29,40,75,16,23,87,90,43,70,11,80,69,48,32,33,35,17,15,49,82,65,93,18,1,83,97,47,63,94,51,67,31,25,36,86,60,89,81,77,44,27,53,46,4,92,54,39,58,85
d41,91,32,98,59,54,72,70,50,27,36,19,29,45,76,96,40,83,84,16,35,80,49,38,22,37,34,97,8,23,18,26,77,15,87,7,73,99,4,44,57,11,14,51,42,5,12,33,75,65,20,1,46,71,68,0,17,81,9,28,86,74,31,30,21,85,79,58,3,56,55,13,39,66,43,53,25,92,64,10,6,90,69,24,94,93,95,67,60,63,48,82,61,78,2,47,62,52,89,41,88
d2,18,26,51,34,92,93,4,54,39,15,61,81,52,65,12,50,25,46,20,43,75,9,29,57,13,8,17,70,99,98,33,23,94,78,38,86,89,77,68,56,19,66,47,10,49,95,1,24,21,85,69,16,83,79,37,90,42,32,30,84,7,58,88,22,55,71,59,45,11,6,62,53,91,76,28,35,3,14,82,60,87,97,96,48,44,2,36,5,40,67,72,63,80,73,0,64,27,41,74,31
d61,26,90,49,43,87,14,46,97,80,93,44,30,73,21,53,15,51,55,4,24,65,48,69,70,84,39,41,34,92,64,66,17,6,98,91,74,32,18,2,86,27,95,45,81,9,28,38,1,25,3,31,77,19,75,58,7,72,29,71,42,85,82,56,76,54,89,60,94,57,88,5,47,78,59,96,12,37,20,61,11,10,40,22,68,67,63,83,62,99,8,33,16,36,0,35,50,13,52,23,79
d27,83,9,62,80,5,18,34,61,60,92,42,75,3,63,12,74,73,14,7,33,22,17,89,67,84,4,25,98,16,48,29,94,70,23,78,0,57,81,13,43,39,72,76,79,86,2,95,49,50,99,1,88,20,82,37,36,64,44,41,30,68,11,54,40,28,47,45,97,27,35,71,65,56,91,85,6,21,51,52,59,19,15,26,77,38,46,87,66,93,53,8,10,69,55,31,32,96,90,24,58
d98,26,22,67,36,62,9,13,47,94,56,98,83,89,86,18,21,69,0,27,95,45,70,43,92,23,1,8,14,72,19,12,15,35,99,16,6,7,93,50,5,96,24,11,68,10,32,40,76,37,71,57,80,59,3,17,55,20,85,2,29,88,33,78,41,66,31,97,63,38,30,49,79,42,60,84,91,65,64,34,73,54,87,28,82,51,25,77,74,61,75,48,90,52,46,53,58,81,44,4,39
d86,62,84,39,97,85,41,90,19,49,15,55,44,58,12,91,17,50,27,79,61,20,92,82,96,63,68,46,30,52,29,4,9,34,11,93,47,73,56,66,3,54,64,26,43,10,8,57,78,72,38,33,24,53,21,22,16,6,89,87,69,36,45,81,32,37,23,94,0,13,76,71,77,48,28,60,14,65,35,83,80,75,18,95,74,40,5,7,51,70,98,99,31,59,2,1,88,86,42,25,67
d29,98,37,66,29,82,75,92,74,9,90,47,5,48,2,62,81,19,20,21,32,91,14,1,57,53,50,70,84,39,13,17,73,59,56,44,52,42,4,24,77,22,35,96,8,38,36,30,78,16,49,0,23,34,43,76,61,83,63,80,85,72,95,28,79,7,46,26,6,89,94,11,3,33,67,58,97,45,55,86,68,60,99,10,25,93,88,51,87,12,18,65,69,40,15,41,64,31,71,54,27
d75,30,81,13,59,23,48,45,36,53,35,74,12,89,22,85,92,1,99,0,96,65,39,52,27,38,49,70,76,16,11,61,28,60,17,4,91,34,69,40,43,7,97,54,87,82,10,18,67,24,14,9,51,19,77,55,62,64,41,32,84,78,6,25,26,42,5,63,71,47,33,93,29,79,2,56,80,21,66,72,3,37,20,88,58,90,94,75,50,46,44,15,86,8,31,57,73,68,83,98,95
d89,20,91,4,86,68,29,61,22,84,36,7,89,49,33,88,82,10,74,62,28,54,27,17,58,76,64,52,48,38,12,40,2,73,80,75,37,0,55,53,63,96,42,81,67,59,16,34,15,35,30,51,50,31,71,66,98,79,90,45,94,39,65,9,25,19,44,69,56,32,57,46,6,60,78,47,13,8,87,92,1,43,24,95,26,18,93,11,77,21,3,70,5,99,41,23,97,85,72,14,83
d20,25,56,41,57,33,5,4,81,73,79,12,26,18,8,90,44,67,42,70,27,96,59,77,65,35,64,1,19,51,71,66,20,53,85,80,31,39,68,88,24,74,83,38,36,45,28,30,9,89,63,84,15,6,17,50,7,46,48,87,99,82,16,43,61,94,75,0,72,13,52,40,49,86,10,37,78,54,97,62,11,95,93,29,14,22,21,34,3,58,91,76,2,60,47,55,92,98,69,23,32
d77,67,89,28,16,18,82,10,23,71,39,3,92,13,2,8,74,25,47,93,69,26,68,79,60,87,61,31,55,15,46,48,99,12,43,11,56,64,49,14,37,21,20,94,29,35,50,95,32,52,76,1,80,19,34,81,78,65,86,90,51,38,91,6,88,54,85,22,41,17,75,98,36,57,53,83,58,40,72,33,77,96,42,30,44,4,66,62,70,27,97,9,59,24,0,63,7,84,73,5,45
d36,1,94,43,31,14,62,98,2,60,53,99,16,33,35,67,76,63,84,45,87,75,49,56,39,15,85,91,66,34,40,77,68,50,83,69,57,82,30,7,72,18,4,46,10,13,81,0,19,74,22,21,65,20,28,71,37,24,95,27,80,3,78,61,55,5,12,79,70,42,73,86,90,41,25,64,38,11,48,89,88,97,92,6,58,17,9,52,96,47,54,29,44,32,8,93,51,59,26,36,23
d83,97,60,16,86,43,21,66,1,46,47,10,65,61,96,27,84,91,26,80,70,82,3,19,30,11,83,23,98,54,36,31,49,85,45,81,9,99,32,77,74,57,2,25,53,35,20,12,34,73,90,69,58,94,89,17,5,64,92,63,71,14,56,52,59,88,39,55,13,79,95,8,33,22,76,75,24,44,72,67,28,48,40,87,6,0,18,37,38,93,68,15,78,41,62,51,50,7,42,4,29
d17,55,6,52,22,4,28,48,51,67,8,5,94,98,71,24,87,25,53,68,77,50,11,96,91,23,0,83,32,69,89,10,33,70,57,78,49,54,7,39,27,99,31,34,20,66,35,9,76,18,61,72,37,90,30,85,40,16,73,13,81,63,84,65,88,36,43,95,79,64,42,41,29,3,47,60,58,38,82,21,45,26,74,62,86,14,92,97,44,17,59,1,19,80,46,12,2,93,56,75,15
d24,79,31,75,93,35,26,90,55,98,57,82,17,95,7,99,78,44,38,10,54,28,29,23,15,40,49,32,59,8,27,56,12,0,73,9,86,62,30,16,66,13,88,41,43,63,91,77,5,81,33,34,4,97,24,72,70,47,25,3,65,76,53,69,85,2,71,83,74,39,84,96,68,51,1,37,60,61,36,6,45,52,11,87,20,80,64,94,67,22,42,18,92,48,58,21,14,19,46,50,89
d33,43,56,44,64,21,57,66,31,28,89,49,96,32,40,97,46,47,98,87,72,6,2,4,10,35,58,18,93,45,75,76,81,15,67,80,12,39,73,29,63,8,94,16,3,86,69,7,38,37,11,42,90,20,5,55,1,36,48,88,34,78,26,41,60,74,19,14,9,50,0,85,24,53,92,65,52,70,30,25,83,54,71,51,95,62,59,82,99,33,91,22,27,84,68,77,17,61,13,79,23
d78,40,14,35,52,83,2,93,77,66,27,34,36,88,28,73,7,89,80,12,10,56,62,8,46,29,87,1,49,99,91,92,13,94,6,76,60,67,15,64,37,32,59,3,25,48,44,61,9,68,54,23,74,47,51,81,30,19,17,20,26,4,85,42,82,78,70,63,5,57,38,31,79,90,50,41,21,55,72,39,43,22,95,45,84,97,16,24,53,98,69,0,86,96,65,33,58,18,75,11,71
d14,1,30,20,72,6,51,53,80,74,48,27,73,88,31,46,85,17,89,79,9,16,76,82,28,47,44,94,37,24,34,33,52,91,87,97,56,29,26,98,70,57,12,69,42,75,7,59,41,25,3,68,66,23,43,19,78,77,90,92,67,62,45,64,5,49,32,40,8,38,86,95,65,99,10,96,22,60,54,14,83,55,4,84,71,13,11,61,21,35,36,2,15,58,0,50,39,81,63,18,93
d16,66,24,59,92,51,75,44,80,81,23,55,13,33,21,64,99,68,93,74,62,16,27,14,63,22,54,98,17,28,71,86,49,89,70,53,39,18,97,25,78,60,8,15,95,6,37,69,72,40,85,76,34,91,82,1,61,20,19,94,52,2,46,43,3,79,50,83,26,36,11,38,12,73,29,7,84,4,87,77,96,5,35,57,41,45,56,32,0,47,31,58,10,42,88,48,65,9,90,30,67
d46,39,55,90,85,76,29,8,63,26,2,30,15,36,20,66,96,69,95,27,43,62,32,37,65,9,13,22,28,12,3,38,93,57,82,4,74,97,83,72,14,50,34,80,40,67,16,75,45,6,68,1,7,44,56,78,41,84,11,88,60,19,77,87,59,5,24,33,18,81,47,42,25,64,89,61,99,91,98,49,92,23,71,70,31,94,10,17,54,46,53,73,48,79,52,0,86,51,21,35,58
d5,52,86,16,12,44,79,94,99,38,80,35,92,5,23,82,33,81,95,64,20,24,75,96,0,65,66,17,6,83,69,73,18,97,49,9,53,60,59,19,7,56,76,13,21,27,72,71,2,11,77,85,14,15,32,90,54,41,78,39,62,68,1,3,89,91,10,84,45,50,34,58,87,88,74,25,46,98,26,43,4,67,55,47,29,51,40,93,57,30,8,36,37,42,63,48,70,22,61,31,28
d6,99,88,58,91,24,64,75,8,71,30,54,60,69,68,5,31,61,73,59,83,12,92,67,42,49,15,34,11,18,19,86,16,0,36,22,52,76,80,41,13,93,98,79,1,45,81,84,48,62,47,50,94,32,43,63,39,2,53,6,28,74,97,72,77,70,65,40,3,25,23,17,38,95,90,85,7,10,46,96,29,44,14,21,89,51,78,26,35,66,55,9,4,37,33,27,57,82,20,87,56
