,r1,r66,r41,r77,r88,r54,r32,r90,r100,r86,r79,r46,r37,r61,r76,r78,r49,r45,r38,r53,r55,r5,r47,r39,r18,r97,r19,r24,r75,r12,r59,r92,r13,r10,r14,r57,r85,r72,r89,r94,r7,r15,r40,r27,r74,r6,r33,r2,r29,r58,r64,r56,r81,r70,r98,r43,r82,r31,r8,r22,r44,r30,r42,r84,r99,r21,r28,r35,r96,r65,r87,r17,r20,r80,r93,r23,r60,r52,r36,r62,r73,r4,r51,r71,r50,r91,r95,r67,r34,r11,r25,r68,r16,r3,r83,r9,r63,r48,r26,r69
d72,62,31,74,13,12,77,1,23,78,70,26,22,3,81,52,4,20,8,51,66,82,38,41,45,6,89,73,15,92,48,33,32,39,54,75,0,14,59,61,57,30,76,87,28,64,97,16,34,58,46,99,80,44,68,67,84,94,43,86,7,37,17,24,36,27,60,79,71,53,5,21,85,47,88,25,55,65,29,18,63,56,96,93,42,10,49,95,19,35,83,50,72,98,90,2,40,91,11,9,69
d6,99,0,2,14,12,9,61,16,5,20,41,92,48,66,86,87,95,30,54,23,53,81,36,85,64,25,50,71,47,90,78,91,39,21,33,49,80,3,42,82,1,60,73,69,11,67,70,98,4,31,68,37,40,34,52,63,17,84,28,27,15,18,97,62,58,10,19,96,22,55,65,43,26,77,76,56,13,57,46,45,72,51,89,32,83,75,88,8,35,59,24,7,94,38,93,79,44,74,29,6
d24,77,76,80,11,48,42,37,55,27,0,75,34,8,30,68,71,83,18,21,4,25,63,72,35,23,95,86,3,19,79,47,36,5,97,20,33,51,60,13,90,56,38,2,78,24,39,14,59,6,74,92,28,15,84,10,1,54,99,9,45,44,31,88,70,43,91,7,85,61,40,29,66,81,98,58,94,49,46,89,22,57,26,87,64,41,67,53,93,62,96,69,82,73,17,12,16,50,52,65,32
d86,30,24,88,91,48,34,22,46,9,19,13,95,90,18,92,41,97,11,55,23,10,25,16,67,43,89,56,83,12,20,70,54,63,68,21,5,98,45,36,44,38,73,27,37,50,87,84,65,75,96,69,52,2,49,58,6,82,15,85,17,59,80,3,93,81,57,94,76,0,29,86,77,62,39,31,99,32,33,72,64,60,71,14,47,42,8,78,51,28,79,74,7,26,61,40,1,53,35,4,66
d25,46,97,89,86,2,25,35,20,66,90,5,85,30,47,39,70,64,12,50,80,51,69,96,84,72,19,92,91,18,59,14,8,53,24,93,76,95,79,17,31,4,23,74,52,62,32,37,55,57,83,16,34,78,54,42,63,82,10,73,94,7,29,45,56,65,26,81,41,71,48,43,49,98,6,0,58,13,11,68,61,99,88,9,22,21,87,33,36,28,15,44,3,77,40,1,75,38,60,67,27
d39,44,93,33,49,85,65,40,81,10,11,45,66,74,21,46,30,67,80,8,50,79,78,58,19,63,28,5,68,22,47,51,31,27,98,36,84,23,57,52,15,70,76,39,69,42,60,97,53,83,12,73,54,16,32,88,38,26,99,41,34,48,56,90,29,87,82,94,17,77,91,59,18,71,6,95,37,7,0,9,3,61,55,89,35,4,14,64,43,72,96,86,2,13,1,24,20,62,75,25,92
d79,21,15,46,23,50,39,89,62,98,91,79,26,55,7,84,49,44,34,67,76,64,0,28,85,8,36,78,43,56,66,57,48,6,60,38,4,65,20,19,74,32,59,24,94,37,17,81,47,41,12,77,58,72,31,95,70,13,87,45,33,86,97,29,42,69,14,61,18,3,40,16,99,83,25,88,35,1,75,52,27,68,80,63,11,96,10,2,22,82,54,71,92,93,51,90,5,53,73,30,9
d48,38,60,73,12,83,41,32,72,49,16,45,9,94,76,93,3,51,10,19,11,5,85,14,53,36,8,82,78,86,69,74,63,37,56,67,57,68,65,43,89,54,88,17,66,42,39,27,77,84,28,33,62,71,81,13,61,55,80,0,23,15,22,91,7,30,34,70,18,59,87,1,29,75,48,95,98,99,40,58,50,64,6,4,25,44,97,21,52,92,96,79,26,24,31,90,20,35,46,47,2
d100,68,87,45,54,83,78,74,70,63,25,64,21,12,93,60,69,43,99,75,20,94,29,96,67,79,90,95,72,42,71,92,34,14,22,15,40,39,37,0,13,28,49,51,32,10,84,23,46,38,86,11,61,98,33,85,18,19,26,55,91,4,56,48,65,81,5,77,27,73,7,6,66,2,24,58,31,35,1,36,50,80,53,17,41,82,30,88,3,59,62,52,8,76,89,97,47,44,9,16,57
d34,20,76,87,74,15,36,47,88,75,18,16,46,90,28,19,84,1,96,82,73,71,42,85,2,64,27,38,25,55,17,29,99,95,97,0,41,61,52,54,89,30,94,22,7,6,70,35,13,10,9,50,24,14,58,49,5,67,44,79,57,11,8,51,80,77,32,59,86,92,33,37,34,69,23,21,43,62,31,40,56,68,60,65,26,91,3,53,45,78,12,63,98,81,4,66,48,93,72,83,39
d58,4,67,89,68,92,29,65,32,55,98,23,16,33,46,18,1,41,10,20,47,19,83,74,80,11,34,21,71,27,77,48,28,30,69,96,53,22,15,43,99,7,81,57,86,60,75,2,24,49,26,84,76,64,8,45,39,72,73,79,37,56,6,78,87,40,93,31,54,3,58,38,91,95,5,61,90,63,35,13,12,88,82,52,14,9,94,85,66,59,44,25,50,17,0,51,70,62,97,36,42
d45,72,86,21,80,75,73,68,67,7,87,50,56,35,44,69,82,20,40,12,33,17,15,29,89,3,5,10,37,45,79,43,60,53,34,59,90,41,18,36,11,96,64,85,31,77,49,25,16,23,28,22,19,62,46,27,78,97,81,0,42,76,8,47,48,88,74,71,95,83,13,84,58,65,92,38,98,26,55,63,70,1,51,24,66,2,14,30,57,32,94,91,4,52,9,54,93,6,99,61,39
d87,92,47,94,2,56,36,77,0,48,16,64,35,66,98,71,70,10,75,17,12,21,7,41,24,28,73,51,9,69,91,29,58,65,6,55,78,60,79,54,4,25,90,43,38,27,83,31,53,88,14,5,59,34,86,39,84,87,22,99,45,67,44,50,74,81,32,63,96,20,8,82,23,62,46,95,19,97,89,42,13,40,33,57,72,11,49,85,37,80,93,26,61,68,52,15,18,3,30,76,1
d62,12,11,18,87,35,23,15,6,68,97,28,99,24,79,85,55,47,54,13,92,84,7,38,40,56,67,44,59,60,21,48,72,86,9,91,29,71,25,74,90,64,2,34,41,52,80,5,27,77,45,53,39,58,20,98,88,89,93,83,94,8,30,49,43,51,69,10,1,82,62,75,4,81,32,0,50,14,66,63,17,26,73,33,78,61,31,22,46,36,3,96,42,95,65,70,16,57,19,76,37
d32,18,21,82,79,49,47,97,27,23,22,74,65,6,0,38,62,91,10,39,35,80,14,28,93,87,90,46,43,69,76,26,70,25,86,60,81,29,52,4,48,84,9,8,32,77,57,3,12,13,83,61,40,67,53,72,88,95,45,73,7,11,94,59,64,63,42,44,30,71,36,54,89,17,37,33,34,92,15,16,50,99,5,66,2,98,96,56,68,41,20,51,75,24,58,19,55,1,78,31,85
d73,66,99,98,27,69,95,3,61,44,83,56,94,35,16,59,96,33,19,93,32,62,45,80,5,1,23,92,78,81,34,18,42,7,15,64,82,48,20,29,68,57,97,17,21,90,36,9,26,89,41,30,10,40,2,86,22,31,74,25,52,55,67,73,75,47,37,38,58,63,76,43,88,24,54,77,51,28,0,91,85,79,39,46,72,84,50,6,11,87,70,12,60,4,8,53,14,71,65,49,13
d4,93,67,84,72,18,34,4,85,70,13,51,77,97,62,58,75,31,25,81,48,42,63,92,82,7,52,16,10,45,73,37,33,71,24,2,14,74,21,56,87,50,43,6,36,57,39,99,86,98,9,80,91,59,1,47,35,44,89,11,20,8,29,22,46,12,26,90,17,54,41,53,78,15,68,69,32,95,64,38,28,27,49,23,30,60,66,0,83,96,94,3,61,88,40,76,65,5,79,19,55
d36,98,49,6,41,91,57,71,2,13,69,63,27,26,52,23,16,97,30,74,60,12,61,44,20,55,64,28,4,5,85,35,59,10,73,81,95,39,14,47,65,3,58,40,79,82,1,15,93,45,66,42,80,11,99,96,92,84,17,21,89,19,48,18,56,29,38,62,37,53,86,54,90,46,88,50,25,68,32,0,72,87,43,22,67,34,36,7,31,75,51,8,77,70,24,9,33,83,94,76,78
d3,12,36,76,56,9,63,62,98,84,96,29,24,26,45,80,5,25,99,46,10,6,22,48,94,89,67,78,61,34,54,87,66,16,7,8,95,0,41,81,1,68,21,27,14,28,37,53,11,77,39,97,88,93,79,51,15,57,31,90,38,58,83,18,17,52,20,35,2,91,40,59,73,33,75,85,74,92,23,30,69,71,43,55,49,42,3,32,82,72,70,64,13,86,19,65,4,44,50,47,60
d88,79,9,25,29,32,60,99,69,4,63,66,96,23,7,83,0,31,35,61,84,18,45,5,20,97,86,80,88,87,39,54,19,76,78,59,22,71,56,17,90,40,73,64,3,10,74,67,30,43,75,2,98,89,44,8,51,38,48,28,34,82,42,92,95,62,16,49,13,72,50,94,53,27,52,70,14,81,37,91,15,6,41,85,58,11,12,33,68,36,77,21,55,47,65,93,24,57,1,26,46
d28,10,76,36,16,47,17,81,4,52,72,18,46,1,27,26,32,45,25,68,40,97,44,66,73,60,15,59,34,29,95,80,39,54,89,20,43,35,63,78,79,94,33,8,12,11,71,65,77,64,88,98,96,74,3,9,48,50,57,84,7,24,67,23,13,70,0,14,30,61,5,2,42,28,90,75,92,99,87,53,86,38,58,31,93,41,19,51,85,69,91,49,62,56,37,82,21,83,6,22,55
d76,49,92,7,57,83,88,46,47,78,13,5,89,65,61,21,96,72,76,26,54,80,4,79,35,10,56,28,55,31,68,60,77,66,73,45,2,30,20,6,58,67,90,33,36,16,8,0,84,34,18,3,32,23,51,12,94,70,19,9,40,59,24,63,98,93,39,81,75,52,22,87,17,95,27,82,37,97,50,11,69,43,25,15,42,48,74,86,53,71,64,44,1,38,62,14,91,29,99,41,85
d82,40,35,97,50,80,99,86,29,66,64,67,57,41,2,37,1,10,53,68,58,98,33,31,62,15,13,94,32,69,83,38,96,39,63,73,78,22,54,77,7,49,24,36,43,76,46,23,8,4,51,56,90,18,84,9,44,72,85,81,79,59,71,16,27,61,3,28,26,19,93,88,14,82,12,20,55,25,48,42,89,65,34,11,92,70,87,45,74,0,5,91,6,95,47,60,17,21,52,75,30
d91,20,77,19,45,13,7,8,70,67,6,46,94,99,80,93,22,74,53,32,50,72,2,87,29,24,52,58,60,79,9,97,48,83,95,28,14,43,34,49,18,90,16,10,81,68,31,26,37,91,4,69,88,98,41,0,85,30,3,17,73,11,64,57,23,21,54,40,5,35,96,62,76,56,86,15,27,63,1,71,84,75,61,89,92,12,51,47,65,33,82,78,42,38,55,36,44,39,66,25,59
d75,75,52,97,31,95,23,98,58,9,48,10,85,70,35,80,67,43,15,74,47,81,62,33,68,87,22,28,88,78,61,14,99,92,59,13,39,66,41,42,19,8,2,54,0,83,40,65,26,7,93,45,96,1,20,32,29,18,57,24,60,16,30,5,12,84,69,49,71,73,17,44,6,79,55,91,3,46,53,37,72,27,77,11,63,94,25,51,86,76,56,50,21,38,90,36,82,34,64,4,89
d85,80,21,69,40,31,7,98,33,23,62,42,24,41,0,3,97,86,70,44,15,74,95,34,2,22,72,39,49,12,91,28,94,83,68,59,26,32,6,45,9,47,55,58,90,4,73,78,76,99,65,8,25,56,50,53,37,20,48,64,36,18,35,46,79,85,67,77,66,57,5,1,10,27,43,54,71,82,84,93,88,14,81,30,11,13,29,92,17,19,87,75,63,16,61,60,52,51,89,96,38
d78,11,69,97,68,19,81,96,99,16,0,29,61,50,28,41,45,98,54,72,35,84,52,24,75,31,7,74,93,91,12,3,60,67,86,36,8,83,94,51,13,55,76,2,43,17,82,22,64,32,14,57,73,65,71,62,39,18,23,10,87,44,33,4,56,85,46,38,37,9,20,78,1,90,53,27,15,88,59,70,89,79,47,63,49,40,25,5,48,42,66,80,26,95,21,34,58,92,77,30,6
d43,93,73,99,92,47,65,52,4,70,44,33,23,56,25,28,21,34,71,1,85,58,86,94,97,83,82,84,53,80,77,98,60,76,78,3,91,54,41,19,32,64,69,51,30,90,24,96,7,57,49,46,5,2,95,50,27,11,8,79,17,89,74,29,38,88,87,20,0,66,10,75,9,31,48,18,13,36,61,40,15,42,67,39,43,16,72,55,62,37,35,14,26,81,45,63,6,59,22,12,68
d17,57,82,53,56,71,97,8,70,79,42,31,7,78,77,37,33,98,46,69,34,76,14,15,85,29,4,38,87,63,35,48,64,36,73,24,66,25,80,88,40,13,5,3,47,26,0,68,49,95,20,91,72,9,28,19,11,17,89,30,44,75,6,62,18,60,65,55,94,45,81,16,93,99,39,84,22,90,51,74,10,59,41,96,50,86,92,58,23,27,83,52,43,1,21,12,2,67,32,61,54
d80,89,12,14,10,20,91,95,65,80,22,21,78,9,7,77,49,98,34,32,50,27,56,28,19,61,44,30,68,85,63,60,39,13,58,6,41,47,84,45,25,26,75,11,86,62,46,54,59,83,73,17,40,31,74,93,67,5,24,8,36,4,79,52,16,92,72,76,71,70,15,99,51,81,18,57,94,2,35,69,87,29,37,38,23,42,88,55,90,3,48,0,64,66,1,97,96,53,33,43,82
d51,7,39,96,69,79,3,50,30,36,63,73,55,75,46,18,92,49,47,22,41,85,68,61,27,8,0,13,54,93,53,34,16,48,37,24,14,38,19,77,40,64,51,91,11,12,32,15,17,99,84,98,60,20,94,78,88,57,45,65,90,29,25,31,82,87,80,28,89,95,44,97,1,52,43,21,76,26,70,59,58,86,74,4,6,33,67,10,71,9,83,2,5,72,66,23,56,35,81,42,62
d56,49,22,66,87,95,65,75,9,64,61,13,89,23,52,91,90,71,25,39,56,77,51,0,36,68,16,24,78,31,34,28,35,74,73,32,62,47,4,70,48,99,42,38,30,29,69,59,85,10,44,82,33,54,45,21,50,55,57,80,84,3,2,98,58,43,7,88,27,67,63,92,96,41,94,37,5,19,76,97,12,60,8,20,79,72,14,11,81,93,53,6,83,46,26,1,18,86,15,40,17
d77,83,10,19,50,30,17,95,73,92,56,81,54,23,91,33,79,74,2,86,75,36,7,93,31,53,16,22,8,66,98,47,6,21,58,70,37,46,78,85,40,59,55,67,64,87,12,39,4,82,57,60,43,94,72,89,76,25,96,71,38,68,44,0,63,90,42,65,27,48,84,34,61,52,14,51,28,20,11,15,49,45,1,29,41,62,97,77,69,99,32,24,26,88,80,3,9,5,18,13,35
d11,60,62,86,82,15,6,71,25,95,94,55,21,68,1,99,83,46,24,28,48,50,40,38,31,78,12,22,91,70,49,36,27,73,23,97,93,75,89,54,3,32,13,76,74,84,87,77,63,17,65,66,53,47,81,41,96,8,56,69,9,64,30,42,80,79,20,0,33,11,44,18,45,58,59,57,92,26,61,72,14,34,5,98,29,2,7,88,43,16,51,10,67,39,19,52,90,4,37,35,85
d49,0,44,61,68,79,30,94,5,59,45,27,84,77,20,2,98,6,99,73,26,17,92,70,86,81,63,37,47,14,80,36,85,42,69,24,78,51,19,55,4,38,35,10,39,65,66,3,33,96,76,48,52,7,11,40,49,22,60,87,1,43,25,28,57,82,90,62,97,34,95,13,56,12,88,58,15,31,74,75,32,16,54,41,89,93,91,50,9,53,29,46,67,8,21,83,64,23,71,72,18
d66,44,83,6,91,75,69,74,80,54,2,73,27,30,65,22,19,60,87,14,39,41,68,59,79,61,89,3,10,1,98,49,88,23,34,96,46,35,15,29,4,86,24,53,0,17,7,45,62,55,72,13,64,28,97,93,20,51,66,32,11,85,8,36,47,43,76,18,40,56,58,52,90,82,9,92,31,84,37,78,33,25,42,99,70,77,67,12,63,26,81,94,95,71,48,21,50,5,57,38,16
d61,82,52,77,25,32,72,14,96,4,81,33,57,28,60,34,16,23,67,66,73,11,86,21,99,27,58,44,46,42,0,51,78,3,83,39,80,2,36,55,97,7,22,93,45,6,74,63,18,95,91,48,37,41,26,84,92,98,8,85,24,19,64,17,59,1,71,79,56,30,87,90,13,47,40,62,65,68,94,54,61,70,12,29,20,43,31,50,89,49,5,75,76,10,38,88,9,53,35,15,69
d30,19,45,1,66,55,50,11,24,28,46,99,51,39,70,8,59,32,78,31,14,22,83,9,48,98,7,90,67,76,16,88,72,81,25,2,12,41,37,75,62,79,85,43,35,60,52,13,97,68,94,77,53,84,73,58,49,74,33,23,18,86,80,71,82,92,40,36,3,96,47,15,64,6,93,38,21,26,69,54,10,56,30,91,42,95,0,57,34,29,61,17,89,20,87,65,4,63,27,44,5
d63,29,2,47,54,70,40,59,4,5,37,86,17,15,44,42,72,33,81,85,26,78,38,11,6,71,89,74,50,64,12,88,80,68,57,79,1,35,93,65,36,39,82,69,3,23,94,77,87,95,96,98,27,45,99,20,56,76,60,31,9,25,63,0,49,21,46,75,34,10,52,84,53,58,90,32,61,41,73,48,7,92,30,55,66,19,97,67,14,83,43,51,91,16,18,22,62,13,8,28,24
d31,25,11,92,67,31,58,98,8,12,21,10,91,4,51,2,80,54,68,69,45,17,9,41,57,62,26,14,89,28,46,52,90,93,27,79,84,81,20,65,3,29,18,96,85,95,99,61,1,60,53,77,38,15,59,44,37,73,39,24,71,82,47,6,88,42,56,64,34,70,43,13,74,23,33,75,66,63,94,78,32,30,76,87,7,86,35,16,19,83,36,55,97,49,22,0,40,5,72,50,48
d67,17,97,3,26,53,14,61,54,79,60,65,31,16,70,32,73,91,18,37,9,58,52,87,82,44,15,7,75,94,2,10,93,59,29,12,13,96,80,21,34,56,5,78,66,41,20,55,22,8,64,51,95,49,23,27,57,36,39,67,0,72,19,48,11,45,74,86,92,89,1,46,88,71,24,35,38,25,63,84,42,76,4,47,98,85,77,28,99,30,6,40,90,68,33,69,81,43,50,83,62
d19,48,33,31,85,94,20,79,68,26,50,59,71,82,2,11,27,5,54,13,78,57,35,76,92,99,83,7,3,6,32,8,70,60,43,56,30,19,64,88,45,69,16,53,0,1,25,47,97,4,89,61,23,37,58,75,65,49,9,55,51,14,72,93,44,96,18,24,81,15,41,42,63,46,91,17,34,40,62,90,67,66,39,95,12,87,10,74,21,77,22,38,84,86,52,80,98,36,73,28,29
d60,37,75,26,13,79,42,22,3,30,62,86,35,19,27,39,99,90,89,82,81,6,20,84,59,96,73,32,1,60,11,56,10,28,2,29,54,43,80,70,46,8,31,78,88,87,64,7,98,44,68,12,21,45,58,77,25,53,65,57,36,15,16,61,52,40,14,74,17,76,55,47,92,83,41,69,85,97,49,23,51,71,24,48,67,91,38,34,5,9,66,94,93,33,0,72,63,18,50,95,4
d8,98,13,85,14,92,45,75,91,4,69,49,27,51,70,74,30,22,97,67,63,71,23,56,57,20,43,62,18,31,52,19,7,9,17,54,64,88,53,87,37,42,95,84,5,83,25,28,10,11,82,38,3,58,89,44,60,16,66,33,26,8,90,86,80,55,34,40,36,77,48,12,41,68,32,96,50,2,0,72,46,78,99,24,81,1,59,94,93,61,76,35,15,6,39,29,21,65,47,79,73
d57,84,4,10,12,17,19,68,69,38,0,72,39,64,71,86,23,62,79,88,37,85,91,11,66,89,78,16,48,14,67,46,56,98,58,43,75,28,32,8,93,27,94,50,73,21,55,74,41,22,25,15,26,40,87,24,99,76,30,45,92,60,77,70,9,34,59,80,54,57,90,13,51,63,5,20,31,61,42,7,44,97,65,52,35,33,82,6,47,3,2,29,18,36,83,49,81,96,53,95,1
d37,94,78,11,42,93,28,81,18,49,79,26,38,23,55,24,62,2,90,0,31,63,95,46,43,9,96,4,1,60,68,30,39,74,71,32,41,50,58,13,73,48,22,51,99,47,88,84,82,15,35,54,65,52,75,61,83,76,92,10,5,44,29,19,86,64,7,45,80,56,66,21,67,59,37,17,27,85,3,87,97,16,8,34,53,25,57,72,40,14,20,91,70,6,98,36,12,33,77,69,89
d15,50,53,70,19,67,45,80,98,49,83,42,27,61,65,14,99,76,9,35,34,59,24,31,29,41,57,78,63,4,58,25,13,39,23,40,72,92,1,46,55,62,75,81,93,89,84,2,28,77,8,37,10,95,74,82,26,18,60,11,6,38,88,3,56,5,66,16,7,96,44,86,20,43,47,64,17,15,32,91,97,73,85,0,12,90,54,22,21,36,79,68,69,51,94,52,30,87,48,33,71
d98,84,83,39,13,33,85,50,3,51,71,6,88,8,30,0,73,69,5,70,96,63,49,61,29,58,36,90,79,77,78,25,31,92,35,81,41,1,66,86,2,11,22,98,46,80,23,59,62,21,95,99,32,18,94,47,44,97,57,93,75,56,43,15,74,45,42,24,10,9,16,65,7,19,14,55,40,27,53,76,28,48,38,68,12,72,20,26,87,91,52,60,37,4,89,64,82,54,17,67,34
d83,57,24,28,92,90,27,89,23,73,82,46,40,62,61,41,66,44,69,0,35,8,75,6,70,63,16,14,87,85,96,74,12,81,1,22,5,42,53,43,56,18,9,68,13,37,64,67,7,3,4,48,58,32,84,15,77,10,94,83,72,59,30,95,33,97,17,38,65,20,93,79,78,29,60,21,88,80,91,2,47,19,99,54,45,76,26,39,49,11,55,31,25,86,52,98,36,71,34,50,51
d92,75,84,4,83,63,20,72,90,73,8,77,97,98,62,22,60,3,80,78,33,88,41,79,55,46,94,0,1,26,81,49,9,54,67,11,86,19,6,31,64,69,70,44,7,45,10,47,58,53,52,74,21,39,24,92,89,85,48,56,35,16,15,32,95,91,40,30,43,59,5,37,82,25,17,71,61,51,93,12,23,13,87,36,38,66,29,34,50,57,99,96,2,28,76,68,18,27,65,42,14
d90,1,95,48,2,81,76,55,84,77,74,19,46,3,34,17,68,10,5,23,63,53,70,66,57,92,58,0,65,82,29,11,39,83,80,9,38,41,93,67,47,8,33,44,96,79,25,18,20,64,21,61,22,14,24,94,87,78,49,27,56,30,97,62,4,45,54,88,99,51,42,15,89,50,60,85,73,36,86,32,26,52,75,43,91,40,7,16,69,31,6,35,72,37,28,59,98,71,90,12,13
d55,51,13,12,54,57,10,61,98,1,7,33,4,70,37,66,79,94,52,15,29,73,69,71,67,75,21,31,76,41,59,39,16,17,56,9,2,80,19,97,63,74,62,55,47,20,82,49,46,3,83,50,43,68,28,93,92,35,36,84,25,90,8,89,78,91,60,87,64,24,95,96,23,88,58,11,65,32,6,77,44,26,22,86,30,45,53,81,14,72,38,27,48,42,85,40,34,99,5,18,0
d27,10,88,42,21,66,73,28,70,91,5,13,49,39,23,50,3,22,62,67,16,59,84,48,8,9,33,41,30,53,35,74,82,43,51,93,31,37,97,26,94,65,18,68,75,87,36,69,96,14,32,86,81,95,38,71,54,79,98,47,44,6,58,7,24,61,46,78,60,57,0,27,4,17,85,63,15,2,89,90,99,34,55,72,29,83,40,45,77,19,92,12,56,80,11,1,52,76,20,25,64
d93,63,76,30,34,92,14,4,98,3,12,19,15,40,65,2,25,87,21,72,38,45,93,49,0,1,41,29,6,9,90,64,43,16,8,35,39,57,82,69,32,68,53,59,51,67,75,71,97,74,42,20,36,54,60,83,13,73,79,47,37,17,78,11,50,85,80,18,33,24,46,56,96,5,88,44,48,7,55,99,22,58,84,62,28,26,31,86,23,61,27,52,81,66,91,10,94,77,70,95,89
d46,22,52,10,21,84,4,86,20,24,42,2,7,32,18,50,96,14,60,68,95,13,0,36,87,89,56,57,43,48,16,64,81,74,1,5,94,70,63,51,61,85,44,75,19,3,8,26,67,88,55,78,25,11,73,29,79,53,69,80,92,30,9,97,49,98,17,82,65,99,59,6,12,66,62,93,37,27,34,46,72,91,33,23,77,58,47,45,28,71,41,40,39,15,38,35,31,54,90,83,76
d14,97,26,38,59,77,55,16,60,6,13,85,92,56,12,57,23,68,49,99,65,1,20,21,52,40,11,5,87,46,0,67,88,19,73,70,81,96,24,95,80,27,50,93,63,2,39,76,61,53,71,28,45,8,51,4,30,84,31,47,90,83,33,14,10,91,18,82,89,17,58,98,35,25,78,15,74,66,22,9,41,94,3,54,79,37,32,36,69,42,7,29,43,62,75,72,48,44,86,64,34
