,d77,d4,d90,d79,d54,d5,d31,d12,d24,d73,d15,d49,d29,d2,d42,d46,d1,d83,d23,d100,d45,d60,d87,d20,d18,d48,d22,d34,d89,d57,d76,d40,d44,d32,d96,d69,d3,d61,d92,d28,d71,d21,d56,d50,d63,d9,d38,d43,d84,d80,d36,d91,d94,d26,d10,d30,d47,d70,d95,d17,d67,d55,d99,d78,d33,d25,d8,d85,d88,d97,d27,d13,d58,d82,d14,d39,d68,d98,d59,d53,d7,d19,d65,d41,d35,d64,d74,d93,d81,d72,d62,d11,d86,d52,d66,d37,d51,d75,d16,d6
r97,63,58,78,4,56,35,53,71,14,87,37,69,90,89,41,38,33,96,12,6,42,7,18,98,25,91,39,79,60,70,30,81,97,68,49,95,40,31,17,92,16,23,59,80,10,9,51,36,29,28,93,48,66,20,5,65,13,55,3,82,57,24,21,73,50,99,27,83,84,47,1,32,44,61,88,46,64,76,43,19,62,75,0,34,85,11,67,45,26,52,8,15,74,77,54,2,22,72,86,94
r46,92,57,6,71,61,97,41,62,37,8,90,89,28,10,45,12,4,30,53,67,91,15,42,43,27,64,75,13,79,52,5,82,69,63,18,76,84,25,99,40,81,74,59,7,33,26,56,0,22,17,16,39,31,87,9,11,98,50,23,65,24,83,46,3,54,70,85,47,96,48,29,14,55,44,88,2,38,60,58,35,66,80,86,68,49,78,32,20,93,72,94,21,34,73,1,19,77,95,36,51
r9,39,20,85,26,45,73,78,83,72,94,7,71,77,36,28,43,61,21,87,34,90,30,81,53,82,63,40,69,24,1,42,15,10,95,89,25,19,8,50,86,5,52,54,56,17,27,60,68,13,97,91,3,48,38,84,93,37,51,70,32,75,16,33,18,98,29,65,22,35,96,79,44,59,23,4,14,0,47,66,58,41,12,74,88,2,9,80,99,67,6,64,31,57,11,76,92,49,62,55,46
r98,16,56,69,20,70,39,93,33,95,38,25,10,62,23,13,22,91,66,15,77,74,59,61,6,46,34,43,17,0,11,84,47,86,99,7,48,29,1,71,60,30,8,41,78,68,36,28,76,72,37,75,83,97,27,67,73,81,51,35,31,90,26,54,12,4,82,58,65,5,79,64,14,9,85,49,63,42,92,21,53,44,94,40,52,96,50,19,3,57,24,88,45,80,18,32,2,87,55,89,98
r44,56,27,5,62,61,74,23,35,40,24,0,38,30,84,95,22,85,21,2,82,75,16,96,69,39,66,6,58,49,44,1,42,20,63,36,93,4,48,11,43,47,71,34,52,8,65,7,32,25,59,13,37,26,72,41,94,45,46,9,76,31,68,60,89,83,88,77,54,67,55,14,78,33,87,53,57,98,73,80,10,12,90,79,64,19,92,3,18,91,50,29,51,99,97,28,15,17,86,81,70
r45,55,80,92,10,76,49,61,21,22,23,90,34,41,31,73,47,45,91,70,87,39,20,0,2,62,88,6,51,71,98,77,28,89,59,42,46,17,94,30,8,7,65,97,95,64,54,85,33,60,38,53,68,69,15,96,13,67,29,12,1,14,50,63,81,56,4,35,48,74,25,72,79,19,84,52,66,24,44,86,36,57,82,5,58,43,83,16,18,26,78,11,99,75,32,3,9,40,93,37,27
r80,17,7,87,54,45,91,26,92,24,90,36,6,58,34,32,51,25,42,8,76,39,52,56,71,2,27,1,78,38,96,47,97,41,22,94,66,74,44,5,14,40,4,73,50,86,65,37,31,61,33,60,11,20,53,15,98,55,30,19,75,0,12,62,67,3,57,16,80,83,70,49,13,43,35,21,48,72,93,85,9,59,88,95,18,63,99,46,10,82,79,89,29,84,68,64,81,23,77,69,28
r93,43,42,66,57,80,19,77,85,90,61,58,94,72,67,29,56,37,14,84,52,12,25,10,87,99,71,89,28,55,9,31,65,26,35,68,18,4,34,1,33,54,78,73,22,45,51,32,3,81,5,39,27,24,88,91,13,0,93,98,38,2,97,11,30,60,76,64,17,40,74,6,8,21,59,95,7,49,70,83,96,50,44,36,62,41,16,79,53,20,92,75,82,46,63,23,15,86,47,69,48
r23,22,25,61,57,56,12,81,18,4,0,72,88,10,95,78,47,28,63,53,36,9,87,20,8,68,55,83,29,16,96,99,52,41,14,17,32,39,34,85,45,51,82,11,21,33,92,48,62,6,3,43,91,38,73,84,49,64,23,67,89,98,30,90,15,27,93,54,5,75,1,2,19,26,65,37,46,24,77,42,59,71,69,80,58,31,60,79,7,13,66,40,44,76,70,35,50,94,86,74,97
r14,52,60,20,57,61,76,9,32,3,77,38,36,93,95,44,67,64,25,74,59,53,40,97,1,45,24,47,66,14,13,82,37,23,85,69,83,46,91,73,34,92,89,27,72,19,75,5,49,86,81,42,8,17,88,51,65,26,7,21,98,48,11,80,15,79,29,84,58,30,43,56,90,55,31,28,94,12,0,39,96,22,6,87,18,2,10,62,71,54,33,78,41,99,68,16,4,35,70,63,50
r88,29,71,38,49,33,91,54,57,35,68,53,27,6,9,11,84,22,72,37,5,14,50,78,0,17,99,86,42,36,60,3,82,47,40,67,13,18,87,25,97,20,70,64,45,59,21,89,94,81,95,26,85,7,62,92,28,74,88,48,4,30,1,16,10,32,24,83,93,66,77,19,2,46,44,56,43,63,76,61,96,80,75,65,34,15,41,58,90,73,23,98,39,8,52,55,12,31,79,51,69
r33,70,86,53,17,69,56,85,25,59,90,94,64,23,98,67,5,3,99,33,97,88,83,39,40,36,0,91,82,96,75,89,48,35,46,22,72,55,20,78,21,68,12,92,58,10,54,42,16,19,87,47,2,18,49,11,60,30,93,84,6,50,80,28,74,34,45,14,65,61,73,26,7,63,4,38,24,37,66,57,52,62,8,81,51,44,32,76,31,9,1,27,13,29,15,43,77,71,95,79,41
r36,52,21,35,29,71,11,43,20,69,22,45,24,41,58,65,97,78,10,53,33,3,88,93,4,7,68,14,74,42,79,19,77,9,56,82,32,26,5,23,49,17,87,90,38,2,98,6,99,95,16,80,59,48,44,75,72,37,27,1,12,89,83,30,85,92,18,63,47,61,31,13,66,28,73,25,60,46,67,15,64,94,70,81,39,76,91,0,36,86,84,96,55,54,40,34,51,57,62,8,50
r59,56,92,89,3,13,37,66,75,97,80,94,59,72,95,14,90,71,69,82,54,93,61,15,16,77,20,21,96,51,32,81,0,98,47,42,4,35,49,5,88,24,62,1,60,79,27,17,19,39,74,40,8,10,73,43,7,48,70,52,53,87,11,36,34,44,25,64,33,28,45,99,63,9,83,46,31,55,2,67,50,22,23,85,18,86,6,65,38,29,58,30,57,41,84,76,68,12,26,91,78
r68,25,86,22,15,48,59,65,36,50,97,63,27,34,70,31,5,66,92,85,29,62,58,1,64,80,3,0,99,81,98,95,84,60,24,20,35,12,68,7,38,52,2,40,13,89,83,14,53,73,21,39,42,57,43,47,54,49,18,19,90,77,8,74,87,76,72,28,78,93,10,33,23,17,44,51,75,41,71,37,45,16,88,82,46,11,26,61,79,30,56,4,55,94,91,9,69,67,6,32,96
r21,49,85,62,20,43,61,5,2,97,13,33,66,57,94,15,69,80,72,73,93,41,44,77,46,11,32,21,35,8,83,23,36,67,90,12,81,59,89,50,56,99,40,28,22,9,25,3,70,92,84,64,34,17,10,39,55,47,96,76,27,29,87,86,1,52,88,68,42,0,31,74,58,4,37,71,16,60,48,78,30,82,65,98,45,7,51,91,14,95,54,63,19,24,38,75,6,79,18,53,26
r51,53,81,25,41,48,22,92,16,76,45,1,97,42,93,79,95,24,13,32,29,5,68,52,36,11,75,61,73,67,84,9,98,4,66,74,71,78,0,63,20,10,55,43,60,56,3,54,87,17,50,58,96,64,51,80,39,94,77,65,21,57,90,19,49,40,72,28,47,26,83,85,89,23,18,91,35,31,15,37,59,70,30,69,7,82,8,86,44,38,12,14,34,62,88,33,99,46,6,2,27
r87,72,21,58,88,15,30,90,65,33,38,52,0,24,89,75,51,60,36,77,41,53,4,73,18,28,76,64,8,69,50,57,62,25,13,55,27,61,79,40,46,85,97,5,29,11,63,39,19,9,17,35,23,10,47,93,56,96,26,14,95,45,32,48,3,34,70,99,2,12,82,6,67,86,1,44,16,20,92,87,22,31,54,37,66,80,98,59,43,74,78,91,94,84,83,49,68,71,7,81,42
r29,38,45,25,30,69,81,83,2,67,90,53,62,98,94,36,51,15,97,26,64,8,6,88,35,49,44,66,93,71,9,59,48,24,20,33,96,99,82,92,14,28,0,40,76,55,32,5,41,89,7,34,70,65,1,73,29,95,91,27,11,72,3,19,21,61,80,75,18,16,31,37,43,17,84,47,78,68,12,39,85,54,57,74,56,50,77,58,60,13,10,22,79,63,4,23,42,87,52,46,86
r73,22,79,23,36,2,76,88,99,15,38,6,27,66,19,53,30,80,96,42,20,16,62,33,98,78,94,93,64,18,39,29,1,51,81,4,58,35,32,60,87,63,46,7,72,31,14,57,86,69,26,13,21,83,61,74,85,24,17,44,59,68,11,48,89,55,49,97,82,56,65,73,52,54,0,84,3,41,12,91,45,8,37,67,95,34,5,77,75,25,40,43,28,70,50,9,71,10,92,90,47
r55,67,91,63,38,53,76,60,81,73,72,59,94,33,4,44,66,39,40,3,12,70,58,1,46,97,6,9,54,34,84,15,87,14,21,47,30,93,28,0,82,96,80,31,78,24,35,85,57,99,90,64,20,98,55,11,61,49,41,92,42,27,17,13,18,77,8,83,10,68,19,23,16,51,5,25,2,65,62,37,32,89,86,22,88,71,52,36,74,26,69,43,56,75,7,50,79,48,29,95,45
r35,75,2,4,20,81,48,21,92,51,64,40,49,22,89,76,91,80,10,33,52,69,34,94,57,68,67,17,77,5,12,37,88,85,98,84,59,43,73,29,99,13,14,19,66,25,31,72,56,24,38,39,74,3,11,32,6,60,93,70,26,0,71,63,23,42,27,65,97,82,54,50,18,79,9,8,45,44,7,90,55,95,87,36,41,78,58,35,28,96,62,53,47,15,1,86,46,61,30,16,83
r12,38,9,71,93,39,23,12,29,3,86,30,25,40,45,81,51,24,84,2,48,89,78,92,73,88,35,68,4,13,55,77,31,28,44,36,74,41,27,95,7,20,14,75,37,53,60,69,16,91,0,47,65,26,1,21,59,66,56,82,61,11,87,52,94,99,18,70,79,46,80,43,34,5,50,17,96,15,10,32,6,33,54,58,57,22,19,67,49,8,63,64,85,97,62,42,72,83,76,98,90
r22,30,26,11,38,47,57,42,27,90,53,16,85,68,52,41,49,91,93,92,40,64,18,81,75,94,79,36,82,2,39,15,62,70,21,54,65,74,31,63,76,32,78,61,50,71,80,67,23,28,43,10,59,46,96,9,24,1,72,17,33,58,83,25,35,44,45,12,4,14,56,55,51,69,89,48,99,8,20,0,73,98,7,66,13,84,77,87,22,37,5,88,34,19,3,60,6,86,95,29,97
r70,55,41,56,82,83,43,88,99,86,79,78,72,81,97,28,10,96,89,49,25,14,8,94,70,24,65,68,38,58,21,76,50,19,54,11,52,51,18,7,27,31,34,91,6,26,13,30,32,95,46,15,48,61,67,2,85,4,16,0,29,77,57,74,47,98,40,80,66,17,35,3,73,45,37,90,75,20,64,23,44,53,60,42,87,33,59,71,84,62,1,5,12,39,63,22,69,93,36,92,9
r41,61,32,65,40,76,77,82,35,55,78,89,96,64,13,85,54,1,41,86,94,14,92,51,7,2,22,4,36,79,12,10,17,25,88,81,16,18,39,48,90,5,34,52,98,97,60,49,63,67,83,56,31,71,75,66,19,87,37,95,21,42,59,30,33,28,0,9,43,45,11,99,62,58,70,15,6,8,57,44,93,27,68,73,47,72,26,74,91,29,46,69,20,80,3,50,84,23,38,53,24
r64,6,88,1,73,82,81,7,68,69,60,13,61,14,44,8,33,70,37,18,71,62,53,55,66,19,26,52,58,79,0,78,24,86,45,50,15,56,89,22,3,97,74,21,46,77,2,43,49,51,20,36,92,54,57,4,34,17,41,16,9,90,35,98,59,38,95,91,87,72,42,83,28,39,32,99,10,40,12,93,29,30,48,27,85,47,94,76,63,23,75,65,84,25,64,5,80,11,31,67,96
r91,88,35,54,3,22,77,90,96,43,58,28,44,48,0,39,78,32,56,74,99,38,67,81,49,82,47,91,40,89,76,64,5,66,87,52,26,69,11,19,75,8,36,1,25,71,17,15,7,92,23,9,97,68,14,46,24,61,51,84,20,29,12,53,59,18,94,72,98,31,6,4,13,93,62,27,41,45,73,63,30,10,85,16,21,80,95,60,34,2,65,37,50,79,86,57,83,33,70,42,55
r76,79,41,45,7,92,2,69,42,70,12,76,18,25,52,6,75,38,84,91,36,27,13,40,20,60,66,85,94,1,81,83,68,62,57,56,67,63,59,80,97,44,77,15,96,65,48,89,11,10,21,93,23,22,95,64,35,30,0,19,28,74,31,72,50,32,49,29,14,99,88,16,26,73,78,71,24,9,86,82,61,43,8,54,37,98,33,87,53,4,39,55,51,17,58,90,34,47,5,3,46
r99,32,99,74,89,2,12,68,10,57,75,4,38,45,39,94,11,95,83,69,44,90,54,8,67,55,96,84,21,80,65,18,20,37,42,33,71,31,22,78,76,6,43,7,19,3,56,1,86,24,81,85,79,46,28,48,53,16,29,77,63,15,27,9,62,93,49,59,0,25,5,26,66,72,50,23,73,97,41,40,92,13,60,87,14,64,70,17,91,35,88,36,30,52,61,82,47,98,58,34,51
r40,24,80,62,31,30,97,82,75,6,23,41,16,12,56,22,21,42,92,7,0,29,68,67,77,17,32,89,25,94,99,79,18,88,48,14,86,27,33,66,11,40,2,81,59,4,1,19,8,58,9,90,13,63,36,98,93,37,74,55,71,87,64,47,95,50,51,3,45,34,44,91,96,65,46,52,84,43,39,20,76,60,10,61,83,26,69,49,53,72,73,85,38,28,15,54,5,35,57,70,78
r61,32,0,59,70,9,54,94,50,95,42,21,52,60,87,51,5,14,43,17,12,4,29,3,79,80,47,48,31,67,26,99,83,37,35,46,82,27,34,93,86,88,84,10,2,75,77,90,45,18,7,68,63,71,30,81,58,38,28,64,36,74,13,19,61,73,96,91,65,24,62,15,6,20,78,72,40,25,89,55,39,22,66,76,69,44,41,57,8,85,11,92,1,16,23,97,56,49,53,33,98
r17,9,2,31,5,95,52,67,24,78,82,96,93,49,20,88,91,4,69,48,64,92,26,76,18,16,99,79,65,23,14,11,41,81,25,30,62,27,56,22,42,89,6,90,40,61,84,32,74,85,50,57,35,44,77,97,68,38,63,1,70,37,17,39,66,34,53,8,98,12,54,46,33,59,83,45,43,47,75,51,72,86,29,94,58,28,3,0,73,55,19,15,36,10,87,71,7,21,13,60,80
r39,41,74,55,86,39,79,92,20,88,8,77,72,27,2,97,87,96,76,73,43,33,28,63,12,14,70,93,3,53,5,18,19,31,80,21,25,37,58,10,75,15,60,7,82,48,65,26,46,23,30,67,6,78,51,0,52,1,29,71,42,89,90,9,11,57,61,54,81,95,49,94,68,56,36,35,62,84,91,47,24,32,44,66,34,45,85,59,4,69,22,38,16,64,50,40,98,17,83,99,13
r25,92,46,27,33,70,6,23,66,69,13,54,15,56,30,51,22,8,3,82,67,88,55,86,45,48,1,74,52,77,19,29,10,44,63,18,84,80,71,58,81,16,21,78,43,12,0,59,50,31,65,72,2,9,39,79,90,41,53,42,83,20,85,73,91,97,25,87,89,49,34,94,40,36,38,17,61,24,95,14,62,98,11,75,7,47,4,37,32,57,68,60,76,93,64,26,28,99,5,96,35
r78,6,56,18,64,87,97,78,76,2,63,82,65,8,13,30,7,93,91,35,27,5,46,70,47,72,86,85,43,73,1,84,69,75,41,29,39,10,15,95,4,58,16,38,71,25,23,17,98,55,90,3,59,67,54,81,50,88,45,77,61,62,9,92,74,48,57,42,51,14,99,89,53,19,26,0,66,33,83,52,28,80,34,79,49,60,11,94,31,40,32,37,96,21,36,22,12,44,24,20,68
r43,30,22,71,52,63,68,20,4,21,17,97,5,3,78,50,59,82,47,70,84,0,65,9,86,94,37,24,8,54,73,67,75,58,95,89,1,7,42,51,14,36,56,87,98,35,41,88,32,45,31,74,66,53,80,48,81,46,79,34,55,26,72,83,33,92,93,57,99,16,60,11,40,90,27,6,91,28,10,19,64,23,85,76,2,29,25,69,77,61,13,12,49,96,43,39,62,38,18,15,44
r62,89,15,11,88,29,14,95,65,31,17,47,73,9,87,43,81,63,77,53,20,80,75,21,45,41,52,25,4,19,42,56,90,23,35,59,66,85,94,46,97,84,7,93,10,58,36,76,39,50,79,27,61,91,33,18,72,13,67,40,26,30,0,99,70,96,92,12,1,44,78,32,48,69,82,49,3,55,34,28,86,16,60,22,68,5,54,8,71,38,62,83,57,37,24,98,64,6,51,74,2
r24,93,43,49,82,86,71,89,81,64,11,53,35,8,83,39,28,12,80,9,21,47,27,22,62,88,63,40,99,37,94,19,92,56,13,66,84,20,38,4,61,75,34,97,73,44,70,23,90,0,16,25,54,74,51,10,29,55,42,85,57,59,65,48,91,14,69,36,17,45,60,41,31,98,46,30,32,72,18,24,76,68,95,87,58,3,96,7,77,50,52,15,26,33,2,67,6,5,1,79,78
r57,23,56,99,78,91,7,34,30,61,92,43,51,35,24,41,62,67,85,13,89,38,33,65,15,44,95,14,25,42,11,60,80,69,98,1,45,28,31,63,77,8,47,22,90,75,18,79,10,88,76,64,82,49,17,27,50,52,32,40,83,46,6,68,19,5,12,86,93,39,72,26,94,57,87,0,3,70,37,2,9,96,20,55,54,53,74,4,97,21,66,36,84,16,29,73,59,48,58,71,81
r79,60,73,97,30,96,68,19,35,61,17,80,48,56,93,22,32,39,3,26,71,42,70,65,2,38,23,27,54,4,8,98,9,88,50,85,1,90,87,6,86,66,63,25,5,82,12,59,94,78,16,69,51,64,15,29,81,33,45,49,21,47,67,46,89,58,92,74,11,0,10,72,43,44,99,55,36,84,77,79,95,53,75,41,57,18,7,83,24,40,14,34,37,62,20,31,13,52,28,76,91
r96,70,50,24,55,5,67,91,57,27,64,78,65,69,16,15,45,77,20,81,95,33,3,58,23,26,71,51,28,43,93,86,75,60,32,59,76,63,0,11,2,9,18,82,79,1,88,80,19,41,49,34,94,4,38,84,97,40,47,52,21,31,62,53,48,12,6,17,13,14,37,83,98,35,66,7,90,29,39,61,85,56,44,25,89,30,36,87,10,42,68,74,22,8,96,99,54,46,92,72,73
r20,15,48,54,96,4,58,77,94,89,25,36,1,81,84,53,38,3,29,76,22,52,7,34,6,85,47,27,45,98,28,49,59,0,78,99,91,40,57,18,13,74,32,35,43,21,65,11,10,50,14,19,62,16,41,26,67,83,30,86,12,44,61,73,87,31,60,24,2,55,37,8,64,46,82,71,79,72,68,42,92,5,39,93,17,23,80,9,56,66,33,51,97,20,90,63,69,75,95,70,88
r27,3,61,57,73,77,89,95,54,76,21,0,66,9,78,4,50,49,29,40,13,34,55,90,59,75,41,43,63,99,37,56,22,71,60,46,33,35,36,38,32,82,23,94,30,64,24,6,87,81,2,65,70,86,68,42,84,7,19,85,98,11,80,69,62,92,83,72,93,96,18,27,16,88,17,14,25,47,20,58,53,79,74,51,39,10,97,15,45,91,31,5,44,1,52,67,8,12,28,26,48
r84,60,38,8,97,56,39,80,64,76,98,90,84,15,75,7,93,99,61,86,20,70,33,88,79,96,72,11,51,87,74,89,27,19,31,55,91,5,92,3,45,41,73,65,36,29,54,50,4,34,81,18,12,48,30,13,47,21,2,22,82,0,25,69,14,40,17,78,23,52,83,68,58,10,62,43,16,42,37,1,46,59,95,66,24,28,53,63,77,26,6,35,57,71,9,67,32,94,49,85,44
r1,87,83,4,6,62,79,92,32,3,86,59,99,31,28,21,2,58,15,65,63,97,33,56,40,53,96,64,60,80,54,16,24,17,95,66,47,49,11,44,1,90,29,84,94,37,69,18,7,67,26,14,77,20,57,13,52,82,50,23,10,75,78,93,9,25,39,85,73,98,88,51,45,70,22,48,19,34,36,42,43,72,71,27,89,38,35,46,91,30,41,0,68,76,61,81,74,8,55,12,5
r48,52,67,48,89,28,61,46,34,11,77,25,26,4,16,63,42,93,99,72,19,35,64,78,82,47,6,41,10,54,95,85,38,14,30,80,98,43,32,92,87,65,22,88,36,29,55,12,50,2,86,83,57,33,24,49,17,79,74,58,13,0,75,44,45,68,20,59,73,66,18,1,7,21,15,60,27,96,69,53,84,62,8,97,71,90,5,39,81,91,9,37,31,70,76,40,3,23,51,94,56
r34,80,30,99,12,42,94,40,33,58,75,76,43,82,17,68,31,34,62,38,14,19,3,6,69,73,72,4,37,9,18,57,59,96,27,90,16,54,67,84,15,48,2,66,21,71,93,74,85,23,35,46,5,10,1,13,63,89,50,92,39,44,79,36,70,88,25,97,65,32,61,83,86,11,28,22,64,60,56,7,55,53,77,0,49,24,95,45,20,47,87,91,78,52,41,51,26,98,29,81,8
r53,77,21,98,30,54,61,15,85,65,93,25,8,60,67,0,86,44,66,75,70,29,78,97,90,18,71,50,48,38,64,62,37,13,84,47,34,31,81,80,27,79,26,63,45,46,20,3,12,41,52,32,11,39,56,6,74,76,58,49,88,69,72,51,92,43,42,91,87,55,73,53,9,28,89,83,10,22,94,99,95,36,1,35,14,16,96,40,24,5,2,23,82,57,17,7,68,59,4,33,19
r56,58,78,77,38,13,11,70,22,17,81,37,15,80,14,82,87,94,35,34,62,18,96,71,8,5,66,76,85,36,40,64,32,45,72,28,93,99,21,1,10,43,23,12,33,98,92,7,60,0,86,39,90,95,47,24,88,73,67,61,19,49,41,79,20,69,57,91,51,31,59,74,65,50,97,89,48,84,42,83,4,6,3,46,63,56,30,55,9,2,25,54,29,16,44,68,26,27,52,53,75
r65,25,47,2,21,44,77,0,9,31,69,87,98,5,23,76,55,88,24,51,42,43,34,53,79,26,36,60,32,66,89,30,80,28,52,8,63,3,61,12,90,84,94,65,50,57,73,17,38,40,99,19,72,27,13,95,97,6,71,46,1,56,58,96,48,37,49,64,62,11,86,68,83,41,14,93,91,81,16,39,22,18,74,4,15,33,29,82,45,59,10,54,20,7,85,92,70,67,35,75,78
r71,42,38,75,90,77,98,50,61,60,9,22,26,41,30,96,53,80,5,37,18,57,82,91,7,69,49,89,39,99,51,36,35,40,12,2,11,92,52,54,70,63,88,44,27,74,66,56,71,24,23,20,10,55,3,34,46,59,32,25,19,31,78,93,68,84,72,83,65,58,17,28,62,0,81,6,43,14,64,47,76,33,15,1,67,95,87,73,48,13,97,94,85,45,86,21,4,8,16,29,79
r75,42,50,22,24,72,4,12,78,68,28,40,61,46,63,60,21,16,19,18,71,47,89,20,73,8,85,58,38,57,33,59,43,98,80,95,76,69,9,65,54,55,96,13,48,2,37,27,11,82,34,32,62,23,56,36,66,39,44,87,67,1,81,91,99,86,64,6,51,77,45,15,41,70,5,7,52,97,31,0,75,49,29,79,90,14,53,3,83,10,17,35,74,26,84,25,88,93,30,92,94
r26,36,49,67,88,64,48,96,6,23,58,61,80,86,10,87,28,25,38,97,57,43,33,20,65,47,69,32,9,16,94,54,21,85,51,11,77,42,4,17,76,59,5,74,34,98,40,75,56,24,72,22,60,93,55,71,30,92,89,0,79,18,14,27,44,84,3,46,70,39,81,99,26,35,73,68,7,53,13,62,2,90,31,63,82,8,83,78,50,19,66,52,45,41,12,95,29,37,1,15,91
r10,66,23,95,36,51,18,73,9,84,54,14,75,69,5,31,78,30,79,21,50,59,72,53,91,92,0,17,98,52,83,40,81,63,4,7,2,22,38,16,39,99,97,58,76,90,19,44,74,35,1,27,48,80,89,67,8,82,62,87,57,24,77,47,3,43,28,15,88,12,13,42,55,20,70,94,33,46,49,25,65,96,60,32,45,68,29,26,41,56,10,37,64,93,6,11,71,86,85,34,61
r18,49,76,20,87,23,66,45,1,3,93,18,48,60,8,53,51,92,38,84,4,30,13,89,42,97,0,58,98,44,24,59,63,67,11,91,35,83,72,15,79,86,64,6,61,96,82,39,55,65,28,73,17,36,57,47,37,90,2,21,88,85,31,14,34,99,52,12,77,29,62,95,16,26,46,41,19,27,75,22,74,54,56,9,78,81,71,5,7,10,40,50,32,25,33,69,80,94,68,43,70
