,r25,r14,r80,r56,r70,r6,r20,r81,r97,r58,r68,r87,r47,r88,r65,r7,r30,r55,r13,r89,r5,r27,r98,r36,r50,r11,r69,r29,r93,r24,r59,r53,r1,r45,r35,r61,r34,r63,r44,r54,r57,r66,r15,r95,r40,r83,r48,r31,r4,r74,r90,r46,r8,r32,r2,r73,r91,r16,r49,r72,r76,r62,r21,r100,r38,r41,r23,r77,r67,r28,r94,r9,r52,r17,r75,r12,r3,r43,r86,r10,r60,r39,r96,r19,r26,r64,r78,r42,r37,r33,r99,r51,r18,r79,r82,r92,r85,r22,r71,r84
d82,56,53,91,27,72,74,3,46,82,64,10,92,8,62,35,96,77,16,19,88,52,67,31,93,18,76,39,63,50,48,5,75,14,20,55,89,47,6,99,83,84,17,80,90,9,13,38,60,65,1,49,23,81,28,34,70,58,59,97,25,86,45,87,40,37,42,73,4,32,57,95,94,36,98,22,69,85,66,26,15,33,79,2,29,7,21,61,54,78,43,71,44,11,12,0,68,41,51,30,24
d40,74,30,27,67,80,55,49,36,72,31,41,71,26,57,25,51,64,99,76,37,97,93,9,43,68,63,0,2,42,1,11,3,19,86,45,50,59,28,82,91,62,60,53,75,17,81,4,52,34,88,56,33,18,5,54,90,46,20,13,92,23,39,58,38,7,84,79,32,47,77,70,61,48,87,73,22,35,10,44,15,85,29,94,12,21,65,89,14,78,69,98,40,24,83,16,96,66,8,6,95
d76,32,95,91,9,37,62,1,41,51,42,50,15,80,72,27,40,73,30,57,75,92,19,34,98,20,60,3,69,45,85,71,89,96,29,54,18,31,55,11,78,13,83,94,14,74,5,12,8,49,47,6,44,59,56,10,48,33,87,77,58,7,22,4,52,39,38,17,16,64,21,97,53,2,79,90,68,43,76,23,35,81,86,46,26,63,61,67,70,93,28,25,88,24,99,66,36,65,0,82,84
d77,29,92,2,4,91,24,18,51,85,50,3,20,49,72,64,90,12,40,42,16,96,28,37,94,82,98,80,7,17,30,93,47,62,59,55,71,66,48,11,52,13,10,6,88,83,54,63,19,87,44,77,23,5,33,60,53,69,32,81,22,70,58,89,27,45,76,26,9,1,15,46,8,97,56,25,34,86,41,39,84,14,73,38,99,43,61,79,68,75,67,21,78,36,95,65,57,35,31,74,0
d43,68,89,86,13,4,5,55,50,69,67,40,6,49,23,27,56,85,14,65,46,96,82,44,75,62,42,17,74,90,10,33,78,21,94,52,22,25,83,77,3,43,70,31,30,11,64,45,26,59,98,93,97,29,37,16,87,19,35,58,2,66,79,84,71,41,91,38,1,61,81,12,60,18,32,72,63,57,39,51,54,15,95,7,88,36,48,28,73,8,34,53,80,24,92,99,76,20,47,9,0
d32,24,74,27,98,53,13,88,49,83,92,45,57,26,44,64,6,38,56,71,89,70,33,18,75,32,43,0,60,35,47,19,48,87,36,66,11,22,52,82,17,94,25,69,55,15,84,68,90,73,63,46,61,40,86,99,51,72,1,81,3,23,78,42,85,4,10,21,76,41,8,39,31,29,12,50,59,91,95,79,34,65,97,80,67,54,96,14,16,93,20,77,28,62,58,2,30,9,37,7,5
d11,5,47,32,20,85,41,18,12,34,72,91,69,92,52,89,35,50,45,95,22,29,60,42,79,73,0,27,71,90,43,82,24,83,15,62,7,46,28,53,88,17,26,21,87,23,13,78,49,59,86,6,31,75,25,68,77,57,63,16,44,58,39,3,2,84,4,74,94,36,11,33,38,1,51,30,10,80,37,14,97,64,55,66,9,61,67,48,76,93,8,56,54,98,96,99,81,40,65,19,70
d19,27,83,91,0,67,58,45,80,29,65,84,28,85,39,53,15,25,8,89,23,98,47,14,97,64,44,72,78,12,7,73,75,87,62,88,86,48,99,49,60,77,21,52,26,79,41,16,11,10,46,1,19,2,90,94,20,68,33,70,95,37,42,96,18,66,38,9,34,22,43,63,24,36,4,81,57,74,32,5,13,69,31,59,3,40,76,92,6,55,50,35,30,82,54,51,71,93,56,61,17
d10,36,17,25,28,43,50,96,8,39,75,74,67,33,99,54,38,45,10,20,83,92,91,29,80,11,26,73,64,55,15,94,7,93,23,37,72,60,46,98,49,86,4,84,19,63,97,61,57,70,5,95,85,42,76,1,3,47,6,13,90,40,0,81,14,53,52,56,2,48,30,9,78,12,66,62,88,79,51,35,44,65,21,59,32,89,34,22,69,87,27,58,31,71,18,16,41,77,24,68,82
d53,86,89,91,92,1,67,8,21,50,88,43,34,3,23,90,19,83,94,24,99,9,78,2,51,22,29,44,41,54,4,60,76,77,73,11,79,63,61,28,69,0,46,97,7,66,35,40,26,85,72,30,59,49,62,32,98,25,5,52,31,57,39,33,93,82,45,15,71,75,56,64,81,96,27,84,20,6,18,42,47,14,95,80,13,37,17,10,65,48,36,55,74,70,58,87,53,38,68,12,16
d92,6,68,41,45,3,24,20,61,46,43,83,79,29,97,30,38,40,66,27,63,65,57,72,9,1,95,15,11,48,85,23,18,80,21,55,77,39,7,19,28,26,74,4,51,13,25,89,82,53,96,5,87,36,33,50,67,52,58,75,14,81,37,71,92,31,90,98,56,35,73,0,34,70,8,78,76,59,44,54,17,12,60,86,93,99,94,2,88,64,62,84,10,22,91,49,69,47,42,32,16
d47,49,38,11,81,23,57,34,95,52,69,75,0,63,24,3,32,61,5,87,51,17,97,67,60,98,16,48,26,56,96,46,62,99,4,58,7,6,80,18,37,66,12,53,47,9,88,73,21,83,92,30,77,25,85,2,55,71,59,10,79,70,29,15,35,33,8,93,31,1,44,78,64,42,39,27,68,82,19,90,50,74,91,22,36,43,89,13,72,94,45,65,41,54,40,84,20,14,86,28,76
d34,89,64,62,15,79,85,10,76,44,68,91,96,24,65,77,74,57,69,31,50,29,94,81,58,25,23,42,17,6,49,63,7,52,3,20,39,43,5,28,8,90,73,60,4,21,16,98,13,35,46,0,36,9,12,19,66,80,61,86,14,88,26,70,22,67,48,41,71,87,54,47,84,56,34,38,97,99,51,11,92,30,78,93,72,18,1,82,40,53,32,45,2,59,83,37,95,33,75,27,55
d68,10,76,63,26,61,28,98,35,0,82,13,32,27,42,99,40,48,73,93,87,90,66,43,3,25,14,64,95,56,6,2,65,70,69,72,71,92,24,29,44,88,21,52,18,77,55,60,54,39,49,1,58,31,86,59,22,38,53,41,12,80,68,9,46,19,8,15,51,84,85,23,37,91,16,7,30,47,67,5,75,78,33,96,20,83,74,79,62,97,81,4,34,50,57,94,89,36,45,11,17
d71,87,69,4,66,42,11,30,74,94,23,1,52,75,70,97,85,24,80,72,26,20,10,82,3,47,59,89,32,37,91,68,17,25,96,88,19,95,8,45,84,53,56,93,67,28,71,21,77,0,61,5,35,92,16,9,81,78,64,48,12,44,7,46,31,27,99,15,2,29,40,86,18,13,33,73,54,90,98,62,65,57,6,34,83,58,14,63,22,55,41,50,43,36,51,39,60,79,38,76,49
d42,69,40,55,63,22,5,15,78,88,70,71,29,25,95,93,72,73,36,97,86,43,96,79,74,26,60,51,9,52,18,0,80,83,44,35,48,42,59,81,61,16,12,31,19,46,21,1,85,30,89,17,91,58,8,11,57,65,77,99,45,92,56,13,94,53,7,37,24,49,27,47,84,64,23,3,4,50,62,75,98,14,28,68,33,6,90,10,76,66,39,41,34,20,54,2,32,87,38,67,82
d81,58,64,10,14,53,31,97,68,85,79,8,29,1,51,91,43,30,36,92,99,13,7,19,0,48,93,45,63,3,56,67,23,95,6,22,37,35,5,88,12,49,60,4,9,33,18,15,40,69,42,26,80,25,65,77,11,44,52,75,72,81,78,17,73,62,39,57,2,70,41,50,61,87,54,96,83,59,98,34,74,21,66,86,94,16,76,47,71,46,90,82,27,38,84,20,89,32,28,55,24
d51,60,88,82,26,3,37,63,83,28,50,12,41,10,74,61,2,38,70,91,29,64,75,95,58,5,27,47,7,77,71,0,49,21,19,31,62,72,53,56,48,17,33,86,69,6,76,35,59,42,79,89,98,39,46,4,97,52,65,67,96,14,36,32,84,44,68,24,87,93,9,30,57,54,8,11,1,13,78,25,40,51,18,43,66,94,81,34,16,80,92,45,55,99,22,20,90,85,73,23,15
d36,76,24,31,29,72,71,81,21,17,97,53,22,69,28,36,11,15,54,45,61,2,34,89,42,44,48,52,91,10,30,64,99,96,84,60,74,16,0,86,49,12,98,3,83,37,35,26,58,82,80,8,46,25,38,57,41,40,90,33,66,7,20,68,87,59,70,50,55,67,6,32,1,13,93,85,63,75,4,79,77,19,23,14,5,62,39,27,78,65,18,43,73,92,88,47,51,56,94,9,95
d29,35,14,59,28,5,51,24,3,70,90,64,12,62,23,79,42,10,48,21,44,52,91,27,82,1,13,92,37,36,40,26,96,32,38,97,31,19,39,65,55,47,46,17,15,50,99,81,45,67,43,11,20,95,60,85,0,30,63,80,68,9,71,53,18,41,98,61,58,93,56,88,87,89,77,54,6,76,2,74,69,49,34,29,25,94,73,75,57,22,8,4,83,7,16,72,86,78,33,84,66
d73,59,0,50,56,99,34,66,96,82,37,3,6,38,53,52,58,81,1,11,84,5,21,98,94,57,15,87,97,62,48,40,36,68,28,35,63,30,76,43,67,51,64,86,85,12,74,42,29,49,80,10,24,13,16,26,95,61,46,90,73,19,9,8,23,88,4,77,79,18,44,69,39,89,25,75,27,72,55,60,17,7,45,32,70,31,93,92,83,47,22,78,2,33,91,14,20,65,71,41,54
d98,73,43,77,1,95,37,61,86,3,81,2,74,47,34,70,40,78,23,17,49,58,64,6,9,15,30,36,53,39,59,71,80,98,69,52,56,79,12,48,55,0,62,72,5,54,33,87,25,7,66,68,44,85,75,91,82,8,88,32,22,21,20,99,60,38,16,28,83,18,42,24,76,93,45,57,31,92,94,63,90,13,46,51,19,35,84,89,65,97,67,26,14,10,4,96,11,29,50,27,41
d13,89,16,3,41,27,24,4,60,86,7,56,18,61,12,73,9,59,98,68,35,48,26,1,90,0,80,91,32,11,62,40,81,95,34,33,57,30,8,74,31,5,99,94,45,70,25,49,58,38,43,17,10,96,78,20,50,85,93,19,72,69,76,6,65,66,75,84,28,42,21,46,97,77,37,14,29,36,64,67,23,82,47,79,87,44,53,55,83,2,52,92,51,71,15,13,22,39,54,63,88
d97,62,67,86,46,72,64,57,38,79,66,92,76,71,85,88,43,16,93,9,25,33,0,56,59,77,18,90,80,23,73,83,6,15,8,10,94,11,74,69,53,20,37,98,44,32,41,82,96,61,70,30,78,28,36,17,54,1,26,13,91,75,50,4,24,63,99,21,34,7,58,35,45,31,89,40,27,19,65,22,12,84,2,48,14,87,39,51,47,97,95,42,52,55,3,29,49,60,81,68,5
d37,31,2,29,94,72,12,34,54,5,76,78,95,19,44,49,51,48,24,16,38,13,40,35,47,71,62,14,6,15,28,21,96,43,68,79,74,77,50,86,9,99,3,52,22,80,56,64,4,36,32,65,83,67,66,18,87,70,69,42,60,85,7,57,61,53,27,55,92,37,46,41,97,91,89,90,0,23,26,75,33,58,17,1,93,11,98,82,84,39,63,25,45,30,81,88,73,59,20,8,10
d65,99,68,45,65,64,4,66,41,19,69,13,25,97,62,96,20,49,88,91,37,82,47,1,95,2,79,11,57,3,8,55,16,51,94,15,18,83,50,92,5,27,22,12,78,90,33,71,73,87,24,36,17,7,70,56,77,52,14,43,85,98,75,31,48,81,80,28,61,54,63,6,46,34,38,29,30,35,67,72,59,86,44,10,93,40,84,58,74,42,39,76,21,9,53,60,32,0,26,89,23
d7,74,26,73,93,7,68,47,92,51,63,89,64,29,4,36,76,22,65,83,81,41,6,27,75,14,71,99,0,79,48,2,85,34,49,46,35,40,57,86,45,12,18,10,23,16,5,20,42,3,66,50,62,31,19,1,25,95,11,38,91,98,80,61,54,28,15,84,39,78,59,60,97,69,67,52,56,55,37,21,90,33,58,9,13,53,70,88,77,87,24,96,30,43,94,17,44,82,8,32,72
d95,22,17,86,52,33,53,99,49,25,79,76,40,77,45,2,38,50,39,6,42,74,54,13,23,9,32,56,15,14,92,48,8,93,84,60,95,85,28,24,26,20,75,27,36,10,30,47,82,21,87,69,71,44,29,94,89,18,88,73,43,68,46,83,5,98,59,70,51,57,19,12,37,78,72,97,3,16,0,35,11,62,63,55,80,91,7,34,64,90,4,41,58,66,31,96,65,1,81,67,61
d49,70,4,56,93,31,34,0,58,9,94,10,7,68,37,92,3,74,2,79,46,6,44,12,30,15,75,98,60,13,63,18,80,49,42,23,61,48,73,83,35,25,62,97,1,32,28,43,91,88,47,45,26,5,39,64,53,72,27,16,69,40,90,54,21,55,71,24,20,52,99,66,96,19,77,36,50,29,65,17,87,76,8,22,59,14,89,82,51,67,38,95,41,57,85,78,86,33,11,84,81
d86,89,96,46,98,20,3,65,76,6,36,85,84,13,24,62,66,67,56,88,37,87,78,28,49,30,71,95,38,48,68,94,17,93,59,8,43,70,39,51,10,80,19,75,42,4,58,41,25,99,23,83,55,45,11,91,63,26,7,50,90,86,33,35,57,79,73,47,44,69,0,77,72,61,5,9,82,14,54,15,32,27,40,60,2,21,97,29,12,1,74,31,81,52,18,22,34,16,53,64,92
d96,60,44,42,38,71,12,57,19,76,35,63,9,98,41,23,84,90,26,5,6,58,97,74,33,2,39,72,51,45,73,94,18,66,55,1,95,85,52,40,48,11,16,54,67,88,91,32,14,68,79,50,20,78,3,4,77,27,83,21,46,49,92,25,43,80,22,30,56,89,82,53,0,70,87,10,34,17,28,65,37,96,69,29,15,64,61,62,81,59,13,75,99,93,8,7,86,47,24,31,36
d23,50,24,94,34,53,28,51,98,73,87,46,41,27,29,56,89,43,21,32,3,69,17,90,66,39,88,55,5,44,52,11,2,81,23,84,78,47,12,62,80,31,16,0,91,7,85,68,82,13,19,75,67,4,48,76,25,99,60,6,35,10,1,38,45,83,74,18,49,15,79,37,96,72,58,61,36,22,86,20,93,54,33,65,14,26,63,42,71,40,77,30,92,9,8,97,70,64,57,59,95
d59,10,85,97,14,7,34,88,76,18,68,63,47,12,9,78,3,30,92,95,59,98,61,89,79,84,50,15,57,37,41,56,44,11,75,38,24,69,86,87,93,1,25,8,52,58,2,16,43,71,20,40,90,42,72,17,35,49,22,66,73,53,65,74,91,64,39,26,83,55,81,6,19,29,31,13,4,62,27,70,67,46,96,51,0,94,23,32,33,21,60,5,36,48,45,82,99,77,28,54,80
d26,21,44,25,95,84,70,37,54,76,61,27,79,57,40,97,19,59,33,6,18,20,94,89,75,34,66,74,80,65,62,9,72,78,5,1,8,68,10,82,14,28,4,3,87,56,23,88,53,41,51,17,45,31,91,55,42,13,2,96,15,7,49,73,58,30,63,85,69,47,86,36,12,60,83,93,29,64,67,26,16,71,22,99,52,77,50,39,90,43,32,92,48,35,24,0,11,81,38,46,98
d55,76,61,27,64,38,81,26,92,36,98,40,10,4,91,58,33,8,78,90,57,1,59,94,25,42,32,20,82,49,45,19,86,22,44,14,52,75,12,0,74,3,17,67,71,63,60,88,39,21,5,87,99,54,77,34,18,84,66,72,80,9,30,79,46,47,93,89,69,6,96,56,37,48,50,85,65,35,31,7,51,41,73,23,28,97,68,13,15,62,29,24,55,83,11,43,70,95,53,16,2
d60,74,28,78,71,40,55,62,25,59,99,44,90,89,39,77,34,64,97,31,7,17,65,24,16,47,8,20,18,81,93,91,38,76,58,85,84,45,75,63,95,49,29,21,10,1,69,43,94,67,48,37,66,9,98,60,72,88,14,33,35,46,53,12,73,41,83,2,80,0,5,61,36,27,96,86,68,15,3,23,87,56,22,52,30,92,26,11,70,51,42,57,4,82,79,32,19,6,54,50,13
d8,79,48,65,14,46,1,39,22,37,51,66,35,47,19,24,70,12,98,17,62,96,3,86,60,75,99,63,15,36,58,91,88,82,56,95,68,30,93,0,94,92,6,20,42,73,28,97,5,50,54,49,76,90,23,18,38,21,77,52,59,55,69,40,78,13,25,34,16,33,32,44,4,83,27,64,84,8,67,53,10,89,11,7,45,81,74,41,85,31,29,71,9,57,26,80,2,72,87,61,43
d79,80,26,23,47,13,92,72,65,40,57,66,58,34,43,99,39,64,28,44,18,36,70,10,11,32,51,88,12,61,62,24,25,22,46,63,89,59,9,76,83,67,5,98,2,56,53,15,96,79,94,73,8,60,4,35,17,54,29,87,38,95,31,90,78,50,16,49,55,42,69,7,75,21,81,3,33,30,77,82,45,14,6,52,0,27,71,93,91,74,1,86,19,84,41,68,48,97,85,20,37
d75,45,61,86,49,4,20,7,5,19,83,66,16,3,63,26,77,73,71,69,46,57,68,75,65,54,62,37,88,12,2,6,51,82,38,64,9,44,70,11,84,80,58,23,30,43,42,53,28,36,60,34,0,78,89,81,93,41,85,87,97,92,72,55,94,17,67,56,22,21,52,98,33,99,32,91,40,13,47,76,90,1,50,95,59,48,31,29,24,74,8,96,15,35,25,10,79,18,39,14,27
d64,61,95,85,57,15,40,34,90,42,23,21,80,94,20,74,14,49,7,83,27,66,9,22,10,5,35,38,52,86,60,58,17,62,48,84,92,63,78,56,12,33,59,98,89,37,25,79,82,50,26,16,44,51,28,69,46,91,73,54,11,96,88,30,65,6,76,68,64,2,53,99,8,41,71,43,77,31,87,3,70,93,36,4,1,39,24,29,13,19,97,81,47,75,67,55,72,32,0,18,45
d90,85,21,80,96,36,90,2,9,40,49,13,84,71,24,91,19,82,50,17,86,27,39,11,69,78,18,38,55,89,64,99,65,77,95,10,83,25,58,87,68,28,60,59,29,6,98,31,62,57,7,52,97,75,81,47,0,14,61,35,73,42,67,20,56,34,33,51,93,74,3,46,22,44,30,48,37,4,32,92,12,15,45,43,94,72,76,16,8,63,53,66,1,79,26,70,54,41,5,23,88
d50,41,61,5,88,63,25,82,78,15,76,75,86,9,64,55,70,29,0,7,79,19,53,1,4,73,36,46,39,28,62,98,43,77,30,3,84,27,20,87,38,69,52,26,71,80,22,47,44,32,6,74,31,54,72,67,16,21,35,48,49,23,85,65,10,50,51,99,92,60,89,34,33,11,91,45,2,17,83,8,24,68,40,81,93,13,66,37,59,57,56,14,95,18,90,97,58,12,96,42,94
d24,18,16,92,77,17,41,51,80,98,31,52,2,50,13,64,23,61,25,87,11,15,32,49,95,89,22,68,75,14,59,70,10,55,78,19,47,34,20,27,66,97,85,3,56,86,8,54,69,26,1,12,35,82,93,43,46,62,9,29,53,63,65,94,37,99,81,36,38,83,72,40,44,57,71,67,6,96,58,24,90,39,21,60,42,5,88,74,91,4,84,0,33,7,28,73,76,48,45,79,30
d3,27,8,54,84,7,75,91,78,60,97,85,20,83,23,94,1,95,48,19,37,50,33,61,42,4,80,59,90,9,3,46,25,76,22,40,51,34,98,52,96,5,43,72,88,66,86,47,2,39,28,89,45,6,10,30,58,56,21,71,79,18,63,13,29,17,44,82,41,93,73,64,92,70,69,24,12,55,0,16,67,35,31,53,32,74,11,15,65,36,87,38,49,26,77,99,57,62,81,14,68
d4,83,28,71,76,17,95,57,59,45,31,56,22,89,30,79,46,6,14,50,3,98,51,20,58,27,39,75,19,32,62,65,21,42,99,2,49,47,74,64,82,35,24,15,36,13,4,55,70,96,23,91,63,80,9,8,7,90,54,16,61,10,41,88,43,52,44,5,38,68,69,81,12,66,37,48,25,73,77,34,94,1,40,78,97,86,29,53,67,87,85,26,60,18,33,84,0,92,93,72,11
d22,86,70,94,74,93,71,39,72,67,27,44,83,91,60,52,18,35,2,37,56,8,42,13,29,9,21,48,96,30,64,36,62,84,53,69,16,28,40,99,59,98,66,33,17,51,15,0,85,49,3,80,90,25,43,57,54,11,1,88,7,24,92,12,61,79,55,77,23,75,68,19,20,78,31,22,26,81,38,47,95,58,87,41,14,89,50,45,32,97,82,10,63,4,6,73,5,65,46,76,34
d6,54,39,8,25,7,60,15,14,46,61,47,78,22,45,77,64,37,20,34,16,29,56,26,52,79,18,43,87,38,51,82,95,72,3,50,93,73,10,71,40,90,86,99,32,24,1,48,65,58,6,91,42,88,35,9,0,44,74,41,63,97,49,80,83,92,2,75,27,17,13,33,12,98,66,5,70,19,69,84,76,11,53,36,68,94,89,55,23,67,57,62,85,31,21,81,59,96,4,28,30
d56,40,48,15,71,94,74,5,31,14,85,54,44,83,32,49,66,65,36,77,81,99,3,18,12,6,30,53,28,50,56,90,47,91,62,13,92,39,82,57,78,9,88,70,29,46,63,23,95,60,0,67,8,64,41,93,16,1,76,4,37,22,79,58,26,96,59,17,87,97,35,42,43,80,61,73,45,10,24,98,68,21,20,38,69,84,19,72,55,52,11,25,86,33,27,7,89,2,34,51,75
d35,49,97,95,58,85,63,41,34,69,50,81,46,75,54,31,35,23,77,89,99,7,0,65,55,18,92,90,59,62,64,51,70,39,22,19,78,1,16,15,14,84,96,33,5,20,44,27,4,30,80,3,86,73,10,72,43,57,29,12,9,98,88,91,67,8,71,26,83,68,37,48,74,40,38,82,93,24,60,11,61,76,56,47,28,17,66,13,32,53,52,2,25,45,6,94,42,21,79,36,87
d5,24,73,13,20,34,85,70,9,79,74,91,84,26,48,59,5,55,56,38,44,40,25,39,51,3,67,80,64,15,10,81,6,45,16,33,49,1,78,72,95,69,60,94,97,29,22,11,30,82,92,17,0,27,61,19,36,53,88,47,77,42,93,2,35,86,99,96,54,57,41,83,65,32,21,87,76,18,62,68,7,98,14,28,58,71,8,31,63,46,90,89,50,4,75,12,66,37,23,43,52
d39,93,39,82,18,52,43,70,72,36,51,21,96,33,74,2,63,71,11,65,99,97,24,94,49,37,55,34,61,15,27,9,88,10,90,64,1,19,83,84,23,79,31,89,30,13,68,7,66,32,62,45,91,53,81,35,20,57,95,67,28,77,87,0,22,5,50,80,40,56,78,14,3,41,58,47,29,46,38,25,48,92,17,12,26,16,8,60,85,6,98,69,59,42,73,4,76,44,54,75,86
d91,27,76,64,92,17,13,55,39,50,33,80,51,49,98,45,7,30,61,78,94,62,23,5,8,95,77,44,42,88,35,32,71,12,14,34,68,70,38,97,99,43,24,91,36,52,18,96,46,53,9,59,66,21,83,89,31,41,57,10,87,2,79,22,37,72,20,3,75,65,1,48,56,82,93,90,63,28,11,19,25,4,74,86,84,85,40,54,73,47,58,67,26,69,0,60,29,6,81,16,15
d85,32,87,39,4,67,57,97,5,41,77,0,2,11,18,29,53,51,35,55,46,66,10,12,27,24,95,62,82,76,21,81,86,37,72,20,13,96,26,91,89,73,52,42,47,45,31,30,48,15,40,84,3,1,44,85,59,22,19,68,94,58,56,28,61,63,23,65,75,64,74,17,54,50,43,93,80,98,38,92,90,36,16,6,60,33,8,34,71,79,7,83,14,49,99,25,88,69,78,70,9
d94,83,68,48,15,41,17,75,52,18,88,0,34,92,82,55,93,9,94,43,22,42,64,78,61,38,27,35,56,65,14,37,25,99,59,74,39,76,11,4,57,72,16,54,13,7,29,95,12,46,5,2,77,81,71,8,47,60,67,45,63,89,84,26,23,20,36,96,21,85,98,49,53,33,51,1,24,6,86,30,31,66,70,91,69,44,73,32,19,28,79,87,62,97,3,40,10,50,80,90,58
d1,1,98,23,97,92,0,8,46,72,66,41,14,52,27,68,83,47,59,32,11,49,96,64,9,48,28,21,43,88,77,37,78,55,53,18,25,86,82,81,56,70,29,69,42,5,20,7,93,6,76,40,80,60,15,61,2,57,19,16,62,39,34,74,17,67,31,50,90,79,51,71,3,91,26,58,84,44,95,33,36,99,22,89,75,65,63,24,73,30,85,35,4,87,10,94,38,45,12,54,13
d14,97,73,58,69,41,30,1,17,59,15,33,56,47,39,50,26,62,68,81,74,10,86,24,96,46,55,72,99,48,18,14,13,76,0,88,85,63,5,6,11,43,98,12,45,57,61,93,54,53,32,37,8,67,36,79,2,7,29,65,38,23,51,28,31,84,71,75,9,40,78,3,92,91,20,16,19,70,34,4,83,66,80,95,44,90,82,94,22,52,77,49,35,89,25,60,42,21,87,64,27
