,r45,r3,r22,r79,r86,r75,r14,r13,r29,r48,r37,r61,r25,r49,r74,r85,r76,r4,r27,r78,r10,r24,r68,r55,r94,r64,r42,r90,r91,r8,r38,r88,r50,r26,r99,r15,r7,r73,r9,r71,r43,r60,r83,r16,r33,r6,r65,r82,r5,r31,r69,r36,r40,r20,r80,r54,r46,r44,r84,r98,r77,r93,r81,r2,r57,r51,r30,r21,r18,r70,r11,r41,r1,r52,r67,r89,r47,r12,r92,r17,r62,r19,r97,r35,r28,r58,r59,r56,r39,r96,r23,r53,r63,r32,r72,r66,r100,r34,r87,r95
d81,79,30,13,26,63,40,19,96,45,11,86,17,66,43,35,64,7,2,3,61,21,23,76,4,14,65,39,91,83,92,55,12,48,93,71,52,89,50,33,73,77,54,97,32,78,80,72,0,95,10,85,51,68,90,56,22,70,99,57,5,28,82,98,69,36,6,94,24,75,42,81,44,47,1,58,62,67,25,74,29,20,27,9,38,16,37,49,31,8,15,53,84,88,34,87,60,46,59,41,18
d8,86,38,91,50,40,93,94,30,58,39,59,18,0,32,73,69,17,60,99,67,23,53,22,1,14,78,47,6,35,87,66,13,54,72,68,7,26,71,46,10,33,56,25,70,84,64,34,88,85,31,15,55,44,95,24,4,51,80,28,37,5,20,8,45,77,98,11,41,96,90,97,89,81,9,3,74,52,83,43,63,27,19,92,79,12,82,65,49,42,48,76,21,61,57,29,36,16,2,62,75
d21,20,89,58,63,31,83,42,3,69,16,2,87,66,50,26,78,47,14,27,35,41,81,38,60,80,12,82,23,70,96,86,46,99,40,55,10,67,33,0,93,53,64,6,5,34,15,72,8,73,36,29,59,71,43,57,18,1,25,32,54,21,17,76,24,7,22,56,75,28,49,97,91,61,90,68,11,52,44,77,74,79,48,37,45,39,95,4,84,13,92,85,62,19,94,65,88,30,98,9,51
d89,79,36,69,13,63,1,3,96,15,64,28,37,0,86,29,54,89,26,47,23,74,38,77,45,46,12,41,81,18,10,40,5,83,93,90,49,52,95,73,42,2,88,59,16,24,35,39,60,62,11,92,80,75,70,27,31,6,91,57,65,71,25,7,48,4,61,78,98,17,14,50,84,34,67,33,44,53,56,87,20,76,51,43,22,58,68,9,85,19,82,30,32,97,99,8,72,66,55,94,21
d46,63,30,0,62,90,92,73,52,37,71,7,3,28,17,80,65,55,61,34,67,39,18,54,42,12,68,13,1,57,45,16,6,11,19,8,50,99,78,56,49,88,31,94,25,69,36,58,5,76,44,22,77,93,14,38,29,32,85,74,84,75,4,87,66,98,46,64,10,21,51,43,70,79,82,60,97,9,96,53,47,35,95,33,81,72,40,59,24,83,91,26,27,2,23,41,89,48,20,15,86
d43,0,74,38,24,50,23,67,99,98,51,92,7,14,73,39,95,33,42,45,17,55,61,82,31,15,30,20,47,5,77,2,48,37,29,66,27,81,94,88,22,28,52,12,8,91,41,46,69,32,90,1,72,11,44,68,56,84,18,60,93,3,10,6,26,85,97,53,96,86,43,57,35,65,36,80,83,64,49,59,71,62,40,16,89,13,79,87,75,54,70,9,58,63,34,76,78,25,21,4,19
d55,16,98,86,90,26,50,2,5,14,7,51,71,83,75,35,42,17,0,10,97,58,55,61,30,74,1,39,80,28,78,67,38,18,19,4,12,60,34,77,11,40,20,56,36,13,92,48,84,46,43,24,29,37,47,99,15,23,8,94,70,72,22,73,44,63,27,54,57,65,68,93,59,53,9,95,31,88,49,76,81,85,62,89,96,41,3,32,82,66,52,91,79,25,87,33,45,64,21,6,69
d31,47,33,68,19,96,26,78,98,22,64,58,8,25,51,53,74,40,65,87,82,14,34,88,20,61,49,83,6,67,31,71,36,94,91,55,85,95,81,30,13,0,84,80,73,79,39,2,27,37,5,18,99,11,86,50,54,15,9,17,75,60,62,4,32,76,28,10,1,59,70,52,44,63,43,77,29,93,45,16,21,56,24,3,97,69,35,38,41,66,23,12,42,72,7,57,92,46,90,89,48
d100,68,85,76,39,23,7,3,56,66,96,25,83,97,16,60,71,43,36,38,0,4,55,52,65,8,40,59,79,35,93,2,74,20,1,15,82,19,57,69,95,10,86,31,45,62,12,80,61,99,70,46,27,22,33,26,32,34,89,5,53,50,18,14,30,24,6,88,13,94,67,98,51,29,87,42,58,64,47,48,28,84,77,72,44,11,73,41,54,90,78,49,75,9,17,63,81,37,91,92,21
d47,88,34,54,43,67,51,5,62,89,18,60,83,69,3,63,74,92,56,44,65,8,46,61,2,96,76,86,15,37,14,22,82,36,31,75,13,53,11,25,98,21,77,4,30,19,12,97,38,55,20,85,93,6,87,71,52,72,16,7,94,29,24,41,27,95,80,39,49,47,68,91,40,45,78,35,1,23,48,9,84,59,79,64,58,50,99,17,81,90,0,66,10,42,26,73,33,32,28,57,70
d22,11,13,77,61,89,38,94,41,67,96,54,47,75,50,17,32,83,34,6,28,58,71,45,10,46,49,57,24,95,1,59,78,5,97,62,0,64,19,92,85,72,81,21,99,9,42,18,4,30,52,91,55,26,70,73,39,36,65,66,44,2,76,80,12,69,40,86,87,60,16,90,93,79,74,56,31,15,84,22,3,63,37,51,43,98,27,8,35,20,82,68,33,25,14,23,48,88,53,7,29
d78,95,56,99,4,67,14,59,74,80,38,22,78,49,24,79,53,25,62,87,47,5,20,81,44,40,16,88,91,15,12,72,50,73,64,6,82,57,29,33,71,41,83,19,98,37,77,23,84,1,45,51,61,89,85,0,55,90,70,66,36,3,11,30,13,48,93,17,69,94,28,68,32,8,10,18,54,35,58,43,97,39,92,63,86,46,42,21,96,76,34,52,9,26,31,27,75,2,60,7,65
d44,17,6,19,72,57,96,52,16,82,90,48,62,80,50,44,25,24,20,56,8,98,55,29,7,83,4,42,94,70,22,26,65,34,21,33,64,91,69,87,88,76,81,45,77,43,63,35,2,13,31,95,46,39,32,36,37,47,14,30,41,73,66,15,61,85,59,60,49,67,40,27,89,92,93,10,97,12,79,5,1,75,18,71,53,99,28,3,78,38,9,11,54,51,84,74,0,68,23,86,58
d96,77,81,90,67,28,20,68,29,4,61,41,16,54,18,69,76,71,51,98,97,43,0,17,60,92,84,19,3,10,47,13,83,93,36,59,63,91,8,27,73,46,11,5,37,96,57,55,9,62,75,25,79,50,64,23,72,14,35,88,94,48,74,45,89,30,34,12,80,82,2,44,49,95,65,87,33,52,39,31,7,22,58,24,26,42,40,38,6,66,53,78,86,99,15,21,1,85,56,32,70
d98,34,32,94,83,85,36,21,13,91,46,99,37,73,10,50,18,86,57,45,53,29,48,30,2,60,84,8,88,47,43,87,41,70,22,61,51,20,6,1,28,27,69,95,26,55,89,11,49,58,0,71,65,72,16,93,9,31,23,81,3,75,80,96,4,97,14,78,98,92,62,56,42,64,35,74,24,33,82,25,68,40,38,67,66,17,44,77,79,90,39,5,63,19,76,7,52,15,59,54,12
d2,53,71,11,57,9,93,49,17,94,12,15,69,84,82,13,19,51,44,24,60,18,2,83,87,41,6,74,32,39,91,36,16,96,78,97,63,77,64,5,46,59,70,47,37,56,14,7,90,25,26,62,58,28,35,95,66,48,55,61,52,50,92,23,0,54,8,98,4,10,30,40,68,75,45,33,80,88,72,43,21,22,73,29,20,89,3,38,65,86,85,76,42,1,31,27,79,34,67,81,99
d16,89,94,53,63,96,78,32,93,35,34,24,12,42,2,0,31,11,21,30,52,50,13,84,39,81,75,41,67,26,85,62,46,70,47,44,97,25,57,98,58,88,37,5,69,95,14,73,86,82,48,51,1,76,8,72,79,45,20,4,64,36,43,16,59,87,40,92,22,54,6,15,91,99,55,83,61,17,7,9,71,60,38,77,29,19,66,65,10,49,74,18,3,68,27,56,28,33,90,80,23
d92,34,13,81,95,27,11,9,84,88,98,48,75,87,77,40,44,53,64,50,60,47,38,0,35,85,19,52,18,67,59,99,6,17,49,70,30,45,23,91,80,16,15,24,63,29,42,3,68,12,86,36,39,62,74,58,69,76,61,93,32,37,72,96,51,94,4,92,41,65,22,66,25,89,73,43,2,83,55,21,1,26,82,8,14,31,71,10,46,56,20,97,57,7,78,54,90,5,79,28,33
d94,59,94,88,17,68,67,40,92,30,16,78,55,82,89,26,39,51,2,22,75,7,47,57,76,58,70,53,65,36,11,87,83,80,52,5,28,86,9,90,24,60,81,25,43,37,62,41,1,97,29,95,27,73,48,64,99,91,45,79,72,46,8,77,20,15,4,85,34,32,71,21,98,23,49,14,54,93,69,31,50,33,84,38,63,10,0,44,35,61,6,42,3,13,66,19,18,12,74,56,96
d45,85,10,41,45,54,26,76,61,40,52,44,24,93,28,42,78,16,67,57,73,38,47,15,84,97,30,94,5,11,80,50,53,0,19,72,90,4,7,32,82,55,35,59,33,22,64,12,8,62,27,66,79,18,68,20,69,36,3,21,89,86,2,91,29,49,56,95,60,23,58,37,39,25,51,43,13,34,92,70,63,48,88,77,81,17,1,65,87,83,74,99,71,98,75,6,31,96,9,46,14
d51,78,48,76,14,33,26,93,94,70,34,5,42,90,73,36,13,61,75,9,67,79,7,88,68,87,40,21,17,60,81,97,39,15,52,38,74,1,30,95,16,80,54,8,91,0,86,51,92,55,47,77,3,10,19,12,99,4,82,57,6,23,25,56,44,11,32,28,85,65,63,43,69,49,29,83,66,46,41,64,22,98,31,89,18,27,35,96,37,45,53,58,59,2,71,50,72,24,62,20,84
d15,24,87,7,74,89,57,33,94,88,83,30,59,21,26,3,73,2,4,85,27,66,62,36,0,96,79,49,56,15,67,23,13,77,35,90,42,81,72,11,53,75,48,95,18,16,76,39,29,47,1,86,60,19,17,45,34,41,80,84,44,69,97,54,28,58,20,50,63,98,99,12,46,51,38,91,92,61,10,6,40,65,9,8,68,25,5,22,82,32,64,71,43,55,93,31,14,37,52,78,70
d88,48,11,72,8,2,96,53,55,69,16,47,42,54,12,59,57,76,75,86,27,14,66,44,45,29,20,50,10,89,31,65,62,78,95,52,63,3,74,51,87,1,49,84,60,93,6,83,5,70,4,38,37,18,85,81,80,30,43,22,34,71,35,39,40,99,25,28,32,64,90,13,88,24,17,94,26,21,19,79,61,92,67,97,46,9,98,56,58,68,23,36,77,73,41,15,82,33,91,7,0
d74,14,98,62,24,84,97,12,39,88,66,13,40,74,55,16,96,72,15,34,38,59,61,51,89,95,4,18,6,60,33,92,41,79,1,90,21,57,22,58,31,37,50,73,23,69,81,77,63,42,52,32,20,83,76,71,49,94,87,54,35,28,17,10,48,29,43,93,30,27,85,67,53,26,9,2,5,44,36,80,78,56,8,82,11,19,75,64,91,86,45,7,47,65,46,0,68,70,3,25,99
d41,34,64,20,55,2,73,54,1,14,38,23,78,42,29,68,75,87,93,65,81,16,47,76,99,6,79,39,50,82,89,69,61,72,3,10,44,71,28,67,85,22,15,13,26,95,33,0,63,57,18,51,7,35,30,31,83,32,98,88,80,19,94,4,86,56,12,9,40,48,74,27,70,91,25,37,58,60,84,46,5,62,21,77,17,66,53,49,41,52,97,96,11,36,90,92,59,43,8,24,45
d42,94,40,35,30,73,69,75,16,8,51,87,42,63,78,43,2,66,12,44,55,95,0,93,6,1,20,47,58,31,67,14,41,22,50,86,77,79,84,28,4,39,76,71,11,68,97,7,81,83,17,72,19,92,61,24,33,46,57,89,45,29,64,27,54,65,98,80,37,74,99,88,91,56,32,53,70,36,13,62,5,9,15,25,18,59,85,48,60,90,3,38,52,96,26,21,23,49,34,10,82
d48,0,35,30,81,92,29,76,13,37,3,14,60,70,74,83,16,11,85,45,55,54,98,78,10,75,42,69,56,17,48,89,96,79,2,22,26,99,61,39,52,38,50,41,28,8,68,23,97,94,64,31,65,84,4,88,86,43,5,80,93,20,19,46,9,24,40,72,6,33,66,1,32,44,25,57,18,15,12,7,62,90,73,27,67,21,95,47,77,34,58,53,36,51,49,82,63,87,59,71,91
d7,44,35,58,65,7,23,52,79,31,40,87,2,5,88,21,18,84,53,75,0,67,10,54,14,71,27,30,47,70,28,89,13,34,66,46,60,48,99,41,3,22,94,8,20,29,36,92,17,95,4,1,73,51,93,6,76,64,37,15,78,32,11,33,96,49,62,57,25,24,61,72,59,74,42,12,81,16,39,43,68,50,38,80,19,63,98,9,91,77,97,83,86,26,55,56,90,85,45,82,69
d18,81,76,34,88,60,5,22,69,11,14,41,54,43,0,47,66,86,58,18,16,25,13,23,4,28,95,37,55,74,63,44,75,31,10,21,73,40,51,52,96,61,53,78,84,35,33,27,46,64,82,80,57,30,42,38,8,93,97,2,89,83,72,29,94,67,70,71,7,68,56,90,87,36,49,65,77,24,6,45,62,32,99,98,59,92,91,85,26,15,3,39,12,17,20,50,79,9,48,19,1
d83,85,68,82,27,23,48,64,46,67,78,56,39,0,2,11,93,88,55,60,25,4,81,59,38,33,42,3,7,15,95,18,40,35,41,54,74,73,75,83,72,86,13,61,36,99,44,32,94,47,76,50,26,24,79,37,22,62,30,97,58,17,71,21,9,12,91,14,51,28,80,92,34,84,65,19,10,66,29,52,63,6,69,8,43,5,87,1,90,57,89,49,31,16,96,20,77,45,53,98,70
d87,26,27,45,83,41,10,91,52,87,68,5,76,57,47,66,22,21,42,67,24,40,49,56,73,78,46,30,84,32,38,62,6,58,90,88,2,64,19,16,95,14,35,61,31,28,9,80,11,70,82,33,3,15,44,93,79,50,39,8,7,23,92,43,34,99,29,12,18,86,97,81,71,75,74,54,89,60,63,94,0,36,4,1,37,48,13,55,72,98,51,85,59,69,25,77,20,17,96,53,65
d79,75,33,82,2,24,60,39,86,52,66,37,23,74,0,34,93,19,22,95,88,28,5,65,63,46,48,12,25,54,16,20,44,87,91,57,36,69,3,84,71,92,17,51,31,13,27,85,78,40,45,80,56,14,98,53,59,64,4,41,90,10,18,62,61,30,43,42,94,58,11,15,47,35,83,49,7,50,72,55,8,77,6,96,68,67,26,97,29,1,9,89,70,79,32,81,38,76,73,99,21
d68,68,33,87,97,39,31,77,90,44,10,93,36,19,98,35,32,17,52,60,66,37,49,51,86,8,95,1,5,76,43,21,34,91,64,72,29,73,23,30,38,58,75,99,46,2,54,92,56,13,94,59,9,78,84,57,6,18,41,80,42,65,55,96,61,50,7,62,83,15,3,27,12,14,81,63,70,26,16,53,47,0,85,20,88,45,4,28,82,22,69,48,67,24,71,74,25,40,11,89,79
d12,6,86,7,64,96,49,85,74,94,97,33,99,8,84,83,90,25,41,4,27,78,0,65,26,46,62,50,12,17,82,80,73,21,29,70,69,32,63,44,40,31,61,67,45,22,2,76,34,36,30,87,38,55,3,59,42,18,14,60,98,16,43,23,19,39,88,75,9,95,72,1,53,89,48,68,56,71,93,52,92,47,5,28,11,10,54,79,15,77,91,51,81,35,13,24,58,57,20,37,66
d34,63,16,11,29,99,57,33,26,76,25,69,15,38,82,90,8,51,86,41,61,97,3,0,21,39,43,85,12,79,71,93,6,81,98,19,74,94,50,73,31,34,45,14,42,47,67,87,23,24,1,58,35,18,9,95,28,84,89,27,80,20,30,56,48,60,2,70,55,59,22,4,40,68,36,72,13,91,77,96,32,46,44,7,66,83,78,49,10,52,65,92,64,54,53,88,5,37,62,75,17
d6,78,98,22,14,50,91,12,57,92,27,69,55,40,30,11,77,3,52,84,66,99,44,0,97,32,94,58,48,83,45,35,17,29,39,56,4,2,54,19,31,6,80,89,74,95,16,65,60,23,34,28,9,88,59,25,62,93,82,90,18,79,1,24,7,81,86,49,70,20,47,38,76,51,5,87,61,73,46,37,72,43,63,64,41,53,96,36,8,33,75,67,68,15,42,21,26,13,10,85,71
d25,30,24,15,95,71,33,16,23,29,83,20,14,58,41,10,27,85,9,87,75,34,62,57,2,86,19,72,98,74,7,66,35,54,55,45,51,70,68,81,92,64,94,53,49,48,25,13,90,39,44,32,52,37,77,89,91,50,4,6,28,99,76,88,84,93,36,21,46,38,80,40,43,69,26,67,11,18,63,1,47,73,59,5,97,56,82,60,0,78,22,12,3,96,42,61,79,65,8,31,17
d61,12,9,6,52,62,26,65,82,22,78,58,43,97,90,5,27,34,70,91,32,88,66,40,38,85,13,87,30,48,37,59,57,74,7,99,89,10,15,71,24,21,35,84,45,18,41,17,28,11,51,94,81,29,4,98,61,19,67,25,3,8,44,55,47,53,31,54,23,36,42,76,14,69,63,95,50,16,75,39,56,86,0,72,20,77,83,46,33,93,68,2,96,60,1,79,73,80,49,64,92
d63,19,93,26,85,83,37,68,54,57,72,70,99,87,13,30,88,18,9,33,58,5,34,61,31,86,51,66,11,8,4,3,28,52,63,0,50,67,40,27,39,48,94,45,2,6,49,15,56,77,7,22,21,96,53,69,47,12,62,75,46,74,23,92,76,78,55,25,84,43,24,60,71,89,73,95,59,81,41,38,80,35,44,82,91,97,17,98,16,42,32,10,20,79,65,29,64,90,1,14,36
d59,69,75,81,85,4,97,54,33,5,83,68,67,9,92,40,49,55,36,16,98,25,37,42,74,13,84,82,45,35,7,26,64,61,0,62,65,53,79,63,72,10,38,50,57,71,17,80,43,87,93,39,78,1,73,3,52,94,11,70,32,6,46,21,19,60,96,30,20,34,22,77,47,31,29,95,12,27,89,2,91,24,15,88,58,14,28,23,51,18,56,90,59,86,44,99,41,8,66,76,48
d82,75,46,7,87,69,15,24,80,27,57,49,94,28,77,78,85,19,98,73,0,30,59,71,83,10,53,58,64,34,23,93,52,8,45,62,32,67,51,72,25,31,3,39,99,22,82,21,36,2,55,84,92,56,20,18,97,38,12,17,60,5,42,4,50,65,88,14,74,35,47,1,29,13,68,63,43,37,48,33,95,96,40,26,54,91,61,81,66,6,41,86,70,89,44,16,11,9,76,90,79
d39,4,11,74,68,69,30,24,19,82,51,95,52,39,45,54,63,56,14,79,65,73,6,53,42,90,2,10,67,18,16,88,61,22,85,49,23,97,47,28,83,34,75,27,32,99,8,60,35,3,9,36,70,41,89,21,0,87,94,1,29,93,96,91,84,43,7,92,48,31,26,15,58,71,66,64,44,81,38,13,33,80,77,98,76,59,25,78,40,37,12,86,20,72,55,57,50,17,62,46,5
d17,62,82,76,41,54,78,87,20,50,10,71,21,52,48,15,58,66,24,2,36,83,63,3,56,22,94,25,81,31,57,38,72,6,64,97,69,34,9,49,90,35,93,11,18,12,59,8,84,19,96,44,28,91,30,29,75,85,98,37,74,13,61,16,60,32,88,89,26,43,95,99,53,45,77,27,73,0,1,92,55,40,79,42,51,17,4,70,86,65,67,5,33,14,80,68,7,46,47,39,23
d30,19,71,22,41,33,83,27,42,72,95,11,66,88,84,46,49,96,32,58,26,78,89,4,73,20,59,93,14,16,9,76,97,39,37,18,15,17,6,0,48,36,31,63,99,47,28,74,40,12,34,5,7,30,55,29,81,85,35,62,79,50,53,92,23,80,91,57,2,90,68,67,98,77,60,56,43,8,45,13,54,24,69,61,87,38,65,21,10,1,51,25,44,52,86,64,75,70,94,82,3
d24,49,38,4,22,66,58,85,74,2,64,71,82,50,32,30,90,42,69,99,89,47,83,24,78,63,19,41,31,43,61,87,56,12,67,73,21,14,53,35,7,15,55,39,65,1,23,36,68,16,13,54,77,33,34,0,37,5,6,95,11,72,44,60,9,25,98,94,75,8,80,29,40,91,28,17,18,51,27,93,88,57,48,86,20,10,62,97,92,52,96,81,79,26,76,84,59,46,3,45,70
d28,76,72,49,82,54,8,48,31,52,23,99,74,26,61,66,68,89,39,17,80,44,22,67,59,42,63,20,87,75,50,41,10,90,38,53,3,95,19,9,96,43,85,98,25,94,37,27,81,4,2,78,93,56,69,21,34,55,92,71,6,35,15,64,12,40,46,36,11,60,7,47,51,65,0,16,57,86,24,88,13,45,14,62,73,83,58,29,77,70,18,30,91,32,33,5,84,1,97,79,28
d90,25,48,18,43,81,90,61,78,67,75,0,84,42,69,35,83,80,29,72,95,77,54,76,3,40,38,96,4,46,98,47,89,45,23,66,70,36,6,12,21,87,53,60,37,50,33,71,74,59,2,55,49,92,79,19,16,88,82,64,99,91,15,51,73,5,68,41,86,8,1,27,85,65,56,93,22,9,11,26,31,58,24,13,30,7,57,14,97,63,39,34,94,52,28,20,17,44,10,62,32
d91,43,19,26,80,99,74,83,94,22,12,28,14,50,24,90,17,66,6,35,51,42,70,13,60,91,92,58,3,46,21,8,32,52,45,72,97,11,75,9,29,23,15,16,82,40,7,34,81,33,78,73,84,77,63,49,5,89,31,65,1,98,18,47,85,79,36,39,38,71,88,93,48,64,67,86,30,95,76,10,53,68,41,4,0,44,59,2,62,57,55,96,37,25,87,20,54,61,27,69,56
d56,23,5,3,53,0,30,63,95,32,50,52,13,33,98,21,62,99,82,7,12,39,1,49,84,94,85,65,79,96,72,27,80,18,8,37,83,46,91,36,93,42,11,25,26,78,19,4,59,35,22,44,70,38,15,41,67,69,55,6,89,71,57,68,88,73,58,90,9,17,66,48,29,76,16,86,97,92,43,14,28,10,24,61,74,60,81,2,56,31,47,34,75,51,54,20,64,87,40,45,77
d3,91,54,80,10,56,87,3,35,94,67,68,61,41,18,26,21,92,13,96,72,43,97,55,81,6,16,51,49,20,22,70,82,46,65,79,15,38,44,25,1,11,57,99,59,7,76,36,19,29,74,63,31,2,37,66,33,12,52,95,83,90,47,98,64,88,75,30,62,28,73,93,89,32,27,9,60,14,0,34,8,71,40,17,42,86,53,78,4,23,5,84,48,24,58,45,69,85,77,39,50
d38,20,48,33,32,60,91,46,11,95,40,63,13,83,52,53,31,8,72,98,42,4,25,2,77,5,18,57,64,55,12,58,86,56,21,67,37,38,85,90,41,59,39,73,36,19,69,23,92,10,81,89,28,26,43,14,93,74,79,3,16,82,17,80,78,99,27,94,47,34,62,7,22,70,24,97,68,75,84,45,54,29,88,0,61,65,1,49,9,6,71,96,66,44,15,30,51,50,35,87,76
d64,80,14,64,33,0,55,28,94,34,77,63,51,1,72,62,13,85,71,7,98,18,76,22,67,79,42,5,48,24,88,9,93,45,69,96,50,68,92,21,97,99,57,37,41,35,74,2,78,39,46,40,66,36,83,43,19,25,58,26,81,8,53,23,91,17,82,73,3,56,84,44,4,6,15,10,29,86,95,61,52,30,70,38,11,47,49,89,12,54,75,60,65,27,20,59,32,16,90,31,87
d20,57,12,34,94,89,10,50,45,68,30,67,61,32,78,49,73,64,98,63,58,81,21,11,15,93,24,9,38,18,40,84,26,27,31,47,62,44,19,29,75,82,60,69,36,41,97,99,83,2,8,76,96,7,1,87,66,51,25,55,33,88,77,56,0,6,3,53,17,74,46,59,4,39,92,16,65,20,72,54,14,22,13,90,91,80,42,28,43,35,52,5,48,71,95,79,85,37,70,23,86
d40,59,42,19,22,39,70,18,94,13,56,25,9,11,34,62,24,92,84,26,90,23,17,6,37,98,38,36,82,31,66,47,65,74,71,14,43,80,60,21,40,81,4,68,83,77,67,45,48,52,44,63,30,16,3,95,69,91,12,46,75,32,5,53,50,78,57,41,96,27,54,7,15,1,55,33,8,73,2,29,88,0,76,79,72,87,86,97,49,61,93,64,99,10,28,35,85,20,51,89,58
d76,16,60,34,18,71,80,89,33,96,24,92,76,62,68,0,2,7,35,85,74,52,84,3,70,93,13,66,49,12,56,75,17,25,69,22,65,42,90,87,94,8,19,61,86,40,6,45,4,41,29,53,77,82,72,64,97,36,63,20,9,51,81,95,38,44,10,31,67,83,79,26,88,11,50,99,91,27,48,1,23,47,28,98,5,21,59,78,46,58,43,73,30,54,14,55,57,37,15,32,39
d35,17,92,68,56,82,40,51,59,27,29,21,63,24,37,65,93,88,73,78,50,72,75,3,95,28,74,38,83,66,97,98,96,11,23,26,44,67,4,48,22,57,55,6,5,71,91,42,9,1,2,90,31,18,14,30,36,35,53,7,45,12,70,47,80,81,76,61,86,60,99,41,84,10,34,33,15,62,46,77,52,85,79,8,16,89,64,0,13,20,87,39,54,25,94,49,32,43,69,19,58
