,r58,r4,r45,r70,r85,r15,r11,r90,r54,r16,r17,r75,r7,r63,r96,r50,r66,r5,r20,r60,r29,r12,r83,r1,r49,r22,r39,r38,r32,r82,r86,r99,r97,r57,r95,r30,r47,r33,r98,r6,r69,r71,r92,r52,r21,r23,r62,r43,r65,r88,r48,r78,r2,r13,r44,r77,r34,r35,r56,r68,r41,r91,r40,r18,r94,r19,r42,r93,r14,r87,r61,r80,r76,r79,r74,r59,r100,r28,r55,r81,r36,r37,r46,r67,r84,r64,r73,r10,r24,r31,r27,r25,r53,r89,r9,r3,r72,r51,r26,r8
d24,93,1,54,84,12,69,38,35,56,87,90,39,76,61,95,24,49,30,21,16,33,67,47,46,5,97,19,18,40,34,53,4,77,55,71,96,82,89,85,73,8,86,59,72,74,37,65,7,20,70,10,9,14,42,68,80,29,0,28,43,11,51,15,41,44,62,48,75,26,63,81,92,13,36,58,83,6,22,66,2,45,60,27,57,91,98,50,3,23,88,25,79,78,32,64,31,99,94,17,52
d67,8,80,65,64,22,53,9,68,49,3,86,35,55,32,2,39,83,78,12,38,76,41,27,36,15,25,63,16,71,70,89,60,30,75,90,56,77,14,21,34,44,23,5,97,19,96,72,59,85,88,84,69,37,93,95,42,52,26,73,17,0,98,18,50,29,31,20,92,82,10,54,57,11,51,91,62,87,1,67,33,48,81,79,24,61,46,40,6,58,13,43,94,45,7,4,74,99,66,28,47
d42,17,91,6,51,77,60,99,98,88,19,25,70,72,32,50,95,34,28,39,45,29,90,11,35,73,82,13,37,61,89,57,67,55,5,27,58,0,74,10,36,8,78,14,62,79,80,1,96,63,9,2,22,31,48,54,47,3,21,68,86,87,20,92,64,16,40,42,69,38,18,71,15,85,56,93,43,7,75,83,53,81,49,4,84,24,12,76,66,52,97,46,44,26,30,94,33,59,65,41,23
d30,71,56,55,83,93,36,5,95,33,70,89,76,8,84,2,29,90,68,81,69,19,7,18,98,10,87,30,73,64,88,77,54,66,25,80,85,13,11,26,62,41,31,53,24,75,0,42,20,91,74,49,99,94,48,39,58,63,51,78,52,44,21,17,3,59,43,15,79,57,47,9,1,38,45,60,46,35,40,28,92,14,16,32,61,82,72,67,86,37,23,22,96,4,34,12,6,27,65,97,50
d12,39,51,21,93,94,89,62,1,32,11,40,18,35,4,27,16,24,44,85,72,87,8,65,99,81,33,50,70,97,41,43,15,20,13,10,64,47,26,3,29,53,2,14,22,88,31,5,34,56,66,76,7,96,54,48,55,83,91,67,30,28,23,77,19,45,63,59,68,92,57,37,60,69,80,38,61,95,84,82,49,75,79,71,90,52,25,42,46,6,78,74,98,9,73,58,36,12,86,0,17
d23,52,59,2,13,45,5,57,37,94,4,33,19,68,61,84,48,74,76,60,67,77,63,8,72,50,79,92,26,38,16,25,85,78,53,10,41,36,98,1,23,24,22,96,90,18,17,47,69,93,49,86,87,58,34,20,11,9,42,81,70,15,27,0,73,46,82,14,40,95,28,54,29,21,30,56,35,12,39,91,83,62,75,3,32,6,80,7,64,51,55,88,65,71,43,97,99,66,89,31,44
d84,85,27,23,47,16,86,97,26,24,45,41,42,17,75,65,2,38,71,43,67,11,68,58,92,4,98,44,70,95,7,80,73,50,91,48,93,12,8,39,60,20,36,13,61,25,6,35,62,79,57,52,54,19,90,32,51,28,3,78,66,40,37,88,0,5,30,29,82,56,64,22,55,81,33,96,34,1,69,72,46,94,21,49,76,89,74,99,59,77,10,15,87,63,18,31,83,9,53,84,14
d29,86,67,7,9,59,55,18,21,63,85,52,70,44,22,25,24,83,2,78,60,19,4,84,16,43,46,57,82,64,65,10,68,33,58,92,95,26,98,56,69,8,0,47,97,48,15,37,40,91,13,76,53,51,73,1,50,14,5,29,79,61,6,77,17,93,75,66,54,45,11,12,42,38,23,28,88,27,31,81,32,87,30,34,36,62,3,80,49,94,35,71,99,90,74,96,72,41,39,89,20
d16,89,64,77,26,60,76,97,28,94,30,9,21,67,71,56,34,85,23,17,88,46,19,91,2,75,36,87,45,54,13,11,39,99,40,90,79,74,61,65,66,37,42,48,59,63,16,57,95,49,22,31,15,10,8,72,12,38,14,62,51,92,24,78,1,73,84,68,53,5,41,29,44,83,7,20,98,52,69,43,35,80,0,58,93,32,27,25,70,18,81,50,55,33,47,82,96,4,86,6,3
d96,94,71,30,81,74,99,27,31,24,39,52,35,12,18,42,10,11,20,96,70,78,2,37,29,4,45,91,23,95,49,1,33,60,63,87,72,40,88,7,73,13,43,64,57,79,66,41,22,9,90,25,47,56,8,76,51,83,17,55,75,80,69,19,98,34,50,53,61,32,62,3,36,58,77,5,67,28,92,97,68,54,15,14,21,93,82,6,48,26,44,0,65,89,16,86,84,46,38,85,59
d70,26,6,8,78,76,38,32,55,91,43,77,85,79,39,11,4,80,13,17,75,1,57,44,34,54,37,67,89,83,46,81,16,9,41,2,61,48,22,33,40,5,52,31,74,36,42,62,12,29,69,63,35,18,70,50,23,87,98,96,86,60,84,94,27,99,64,82,72,58,25,95,14,51,49,47,21,7,19,28,90,93,65,24,68,0,66,73,15,59,56,45,3,30,92,88,71,10,97,53,20
d53,45,3,22,20,88,35,65,34,10,69,98,1,16,12,27,24,55,9,32,97,62,72,31,41,46,51,48,7,0,29,66,19,95,63,93,89,82,37,85,58,26,30,17,59,79,21,83,75,15,11,90,68,70,36,57,67,47,61,80,28,77,44,96,74,14,6,42,2,94,73,81,18,50,39,13,91,60,99,43,92,4,64,33,71,40,52,23,78,86,87,5,38,84,25,76,56,8,53,49,54
d72,54,83,47,3,77,19,61,14,56,42,71,53,95,46,75,25,28,78,87,66,32,34,17,36,59,96,22,37,13,2,29,12,93,5,21,4,70,58,84,10,33,62,38,41,27,74,51,1,43,64,69,7,30,31,85,0,90,68,52,86,88,39,63,11,23,45,57,49,44,67,99,79,26,48,98,18,89,6,94,9,40,92,20,73,81,91,76,8,15,65,24,50,80,35,72,16,97,82,60,55
d27,32,36,64,90,72,42,37,60,43,14,81,49,26,41,46,82,78,84,23,91,94,65,63,57,98,38,69,1,74,24,21,97,34,56,15,89,75,5,66,55,86,12,10,53,96,59,16,92,44,85,29,47,54,13,27,99,33,71,18,48,73,8,77,87,17,58,51,4,25,70,67,22,2,3,68,6,40,11,61,28,0,39,76,88,62,52,83,35,80,7,20,31,30,79,93,19,50,95,45,9
d52,86,41,80,18,3,72,52,64,38,42,47,43,46,91,99,88,34,58,11,10,94,27,13,26,2,76,59,98,21,25,74,40,35,0,53,97,62,28,9,4,33,90,56,15,73,7,5,45,96,48,82,77,95,20,93,6,81,37,1,49,16,29,63,68,71,84,51,92,22,67,89,79,57,24,85,12,17,75,50,30,78,14,32,70,19,36,83,44,61,65,60,8,69,31,55,54,87,66,23,39
d86,92,91,14,43,94,69,86,89,21,77,29,81,95,62,76,0,3,45,54,75,71,18,53,57,39,47,10,27,42,96,16,31,98,79,26,78,24,84,48,46,20,32,87,28,2,90,93,50,36,37,70,83,99,33,68,72,38,25,58,4,44,17,64,55,1,30,15,51,65,49,74,9,34,5,61,60,66,11,73,63,59,40,52,6,12,41,23,19,82,7,67,8,13,35,85,22,56,88,97,80
d38,83,15,49,72,42,28,30,99,22,90,50,65,64,35,33,11,91,57,43,46,61,27,37,53,84,54,3,71,80,12,47,76,32,87,17,26,48,59,7,58,96,62,55,16,69,82,95,97,9,89,2,4,68,5,40,86,34,77,92,13,21,1,6,41,24,85,78,25,18,38,20,98,51,75,29,8,52,81,79,23,60,14,88,39,94,19,56,74,31,36,10,70,44,0,45,63,93,66,67,73
d46,47,53,24,73,49,2,9,21,38,90,32,40,59,13,88,57,18,5,1,19,62,37,30,60,93,46,99,54,50,58,51,83,52,12,74,28,48,76,7,84,68,31,34,27,15,11,67,55,44,82,39,89,17,26,72,63,56,77,85,96,95,36,92,20,94,64,91,35,29,3,4,97,22,78,6,70,10,86,66,75,14,42,23,8,0,87,98,65,61,25,33,71,81,69,43,41,16,80,79,45
d37,38,78,2,81,8,53,0,14,56,92,32,31,75,4,23,35,63,84,99,3,65,66,7,17,64,72,98,76,95,67,49,55,80,68,97,28,51,40,83,15,91,48,71,88,13,36,94,42,58,27,6,33,21,5,73,11,74,45,34,62,12,93,47,86,1,25,82,57,9,89,87,24,16,90,37,50,26,20,18,29,44,77,52,69,79,54,30,96,59,46,22,19,85,70,60,10,39,41,43,61
d10,90,15,83,5,8,36,62,20,87,45,35,23,1,29,26,17,97,31,47,60,27,91,49,77,34,76,16,9,50,7,33,53,75,92,85,65,6,11,59,67,38,70,78,13,18,55,57,30,28,22,86,69,48,71,58,95,39,0,40,19,3,46,74,84,98,37,89,73,94,88,43,24,4,32,44,72,12,2,96,61,63,81,42,25,10,54,80,66,14,21,79,82,68,56,52,93,51,41,99,64
d91,6,18,73,81,87,36,7,13,17,82,72,90,15,64,27,88,9,37,45,80,93,77,20,49,96,66,71,74,79,40,46,29,43,5,35,48,86,75,89,56,57,3,92,52,67,59,99,95,28,22,0,51,98,41,34,12,39,4,50,11,30,31,84,97,21,91,94,14,47,1,55,44,16,85,2,8,19,24,23,54,62,38,33,65,78,70,69,63,61,25,32,26,60,10,53,68,58,83,42,76
d6,24,50,19,8,25,75,35,70,34,91,52,23,99,72,14,54,87,76,31,36,38,64,16,63,49,13,66,56,6,44,60,57,67,79,2,95,82,17,7,88,29,41,30,43,77,22,73,9,18,74,94,62,5,3,61,80,11,27,28,69,78,21,42,58,89,85,4,98,83,92,1,46,84,71,40,37,55,51,90,47,65,86,96,93,33,26,32,0,45,20,59,81,15,68,48,10,12,97,53,39
d56,52,49,55,26,14,67,12,75,97,78,8,73,77,95,47,79,39,83,43,48,25,22,61,92,64,57,89,33,20,76,27,32,70,82,6,19,18,2,45,11,56,54,68,88,46,81,13,65,16,38,17,59,90,50,30,80,1,96,9,98,84,7,87,15,5,41,0,53,21,37,10,69,85,44,74,71,63,86,23,31,72,58,42,28,93,29,94,36,60,34,35,91,99,4,62,66,51,40,24,3
d9,83,20,2,86,61,68,17,12,69,98,28,45,34,41,74,8,79,73,60,63,80,30,32,13,97,82,27,77,67,5,58,47,59,44,31,56,33,21,1,65,9,36,23,4,95,93,53,38,39,18,11,54,62,70,14,89,92,19,6,78,0,50,26,72,91,42,57,3,24,75,55,85,29,66,84,94,51,71,99,10,52,81,25,40,7,90,49,37,43,15,16,87,35,46,64,96,48,22,88,76
d76,51,71,22,31,74,13,38,86,39,11,58,46,92,78,72,36,82,48,69,65,9,66,52,18,1,27,30,3,40,79,35,24,4,89,6,49,16,73,98,43,60,90,14,19,77,87,50,37,20,34,62,53,88,70,8,25,26,93,95,99,15,64,55,45,75,85,44,67,29,84,83,97,80,21,23,81,10,91,28,94,61,47,76,54,42,68,2,12,33,5,41,63,17,56,57,96,59,7,32,0
d51,27,5,78,65,29,45,40,15,49,21,99,35,7,67,10,8,1,4,68,82,14,48,59,24,66,53,90,61,39,71,38,11,60,25,95,19,28,13,74,16,33,47,72,84,83,46,22,69,57,37,81,18,76,93,63,94,98,6,0,41,36,80,2,89,51,91,3,73,17,12,34,58,96,44,23,87,85,54,56,88,42,70,31,20,62,92,75,43,30,9,77,52,64,97,26,32,50,79,86,55
d63,49,79,92,87,82,13,73,98,26,85,1,17,88,11,35,95,33,3,94,80,90,48,23,91,72,27,18,57,4,76,8,55,56,46,21,84,71,12,54,7,68,64,86,39,22,75,58,83,0,16,30,81,25,29,45,50,32,62,96,44,2,77,15,42,60,40,74,34,70,66,31,51,9,14,59,28,37,69,93,61,63,52,38,20,19,65,5,6,99,41,43,47,36,67,89,10,53,78,97,24
d54,68,89,20,8,34,77,80,31,14,32,86,63,0,42,67,98,64,33,78,72,47,48,17,24,44,49,26,41,25,38,65,11,12,43,99,1,54,88,59,10,75,16,28,21,51,91,40,57,27,74,15,22,23,71,36,90,93,45,39,37,56,4,6,18,3,55,76,81,2,60,79,19,52,61,70,94,87,5,97,92,13,82,83,62,58,29,66,96,84,46,9,95,85,73,35,50,30,7,69,53
d50,24,70,19,75,90,96,46,3,50,31,11,81,89,21,76,54,77,23,87,63,28,55,6,47,2,97,7,66,25,72,68,45,83,82,48,44,27,41,49,88,80,73,78,51,91,0,8,65,4,16,99,20,39,98,53,22,30,9,93,29,36,13,34,56,92,64,37,42,79,62,59,61,69,40,74,84,15,17,67,86,85,10,94,12,5,52,33,43,71,1,95,18,38,26,32,58,57,35,14,60
d58,56,59,27,41,22,9,61,70,42,44,95,69,40,10,45,39,82,18,21,52,71,99,62,85,31,28,79,1,32,20,4,13,16,2,51,8,58,25,68,24,30,26,29,80,33,54,73,89,19,90,64,12,96,57,14,94,98,17,81,87,65,6,93,83,48,60,11,86,53,35,43,49,88,76,7,97,91,78,72,37,84,74,75,67,15,0,38,50,34,92,63,55,46,77,3,36,5,66,47,23
d73,18,82,58,39,20,31,78,13,42,77,80,11,60,99,0,55,34,96,95,44,6,97,59,54,87,2,52,65,91,21,98,32,38,94,70,75,72,85,76,46,37,45,67,40,27,61,53,56,66,9,51,79,8,29,24,4,16,14,49,41,83,22,23,3,92,90,84,89,7,57,30,50,19,88,26,93,74,68,43,25,71,10,36,86,35,5,17,47,28,64,73,62,81,33,1,63,69,48,12,15
d21,19,11,33,99,61,32,66,82,46,24,57,17,30,69,75,58,1,97,78,54,6,35,68,86,98,67,91,63,51,71,89,20,5,62,74,7,41,80,45,23,94,92,85,52,49,65,0,2,42,76,9,16,87,18,38,37,43,47,55,77,4,40,56,26,73,83,25,28,22,34,14,36,96,12,29,39,79,21,81,59,13,15,10,50,90,88,64,31,95,60,27,84,93,72,3,70,48,44,8,53
d93,69,60,42,12,70,39,94,16,99,47,56,6,40,29,71,97,51,24,96,68,5,17,84,21,55,87,81,62,33,90,67,26,41,76,3,57,66,10,53,83,30,4,13,82,48,11,64,8,95,19,49,32,38,44,36,75,59,86,93,25,22,20,63,34,98,43,54,2,46,27,61,28,58,85,80,88,91,23,78,89,31,37,73,77,14,1,50,52,92,0,15,7,72,18,65,9,79,35,74,45
d47,12,47,75,2,99,97,19,79,55,69,84,87,25,74,96,91,38,13,90,58,26,85,7,95,11,43,68,30,4,41,20,54,98,46,61,18,50,17,70,66,0,89,77,6,23,3,8,42,72,51,52,31,1,16,36,65,39,59,93,28,48,92,14,60,9,33,27,40,64,62,88,22,24,21,94,71,34,56,80,78,45,32,67,83,49,15,53,37,63,82,86,35,29,57,5,10,73,81,44,76
d85,61,98,3,51,71,6,85,69,57,93,47,49,9,18,11,50,16,81,56,59,74,83,70,88,67,97,32,96,43,55,12,13,20,15,29,45,68,72,52,78,99,28,22,91,24,79,95,4,5,39,41,35,46,33,30,21,76,17,1,23,26,44,65,82,75,38,27,62,31,54,73,64,87,89,0,94,36,86,10,37,90,2,53,7,60,48,92,34,8,66,40,77,84,42,63,14,25,19,80,58
d81,9,70,15,22,55,88,93,79,91,5,66,95,43,75,36,65,41,35,40,42,31,69,76,24,87,98,32,63,72,51,0,80,10,99,28,27,56,52,30,83,25,58,8,3,67,4,18,97,61,85,21,29,81,13,46,14,53,59,86,44,50,33,7,54,78,16,64,2,49,62,23,73,77,92,45,12,48,39,90,1,6,71,94,84,96,57,37,11,60,20,68,74,47,82,19,26,34,17,89,38
d89,35,78,80,39,52,17,15,13,50,18,31,65,99,32,88,68,16,76,93,59,54,98,60,40,48,36,37,57,7,73,64,70,51,11,87,61,69,74,47,38,3,26,86,23,58,25,92,6,66,79,20,53,46,30,95,67,55,45,10,90,49,44,28,22,27,41,9,96,77,72,12,94,34,42,84,21,1,4,33,89,29,97,81,8,62,85,63,83,2,0,24,82,5,43,75,71,91,56,19,14
d80,66,94,76,41,85,4,81,73,62,15,80,51,56,30,84,21,31,44,55,52,86,10,79,18,37,60,20,69,46,58,64,70,27,40,0,8,26,96,63,32,2,92,33,29,61,91,38,78,13,17,99,47,82,54,87,34,42,65,49,3,50,59,53,72,43,71,22,89,28,83,11,6,45,95,14,93,57,9,12,24,36,98,97,19,7,68,25,16,74,67,77,39,23,5,90,75,48,88,35,1
d15,97,26,25,49,78,75,36,38,33,85,43,84,3,21,68,63,89,65,90,88,4,40,61,13,6,83,47,48,28,52,82,35,42,60,94,71,7,66,27,50,46,57,14,19,29,92,24,59,91,17,8,58,73,41,95,72,79,67,76,74,93,96,11,86,5,44,32,15,20,51,69,12,30,9,0,1,2,98,64,87,81,23,22,18,55,53,80,10,37,62,99,45,16,56,54,39,70,34,77,31
d74,48,55,61,60,12,39,6,4,83,36,0,64,76,27,81,30,88,93,58,5,3,59,24,25,19,96,10,71,57,52,45,69,29,50,77,33,87,20,2,68,78,13,97,47,70,79,94,65,21,14,85,31,89,82,9,72,95,74,99,40,44,86,35,84,75,11,37,67,51,1,80,42,91,7,16,63,18,34,62,8,54,15,43,17,98,90,92,56,41,28,26,46,73,32,23,49,22,38,66,53
d26,14,47,18,2,6,13,22,87,82,41,91,84,74,23,4,15,60,42,12,26,71,33,86,8,39,16,93,0,69,63,27,31,65,34,1,99,72,62,38,67,97,11,75,32,79,98,77,44,46,10,89,36,90,95,57,45,64,96,3,92,30,7,17,29,58,94,28,55,68,80,53,5,37,35,73,9,21,61,20,66,83,85,56,40,50,81,19,43,54,70,59,88,78,48,76,25,51,52,24,49
d28,87,70,78,0,16,68,36,96,32,37,34,24,48,46,9,59,51,18,6,71,33,79,13,23,89,25,10,5,15,60,63,94,47,76,19,28,42,62,86,85,3,83,20,7,67,57,43,26,50,45,49,66,93,74,82,77,95,53,39,69,99,90,52,22,84,2,81,88,98,73,44,58,91,61,35,97,55,11,41,75,38,92,29,12,72,80,4,56,21,27,1,31,64,54,14,30,8,17,40,65
d48,61,51,38,3,35,48,56,68,55,13,24,17,6,50,58,42,57,96,91,97,59,20,81,23,69,65,98,39,7,99,11,8,79,89,82,44,53,54,95,84,19,43,46,66,31,29,87,16,41,49,45,77,62,36,64,34,5,93,74,21,78,32,71,2,90,86,22,80,92,14,9,18,47,15,85,26,70,12,88,63,0,1,37,83,40,25,60,10,30,73,67,75,94,76,28,33,27,4,72,52
d19,85,38,86,71,33,45,95,1,69,74,29,0,97,42,24,61,11,23,54,56,90,87,20,66,81,46,67,19,25,3,5,94,2,96,78,16,80,79,8,73,82,49,12,28,60,55,39,48,93,15,62,34,99,30,7,26,92,21,6,83,89,76,9,18,70,32,72,91,75,22,13,65,27,57,41,63,17,84,37,53,10,58,59,31,98,88,68,4,44,52,50,43,64,51,36,77,47,40,35,14
d43,81,4,85,64,34,63,58,38,97,7,75,43,45,35,65,62,21,36,99,42,70,56,54,37,98,30,1,90,8,82,68,28,16,57,40,53,5,52,33,59,51,74,26,72,20,86,95,13,50,55,32,80,79,41,18,11,0,17,3,9,84,67,73,60,96,46,24,71,22,93,94,92,66,29,83,14,23,88,76,47,91,6,2,77,12,48,10,19,25,87,89,44,15,39,31,61,69,78,27,49
d36,31,67,81,68,78,12,20,29,48,37,66,59,99,3,43,26,49,75,21,79,16,70,38,91,39,74,11,45,0,17,24,83,89,8,33,46,54,2,90,35,72,57,93,71,1,73,44,97,63,92,65,96,4,22,47,32,42,84,64,69,95,60,55,13,5,14,52,87,58,25,82,80,36,76,34,6,27,10,77,61,18,40,19,62,50,53,86,41,98,28,51,23,56,85,7,30,15,94,9,88
d34,95,6,66,8,16,36,68,57,88,18,20,39,14,79,25,81,85,26,75,22,29,83,64,70,94,12,67,96,60,38,9,55,32,33,35,62,63,53,13,49,77,84,37,87,82,23,24,61,48,34,44,43,17,59,73,30,51,5,28,0,98,71,19,46,65,76,2,56,91,92,72,78,90,69,4,86,40,50,80,42,97,58,15,7,47,21,31,3,45,11,52,93,41,1,54,89,99,10,27,74
d22,14,55,47,91,45,37,64,30,49,44,67,83,6,52,12,22,58,86,46,36,51,23,26,80,71,98,39,62,88,77,81,4,90,50,11,21,18,89,25,31,43,69,32,94,7,72,76,78,68,19,40,48,41,29,82,56,24,34,73,97,53,60,75,20,70,54,61,3,65,96,2,27,9,92,33,87,63,93,8,17,84,16,1,79,35,10,5,74,99,15,13,95,57,42,59,0,66,38,28,85
d59,72,38,89,78,44,73,6,26,7,43,40,16,94,88,53,55,67,51,31,49,61,66,33,46,45,5,47,81,69,83,90,70,17,41,58,32,54,14,97,64,63,20,93,56,91,9,92,27,65,28,77,23,57,80,76,25,34,36,42,98,84,86,13,10,21,2,4,12,35,59,24,52,85,15,8,95,75,96,1,29,87,99,30,50,11,48,0,37,22,79,3,60,39,19,74,18,82,68,62,71
d65,16,47,3,71,18,31,84,87,4,21,26,17,41,51,28,98,5,68,11,32,61,29,69,86,49,2,25,85,95,97,50,54,90,62,6,73,34,35,42,67,8,58,43,30,19,1,79,94,64,57,10,81,88,38,78,66,63,70,44,46,45,13,74,14,15,80,53,40,37,82,59,99,91,76,65,39,55,7,56,83,23,9,22,0,92,24,12,60,20,33,52,96,27,77,75,93,72,48,89,36
