,d67,d68,d27,d98,d97,d90,d13,d71,d48,d34,d60,d2,d19,d82,d52,d96,d10,d85,d28,d24,d56,d80,d44,d37,d35,d66,d86,d45,d50,d46,d7,d57,d38,d47,d15,d43,d95,d18,d31,d49,d42,d79,d72,d17,d8,d5,d29,d36,d54,d61,d88,d65,d75,d100,d89,d77,d91,d4,d23,d63,d25,d53,d21,d94,d58,d51,d59,d40,d83,d33,d12,d16,d20,d26,d55,d39,d6,d99,d41,d81,d32,d22,d14,d9,d3,d11,d78,d92,d64,d87,d73,d76,d62,d1,d74,d93,d84,d30,d70,d69
r38,99,73,66,70,46,68,20,61,0,5,22,78,52,62,75,69,35,64,63,43,9,98,45,96,72,54,97,48,30,82,49,89,91,87,36,38,58,6,41,8,21,65,31,18,2,40,25,23,59,50,1,10,90,81,27,55,13,24,83,19,85,28,95,17,56,79,39,47,14,84,71,93,51,92,33,74,32,44,88,3,4,67,53,77,12,60,11,76,16,15,29,37,86,34,94,7,26,80,57,42
r29,88,18,74,50,8,72,55,17,84,82,93,51,95,98,71,9,40,69,48,85,96,27,81,34,94,1,75,36,3,11,0,14,79,73,89,67,26,70,2,21,53,54,52,22,59,47,37,10,16,76,33,46,30,92,24,63,41,44,68,38,66,42,4,20,49,25,13,65,31,77,99,35,91,43,45,39,62,86,28,78,23,5,64,12,19,32,90,58,80,56,97,60,29,7,57,61,83,6,87,15
r19,34,15,41,65,83,11,77,29,39,6,86,46,82,43,99,97,49,40,23,84,78,67,8,30,57,2,59,88,51,90,85,19,3,18,98,61,20,17,21,22,60,79,92,70,72,12,24,74,81,55,7,89,10,47,54,25,38,50,58,36,4,31,5,87,32,76,44,9,66,71,13,27,42,63,73,69,68,93,45,94,16,75,95,48,52,56,53,14,80,26,1,64,28,0,37,96,35,33,91,62
r70,40,15,53,81,20,4,99,38,37,73,89,1,83,94,93,98,27,48,71,46,76,35,29,77,22,57,87,12,64,3,58,26,13,96,68,90,32,31,11,79,75,74,50,84,33,10,39,45,95,88,34,78,24,21,42,17,80,62,6,59,0,23,63,14,91,36,82,65,54,47,43,41,86,25,60,52,67,61,8,19,97,92,9,5,2,30,7,85,16,44,56,70,51,72,66,49,55,69,28,18
r28,7,51,66,22,11,31,77,88,15,34,95,43,81,35,17,46,3,57,91,89,98,73,16,97,44,80,27,32,18,54,94,75,1,20,37,13,60,63,59,26,12,38,9,50,58,64,70,41,83,68,6,24,47,74,4,36,8,65,99,25,62,87,55,61,56,53,71,49,30,28,76,5,14,52,82,69,78,72,85,67,0,2,45,84,42,93,19,21,40,29,90,23,10,39,86,96,33,92,48,79
r77,4,82,66,21,37,52,57,20,9,39,86,24,31,43,97,18,41,81,89,29,99,22,30,27,80,50,68,96,13,90,76,78,92,70,46,3,34,87,44,45,59,17,49,73,48,0,10,12,28,85,93,35,84,88,72,83,55,14,71,62,91,26,51,7,65,95,1,5,23,94,47,63,53,77,54,15,25,2,60,32,16,74,38,42,11,67,36,19,58,69,33,75,40,61,79,64,56,98,6,8
r13,19,58,21,46,53,66,7,49,80,67,85,2,3,12,33,62,28,86,55,31,34,35,92,94,77,48,79,22,15,1,65,42,40,37,14,32,4,89,70,9,6,98,64,68,84,10,39,81,63,96,20,61,71,13,91,87,23,73,99,24,30,11,29,57,74,16,60,54,36,41,93,38,82,5,72,26,51,59,90,97,50,45,78,76,0,25,43,95,8,27,52,88,75,18,69,17,83,44,56,47
r64,35,49,62,96,6,94,70,53,54,32,77,82,72,87,78,67,24,90,75,51,39,46,81,66,9,10,56,83,34,12,79,59,76,89,65,88,8,80,20,92,86,38,27,1,2,48,37,71,7,43,14,50,95,61,68,22,69,3,40,26,28,18,5,19,97,11,41,4,16,47,74,64,73,84,63,0,33,58,31,93,57,52,45,91,36,29,99,42,17,85,30,23,13,25,55,15,98,44,21,60
r76,74,62,98,37,6,13,36,61,75,15,93,88,54,97,49,17,70,8,3,26,58,31,16,56,45,65,77,20,76,99,83,43,89,82,0,68,33,96,7,60,2,35,91,67,64,87,52,27,81,42,19,4,12,84,51,28,85,95,63,71,59,25,57,38,48,47,18,80,94,9,34,21,72,79,39,32,24,1,50,86,53,66,73,23,40,69,22,5,11,14,78,55,30,92,41,10,29,44,90,46
r30,25,77,55,73,65,79,54,95,90,91,10,49,62,72,39,14,23,80,11,98,21,58,38,69,28,87,68,37,57,64,20,5,36,66,83,70,16,34,44,2,8,22,46,47,0,94,43,48,4,99,59,3,7,45,51,19,33,35,13,12,40,60,71,27,17,82,81,88,85,97,26,96,67,84,41,61,86,24,31,75,18,78,50,93,89,52,92,53,1,56,42,6,76,9,30,74,63,15,32,29
r98,47,79,94,5,46,59,45,82,83,22,52,66,85,84,54,61,25,10,39,65,28,9,97,53,93,17,86,4,29,31,68,58,81,98,89,14,70,43,50,63,71,27,67,16,32,33,42,18,60,76,6,20,49,30,75,64,51,56,95,1,36,96,57,12,62,41,38,72,44,0,74,80,78,40,34,7,13,90,19,24,3,73,35,23,8,99,48,92,88,2,11,77,87,55,37,91,21,26,69,15
r93,9,37,30,15,97,85,34,87,78,95,56,62,26,57,76,89,72,22,38,17,25,16,99,94,40,6,54,55,39,64,60,4,66,61,33,92,53,18,19,42,41,73,3,10,58,1,52,74,32,50,71,45,43,81,70,28,46,24,13,51,14,80,90,77,83,69,96,20,44,27,12,68,2,82,98,48,93,75,86,84,36,23,29,67,31,79,47,5,88,91,7,8,11,49,0,65,21,35,63,59
r40,31,63,25,78,92,61,53,29,24,42,86,5,75,60,49,21,48,93,32,62,27,71,1,35,30,45,72,79,26,66,8,50,10,44,91,64,3,74,2,39,41,40,38,94,55,88,33,89,73,70,18,81,19,98,23,22,6,57,47,90,28,34,97,11,82,77,84,69,76,96,59,15,13,95,80,85,16,51,14,12,36,7,52,87,54,0,68,65,9,99,4,20,43,17,37,67,58,46,83,56
r37,30,62,28,44,3,90,27,9,64,22,5,40,47,67,96,12,7,76,97,89,85,95,4,49,83,8,74,88,79,39,14,15,91,84,77,32,93,50,78,33,36,69,45,86,70,2,66,23,21,6,48,20,19,26,41,10,61,37,65,43,73,38,52,34,16,46,24,18,54,60,29,94,80,35,81,87,55,99,51,1,56,17,0,63,31,58,57,11,75,59,42,13,71,53,25,92,68,82,72,98
r55,69,58,3,32,51,5,38,59,16,39,21,28,8,83,82,26,55,57,50,60,13,84,37,90,31,43,9,4,20,25,94,46,71,76,7,62,72,35,61,52,2,80,33,40,75,66,18,24,68,45,98,97,65,42,15,88,30,19,22,93,0,29,11,78,34,63,67,85,96,53,54,41,10,99,47,14,95,79,27,23,91,74,56,1,17,6,86,73,89,81,44,92,48,77,70,12,49,64,87,36
r57,33,73,85,44,17,99,43,2,32,27,45,90,51,66,71,38,87,62,7,29,92,37,84,16,15,40,72,54,19,83,56,31,52,64,95,93,26,28,50,39,60,69,3,78,34,0,58,25,68,49,77,89,55,42,22,14,18,70,53,11,10,79,8,98,20,91,23,36,67,65,86,80,24,46,6,5,81,59,13,1,48,35,4,76,75,21,61,57,97,88,63,82,9,30,41,47,12,94,74,96
r81,86,50,0,64,95,26,89,43,34,10,71,15,23,90,55,59,57,99,98,36,84,75,24,28,31,74,85,81,25,58,91,83,5,65,32,54,38,92,93,78,47,56,79,8,66,46,30,29,40,37,1,27,97,17,82,51,49,3,60,11,22,39,76,77,87,96,88,13,16,63,21,2,61,53,70,73,80,19,14,94,68,69,67,62,52,41,6,9,12,20,18,45,35,44,7,4,72,42,48,33
r44,47,38,12,43,90,74,75,67,24,69,77,29,46,53,86,57,16,98,83,28,81,1,8,36,19,93,72,91,21,2,37,71,64,97,89,4,27,88,80,17,51,18,14,68,10,65,94,25,82,40,33,87,70,56,39,79,84,32,78,26,96,45,92,99,52,5,62,41,35,54,95,50,0,48,55,7,3,23,11,34,22,60,85,76,49,44,59,31,42,73,66,63,30,15,9,58,61,13,20,6
r7,6,26,74,89,36,12,51,44,2,49,17,81,38,79,59,9,16,54,42,21,91,50,76,66,62,10,22,47,93,3,70,33,4,7,23,63,83,53,13,11,37,99,58,71,90,34,30,48,41,0,75,1,65,95,24,39,72,20,78,25,52,60,57,19,29,68,27,40,94,92,73,64,8,77,82,97,85,67,61,98,88,45,69,32,35,86,14,46,18,28,43,31,55,56,5,80,87,84,15,96
r33,68,70,84,73,39,86,85,91,12,93,49,67,83,10,77,59,97,64,11,37,15,71,89,26,38,30,88,43,66,29,78,36,32,5,46,23,72,25,79,75,34,87,17,31,80,54,18,13,14,35,21,0,2,56,53,90,7,40,61,48,98,99,1,58,82,33,57,8,52,65,51,9,94,95,47,44,16,63,27,24,4,6,69,60,22,45,81,42,41,76,20,19,74,92,3,28,96,62,50,55
r62,86,18,69,59,6,77,28,44,22,30,61,64,70,60,41,62,63,76,56,83,34,29,51,97,79,48,65,38,53,27,88,81,73,17,78,74,25,37,55,58,39,93,8,11,7,2,32,99,15,19,50,57,35,24,90,84,3,66,67,14,85,72,36,89,13,31,68,82,45,47,12,98,21,46,49,10,42,26,75,20,54,43,92,0,33,87,71,91,40,94,4,9,52,1,96,95,5,16,80,23
r80,84,68,2,32,21,13,91,60,72,31,12,82,62,29,81,47,8,17,3,9,38,10,4,54,52,24,50,18,40,78,65,97,89,95,90,33,22,43,48,19,11,75,42,99,61,7,45,87,35,55,96,0,77,25,16,23,86,41,1,85,88,58,79,37,71,69,6,46,36,20,30,15,76,66,70,73,93,98,56,27,5,28,57,14,80,67,74,39,64,92,26,94,44,63,49,53,83,59,51,34
r91,44,45,90,84,89,37,39,33,88,11,65,81,20,58,47,13,97,68,30,74,42,99,83,73,49,93,70,22,43,85,48,76,1,24,3,98,77,56,6,54,53,95,62,86,25,96,50,17,46,66,80,2,59,94,63,72,31,28,16,19,36,40,9,14,92,52,5,18,0,91,27,79,75,29,51,7,78,64,38,57,71,67,4,26,55,61,12,34,35,21,23,10,32,69,60,87,82,41,15,8
r78,31,18,15,70,54,76,40,72,62,50,82,33,2,17,34,16,39,53,73,86,13,12,90,80,24,51,60,21,64,56,58,95,5,69,97,45,4,28,89,38,44,63,41,96,47,46,49,83,25,48,14,26,75,36,27,7,43,85,0,59,94,20,68,79,71,66,6,91,98,87,23,9,11,30,29,61,32,10,19,93,67,77,92,22,55,37,84,57,3,42,52,78,88,8,65,81,35,1,74,99
r16,95,8,34,75,64,82,24,53,25,73,81,45,30,38,93,44,16,54,18,60,40,23,92,28,48,78,39,0,74,15,6,35,58,97,98,65,71,88,80,31,83,12,77,4,11,13,68,17,3,22,96,32,56,69,27,59,94,55,84,70,21,99,87,61,72,85,2,62,41,46,86,19,51,10,63,50,20,36,67,9,7,49,76,37,66,89,14,90,5,91,42,52,79,29,57,33,26,47,43,1
r22,31,11,28,4,7,75,66,42,59,19,86,60,67,82,22,41,39,83,13,47,91,17,32,34,44,10,0,63,61,81,24,43,93,69,37,15,1,58,77,88,16,48,99,78,49,57,9,35,85,76,2,26,65,55,12,25,51,36,84,8,14,98,94,96,40,68,62,6,56,92,46,21,30,18,73,20,89,87,27,3,52,64,38,45,72,5,71,33,70,23,90,29,74,50,97,54,80,53,95,79
r89,99,65,71,2,1,22,79,52,54,37,29,64,36,21,57,67,27,46,74,70,32,76,12,51,97,23,87,8,15,20,7,6,16,59,41,9,24,26,47,35,42,39,30,88,82,28,92,14,75,11,66,19,86,83,95,33,62,77,72,25,17,63,80,93,53,91,90,50,45,84,18,13,94,73,4,31,60,89,49,69,55,38,48,56,98,40,5,34,0,58,68,61,10,96,3,81,44,43,78,85
r32,95,24,47,82,85,1,79,25,81,99,94,53,73,70,32,88,64,40,8,45,5,18,57,9,56,69,0,49,91,7,78,28,22,86,29,15,93,74,83,72,68,54,43,96,59,38,62,12,20,3,76,66,10,34,46,65,39,11,13,58,30,31,87,2,21,27,98,75,63,35,16,84,44,36,71,89,67,77,48,52,51,60,42,50,80,90,17,14,92,33,61,19,37,41,97,55,26,23,4,6
r1,50,24,86,9,37,91,31,54,80,28,18,77,22,1,72,90,63,67,84,42,99,70,40,26,46,94,65,61,58,21,55,41,78,56,0,5,35,43,6,51,48,82,73,76,36,92,19,45,7,81,96,13,83,69,38,87,39,66,62,71,68,4,17,85,53,97,34,74,60,75,79,23,52,98,10,20,3,88,30,49,15,14,2,59,93,64,33,25,16,27,12,8,32,47,89,95,44,29,57,11
r97,0,25,38,84,64,45,49,7,79,23,26,4,36,88,61,74,75,98,48,95,30,46,8,32,69,86,87,24,2,96,44,13,68,33,92,39,17,59,63,57,29,99,85,18,71,42,14,60,58,6,52,27,93,11,97,40,9,34,82,73,81,70,66,19,15,3,77,21,37,53,10,22,5,89,62,43,90,12,80,41,16,20,76,35,91,72,83,47,94,1,78,56,51,65,50,28,55,31,67,54
r9,12,35,61,80,43,91,81,23,86,62,76,75,25,15,52,77,51,9,84,93,85,68,32,0,83,27,95,44,40,4,37,50,67,20,69,3,82,98,30,42,17,71,26,48,11,34,16,65,18,72,46,55,14,58,79,64,47,97,74,21,22,10,39,54,8,89,2,56,53,5,60,87,63,24,33,6,41,94,92,19,90,73,28,45,59,70,99,78,49,1,88,38,96,13,57,36,31,29,66,7
r51,47,90,16,27,79,38,24,94,4,52,97,78,19,88,34,54,37,51,68,39,10,77,59,46,29,48,13,63,23,89,33,31,99,69,60,7,66,53,5,67,3,84,83,12,20,64,87,43,1,25,55,42,30,81,58,85,73,2,91,82,28,92,44,49,8,26,65,50,41,70,6,14,71,74,17,45,86,35,11,32,75,0,9,95,93,62,22,15,96,72,98,40,76,56,18,80,36,57,21,61
r95,23,66,63,53,35,93,10,39,3,13,50,64,14,34,31,86,54,70,24,94,43,90,5,8,4,49,17,12,52,92,76,29,32,21,88,83,75,81,67,60,78,36,58,38,57,69,77,40,30,97,51,82,59,26,18,68,19,62,2,72,47,56,98,9,42,11,45,61,89,20,33,28,25,46,1,55,15,74,95,0,65,91,16,41,71,37,48,85,99,80,87,79,73,27,44,84,6,7,96,22
r90,33,55,81,94,26,21,5,45,3,85,95,27,98,63,54,4,78,60,83,16,38,6,28,59,73,99,20,15,22,61,86,44,10,69,51,8,41,74,65,70,62,84,92,32,82,43,93,9,87,75,30,90,7,79,17,19,77,89,91,0,48,2,49,76,97,36,53,66,12,29,46,88,23,71,72,24,40,1,96,80,50,13,25,34,67,42,39,68,56,35,18,64,47,57,31,11,14,37,52,58
r100,82,88,71,96,70,37,79,1,43,80,42,41,16,19,74,54,34,95,31,51,55,26,84,68,23,28,85,0,21,17,62,78,47,49,92,39,44,8,77,61,22,20,10,25,24,35,90,11,13,93,67,9,89,33,7,59,3,27,83,18,2,12,46,52,98,94,97,87,72,66,5,64,73,58,60,81,32,69,30,75,57,91,45,40,36,6,53,99,48,56,63,50,14,86,65,38,15,29,76,4
r41,22,57,55,21,78,19,10,56,40,71,3,27,18,31,6,60,9,90,83,61,14,88,8,58,11,35,63,47,0,89,16,33,23,45,72,1,64,37,28,82,99,42,73,36,44,98,93,76,96,86,97,68,75,30,62,15,29,80,17,74,77,46,34,43,12,94,7,67,84,24,50,48,92,32,26,13,81,20,39,51,91,4,54,53,49,95,52,79,66,38,5,25,87,69,2,65,41,70,59,85
r94,43,20,37,8,66,47,50,3,4,29,70,85,97,6,83,68,2,69,60,91,56,41,67,77,31,99,55,86,38,59,5,96,24,1,95,58,52,54,75,27,62,64,30,15,82,53,88,42,45,11,40,72,17,61,63,80,34,73,89,13,90,32,7,9,84,51,98,36,0,71,25,94,57,10,21,78,16,48,87,46,44,28,65,49,22,23,12,33,81,35,76,14,39,26,74,93,19,18,92,79
r39,77,94,17,84,81,45,20,36,89,39,27,55,52,63,88,15,13,79,3,31,46,57,92,74,86,48,54,29,35,73,22,32,93,11,2,76,6,30,23,62,18,49,41,37,98,75,65,70,16,53,21,42,83,50,59,47,56,38,51,91,25,90,78,66,40,58,95,85,43,12,72,7,64,26,61,34,1,8,44,99,60,5,0,9,33,96,68,69,71,24,67,10,97,28,82,4,14,80,19,87
r85,85,41,83,32,89,3,51,16,24,90,17,64,96,91,81,20,40,65,60,56,5,8,47,58,7,98,80,76,73,84,39,26,71,93,88,28,57,19,35,37,82,52,97,11,22,63,42,13,10,79,31,49,30,9,50,68,27,44,59,70,36,54,95,67,14,99,46,15,2,23,48,92,55,69,87,53,62,34,77,61,25,86,0,94,18,33,1,45,78,21,29,74,66,43,72,12,75,38,6,4
r14,40,25,35,44,86,69,96,98,0,91,78,88,47,37,15,66,62,65,46,67,55,19,1,71,9,48,34,64,20,54,79,21,42,87,93,24,12,49,61,38,75,90,73,26,85,36,63,84,53,59,22,18,83,32,23,74,28,6,8,17,80,70,97,56,33,95,30,16,43,50,82,58,3,94,92,51,5,76,68,39,81,41,2,89,52,29,60,27,7,4,10,77,99,11,72,14,13,45,31,57
r79,95,1,44,63,16,49,94,28,83,2,96,78,67,58,27,31,65,68,88,13,87,29,97,51,33,84,21,59,40,74,34,91,26,79,10,60,36,52,17,82,46,19,8,15,47,72,69,76,54,62,80,24,41,56,64,53,9,12,50,86,75,7,85,6,66,81,38,18,22,14,89,20,43,11,61,32,39,57,71,37,73,55,42,5,70,77,4,3,0,90,99,48,92,93,30,23,45,98,25,35
r88,57,87,59,40,47,49,17,27,22,83,88,62,66,60,64,91,67,30,24,54,72,99,80,36,6,70,16,81,85,89,92,28,58,50,14,33,15,98,31,68,94,12,55,52,90,63,95,35,37,2,77,45,82,69,97,21,10,1,65,48,7,38,20,5,75,74,39,0,96,3,11,73,42,86,84,9,43,25,18,23,19,8,26,76,46,56,34,53,13,71,44,78,32,29,79,51,4,61,41,93
r10,93,1,16,55,27,71,13,46,96,65,11,8,68,82,62,41,57,50,67,94,52,90,80,35,39,72,73,12,97,10,98,18,51,44,66,75,25,70,64,32,84,31,24,47,45,56,28,29,3,22,23,60,17,36,5,4,85,9,49,69,58,63,30,74,99,15,2,59,21,81,91,92,37,43,40,26,89,0,88,19,53,95,54,76,38,20,42,7,14,79,6,34,77,48,87,83,33,61,78,86
r92,28,80,51,63,97,0,78,61,58,34,31,96,85,98,20,72,74,66,11,94,5,24,87,67,27,91,35,16,50,40,48,45,92,4,42,26,79,95,73,54,82,30,69,56,60,39,75,21,33,70,1,6,13,93,65,71,81,46,77,32,7,17,88,52,36,3,83,25,55,47,15,84,43,23,44,89,37,2,9,19,53,8,99,59,90,49,41,64,12,14,68,62,18,29,86,10,76,38,22,57
r34,47,67,55,11,44,15,26,64,62,89,43,77,19,75,30,69,20,66,45,72,98,27,76,78,87,10,4,12,81,9,36,84,91,73,0,13,63,93,6,49,52,82,23,51,48,50,53,56,17,25,2,18,35,97,58,42,85,37,21,57,46,88,22,65,39,59,80,92,34,71,31,83,7,68,14,61,3,16,70,40,8,94,96,24,5,32,33,54,41,90,95,99,1,29,79,38,74,60,28,86
r52,79,45,15,62,44,4,23,30,61,20,74,19,47,37,55,66,36,80,50,81,73,3,22,78,42,93,32,68,41,51,21,8,10,76,35,91,1,94,57,99,6,96,27,83,25,86,29,56,59,5,49,82,7,70,71,43,90,95,97,60,65,26,33,48,39,87,18,53,72,31,85,34,54,38,24,75,16,40,12,2,46,13,89,58,77,0,17,64,11,52,63,14,9,84,88,92,28,98,69,67
r75,3,11,73,92,29,67,26,88,8,28,10,72,84,97,31,43,14,90,44,60,0,99,4,16,6,78,65,21,32,51,38,33,94,59,27,82,19,1,54,81,76,40,20,85,23,41,86,18,70,89,45,83,48,47,87,56,50,9,74,95,80,35,68,62,79,25,58,24,46,5,39,55,15,63,71,96,52,17,61,34,91,7,22,77,2,98,75,42,64,53,66,49,69,13,57,36,93,12,30,37
r86,9,72,28,95,73,66,6,55,86,48,90,96,71,34,75,63,77,13,15,10,80,8,19,84,42,51,21,33,49,99,69,91,52,40,58,60,5,26,1,68,64,59,97,74,61,79,41,47,56,67,92,7,43,93,11,31,18,23,44,45,98,54,29,50,0,14,27,39,46,85,53,78,20,94,22,83,3,38,37,87,62,70,57,81,65,89,36,12,82,35,4,88,32,30,24,25,17,2,16,76
r82,85,52,35,18,78,31,44,25,92,9,68,48,45,84,15,30,47,95,71,29,76,75,79,27,99,98,24,28,46,86,20,59,43,2,17,66,23,41,33,58,97,38,39,96,62,42,3,72,50,19,80,22,60,26,57,74,6,89,70,36,16,53,4,82,83,54,14,5,67,21,90,12,40,91,8,49,94,1,32,51,10,64,61,73,69,81,55,87,34,13,56,11,7,88,65,77,63,93,37,0
r2,28,8,22,35,66,24,39,52,61,67,65,54,87,13,57,80,40,48,68,7,89,9,29,21,30,55,90,81,12,15,44,27,38,23,37,58,94,78,53,70,10,2,33,96,3,60,17,26,46,4,0,34,88,83,1,20,84,31,82,25,79,64,18,86,92,51,71,14,91,56,73,74,95,16,85,76,77,50,32,19,93,36,75,99,47,98,41,49,45,43,59,6,11,5,42,97,63,72,62,69
r27,41,26,12,42,84,21,63,94,45,17,75,97,30,83,62,18,23,4,47,69,64,46,98,44,65,33,93,19,92,2,52,55,61,78,82,53,89,38,43,28,9,67,6,25,86,37,95,71,48,79,5,58,8,90,87,91,73,99,7,39,35,80,54,16,88,27,32,85,36,24,10,51,11,60,74,13,14,31,96,15,57,59,72,29,76,81,0,40,70,66,22,20,50,68,56,1,34,77,3,49
r96,94,61,1,11,95,54,3,60,89,72,26,73,40,28,25,2,81,7,23,58,33,92,24,88,18,27,66,37,47,52,74,5,51,78,57,43,13,93,98,67,20,32,19,31,17,36,38,86,8,80,82,45,65,59,50,84,30,15,55,16,76,83,14,79,41,70,91,22,48,9,21,99,75,85,6,96,12,71,63,4,0,10,42,68,39,64,53,87,77,35,90,44,62,29,69,46,34,56,49,97
r63,24,80,83,33,23,69,50,81,30,79,48,1,82,87,4,56,70,90,32,34,46,19,65,0,25,93,14,94,37,57,39,7,78,74,12,15,91,68,75,13,9,43,52,72,55,35,58,67,77,11,51,5,29,62,63,59,2,41,26,99,89,27,76,49,3,84,10,28,96,21,73,71,40,53,36,95,54,98,61,45,66,97,38,17,64,22,6,60,85,86,8,18,47,88,20,92,44,42,16,31
r65,14,75,47,69,59,88,80,22,50,70,52,25,60,18,97,1,12,21,15,99,8,28,2,51,74,33,31,32,92,17,53,5,27,58,62,95,66,9,72,90,89,24,16,68,13,79,10,30,6,93,20,65,96,23,49,44,71,35,3,42,85,43,0,86,19,64,98,41,67,78,29,4,39,57,77,37,45,40,7,84,81,61,36,38,87,48,82,91,56,46,76,63,26,54,55,94,83,11,34,73
