,d67,d25,d18,d30,d17,d93,d2,d62,d41,d20,d82,d40,d76,d77,d43,d32,d11,d19,d10,d53,d92,d47,d34,d68,d71,d42,d81,d51,d36,d29,d73,d98,d13,d97,d37,d65,d7,d95,d49,d86,d96,d23,d59,d26,d55,d60,d8,d79,d75,d64,d90,d50,d24,d3,d4,d22,d6,d56,d35,d5,d39,d91,d85,d94,d1,d14,d88,d100,d78,d57,d74,d80,d61,d83,d46,d69,d48,d15,d21,d72,d27,d66,d52,d16,d12,d89,d87,d99,d9,d31,d58,d28,d45,d70,d84,d38,d33,d63,d44,d54
r68,79,98,80,40,91,44,24,90,67,78,2,55,7,97,87,3,10,0,71,56,42,12,65,66,73,50,82,31,4,19,15,63,60,13,69,81,45,20,64,84,41,1,62,88,58,27,94,25,76,52,23,61,21,29,89,51,37,16,83,92,74,85,93,47,53,57,34,33,48,18,49,22,99,54,59,14,9,5,26,96,95,32,38,68,46,72,11,8,6,70,36,35,86,39,30,43,77,17,75,28
r87,7,35,71,85,64,91,28,57,21,75,53,15,84,23,79,95,9,31,73,36,76,22,24,86,40,18,33,87,20,99,59,1,93,62,97,34,16,25,63,32,83,72,14,65,94,37,69,29,39,46,42,50,49,77,60,5,11,61,52,98,74,27,66,54,55,45,2,78,17,44,89,68,4,3,58,96,30,6,67,26,19,13,12,90,43,10,88,41,56,92,8,80,82,38,51,47,0,70,81,48
r47,89,87,8,53,38,25,13,49,12,75,27,47,79,24,21,17,67,68,96,58,16,65,70,93,61,5,40,92,0,90,97,28,59,50,94,19,85,83,62,95,22,80,84,86,43,23,36,48,11,15,44,34,1,98,4,73,64,72,76,30,9,54,7,32,55,63,69,46,14,57,60,29,3,66,81,10,2,26,82,18,51,56,39,20,99,35,78,77,88,42,91,6,74,41,45,71,31,33,37,52
r88,74,21,64,82,72,78,95,20,48,99,67,89,87,32,7,17,2,39,63,59,68,11,92,85,93,54,46,61,47,36,26,98,35,24,58,90,9,49,3,55,71,13,42,88,40,96,86,14,60,15,4,51,38,22,43,52,76,66,23,62,56,53,79,77,18,33,44,30,1,45,84,12,19,73,25,37,83,28,34,70,97,80,5,50,75,0,65,6,10,31,8,94,81,16,41,57,91,29,69,27
r65,84,92,6,49,54,29,65,33,38,76,25,83,51,77,13,12,5,32,26,44,89,79,16,8,24,20,81,93,80,69,75,90,68,67,17,72,96,9,0,42,55,3,28,31,23,62,34,88,61,73,71,60,45,19,22,94,66,56,87,21,14,91,97,74,7,35,41,36,2,99,10,43,70,30,37,27,52,48,59,85,53,95,86,40,64,18,78,39,63,57,46,1,58,47,50,15,4,82,98,11
r7,97,35,28,48,61,38,0,69,12,32,99,52,33,42,40,16,50,51,79,7,82,94,30,77,29,19,90,81,18,22,15,9,31,47,86,49,20,6,57,80,59,63,45,56,3,64,83,44,53,68,74,27,98,71,87,66,46,13,14,10,78,25,36,1,2,26,95,17,72,73,91,21,8,76,62,23,88,84,43,58,37,11,67,39,34,93,41,75,85,92,89,54,96,70,55,5,24,4,60,65
r30,14,50,23,5,4,83,17,80,90,79,61,97,52,28,82,66,57,34,31,58,93,25,33,47,68,36,46,18,74,65,26,64,30,9,42,99,95,3,75,16,12,2,15,7,19,96,13,8,1,62,69,45,92,89,60,71,44,70,84,88,86,24,77,39,43,51,41,56,98,48,29,10,94,73,27,35,59,22,87,32,21,67,81,72,54,53,0,91,20,40,76,63,38,85,6,55,37,78,11,49
r55,25,38,60,55,29,6,68,81,96,88,94,91,47,97,86,62,89,69,15,65,5,84,41,66,71,61,51,45,32,30,36,73,23,33,4,21,82,42,2,24,92,79,12,57,35,64,9,8,10,54,56,67,31,48,85,22,1,59,34,93,98,13,46,11,74,19,90,20,78,0,80,70,72,7,39,44,14,43,26,27,16,83,63,95,18,17,40,3,52,87,58,99,49,76,53,37,28,50,77,75
r13,30,79,43,47,5,81,18,87,34,63,68,80,44,56,13,64,59,51,20,90,24,66,35,9,46,82,77,11,6,98,14,85,61,99,93,39,84,58,49,73,15,97,2,45,0,16,89,33,95,32,52,25,55,7,37,40,28,36,65,12,67,86,1,69,83,53,3,41,38,78,91,26,29,19,75,17,10,60,31,72,57,8,42,4,27,54,21,22,23,48,74,70,94,71,50,96,76,62,92,88
r89,22,18,67,74,28,60,64,76,94,23,88,96,53,41,99,46,66,21,59,65,2,4,42,56,63,81,3,13,43,7,1,83,29,15,72,71,6,62,27,24,90,5,87,86,79,50,35,40,26,19,30,38,61,92,82,49,75,44,58,17,16,31,52,14,95,12,9,47,77,10,54,73,57,84,51,39,33,8,20,68,78,34,11,91,36,69,37,0,89,55,25,85,80,97,70,48,45,98,32,93
r5,92,91,39,41,81,74,55,52,8,73,21,82,70,20,11,95,71,89,32,36,79,27,50,28,13,31,3,46,16,22,90,94,0,26,47,86,10,34,76,14,60,54,57,17,78,62,63,9,45,29,69,49,64,80,88,33,65,93,97,72,75,67,85,61,59,12,25,68,35,66,98,43,42,5,37,18,77,1,30,84,99,53,48,58,40,7,38,56,24,19,15,44,51,96,83,4,6,23,2,87
r27,67,76,27,43,87,38,55,53,29,94,36,75,47,69,70,37,15,85,90,14,78,18,63,19,83,65,22,52,93,92,23,30,82,13,45,44,7,57,95,40,42,56,72,9,5,84,34,66,3,77,1,33,49,60,50,80,98,79,73,61,81,0,62,58,8,6,20,97,16,32,28,2,51,48,54,68,35,91,64,59,71,39,86,46,11,96,88,89,24,41,21,25,4,26,10,12,99,31,17,74
r98,71,93,64,90,72,67,38,66,89,77,42,56,83,18,57,69,27,97,11,33,52,3,5,24,19,36,40,91,21,50,7,2,94,0,41,92,70,35,46,30,55,58,4,32,96,15,88,28,6,86,23,62,1,87,10,44,22,95,74,9,80,26,34,79,63,60,37,53,8,54,45,49,75,84,98,78,76,48,81,29,51,14,20,12,65,82,43,59,73,25,47,99,31,39,13,85,17,61,16,68
r36,90,50,66,40,5,4,33,85,37,41,80,23,96,44,67,2,32,72,39,36,45,60,48,59,84,63,56,61,87,57,64,11,25,93,27,51,76,95,1,38,8,22,12,55,10,0,42,69,88,81,97,68,58,79,75,74,47,29,53,49,43,18,83,71,86,82,13,15,52,9,91,6,70,17,28,78,16,65,7,62,73,89,98,21,30,54,77,26,3,20,34,31,19,99,14,92,46,94,24,35
r50,42,15,60,46,95,8,73,93,31,89,66,18,21,6,23,53,98,13,20,24,19,11,2,39,48,34,72,80,3,74,9,14,96,68,4,0,38,50,12,51,92,62,22,61,82,83,36,64,91,84,94,41,47,17,55,32,1,54,90,85,10,40,97,49,59,63,28,76,65,70,75,52,86,57,44,77,58,67,45,69,37,33,27,87,29,5,16,81,7,26,43,35,88,56,78,30,99,79,71,25
r11,16,7,51,97,25,78,96,5,85,29,15,37,76,79,28,26,87,77,91,75,71,49,73,50,17,36,9,19,47,4,60,46,31,12,14,86,21,27,3,33,57,95,2,54,18,13,93,32,38,61,88,67,65,94,99,69,89,66,92,90,24,48,81,11,56,8,43,30,34,63,64,98,41,35,52,83,10,53,72,39,59,55,82,40,44,80,68,20,70,84,6,62,45,1,42,0,23,74,58,22
r69,35,13,2,20,61,97,66,76,92,79,12,37,96,46,29,55,95,60,45,69,58,48,70,31,65,47,72,49,34,94,75,8,32,40,83,27,80,81,54,23,4,71,53,67,7,57,44,19,91,77,64,63,16,11,26,51,39,89,42,36,52,33,86,15,41,82,74,68,85,21,50,62,5,6,0,84,10,93,9,24,99,22,56,98,1,25,88,38,14,73,78,30,43,59,18,17,28,87,90,3
r29,55,26,3,98,49,60,24,11,32,71,31,18,67,7,97,43,4,39,87,90,29,56,12,79,78,69,9,85,89,59,8,21,22,2,37,0,73,6,96,66,53,19,94,41,40,99,1,30,5,64,33,62,86,80,72,74,45,34,47,92,63,15,44,13,68,54,28,48,65,91,82,27,58,10,35,88,75,46,84,20,52,42,36,77,23,83,51,38,50,93,25,95,16,14,76,57,70,81,17,61
r93,83,60,62,38,40,45,76,85,75,89,28,69,70,3,77,22,66,72,88,18,98,36,67,74,92,55,82,54,0,94,26,86,96,59,57,43,79,58,61,41,29,80,14,8,25,56,23,52,63,51,49,64,97,15,78,68,7,44,95,71,34,19,27,24,31,37,1,33,91,50,21,2,35,5,11,53,93,81,6,48,65,47,73,46,9,20,10,17,42,13,16,90,39,12,4,30,87,32,99,84
r24,53,98,67,83,4,44,49,46,38,48,55,37,13,41,34,45,72,36,10,5,17,6,20,58,94,69,76,2,97,28,91,29,42,12,61,23,81,18,86,59,73,85,93,1,88,24,89,92,70,74,54,21,57,78,3,0,27,79,47,71,63,82,19,22,56,75,35,96,66,80,11,25,51,65,87,26,77,99,33,9,50,62,43,52,31,8,15,32,95,68,39,84,14,60,30,40,90,7,64,16
r59,32,61,64,21,89,0,36,80,38,47,4,26,39,55,58,73,56,74,1,19,62,45,49,31,85,54,25,41,43,53,33,94,40,84,96,78,81,6,51,10,83,5,28,7,27,66,9,14,70,18,60,75,88,37,50,86,79,20,3,95,57,24,35,11,65,44,98,15,93,69,76,87,22,34,63,59,8,71,13,67,30,48,16,72,68,99,82,17,91,2,12,42,97,29,52,77,90,23,92,46
r53,30,69,41,84,26,60,98,21,99,97,52,50,56,96,76,89,31,81,17,12,25,22,45,88,77,92,75,43,61,82,3,73,33,34,85,59,6,4,47,66,23,16,29,28,72,74,80,79,70,58,24,11,51,2,35,78,40,54,57,93,19,1,0,14,68,13,90,95,44,46,83,86,8,10,27,5,20,49,15,62,38,63,53,71,48,36,87,7,91,65,67,42,55,37,9,18,64,94,32,39
r1,23,4,37,62,57,65,52,75,12,38,24,71,1,43,16,2,8,36,66,81,77,58,93,44,51,26,25,50,92,80,89,95,32,31,15,29,72,40,54,90,84,76,91,82,99,53,79,68,42,46,94,74,27,83,35,13,5,39,67,33,6,21,48,11,63,9,60,7,14,28,86,56,10,73,96,20,98,17,49,59,64,30,41,70,61,55,3,0,19,34,88,18,45,22,97,47,69,78,87,85
r45,62,40,33,32,42,23,99,4,29,86,50,26,77,93,25,22,38,80,51,6,67,43,35,10,18,71,68,72,3,41,74,31,57,8,46,82,92,15,90,20,14,13,83,34,97,17,1,49,37,91,96,30,69,16,61,2,64,87,11,36,98,39,52,0,7,89,12,70,78,54,59,21,65,88,48,84,47,75,27,56,94,19,76,44,5,66,58,55,53,28,45,81,63,79,73,9,60,95,85,24
r35,60,74,65,37,94,93,84,29,14,33,48,26,55,24,4,98,39,75,10,63,80,64,56,78,87,70,18,49,57,2,58,5,44,8,61,27,30,62,85,0,82,16,1,51,35,31,20,15,9,40,92,13,17,50,46,22,52,69,38,83,59,68,45,91,11,7,99,47,96,32,76,42,86,81,36,89,79,73,43,28,41,19,23,54,66,6,53,95,21,72,97,90,3,12,88,67,34,71,77,25
r61,98,54,53,72,21,42,29,27,16,67,78,59,85,89,50,51,4,63,52,43,10,15,33,56,7,39,84,64,75,1,47,69,99,8,80,81,34,61,91,60,11,74,32,96,0,35,20,17,88,65,40,13,18,66,71,90,62,76,86,82,25,23,58,73,37,9,22,94,14,97,70,2,38,5,19,44,68,87,92,45,49,48,77,6,31,57,46,95,28,24,3,26,36,12,79,55,41,93,30,83
r34,71,8,14,72,88,98,68,65,79,26,34,23,84,17,42,27,58,63,46,32,33,87,56,3,99,66,97,6,74,57,12,90,95,38,59,30,41,93,20,94,43,47,9,54,10,31,55,69,78,82,61,22,53,45,37,73,50,86,91,85,60,35,0,48,19,5,39,77,83,49,13,64,7,15,25,24,96,92,36,52,44,28,81,62,29,2,51,76,70,75,1,67,21,16,18,4,80,40,89,11
r63,42,46,40,78,7,20,92,95,45,29,82,33,27,64,49,63,5,71,1,8,37,13,89,75,34,50,96,67,39,66,99,10,52,76,23,15,55,60,90,69,62,77,31,98,86,72,9,68,93,17,19,0,43,30,84,18,38,3,65,4,87,73,22,12,70,32,2,11,48,91,28,56,83,81,79,58,24,53,36,54,85,57,51,97,61,74,59,44,35,47,41,25,26,80,6,16,88,94,21,14
r44,84,69,67,46,95,64,42,71,82,41,81,72,93,2,9,92,29,31,45,6,19,60,10,27,96,13,22,94,98,17,87,54,70,57,23,68,80,51,58,40,15,16,36,14,28,56,83,21,43,49,91,5,66,30,89,85,63,78,20,97,76,34,11,50,39,48,0,26,32,3,59,79,7,62,18,53,77,99,44,37,1,65,24,4,75,74,33,12,8,73,61,25,52,35,90,86,55,38,47,88
r54,79,68,95,90,74,62,12,81,32,26,1,56,4,69,63,44,2,71,18,13,99,73,15,48,7,23,47,51,93,11,45,31,36,92,42,49,10,52,34,5,96,29,57,3,0,64,72,87,77,65,70,38,22,66,9,33,40,19,17,59,20,76,25,82,91,83,30,89,78,98,27,54,6,84,97,61,67,39,58,16,80,37,53,86,43,8,50,41,14,60,55,21,88,85,94,46,75,28,24,35
r57,65,21,48,46,12,18,69,26,32,14,17,10,92,63,94,70,38,86,43,24,57,67,34,81,4,0,35,62,66,47,79,53,84,91,82,25,16,93,74,55,13,54,33,15,76,89,27,6,19,40,22,72,77,29,83,45,36,52,73,49,64,51,28,71,58,7,5,1,95,3,39,23,31,99,96,50,60,75,56,90,87,42,37,9,30,85,20,11,2,97,41,44,88,98,59,8,61,80,68,78
r66,59,27,87,90,93,78,70,4,94,73,79,50,97,17,74,82,43,91,40,86,38,83,60,69,10,53,47,51,54,76,2,19,88,71,75,66,61,21,49,8,89,7,81,65,92,95,6,96,45,3,33,85,14,13,99,16,37,0,67,48,30,63,20,77,36,57,31,18,32,44,84,68,56,26,62,24,80,64,1,58,41,46,15,9,52,39,29,34,72,12,35,28,25,42,5,11,98,22,55,23
r15,58,2,1,72,64,23,65,16,88,36,6,38,66,14,13,32,59,5,0,41,92,46,53,67,35,3,37,78,26,19,29,31,97,89,63,34,9,62,10,93,85,44,71,39,42,18,55,60,76,50,80,75,84,95,87,52,77,56,17,83,74,43,79,61,27,30,28,48,68,40,21,4,25,15,81,82,20,45,86,69,7,12,33,8,94,49,73,24,22,47,70,91,57,90,54,11,99,98,51,96
r95,36,83,7,53,66,91,37,70,41,58,48,9,90,20,98,47,46,51,96,87,25,68,59,3,92,23,2,57,72,28,27,50,13,42,12,71,80,35,33,65,76,39,31,8,88,11,1,14,16,5,62,49,94,26,67,73,17,79,55,86,74,40,99,75,4,78,52,30,43,22,77,97,34,63,0,95,44,93,15,38,84,32,10,64,24,89,69,60,61,56,45,19,54,18,81,29,6,85,82,21
r40,97,91,28,5,41,47,83,64,32,94,76,43,53,21,59,38,40,12,66,70,88,52,42,8,29,13,60,27,39,71,14,93,18,89,51,61,30,62,1,77,23,98,46,3,65,85,50,72,63,56,33,58,22,48,19,73,20,87,74,57,24,7,49,17,26,55,34,90,6,31,36,79,45,84,9,2,81,16,54,69,35,95,92,4,11,67,80,0,68,10,96,75,44,86,82,37,25,15,78,99
r83,85,35,81,6,36,41,68,57,0,32,98,10,69,66,49,77,75,87,60,2,95,44,48,46,84,45,64,67,26,71,70,43,73,5,89,99,4,19,34,16,78,54,31,83,72,7,24,92,21,20,22,56,58,38,62,97,93,39,42,96,90,9,40,88,61,33,12,79,80,74,15,8,27,94,28,51,63,37,86,23,18,11,50,13,52,29,14,59,53,17,91,30,82,3,47,76,55,25,65,1
r48,60,26,73,65,51,76,66,42,90,82,33,63,20,5,4,49,39,3,64,74,92,79,6,0,97,88,54,41,1,48,89,68,34,91,75,58,72,17,87,24,27,40,36,30,12,57,99,32,62,98,44,46,47,14,38,77,35,16,25,78,70,10,2,21,80,13,45,19,28,29,9,69,23,50,15,52,61,43,59,55,37,93,96,11,56,67,7,31,8,22,81,18,85,83,86,71,95,53,84,94
r31,25,42,79,69,76,23,18,20,84,97,87,88,33,22,45,10,36,95,94,4,57,7,35,29,73,37,5,53,55,75,70,50,51,30,21,16,81,13,38,74,54,3,28,93,86,26,9,83,64,68,78,67,39,32,14,72,34,24,2,71,27,59,80,40,85,77,62,46,11,66,52,56,89,6,61,12,17,58,60,19,0,99,91,82,98,43,65,90,63,44,8,41,49,92,96,31,47,1,48,15
r4,88,76,39,98,15,35,17,68,63,80,60,18,75,86,24,94,47,42,54,23,73,43,13,28,36,84,45,5,4,40,56,0,67,27,7,72,2,31,55,48,14,6,51,52,53,50,61,49,69,64,38,91,44,57,16,77,78,20,66,12,34,83,71,92,37,25,21,85,8,26,81,9,11,3,65,58,93,70,95,32,30,87,82,90,10,33,22,46,19,97,29,62,74,59,89,1,41,79,99,96
r74,94,37,47,61,22,99,12,55,6,71,31,46,26,60,23,27,15,70,89,40,90,4,76,20,80,32,83,50,5,63,9,33,77,98,56,86,43,85,67,49,82,58,24,73,92,29,84,53,62,79,8,28,88,13,2,7,69,10,41,81,75,1,14,68,78,65,52,42,44,19,66,0,21,74,18,30,87,38,17,39,57,72,48,95,59,16,93,3,96,25,97,35,11,91,34,36,54,45,64,51
r90,38,40,25,31,6,83,28,88,45,67,16,93,49,89,92,60,63,11,69,36,0,94,71,86,33,61,74,80,29,51,81,90,42,26,9,66,52,14,96,22,46,21,3,19,84,8,35,76,57,87,73,4,75,15,20,5,34,23,44,82,50,7,72,48,68,59,98,18,53,17,78,13,47,65,91,12,37,10,56,97,32,58,24,77,54,1,62,2,41,70,43,99,30,79,39,95,27,55,85,64
r46,50,36,29,66,82,55,89,83,87,80,28,76,72,35,65,13,40,6,42,46,92,15,5,10,99,43,64,56,98,49,25,86,17,2,93,0,24,77,68,41,1,39,16,85,95,52,26,22,84,20,32,71,11,75,67,8,69,33,51,3,12,31,45,59,90,18,74,9,38,21,61,79,62,34,54,53,19,27,88,57,91,47,78,63,30,58,70,14,4,81,44,37,73,96,94,23,7,48,60,97
r8,52,74,34,35,21,0,61,76,77,26,66,83,20,78,67,71,28,91,11,73,97,39,49,23,12,96,86,65,68,15,46,92,44,79,51,8,10,47,63,90,25,45,43,95,4,19,24,7,62,57,1,93,89,81,72,50,27,32,55,64,17,53,98,54,88,94,22,6,58,85,16,48,9,38,70,42,59,87,60,75,82,5,37,69,3,99,13,33,36,56,29,18,30,84,80,40,31,41,14,2
r32,46,13,45,44,26,77,66,10,30,18,27,74,73,87,59,29,85,25,60,99,70,50,72,58,91,51,63,96,47,98,56,31,40,61,32,16,20,80,28,12,3,37,69,64,95,92,43,71,68,17,4,8,1,86,84,48,15,57,53,33,75,21,79,6,62,52,14,49,76,19,42,2,67,81,90,36,22,83,41,35,55,7,94,5,11,78,9,97,38,24,65,0,93,88,39,82,34,23,89,54
r2,76,99,24,28,0,62,82,47,29,45,67,69,44,63,38,25,59,61,77,49,11,39,58,7,95,97,3,93,8,79,14,91,57,34,48,89,6,51,43,72,16,9,21,37,50,64,53,92,10,32,5,60,41,35,55,1,85,2,83,86,20,84,71,33,23,30,15,46,65,78,80,18,56,66,40,19,54,68,98,42,27,26,88,4,81,17,22,94,13,70,36,74,12,52,87,75,96,31,73,90
r73,81,99,90,95,3,76,24,39,11,46,2,83,78,84,98,73,30,35,87,18,41,60,69,75,1,44,13,9,6,93,25,52,91,49,10,67,36,82,54,63,88,15,47,16,37,57,58,7,5,19,96,62,26,21,50,42,89,51,23,53,68,97,38,92,22,4,27,66,40,33,17,55,12,85,80,34,31,56,71,8,64,70,29,20,65,86,32,59,94,74,72,77,28,79,43,48,61,14,0,45
r91,3,61,37,52,95,29,57,87,70,90,93,28,71,51,1,76,2,36,21,88,15,13,42,14,6,7,43,55,4,84,75,81,79,72,26,74,49,48,40,8,32,35,33,10,98,25,27,47,30,86,58,53,44,19,63,68,96,11,92,5,97,60,91,45,34,83,39,46,9,17,41,77,64,31,67,12,56,78,94,82,89,99,20,50,85,66,16,62,80,38,65,54,69,18,22,0,59,73,23,24
r16,56,93,43,61,96,86,27,59,81,53,79,54,44,10,78,98,17,16,19,3,94,4,74,90,33,85,70,55,60,35,12,6,5,62,8,9,89,37,36,65,76,57,66,63,52,15,18,91,42,50,95,49,87,21,25,68,72,34,75,38,31,45,88,13,24,7,80,97,14,22,2,48,69,1,71,92,99,0,30,51,67,39,82,32,28,46,40,29,26,84,77,73,47,11,23,20,83,41,58,64
r49,1,7,14,68,54,27,98,62,91,28,64,60,99,71,12,67,88,37,84,25,19,2,35,21,39,93,59,40,45,86,61,77,65,80,33,72,23,20,5,70,43,52,31,96,9,92,36,49,81,74,95,42,85,56,76,55,15,79,63,29,22,13,18,11,32,34,8,90,57,38,83,58,82,94,46,51,75,47,4,87,89,0,16,48,50,30,66,78,26,73,6,41,97,24,3,44,17,10,53,69
r72,9,62,29,14,46,93,3,24,82,52,27,20,94,10,89,55,23,35,54,13,76,47,45,1,38,18,60,12,33,21,30,7,92,16,5,63,70,42,90,15,53,98,69,41,22,95,68,43,39,51,36,8,88,48,87,65,77,40,57,25,78,73,71,28,32,64,44,79,4,6,83,56,61,86,75,31,11,85,49,0,37,72,81,58,34,67,97,99,84,91,26,2,50,59,17,96,80,19,74,66
r76,22,79,61,10,65,98,0,87,26,34,72,93,11,27,57,96,69,1,64,35,30,3,73,7,12,16,46,54,49,6,76,68,83,44,52,4,31,48,88,78,62,55,59,39,71,85,97,9,66,25,51,56,2,5,45,74,80,40,24,94,82,77,19,13,38,50,15,84,41,36,14,43,67,29,21,99,63,81,28,89,8,70,20,17,92,75,18,86,23,33,37,42,58,95,60,32,90,53,91,47
r62,12,31,91,35,1,61,34,57,14,49,46,15,32,72,26,48,19,17,97,3,90,37,10,5,45,98,94,18,29,30,6,7,13,75,80,40,24,82,59,95,50,69,51,87,43,83,66,64,93,85,38,78,9,36,86,8,22,20,70,81,42,73,56,0,39,25,58,11,28,89,74,16,4,79,2,54,84,33,76,96,23,60,99,88,71,44,52,77,47,41,92,27,55,21,67,53,62,63,68,65
r21,6,62,14,55,50,45,37,60,2,57,49,3,68,11,19,43,25,34,77,72,48,13,83,94,84,27,73,93,35,42,39,53,86,82,41,90,24,8,79,85,88,65,89,54,23,9,91,70,98,47,97,64,46,15,17,99,80,81,38,1,44,16,32,58,28,78,36,63,0,7,61,56,5,40,4,18,31,10,51,22,30,21,20,96,71,52,74,92,29,95,12,59,33,87,75,66,67,69,26,76
r100,49,6,26,44,43,97,57,33,60,30,28,59,9,13,27,58,89,99,17,53,66,95,14,69,78,25,90,31,11,22,72,93,20,67,85,21,92,98,19,73,3,18,86,74,77,75,87,68,12,88,83,42,41,35,52,64,91,76,7,63,1,94,36,37,62,10,45,51,70,96,15,48,24,84,56,16,61,50,5,80,71,82,2,46,47,29,40,8,32,34,55,65,54,81,0,39,4,79,23,38
r38,90,77,40,16,35,71,79,78,31,72,70,44,46,49,5,4,67,37,17,57,61,81,66,68,63,75,0,95,82,39,12,62,28,21,64,69,58,88,27,9,11,14,92,86,1,59,47,33,85,51,2,83,38,54,93,76,3,48,26,13,19,42,6,7,52,41,43,30,45,89,99,18,96,22,23,97,94,80,32,65,8,25,29,60,84,36,56,73,74,15,55,20,34,87,10,53,50,91,98,24
r41,82,54,35,99,98,55,62,42,31,18,95,39,5,9,72,7,30,50,0,53,17,19,26,32,23,61,1,25,73,87,79,15,92,88,74,56,78,69,12,45,38,89,90,33,14,97,85,44,96,58,46,16,93,3,81,63,21,8,43,57,48,76,77,52,51,2,68,75,11,66,20,27,64,84,67,22,41,70,4,10,6,86,65,49,83,24,60,71,29,36,59,80,34,91,94,13,47,40,37,28
