,r34,r53,r42,r95,r30,r20,r10,r68,r64,r43,r77,r38,r21,r33,r97,r2,r93,r5,r66,r79,r46,r54,r6,r32,r83,r63,r86,r85,r98,r37,r94,r7,r100,r74,r1,r88,r70,r8,r47,r17,r14,r25,r75,r59,r67,r91,r31,r9,r52,r60,r40,r96,r61,r19,r50,r28,r65,r12,r16,r22,r44,r87,r89,r48,r4,r55,r35,r45,r24,r92,r71,r27,r90,r15,r78,r82,r51,r80,r3,r84,r49,r36,r39,r99,r69,r29,r76,r81,r26,r58,r73,r13,r62,r57,r11,r56,r23,r72,r18,r41
d31,59,17,21,66,16,88,79,43,15,89,55,45,40,32,41,8,11,19,80,50,77,94,20,99,60,73,39,13,96,90,54,31,63,62,4,46,56,71,93,29,87,9,37,86,26,64,33,5,82,65,69,47,22,97,1,2,53,7,44,52,92,83,6,48,30,57,36,75,23,76,25,35,67,98,74,0,3,49,91,24,58,42,12,61,51,84,18,28,34,14,38,95,81,70,78,68,85,72,27,10
d11,97,2,63,78,45,69,88,15,32,59,92,4,47,14,9,66,62,56,51,3,83,40,19,17,72,23,55,29,33,82,58,34,46,38,84,90,12,7,13,42,30,54,37,53,36,76,43,80,18,10,0,26,20,6,93,5,27,31,57,77,64,48,24,60,74,99,89,8,39,22,73,68,75,21,49,86,79,91,81,71,65,85,35,52,44,50,94,96,1,28,95,11,87,98,67,41,16,61,70,25
d24,39,36,6,5,44,21,3,73,63,10,48,49,88,14,41,45,12,20,19,46,13,81,9,76,2,35,82,65,97,64,24,37,50,62,98,86,60,77,75,31,89,17,55,56,26,25,52,83,92,94,27,16,8,4,69,51,61,84,95,32,42,40,78,28,72,74,29,80,15,57,85,47,96,0,58,66,53,68,59,91,93,99,30,67,90,38,23,70,43,11,18,1,54,22,71,33,34,7,79,87
d63,38,87,29,41,83,75,66,31,14,56,85,81,8,86,51,95,68,71,19,70,82,3,99,47,91,92,48,53,43,46,16,7,50,39,23,94,65,98,63,73,60,30,78,44,58,33,57,9,69,67,5,32,62,54,61,96,90,28,25,4,21,20,80,72,97,59,2,89,42,77,45,40,0,35,27,36,37,79,49,24,12,11,93,13,26,52,55,10,17,6,76,74,18,64,84,34,1,22,88,15
d39,54,31,91,30,70,74,71,12,73,96,13,46,66,56,38,6,18,86,34,29,72,15,52,85,39,82,1,3,62,94,78,97,35,60,53,63,4,69,89,88,90,21,99,37,24,32,47,64,9,87,65,10,36,33,93,42,26,79,5,95,44,48,14,2,22,59,23,27,49,19,28,8,84,57,92,16,7,58,17,25,75,61,80,51,98,68,83,43,55,11,77,0,67,45,40,76,20,50,81,41
d7,10,66,95,32,55,82,3,53,16,78,97,73,24,70,62,79,80,40,1,56,49,18,83,36,20,41,90,31,46,47,71,35,7,54,81,48,5,61,86,42,50,14,44,9,26,92,22,2,0,98,63,74,85,11,99,38,8,93,21,51,15,72,43,28,59,67,6,88,45,17,91,57,13,64,58,60,96,29,39,27,77,33,84,37,87,19,68,25,34,89,76,4,23,52,30,12,69,75,94,65
d91,91,70,68,27,99,89,26,92,14,82,18,0,85,60,13,31,81,34,75,65,15,86,95,51,62,47,9,25,33,42,20,48,22,44,1,64,5,2,8,58,57,69,66,50,93,10,7,84,59,54,96,78,46,87,49,80,97,56,35,53,40,98,73,28,21,32,29,61,67,24,41,37,12,76,45,6,63,3,77,55,94,71,36,4,52,72,19,88,79,38,39,23,90,16,43,83,74,11,30,17
d94,11,97,7,72,83,81,91,42,40,44,23,67,26,13,0,19,34,25,16,74,36,68,22,51,84,12,2,24,43,94,61,54,38,78,66,18,80,3,21,86,89,47,39,14,85,60,92,27,17,37,41,48,95,96,45,49,70,33,90,52,15,4,69,76,62,28,63,20,31,77,50,93,30,6,58,82,1,35,59,75,98,9,53,88,5,99,56,46,79,71,10,87,64,73,57,32,8,55,29,65
d53,70,44,72,61,94,2,24,9,77,63,93,88,30,76,92,40,66,17,56,33,10,20,52,16,83,41,69,37,25,49,11,64,39,81,47,32,89,50,4,5,71,6,29,18,96,14,68,97,73,57,15,87,65,59,19,45,91,67,90,53,23,34,54,13,8,51,80,35,75,0,84,42,79,58,22,95,1,82,62,99,48,46,26,78,43,3,60,27,74,85,12,21,31,38,98,55,28,86,7,36
d9,85,67,17,75,31,16,94,77,70,55,84,29,23,98,6,10,61,47,21,0,24,37,5,86,65,40,34,87,43,68,53,4,7,46,30,63,57,1,35,33,52,45,97,81,90,9,92,62,20,48,74,66,11,36,26,93,54,15,18,49,78,72,76,39,41,56,59,19,27,44,80,71,22,2,89,88,14,60,50,3,8,99,79,58,12,83,91,95,42,73,69,51,13,28,38,96,32,82,64,25
d16,12,69,16,67,18,7,27,37,89,52,39,49,13,42,79,97,87,66,15,41,53,4,21,1,82,81,24,55,64,34,17,44,77,93,51,3,9,94,40,22,29,71,6,98,75,80,70,85,31,99,11,0,84,76,32,26,20,91,38,23,47,10,63,43,46,14,57,36,2,54,45,5,19,28,86,65,33,72,8,56,60,48,90,73,58,68,74,59,96,83,35,95,78,62,88,61,25,92,50,30
d87,55,97,85,93,4,42,99,56,16,70,1,51,20,26,44,89,15,17,49,64,24,54,38,96,77,79,71,87,80,74,90,31,47,50,75,94,53,29,28,60,48,36,46,69,9,76,18,68,65,67,63,21,86,43,11,83,98,6,8,81,14,91,59,41,22,3,61,37,10,62,52,5,84,13,25,33,7,0,66,82,95,73,72,19,78,39,45,40,35,12,23,32,88,30,57,34,27,92,2,58
d38,45,71,6,84,70,2,23,59,41,17,61,65,92,96,50,0,29,66,68,76,69,18,12,35,97,63,85,22,87,16,56,10,32,95,40,86,4,14,89,11,38,72,15,81,83,44,94,30,73,62,28,37,64,77,7,5,20,49,33,9,47,99,90,57,80,74,53,75,58,88,13,39,1,21,60,19,8,34,82,51,27,43,78,26,98,42,3,48,55,54,91,31,46,24,52,25,67,36,93,79
d66,6,77,44,91,50,63,66,60,85,94,70,25,42,18,93,80,40,22,29,97,46,92,76,10,56,48,15,73,20,67,88,96,30,75,37,83,39,21,27,9,72,90,69,36,52,54,13,7,28,84,23,68,14,55,5,51,17,24,38,95,34,49,32,8,33,57,43,82,58,35,65,16,4,87,79,62,19,45,3,41,0,61,47,2,74,99,12,53,64,31,1,11,81,71,59,98,86,26,78,89
d1,74,77,19,8,9,6,60,88,38,14,1,58,4,35,85,61,26,21,29,93,72,92,18,7,52,90,64,49,24,99,56,17,67,42,95,51,80,55,84,46,54,97,15,37,96,53,75,31,23,41,36,16,3,32,39,89,66,11,40,30,68,50,79,12,2,63,28,65,76,69,27,62,34,48,5,22,87,91,57,70,78,83,59,71,98,86,45,81,10,43,94,20,25,82,47,13,73,33,0,44
d5,83,68,28,24,96,21,52,49,35,34,12,84,69,40,8,78,94,6,93,41,87,39,88,45,82,22,44,4,26,27,15,71,59,42,72,36,98,63,66,62,64,18,91,7,3,57,70,13,80,79,14,37,53,95,46,29,58,56,1,20,10,77,0,48,85,61,23,38,90,92,16,65,11,33,17,31,9,47,54,51,2,32,67,55,86,75,99,19,5,25,81,43,89,73,50,30,60,74,76,97
d82,95,78,85,45,34,93,38,43,16,29,76,17,63,39,22,48,61,47,74,35,57,1,77,56,53,3,4,82,32,84,42,41,69,98,58,14,94,15,90,88,40,31,49,67,99,96,11,24,68,81,73,33,5,60,0,83,19,23,66,10,89,50,44,91,64,54,62,25,79,7,46,87,51,37,59,71,65,28,18,92,8,9,21,80,86,27,52,70,26,36,30,12,2,20,72,13,55,6,97,75
d72,55,91,65,71,93,13,50,11,79,54,20,7,56,5,15,89,74,72,69,22,73,18,0,12,58,46,32,47,48,94,81,77,45,62,85,19,82,80,75,44,83,9,43,59,14,90,76,49,70,84,25,29,78,87,6,34,23,8,30,10,16,4,95,38,37,28,64,61,39,67,24,97,27,99,21,26,92,41,31,51,53,35,40,3,88,17,2,36,68,60,63,33,66,86,96,42,98,52,1,57
d3,71,29,50,15,78,17,74,42,93,16,1,8,31,79,20,68,37,54,69,46,27,85,67,5,98,48,75,33,62,80,60,77,99,24,95,63,45,49,4,81,7,94,32,55,91,70,82,52,72,6,73,35,3,59,14,66,61,22,53,36,9,2,65,0,43,87,88,40,96,47,83,26,64,58,38,44,18,51,30,90,92,56,86,19,89,12,13,25,11,34,41,21,57,10,28,84,76,23,97,39
d81,90,48,74,30,3,5,42,58,69,0,51,44,13,57,28,77,50,24,46,85,38,83,67,86,47,95,54,9,99,87,75,72,10,49,36,32,59,18,41,35,68,19,12,14,62,71,88,66,63,61,89,45,26,8,60,39,11,21,80,23,1,15,53,93,7,79,65,43,33,56,94,16,91,84,73,31,64,76,82,25,22,92,4,40,29,96,17,78,81,20,27,2,52,34,55,37,6,97,70,98
d33,84,44,27,42,97,24,60,7,71,9,63,52,12,46,18,11,67,96,99,36,15,87,92,59,65,86,30,95,53,75,82,66,25,61,77,76,23,31,34,2,21,4,0,35,32,64,62,17,94,73,28,57,47,43,8,89,3,90,14,70,33,20,80,55,13,40,41,78,19,49,56,93,54,37,88,68,50,48,5,69,72,29,74,81,10,26,22,16,83,58,39,98,91,79,1,38,85,45,6,51
d14,56,26,41,31,59,58,87,68,50,2,70,32,74,19,9,5,77,27,30,94,61,17,24,89,71,80,21,12,86,55,7,40,13,37,91,48,72,60,46,44,98,11,0,22,85,84,73,82,42,96,36,38,33,69,15,34,57,47,88,10,78,28,76,3,16,81,52,62,14,51,83,63,53,6,97,92,66,95,99,29,39,18,67,54,43,35,64,25,79,1,20,75,23,93,8,90,4,65,49,45
d4,31,41,4,8,85,99,76,20,84,18,24,98,80,17,64,87,28,72,16,33,50,43,21,78,39,25,36,54,88,63,47,40,12,13,42,71,90,55,35,45,59,96,15,67,2,7,82,68,37,22,46,26,10,83,34,9,91,32,19,66,94,51,89,0,95,69,3,74,44,14,75,53,97,86,38,70,92,6,73,79,27,30,62,1,57,11,77,5,65,56,81,29,48,93,60,23,52,58,49,61
d6,82,48,22,8,96,31,41,40,54,9,17,62,2,85,24,52,47,66,46,1,16,13,12,34,63,33,0,23,74,58,4,11,56,59,35,30,53,68,77,3,26,84,87,5,29,79,14,7,98,39,57,89,64,50,28,60,36,94,37,15,21,91,78,69,92,44,81,55,65,32,49,76,83,95,73,45,75,93,10,19,20,88,61,25,43,51,18,38,80,90,42,70,97,99,86,67,71,27,72,6
d98,87,7,73,84,50,20,69,34,49,23,51,60,94,48,70,2,93,39,37,6,26,21,41,18,32,75,42,66,77,8,13,63,43,0,98,72,40,27,58,55,29,62,95,14,1,91,76,89,16,86,38,59,10,67,36,68,44,82,30,9,65,83,61,35,24,3,54,56,33,88,19,11,22,17,12,96,46,31,81,78,53,47,57,74,92,15,90,80,28,99,85,45,4,97,52,25,71,5,79,64
d79,29,65,64,19,2,91,12,31,92,95,32,96,16,78,88,70,69,81,73,53,60,62,11,5,10,99,56,39,48,59,27,98,57,17,22,93,44,71,49,20,45,46,42,0,82,74,7,36,33,9,14,25,58,34,52,30,85,63,84,50,89,21,67,26,61,54,97,41,90,1,3,38,13,55,8,40,23,68,75,77,79,94,28,15,37,51,35,18,47,6,72,86,24,66,43,76,4,83,87,80
d49,66,83,26,20,17,48,99,16,2,22,65,47,69,46,49,41,88,97,73,70,18,84,78,94,7,43,32,89,9,33,54,87,57,76,38,90,55,45,6,58,82,15,40,86,77,79,67,27,85,0,56,98,25,50,5,52,59,53,44,93,28,31,42,11,39,91,14,3,62,75,4,24,92,21,1,8,12,80,96,36,37,30,60,72,61,13,95,68,34,23,29,81,74,51,10,35,19,64,63,71
d55,95,41,80,21,53,83,25,46,96,54,61,62,26,73,6,97,24,49,20,42,7,75,18,72,32,33,84,45,94,70,48,34,89,2,66,50,71,13,8,22,5,38,30,93,15,44,40,82,27,58,0,91,39,23,90,92,59,29,65,28,55,16,81,4,1,31,14,60,74,98,47,35,67,37,88,9,52,68,17,69,85,57,86,3,63,87,10,51,12,36,99,77,19,43,56,11,78,64,79,76
d61,41,85,27,26,21,15,29,58,77,75,91,87,79,90,48,11,84,49,38,94,14,78,63,9,88,30,40,35,18,98,3,37,71,51,52,16,57,10,72,56,54,13,89,74,59,96,97,2,92,55,46,31,81,17,24,66,64,8,42,47,44,34,7,39,1,82,4,32,43,19,23,50,60,12,0,86,45,22,68,33,61,6,80,76,36,73,67,25,62,5,69,28,20,93,95,99,70,53,83,65
d95,69,70,64,48,52,62,25,3,58,84,37,46,65,73,72,80,47,95,30,67,41,7,91,61,43,5,21,51,63,17,28,54,55,94,22,23,26,31,0,4,57,56,93,12,85,1,99,36,74,45,90,18,10,24,89,14,38,86,75,60,87,50,40,33,76,66,81,29,13,68,71,98,78,6,19,92,77,83,34,9,79,32,8,97,96,16,35,42,39,88,27,2,11,59,82,15,53,49,44,20
d26,18,21,81,90,64,56,84,45,62,2,35,99,44,29,88,96,86,20,77,91,79,97,36,87,51,0,24,5,98,39,37,31,54,50,75,46,48,27,6,47,89,25,33,40,70,74,26,95,76,63,8,23,42,78,4,41,61,43,3,58,13,80,55,65,28,83,1,73,10,82,11,12,59,69,9,49,85,15,22,17,68,66,60,7,32,14,30,67,71,92,16,38,19,34,94,93,72,52,53,57
d88,0,88,13,85,64,71,22,58,29,9,82,84,17,30,77,63,11,98,46,78,39,38,15,2,62,55,6,75,1,52,25,33,49,21,45,57,5,35,48,36,76,60,26,3,32,83,91,93,99,86,70,34,59,90,72,43,80,54,42,68,74,44,92,16,51,61,20,19,89,27,66,4,31,7,14,69,8,79,18,65,23,12,73,95,94,47,50,96,40,41,37,53,67,56,24,87,10,97,28,81
d69,8,59,47,46,58,93,38,25,39,14,18,78,52,61,12,55,6,16,9,1,89,10,35,34,90,40,28,83,17,92,37,7,94,3,74,4,30,72,73,51,27,67,13,66,71,88,21,86,65,60,96,81,19,85,84,63,24,79,42,23,5,36,31,54,0,57,82,91,45,68,56,97,87,98,95,77,75,80,62,41,50,20,2,11,32,33,64,76,44,22,49,43,53,29,15,99,70,69,48,26
d78,53,76,6,30,16,81,34,7,5,97,66,54,18,96,23,41,10,35,21,87,82,68,48,86,33,63,32,72,9,3,85,98,24,14,44,49,39,64,29,55,99,57,93,75,38,62,31,0,11,83,58,90,40,61,59,43,42,26,12,20,25,79,15,27,17,94,28,2,52,95,65,80,70,46,69,50,22,88,67,73,89,1,78,84,47,51,19,8,13,56,4,92,91,74,77,71,60,36,37,45
d96,62,49,5,92,67,7,23,12,37,2,3,85,69,70,46,15,60,79,98,27,68,76,16,41,42,83,80,18,55,11,78,32,14,66,43,81,84,4,82,33,40,52,87,93,47,50,13,19,1,65,44,99,36,63,30,10,0,20,73,71,75,61,25,77,57,53,90,97,64,39,96,72,17,95,86,35,29,58,8,34,21,54,28,89,22,94,24,48,38,74,56,26,59,45,6,9,91,88,31,51
d99,28,54,46,4,63,48,84,86,17,27,20,18,50,24,58,99,88,91,72,23,96,36,6,31,95,87,61,34,47,75,68,73,44,19,83,45,65,81,14,59,92,97,90,94,80,5,33,49,39,77,43,29,76,52,71,41,67,56,57,37,13,93,89,62,82,9,32,16,74,21,66,51,3,98,42,35,22,15,10,78,40,69,70,25,12,26,8,79,2,0,7,53,85,60,30,64,11,38,55,1
d80,68,3,1,38,73,72,65,71,51,81,48,13,36,55,77,91,80,28,9,44,35,40,18,15,45,75,20,37,56,89,39,8,90,2,46,6,78,0,17,29,4,58,54,27,74,76,12,70,31,60,19,59,84,66,79,97,16,26,62,64,67,63,57,95,24,21,49,98,86,87,93,50,32,30,52,10,47,85,99,14,33,94,11,83,41,53,34,42,61,88,43,25,96,5,23,22,82,7,69,92
d22,83,97,58,26,63,82,57,70,47,50,33,46,7,37,80,71,21,1,51,31,29,2,77,48,53,8,6,19,12,55,45,68,66,40,79,81,3,94,84,76,0,72,5,78,49,59,9,27,41,22,43,67,85,98,95,35,11,99,87,86,91,39,44,34,14,24,4,92,52,75,89,60,10,69,25,93,61,38,36,42,62,65,90,96,20,54,30,18,74,64,28,13,16,32,88,23,17,56,73,15
d62,72,15,58,17,99,78,80,23,7,71,63,0,19,21,16,26,28,56,83,92,22,2,98,48,11,86,61,94,65,34,62,5,31,47,52,64,95,39,87,60,10,93,3,12,85,29,20,38,66,59,81,41,37,9,6,91,96,89,8,18,54,45,77,73,27,88,43,53,49,70,79,76,33,13,46,97,24,57,36,69,82,44,30,68,1,51,25,55,67,4,35,40,42,90,14,50,84,32,75,74
d57,42,35,16,86,58,2,3,33,98,60,72,36,24,56,28,6,50,55,38,99,52,88,68,23,66,17,87,10,83,34,9,27,26,13,15,81,64,65,40,78,51,74,80,82,96,8,53,84,95,73,45,79,85,18,70,47,7,21,39,89,77,59,69,43,67,19,61,44,54,0,29,37,75,90,46,63,11,62,5,92,71,93,41,48,22,76,12,20,97,32,91,1,25,14,49,57,30,4,31,94
d21,23,75,92,62,29,78,82,0,33,70,7,31,47,42,14,35,76,65,16,60,90,41,44,53,36,58,98,28,67,3,11,84,22,96,71,43,26,6,25,19,91,54,89,95,2,72,5,21,85,17,83,15,48,52,46,55,73,38,27,79,57,63,10,64,80,9,74,1,40,34,20,4,88,39,50,93,66,86,69,61,12,18,32,94,24,30,37,59,97,99,77,56,13,81,68,45,8,87,49,51
d67,76,18,60,41,52,51,14,38,89,50,19,93,36,30,39,5,13,10,26,32,95,45,21,70,94,1,35,68,73,46,34,57,88,9,37,24,43,0,64,82,79,67,62,69,29,6,87,44,15,80,97,16,48,4,3,99,85,92,20,90,59,49,54,78,71,66,47,17,72,23,42,58,86,28,77,81,12,53,25,7,2,31,22,40,84,11,65,33,61,56,91,75,98,63,83,74,96,55,27,8
d36,87,4,24,30,76,27,39,66,21,7,67,52,5,60,63,17,89,69,85,1,18,13,51,71,16,10,93,23,20,37,25,86,94,47,41,64,36,38,90,28,53,22,68,74,92,50,49,84,3,97,6,34,72,55,58,46,59,45,12,95,79,80,96,42,61,83,56,31,62,82,81,70,8,91,15,78,65,19,77,40,98,54,57,75,35,0,9,32,44,11,29,99,48,43,33,14,26,73,88,2
d32,14,71,96,76,9,30,49,10,88,3,89,68,8,62,52,44,67,60,55,37,97,20,51,81,0,50,33,2,35,25,82,17,39,66,29,19,28,99,16,38,46,95,65,90,70,78,40,56,79,58,1,73,45,21,92,48,27,24,41,34,54,74,59,85,87,69,36,23,80,11,5,18,94,86,15,64,72,61,47,84,12,75,32,91,42,31,57,26,77,4,22,7,6,63,43,83,13,98,93,53
d70,57,54,4,26,87,34,18,84,79,9,74,10,80,65,76,28,73,46,42,82,32,16,36,59,12,33,52,25,11,72,5,78,88,94,39,2,62,3,21,49,50,51,17,69,68,15,95,6,75,58,41,64,48,43,96,55,60,24,71,89,86,13,1,19,20,7,40,93,97,56,91,66,53,61,44,38,77,83,81,30,67,45,23,35,99,63,31,85,22,98,0,14,37,90,70,27,29,92,47,8
d52,61,85,23,97,92,22,8,81,27,64,73,95,86,57,68,46,28,77,42,2,72,58,60,37,32,39,43,30,99,41,83,55,45,78,13,14,11,0,7,67,38,19,21,65,91,40,59,89,71,3,84,48,62,76,1,87,51,53,47,5,93,18,31,79,33,34,29,16,82,49,44,35,75,66,50,26,52,88,25,90,9,63,96,74,54,4,24,80,70,20,6,10,98,69,94,12,36,15,17,56
