,d22,d28,d76,d90,d73,d92,d69,d70,d60,d63,d11,d9,d21,d10,d72,d82,d64,d95,d25,d52,d55,d96,d53,d59,d40,d100,d13,d4,d93,d67,d91,d39,d99,d47,d18,d31,d51,d37,d44,d48,d84,d7,d88,d30,d41,d2,d61,d27,d98,d86,d29,d75,d89,d20,d77,d36,d83,d17,d24,d33,d78,d14,d16,d46,d5,d6,d56,d66,d58,d68,d49,d74,d23,d43,d87,d26,d62,d85,d38,d79,d97,d19,d50,d94,d3,d71,d8,d80,d81,d35,d57,d45,d34,d54,d15,d65,d1,d12,d42,d32
r42,24,17,30,22,94,69,98,99,53,47,43,96,78,88,81,54,6,44,49,46,10,91,71,52,34,92,21,16,35,27,19,60,63,32,90,58,39,56,38,48,89,31,0,25,61,3,57,12,45,9,82,62,59,42,20,18,68,66,14,87,84,64,74,2,13,36,4,37,50,11,70,51,5,41,97,75,73,55,7,86,76,79,65,8,72,23,40,26,85,77,80,29,67,95,1,33,28,15,93,83
r54,14,2,5,45,12,55,31,35,88,32,91,99,28,83,82,30,54,47,94,76,0,53,50,95,90,74,11,68,4,22,59,39,98,77,49,60,1,69,37,29,58,89,87,64,17,66,81,44,23,92,79,86,25,26,6,16,71,18,61,43,97,24,9,52,48,65,38,36,41,10,96,67,40,75,84,72,85,21,27,70,93,80,63,8,20,33,57,7,62,19,13,73,78,51,3,15,56,46,34,42
r25,79,69,85,5,43,35,70,12,0,49,60,2,51,38,16,86,89,29,55,66,3,72,1,81,41,64,18,32,82,17,39,97,54,33,37,74,40,48,31,53,80,58,15,59,50,47,77,92,8,10,25,28,52,13,30,9,75,14,7,36,68,93,4,44,61,98,11,67,96,91,21,42,90,56,87,83,6,19,26,84,22,62,63,57,27,20,24,76,95,34,78,88,23,65,71,94,45,99,73,46
r61,67,72,41,8,47,21,77,82,99,54,59,78,81,68,74,52,58,26,71,19,40,93,80,86,38,84,16,5,25,22,0,37,50,36,11,2,24,18,98,43,63,33,91,10,12,89,20,51,94,56,88,83,57,32,13,46,60,1,97,48,70,42,75,45,85,23,17,15,62,87,9,27,44,6,14,30,90,39,96,31,28,55,73,69,95,76,49,29,35,53,7,92,61,65,79,3,64,34,4,66
r88,73,25,38,91,58,8,10,63,88,23,74,79,31,67,86,7,6,0,65,76,2,81,35,4,32,64,53,27,24,41,48,50,62,89,59,22,19,92,49,97,11,46,70,26,40,95,33,52,14,37,93,13,34,1,47,94,83,44,78,57,68,56,45,80,66,20,71,15,61,90,55,30,84,9,17,60,42,69,29,12,21,28,85,96,72,75,82,77,5,99,16,98,51,87,18,54,43,36,39,3
r69,23,61,40,16,77,31,41,60,3,95,84,26,24,78,81,12,4,44,42,79,6,20,33,36,59,58,98,53,39,22,7,65,54,75,2,34,96,85,28,90,10,45,86,46,73,18,57,17,71,88,0,38,87,5,29,80,63,32,19,91,93,56,37,66,48,64,76,27,92,52,67,82,72,51,99,15,62,68,13,14,11,94,83,35,9,21,50,89,25,47,1,70,69,43,97,49,55,30,74,8
r78,7,84,13,85,95,15,60,86,20,74,71,42,64,89,11,39,25,73,26,75,97,65,59,27,99,58,77,93,36,66,9,62,28,79,98,52,92,44,88,82,14,22,81,53,8,50,41,47,55,24,30,56,80,3,4,46,18,63,87,61,1,45,78,70,76,51,2,68,69,72,32,94,17,90,43,23,57,21,83,10,12,48,54,96,33,6,16,31,67,34,40,49,38,29,0,91,19,35,37,5
r57,0,74,39,36,64,15,70,19,3,41,4,73,2,77,24,29,87,47,37,59,88,17,30,23,45,49,90,60,33,20,82,84,11,69,5,79,54,66,21,1,98,68,12,25,85,76,52,16,92,80,91,81,65,26,46,48,89,93,34,50,62,51,94,96,22,71,35,57,58,6,56,61,95,8,83,42,67,63,78,9,27,10,86,38,18,43,44,55,32,97,31,14,99,40,72,53,75,13,28,7
r8,91,84,28,67,72,73,23,47,75,65,31,38,96,36,88,53,77,4,7,34,61,37,29,1,42,22,14,43,11,30,90,57,13,59,19,33,66,41,32,24,17,68,21,54,86,48,94,6,18,89,20,93,87,5,78,83,97,56,12,58,98,46,63,45,10,82,70,25,39,79,9,76,3,50,27,74,95,71,60,51,2,52,69,64,16,55,80,40,26,0,92,99,62,44,15,81,8,49,85,35
r11,48,24,9,99,0,33,16,71,27,73,84,23,88,69,57,19,47,51,43,58,50,59,95,52,96,10,31,6,42,14,92,67,93,56,21,83,61,15,34,45,53,89,80,29,72,28,20,46,54,12,65,97,39,91,94,5,32,66,7,17,1,63,62,78,74,85,75,79,35,2,98,26,49,18,11,86,30,13,41,81,3,90,4,60,8,22,38,77,64,87,25,44,70,37,82,68,40,76,55,36
r21,38,23,83,76,13,71,69,4,45,60,82,81,94,51,29,53,58,1,17,43,52,74,16,77,72,68,47,96,20,59,27,41,67,7,65,61,75,11,87,21,44,31,49,62,85,92,25,63,48,70,36,95,97,93,99,40,5,12,28,15,9,91,80,19,2,24,39,10,57,78,8,0,33,55,42,89,35,64,79,26,14,90,50,88,6,3,32,98,37,46,30,18,73,22,56,86,84,66,34,54
r44,17,30,65,37,26,83,16,34,19,85,74,64,39,73,23,47,79,1,67,11,25,9,90,35,81,49,99,43,61,12,52,60,80,54,28,97,10,84,86,14,46,82,31,91,40,92,4,62,44,69,78,5,45,6,70,48,58,24,53,88,2,13,87,20,76,36,72,50,21,66,29,42,7,71,22,68,8,18,32,63,94,56,57,51,33,93,15,38,95,0,98,77,41,59,75,27,89,55,96,3
r63,70,88,31,62,94,98,27,54,15,95,24,33,90,37,47,49,85,11,22,35,89,5,23,67,18,74,21,68,77,60,72,97,51,55,75,30,91,29,73,28,69,52,80,1,14,39,76,44,59,3,13,42,40,63,82,87,9,57,36,61,86,25,96,45,83,58,65,53,64,2,26,7,71,99,8,10,84,92,56,50,16,0,48,17,38,81,6,20,78,12,4,79,93,32,41,43,46,19,34,66
r87,60,15,82,75,58,38,62,21,43,96,79,39,68,18,12,94,83,8,1,74,90,10,77,69,98,24,26,7,55,71,27,78,9,53,51,84,80,70,45,93,23,22,28,59,3,2,6,85,61,4,0,66,20,47,11,76,54,64,35,56,42,31,36,16,30,67,48,91,88,33,29,73,44,92,63,25,99,81,97,52,34,13,5,65,95,57,87,32,46,89,50,17,86,37,41,14,19,49,72,40
r66,53,22,11,27,86,56,92,44,24,85,37,39,62,89,52,55,25,67,51,47,3,1,91,60,5,42,66,76,34,61,98,21,59,70,17,99,64,6,2,90,82,68,94,20,57,71,10,0,9,88,40,19,78,48,77,32,50,46,12,41,4,80,54,29,13,87,75,97,26,73,16,79,65,36,96,35,38,18,69,43,81,63,72,58,74,7,28,15,14,83,95,31,30,84,8,33,49,23,93,45
r64,21,39,32,57,73,36,2,33,30,82,45,97,69,37,6,93,49,8,54,56,4,81,7,92,84,67,80,18,10,88,43,14,75,72,17,13,85,48,66,68,0,24,46,91,90,9,71,26,83,64,11,42,60,52,23,51,78,16,20,55,74,3,28,50,40,15,41,34,58,62,98,25,77,5,22,27,31,89,38,96,1,99,35,53,61,59,63,95,70,87,94,47,79,65,86,29,44,12,19,76
r70,43,74,30,38,15,11,3,92,50,13,5,82,40,10,58,67,97,55,2,57,0,93,23,20,49,37,75,70,89,79,4,71,64,81,56,86,24,51,45,53,85,29,95,62,78,59,18,96,19,94,76,41,80,54,34,98,25,28,46,16,22,69,72,48,83,12,6,21,99,17,52,9,73,65,42,87,8,14,63,77,66,36,27,7,35,47,44,1,31,39,32,88,68,60,61,33,90,91,84,26
r10,26,31,46,74,86,29,81,92,9,98,28,23,58,61,44,51,66,27,50,24,32,84,47,6,68,18,93,70,90,97,39,88,49,16,73,56,72,78,11,76,10,17,34,42,82,67,45,64,41,3,55,53,59,36,25,15,87,7,2,96,63,35,79,20,5,62,43,30,65,89,75,52,4,1,14,8,95,77,99,83,12,0,94,80,85,19,21,54,71,22,33,91,57,69,40,13,37,60,48,38
r28,38,4,83,20,18,91,70,35,33,72,37,19,95,2,30,54,9,3,61,10,67,84,80,7,21,16,51,32,6,43,76,27,88,57,58,52,55,56,97,90,53,14,17,39,68,50,8,5,94,71,65,1,49,96,59,0,98,23,64,26,45,24,82,69,13,22,74,12,48,47,93,63,92,66,86,77,46,40,15,44,60,34,79,42,31,25,11,73,99,28,85,78,75,87,29,41,81,62,36,89
r4,42,16,75,63,90,28,43,96,92,64,53,91,47,97,33,26,93,55,69,27,82,44,99,24,77,76,9,36,39,98,10,62,11,56,85,21,15,25,67,86,70,41,52,35,83,38,18,8,61,80,54,51,68,49,2,22,31,79,17,5,57,88,0,84,4,7,95,81,29,87,74,19,78,30,37,72,71,20,48,1,34,46,58,66,60,6,14,13,40,12,45,3,23,50,94,65,59,32,89,73
r55,53,86,33,68,13,48,77,10,28,51,20,24,35,58,72,50,5,78,7,37,71,73,38,21,87,17,52,84,97,47,30,62,67,41,19,31,75,96,39,90,40,94,59,49,79,93,82,34,76,16,63,99,1,4,14,88,54,6,42,98,32,9,26,12,18,69,56,46,3,85,81,8,25,44,83,43,91,89,61,22,0,74,66,36,29,60,70,11,65,64,23,57,45,55,27,95,80,15,92,2
r9,13,27,23,3,16,12,61,76,38,87,35,15,56,99,88,24,91,8,5,58,20,51,72,49,41,94,18,54,6,30,17,9,46,85,74,86,71,52,33,22,79,60,70,2,42,81,68,21,84,98,89,97,34,50,69,47,48,78,37,62,36,92,14,28,32,90,65,44,80,67,53,19,26,45,43,40,77,73,82,59,64,75,93,57,0,29,95,96,39,7,31,66,63,4,1,55,25,10,11,83
r68,84,71,5,54,55,26,15,91,31,99,85,74,22,4,88,65,73,41,87,14,37,67,58,96,38,75,1,44,94,98,93,52,78,60,53,57,35,86,62,32,34,24,47,92,45,28,77,33,20,51,16,81,64,36,7,30,89,10,43,66,82,39,61,21,13,23,2,70,83,8,63,29,18,11,12,59,76,27,97,95,25,80,56,69,40,46,19,68,72,90,9,49,50,48,3,0,42,6,79,17
r12,25,19,50,14,48,96,88,81,36,7,62,79,45,12,40,23,90,49,30,4,64,5,83,38,20,37,53,59,17,95,16,35,26,72,58,1,87,31,61,93,10,98,82,69,57,8,89,91,2,21,18,34,9,75,92,63,80,24,70,28,41,56,3,84,27,78,0,99,85,13,43,15,60,97,29,74,46,68,65,42,66,52,77,51,71,33,32,67,22,55,54,44,94,6,47,76,39,86,73,11
r19,93,16,1,78,21,36,2,35,61,11,26,44,59,34,71,33,14,27,65,89,25,39,6,22,50,0,18,7,66,3,64,86,45,98,85,80,51,42,91,90,62,97,10,72,4,31,75,76,19,46,83,56,87,84,23,94,77,58,69,12,40,8,54,60,48,74,38,43,41,55,28,92,95,99,67,81,70,73,32,53,29,57,37,52,15,13,47,88,82,96,63,17,30,5,79,20,49,9,24,68
r40,91,67,56,87,4,53,15,37,99,7,47,41,54,50,77,85,32,42,49,45,35,27,13,11,83,69,97,94,25,72,30,75,78,92,16,71,28,17,1,23,61,57,84,82,55,60,20,38,51,26,8,22,10,63,14,76,2,58,93,21,96,5,48,0,64,88,33,89,79,24,70,95,86,31,19,90,9,6,73,98,36,74,46,18,68,80,81,12,29,39,52,59,44,40,65,34,66,62,43,3
r83,35,50,68,95,67,41,42,53,10,13,81,98,99,89,18,31,71,17,80,96,28,9,45,62,22,38,56,72,74,52,37,76,34,91,5,36,86,90,8,59,27,6,66,25,21,29,64,3,48,12,1,79,63,94,61,11,20,58,85,82,54,57,16,4,30,14,47,83,24,70,43,15,33,88,7,75,19,65,23,2,40,44,26,84,46,49,78,73,93,60,51,39,32,0,69,92,55,87,77,97
r16,10,17,39,27,26,80,35,99,54,37,48,60,88,28,38,71,62,9,56,79,18,14,8,81,49,41,96,30,64,12,77,75,63,65,3,44,86,51,93,29,43,61,67,83,20,2,90,34,66,33,46,97,73,95,58,72,68,78,11,7,36,0,50,16,15,69,74,13,45,82,52,25,1,85,91,70,40,87,22,31,94,84,47,59,5,21,24,76,55,89,6,4,23,57,42,19,32,98,53,92
r96,50,1,9,29,81,70,75,66,39,24,21,68,99,92,77,59,79,17,7,13,71,35,97,63,43,60,67,93,90,85,49,11,40,30,56,4,61,44,58,37,51,69,78,32,48,26,34,41,46,14,88,54,83,20,31,80,98,6,72,87,36,73,38,23,57,53,3,19,84,18,94,42,16,27,22,2,96,5,12,33,76,15,10,65,91,89,8,62,47,82,25,74,28,52,45,64,0,55,86,95
r38,57,81,22,10,28,23,69,36,93,60,29,30,82,17,34,59,39,38,90,46,48,62,86,51,66,13,45,99,89,96,83,92,72,11,40,78,24,16,75,0,5,14,91,65,87,9,18,53,33,25,97,19,80,4,85,61,95,6,32,37,56,98,7,73,43,20,21,44,55,76,77,71,94,27,84,52,54,49,31,79,8,42,68,12,88,50,58,64,3,74,70,47,26,1,41,15,35,67,63,2
r51,48,54,12,63,81,52,47,75,86,91,41,14,8,13,25,10,37,62,99,2,17,49,84,46,96,36,97,15,80,95,59,20,77,4,50,64,45,9,78,27,35,29,93,7,58,11,6,56,51,53,76,55,57,42,83,34,32,68,28,65,69,3,26,16,90,38,39,44,61,98,21,89,85,66,24,30,92,40,67,33,1,18,82,60,72,87,79,23,94,71,19,22,0,43,74,5,70,73,31,88
r74,71,43,67,78,2,84,1,28,22,96,17,11,79,32,93,59,63,7,19,98,61,73,65,6,46,77,86,56,26,35,89,76,4,25,14,30,90,55,74,38,15,97,9,34,45,37,95,94,24,88,20,70,49,99,8,0,3,50,40,66,23,81,12,18,68,33,64,29,54,42,69,83,16,80,13,36,51,44,85,52,41,27,47,21,10,60,91,62,53,82,58,5,92,57,39,31,48,75,87,72
r31,91,87,19,46,20,13,77,68,95,8,2,83,42,82,49,66,33,56,28,36,15,78,88,50,17,34,39,40,32,94,1,57,3,37,64,76,12,18,48,26,31,54,21,63,4,99,69,45,43,86,7,44,16,25,47,55,89,73,41,60,61,74,70,24,29,58,80,96,53,62,67,5,52,11,0,85,22,35,92,27,9,6,23,65,38,71,59,72,10,14,79,98,30,97,75,51,81,84,90,93
r98,40,51,57,41,22,44,38,36,6,81,66,26,33,21,39,13,71,9,73,74,83,97,37,91,70,8,28,16,25,72,69,82,30,63,18,94,60,99,92,3,46,59,90,75,52,55,1,77,34,45,76,65,4,27,47,20,23,53,61,48,96,86,29,49,80,32,64,2,95,42,67,5,78,17,79,85,56,50,87,31,15,68,84,43,24,0,19,54,58,10,11,35,7,12,62,88,14,98,89,93
r82,32,7,61,17,51,43,89,66,83,52,85,86,10,20,26,42,91,2,67,54,3,19,92,81,93,38,74,71,40,29,58,94,46,69,15,62,28,72,14,48,79,24,99,98,16,23,68,1,56,87,6,57,75,88,80,33,12,45,63,55,0,25,95,31,5,30,39,77,36,18,41,70,4,35,96,84,34,22,59,82,76,44,73,13,65,47,21,9,60,11,50,8,90,53,97,64,27,49,37,78
r79,10,72,70,48,25,79,37,42,14,67,27,89,1,16,62,28,65,73,31,56,74,18,12,36,46,68,23,60,43,40,63,69,58,53,0,77,71,83,64,3,26,5,30,13,47,57,38,93,50,17,80,19,8,85,44,94,81,75,78,59,90,15,49,9,39,92,95,24,91,7,98,96,51,33,82,88,55,6,2,86,52,20,4,45,35,29,84,21,41,34,61,99,97,11,76,87,22,32,54,66
r86,73,43,7,27,68,10,23,33,41,84,95,51,22,34,81,83,67,42,6,77,89,4,13,60,57,76,48,12,78,92,24,96,54,87,1,31,50,82,35,99,11,86,0,66,20,17,45,71,47,93,56,69,62,64,65,63,39,53,91,30,80,37,58,61,29,97,70,3,55,72,18,25,74,16,46,98,2,88,52,5,85,19,9,28,40,26,38,75,49,14,15,90,8,32,44,59,36,21,94,79
r84,61,33,91,52,90,1,10,30,45,74,17,35,44,3,80,16,85,83,11,77,25,37,20,21,98,9,84,54,24,66,26,88,65,31,68,22,23,4,49,67,56,87,93,86,97,92,29,2,51,63,39,14,13,6,64,42,71,27,94,89,79,7,82,53,55,59,36,47,46,73,5,19,95,57,40,72,75,18,69,34,60,43,15,0,96,62,8,81,70,48,38,32,12,50,28,99,76,78,58,41
r1,96,5,18,74,11,21,99,28,71,47,73,3,85,58,90,76,64,98,23,60,77,45,95,81,62,8,82,80,17,94,38,92,24,89,12,36,48,57,55,53,61,51,32,0,49,31,70,2,97,39,13,37,44,66,50,27,7,6,93,46,56,84,83,75,33,16,1,40,34,52,30,10,9,69,88,15,91,25,86,65,67,59,79,54,29,78,26,4,35,72,14,22,43,87,63,41,42,19,68,20
r23,58,25,7,46,37,29,21,30,44,36,13,51,66,3,77,81,50,78,70,35,76,56,83,63,80,55,95,4,26,12,87,0,84,69,92,18,34,65,11,94,41,8,62,47,38,72,86,82,10,20,2,53,32,98,43,22,85,28,88,15,17,75,40,19,33,89,49,96,61,1,68,91,64,23,57,31,45,42,48,79,71,73,54,74,60,99,27,93,52,67,97,39,5,6,59,14,90,16,24,9
r71,45,32,46,51,92,4,59,85,33,36,0,76,79,53,63,62,75,38,37,99,90,57,19,15,30,73,65,47,82,16,26,34,98,83,74,61,9,20,7,10,80,77,28,93,25,60,67,48,3,97,29,1,58,96,54,71,14,35,81,66,40,42,23,94,13,39,18,44,49,27,72,78,88,69,22,50,70,17,64,89,56,84,87,2,41,11,55,86,43,21,24,52,95,91,6,31,12,5,8,68
r34,36,41,55,1,8,52,61,70,2,58,91,24,16,4,54,7,23,62,50,32,57,75,71,85,14,38,37,94,89,72,12,45,34,43,99,87,96,17,63,0,77,20,40,73,69,49,80,83,95,47,3,42,46,6,29,15,81,9,88,92,51,82,74,79,5,97,13,78,31,93,19,64,18,90,98,21,48,60,28,76,25,86,33,66,10,22,65,35,26,84,56,68,67,39,11,27,30,59,44,53
r49,36,60,84,47,2,21,78,23,45,18,9,40,97,61,85,24,25,41,1,53,30,71,81,67,62,33,49,94,91,20,10,0,57,39,46,31,22,58,98,32,12,3,55,77,89,73,50,93,4,11,19,90,26,8,37,17,72,70,69,42,80,6,27,59,29,87,16,38,82,88,44,51,68,7,13,48,34,76,63,5,52,66,14,65,74,43,35,92,28,96,99,83,54,95,86,64,15,56,79,75
r46,73,58,84,23,61,63,79,29,59,2,56,46,47,3,69,80,95,33,77,50,87,6,48,30,37,52,1,86,0,66,55,36,19,78,76,7,28,16,31,43,21,32,68,81,8,92,24,67,90,17,27,71,42,35,14,25,18,85,13,38,89,96,10,53,51,20,39,82,12,72,97,44,26,75,9,64,62,94,99,34,40,4,54,60,11,93,91,41,70,5,49,74,15,65,88,45,98,22,83,57
r85,67,21,70,71,62,94,58,8,85,16,51,93,63,83,9,1,43,42,53,24,22,57,77,89,92,2,0,20,40,81,39,97,60,23,6,61,36,10,87,84,31,4,7,91,41,25,26,55,90,95,73,86,45,47,5,65,29,82,15,50,12,44,69,38,96,11,34,66,68,99,52,18,76,98,59,72,27,37,75,17,79,64,32,14,30,54,74,80,46,28,48,13,56,19,33,88,49,3,78,35
r15,5,18,66,63,40,1,19,95,42,54,82,78,25,86,22,81,39,94,23,16,15,67,61,27,96,90,59,48,38,49,30,88,20,0,52,91,99,44,57,65,76,45,46,2,71,28,74,69,29,77,87,58,64,14,32,9,43,12,17,8,35,7,21,92,80,84,4,33,70,24,36,98,3,83,89,55,51,75,34,68,72,97,56,26,31,41,10,73,53,85,11,62,93,79,47,37,60,6,50,13
r43,35,19,57,93,62,80,87,20,51,10,70,76,66,26,60,89,24,91,31,34,64,97,99,74,39,28,53,41,82,88,44,32,67,16,38,77,63,83,0,1,98,27,15,9,85,86,42,18,11,2,30,94,3,21,92,95,14,8,46,52,12,78,47,45,68,69,37,79,59,29,23,50,13,72,61,6,75,25,55,81,5,90,7,49,65,17,54,40,22,71,48,73,4,56,33,43,84,96,58,36
