,r55,r35,r20,r60,r66,r63,r27,r83,r57,r25,r98,r58,r81,r43,r62,r76,r16,r3,r65,r87,r47,r92,r7,r73,r72,r99,r88,r34,r53,r1,r50,r28,r21,r96,r36,r93,r45,r19,r9,r38,r56,r8,r64,r85,r23,r74,r91,r29,r46,r68,r30,r94,r37,r39,r4,r17,r52,r59,r78,r10,r51,r6,r40,r75,r97,r79,r89,r69,r2,r70,r80,r77,r67,r32,r86,r13,r48,r71,r5,r31,r49,r12,r61,r11,r54,r90,r100,r44,r33,r15,r95,r22,r84,r14,r41,r26,r18,r24,r42,r82
d22,85,49,5,94,32,78,25,66,37,91,24,38,45,34,31,48,2,9,67,53,54,36,44,76,20,4,60,82,40,43,39,30,47,70,27,96,97,57,3,56,59,16,63,14,7,18,86,89,90,13,23,15,1,92,88,79,71,41,80,81,33,65,68,55,69,72,22,99,17,64,84,73,74,98,12,19,51,0,52,28,21,6,62,50,8,61,58,29,11,75,83,77,95,42,93,46,26,35,10,87
d26,28,32,98,55,21,14,19,72,22,18,97,80,30,67,7,51,92,36,54,64,74,8,27,46,23,89,35,25,83,76,2,93,62,4,78,15,99,79,48,13,0,45,34,59,12,42,82,81,26,39,66,49,17,40,71,20,95,63,41,73,50,61,24,16,57,56,44,88,52,6,60,5,94,10,38,9,53,70,85,29,86,87,58,1,90,77,47,69,68,31,96,84,11,91,37,65,43,3,33,75
d19,48,50,10,24,69,30,23,83,74,1,38,47,19,87,2,36,3,90,59,25,68,51,77,58,44,61,79,40,37,13,54,39,72,80,84,43,78,81,86,14,20,18,70,33,9,57,76,27,11,34,7,5,92,53,67,63,89,60,28,35,91,97,99,96,15,75,4,12,66,62,8,52,21,82,0,26,42,94,55,71,88,93,95,31,17,98,56,41,45,85,29,6,65,16,73,32,46,22,49,64
d84,54,51,57,34,40,50,42,3,92,25,90,86,49,7,13,89,56,63,48,35,2,28,37,29,99,66,6,58,64,62,21,77,38,0,47,71,98,68,46,67,65,73,17,5,8,70,26,36,88,75,18,78,22,96,19,85,94,53,27,44,61,31,72,10,93,20,55,80,52,84,82,23,97,33,15,45,81,95,87,24,69,43,39,59,12,79,60,9,41,16,83,4,1,14,11,91,74,76,30,32
d40,0,30,66,7,68,73,84,50,61,54,42,37,72,62,40,79,75,56,15,80,44,2,8,83,87,16,71,69,46,92,4,27,31,51,81,90,86,74,34,25,78,55,43,88,22,96,17,3,29,52,11,53,65,97,26,38,13,48,6,10,21,85,45,24,94,35,33,9,39,89,12,14,32,57,98,93,36,47,41,59,77,67,19,60,95,58,70,82,5,63,76,1,64,99,49,20,28,18,23,91
d24,80,44,51,92,11,70,61,63,85,5,75,39,25,2,43,87,9,34,86,81,50,41,48,30,33,22,55,46,21,40,99,13,59,71,73,37,4,28,58,60,12,74,54,35,26,36,29,15,68,89,98,3,57,23,66,38,88,94,10,14,52,31,76,1,95,17,93,90,18,78,56,6,97,96,83,77,8,32,65,72,64,42,67,7,47,24,20,84,16,49,45,53,69,62,0,19,27,91,82,79
d79,41,46,22,15,98,31,45,73,64,83,2,65,39,91,92,48,61,94,30,17,37,3,27,60,82,80,77,9,24,74,90,49,68,29,42,13,20,58,43,54,75,38,99,66,14,36,70,44,34,86,81,93,16,85,1,12,76,96,32,35,47,63,57,40,11,72,51,50,18,53,26,7,21,10,33,25,67,19,8,59,52,69,6,95,88,97,56,28,55,71,84,4,87,5,79,78,62,89,23,0
d61,78,28,89,97,58,40,55,23,86,18,20,24,50,17,63,41,10,82,73,54,45,84,5,35,42,30,7,43,22,14,26,11,71,72,2,46,51,69,39,94,48,32,91,76,88,15,21,47,95,49,93,44,9,92,8,98,16,68,25,4,80,52,12,99,75,85,67,34,29,77,1,56,3,83,96,61,37,27,33,6,79,74,53,64,66,65,87,13,60,59,57,19,36,31,38,81,0,90,70,62
d59,80,13,19,23,22,68,78,55,92,38,71,41,40,82,29,42,7,12,28,59,44,24,16,25,34,60,88,99,18,6,47,54,57,36,91,75,70,37,27,97,0,58,76,48,65,77,74,95,26,11,43,98,49,53,72,73,94,21,3,63,67,79,50,10,20,87,39,85,61,8,56,2,66,84,81,46,1,45,83,17,32,64,31,90,5,96,9,93,15,33,51,69,35,62,89,86,52,4,30,14
d83,30,26,13,20,51,56,99,5,72,82,29,45,86,98,15,1,54,52,96,70,91,67,58,95,93,12,2,38,43,36,40,0,6,62,37,89,47,23,16,61,94,44,78,79,31,11,32,83,87,76,21,69,97,34,75,39,18,42,7,57,60,84,22,59,77,4,48,81,88,24,3,64,49,68,73,53,85,63,10,66,14,28,50,17,90,46,35,65,27,55,25,41,74,92,8,80,71,19,33,9
d41,9,77,19,0,50,72,6,94,27,41,30,64,98,75,66,37,38,52,96,32,49,70,67,39,57,8,53,55,4,99,79,48,29,43,78,60,81,74,73,35,22,15,69,42,91,54,33,13,10,62,89,16,28,14,59,56,97,82,45,58,26,3,24,2,31,88,92,65,18,1,21,34,47,95,83,23,68,25,61,46,40,12,5,17,71,20,36,84,87,93,86,44,90,80,85,11,76,63,7,51
d10,37,97,78,53,11,31,25,20,90,15,28,35,18,91,56,45,96,41,93,63,52,27,24,36,22,40,73,48,6,98,72,14,26,88,8,49,65,39,68,87,9,99,12,64,85,21,75,38,86,82,29,17,3,84,81,61,10,34,46,19,30,4,0,54,2,16,5,33,76,42,44,43,67,95,66,71,92,23,55,70,89,60,58,69,62,94,59,50,51,80,32,57,79,1,13,7,83,47,77,74
d23,93,20,6,86,89,61,83,84,68,43,51,30,97,56,79,19,50,98,47,24,40,12,73,38,70,87,99,1,4,80,59,8,96,66,81,69,0,39,22,78,18,15,53,49,11,57,48,44,14,90,91,65,32,35,88,2,9,45,94,74,34,10,17,37,7,67,60,64,21,13,92,36,54,77,55,46,26,23,5,42,58,95,28,82,31,75,63,3,29,16,41,27,76,25,52,62,33,72,71,85
d57,99,22,36,69,45,81,17,20,2,14,56,42,79,9,97,7,92,96,76,12,32,1,31,58,66,74,43,47,83,23,54,19,71,87,72,16,11,82,50,73,98,57,49,38,89,35,28,94,64,59,26,27,41,13,40,77,48,21,34,51,88,75,91,63,70,80,24,78,37,62,68,93,90,8,0,3,6,30,65,55,60,29,15,61,95,44,4,85,18,53,67,84,39,86,33,10,46,25,5,52
d16,86,76,23,87,65,2,34,99,84,58,74,22,63,66,27,80,25,14,90,78,41,68,64,19,4,38,95,93,11,12,24,57,79,98,83,39,17,50,62,61,45,29,16,15,9,53,6,91,60,59,73,5,51,3,52,26,44,20,75,55,37,71,94,10,81,85,69,33,96,67,0,42,82,21,56,36,48,1,49,32,89,18,92,88,72,97,35,77,31,7,8,47,43,70,54,30,28,40,13,46
d31,49,16,56,44,51,35,72,20,53,33,45,36,80,54,12,91,97,30,86,29,50,79,95,18,2,14,96,15,39,71,77,27,89,99,3,87,84,13,28,11,4,92,55,94,85,6,67,81,7,76,10,98,17,69,73,31,88,42,1,57,59,52,65,40,48,0,61,64,21,63,8,78,46,23,82,26,68,47,32,38,25,19,5,60,9,90,22,62,70,37,74,58,34,75,43,83,41,24,93,66
d85,36,60,9,62,89,64,68,59,17,43,16,71,94,99,13,34,0,65,66,5,30,74,29,76,50,14,20,42,54,25,49,70,85,78,33,73,32,41,40,15,52,24,10,1,4,77,81,45,92,48,2,53,58,7,21,87,27,44,46,22,88,69,47,82,23,80,72,11,6,55,31,83,61,38,75,56,3,97,12,90,91,93,67,39,98,18,19,79,51,26,8,84,35,96,57,28,95,63,86,37
d11,89,78,4,65,26,86,10,17,5,19,35,95,79,58,91,44,74,40,52,88,42,39,99,76,85,55,23,64,60,68,3,43,66,21,69,1,13,36,73,63,8,81,31,96,46,48,37,33,72,12,92,90,77,20,80,9,18,2,98,62,32,15,75,50,45,28,59,29,24,6,93,54,94,84,16,47,11,82,30,0,22,25,51,49,71,97,61,70,14,41,7,87,27,56,53,57,34,83,67,38
d73,41,64,55,61,57,93,32,18,17,74,35,20,15,73,26,89,8,62,77,51,9,38,23,19,3,44,78,34,4,43,49,6,27,86,68,16,25,24,98,87,66,13,63,60,0,46,50,39,12,97,29,79,65,54,11,21,70,82,2,59,10,83,91,99,36,95,58,33,45,56,85,69,1,92,14,81,40,5,52,37,30,53,75,28,71,84,47,96,72,80,67,31,88,7,94,90,76,42,48,22
d77,61,37,40,53,95,69,86,14,48,64,58,20,15,29,93,60,28,6,13,73,24,75,88,43,17,32,51,62,47,49,63,42,0,1,41,91,34,56,84,71,39,97,79,33,35,8,22,18,94,52,57,70,92,54,44,36,99,12,10,4,85,89,59,9,87,78,68,90,3,27,11,67,98,55,38,21,66,25,96,45,83,5,77,76,50,65,30,72,19,81,2,23,7,82,31,46,80,16,26,74
d71,21,35,83,97,64,66,0,53,89,60,23,85,9,75,71,98,36,10,45,1,69,22,65,24,59,42,99,49,87,11,18,40,54,80,62,73,4,34,90,92,5,57,13,76,17,41,47,20,43,27,77,56,38,31,63,78,96,95,12,91,25,72,30,46,67,58,68,7,50,28,15,79,82,33,93,32,8,61,6,44,39,70,52,2,16,3,51,19,81,94,55,84,48,26,88,74,37,86,29,14
d29,70,72,89,40,86,69,82,77,62,42,99,6,94,81,3,9,31,23,56,7,21,30,83,48,1,13,8,11,64,79,12,57,76,15,98,54,88,35,87,67,63,4,26,45,41,52,59,91,24,61,20,85,34,80,50,44,78,95,43,25,65,96,58,16,14,32,51,47,28,84,39,36,38,18,46,17,19,60,49,93,53,68,75,5,37,33,71,22,73,27,55,97,90,2,74,10,0,66,92,29
d74,50,56,61,89,79,32,54,87,46,71,45,25,8,49,97,53,14,75,10,22,3,29,76,51,99,63,91,73,41,34,38,37,84,36,70,44,24,2,21,94,47,68,85,15,20,82,90,9,4,59,86,92,81,5,64,65,23,80,0,55,69,17,83,39,95,33,77,19,42,62,16,57,43,78,1,74,6,18,48,98,12,11,40,72,30,35,93,60,7,96,66,26,88,27,31,58,13,52,67,28
d32,87,45,4,24,0,80,42,63,32,62,54,30,3,10,86,21,40,70,18,56,78,9,11,67,15,69,7,74,22,1,90,13,36,97,89,8,82,71,72,99,64,85,75,49,55,44,2,88,92,65,35,79,19,48,46,37,43,77,58,60,51,76,27,23,17,52,29,28,50,31,12,25,98,57,84,47,14,94,93,59,39,6,26,38,96,95,91,73,68,5,20,83,81,41,34,61,66,16,53,33
d38,62,78,8,36,21,69,94,41,90,17,10,47,20,56,96,75,86,57,53,24,37,44,39,85,18,12,3,42,7,31,71,66,91,60,45,92,13,32,28,82,73,98,14,93,52,34,68,70,9,23,35,54,33,11,51,16,19,76,40,0,89,4,2,95,81,77,72,59,80,1,15,55,84,74,6,22,46,43,61,58,99,50,48,65,30,25,27,38,87,79,49,63,97,29,26,5,88,64,67,83
d86,76,25,48,10,89,99,26,95,30,37,24,14,16,49,33,96,17,81,56,51,60,88,59,20,8,1,3,87,23,41,77,31,42,38,53,61,18,86,74,83,34,44,64,63,35,2,6,68,0,92,62,65,22,32,73,94,11,93,72,79,70,57,52,13,55,40,12,21,9,47,5,85,75,36,80,28,29,98,43,69,15,97,82,71,90,78,27,45,84,91,19,50,54,7,67,66,39,46,4,58
d80,2,27,71,54,98,67,13,37,85,9,53,14,42,45,96,48,93,50,69,68,84,35,40,55,92,79,18,76,59,62,87,66,65,36,30,91,80,11,83,5,16,52,21,88,20,90,10,64,38,31,77,60,15,58,26,41,57,75,28,78,12,22,4,72,81,24,61,6,33,3,63,94,47,97,19,70,25,73,44,29,23,43,74,86,1,89,49,39,0,56,34,95,17,51,82,7,46,32,99,8
d9,9,44,57,2,80,32,56,95,27,17,86,72,26,50,36,38,53,13,8,60,41,23,6,28,43,59,31,33,37,79,0,77,61,91,30,78,92,49,76,94,52,34,47,5,58,81,98,12,25,45,85,21,90,71,46,74,48,83,51,20,99,22,4,1,96,29,64,68,69,97,40,84,39,19,73,67,75,62,93,3,89,18,42,65,35,88,10,11,55,70,87,82,54,24,7,14,63,16,66,15
d35,74,1,41,35,21,9,53,24,90,5,13,91,2,52,29,67,60,82,87,75,96,95,99,42,61,59,56,18,39,57,17,0,88,51,27,32,10,20,77,97,66,25,70,89,11,64,79,47,26,4,37,15,78,83,81,69,46,76,54,34,45,22,71,63,19,50,7,94,55,23,28,8,85,12,6,49,16,58,80,3,31,68,92,43,62,33,48,73,30,40,93,14,84,65,98,36,72,38,86,44
d54,81,67,15,66,2,83,26,42,54,71,94,68,3,1,27,80,73,56,11,33,0,37,77,96,98,41,88,95,97,31,36,49,28,6,60,48,57,8,61,35,10,62,24,44,46,18,30,16,20,89,59,32,52,69,79,50,34,58,14,74,65,87,13,22,51,4,38,90,25,55,84,85,78,40,53,63,82,86,93,47,43,64,29,17,19,72,75,12,99,76,91,45,9,92,23,21,5,7,70,39
d43,67,16,99,31,2,53,40,33,66,13,79,19,56,95,37,17,32,38,92,59,97,49,6,88,54,18,22,15,77,48,7,30,58,94,44,34,85,78,75,50,63,11,87,81,3,35,86,55,4,70,20,83,84,39,46,73,1,61,9,41,28,93,0,82,29,24,80,25,42,27,64,47,51,36,89,71,65,23,72,57,26,74,12,14,68,90,10,8,76,98,60,5,91,43,96,69,52,62,45,21
d45,27,22,89,97,68,6,26,74,23,88,10,84,80,69,20,59,57,54,92,96,98,21,37,71,81,14,12,75,24,53,56,42,99,52,0,82,90,17,18,46,40,76,91,4,25,43,94,19,2,38,44,61,8,55,73,33,41,50,60,9,7,58,66,79,51,83,45,11,62,34,13,47,67,32,64,1,31,72,36,15,30,87,48,28,78,93,5,77,16,49,65,95,29,39,3,85,35,63,70,86
d4,25,54,84,41,46,94,7,66,19,63,68,23,20,82,24,81,9,15,65,76,96,17,4,83,57,11,75,1,50,97,91,73,26,28,77,42,64,93,35,33,74,79,85,95,72,12,2,89,88,39,62,3,80,30,37,49,99,78,8,5,67,43,48,18,59,10,22,52,27,13,98,14,61,45,21,44,60,70,36,38,86,32,47,31,58,53,55,0,40,29,16,56,92,71,6,87,51,69,90,34
d63,83,73,6,57,91,14,65,75,39,38,11,22,55,68,85,8,47,7,3,61,5,24,27,23,67,42,95,82,4,9,71,45,40,35,78,54,60,15,0,87,19,46,62,96,86,53,50,16,70,98,64,79,76,1,30,51,41,89,72,37,34,25,84,56,31,88,74,32,90,92,33,58,20,21,2,99,43,26,18,48,49,81,97,13,77,29,10,94,69,63,66,12,59,93,17,52,36,28,80,44
d2,21,53,63,0,25,13,92,91,20,36,69,42,72,82,34,98,7,3,81,31,79,80,96,56,61,48,6,55,26,90,77,71,11,75,40,85,62,24,99,8,84,29,39,50,44,9,64,17,52,86,47,10,94,66,57,23,73,4,32,87,60,76,54,2,28,95,5,59,51,83,43,14,74,46,35,70,68,22,38,37,19,89,97,67,15,45,49,93,58,16,65,12,78,18,33,27,41,1,30,88
d56,74,3,1,14,46,93,97,24,48,0,12,29,42,13,25,6,30,73,83,76,9,72,53,54,18,27,22,39,94,60,78,45,61,10,63,67,84,50,57,26,85,91,41,58,35,36,55,2,96,51,28,23,15,49,8,69,62,79,56,7,16,75,19,17,87,38,65,31,44,40,71,77,82,90,20,33,92,59,68,95,43,5,37,89,4,98,64,88,47,32,86,80,11,21,34,66,81,52,99,70
d37,63,75,70,68,33,17,60,54,95,45,12,21,31,79,40,74,25,52,77,69,98,88,26,8,7,56,0,11,97,2,65,48,15,43,72,57,32,84,66,47,37,89,61,62,87,82,27,44,93,49,80,50,73,24,10,19,5,35,85,64,34,36,29,81,23,55,90,91,42,20,39,6,13,99,38,51,22,41,3,92,46,16,28,30,76,78,18,83,9,1,67,96,59,14,94,86,4,58,53,71
d12,12,97,17,90,0,47,81,48,65,70,94,54,69,68,83,80,18,35,22,75,30,19,20,21,98,73,29,42,13,26,5,60,78,55,37,51,10,88,74,14,15,46,44,9,77,66,16,33,52,56,62,6,31,45,63,86,76,91,82,3,53,72,36,11,38,96,89,92,64,95,1,40,25,93,99,41,43,2,85,50,7,34,57,49,59,39,79,84,87,32,27,4,8,67,23,71,24,58,28,61
d65,92,42,89,74,98,61,30,9,28,32,67,96,53,79,59,97,7,26,33,87,70,72,5,17,19,11,94,20,8,15,39,75,78,95,99,23,48,10,80,81,54,22,85,83,76,65,18,16,31,37,56,57,43,25,1,73,4,60,38,29,21,36,45,46,24,41,77,2,50,84,58,47,55,66,82,90,52,3,93,0,69,44,68,86,14,27,13,88,49,34,6,35,71,62,51,12,40,91,64,63
d53,26,13,79,11,40,83,60,67,98,47,69,59,1,85,77,53,78,93,70,45,44,36,81,31,87,88,62,42,94,35,37,0,92,43,99,12,48,22,28,63,24,68,72,64,55,74,50,5,20,19,97,46,76,51,2,33,17,66,91,9,14,27,58,73,90,6,15,30,21,38,86,7,61,84,32,16,65,49,71,57,39,80,34,95,29,8,18,56,25,82,41,23,54,52,3,75,4,10,96,89
d15,77,27,48,96,2,62,51,69,71,58,63,70,79,52,20,30,41,93,33,16,78,82,31,99,42,40,44,25,83,17,38,5,84,3,37,80,56,94,4,46,28,35,1,49,68,34,66,19,97,59,6,50,61,45,76,43,29,60,15,55,92,57,9,8,75,89,21,85,67,64,7,11,53,88,74,72,32,22,47,86,73,23,87,36,95,26,10,81,0,91,39,98,65,54,14,12,90,18,13,24
d72,93,8,5,87,94,7,96,75,45,90,20,50,3,62,72,40,42,74,55,83,22,86,4,52,67,26,36,64,33,71,39,43,25,60,91,13,27,37,32,23,70,63,6,57,95,84,46,12,44,16,78,48,89,11,47,1,34,61,24,66,19,76,14,82,31,9,35,88,73,10,80,18,2,21,54,30,68,98,92,81,97,53,41,15,85,28,79,29,77,38,56,59,65,51,17,69,49,99,0,58
d81,30,14,51,9,77,10,89,40,67,7,16,60,95,8,70,21,39,41,73,81,3,82,65,90,55,38,17,94,74,61,64,0,84,79,96,36,98,88,29,47,71,92,63,66,87,22,34,68,45,25,31,6,46,52,48,72,26,57,33,83,35,99,12,54,24,5,62,49,2,44,15,4,93,27,20,75,50,91,59,80,43,19,76,13,97,18,11,85,42,28,37,78,32,53,1,69,56,86,23,58
d58,63,7,24,3,37,83,75,30,36,27,66,71,89,98,32,42,10,28,52,74,76,53,9,12,50,11,29,49,23,95,46,80,22,38,61,51,26,69,35,41,59,44,91,39,19,6,21,2,96,17,78,88,72,34,20,56,33,0,82,57,73,5,45,68,84,25,43,40,58,62,14,15,93,92,67,47,65,90,16,60,99,13,94,55,81,77,18,85,97,4,87,86,64,31,79,70,54,1,8,48
d78,5,26,60,96,41,42,87,61,70,21,12,92,80,8,57,40,72,59,58,86,35,51,15,83,24,79,56,62,6,29,37,94,22,32,7,30,11,91,73,49,45,4,85,53,50,75,74,16,10,9,89,34,88,52,77,64,36,93,46,54,99,38,76,43,66,63,19,69,18,2,1,3,90,33,84,82,67,0,68,95,13,48,28,98,39,44,81,55,97,65,71,27,31,25,14,17,78,23,47,20
d68,90,84,70,9,22,45,85,57,92,73,46,4,37,27,50,58,69,32,48,40,30,79,83,53,49,34,75,91,60,88,89,5,55,26,72,59,33,81,24,7,52,14,16,71,36,51,56,97,87,17,11,98,13,43,65,28,61,64,39,41,29,95,99,68,78,0,1,77,47,19,54,6,8,3,94,62,25,74,82,35,10,2,21,80,38,76,86,42,93,20,15,96,31,66,67,44,18,12,63,23
d47,17,74,88,94,11,34,87,36,76,41,85,43,48,35,9,30,32,59,24,49,19,2,78,89,21,16,53,22,23,27,77,72,45,8,44,95,38,54,51,99,26,12,83,81,58,98,33,7,64,66,10,18,86,79,47,5,29,56,20,0,37,13,31,96,61,80,62,57,93,75,4,65,90,52,84,67,1,42,63,71,55,15,14,60,97,82,69,40,46,70,92,68,25,28,91,3,73,39,50,6
d96,22,25,48,19,72,44,55,74,92,76,54,77,93,33,12,38,32,15,46,49,87,88,39,16,1,17,86,67,3,70,78,29,6,63,24,69,41,43,53,66,68,27,45,37,8,2,57,52,80,9,75,51,34,7,0,59,28,26,84,31,81,98,10,58,62,36,20,14,64,13,79,73,95,4,30,11,90,42,96,21,23,97,35,5,89,40,65,94,91,47,50,61,56,99,82,71,60,18,83,85
d60,13,82,45,68,24,70,25,46,99,30,5,79,47,17,75,19,58,36,20,9,37,96,69,44,1,97,52,4,39,90,50,51,71,15,67,56,62,72,94,28,43,6,88,98,10,32,86,22,14,34,16,29,41,76,64,57,18,33,93,53,80,59,3,42,78,8,61,87,27,11,89,48,12,83,91,74,23,49,65,85,60,35,81,84,77,7,95,55,2,63,31,66,0,73,40,21,38,54,92,26
d99,47,98,25,87,60,13,45,76,62,54,86,50,75,31,30,38,9,3,14,89,48,34,49,70,28,90,51,39,11,78,67,57,96,15,1,33,24,91,80,21,17,37,16,79,64,73,92,10,19,35,55,94,69,43,2,41,68,95,6,81,72,5,7,36,20,71,29,65,42,26,66,12,46,18,40,32,77,58,4,85,22,83,82,27,88,97,56,53,44,0,84,74,63,61,8,99,52,59,93,23
d21,81,18,17,39,54,41,77,76,28,64,11,45,32,52,80,63,14,53,93,7,6,50,51,56,20,95,74,68,49,33,92,36,8,25,19,82,12,99,47,90,71,15,26,34,29,65,86,9,2,89,67,23,38,22,83,1,96,48,78,27,98,58,40,79,61,37,3,42,24,55,60,43,84,30,70,46,97,44,66,62,16,73,57,31,35,13,21,69,0,72,91,10,75,5,94,59,87,4,88,85
d70,83,71,49,23,12,58,32,7,35,5,19,57,31,50,94,9,55,73,8,27,88,92,40,66,29,89,51,82,80,15,37,70,69,14,87,48,36,10,64,76,72,3,34,33,45,11,56,79,25,52,62,91,6,38,59,84,98,65,42,75,13,77,95,90,1,97,26,53,21,17,0,86,54,18,20,16,81,30,78,22,93,41,63,24,43,28,67,46,96,61,85,4,47,74,68,2,44,39,99,60
