,d89,d81,d60,d18,d3,d25,d24,d7,d65,d41,d43,d17,d12,d94,d58,d51,d10,d77,d84,d1,d30,d20,d49,d88,d57,d68,d70,d40,d85,d72,d100,d99,d95,d28,d36,d34,d15,d46,d13,d80,d74,d4,d71,d29,d19,d83,d21,d45,d69,d50,d66,d56,d42,d87,d90,d33,d79,d59,d32,d97,d78,d52,d37,d35,d38,d48,d98,d2,d27,d64,d73,d67,d23,d16,d86,d8,d82,d61,d63,d55,d31,d22,d62,d47,d76,d44,d9,d5,d91,d6,d93,d96,d11,d53,d39,d92,d75,d14,d26,d54
r2,30,46,47,67,32,49,66,35,19,86,74,38,73,24,2,10,81,68,29,97,78,44,22,42,48,54,11,51,20,3,40,62,95,13,83,94,87,52,64,27,80,63,60,57,36,34,25,39,59,14,70,43,93,9,65,92,8,37,96,41,71,85,21,88,28,45,82,23,16,5,15,84,91,75,77,79,89,99,72,53,61,76,56,50,98,58,31,6,17,55,12,90,33,26,18,69,4,7,1,0
r6,10,79,14,31,20,30,44,57,76,50,68,63,34,29,24,46,70,2,82,73,66,48,77,87,33,39,60,92,28,3,0,40,45,43,84,74,53,75,13,49,88,59,94,54,41,6,78,38,51,69,96,21,89,37,58,27,7,32,19,71,16,83,62,12,56,52,61,93,81,55,65,42,98,64,67,4,11,8,99,72,36,9,47,26,18,22,90,23,86,95,91,85,80,1,17,5,15,97,35,25
r20,3,97,28,85,42,83,31,61,24,12,21,76,66,93,74,68,22,52,95,58,4,39,53,71,73,29,2,9,38,80,14,37,54,23,43,63,78,32,33,67,77,47,0,64,60,40,15,75,50,17,48,34,13,56,1,36,55,46,45,89,7,10,82,62,99,81,5,65,51,59,44,20,11,57,18,8,70,90,98,25,79,41,16,69,86,27,91,6,72,92,87,35,88,30,49,26,96,84,94,19
r88,36,67,48,30,93,52,66,32,18,12,17,13,90,62,49,72,28,89,6,39,71,11,84,51,44,25,88,31,59,83,0,98,43,61,38,82,15,69,92,86,99,29,9,40,76,64,95,58,68,70,7,63,33,42,34,54,73,3,19,8,35,78,2,57,23,75,16,47,96,14,37,27,24,77,80,45,26,5,21,53,87,91,60,4,56,41,94,22,65,50,79,85,46,20,81,10,1,97,74,55
r45,71,14,52,33,86,91,11,34,61,96,82,0,83,46,13,62,40,5,80,77,88,1,73,63,66,78,48,89,47,22,32,2,26,57,75,8,72,76,70,94,81,84,31,21,15,67,18,16,17,65,50,42,92,37,28,53,36,54,27,6,44,55,39,3,74,41,9,35,38,59,43,19,4,58,20,99,68,98,12,87,25,51,64,24,97,7,79,95,60,30,90,93,49,85,56,10,29,45,69,23
r85,14,75,88,18,72,0,66,81,70,86,39,16,63,48,56,95,60,90,94,84,93,77,13,74,37,4,2,29,43,33,51,47,58,6,46,11,21,35,36,25,17,15,79,97,52,12,31,57,22,73,41,80,55,24,65,62,89,42,64,49,19,69,28,61,92,45,76,91,96,87,59,68,50,5,10,40,27,85,38,83,98,32,23,67,71,1,8,7,34,53,78,26,30,82,54,99,3,20,44,9
r43,28,44,41,82,14,61,30,1,63,38,73,56,72,64,76,46,78,68,84,48,45,4,86,57,53,54,21,96,70,60,0,85,91,3,69,75,32,22,67,58,19,23,59,93,24,80,62,90,77,40,83,92,5,98,88,27,18,37,49,25,34,81,36,66,71,8,15,17,7,47,94,35,89,79,39,97,13,26,9,52,74,11,33,51,10,43,95,6,65,16,87,20,31,12,55,50,42,29,2,99
r32,78,60,66,96,11,9,83,3,86,42,87,20,90,84,91,99,34,39,63,73,19,94,10,15,33,2,57,8,35,13,32,21,61,93,69,5,36,68,24,26,65,98,50,64,85,80,28,14,1,16,97,92,45,55,7,18,67,43,82,6,75,89,17,22,51,23,47,37,4,71,0,38,12,48,40,25,74,52,29,56,58,81,76,41,46,95,79,70,44,27,59,72,62,31,88,30,49,53,54,77
r62,71,10,31,80,2,49,42,33,57,26,63,69,58,61,14,82,35,88,22,32,11,34,46,18,87,28,9,66,7,20,8,95,3,86,53,41,92,55,0,15,45,64,12,19,84,56,27,60,51,4,25,24,62,83,99,78,89,98,75,52,70,74,94,48,68,29,81,44,79,54,76,91,1,77,43,40,6,93,16,97,72,96,50,13,67,90,39,47,36,59,73,17,21,85,37,30,65,23,38,5
r100,63,20,85,27,41,55,79,18,33,23,76,73,83,35,56,37,66,4,67,44,12,15,71,88,45,11,82,24,40,43,60,1,21,31,17,64,78,61,53,36,84,42,22,86,90,9,32,72,5,49,81,99,95,25,16,26,59,39,50,80,65,87,29,30,91,47,92,8,38,57,93,48,7,46,14,2,98,10,70,94,13,51,3,69,77,89,0,52,58,68,6,28,97,62,75,74,54,19,96,34
r83,80,94,28,56,84,60,40,95,24,34,61,12,71,33,74,67,45,19,8,13,89,39,92,23,88,3,97,51,26,76,6,27,46,2,53,93,83,96,86,43,78,99,50,57,42,66,37,31,85,41,14,35,90,29,21,38,20,69,59,91,15,77,16,63,18,22,98,81,5,49,47,68,55,0,7,82,62,32,52,11,36,1,17,54,4,25,44,70,73,65,9,48,10,30,72,79,87,64,75,58
r13,21,52,51,22,26,47,58,30,99,18,56,41,38,13,81,37,85,16,79,60,78,83,76,80,86,44,49,36,65,10,5,12,59,8,90,20,54,68,24,62,2,82,50,55,73,94,7,88,33,31,64,87,98,70,45,69,39,23,35,96,9,15,27,1,97,25,91,53,29,19,66,74,40,4,6,71,17,84,42,72,75,28,63,92,32,48,43,95,46,57,0,67,89,93,34,11,14,77,61,3
r11,86,98,88,75,70,28,14,34,61,73,64,9,1,97,58,39,92,77,8,72,4,35,95,6,44,82,52,22,37,11,57,84,81,24,55,10,83,7,71,67,87,93,96,90,31,79,50,26,15,43,46,54,65,20,36,32,51,2,3,63,38,60,12,74,85,89,78,13,25,91,27,94,16,68,59,23,30,5,76,49,48,99,80,56,17,47,29,0,19,69,21,18,41,33,40,42,53,45,62,66
r7,28,84,35,24,38,58,50,41,20,44,18,49,93,80,70,86,21,63,45,46,60,6,52,39,1,78,71,85,57,19,25,34,61,53,36,9,91,31,68,59,47,89,22,98,82,95,48,56,87,30,51,55,64,29,62,23,73,96,10,76,16,74,77,97,43,67,99,15,92,40,14,72,42,88,37,27,26,11,5,69,17,81,3,0,2,75,13,54,66,4,79,8,94,12,7,90,33,83,65,32
r73,40,0,20,8,77,42,49,31,90,86,65,60,64,13,43,56,10,1,4,58,91,95,21,45,41,30,38,51,67,35,25,61,46,55,69,71,28,76,48,57,9,88,75,74,23,29,27,50,16,3,26,79,85,70,33,68,83,34,2,72,22,37,63,98,14,99,12,89,81,92,62,11,94,6,59,66,44,87,53,97,78,5,52,24,96,82,7,39,18,73,47,54,36,80,93,15,84,17,19,32
r24,81,70,19,61,45,71,82,15,93,26,56,27,62,49,67,54,72,42,30,16,99,33,57,63,98,12,74,10,60,37,28,76,0,88,80,40,95,34,22,47,31,29,4,97,65,6,85,59,96,9,87,94,91,8,51,41,35,69,50,92,77,32,75,86,17,66,7,38,78,36,48,55,5,25,89,3,58,11,53,43,20,23,83,68,90,21,44,24,1,14,39,52,18,73,84,2,46,64,13,79
r66,68,88,42,32,3,9,20,93,61,53,14,45,38,66,36,59,86,34,6,40,52,60,33,57,2,25,5,27,79,46,4,80,51,74,56,29,13,44,69,62,73,47,50,48,0,94,63,28,75,31,23,70,37,43,98,54,95,22,16,64,76,8,12,81,97,24,35,90,82,15,83,49,58,7,65,99,85,41,87,39,11,10,71,21,30,1,26,96,67,55,92,72,84,19,91,78,77,89,17,18
r48,16,22,48,31,92,82,26,72,73,95,65,5,88,64,41,38,32,15,86,93,55,3,75,67,56,74,79,9,45,69,7,77,87,42,24,54,21,1,44,91,6,4,68,30,94,37,39,23,27,17,40,80,97,83,63,98,25,84,60,46,8,33,58,85,99,96,18,62,47,76,0,12,89,59,50,61,70,35,28,90,43,66,14,71,51,57,49,81,36,11,20,29,2,19,53,52,34,78,13,10
r65,72,80,6,84,97,21,66,18,31,24,14,69,57,19,41,23,37,88,26,78,34,22,27,0,77,99,92,52,4,61,20,65,29,85,32,39,47,5,48,44,43,51,74,36,68,16,71,81,12,7,62,17,79,56,11,76,96,25,10,98,2,13,73,70,82,33,94,42,90,55,64,9,1,54,46,28,83,75,93,30,95,38,60,15,86,89,63,91,87,59,49,45,8,67,3,40,35,58,50,53
r38,48,92,76,41,15,32,4,75,43,89,94,91,87,81,1,3,39,56,93,5,77,16,71,11,99,45,85,6,90,31,18,63,53,57,54,65,88,8,20,59,44,27,37,28,36,86,40,96,64,70,68,34,79,80,17,30,2,24,67,33,47,74,84,78,50,46,29,13,23,9,21,25,66,35,55,62,14,69,73,95,49,60,26,38,58,22,52,10,0,12,7,97,61,51,83,19,72,82,42,98
r90,63,30,38,61,31,41,17,34,20,98,70,77,47,2,52,71,65,94,51,12,0,93,85,1,26,37,25,78,62,56,75,48,76,59,66,87,9,29,13,4,36,32,67,42,86,55,43,80,11,21,27,54,18,97,90,58,92,49,53,22,88,99,8,89,73,23,95,44,39,24,40,50,83,74,68,64,35,19,6,84,10,69,91,46,16,15,14,28,72,33,5,79,3,81,57,82,45,96,60,7
r27,20,7,85,80,91,76,0,93,44,69,4,47,36,2,48,34,83,8,29,86,82,1,6,46,27,12,84,16,39,89,5,19,25,45,13,71,97,11,43,75,65,67,62,78,42,68,74,63,95,40,77,81,26,88,53,72,66,37,18,55,33,87,22,52,15,90,57,21,99,10,31,41,73,54,92,3,50,59,51,98,17,79,64,35,70,60,96,9,24,38,58,14,94,56,23,28,61,30,49,32
r1,64,98,78,36,51,4,70,57,74,2,67,46,56,30,34,13,80,48,69,81,3,85,62,37,54,29,87,49,58,75,23,6,76,21,42,35,86,84,65,19,7,52,71,82,5,44,22,97,60,45,31,8,89,93,25,32,66,20,41,83,24,55,92,95,33,11,79,12,27,39,61,88,50,99,53,16,40,94,77,17,73,43,90,96,68,28,59,38,1,0,14,9,91,26,18,72,10,15,63,47
r35,72,79,3,11,4,22,2,73,34,31,24,0,26,14,41,1,65,36,89,88,77,12,19,93,43,62,52,16,49,71,76,20,90,50,81,10,56,83,45,51,29,9,15,82,94,80,39,66,55,78,47,64,98,86,44,91,33,28,75,68,6,13,97,23,30,87,37,27,32,40,74,8,48,70,17,60,53,61,63,54,58,42,85,21,95,84,92,7,69,18,25,5,38,96,59,57,35,46,67,99
r68,72,13,70,11,96,26,1,10,50,68,42,84,64,85,99,86,5,56,45,37,61,52,17,28,25,67,77,35,22,78,73,19,31,33,24,0,95,97,34,47,8,41,92,14,75,15,21,46,36,4,32,88,27,59,54,55,29,9,93,98,20,90,18,40,30,69,49,43,89,53,48,66,39,60,16,81,79,94,71,58,74,2,44,83,38,7,3,82,23,65,12,76,80,63,6,91,57,51,87,62
r31,13,28,48,93,59,81,55,53,12,82,84,97,49,5,60,1,74,66,94,77,43,2,72,9,76,20,73,85,14,11,61,22,27,21,37,34,6,96,32,99,52,10,91,33,65,25,67,95,47,38,56,44,71,40,29,79,50,45,42,36,0,86,23,30,70,18,24,98,78,16,80,57,31,90,3,4,92,83,46,89,35,75,15,54,88,62,17,64,7,39,41,69,63,68,58,51,26,8,19,87
r63,17,95,32,85,53,16,93,21,77,59,50,7,94,66,83,2,28,44,27,13,76,84,36,20,69,8,26,35,75,56,68,34,46,15,73,92,47,51,98,33,23,62,19,12,54,14,81,39,25,22,10,45,55,52,49,88,79,60,89,48,72,24,99,71,91,31,65,63,18,82,1,5,80,3,86,29,90,43,41,4,87,78,0,58,37,96,42,74,70,38,11,40,9,6,67,61,57,97,30,64
r26,20,67,68,97,14,80,30,48,21,26,91,75,66,50,7,83,69,12,24,23,36,85,71,90,57,13,8,56,78,84,88,31,44,96,60,9,40,19,59,62,49,43,15,6,81,29,77,86,1,53,41,35,17,87,74,32,11,34,70,18,93,94,65,16,22,55,27,63,58,51,38,92,54,28,4,52,82,37,3,64,61,33,5,89,39,98,72,45,47,73,95,0,10,79,46,2,42,99,25,76
r80,30,7,84,56,77,67,97,14,66,21,72,49,58,26,35,65,71,98,37,59,42,88,81,43,16,94,91,34,11,92,2,8,13,82,73,29,18,57,83,6,41,23,19,22,3,46,52,95,70,61,51,31,80,0,62,27,10,86,20,45,38,47,53,40,55,54,60,5,75,39,36,50,87,9,44,93,24,15,99,79,4,1,32,78,33,25,74,48,17,85,76,69,28,63,64,68,89,90,12,96
r53,41,3,86,5,53,0,19,36,25,35,21,1,69,91,62,26,93,72,37,65,38,28,90,6,67,96,59,7,22,52,56,77,47,82,18,51,31,66,94,46,2,88,23,44,68,8,61,99,84,13,98,49,70,15,42,14,85,87,43,17,83,10,73,45,64,12,40,34,58,71,95,76,30,54,97,27,16,89,20,63,80,75,39,4,78,92,57,50,33,11,24,29,48,79,74,9,55,60,81,32
r86,94,47,56,83,55,30,29,58,96,87,23,8,17,69,81,75,62,22,50,36,68,7,6,19,2,43,72,59,3,34,70,1,41,12,5,99,15,79,28,35,25,53,26,64,63,84,31,93,44,89,24,27,13,40,97,20,54,73,52,92,90,82,91,57,67,71,37,60,95,46,80,10,38,77,18,42,98,65,39,4,48,88,61,33,14,45,9,85,21,16,11,0,32,76,66,51,74,78,49,86
r98,82,50,60,73,67,26,6,86,35,57,47,38,90,9,93,30,56,62,16,45,54,10,23,74,89,43,29,69,66,46,87,64,0,39,15,34,71,72,79,8,84,68,53,59,32,40,77,1,58,7,85,61,11,27,97,31,25,33,91,21,22,92,95,98,70,20,81,13,48,80,88,75,5,49,96,83,12,44,24,17,2,4,52,78,65,41,37,28,18,3,63,55,76,19,42,99,51,14,36,94
r77,73,80,12,11,76,70,49,45,13,92,27,39,35,47,68,97,31,66,37,81,90,75,25,60,48,4,20,16,43,74,42,63,82,9,78,44,32,6,65,50,21,91,71,19,28,95,14,7,30,24,84,10,54,58,23,33,85,77,86,8,2,51,5,59,26,83,98,1,87,62,41,61,38,79,67,88,64,17,34,36,22,52,53,3,0,89,18,56,40,46,15,94,99,69,93,29,55,72,96,57
r46,75,42,71,74,98,99,44,29,57,56,22,83,55,72,28,66,21,54,86,79,37,14,4,58,20,61,26,15,34,43,9,68,53,27,32,2,64,8,10,5,13,88,30,40,82,62,16,85,0,17,25,41,1,12,81,67,18,49,96,76,69,90,92,45,11,33,39,36,93,97,50,59,7,80,77,35,19,24,51,46,23,38,63,78,91,94,60,65,95,31,73,47,70,48,89,52,6,87,3,84
r67,40,60,67,84,3,61,48,46,31,65,15,2,7,81,56,45,74,20,80,21,85,66,29,30,52,11,69,94,41,18,91,38,16,53,58,33,98,28,73,8,14,35,64,25,63,93,79,42,26,99,24,5,44,83,57,88,92,39,6,96,76,97,72,13,86,27,55,37,10,70,50,43,34,78,32,12,9,36,75,22,0,68,1,54,47,51,62,59,49,90,17,77,71,23,95,82,89,87,4,19
r71,28,7,70,55,5,12,71,84,22,92,51,27,60,19,4,61,26,99,90,67,52,42,78,98,43,94,96,64,79,31,46,73,29,37,80,13,87,75,35,39,89,85,16,17,24,59,68,34,14,25,20,36,1,54,40,74,8,38,53,91,65,0,76,56,45,18,6,11,47,32,72,3,77,50,21,62,58,23,86,41,10,63,69,30,9,57,66,15,95,81,82,2,97,48,44,88,49,33,93,83
r21,96,26,35,52,16,77,14,71,60,48,72,90,34,32,0,70,61,22,78,68,58,91,41,44,47,69,73,57,49,51,13,36,29,81,89,4,94,62,30,10,39,98,53,63,8,92,38,54,27,93,55,6,76,24,84,56,80,3,74,97,1,42,66,59,95,37,21,33,79,64,7,17,75,87,43,20,86,19,65,11,5,15,50,82,40,2,18,12,31,83,46,67,99,9,25,45,88,23,28,85
r79,69,62,85,60,90,43,74,98,25,33,44,77,95,78,5,13,23,10,86,19,20,49,2,30,81,24,21,37,68,41,52,45,27,65,14,26,59,61,36,9,53,87,28,40,1,80,8,35,29,92,89,67,64,48,76,57,73,7,11,0,75,55,71,83,93,79,72,82,70,15,17,34,47,88,3,99,22,39,91,56,63,51,16,94,96,6,4,31,42,66,84,50,54,58,97,38,18,12,32,46
r28,38,65,86,35,56,44,2,91,4,51,83,77,53,31,41,48,39,19,30,34,76,15,40,95,69,21,73,67,42,49,45,75,50,6,17,94,46,90,11,18,16,57,60,23,66,37,14,22,59,47,88,52,84,62,5,28,74,8,20,78,97,54,10,92,33,89,32,85,12,63,64,3,82,29,72,13,96,80,36,87,68,79,93,9,99,43,26,27,0,1,70,25,81,58,98,61,7,24,71,55
r52,0,12,96,23,89,32,40,29,9,87,88,37,80,62,42,7,28,31,57,20,75,51,69,82,5,63,33,24,60,77,64,6,44,13,67,34,15,59,46,16,66,30,50,58,61,95,97,39,85,98,14,27,52,8,3,55,54,83,92,71,47,36,65,45,56,91,18,22,26,93,17,2,10,19,21,68,72,99,74,25,78,73,35,38,53,81,48,79,41,1,90,49,4,76,70,11,43,86,84,94
r74,16,29,60,85,36,79,24,68,12,83,92,77,14,53,96,38,34,33,74,28,59,7,64,99,27,37,5,18,51,1,56,61,39,62,72,49,76,91,69,42,78,98,45,70,11,93,44,71,31,55,35,52,82,40,32,25,73,95,58,94,6,30,97,48,46,90,10,20,65,66,63,50,43,17,84,81,8,86,19,15,9,75,88,47,23,3,41,2,57,22,21,4,13,26,67,54,87,0,89,80
r5,75,35,48,78,80,50,22,81,58,97,33,10,70,67,92,77,53,43,89,57,47,46,27,15,52,45,76,73,90,26,86,0,85,83,32,56,6,98,74,84,28,1,14,31,61,55,13,49,99,20,91,36,11,4,42,79,65,96,44,88,18,69,71,9,12,21,8,66,16,19,2,51,30,41,29,87,68,63,39,94,64,95,72,82,17,62,24,37,60,3,59,23,38,40,5,7,34,93,54,25
r50,32,42,68,27,75,30,81,92,94,34,5,46,39,69,89,20,90,9,1,33,8,35,85,57,56,49,76,22,11,51,61,58,31,48,60,36,14,77,87,16,82,78,17,62,4,21,50,24,37,91,65,98,43,95,71,64,0,83,74,26,80,93,86,40,3,45,67,15,96,59,53,19,6,38,99,47,23,66,7,18,52,72,28,79,54,70,88,2,97,12,13,73,55,41,44,84,10,63,29,25
r76,49,83,46,76,8,1,42,53,6,50,25,57,87,26,86,22,81,97,48,35,61,69,9,54,24,82,33,41,0,3,67,44,4,52,34,73,20,66,36,98,79,19,94,12,30,39,95,51,85,40,92,38,74,64,62,5,88,68,47,45,37,14,60,80,72,90,17,27,84,43,29,2,13,70,65,7,58,16,75,31,56,71,18,63,23,55,21,28,32,77,99,10,93,15,59,11,91,89,78,96
r3,15,77,45,88,58,89,65,47,11,66,73,90,72,71,19,51,82,84,55,93,50,30,70,36,31,39,5,21,62,25,52,67,20,96,14,32,94,79,87,69,74,53,56,10,60,83,81,85,75,34,48,38,92,13,27,76,80,42,23,16,99,44,6,98,57,33,54,28,46,2,49,97,3,0,61,41,4,91,17,7,78,12,68,35,59,9,26,22,1,40,64,29,95,8,63,18,86,24,43,37
r29,55,88,36,16,20,82,97,38,98,47,70,26,72,18,29,30,81,6,80,14,74,1,93,62,2,42,35,96,60,76,94,22,23,45,5,69,77,3,33,11,50,52,13,7,64,92,32,31,46,63,48,37,67,56,43,71,68,49,95,57,78,65,17,8,4,79,61,86,66,83,0,44,54,10,84,99,73,40,12,75,87,9,34,90,27,28,39,58,21,59,15,89,91,24,41,85,51,25,19,53
r41,88,47,42,5,99,70,87,15,33,95,44,38,12,77,16,40,68,60,9,85,97,84,78,17,92,59,18,89,51,1,14,71,28,46,86,22,56,48,35,30,39,73,43,25,20,52,37,24,31,57,64,26,79,19,96,41,82,7,6,66,2,0,54,34,81,91,27,8,49,98,65,36,11,72,10,3,58,94,32,55,90,4,93,76,50,23,13,61,29,21,74,69,62,45,80,83,53,67,75,63
r22,15,62,26,60,22,89,64,79,81,68,71,86,82,11,85,49,48,6,58,3,34,66,91,17,92,56,98,61,19,67,9,12,84,87,52,78,63,70,80,33,76,53,10,23,29,94,25,95,2,51,47,27,97,69,99,39,20,73,21,13,14,16,1,35,4,44,0,32,45,36,74,77,54,50,8,24,93,28,46,65,37,7,31,5,59,75,55,42,40,41,57,83,96,88,30,18,43,72,90,38
r8,21,86,31,26,11,6,72,35,62,29,74,12,45,66,87,18,76,0,97,85,82,92,91,81,89,71,75,54,3,20,65,47,79,44,39,58,48,98,88,63,9,80,1,36,55,27,24,49,94,28,57,53,10,23,15,69,42,41,30,60,4,34,95,5,50,64,38,17,2,7,90,56,83,61,70,22,46,16,78,93,99,25,51,8,73,67,43,68,33,96,14,32,84,77,19,13,37,40,52,59
r36,87,54,75,11,21,81,24,9,10,61,97,26,83,69,77,14,68,48,37,30,38,90,3,91,17,72,74,27,71,43,49,39,6,51,28,16,1,89,35,66,64,76,57,44,65,34,63,0,86,56,84,41,5,47,52,98,53,70,18,33,40,96,58,4,88,85,55,79,15,42,50,80,60,7,46,94,93,23,29,36,82,73,2,99,62,95,12,31,78,13,67,45,92,32,22,20,25,19,8,59
r87,71,25,91,57,4,44,39,40,38,75,96,63,69,27,6,81,26,20,70,35,10,8,24,2,31,0,68,43,78,82,11,99,21,85,66,14,50,42,61,1,98,33,56,64,83,54,59,62,34,41,60,67,17,76,79,74,7,32,84,9,95,16,28,89,86,47,52,87,51,65,94,23,73,15,46,13,22,90,48,19,88,12,77,29,37,97,30,53,92,45,5,3,55,72,80,18,93,49,36,58
r94,28,93,50,96,73,84,51,19,63,92,62,72,35,57,69,17,10,37,27,25,4,94,79,90,22,16,52,12,49,54,23,3,91,81,45,6,95,87,42,88,61,33,13,44,59,47,7,53,68,41,97,99,11,1,56,89,70,21,5,86,24,66,8,98,58,80,77,83,15,30,71,64,36,65,46,78,9,38,31,39,43,82,29,48,14,85,55,76,67,0,2,74,20,60,26,40,75,18,32,34
r58,26,24,82,97,45,4,78,65,61,15,64,0,23,32,54,8,55,37,59,85,89,10,22,56,34,31,79,92,91,25,99,74,72,46,14,76,44,43,94,58,40,80,13,88,67,11,39,75,69,68,81,30,96,71,5,17,70,19,35,53,57,41,84,9,1,90,2,47,6,36,83,33,51,60,87,49,7,50,20,77,42,93,52,12,18,66,73,62,86,63,95,29,21,16,98,27,3,38,48,28
r60,85,24,37,75,32,80,35,7,72,18,50,83,99,68,6,97,82,70,0,84,48,17,38,14,39,86,1,30,88,40,4,54,63,76,15,22,31,95,36,5,34,43,56,79,45,11,20,3,12,51,87,2,65,69,89,28,60,59,58,19,26,46,93,91,9,33,55,77,98,44,49,47,41,16,74,67,66,94,23,8,13,71,61,29,92,81,21,73,90,64,96,42,10,52,25,62,27,57,78,53
r93,33,26,7,17,43,36,48,91,47,49,53,67,65,51,69,55,98,21,82,68,99,34,92,63,61,87,25,64,90,11,74,54,2,38,73,86,44,66,60,79,24,14,3,80,35,27,13,40,81,78,93,41,37,77,76,70,94,52,19,30,12,8,83,50,75,6,0,45,9,20,29,31,96,85,97,18,58,95,62,4,39,23,72,16,46,42,89,28,32,22,88,57,71,1,84,59,10,5,15,56
r14,57,60,41,42,94,79,43,6,35,54,11,27,65,31,7,10,47,69,59,26,74,30,96,1,44,40,80,8,85,46,82,49,71,78,34,66,89,13,76,12,56,70,16,17,67,58,72,83,18,25,95,86,93,64,52,50,81,3,91,63,51,62,32,75,29,97,68,90,38,99,77,20,5,55,37,0,4,53,19,88,98,28,14,61,45,22,9,73,23,24,36,92,21,33,2,84,39,87,15,48
