,d7,d34,d18,d3,d100,d27,d76,d28,d69,d1,d25,d94,d42,d93,d22,d26,d19,d84,d40,d24,d79,d61,d59,d83,d41,d10,d23,d57,d16,d31,d85,d11,d73,d77,d71,d29,d74,d32,d38,d86,d80,d9,d35,d54,d43,d45,d4,d63,d2,d56,d37,d12,d65,d53,d15,d72,d81,d58,d78,d68,d47,d96,d60,d99,d21,d70,d48,d82,d36,d20,d6,d44,d14,d91,d46,d97,d75,d49,d67,d17,d51,d90,d55,d50,d98,d92,d33,d52,d64,d95,d30,d8,d5,d39,d87,d62,d88,d66,d13,d89
r64,97,2,7,0,72,37,94,96,50,60,43,21,20,85,63,6,70,98,16,58,19,51,92,90,79,53,66,87,83,91,1,42,82,12,61,77,88,30,68,22,67,74,39,10,36,25,78,84,27,14,33,76,52,56,35,28,23,99,45,18,86,11,15,24,9,29,71,65,55,93,57,26,48,13,32,54,3,47,80,75,46,31,73,17,34,69,49,59,81,44,62,89,64,4,95,41,8,40,5,38
r85,10,23,16,76,88,8,70,54,72,84,66,57,31,45,44,97,53,59,58,4,5,61,28,60,62,39,64,92,50,0,3,48,7,22,78,26,75,69,25,42,24,13,30,81,17,29,98,77,56,36,49,2,55,20,11,83,74,96,73,93,27,33,34,91,38,18,89,99,63,71,37,82,90,80,46,32,94,1,15,9,95,12,87,67,86,14,35,65,68,6,40,41,79,47,51,21,52,43,19,85
r23,7,58,53,98,44,41,54,99,12,13,6,97,1,11,28,64,93,51,78,85,5,33,76,94,52,46,68,23,95,84,19,55,47,90,92,60,45,82,18,10,50,63,49,29,69,39,87,79,48,27,80,30,56,36,21,43,74,67,17,16,20,89,75,83,9,0,15,65,40,66,3,25,24,2,81,86,14,34,22,61,71,8,62,35,57,59,72,96,37,31,38,70,42,88,91,32,77,73,4,26
r74,94,45,75,81,28,61,77,24,58,29,91,82,55,6,56,25,12,59,95,66,50,8,57,33,96,19,47,39,0,64,89,16,30,4,23,26,73,17,49,93,5,43,69,38,10,90,11,62,21,36,9,13,72,68,7,22,14,35,74,2,31,53,78,87,86,52,88,34,97,65,83,40,54,20,98,84,63,3,32,92,67,44,41,51,48,79,60,76,27,80,85,70,46,1,71,42,18,15,99,37
r91,93,73,56,5,4,99,11,19,48,7,69,17,58,65,29,66,54,62,13,2,16,25,33,40,43,42,85,98,60,51,83,92,67,9,81,80,20,1,90,22,64,91,18,34,23,41,47,26,38,59,95,82,0,57,28,70,72,63,74,27,32,49,21,3,53,8,71,87,15,78,50,61,94,77,36,10,39,75,31,24,46,89,30,35,76,37,68,86,14,97,96,55,44,52,12,88,45,6,79,84
r29,78,62,38,96,61,56,9,70,74,84,64,37,4,21,89,48,52,68,87,46,36,90,3,26,42,1,49,57,39,97,65,5,40,80,55,24,22,73,33,99,0,29,43,30,20,88,11,25,35,45,16,79,72,58,85,98,66,86,8,82,92,69,13,15,51,93,95,10,41,67,14,59,27,63,19,2,23,50,31,60,18,71,28,81,53,75,7,94,44,83,12,32,77,47,34,17,91,6,54,76
r46,57,29,35,45,93,48,38,87,22,59,42,11,98,99,23,18,68,25,50,61,39,6,65,32,9,73,91,30,81,64,31,90,28,97,95,74,54,44,56,71,17,36,83,33,34,89,2,63,49,88,55,3,92,78,69,16,51,60,8,62,53,27,77,15,72,26,82,20,76,58,96,70,13,19,0,4,79,43,84,94,47,14,5,37,67,86,21,52,41,7,12,46,24,85,1,75,80,66,10,40
r68,25,3,9,93,36,89,53,90,78,51,68,24,15,18,95,11,0,33,63,19,62,48,35,88,47,49,8,43,56,79,85,66,27,12,87,99,77,17,1,31,86,57,69,16,46,39,44,76,38,73,83,71,41,2,80,70,72,96,81,37,28,98,34,67,59,74,84,97,29,21,30,58,82,32,54,42,52,60,22,4,10,5,40,91,23,64,14,20,13,45,50,7,92,94,55,6,26,75,61,65
r30,32,31,90,46,76,30,12,53,64,6,17,19,84,42,62,37,89,41,9,11,34,18,63,16,51,21,23,80,68,49,74,95,44,85,20,14,98,99,27,26,35,87,45,77,57,60,67,4,70,52,25,78,96,28,94,3,58,91,43,66,97,36,75,59,50,54,65,5,71,24,33,48,82,81,39,22,69,55,86,83,10,1,15,73,13,88,2,61,8,79,56,38,0,7,92,40,47,72,93,29
r94,76,25,93,74,1,29,36,58,42,70,97,32,92,33,82,39,15,41,30,43,55,63,65,64,87,7,3,66,28,24,19,17,13,69,35,45,6,89,48,22,2,83,12,51,9,62,4,49,90,38,23,94,85,71,86,99,67,84,98,53,78,96,52,11,46,26,75,57,40,95,54,79,56,68,77,20,5,34,81,18,16,47,31,10,14,61,27,37,44,59,0,50,91,80,21,8,73,88,72,60
r37,64,36,30,37,47,18,29,12,77,3,38,72,25,97,21,96,68,10,14,15,69,79,61,56,1,93,75,20,11,91,19,2,59,71,45,86,54,35,9,78,22,0,66,92,88,74,94,34,33,52,76,13,51,53,90,44,67,70,81,95,80,73,42,41,8,24,85,63,39,98,32,7,99,57,43,28,82,23,87,26,16,83,49,27,55,50,84,4,60,6,58,31,65,40,48,17,62,5,89,46
r39,64,66,30,83,79,73,18,23,12,43,36,25,60,14,39,16,67,72,7,35,95,51,0,75,19,50,6,1,74,46,71,93,10,13,33,85,76,63,9,52,48,5,55,21,49,59,29,81,92,20,77,27,58,31,4,69,90,2,54,61,98,56,42,45,32,84,15,99,82,34,91,47,26,24,37,97,41,94,86,44,62,70,17,89,78,88,38,3,80,40,28,57,96,53,22,65,87,68,11,8
r4,13,27,90,33,8,55,93,29,36,12,21,63,83,34,19,3,96,86,85,71,15,72,7,92,26,62,64,4,88,42,66,77,28,37,51,35,49,70,56,82,57,38,78,73,46,61,16,75,17,20,22,97,65,5,9,84,39,14,54,91,47,79,50,60,74,1,6,48,40,95,98,11,89,32,67,25,81,24,69,68,76,52,80,44,58,18,2,59,10,45,30,87,43,99,94,53,31,23,41,0
r17,76,93,49,73,22,16,59,40,60,36,62,14,72,10,30,90,50,15,86,0,75,81,6,57,29,2,39,89,83,87,46,79,7,51,91,97,84,63,68,34,52,24,48,25,58,3,21,20,23,9,55,44,27,8,37,77,18,4,85,26,12,82,65,80,95,69,56,64,99,5,92,74,32,61,31,35,66,71,28,54,41,96,70,17,98,78,43,13,45,11,1,88,19,94,53,42,67,33,47,38
r52,19,88,28,79,3,56,92,58,12,20,1,80,30,13,25,54,75,59,81,48,24,53,49,5,90,83,74,87,47,39,26,63,44,43,22,68,84,85,66,78,21,7,15,89,97,98,33,55,86,70,40,67,96,65,72,73,14,62,32,27,91,8,16,11,31,18,71,93,41,95,50,35,76,38,77,37,52,99,0,6,17,60,10,2,42,9,45,94,4,82,61,29,64,57,69,46,23,36,51,34
r59,23,17,15,70,89,44,28,19,27,35,74,55,62,88,83,24,47,46,6,40,41,58,71,93,87,52,11,79,97,68,90,85,66,31,98,36,13,67,20,37,0,69,51,21,94,4,63,82,92,73,45,3,91,77,60,80,50,65,39,78,84,49,42,10,56,81,72,8,95,86,33,75,16,2,1,54,32,48,64,25,57,96,34,61,7,22,76,99,38,59,43,9,29,5,14,12,26,53,30,18
r78,96,86,32,44,2,68,20,37,75,69,65,61,49,30,23,95,88,87,98,73,11,8,52,80,51,71,59,64,9,84,93,72,1,45,6,22,17,89,21,18,5,38,70,55,13,81,43,57,4,91,63,85,79,56,29,47,77,39,94,40,67,42,31,7,10,0,3,15,19,62,14,82,46,90,48,78,83,12,92,66,24,74,27,35,97,25,33,26,34,58,53,76,36,50,28,41,60,54,16,99
r10,14,55,43,16,60,3,77,4,12,93,92,45,68,36,50,80,82,47,17,44,10,0,24,85,83,5,61,46,20,48,69,1,88,9,91,99,74,26,96,23,66,71,79,52,81,19,56,90,54,27,32,67,63,86,49,89,13,70,97,15,84,42,62,73,53,18,64,75,30,39,11,78,35,98,76,41,22,7,87,37,34,58,28,95,6,33,38,21,40,65,31,57,72,2,8,94,59,29,25,51
r51,11,14,86,32,72,85,22,75,15,51,9,35,70,44,81,10,39,19,29,31,38,2,87,1,50,62,90,65,54,6,79,55,37,21,42,91,58,3,30,59,96,45,83,61,97,33,66,41,27,49,13,67,98,4,94,84,88,8,68,89,74,56,43,40,46,99,28,93,25,12,24,69,23,17,71,57,52,64,53,95,80,20,92,78,34,48,18,0,77,36,26,73,82,60,63,5,16,7,76,47
r6,23,26,9,25,73,5,11,69,51,98,1,37,91,72,60,7,3,59,45,84,46,19,74,57,81,35,22,52,47,2,85,21,54,87,17,40,83,48,99,70,0,44,53,67,97,95,10,13,41,55,4,63,86,28,34,88,71,20,65,31,42,49,78,94,32,30,33,58,38,66,50,64,90,8,89,92,62,75,82,14,68,6,93,16,77,15,56,29,43,39,18,76,12,27,96,80,79,36,61,24
r40,10,55,35,96,56,31,92,11,39,12,84,65,91,99,19,41,80,79,22,9,59,5,68,67,57,38,70,7,98,36,74,51,29,89,48,72,77,26,66,17,83,54,52,61,15,76,14,27,75,78,45,88,40,95,58,3,16,37,62,0,6,69,93,32,87,34,60,97,85,50,71,94,24,2,18,25,42,4,49,13,8,63,20,30,64,53,90,23,44,86,21,46,81,82,43,28,73,33,1,47
r75,59,79,43,54,83,28,88,84,95,94,39,91,5,96,24,69,80,2,75,17,66,99,42,78,20,53,64,8,1,47,49,89,82,55,58,74,6,38,92,21,44,36,16,37,97,90,57,13,27,14,26,11,67,87,61,93,0,23,41,52,48,56,33,62,46,63,25,85,12,73,10,40,4,45,30,71,31,98,34,15,77,68,7,9,3,76,86,70,18,29,81,32,60,72,50,51,35,19,65,22
r97,25,24,4,73,43,94,35,1,22,38,55,47,60,8,29,33,21,56,18,7,80,50,74,82,10,51,63,86,2,42,46,41,30,34,40,72,67,78,68,6,26,17,48,69,49,89,59,66,92,37,95,97,12,83,0,5,11,79,53,57,61,77,65,45,87,62,76,88,81,36,20,54,85,23,3,98,91,13,84,39,16,75,58,71,14,28,9,70,32,31,96,15,44,19,93,99,27,90,52,64
r79,28,73,10,0,23,78,93,14,86,22,2,24,32,18,27,57,75,16,59,63,79,88,69,20,9,43,4,3,35,53,76,74,54,77,67,50,8,36,29,60,48,46,58,66,82,15,25,71,40,95,91,92,68,7,42,96,98,49,52,81,33,38,56,62,17,65,85,44,6,39,19,89,30,83,90,21,84,61,47,34,5,12,45,64,87,80,70,94,97,26,11,31,13,99,37,72,41,51,55,1
