,d62,d94,d55,d89,d30,d76,d61,d63,d85,d68,d39,d74,d82,d100,d81,d95,d37,d84,d36,d15,d47,d80,d33,d96,d97,d66,d77,d60,d5,d67,d75,d23,d31,d52,d11,d56,d53,d46,d19,d90,d88,d71,d92,d21,d79,d50,d2,d32,d57,d28,d48,d72,d64,d29,d16,d99,d13,d9,d14,d43,d59,d1,d98,d65,d42,d58,d78,d8,d6,d17,d20,d38,d54,d93,d69,d86,d7,d27,d22,d35,d10,d49,d83,d12,d3,d73,d18,d26,d34,d51,d87,d44,d24,d70,d25,d45,d91,d40,d41,d4
r91,40,70,68,34,52,76,69,49,4,2,8,18,99,51,26,85,86,44,11,38,30,35,37,88,7,75,97,46,12,0,95,53,71,45,16,80,60,87,29,14,92,67,3,48,91,64,39,28,79,5,21,13,66,89,78,72,1,94,77,24,83,20,47,56,82,25,84,74,33,90,15,42,23,62,17,19,22,10,32,63,6,81,65,73,36,41,96,55,43,27,61,98,58,93,59,50,9,54,31,57
r8,9,98,55,31,2,16,53,48,59,54,51,63,44,7,26,45,13,36,56,10,94,91,87,85,60,95,8,19,76,27,70,11,92,20,22,79,37,80,34,41,32,25,86,1,4,23,69,15,24,21,64,39,50,18,62,74,29,77,65,28,33,84,6,97,93,90,14,43,49,30,57,42,78,67,0,71,83,66,58,89,75,38,40,81,52,68,72,73,61,99,88,82,12,46,96,35,47,3,5,17
r87,74,66,35,78,20,68,99,73,3,50,60,64,91,89,46,57,92,37,71,79,9,96,62,40,87,38,34,70,49,41,58,59,21,61,72,75,90,0,51,53,13,52,39,27,77,47,69,93,6,14,45,22,5,7,1,98,80,12,32,82,76,36,11,28,18,25,33,2,94,15,84,81,85,95,23,19,8,43,83,55,10,56,88,26,86,17,97,67,24,65,44,29,30,48,4,42,54,63,31,16
r24,39,18,69,40,4,45,77,51,46,27,35,24,76,33,34,60,59,12,10,58,36,75,55,48,92,42,28,85,80,83,67,41,44,90,16,53,95,94,97,52,1,86,23,70,56,68,5,8,74,25,66,89,64,21,57,79,82,62,29,38,50,96,37,71,11,31,49,73,88,87,61,43,72,98,9,99,30,13,2,91,65,20,78,26,14,32,15,7,19,6,84,81,22,93,54,3,63,17,47,0
r85,48,14,26,1,24,82,77,84,68,62,45,16,69,93,80,23,91,56,99,97,57,27,72,58,96,42,52,81,34,4,43,86,5,0,22,12,46,37,90,13,59,53,78,73,98,41,76,8,71,3,35,61,28,33,64,87,31,51,94,10,11,89,36,74,67,9,17,25,54,88,55,70,65,32,79,44,2,50,30,40,85,60,6,19,21,49,83,20,95,29,75,7,15,63,47,92,66,18,38,39
r58,98,24,5,22,80,39,44,95,85,62,75,81,17,10,43,11,49,61,56,32,50,42,27,73,20,94,34,82,97,40,28,14,64,26,7,37,71,87,4,66,63,45,2,21,59,19,67,96,36,31,15,57,68,91,74,29,38,0,46,78,9,76,30,52,83,35,12,3,60,72,86,47,33,65,6,8,99,79,90,13,1,77,92,70,88,25,89,48,84,16,69,41,58,53,23,51,93,18,54,55
r42,32,5,80,34,83,29,53,2,98,0,58,33,78,75,62,39,26,96,74,15,10,40,64,4,70,68,85,87,99,16,36,41,46,77,42,72,79,81,90,23,17,50,47,61,95,12,54,7,55,9,45,31,18,91,52,60,19,43,1,22,48,65,8,88,84,51,69,82,11,21,76,49,28,20,63,86,71,59,3,13,6,44,73,66,14,93,94,92,30,89,25,24,27,67,37,56,57,35,38,97
r23,70,14,72,11,0,16,74,1,50,17,99,34,53,25,85,37,18,20,29,77,88,71,52,68,78,33,51,98,15,23,4,92,81,63,79,73,67,66,59,61,95,69,83,19,89,55,46,49,2,48,27,43,80,26,45,38,3,97,9,94,24,8,6,75,30,21,44,10,35,39,87,40,62,54,42,57,91,90,41,84,22,64,93,12,32,13,31,86,65,56,7,82,76,58,60,28,47,96,36,5
r12,34,37,81,38,83,31,30,82,11,51,74,3,72,69,21,19,20,1,87,55,52,42,23,25,86,7,73,96,99,91,0,47,2,58,49,60,36,4,57,75,5,13,98,67,93,26,65,33,85,39,15,8,10,12,54,16,40,24,14,76,97,50,95,29,53,70,44,43,45,28,61,35,17,80,79,78,77,32,6,46,22,63,64,9,84,90,41,59,56,71,92,89,62,48,18,88,66,27,94,68
r13,34,46,1,94,25,50,77,9,15,76,2,71,14,44,11,18,0,19,17,78,92,21,57,16,20,36,91,83,3,84,55,51,62,28,67,33,8,4,61,95,39,73,27,58,31,68,49,23,89,65,6,5,29,70,42,41,90,60,38,87,32,69,64,63,22,93,7,24,85,97,96,40,53,35,30,52,86,75,13,82,43,66,56,26,88,47,54,79,59,37,98,48,81,80,12,72,74,45,10,99
r77,76,8,20,5,78,54,19,63,74,70,64,39,90,29,47,31,51,43,10,66,62,94,82,18,60,98,67,84,89,58,40,15,37,35,95,97,33,50,55,92,34,99,87,77,59,80,30,42,3,88,53,41,4,32,25,56,14,69,38,2,52,12,36,93,17,91,45,86,44,49,61,83,27,16,46,71,75,7,21,28,1,0,13,26,48,68,85,57,23,24,72,73,9,6,81,65,96,79,11,22
r50,62,97,21,13,85,46,84,55,2,92,0,42,41,52,31,27,87,77,83,28,33,24,81,35,49,93,95,51,67,79,5,23,61,6,68,19,65,7,22,40,20,80,98,89,43,26,72,78,76,16,11,38,82,54,4,45,9,48,74,34,39,37,66,94,56,17,86,18,47,58,99,8,14,12,69,15,63,59,36,91,44,75,32,70,50,64,73,53,1,60,30,29,96,10,88,71,3,90,57,25
r14,29,84,59,36,82,67,18,21,76,19,0,85,95,64,3,92,75,11,26,24,4,78,65,89,31,20,33,25,72,81,51,71,22,73,17,14,9,79,63,1,12,32,61,8,15,74,5,6,10,54,96,39,48,58,47,86,53,52,60,42,34,38,91,23,66,70,50,30,35,98,28,93,41,44,83,37,40,27,49,87,7,43,16,68,69,94,88,13,46,97,80,45,56,57,2,77,55,90,62,99
r17,85,12,1,29,40,72,67,54,91,69,62,59,65,48,42,66,89,45,13,31,6,26,5,68,93,41,28,35,60,9,86,95,94,46,83,3,79,16,80,73,2,39,24,64,58,11,36,96,27,33,88,22,52,61,55,18,4,49,92,84,20,19,44,81,71,77,63,90,7,30,14,57,56,38,97,76,37,75,87,99,47,70,51,50,8,15,78,23,32,25,53,17,74,0,98,21,43,82,34,10
r15,93,51,52,95,86,74,16,76,24,81,91,64,97,5,72,11,88,1,22,36,82,55,4,89,87,94,13,44,79,39,38,28,45,78,32,61,3,18,43,10,50,73,70,84,2,58,71,48,0,67,46,12,41,63,56,54,69,59,66,53,8,83,21,49,15,17,77,47,23,20,34,57,42,26,90,35,62,80,29,27,14,96,33,9,31,99,68,37,7,25,60,98,75,19,65,30,92,6,85,40
r66,64,18,33,40,61,5,25,86,43,22,39,53,77,20,55,81,1,34,60,0,84,58,48,89,63,36,62,27,4,14,24,8,42,99,47,16,76,49,54,15,32,3,94,98,93,82,52,97,35,70,13,96,91,66,78,23,38,11,30,50,44,45,6,95,80,92,65,69,75,46,51,90,79,31,10,56,87,72,26,19,29,12,68,17,7,21,83,2,41,71,67,88,85,37,59,73,74,9,28,57
r20,28,6,20,74,99,81,43,75,35,58,62,14,52,5,1,10,96,76,92,19,17,54,89,38,25,37,21,2,40,27,55,18,44,86,8,88,51,91,84,9,42,46,30,11,64,71,97,78,79,60,68,67,48,77,23,85,57,94,4,3,41,32,36,31,22,63,70,98,65,82,24,59,95,12,0,72,29,90,16,83,56,73,87,34,80,66,39,50,15,53,33,47,93,13,49,45,61,69,7,26
r71,5,76,69,79,24,86,22,70,31,50,63,1,23,34,4,15,89,57,41,37,62,6,49,61,72,77,36,55,95,90,82,35,10,7,73,18,8,58,17,66,48,87,29,2,67,33,40,64,42,83,84,16,85,97,28,19,68,75,59,93,99,78,14,43,3,81,60,39,53,56,32,47,11,74,71,54,26,96,80,12,98,88,25,91,20,65,13,0,27,46,92,30,38,9,44,94,51,21,45,52
r18,91,71,15,26,1,67,49,3,23,81,83,59,63,48,36,33,42,96,10,76,66,97,16,79,57,50,12,18,13,22,51,82,6,73,47,95,69,31,55,9,39,27,80,53,44,20,52,46,94,19,29,85,93,40,4,90,0,87,64,45,2,75,25,43,92,58,84,62,68,38,32,86,61,14,7,60,78,21,99,28,54,77,30,17,88,98,37,72,24,34,65,5,11,74,35,70,89,41,56,8
r4,10,58,96,0,31,64,87,98,45,6,38,28,82,97,55,35,8,71,70,26,21,9,11,17,23,88,44,51,85,86,47,89,18,84,83,14,37,95,91,61,74,13,22,25,92,67,79,7,78,90,59,20,93,39,56,81,76,72,2,62,73,54,36,94,50,52,69,77,49,27,33,80,4,1,29,99,19,15,48,30,42,57,68,32,65,66,24,40,34,75,3,5,63,53,12,43,46,60,41,16
r89,12,97,1,28,84,40,33,14,71,9,56,36,19,37,13,99,86,27,67,6,77,57,98,2,44,41,26,93,82,76,48,78,69,45,3,35,15,91,17,92,49,58,59,96,70,64,16,61,94,60,31,43,46,90,34,4,85,68,87,10,83,30,29,39,32,25,89,63,5,23,22,73,21,42,53,20,18,65,74,72,52,81,54,50,95,51,79,62,0,11,7,8,38,88,24,75,80,66,55,47
r93,74,42,55,20,66,44,90,84,75,24,45,8,52,35,91,94,65,4,46,15,96,63,67,30,39,95,62,79,13,51,69,70,11,86,26,9,56,1,25,78,23,21,73,88,34,43,18,89,60,76,87,2,28,47,85,19,83,93,80,53,64,32,77,29,38,57,50,7,59,40,97,48,54,49,68,71,6,10,41,58,3,98,61,92,22,14,36,5,82,33,31,16,0,12,99,81,72,37,17,27
r80,33,85,6,10,81,17,72,42,58,19,76,91,56,31,27,14,41,68,54,73,34,74,36,64,84,82,46,44,40,9,99,20,23,0,57,52,21,79,53,43,29,67,35,7,5,26,11,50,97,94,1,78,69,89,25,87,70,3,45,8,32,39,51,49,38,15,88,77,86,65,13,22,93,16,48,83,62,28,75,71,96,4,61,12,66,90,60,92,59,55,80,47,18,30,24,2,63,37,98,95
r51,40,89,56,57,23,69,28,80,62,54,25,66,51,77,63,1,83,33,79,46,65,85,37,47,73,19,97,84,50,32,26,93,88,8,74,90,61,92,76,42,82,10,31,13,16,53,11,21,36,98,9,70,41,18,0,59,64,71,29,20,75,87,72,5,68,3,86,48,67,99,52,43,6,55,78,12,91,45,34,17,60,96,24,81,15,95,7,22,14,94,39,35,58,49,30,4,2,27,44,38
r11,21,69,95,42,60,82,71,33,90,45,11,56,40,78,99,48,50,68,38,19,77,1,30,12,28,96,16,98,23,4,3,41,94,85,49,44,57,5,61,51,93,63,27,55,13,84,10,59,43,67,79,14,83,9,75,34,31,81,52,88,26,58,18,6,47,22,92,0,20,2,54,8,53,91,32,29,37,65,97,74,25,73,86,39,89,66,15,7,76,17,87,72,80,70,62,35,24,36,46,64
r41,81,72,86,62,1,22,76,52,45,29,38,9,98,63,77,68,87,82,24,58,71,40,10,74,8,79,93,47,25,73,65,94,28,89,91,4,33,3,11,2,85,56,13,92,5,54,42,53,66,50,27,18,44,75,32,39,95,34,83,43,19,69,78,49,57,36,48,16,31,37,88,84,17,97,26,7,70,35,99,51,55,96,0,61,30,6,15,80,67,59,46,12,21,41,90,14,23,20,64,60
r55,8,59,67,12,41,69,94,28,66,4,30,42,36,82,21,56,91,63,1,90,79,93,51,72,43,3,40,87,48,55,74,32,23,75,29,33,61,47,71,92,88,44,7,50,14,52,80,99,86,73,5,54,15,70,20,53,0,45,16,6,31,95,64,58,62,35,78,60,2,84,13,98,11,19,46,96,57,77,39,18,68,27,76,24,34,49,37,25,26,89,10,85,38,65,97,22,83,9,17,81
r21,7,78,19,72,46,38,90,65,24,63,97,39,92,93,62,59,48,82,86,20,11,88,58,84,30,22,5,2,96,85,27,33,50,52,34,21,40,77,83,47,53,3,55,81,26,35,74,13,75,44,25,41,18,1,32,73,0,17,8,6,69,28,15,80,94,54,87,14,9,95,43,57,76,89,23,68,67,70,29,99,36,64,71,61,42,45,66,98,91,56,12,16,31,49,79,37,51,4,10,60
r29,25,62,85,36,49,33,22,41,73,53,61,71,94,66,69,23,4,0,90,20,26,45,98,63,11,30,7,34,17,64,54,60,14,78,68,72,42,57,12,47,8,58,84,39,27,56,44,37,38,59,76,92,79,91,87,9,21,16,35,70,28,52,6,48,32,83,96,40,75,24,15,74,99,95,29,46,86,97,77,10,89,18,43,82,13,55,67,3,5,81,19,1,2,50,80,88,65,31,51,93
r99,43,99,71,64,74,73,94,81,51,33,48,75,32,84,56,62,38,2,54,12,39,22,3,1,40,87,69,25,11,58,14,31,37,13,97,44,17,20,49,59,63,95,83,0,78,36,26,41,85,88,8,61,86,30,35,76,66,68,72,47,24,4,70,50,77,65,15,10,5,57,90,91,45,7,29,34,42,52,16,21,6,27,19,55,93,67,80,82,96,89,98,79,60,23,28,46,18,53,92,9
r27,63,37,38,49,28,26,65,76,52,35,85,66,16,92,67,25,83,84,89,24,17,69,20,75,30,93,64,13,87,57,3,36,97,12,34,31,42,61,78,53,9,8,62,2,11,60,90,6,55,50,56,29,54,39,22,0,43,91,68,98,81,79,40,45,23,80,48,15,58,46,77,51,10,95,7,1,88,59,5,33,74,4,73,94,82,32,14,19,21,44,96,41,86,18,71,72,47,27,99,70
r78,27,51,0,74,95,81,28,39,58,31,34,32,73,61,37,43,12,64,13,91,6,41,89,65,72,50,94,20,2,82,7,26,85,93,67,18,70,19,15,40,84,60,54,38,80,79,77,87,45,71,46,44,56,24,88,21,52,30,90,62,22,68,17,66,23,97,35,36,83,1,53,92,25,14,33,5,96,98,10,86,8,63,48,16,3,49,42,59,29,75,55,4,9,99,11,76,78,69,47,57
r81,64,86,26,85,63,74,67,99,76,4,60,15,73,52,71,48,1,13,29,50,91,45,44,5,7,36,95,41,88,93,62,27,96,89,16,17,55,23,11,47,72,40,92,56,28,49,58,98,9,54,31,34,65,35,68,18,37,51,53,38,87,25,75,82,59,10,57,21,66,43,97,84,94,61,14,42,3,69,30,8,39,32,80,77,20,2,6,22,12,19,81,70,24,90,0,78,79,83,46,33
r30,63,79,22,15,65,35,26,18,62,50,84,23,25,14,48,47,29,57,24,44,36,61,83,45,8,66,90,69,55,94,49,74,2,73,67,12,56,99,4,54,42,93,39,33,37,20,16,80,89,17,53,5,87,71,10,3,32,76,96,46,77,95,92,6,38,72,34,43,86,41,13,19,28,51,97,91,82,40,27,0,81,70,30,11,59,78,64,68,1,88,7,9,60,21,58,52,85,31,98,75
r68,49,45,86,55,41,9,62,59,26,93,22,94,38,95,80,37,64,17,31,16,76,3,47,5,13,15,88,6,35,66,82,78,36,84,58,11,72,23,10,53,67,85,4,39,43,92,89,1,28,79,30,71,60,63,14,77,98,18,24,68,7,21,44,81,29,46,65,34,2,91,50,54,42,61,19,74,97,99,0,83,20,90,87,69,96,75,51,40,32,73,52,27,70,48,25,8,33,56,12,57
r35,69,89,41,26,15,57,54,78,9,93,44,33,73,32,94,19,35,12,64,81,29,71,36,49,5,90,62,28,83,58,67,6,30,10,27,85,48,88,4,76,70,87,20,92,79,72,56,45,46,52,47,65,37,50,11,66,97,68,22,43,3,24,21,80,82,95,0,86,38,96,53,42,40,2,74,17,18,1,16,39,84,60,63,51,98,23,99,25,14,31,59,55,13,91,34,8,61,7,75,77
r26,75,83,88,91,54,62,25,47,97,48,79,53,40,98,57,37,8,72,82,70,85,73,84,50,99,24,77,28,3,32,33,7,71,44,16,22,4,68,18,67,64,38,34,92,20,55,14,2,87,74,35,94,19,30,49,10,36,27,58,59,66,56,90,9,96,81,39,12,45,0,31,95,1,93,69,5,46,78,52,61,21,43,76,29,42,15,89,26,17,13,23,6,86,51,11,60,65,80,41,63
r92,24,9,0,30,90,69,45,33,31,20,29,75,15,66,55,76,67,6,94,65,47,98,84,19,82,23,11,5,87,79,74,4,44,8,37,68,70,40,14,64,28,26,54,96,95,52,17,78,32,83,49,41,80,43,60,7,97,13,34,22,42,85,50,86,51,62,12,56,71,21,48,81,99,63,89,93,10,38,3,91,25,35,36,58,59,16,92,53,2,88,27,73,72,57,1,61,18,46,39,77
r62,34,6,25,57,26,94,93,58,19,21,22,23,39,71,17,50,13,2,70,15,53,79,97,18,35,67,41,33,36,51,84,95,37,63,87,66,85,91,20,11,81,1,16,68,43,60,74,55,45,77,14,62,8,72,44,80,5,12,73,82,83,98,65,31,56,78,4,52,61,32,28,75,99,69,27,29,48,10,40,3,49,38,42,46,30,59,64,54,76,88,47,96,92,86,9,7,0,90,24,89
r9,63,80,75,29,32,93,67,21,94,20,42,76,64,26,24,69,43,73,40,78,28,70,11,62,5,2,97,44,68,77,59,81,22,85,36,54,19,52,31,4,9,72,18,87,84,66,88,45,82,92,95,33,79,49,23,16,65,55,12,14,58,8,38,51,57,0,39,50,3,96,25,48,1,27,30,71,90,6,56,86,61,89,17,91,53,10,35,13,46,99,83,74,47,41,7,98,34,37,60,15
r2,42,0,64,57,9,40,68,92,79,16,93,90,10,33,98,31,97,3,26,82,65,61,66,15,17,44,63,18,14,72,8,1,84,73,27,91,94,52,70,39,54,6,23,13,55,59,80,24,77,81,19,89,37,21,20,75,34,36,30,22,56,50,53,69,2,46,58,12,95,4,87,67,47,76,71,28,48,78,51,11,88,32,38,41,83,85,60,62,25,43,49,35,74,7,45,96,5,29,86,99
r57,34,83,78,60,96,59,18,16,77,99,27,63,12,56,25,19,36,94,21,50,98,2,22,85,55,5,41,7,82,1,58,75,70,42,32,33,68,95,30,64,80,93,23,48,43,40,79,72,89,92,76,73,11,91,81,67,3,57,74,6,87,31,0,29,38,35,17,8,37,28,15,84,24,46,4,88,26,9,51,66,45,49,13,39,53,97,10,52,71,14,62,69,65,47,44,54,61,86,20,90
r48,67,66,55,13,54,65,20,96,85,31,12,32,88,34,74,78,81,38,53,91,58,52,25,94,84,93,51,90,56,64,83,99,80,63,82,22,30,69,40,87,39,71,2,36,97,76,27,11,70,5,8,21,79,44,9,57,92,89,86,14,68,46,50,62,72,28,16,98,43,15,4,23,35,95,26,77,48,24,61,45,75,29,49,42,18,33,6,59,37,19,3,0,73,10,47,7,41,1,17,60
r47,31,32,73,91,4,98,23,63,6,18,61,3,12,68,21,93,37,5,75,89,9,99,80,51,72,20,71,78,22,45,77,46,50,53,67,55,54,35,43,2,79,40,88,64,83,62,87,1,85,36,28,56,52,14,11,69,0,29,8,96,92,38,70,47,81,94,95,16,26,39,86,24,10,33,7,97,15,66,49,44,59,41,42,84,25,58,30,60,27,19,82,76,17,48,90,74,13,34,57,65
r64,55,41,1,6,53,94,98,69,21,18,35,29,89,56,77,84,95,13,7,59,34,4,96,30,40,20,43,51,91,74,83,45,85,22,12,27,79,66,78,72,70,86,52,76,24,16,68,90,81,88,23,14,62,39,50,73,9,58,82,93,75,65,97,99,71,44,57,31,46,38,33,19,47,28,36,54,61,64,5,17,11,25,37,8,49,67,32,0,3,2,60,48,80,92,87,63,15,26,42,10
