,d36,d67,d70,d5,d19,d10,d54,d4,d52,d26,d81,d8,d21,d89,d46,d43,d55,d31,d100,d47,d22,d78,d44,d96,d98,d2,d16,d92,d94,d45,d51,d15,d88,d74,d41,d42,d48,d7,d18,d83,d87,d79,d68,d12,d34,d6,d25,d61,d63,d59,d82,d39,d17,d30,d24,d28,d90,d91,d56,d3,d38,d64,d20,d40,d76,d35,d95,d77,d50,d49,d27,d32,d29,d13,d9,d84,d23,d86,d93,d65,d11,d80,d1,d37,d73,d71,d69,d57,d62,d33,d85,d14,d99,d58,d75,d60,d97,d72,d66,d53
r78,2,85,27,24,75,30,93,28,0,44,19,56,98,73,51,58,8,86,70,47,32,96,65,3,72,97,4,16,57,29,46,26,52,11,34,37,12,60,63,13,21,54,89,45,50,41,62,25,66,18,68,76,33,91,42,81,88,49,39,6,22,1,36,59,83,79,17,90,95,77,5,14,67,9,48,31,99,40,69,53,87,38,84,20,82,64,80,74,10,7,94,15,43,92,71,61,55,78,35,23
r10,40,12,4,5,16,94,63,11,95,41,35,82,52,33,38,32,23,65,77,90,45,42,49,26,91,28,57,37,72,3,46,60,27,30,89,85,9,74,81,92,25,93,67,18,76,58,17,88,78,75,10,51,24,68,86,19,61,98,47,21,83,31,13,62,39,56,43,87,20,7,84,73,79,8,48,69,1,29,96,14,0,71,59,66,15,70,22,2,97,36,50,64,99,80,34,44,54,55,6,53
r24,11,60,32,43,53,76,41,31,75,12,69,27,96,93,0,57,21,35,39,55,63,37,56,17,61,73,72,40,5,86,82,52,71,59,70,51,15,50,28,25,19,22,66,68,80,26,20,98,24,10,64,14,95,74,89,90,1,23,6,47,48,84,36,9,77,99,44,2,91,58,8,30,38,34,67,4,97,78,49,85,16,81,7,87,3,65,54,46,88,83,79,45,33,29,42,18,94,13,62,92
r68,14,57,32,72,3,40,12,84,88,43,56,8,48,51,33,77,4,7,71,85,82,98,89,41,99,67,80,59,42,87,62,2,95,65,93,6,28,34,27,17,13,55,86,79,23,21,1,64,20,9,35,78,26,83,16,38,45,29,10,31,69,74,90,25,15,0,73,24,46,47,63,18,49,76,53,94,5,81,91,54,11,58,30,70,44,39,68,96,66,60,19,52,61,36,37,97,22,75,92,50
r55,47,18,8,60,51,21,34,42,92,82,79,71,69,48,45,37,38,46,98,95,78,68,89,93,49,86,17,39,41,90,4,94,66,15,24,9,10,75,52,59,13,5,33,29,11,55,36,22,65,27,73,70,31,14,84,53,74,23,20,12,58,19,1,77,81,0,54,28,56,87,3,57,7,85,83,80,25,72,88,32,91,43,62,61,96,76,50,6,99,40,16,67,30,63,44,97,35,2,64,26
r94,80,98,69,20,99,74,40,10,15,64,50,48,53,66,27,57,9,41,77,13,70,79,88,62,17,5,25,11,29,8,86,95,30,96,45,52,90,46,12,47,58,2,51,39,32,49,6,42,93,7,22,91,43,35,56,83,59,36,92,55,33,60,71,87,34,1,75,65,23,24,54,76,73,68,19,28,82,18,37,78,63,16,4,81,84,72,21,3,94,89,26,67,38,44,61,97,31,85,0,14
r64,42,68,33,56,72,63,26,77,99,81,38,6,92,86,41,78,17,9,0,64,54,49,7,84,51,22,30,87,48,83,23,62,12,34,29,8,57,96,75,94,13,80,52,97,88,74,31,93,55,2,66,25,40,70,37,79,82,1,46,95,98,45,67,43,4,19,91,5,65,39,71,76,50,11,24,35,27,16,60,69,36,58,20,14,21,59,85,53,32,89,44,3,73,18,10,15,47,90,61,28
r42,90,54,59,22,74,64,2,25,62,14,17,68,56,95,99,29,94,8,76,3,58,88,12,15,40,55,36,66,81,39,19,26,33,50,43,85,97,89,92,47,53,84,73,44,20,79,35,72,24,60,69,31,41,23,46,37,11,61,4,10,38,83,27,93,82,49,18,75,48,63,42,21,45,96,7,30,6,86,52,80,1,70,78,13,87,9,16,57,65,51,32,34,77,28,91,98,67,5,0,71
r90,86,35,27,54,32,21,45,14,11,60,98,10,75,74,97,37,42,84,20,62,38,30,6,93,47,51,64,4,52,17,57,88,91,39,99,80,69,83,68,29,9,79,49,71,36,63,94,16,61,18,96,43,22,67,3,82,95,89,73,7,92,24,5,23,15,85,66,26,53,25,87,31,33,78,76,56,77,50,58,34,0,65,59,2,55,40,41,90,19,28,72,70,12,8,1,46,81,44,13,48
r91,33,16,51,15,9,38,32,0,26,40,34,3,31,7,67,12,46,50,45,5,23,59,61,18,98,44,35,87,39,90,78,96,99,57,37,86,43,4,54,74,19,1,25,6,48,13,95,20,47,81,36,21,75,10,68,14,92,62,91,94,93,77,30,84,80,55,76,60,56,71,53,66,49,64,83,8,41,11,2,70,29,97,58,82,28,85,72,73,52,27,65,42,63,88,17,24,79,22,69,89
r8,14,88,31,41,86,96,66,85,5,29,91,50,7,27,64,11,38,51,20,24,94,89,49,35,37,26,76,90,33,4,40,39,44,8,78,9,43,55,58,69,32,75,30,80,71,13,61,16,1,3,95,45,70,52,6,56,93,98,17,62,2,57,21,65,42,54,77,22,10,28,23,87,19,67,53,60,73,99,81,0,48,79,82,18,12,83,59,72,84,34,25,46,68,36,15,63,97,47,74,92
r38,9,35,64,84,31,45,33,47,92,1,26,75,3,19,38,8,93,86,83,72,87,49,88,85,44,69,39,24,7,51,66,82,18,16,22,54,58,89,65,59,4,95,29,71,14,43,56,41,28,37,67,48,61,11,15,94,30,81,52,55,96,12,6,50,63,62,5,60,27,17,21,32,78,70,74,79,36,91,0,25,99,20,98,46,73,80,97,34,10,77,13,23,42,57,2,53,68,40,90,76
r88,46,30,55,80,96,65,98,58,89,1,82,16,0,12,24,18,57,94,67,62,93,53,92,71,39,34,17,27,25,31,35,22,66,83,63,87,81,64,42,33,97,20,48,7,11,59,2,61,36,74,86,14,72,41,23,73,44,6,38,43,60,4,70,77,85,69,84,95,28,19,21,76,3,45,10,32,5,56,40,51,37,50,78,26,88,47,90,79,8,13,75,91,49,99,68,54,52,9,15,29
r50,42,67,70,3,41,76,92,82,40,56,5,71,97,84,83,29,10,4,9,88,90,85,7,49,20,2,1,34,69,81,60,89,96,99,31,16,24,77,53,19,48,8,75,23,15,13,94,55,66,11,37,18,68,35,50,51,25,47,12,72,46,39,14,87,91,61,30,6,36,52,43,38,28,78,65,80,33,0,58,98,62,74,57,17,45,79,59,32,26,86,27,21,44,95,63,54,64,22,93,73
r26,21,65,30,12,36,61,62,73,46,17,60,84,96,43,59,8,51,42,15,90,34,87,67,89,98,94,79,25,66,57,0,1,22,88,20,63,70,77,52,40,28,11,78,32,72,19,18,50,71,53,4,74,5,93,83,35,38,69,81,75,29,24,2,33,76,31,58,91,7,23,85,37,47,13,86,10,68,41,45,44,16,97,14,39,55,80,48,64,92,6,27,95,99,26,3,56,49,82,9,54
r99,24,73,65,66,37,29,83,11,21,26,96,55,41,74,71,51,72,23,49,5,3,50,13,7,25,9,86,27,85,79,80,91,98,33,87,82,69,57,75,58,34,67,54,17,0,40,94,53,30,42,6,10,90,39,70,88,32,68,93,31,48,59,63,1,18,8,46,28,92,56,84,61,38,15,43,99,2,44,16,12,22,95,76,19,4,35,97,20,81,52,47,36,45,64,78,60,14,62,89,77
r15,2,5,63,28,77,27,16,31,36,55,70,54,4,8,33,0,23,24,7,95,9,44,21,82,14,17,83,42,80,66,72,38,53,25,81,52,57,89,97,22,35,75,51,10,85,96,49,65,71,60,69,6,37,12,94,41,46,59,34,92,48,86,68,32,13,30,3,45,47,78,99,43,62,73,15,90,64,58,39,98,1,26,93,79,20,91,61,56,18,19,84,87,29,50,40,67,11,76,88,74
r7,48,16,82,41,97,37,8,60,64,59,66,36,13,43,67,14,22,40,75,23,15,51,25,86,91,65,20,18,52,81,21,50,61,34,88,71,74,29,80,55,19,96,26,70,77,5,35,73,84,56,47,0,39,76,58,1,45,54,9,53,92,89,87,17,62,7,3,79,99,93,12,83,72,44,42,28,57,4,38,2,69,32,33,27,90,11,98,85,31,95,94,68,78,63,6,24,30,49,10,46
r73,11,93,84,48,79,17,26,86,5,91,94,78,1,66,83,41,29,34,24,38,76,57,40,62,33,47,89,58,90,51,81,22,55,73,39,35,13,96,95,99,75,32,56,50,8,19,6,15,43,25,61,4,44,71,68,67,64,45,80,97,72,23,3,49,16,98,54,53,63,52,9,70,20,36,88,42,27,69,85,59,14,0,10,92,87,21,12,82,7,30,46,2,31,37,77,28,60,18,65,74
r9,50,86,0,94,95,23,84,59,85,40,27,67,7,65,91,21,98,77,3,18,41,87,1,89,64,20,6,70,96,4,48,66,97,2,26,72,19,46,52,9,51,58,15,44,36,39,25,99,63,12,82,5,14,54,88,53,31,10,60,90,11,68,29,24,43,83,92,71,32,47,55,45,57,69,61,76,93,49,75,37,56,28,38,22,34,8,13,30,16,35,42,79,33,80,81,78,17,73,62,74
r71,86,69,77,25,85,52,93,53,66,0,78,68,54,71,65,88,43,9,2,60,89,47,57,36,18,20,95,55,4,13,97,92,80,46,96,8,10,56,50,82,51,37,28,26,31,32,44,34,22,45,38,49,76,62,15,40,81,16,74,3,84,39,24,7,91,63,41,14,35,75,72,83,61,17,23,42,27,11,87,90,1,21,98,67,29,64,19,48,94,12,73,58,33,30,59,70,5,6,99,79
r43,12,22,28,61,75,2,89,57,91,44,24,8,15,86,26,36,87,17,73,88,90,19,72,66,67,27,13,96,9,98,53,11,42,99,4,85,43,71,69,84,55,18,74,38,1,0,58,60,76,29,35,92,7,83,25,41,5,46,23,6,34,45,47,21,54,14,64,56,80,63,82,39,16,62,78,20,10,40,97,77,95,50,68,32,65,59,52,3,51,81,79,94,70,31,93,48,30,49,33,37
r60,82,42,68,28,90,0,7,99,29,78,13,59,30,67,94,73,37,9,74,55,43,14,57,66,62,91,48,54,33,56,17,41,12,96,2,89,72,80,84,27,32,10,65,6,31,98,34,26,53,19,21,23,49,71,47,38,16,63,81,61,11,45,64,88,35,39,40,51,58,8,1,70,20,85,36,25,50,24,75,15,83,87,79,97,22,5,44,46,60,18,77,95,3,86,69,76,52,4,93,92
r83,99,5,65,4,95,44,0,21,11,78,24,7,60,91,43,96,29,94,18,20,93,55,75,33,50,77,28,62,79,90,15,69,52,13,25,19,97,57,10,17,54,31,84,86,48,49,64,37,74,8,35,42,81,46,72,87,89,61,9,22,70,38,41,73,58,16,1,71,68,83,66,67,63,39,45,14,2,6,27,98,92,30,3,32,59,76,51,34,88,40,47,36,12,26,23,82,56,53,80,85
r16,61,47,9,74,66,44,93,31,38,95,79,49,37,15,57,52,98,50,1,33,17,94,0,56,32,84,73,21,48,55,91,25,35,60,16,97,43,6,18,70,64,63,90,24,96,81,26,8,4,45,65,20,3,72,40,13,30,80,10,7,76,68,59,92,14,34,11,87,99,86,54,69,78,42,82,83,85,62,51,71,12,89,22,77,46,29,5,88,19,67,23,58,28,36,27,41,53,2,39,75
r33,65,70,2,32,54,37,50,28,93,53,82,27,85,97,63,41,80,61,19,74,29,73,79,86,20,58,67,71,99,26,36,78,51,95,59,87,10,57,83,14,84,46,34,8,9,24,11,88,77,98,56,49,45,39,22,30,23,94,47,75,66,1,4,72,17,91,5,31,21,43,81,76,3,25,0,38,40,16,13,69,6,89,42,44,12,52,33,60,62,64,15,90,68,35,55,92,48,18,7,96
r6,23,44,2,59,85,86,73,92,53,32,33,56,88,34,14,40,30,42,50,90,15,18,52,22,8,76,78,29,7,17,74,70,54,47,75,3,11,12,20,41,93,43,0,91,96,46,24,55,63,69,26,48,89,19,61,80,6,4,65,49,83,21,31,5,71,27,67,58,57,64,82,28,66,35,98,45,95,97,79,84,68,39,60,51,87,1,62,25,16,77,99,13,81,9,38,36,72,94,10,37
r65,21,55,38,53,7,89,99,61,58,82,41,2,81,97,33,29,76,39,74,62,79,77,13,26,3,73,51,59,72,36,15,83,17,37,48,84,67,6,47,96,18,87,28,57,40,10,49,14,16,34,54,70,98,56,32,24,50,35,69,5,52,64,94,8,23,93,1,45,42,66,80,92,30,20,9,0,88,91,46,4,90,19,60,11,68,22,95,86,65,25,27,75,78,31,85,12,63,44,71,43
r82,28,24,53,36,46,92,66,50,30,27,32,76,81,31,20,93,72,68,23,90,51,52,11,86,1,18,6,64,58,61,88,26,41,65,39,40,8,74,84,69,70,34,48,67,45,54,9,14,35,21,16,7,12,49,5,98,94,75,85,47,83,97,42,17,56,2,71,77,63,25,33,22,87,44,60,38,82,73,10,96,4,29,55,95,0,19,79,43,57,37,80,78,89,62,59,15,13,99,3,91
r5,66,34,1,76,32,51,97,63,72,41,67,48,11,98,58,14,10,96,62,87,18,40,68,20,15,8,31,69,29,57,84,33,45,99,27,95,54,39,26,85,86,81,9,12,42,23,75,0,73,90,24,52,19,22,17,65,80,77,64,47,2,37,93,21,83,36,3,13,71,92,49,6,89,60,30,44,91,56,70,79,35,43,38,82,4,7,55,5,25,94,46,74,53,59,50,16,61,78,88,28
r31,81,47,5,97,12,11,64,19,1,98,87,92,74,86,22,50,35,25,77,23,88,15,60,29,2,73,21,69,67,39,85,16,48,80,31,4,94,3,66,28,55,44,30,34,99,32,71,59,78,20,41,18,63,75,43,95,89,33,27,49,70,26,79,52,45,62,7,76,8,91,46,9,57,24,51,36,42,40,96,10,53,84,54,38,17,58,72,6,68,82,56,14,93,0,65,90,61,83,37,13
r69,26,56,7,4,80,53,83,66,24,67,40,46,2,65,87,54,74,55,27,58,94,51,25,97,59,39,57,12,49,11,16,61,86,14,60,78,36,29,43,1,34,71,84,48,47,35,33,90,30,82,0,68,73,13,9,81,79,10,88,19,92,76,98,3,45,85,20,42,22,31,23,38,15,93,52,77,63,8,28,72,18,37,41,69,95,44,5,50,6,62,32,21,64,96,75,89,99,70,91,17
r36,3,61,70,17,23,60,24,93,80,8,49,26,69,75,68,21,1,57,29,85,51,65,53,94,45,81,7,9,95,16,35,50,13,84,83,15,12,10,37,89,74,28,98,78,30,63,38,87,99,31,56,0,90,54,34,82,71,39,62,44,55,96,25,47,46,19,22,2,4,91,18,32,27,5,97,36,42,20,59,6,77,66,14,73,72,11,92,79,76,67,64,40,48,88,43,52,58,86,33,41
r40,55,30,28,16,8,3,50,79,7,33,65,36,2,70,31,53,85,95,81,1,48,6,34,13,45,88,91,49,86,75,14,38,0,22,10,80,9,40,66,73,15,52,72,78,26,93,76,46,59,42,77,60,69,82,5,35,32,92,98,54,83,25,11,4,62,29,44,74,90,94,20,58,63,41,37,67,87,21,97,24,71,68,84,61,27,23,89,56,18,51,39,43,12,96,47,99,64,19,17,57
r20,92,44,94,91,11,95,55,56,61,17,6,96,24,68,32,89,73,85,31,90,53,82,26,1,58,25,34,16,0,5,7,67,2,74,43,40,98,33,10,41,8,51,66,54,3,59,47,19,69,93,13,71,50,27,63,12,87,42,30,14,81,78,83,35,4,65,29,49,64,28,38,88,76,70,23,36,62,52,21,37,99,80,22,60,20,46,75,45,79,72,97,48,77,39,86,57,15,18,9,84
r80,87,78,48,70,95,12,42,80,84,65,33,15,61,11,96,68,46,86,18,72,44,20,3,63,73,25,92,24,5,14,45,57,4,6,1,34,21,43,59,89,49,60,56,54,66,31,19,97,94,83,40,69,39,28,98,17,22,75,41,93,58,37,38,82,10,88,76,16,7,9,55,53,71,30,35,47,23,81,99,85,77,67,32,13,50,79,64,26,62,8,2,91,29,27,0,36,51,90,74,52
r54,85,71,84,79,52,37,45,99,48,43,78,0,62,81,60,53,12,40,50,41,86,57,59,31,75,29,38,89,6,30,76,96,56,63,3,92,46,44,82,98,8,97,70,7,26,36,24,66,77,39,19,17,94,91,23,54,73,18,34,5,9,58,69,4,95,27,32,35,20,83,11,49,28,72,1,88,2,80,13,42,25,16,64,15,33,74,93,14,55,61,68,51,10,47,22,87,21,90,65,67
r46,79,5,31,17,45,7,11,53,33,77,75,1,71,27,46,80,65,10,57,25,23,15,51,74,96,54,20,69,49,47,44,81,97,4,13,38,86,22,60,91,93,61,16,35,29,98,83,43,36,62,99,18,19,89,6,94,84,48,92,37,82,2,21,66,24,59,34,90,0,52,76,63,87,58,14,39,72,70,28,55,42,41,50,85,9,32,26,3,88,95,56,68,64,8,12,73,30,78,40,67
r44,20,99,57,69,11,52,31,32,70,81,5,15,43,18,2,86,88,42,56,47,80,55,92,44,89,75,97,36,3,50,94,64,85,7,67,98,35,30,1,59,34,84,71,33,12,68,22,49,78,96,27,21,87,82,91,13,16,28,48,10,23,62,9,4,90,79,14,41,83,63,74,66,53,58,29,24,45,37,51,19,93,17,95,40,25,26,72,65,76,54,61,73,38,46,60,6,39,8,0,77
r84,82,99,73,72,42,58,25,78,5,4,27,40,84,88,23,57,46,38,59,30,85,29,60,12,2,20,79,36,51,92,15,91,81,22,54,16,97,61,32,62,96,33,77,9,95,21,80,56,83,43,10,6,45,69,24,98,49,87,55,89,86,50,37,13,7,67,34,64,35,52,39,18,94,66,65,3,68,17,48,1,28,47,76,41,75,14,53,0,63,93,70,90,11,19,74,44,26,31,8,71
r98,51,39,29,44,98,18,47,87,66,71,97,88,96,91,40,6,52,92,43,55,73,2,80,49,20,19,77,37,46,5,48,54,56,76,53,59,15,86,25,21,95,0,31,69,24,62,72,58,32,61,94,75,34,81,65,26,11,30,8,16,83,78,38,22,7,41,28,93,4,12,63,42,74,99,60,13,36,1,79,89,50,9,82,27,67,14,84,17,90,23,10,57,85,70,45,3,33,68,64,35
r77,34,83,1,73,89,61,46,49,0,70,88,25,97,6,92,15,30,76,60,80,72,81,43,98,87,96,68,41,54,85,91,66,17,78,77,95,62,29,12,35,40,57,71,86,24,27,42,47,56,26,16,90,37,59,36,93,58,22,48,20,44,84,32,94,21,2,5,51,11,3,67,13,65,4,82,63,64,99,55,75,69,23,50,10,38,79,14,39,28,9,74,31,33,19,53,18,7,8,45,52
r93,57,31,17,5,59,89,76,39,82,67,18,68,37,86,36,16,81,96,47,53,28,0,61,66,10,3,41,26,56,6,60,73,45,44,98,95,42,11,50,12,43,65,90,85,70,46,34,55,87,1,38,22,19,58,54,74,15,83,33,2,71,14,40,63,94,93,48,9,20,88,7,97,79,69,77,27,4,25,91,78,24,72,8,92,51,13,64,84,52,32,80,21,99,23,35,30,62,49,75,29
r81,13,58,12,60,54,94,50,48,24,97,73,68,19,55,67,61,88,81,27,26,20,23,77,82,89,86,1,6,22,10,32,37,76,17,2,98,56,18,42,80,4,0,30,21,66,28,64,9,46,69,52,59,78,43,36,33,29,3,91,11,90,71,47,99,25,92,62,51,84,95,35,8,53,38,49,93,39,83,75,79,45,96,63,31,7,34,85,40,65,57,44,41,5,16,87,74,72,70,14,15
r2,40,9,21,19,52,31,59,76,15,81,73,95,35,85,82,56,54,25,58,68,69,57,97,66,55,43,37,13,48,70,46,28,5,75,26,99,53,22,98,6,32,45,49,4,92,33,83,12,89,2,17,96,3,71,65,14,1,20,78,67,72,62,94,23,41,44,60,47,18,8,77,30,0,86,7,39,93,29,11,36,38,34,64,27,91,63,10,74,79,80,88,87,84,61,90,51,42,24,50,16
r57,22,48,66,33,71,43,76,96,83,2,13,79,63,39,35,28,92,25,72,49,16,32,62,7,60,5,90,41,69,84,97,11,1,53,18,21,86,65,34,70,36,85,80,75,42,37,87,29,14,77,40,9,45,46,30,88,99,10,20,91,82,3,56,64,54,12,93,17,6,47,68,51,19,15,94,26,38,78,31,59,81,61,24,23,98,50,55,8,0,44,58,57,4,73,95,27,52,74,67,89
r51,72,32,33,2,58,0,50,34,76,96,24,26,21,14,87,53,97,7,15,23,84,16,86,39,99,5,37,17,31,80,74,12,95,35,89,22,19,54,60,49,70,1,28,78,13,47,65,82,63,25,91,51,88,90,94,8,44,43,36,18,46,81,9,20,75,42,48,3,83,68,64,73,62,6,56,66,93,85,55,45,69,77,52,79,67,30,98,57,29,41,4,61,92,71,27,38,40,10,11,59
