,d2,d5,d4,d61,d90,d1,d39,d60,d14,d11,d62,d31,d68,d71,d13,d95,d24,d67,d42,d30,d12,d23,d84,d29,d16,d96,d70,d53,d72,d27,d52,d86,d38,d46,d37,d10,d91,d6,d56,d9,d76,d51,d63,d54,d50,d58,d73,d21,d93,d47,d85,d81,d89,d80,d15,d74,d26,d28,d48,d19,d43,d36,d34,d22,d59,d65,d92,d78,d18,d97,d75,d98,d66,d79,d35,d7,d25,d41,d64,d17,d88,d55,d33,d82,d99,d94,d100,d77,d8,d49,d40,d44,d32,d20,d87,d45,d69,d83,d57,d3
r50,54,49,16,70,45,42,7,75,47,1,8,48,22,0,84,9,3,53,63,28,90,98,95,27,10,56,73,94,74,2,65,6,57,12,67,20,89,55,85,72,18,31,76,23,33,11,96,4,5,30,80,39,25,60,71,15,86,77,93,29,36,38,66,82,62,35,14,43,59,68,92,19,13,24,83,17,44,81,97,88,69,99,46,61,21,40,37,78,26,87,41,79,34,32,51,50,91,52,64,58
r66,32,92,11,96,95,14,87,72,74,73,45,99,10,7,89,61,80,38,51,33,68,59,82,1,27,90,75,86,94,88,12,56,28,24,48,16,55,79,84,30,52,5,8,4,34,31,44,97,58,15,64,77,47,36,49,60,35,29,6,78,71,2,50,17,20,0,41,26,66,43,13,40,18,9,65,98,67,91,3,22,19,76,37,93,83,85,23,57,81,54,62,69,70,53,63,21,39,46,42,25
r5,28,10,41,49,73,8,23,12,42,70,77,37,4,43,86,89,78,52,98,95,90,54,83,59,50,11,60,33,72,51,57,87,36,75,32,92,93,64,17,13,74,71,6,19,44,47,9,80,15,97,53,48,55,20,2,22,29,34,30,85,24,1,65,31,45,67,81,21,26,91,94,40,25,56,96,27,66,35,5,62,79,99,82,58,38,18,63,16,14,84,61,7,88,68,46,69,3,0,76,39
r20,41,7,34,22,46,43,14,52,3,77,90,97,50,79,61,33,17,74,12,48,23,91,5,1,37,82,54,68,28,84,20,89,6,16,13,35,59,32,44,10,66,31,8,93,69,57,64,81,71,49,92,9,18,11,27,78,15,83,96,60,40,62,29,80,76,86,70,0,4,73,88,19,58,65,87,24,63,47,36,53,99,67,26,45,30,98,85,21,39,51,94,2,42,25,75,38,72,55,56,95
r60,27,95,69,24,23,88,72,50,86,5,75,96,68,80,94,60,2,39,59,83,57,54,29,78,46,63,21,14,67,0,56,73,38,45,93,76,66,15,37,58,20,48,65,74,70,44,85,64,81,32,7,40,89,4,33,79,9,53,6,43,34,41,71,55,19,84,12,3,52,8,61,26,22,98,82,87,36,10,18,35,1,49,13,25,11,31,30,90,91,51,47,42,92,99,97,17,62,77,28,16
r29,98,29,37,15,4,0,40,30,49,96,35,5,90,78,1,64,31,28,38,99,84,71,76,3,51,97,20,45,70,24,13,69,81,19,18,46,10,88,60,77,58,95,36,50,42,6,25,53,61,82,66,43,39,32,52,94,68,17,92,55,16,22,59,34,87,62,26,8,9,89,75,54,23,7,86,14,47,65,56,21,79,11,74,27,44,2,83,93,80,63,48,73,33,12,72,85,57,67,41,91
r12,22,34,96,98,36,78,1,57,63,69,47,77,85,30,90,93,7,51,10,75,6,60,18,2,25,15,89,42,54,21,83,55,53,84,13,23,94,19,80,86,95,32,66,82,37,35,9,28,50,33,20,29,44,88,24,11,76,73,43,52,45,38,12,99,68,56,14,41,58,91,72,48,71,49,62,81,4,8,17,87,46,70,67,92,61,39,31,79,40,16,74,97,3,5,64,0,26,27,65,59
r83,44,26,0,83,72,70,17,31,10,37,74,1,98,25,43,71,94,29,59,67,65,7,15,68,46,87,75,80,11,8,27,64,73,38,5,76,4,96,53,9,81,45,99,47,91,50,58,95,22,56,77,51,55,61,82,57,18,52,86,2,54,92,41,14,84,66,78,13,28,89,93,97,21,35,62,3,85,12,24,34,16,88,42,60,40,79,30,32,69,36,19,90,6,33,63,23,48,20,49,39
r1,39,74,97,15,28,44,86,38,2,68,22,54,35,83,93,69,7,26,75,24,0,71,85,78,81,27,84,66,60,98,19,76,67,25,9,42,55,30,33,91,10,34,13,51,17,16,14,49,1,4,82,45,40,62,32,87,53,43,20,6,50,46,57,8,5,12,70,3,80,72,89,59,23,37,95,79,41,58,31,48,18,92,77,65,88,52,64,90,63,47,96,94,99,21,29,11,61,36,56,73
r49,92,94,0,13,64,75,68,21,70,39,7,26,61,40,72,71,88,41,69,14,58,90,67,50,15,38,82,99,22,91,19,6,87,44,33,17,5,32,27,56,81,4,23,2,86,80,24,63,25,60,49,51,30,36,74,18,9,8,20,12,57,96,85,95,43,45,28,78,53,59,79,16,84,11,83,89,77,1,66,34,65,35,10,31,93,46,52,98,76,37,3,55,54,42,48,62,73,47,97,29
r22,31,15,51,7,53,2,37,66,32,33,98,88,71,11,65,9,81,28,17,99,97,76,45,48,78,35,75,25,73,95,3,24,21,6,92,59,82,34,47,93,36,57,58,19,1,90,91,14,26,22,77,18,60,62,0,4,12,52,55,29,42,56,8,86,96,38,84,40,70,5,39,79,61,72,94,13,44,83,85,87,43,74,46,80,63,16,23,67,50,68,69,20,41,89,30,27,10,49,64,54
r39,52,73,47,66,94,98,88,46,11,49,18,0,4,37,71,99,81,97,56,67,22,95,39,59,75,20,83,82,92,76,36,7,51,17,6,16,24,60,44,90,64,29,31,58,55,28,80,57,85,33,96,35,12,62,30,15,19,87,43,50,42,68,21,3,89,63,54,77,84,23,61,10,8,53,41,2,86,72,9,79,48,65,1,34,26,25,38,27,93,45,91,13,5,32,70,40,74,14,78,69
r38,93,61,10,5,90,96,92,35,81,71,38,98,32,72,59,23,56,88,33,62,20,63,15,16,21,65,78,75,17,52,39,76,0,6,97,12,68,77,47,57,24,48,70,80,85,55,84,42,9,8,49,37,31,73,91,67,51,54,19,45,43,28,86,40,2,26,60,66,79,4,87,14,44,30,95,41,27,36,46,22,58,69,25,13,34,29,18,94,64,74,7,89,50,83,1,99,82,3,11,53
r32,36,50,98,56,43,78,4,49,94,40,21,62,12,87,59,27,20,57,44,22,26,31,82,1,3,69,10,30,25,91,84,14,5,88,51,85,67,8,95,42,37,77,7,15,89,11,9,97,39,58,16,99,38,19,92,81,53,76,83,79,74,6,66,45,96,13,60,52,71,61,93,35,41,2,17,24,18,48,46,47,29,0,75,72,80,86,34,33,70,63,55,73,28,65,23,90,54,64,68,32
r82,18,59,84,46,87,93,49,76,24,52,45,67,28,32,5,19,73,62,88,27,72,25,56,37,55,68,4,22,63,92,17,82,9,2,41,31,80,10,57,40,97,95,34,94,20,0,66,48,1,70,98,11,69,14,12,90,74,33,16,38,86,58,15,44,53,64,96,75,89,35,47,42,77,61,3,79,50,21,81,13,91,7,65,78,60,54,8,6,23,26,85,30,43,51,39,83,29,99,36,71
r86,25,7,82,50,83,10,94,79,68,55,64,18,17,65,5,2,54,85,6,88,46,53,48,19,63,81,49,91,9,92,30,56,24,45,51,87,97,40,74,84,4,23,90,3,37,67,69,8,57,20,16,12,86,98,29,32,33,73,80,77,21,38,13,89,22,11,27,43,52,26,75,71,28,34,62,39,61,72,59,78,0,15,76,95,70,99,35,41,66,42,96,47,14,58,1,93,31,44,36,60
r99,23,4,40,89,59,95,96,31,70,99,78,50,97,94,52,30,0,41,66,85,77,81,51,29,14,90,86,27,58,18,64,79,45,2,74,73,54,22,32,65,80,20,12,49,21,55,57,68,91,35,13,72,43,92,82,38,25,39,5,26,63,3,60,24,87,93,34,47,48,44,88,84,98,56,37,75,6,11,19,53,83,16,46,36,76,15,71,42,28,69,61,1,10,62,17,7,9,67,8,33
r97,56,84,22,63,61,78,57,66,79,86,96,71,98,37,4,94,88,51,38,36,24,64,74,62,52,67,55,65,28,76,42,92,18,44,5,31,50,58,75,25,2,69,1,60,45,23,26,30,0,17,97,35,40,11,81,90,3,20,70,13,43,54,8,12,49,10,73,77,41,83,80,15,95,47,93,59,6,27,87,46,85,29,34,48,14,53,89,19,72,32,7,9,16,99,91,39,82,21,33,68
r57,82,95,77,9,16,15,18,66,19,61,43,92,73,83,80,78,11,74,91,79,29,38,28,7,85,40,56,26,94,25,8,88,65,6,21,33,20,41,98,31,84,37,87,13,93,86,71,70,14,50,5,36,48,24,75,62,51,81,53,42,0,45,3,59,52,76,34,35,2,89,30,60,23,99,72,97,69,39,64,44,49,57,10,1,12,67,27,68,32,46,4,47,55,58,54,22,17,63,90,96
r95,41,42,77,37,78,66,91,93,90,15,22,39,16,80,48,50,88,33,7,95,8,32,98,45,81,56,10,19,14,23,75,85,63,0,13,51,86,5,82,97,21,38,58,87,36,79,18,26,71,25,55,34,43,12,73,31,62,1,54,53,29,99,74,2,61,20,52,57,70,96,72,59,60,3,92,64,28,11,94,84,40,44,6,49,67,47,65,35,69,46,76,83,27,9,30,89,17,24,68,4
r30,58,10,5,46,15,94,61,41,42,29,60,2,23,56,11,20,87,80,84,83,48,72,55,47,19,13,90,49,38,8,36,52,31,44,26,97,66,93,16,65,71,54,79,7,62,99,9,91,0,77,6,98,27,85,76,40,32,35,21,88,34,30,67,28,24,4,64,69,22,73,50,25,81,95,75,92,63,43,18,17,37,96,39,51,89,59,45,78,1,70,33,57,53,82,74,12,86,14,68,3
r47,32,31,71,89,43,81,6,93,55,51,79,83,48,77,64,57,94,27,42,82,46,59,52,98,34,76,2,80,29,90,95,30,7,3,12,33,67,23,9,53,97,60,91,99,24,47,41,75,56,4,20,45,96,68,22,10,13,0,19,78,1,73,49,92,35,26,18,66,63,61,70,5,62,84,11,88,38,72,21,25,17,28,44,54,74,50,37,86,87,36,15,65,39,85,14,16,58,40,8,69
r33,68,57,28,89,46,90,22,88,72,99,95,79,82,53,49,62,71,63,1,44,15,5,23,40,98,29,0,61,33,32,34,54,91,92,21,96,3,93,80,86,58,94,7,16,35,25,85,74,10,60,12,14,77,42,64,67,4,18,76,6,43,84,73,70,50,26,97,2,66,69,48,59,11,36,37,20,13,9,45,52,47,83,78,65,8,87,41,31,27,17,24,30,81,39,38,75,56,19,55,51
r98,25,12,61,32,0,29,77,24,88,87,65,22,30,90,58,31,14,71,57,41,62,80,53,60,68,69,74,13,72,42,7,18,1,82,48,92,27,79,86,96,17,44,40,35,36,21,64,6,5,39,95,97,66,28,26,10,2,49,89,75,67,4,76,70,9,19,78,45,33,46,34,3,81,93,63,51,84,85,20,11,50,16,54,73,38,56,55,91,43,8,15,99,98,59,37,94,47,23,52,83
r6,50,63,78,54,22,40,25,11,60,28,91,98,29,35,6,3,81,95,12,23,43,68,71,7,47,15,16,65,92,0,83,72,21,42,38,82,86,5,51,84,18,58,1,66,48,93,62,4,31,33,34,55,99,57,77,64,76,53,17,37,46,19,30,96,26,88,45,41,56,8,9,24,70,87,67,61,80,97,20,39,90,44,13,27,75,49,74,85,94,14,2,69,79,36,59,89,32,73,52,10
r69,90,40,95,70,45,37,48,30,53,23,21,41,35,68,54,59,77,25,60,18,88,0,89,46,32,12,81,29,67,75,50,65,63,84,47,99,76,8,58,19,78,33,98,1,91,97,49,93,24,27,61,94,74,4,15,10,5,62,42,92,85,9,79,55,66,11,87,82,86,3,43,69,28,73,16,72,56,96,57,20,83,2,80,64,71,44,52,31,14,22,7,6,38,34,39,13,36,26,51,17
r71,22,73,39,2,34,27,33,76,14,84,28,56,29,48,99,17,15,26,6,77,45,59,37,44,61,10,95,9,85,7,4,88,36,3,42,55,67,98,53,82,62,86,78,16,72,94,13,74,66,47,40,91,57,54,31,8,63,69,21,20,43,93,11,25,58,52,32,92,50,89,80,49,23,65,70,19,87,38,75,68,30,64,60,79,35,96,41,51,97,46,0,5,90,71,24,18,12,81,83,1
r92,87,92,5,16,63,41,72,10,58,73,13,37,24,74,43,36,40,81,11,29,27,9,53,91,65,31,57,82,59,39,99,54,52,84,38,86,64,79,8,85,12,61,1,14,93,66,23,62,46,60,42,95,35,0,96,51,49,34,17,56,89,20,94,76,45,50,3,90,71,48,98,30,68,44,22,6,28,26,70,7,88,4,67,18,21,77,15,78,33,83,69,47,19,75,55,25,97,32,80,2
r52,24,23,28,51,92,93,34,45,61,56,81,44,7,15,25,6,26,82,89,76,4,66,54,52,22,39,60,57,16,70,11,3,5,74,62,71,99,79,69,27,53,78,35,48,83,55,80,20,95,19,87,59,17,68,96,67,42,86,14,8,58,75,37,77,85,38,0,84,32,65,9,91,64,18,29,88,13,2,97,47,98,72,40,50,94,73,36,12,49,31,21,43,30,46,90,63,41,33,10,1
r21,59,21,4,94,86,45,62,60,31,89,81,75,25,82,12,47,22,95,90,2,39,72,15,53,1,29,16,64,44,36,24,34,37,91,43,35,33,97,83,46,96,87,0,58,70,32,50,7,30,55,48,61,52,88,68,63,74,11,65,42,19,57,85,23,99,27,41,3,9,20,69,51,14,79,49,93,77,18,66,84,76,17,56,78,67,54,13,26,80,5,98,8,28,92,40,38,10,71,6,73
r23,13,73,89,58,75,76,95,18,30,22,70,40,37,38,98,69,63,94,35,17,68,71,45,12,15,47,84,29,90,78,66,42,46,8,0,83,10,67,88,86,74,23,11,33,52,24,64,99,25,92,79,82,65,7,36,77,56,97,21,61,43,4,44,62,60,54,96,6,39,5,2,59,80,27,49,72,19,31,51,20,93,91,57,28,34,9,48,3,87,53,32,81,26,55,41,16,1,85,14,50
r62,1,63,55,22,79,59,46,93,44,52,99,13,34,45,38,69,62,75,25,11,10,19,41,29,2,83,18,54,90,39,74,80,35,3,23,47,17,15,64,65,89,21,0,97,67,12,20,50,85,92,78,88,68,48,42,30,8,4,77,58,70,33,72,76,53,57,26,40,95,96,98,84,9,66,82,94,73,61,28,5,16,36,56,32,91,60,7,86,81,51,37,24,87,6,31,27,14,43,49,71
r43,28,11,54,15,41,43,21,26,45,72,68,47,71,95,49,24,7,69,82,4,25,96,58,97,8,62,44,10,9,32,90,20,29,35,33,50,94,30,88,84,59,67,64,48,81,70,92,17,80,85,40,63,66,13,98,53,46,3,18,38,51,65,74,87,0,23,14,31,76,78,42,16,57,73,60,2,83,61,39,34,37,93,12,22,27,56,79,36,52,1,89,75,5,77,6,55,19,86,91,99
r65,88,49,20,54,76,68,59,73,45,50,31,11,70,37,87,8,22,66,57,60,55,16,35,9,3,24,43,39,13,79,85,62,48,21,58,53,98,44,25,80,72,23,1,42,92,2,34,90,74,0,81,46,41,61,82,6,32,40,94,96,7,93,30,69,52,83,51,67,84,18,36,95,97,77,15,26,27,65,4,89,64,5,99,19,29,63,17,33,10,28,71,91,56,78,12,75,86,14,47,38
r88,77,22,35,30,45,60,74,36,25,17,32,15,14,55,78,9,70,89,98,16,51,40,75,53,86,20,33,48,31,57,68,81,93,73,91,66,67,94,42,0,19,1,82,76,54,72,2,92,56,80,18,44,23,96,27,21,97,84,87,71,7,6,61,37,79,11,28,26,13,69,12,64,49,38,83,95,63,62,39,41,59,43,24,10,47,50,5,85,58,8,34,52,29,90,46,88,99,65,3,4
r48,62,91,53,57,24,26,84,85,13,11,80,79,22,21,10,94,92,58,54,20,28,72,19,63,50,88,59,35,47,89,69,82,60,46,78,43,67,39,38,18,41,37,25,73,55,40,1,52,90,93,2,16,14,66,61,86,65,34,74,8,48,81,98,56,3,15,33,6,44,17,95,12,49,31,36,9,99,0,76,68,64,96,27,7,71,51,77,42,45,87,5,4,23,70,32,29,83,75,30,97
r78,88,4,25,98,53,26,22,2,44,64,96,15,9,27,11,97,77,81,75,89,0,83,51,7,19,67,3,30,78,80,32,72,93,99,1,87,50,41,84,63,82,70,6,21,73,95,12,39,28,68,24,35,31,43,37,85,61,34,58,71,74,42,18,14,13,59,91,60,5,23,48,79,17,36,66,62,29,76,33,20,92,47,8,49,55,90,69,46,52,16,45,54,65,40,10,38,56,94,57,86
r2,89,14,6,81,63,21,12,47,94,95,70,77,23,57,37,26,11,28,36,90,10,48,65,56,22,34,71,78,69,60,93,15,88,39,44,5,33,66,43,59,54,32,80,76,29,42,38,0,99,82,31,18,30,1,87,97,9,51,35,84,73,64,92,4,45,46,3,17,85,50,2,13,74,8,58,20,86,98,24,67,53,61,16,75,49,62,52,19,27,40,72,7,83,55,91,25,79,41,96,68
r13,70,98,38,29,43,4,68,81,40,8,30,64,65,96,48,94,3,76,51,62,75,22,44,69,19,97,55,73,10,87,27,85,66,15,1,80,84,5,79,99,60,37,78,45,12,74,35,59,34,14,63,7,93,56,89,50,16,28,42,58,77,25,36,72,95,13,61,26,67,83,88,23,18,31,39,86,17,41,92,46,21,33,90,0,54,52,82,47,11,6,91,71,32,57,9,24,53,49,2,20
r44,89,64,96,9,24,66,88,91,86,53,48,98,30,50,87,71,36,34,45,56,84,63,8,61,26,15,47,17,81,76,38,22,16,82,32,43,49,21,28,85,58,39,12,92,94,14,95,27,69,37,97,57,4,51,78,93,72,75,25,80,70,55,0,11,7,19,77,99,90,29,44,83,33,42,74,31,6,59,73,46,65,41,10,79,60,67,3,35,68,54,20,2,40,5,13,52,23,1,18,62
r77,81,86,38,43,64,34,73,99,88,66,39,72,40,11,87,80,9,7,12,17,31,22,54,71,45,59,14,47,26,56,61,91,10,95,3,37,28,32,68,0,51,49,6,13,75,30,89,98,8,20,44,27,15,83,82,19,5,48,18,67,50,84,69,63,24,92,93,78,35,23,55,29,76,21,90,62,25,46,58,4,96,57,85,65,97,52,42,2,1,53,94,60,33,16,74,77,41,36,70,79
r34,39,44,91,7,16,50,60,58,64,25,43,21,31,84,51,73,14,10,40,0,34,27,3,76,18,56,70,61,2,66,23,89,95,71,53,77,20,24,38,86,94,63,80,45,90,8,57,30,5,33,37,12,78,9,79,29,75,88,99,13,72,11,87,15,62,98,1,17,41,52,82,59,96,67,19,42,74,26,22,85,46,97,81,4,35,92,48,49,93,36,47,65,69,54,6,83,32,68,55,28
r35,23,64,97,46,86,87,77,89,73,83,37,7,11,61,79,44,36,39,12,29,40,54,65,24,16,30,98,27,92,58,20,3,95,66,67,43,80,93,90,32,49,1,5,42,85,10,15,72,52,13,71,45,34,94,81,57,84,74,19,68,35,50,55,70,69,17,9,8,48,56,99,33,82,22,63,91,26,47,6,41,18,51,59,60,62,0,21,88,2,38,4,14,25,76,96,31,75,53,28,78
r56,89,19,67,51,32,7,40,58,75,62,36,85,22,92,80,46,49,47,3,69,23,11,72,53,77,8,60,91,26,30,97,70,48,18,65,99,84,37,81,90,13,1,78,31,52,45,55,50,94,63,0,16,73,34,82,66,59,29,27,14,93,38,79,96,98,21,56,64,88,20,95,68,43,87,5,76,28,42,25,6,54,83,4,57,35,39,71,15,41,33,74,10,61,9,12,2,86,24,17,44
r68,61,32,86,78,47,97,57,15,77,21,92,31,30,60,27,67,16,71,17,18,37,11,68,64,48,34,13,93,59,90,22,44,79,23,95,54,85,35,24,76,29,46,96,83,87,4,8,82,45,39,55,75,12,98,66,1,56,84,51,26,0,49,91,41,74,10,53,5,38,9,50,7,80,94,25,63,72,81,70,69,65,33,99,89,28,3,58,14,62,40,6,42,88,52,36,2,19,20,43,73
r41,7,80,72,34,90,16,9,24,78,4,41,3,47,37,67,82,46,44,51,59,5,48,21,14,40,55,6,93,25,83,18,26,42,60,28,76,96,50,8,86,57,53,1,70,62,85,17,61,98,20,38,31,75,87,27,2,88,36,91,12,56,79,0,81,68,52,13,73,22,95,97,84,39,19,54,11,89,43,64,66,77,92,35,45,65,10,29,23,49,99,15,32,33,69,30,63,71,74,94,58
r91,33,80,98,16,62,34,30,89,28,18,82,24,94,70,92,43,1,65,86,93,88,4,13,15,39,35,17,55,10,69,72,63,73,19,23,14,57,95,31,37,67,46,22,79,74,21,11,51,38,20,78,64,50,36,52,53,81,44,32,97,2,66,49,60,68,3,54,76,77,40,84,75,8,61,59,87,71,58,42,56,25,6,7,47,99,48,9,91,5,27,45,0,90,29,96,26,41,12,85,83
r40,0,93,65,9,56,21,95,66,77,30,28,73,52,32,36,60,67,51,46,74,63,11,90,18,14,45,61,99,49,44,72,24,29,38,87,80,47,98,17,78,48,19,12,4,58,76,84,71,1,20,83,25,8,64,70,75,39,34,97,7,53,91,41,96,42,2,33,22,69,68,82,31,35,10,27,37,85,54,88,43,59,26,57,5,62,92,50,94,23,6,86,3,16,15,81,89,40,13,79,55
r18,70,18,35,89,25,55,41,36,51,37,47,50,78,9,71,32,0,69,83,14,84,4,43,87,2,64,88,42,8,7,46,5,95,94,86,82,6,97,66,57,72,1,53,77,81,49,19,79,60,76,44,48,65,22,59,92,67,33,68,58,99,15,45,74,73,39,20,10,34,85,96,90,56,27,21,28,31,52,62,61,29,17,63,23,12,30,11,16,91,38,75,26,13,3,93,24,40,80,54,98
r94,81,40,85,46,90,93,55,87,86,54,14,41,20,98,24,99,73,9,11,8,47,32,49,88,16,79,2,18,37,0,53,84,15,77,97,82,3,60,30,4,74,78,71,65,72,13,45,22,58,38,1,52,66,57,29,6,80,39,56,23,26,63,96,5,12,36,33,50,67,27,64,59,69,75,91,21,62,10,31,7,19,89,76,61,95,34,70,51,28,83,94,42,35,17,48,92,25,68,43,44
r19,63,95,78,58,66,12,67,90,44,64,80,45,75,92,2,93,94,8,97,96,32,17,34,46,39,84,53,9,86,55,81,47,30,49,36,1,43,18,50,0,57,99,42,23,5,51,13,79,83,77,76,52,35,29,10,71,88,87,20,38,65,72,56,82,16,22,11,40,70,33,48,41,3,15,91,74,31,14,28,21,27,25,61,7,62,85,59,54,60,73,69,37,24,98,19,4,6,89,26,68
