,r22,r36,r88,r97,r83,r15,r42,r96,r49,r68,r47,r26,r99,r82,r18,r7,r20,r86,r67,r1,r59,r56,r4,r93,r21,r32,r41,r78,r12,r3,r92,r87,r91,r25,r11,r44,r46,r69,r100,r62,r29,r8,r58,r84,r34,r50,r75,r79,r71,r27,r53,r24,r19,r10,r37,r30,r35,r65,r81,r33,r63,r45,r66,r57,r76,r73,r17,r28,r54,r89,r14,r77,r98,r2,r70,r38,r31,r90,r51,r61,r23,r9,r16,r55,r64,r52,r80,r60,r5,r85,r39,r43,r94,r74,r95,r72,r48,r40,r13,r6
d52,11,25,19,62,26,17,43,8,54,59,95,20,67,65,87,72,44,63,45,55,3,30,61,32,13,51,92,29,36,0,53,57,69,9,96,64,85,90,28,42,77,47,93,46,71,18,68,98,80,35,21,76,49,91,39,1,58,73,66,16,89,7,22,97,33,70,78,86,6,38,81,12,60,24,48,40,52,10,88,27,41,14,74,82,94,23,15,4,34,83,79,5,84,37,56,50,99,75,2,31
d56,25,92,54,59,8,19,4,76,73,37,23,52,77,14,18,80,95,85,9,30,29,62,45,47,27,1,74,55,26,96,36,24,42,31,2,5,81,35,67,32,72,48,97,17,44,21,28,78,22,40,39,83,7,43,71,90,91,12,53,93,65,87,86,89,10,64,15,51,70,38,82,13,63,88,41,34,20,84,68,58,3,98,69,33,16,57,0,6,61,79,49,60,56,75,50,94,99,46,11,66
d15,52,65,56,36,9,25,78,55,85,82,87,83,15,64,81,44,74,89,4,71,40,92,8,33,61,96,88,63,12,42,18,86,30,13,35,91,93,28,1,58,50,24,53,21,69,23,6,75,0,51,43,77,3,38,67,62,27,17,19,47,20,10,57,2,68,41,73,94,97,66,34,11,45,22,37,46,60,95,14,29,16,80,59,90,98,79,32,70,26,7,39,99,49,5,76,54,48,31,72,84
d4,1,63,6,57,19,77,56,97,68,5,37,50,72,20,44,27,91,61,85,83,71,64,17,0,13,89,46,29,86,7,36,23,55,25,35,70,24,22,43,76,74,51,14,45,34,60,39,9,69,40,98,26,65,32,10,66,73,28,21,95,90,12,47,42,16,96,33,54,92,84,49,53,8,38,99,81,80,4,58,52,75,79,18,3,41,2,82,88,59,67,78,62,11,30,87,93,31,48,94,15
d95,16,71,75,8,1,43,51,76,20,61,14,97,68,69,12,34,30,90,74,83,82,31,62,54,32,60,33,24,45,57,48,28,37,44,87,81,64,66,77,56,84,36,2,27,98,39,0,79,6,52,42,70,73,88,46,7,26,13,86,55,67,95,19,5,94,80,4,49,53,17,91,9,59,47,93,63,65,96,92,3,38,29,58,22,23,10,15,89,25,11,85,72,99,40,35,21,50,41,78,18
d32,36,72,61,65,15,77,10,80,51,52,74,89,12,93,75,96,78,66,8,28,79,17,16,7,57,56,59,41,13,0,54,82,87,44,58,1,69,4,50,19,29,84,91,35,85,34,26,20,9,37,68,60,33,23,45,55,39,25,40,53,49,14,2,18,64,21,71,73,98,95,63,3,31,62,38,43,70,97,86,76,22,48,47,92,6,67,99,81,27,83,32,42,88,90,5,30,11,94,46,24
d26,95,88,2,43,8,98,6,84,51,41,65,61,46,19,22,21,60,11,20,42,75,5,39,58,64,89,12,32,40,76,79,4,44,30,86,99,72,83,85,24,73,3,15,0,81,29,70,54,68,49,26,17,57,27,62,16,66,96,69,13,93,80,92,56,25,48,63,52,53,78,7,23,37,90,45,47,10,59,91,36,33,1,18,74,14,55,50,38,34,77,94,28,31,87,35,67,82,97,71,9
d22,22,15,74,17,72,63,88,42,99,2,8,78,40,52,68,0,66,26,12,34,33,5,90,31,30,58,32,57,29,43,98,19,6,41,85,67,62,37,55,54,25,1,95,89,35,61,83,24,91,14,87,23,27,60,49,94,76,93,75,97,11,28,86,4,46,39,73,13,70,81,10,44,3,18,21,47,51,56,69,20,80,36,38,48,96,82,71,64,79,65,9,16,50,77,7,45,92,53,84,59
d41,87,40,82,83,13,48,80,99,71,66,45,93,21,52,34,76,74,9,94,47,81,58,2,92,16,64,25,18,8,22,72,96,59,31,73,63,39,6,41,30,0,85,70,19,5,33,77,11,14,7,89,46,84,65,54,24,17,23,56,55,36,75,1,91,4,49,35,88,86,51,10,53,60,15,78,68,79,29,97,43,28,3,69,95,42,12,98,38,27,61,44,20,37,67,90,50,62,32,57,26
d43,45,78,58,96,48,2,44,17,88,10,26,47,92,69,11,97,70,63,13,3,19,36,12,75,33,40,77,66,53,6,50,32,94,14,62,89,1,46,76,27,15,81,49,21,55,61,30,91,65,31,67,59,41,28,57,9,71,7,90,72,37,74,80,18,8,68,20,79,86,82,83,56,34,4,84,5,52,73,22,35,29,54,39,43,16,51,93,64,24,42,25,0,23,38,99,85,60,87,98,95
d55,22,31,17,44,9,76,13,32,68,55,54,95,29,37,59,82,83,34,43,99,57,12,69,51,48,45,24,36,60,40,35,89,84,49,78,11,42,65,85,96,90,16,92,6,10,71,38,46,41,2,75,98,62,86,94,77,66,7,15,23,87,18,70,56,63,8,1,74,39,20,97,81,0,5,26,93,73,19,4,80,64,21,58,30,79,91,88,47,33,61,14,3,72,27,25,53,52,67,50,28
d67,87,76,80,3,79,7,10,85,30,26,97,25,44,67,81,98,99,34,89,0,19,77,45,66,65,6,52,39,60,46,36,11,14,41,64,28,48,8,9,35,95,1,23,47,40,38,82,24,12,72,86,55,96,92,91,4,32,83,51,13,58,2,42,69,88,90,63,31,21,84,71,57,75,49,61,17,22,29,93,74,68,33,50,62,59,56,5,43,70,15,94,78,73,37,27,53,16,18,54,20
d57,55,67,19,90,15,85,69,26,30,75,29,66,13,74,8,79,47,38,58,1,54,10,64,61,6,71,33,23,48,87,28,45,68,88,9,97,59,39,14,27,73,3,78,70,22,20,31,11,44,98,25,93,43,50,84,46,24,80,77,83,86,34,63,21,36,40,52,89,95,99,4,76,49,82,7,56,18,16,65,94,92,12,2,91,60,72,42,35,51,0,53,32,37,96,41,17,57,81,62,5
d10,73,36,90,97,7,59,9,91,49,44,40,34,29,18,1,37,26,10,53,4,78,94,24,85,42,83,87,62,35,98,48,55,6,56,21,61,41,23,12,31,82,88,67,51,65,58,16,95,39,2,99,25,22,3,14,30,66,84,79,70,92,28,64,33,81,63,93,38,0,75,52,45,11,43,76,19,68,74,80,72,86,71,57,47,5,50,15,69,20,46,89,32,96,60,77,13,17,8,54,27
d27,59,40,11,5,12,97,39,50,52,99,7,57,14,48,45,79,8,81,89,9,73,65,33,38,75,63,66,44,78,41,10,93,2,58,27,76,1,25,80,70,36,83,18,26,3,96,31,98,67,60,47,55,56,62,24,46,15,71,88,51,35,42,49,91,92,54,69,82,85,4,53,32,95,0,21,68,72,90,6,17,37,86,34,29,19,23,61,20,84,74,30,43,87,16,22,77,94,28,13,64
d48,50,57,72,32,87,39,63,60,11,27,3,75,23,2,21,37,61,14,26,65,28,77,29,7,64,85,94,44,89,35,71,95,58,16,82,55,59,96,51,86,83,76,46,98,52,33,62,92,47,5,66,31,0,6,69,9,40,4,70,93,12,56,99,36,22,80,1,18,49,78,34,79,43,74,67,15,48,41,24,88,10,90,13,25,45,68,17,8,42,84,73,53,38,54,91,19,97,20,30,81
d99,38,33,7,25,61,31,99,0,79,6,22,29,95,75,11,8,87,27,45,74,96,98,26,52,3,40,66,73,89,10,62,56,4,18,12,39,48,43,19,60,63,81,53,17,77,68,90,88,58,5,2,46,93,23,83,41,20,34,97,85,65,59,30,94,51,76,57,32,50,36,78,44,42,28,82,49,13,69,80,15,54,24,47,9,37,16,35,91,86,1,70,71,92,21,84,55,67,72,64,14
d72,1,96,35,7,28,8,67,68,41,32,29,64,43,48,49,34,19,91,97,53,42,99,57,0,16,80,93,23,58,95,56,71,50,9,40,33,82,25,85,37,38,39,65,66,77,31,22,15,18,60,74,44,6,54,4,55,73,2,10,88,45,17,75,59,90,76,27,69,36,94,61,83,20,5,79,21,62,47,52,92,11,26,81,70,72,84,89,98,87,51,13,78,30,63,3,14,86,24,12,46
d37,19,45,52,30,85,32,70,8,21,56,69,6,23,11,4,3,28,91,31,63,22,55,36,64,80,15,47,57,58,61,82,43,13,7,60,24,95,49,99,88,90,89,16,48,27,14,76,96,41,83,65,84,78,71,66,92,59,67,50,87,75,33,53,10,39,73,2,68,98,38,25,17,44,94,1,74,62,42,9,29,77,40,37,18,34,79,97,93,0,26,72,81,46,54,35,51,12,20,5,86
d87,9,25,86,70,56,69,51,99,53,65,76,5,11,84,85,74,48,36,42,26,98,43,23,16,32,88,19,93,71,13,78,80,66,57,31,28,41,46,17,33,21,62,4,44,73,67,3,30,52,0,6,22,96,24,82,55,89,58,72,39,94,77,47,8,14,7,97,45,34,35,18,75,90,40,20,37,91,38,87,29,92,27,1,68,63,50,64,59,49,12,2,60,15,95,83,54,10,79,61,81
d19,64,9,20,61,56,29,46,88,63,0,51,72,21,24,62,10,45,31,6,3,91,79,5,44,94,37,40,33,76,67,39,18,55,19,1,25,83,26,80,77,93,34,58,42,84,41,12,73,70,14,78,74,96,8,66,27,7,17,81,54,50,36,15,86,90,99,32,69,71,65,4,68,38,97,87,23,89,75,57,16,13,49,92,60,98,53,22,82,59,30,43,2,52,85,48,95,11,28,35,47
d46,24,75,26,55,31,92,80,77,66,14,50,70,11,23,56,84,8,9,87,93,88,40,38,20,76,54,72,59,46,3,85,30,1,73,13,99,57,15,37,33,69,2,43,63,19,25,27,89,62,86,52,12,32,94,71,47,5,17,98,41,74,16,35,83,28,90,58,67,68,64,60,81,44,29,96,61,18,95,21,45,42,6,10,51,48,49,97,4,7,65,0,91,22,53,82,34,79,78,39,36
d9,82,22,23,93,91,64,49,65,21,1,83,76,44,90,89,7,9,79,59,51,28,66,33,94,18,88,96,15,56,6,27,73,67,47,75,85,72,78,24,92,16,4,10,14,80,2,20,36,74,97,46,95,26,77,5,8,60,63,70,52,55,84,29,81,86,17,0,32,37,62,39,12,41,3,99,48,68,71,54,25,50,13,53,30,45,38,34,43,57,61,40,35,58,31,19,11,69,98,42,87
d53,37,36,16,86,29,7,70,41,19,81,78,30,59,66,56,64,53,87,99,79,24,13,20,31,96,91,49,97,75,60,10,0,45,33,52,47,1,94,74,39,71,8,15,23,54,34,11,26,90,44,84,62,83,5,38,92,35,4,89,50,61,76,69,55,85,3,68,48,88,80,28,6,63,21,14,98,67,58,32,72,93,40,43,65,82,12,46,95,22,25,51,17,27,9,42,57,18,2,77,73
d97,35,4,87,83,61,12,40,60,77,80,76,94,27,65,71,31,98,19,89,68,11,62,23,74,45,54,9,63,6,52,20,92,81,14,51,1,21,86,25,7,88,79,29,39,5,43,47,16,59,72,57,49,0,46,41,85,93,67,18,28,38,10,55,30,66,64,73,2,24,44,33,48,97,56,75,84,50,69,36,42,32,70,13,15,26,53,37,8,22,34,96,95,90,58,17,82,3,99,91,78
d51,99,10,48,79,4,0,76,50,37,58,40,71,78,67,69,5,25,64,87,34,61,53,28,30,44,11,15,43,73,85,93,92,14,77,18,68,65,84,6,74,24,22,13,31,16,81,98,7,8,19,95,72,70,9,46,32,39,1,88,23,17,55,66,82,52,2,62,29,33,27,90,57,75,47,83,59,38,3,94,89,26,86,36,35,51,91,21,42,96,20,60,54,12,49,80,63,45,56,97,41
d73,55,93,98,19,14,30,34,59,79,37,92,44,21,13,61,35,64,50,25,82,84,81,99,69,52,77,18,75,40,66,2,73,71,5,46,76,56,91,68,8,80,17,78,7,47,16,38,10,49,9,53,94,74,28,24,54,11,1,41,90,72,27,88,85,57,32,45,60,15,0,58,63,42,36,97,33,23,3,83,48,12,67,22,51,20,86,31,89,65,87,95,6,96,29,26,62,4,43,70,39
d64,74,72,96,88,4,33,63,42,83,57,37,18,14,5,44,60,20,39,11,56,84,17,61,66,69,99,31,52,95,79,29,82,85,53,49,50,26,68,62,1,94,10,23,47,34,3,71,89,86,77,30,40,67,59,58,64,78,81,0,7,28,46,35,32,2,22,15,41,76,19,9,92,8,51,24,70,65,25,38,91,27,13,54,45,36,6,97,75,93,73,43,12,87,55,21,90,48,16,80,98
d44,2,89,75,31,73,20,57,16,44,67,97,41,51,61,34,18,85,8,84,92,68,58,80,64,72,56,66,35,32,70,99,74,4,59,22,78,87,77,13,27,55,81,98,50,47,0,26,88,91,7,62,40,19,21,45,86,60,96,30,93,54,3,1,5,17,69,90,48,53,79,43,9,29,42,14,83,12,15,76,94,71,23,24,36,82,95,33,25,39,63,10,49,11,46,37,52,65,28,38,6
d3,65,90,77,75,41,18,96,38,45,64,52,76,19,72,86,89,55,4,6,44,85,17,16,59,14,71,7,88,91,82,56,22,66,93,8,5,29,48,74,40,61,30,67,31,83,79,73,60,0,78,32,25,28,97,34,69,12,94,43,21,3,42,10,70,33,46,1,49,24,95,20,92,26,2,27,11,68,13,62,50,57,23,36,51,15,35,63,39,54,81,58,47,84,37,9,87,80,98,99,53
d30,1,36,53,49,37,54,39,61,66,84,69,96,52,93,91,29,62,11,3,87,15,74,48,26,2,8,64,10,55,23,57,13,43,56,88,18,20,28,99,41,58,0,79,22,33,31,24,70,27,97,63,85,34,12,32,81,78,17,5,47,21,77,92,76,45,95,35,73,7,90,51,46,67,75,94,42,40,38,68,59,30,9,16,14,4,19,50,86,82,98,72,71,25,80,6,83,65,89,44,60
d49,92,20,48,78,36,54,60,9,49,82,31,39,25,71,51,87,98,12,42,91,72,50,32,38,10,19,13,77,43,94,76,14,67,30,55,41,2,69,88,62,80,57,15,65,27,5,11,18,97,40,84,56,29,45,99,96,86,85,7,37,6,89,0,26,8,93,46,52,68,24,28,59,81,75,73,63,95,83,33,35,21,58,17,22,79,16,47,3,44,70,53,74,64,66,4,1,61,90,23,34
d12,4,74,3,13,99,42,72,46,87,53,41,57,86,52,8,64,2,12,10,0,24,73,38,43,37,55,61,89,45,76,65,71,56,51,69,19,79,82,59,1,62,48,21,33,32,35,44,6,80,75,18,67,70,58,26,97,9,54,96,91,77,25,81,85,14,60,22,94,7,92,28,23,50,63,11,95,49,5,78,16,84,36,31,30,47,34,15,66,27,90,40,88,29,39,68,17,93,98,83,20
d33,14,54,97,6,12,63,50,77,16,78,38,25,91,58,34,89,68,79,30,1,88,90,92,82,56,74,18,28,39,44,75,67,23,55,24,70,66,73,80,13,94,95,83,20,53,33,59,47,71,99,40,3,51,37,93,42,9,60,8,32,31,81,57,87,61,52,62,22,19,69,43,27,85,76,21,15,86,45,36,2,10,98,84,49,4,72,35,41,5,65,64,11,48,29,96,7,26,0,46,17
d54,34,56,9,19,25,75,2,35,60,58,0,66,69,37,99,73,23,7,61,68,15,89,54,70,46,38,44,28,26,40,55,65,22,43,64,63,45,21,14,8,48,79,30,78,81,84,1,11,33,51,91,17,92,96,3,80,5,50,16,31,49,6,77,52,76,20,97,41,32,27,47,36,4,29,95,71,59,67,10,57,85,88,18,74,62,83,94,42,87,24,93,53,12,86,72,90,98,13,39,82
d21,94,59,23,62,64,53,76,10,98,84,25,99,57,78,77,91,63,52,75,49,20,21,22,1,50,26,46,90,15,87,19,54,11,41,45,5,97,28,93,32,88,12,24,51,66,79,86,43,60,3,6,38,7,30,72,85,69,14,55,13,89,70,48,44,31,61,95,83,2,36,42,18,47,67,16,29,17,80,39,4,8,81,71,96,9,74,0,33,73,34,68,37,65,56,27,40,82,35,58,92
d61,90,22,72,24,19,36,49,43,83,79,37,58,39,44,15,50,61,12,31,5,14,6,41,18,38,35,48,98,88,55,3,57,16,54,29,99,45,27,85,78,33,86,51,71,20,21,89,96,93,26,34,8,13,65,97,91,56,70,17,64,0,73,30,81,62,60,59,66,28,74,80,75,10,11,63,47,25,94,40,95,52,53,1,67,76,68,87,23,9,42,69,32,7,4,92,84,46,77,82,2
d8,93,50,99,82,57,17,85,33,88,46,31,60,27,94,91,61,73,39,74,75,15,58,30,87,21,47,1,40,79,45,6,0,18,35,10,13,36,90,72,59,80,84,71,62,37,86,9,63,2,12,23,95,69,28,76,54,20,64,83,38,70,22,5,78,14,49,68,34,41,81,29,53,55,56,97,25,3,26,77,11,51,66,4,67,89,92,98,42,8,19,48,44,7,32,52,96,65,24,43,16
d11,9,73,24,67,2,35,79,3,12,98,48,69,39,36,6,72,63,66,93,68,74,4,92,37,23,55,88,59,50,1,29,16,77,91,70,49,25,78,58,31,33,27,34,21,26,41,11,47,60,7,32,95,53,46,99,57,71,85,89,94,52,13,83,56,81,64,43,75,8,76,30,84,15,42,14,90,19,61,44,62,28,51,87,38,82,97,20,17,54,86,22,80,0,65,96,18,40,10,45,5
d68,56,20,83,84,79,16,2,8,68,60,43,25,13,69,23,99,81,58,73,9,22,0,89,87,85,17,19,6,64,40,55,74,75,34,49,50,37,18,45,24,28,26,82,80,63,39,42,51,97,70,61,47,91,36,72,57,59,65,10,21,31,5,96,77,92,29,41,88,15,27,14,11,46,33,98,53,38,44,54,62,32,76,48,4,71,78,67,86,90,30,94,93,12,95,3,7,1,52,35,66
d42,25,93,42,98,62,80,12,40,64,31,99,41,89,13,56,9,27,76,74,10,3,48,72,8,49,5,45,14,70,1,43,95,38,87,78,4,61,15,17,22,50,60,52,32,53,44,2,36,54,88,71,85,7,11,46,65,34,28,37,83,75,18,19,94,59,73,21,91,24,16,20,0,57,29,6,84,69,55,81,97,86,26,51,96,35,39,33,58,90,23,66,68,79,82,30,63,67,47,92,77
d2,48,68,73,66,94,9,81,64,44,33,93,4,39,14,58,86,24,29,90,19,53,62,36,63,3,98,76,5,25,79,54,21,92,77,22,26,17,89,42,13,71,38,40,11,97,31,20,37,67,74,16,23,84,56,50,41,2,85,7,59,49,45,61,87,51,15,27,10,8,69,96,12,47,35,78,70,75,91,46,83,34,65,82,30,60,18,6,0,1,52,99,80,88,43,55,95,28,57,32,72
d31,83,7,66,74,71,87,31,13,15,35,29,27,26,60,53,39,40,98,38,23,37,20,6,91,45,11,21,9,10,32,49,93,3,36,95,48,19,4,22,56,46,44,57,42,54,72,82,88,51,28,18,67,84,52,78,30,79,25,34,90,80,12,33,73,75,8,24,55,65,94,59,92,97,64,17,61,86,99,0,62,77,16,14,63,41,5,81,85,2,1,69,70,50,47,96,76,89,68,58,43
d92,53,77,79,23,6,38,26,65,25,57,90,83,1,37,49,88,98,56,30,60,62,75,52,22,63,82,58,47,67,80,76,4,36,13,18,17,41,97,29,12,34,19,94,95,50,89,87,84,28,35,27,21,85,10,92,74,96,2,61,72,14,11,91,31,40,9,66,39,24,20,59,46,32,93,69,55,78,81,5,33,42,0,48,51,7,71,64,86,68,8,54,99,43,70,45,16,15,73,3,44
d16,53,36,15,7,17,77,16,22,46,51,45,40,55,49,34,54,11,43,74,2,92,50,68,62,73,91,60,31,70,6,82,18,10,33,5,63,99,27,48,37,71,41,20,97,57,89,24,9,87,95,47,81,76,64,52,90,86,39,1,93,32,56,98,13,72,96,79,85,61,38,59,12,69,4,28,25,14,29,66,67,30,21,78,23,26,65,8,44,83,80,94,58,42,19,84,35,88,3,75,0
d71,44,53,11,63,32,56,20,51,42,35,80,97,68,76,72,87,84,14,27,36,16,79,99,0,71,39,58,4,86,60,3,41,62,28,52,47,22,38,33,70,65,66,74,8,95,59,26,12,13,19,81,55,50,69,90,43,98,49,83,54,46,96,34,2,15,10,48,23,7,82,40,61,17,91,94,30,85,75,78,29,6,73,21,24,9,77,88,92,67,31,57,5,25,37,64,89,45,1,18,93
d6,16,39,27,30,45,64,68,81,59,67,21,22,41,3,61,34,76,70,13,7,36,2,66,24,8,94,5,9,42,46,29,62,48,96,71,65,57,1,10,19,87,20,98,85,92,44,86,47,6,90,83,89,78,26,54,79,97,53,69,37,28,93,32,33,74,99,84,35,18,75,88,25,49,51,15,38,82,17,73,80,72,52,23,0,95,50,40,58,31,60,91,14,63,55,4,56,43,77,11,12
d70,72,59,75,56,78,48,84,19,46,35,79,85,89,7,67,14,93,30,31,83,6,74,27,68,57,16,39,41,52,22,28,34,88,55,13,11,45,86,76,90,5,43,2,94,63,24,65,8,50,62,81,10,20,66,96,0,97,18,23,17,60,42,58,98,99,53,29,21,40,80,44,70,82,95,4,26,32,3,73,9,91,47,12,71,15,33,87,77,49,1,25,38,69,64,36,37,54,61,51,92
d91,34,84,9,56,72,60,90,32,88,82,20,55,8,81,26,61,95,83,16,50,40,75,30,25,37,18,13,15,47,65,53,80,24,86,41,31,1,19,58,94,85,35,67,45,3,79,46,68,62,77,93,28,7,42,27,54,36,6,66,98,70,51,52,2,21,0,12,29,87,64,14,39,89,5,91,92,59,76,11,38,48,99,96,17,63,71,4,97,44,74,49,33,22,23,78,10,43,73,69,57
d39,38,13,2,98,6,73,65,4,79,78,27,3,45,62,66,99,7,95,91,83,39,1,74,25,47,53,72,64,41,85,59,43,77,54,33,0,90,23,37,35,42,29,32,70,5,93,28,58,71,31,46,61,89,82,80,11,57,68,67,26,19,15,97,34,10,75,30,51,18,84,52,94,96,63,48,17,20,50,22,14,86,16,36,44,81,92,40,88,8,60,69,49,87,56,55,24,21,12,9,76
d34,44,37,36,64,5,25,32,89,6,55,27,73,34,60,26,24,10,93,84,18,29,43,72,92,62,35,4,78,87,77,67,15,41,11,16,49,3,96,53,91,47,45,54,69,82,80,71,85,79,46,17,70,74,83,65,95,68,58,38,0,48,23,59,63,13,50,8,2,57,33,21,61,39,75,90,52,30,81,31,66,28,19,1,40,42,98,94,20,86,9,56,51,22,97,76,12,7,99,14,88
d65,67,65,97,54,61,35,52,56,14,39,49,9,37,95,64,32,77,6,34,83,18,85,27,26,60,73,24,75,58,38,45,78,47,94,0,55,17,66,10,7,93,15,53,57,30,99,68,59,23,22,62,5,36,69,63,40,8,88,43,12,4,29,70,33,51,19,41,25,89,81,28,44,96,46,31,87,2,11,98,13,71,48,82,91,84,76,80,74,79,90,72,42,20,21,92,1,3,86,16,50
d47,76,24,51,48,60,10,6,42,55,37,39,33,7,57,38,26,79,67,71,40,98,13,25,54,80,21,41,96,63,31,8,45,44,2,27,94,84,18,5,49,0,91,75,16,90,9,89,78,35,81,69,1,62,70,95,77,28,59,46,65,99,73,43,22,74,88,82,87,20,15,86,30,36,72,29,17,4,11,97,52,83,64,3,56,32,50,93,23,85,19,92,34,61,66,68,47,53,14,58,12
d38,3,86,70,46,34,98,80,78,49,61,1,85,83,11,43,50,63,10,48,19,40,37,76,81,68,92,66,39,53,56,41,24,8,71,20,97,94,5,31,93,69,0,23,25,57,55,67,32,38,18,95,89,59,30,88,7,73,60,96,82,51,65,42,45,44,84,54,28,99,74,26,90,22,16,35,6,62,36,47,4,2,64,75,29,87,52,15,13,17,79,33,58,91,72,14,9,27,12,21,77
d89,23,89,8,74,34,97,19,2,59,86,64,93,32,78,70,63,31,66,13,79,54,37,42,0,53,57,62,26,77,17,4,92,76,43,6,61,84,72,80,33,52,48,16,28,35,60,30,75,12,15,36,50,11,99,46,14,47,96,90,22,29,67,69,7,85,68,95,58,25,65,81,87,40,5,9,3,91,94,73,21,55,82,24,20,71,38,39,1,98,45,56,44,51,83,41,27,49,18,88,10
d86,33,20,54,75,95,17,80,43,64,90,98,81,30,89,67,53,87,19,48,12,1,51,50,44,91,18,13,52,39,93,36,65,34,24,38,9,88,6,22,25,27,63,23,57,47,0,5,86,61,62,45,3,97,56,83,73,40,16,99,69,37,29,60,14,42,46,35,92,74,84,94,72,2,31,55,66,26,21,77,58,11,85,96,4,15,78,49,68,41,7,10,79,32,8,59,70,76,82,28,71
