,d45,d68,d18,d89,d84,d37,d54,d75,d19,d100,d42,d90,d43,d34,d51,d2,d28,d12,d25,d92,d31,d11,d24,d63,d39,d7,d91,d94,d53,d9,d16,d87,d38,d66,d1,d5,d82,d72,d3,d81,d33,d14,d4,d6,d98,d79,d49,d55,d61,d95,d26,d88,d69,d78,d96,d99,d80,d22,d62,d57,d21,d67,d36,d32,d70,d52,d73,d85,d8,d27,d15,d46,d30,d58,d40,d20,d76,d64,d59,d47,d65,d60,d71,d83,d50,d10,d17,d97,d35,d29,d86,d44,d56,d41,d74,d13,d77,d23,d93,d48
r33,80,87,95,9,70,21,17,28,11,48,35,40,57,3,41,62,30,13,78,81,94,44,64,49,79,92,2,75,51,74,52,22,20,54,93,43,12,25,45,31,55,53,47,16,5,72,82,56,68,96,89,24,38,67,58,0,97,32,18,69,15,83,37,63,10,33,36,27,88,26,6,71,85,1,39,73,7,65,98,91,61,19,66,77,50,90,8,46,99,84,76,42,4,86,59,29,34,14,60,23
r97,9,32,28,94,51,47,81,88,1,66,7,21,76,56,36,49,31,72,12,58,20,44,14,39,87,10,68,84,98,42,29,97,69,45,99,48,15,82,40,89,70,96,90,91,16,6,95,74,22,26,4,19,38,77,75,54,79,43,0,41,17,2,93,65,62,80,25,86,27,50,61,64,30,46,59,83,5,92,67,11,24,8,55,18,53,52,33,34,13,57,35,78,63,71,37,23,3,73,85,60
r2,50,0,21,23,69,43,85,9,81,86,11,55,60,47,61,63,66,49,80,89,46,83,24,25,4,38,39,13,42,17,71,34,19,30,5,2,45,97,79,16,96,53,41,77,73,58,65,84,51,18,6,56,32,37,93,94,48,27,87,20,14,7,31,98,3,67,99,52,33,26,54,72,10,59,62,29,35,8,1,70,75,76,91,12,92,22,28,90,57,95,82,64,68,40,36,88,44,78,15,74
r93,22,43,11,95,86,3,16,90,58,33,25,17,48,13,56,21,66,46,37,74,63,79,75,62,4,36,53,14,69,2,59,72,50,23,45,65,19,51,57,92,55,20,71,91,67,49,85,73,83,15,31,28,52,27,68,96,70,64,10,18,26,34,81,47,61,41,29,80,38,42,84,94,93,44,89,99,97,39,82,1,30,6,40,77,35,54,60,87,0,5,9,88,24,78,8,12,76,32,98,7
r5,76,21,19,24,8,58,48,12,31,83,10,15,26,39,55,70,60,45,29,14,78,32,54,3,47,17,18,68,30,90,88,27,82,99,49,65,59,97,93,40,35,22,74,23,92,79,25,87,2,51,67,66,80,77,43,52,73,95,56,46,0,96,7,16,42,44,63,41,85,37,9,81,1,6,20,64,33,57,86,94,84,98,34,50,53,69,62,61,71,91,13,4,89,11,5,38,28,72,36,75
r66,78,40,79,60,50,72,96,64,3,69,61,57,36,90,22,62,30,32,76,6,9,47,44,81,85,93,94,80,17,39,27,95,21,0,49,45,53,18,89,99,7,37,26,87,16,1,82,8,13,28,35,5,77,52,66,59,11,48,86,19,97,65,91,58,75,38,12,55,41,84,54,88,24,56,74,71,15,68,25,42,29,51,46,4,34,43,10,33,20,23,70,67,31,92,14,98,63,83,2,73
r79,37,36,68,75,5,38,30,86,59,12,33,89,63,31,6,88,7,69,56,84,20,91,24,43,76,2,55,90,94,14,27,28,18,49,95,10,39,92,60,57,65,72,41,9,78,54,1,83,16,97,53,19,73,52,35,77,4,87,64,74,11,71,34,23,85,40,22,26,15,51,79,93,98,3,67,96,46,48,61,17,21,32,42,81,70,66,99,25,58,13,45,0,8,29,44,80,62,82,50,47
r46,19,43,75,94,63,0,18,33,4,67,55,25,61,64,91,47,74,12,41,79,23,6,9,29,50,57,72,45,87,80,7,92,98,5,30,99,40,15,62,76,51,52,56,48,93,10,8,11,81,22,89,65,14,36,38,71,2,53,28,69,70,42,20,73,78,49,54,82,24,44,68,3,84,66,95,59,90,37,13,39,60,31,34,96,85,83,16,27,17,32,88,46,26,58,86,97,21,1,77,35
r54,85,60,46,74,70,76,61,51,94,40,5,47,30,66,93,18,49,99,96,92,4,6,11,88,53,56,81,48,21,19,80,64,2,25,23,90,65,12,72,44,34,55,82,73,83,87,13,78,27,89,1,98,45,59,9,43,42,8,32,14,54,20,67,77,24,22,68,95,26,79,38,57,31,36,39,58,37,3,35,63,10,91,86,0,84,41,50,69,16,15,17,97,29,52,75,28,7,33,71,62
r6,24,8,51,60,43,69,61,86,10,38,48,82,81,19,21,9,36,70,17,78,75,77,47,80,79,23,53,59,27,7,91,65,1,37,6,41,46,62,34,14,30,64,22,52,20,13,28,67,26,56,68,16,2,73,99,90,83,39,66,63,58,5,0,29,32,85,12,93,94,95,57,25,97,84,71,76,49,11,44,55,87,3,96,92,18,72,35,40,4,45,88,31,98,50,42,89,15,74,54,33
r32,63,34,33,91,72,9,90,67,98,39,89,69,55,12,44,58,64,47,46,86,61,0,99,94,24,52,11,80,15,13,26,71,74,57,22,30,45,88,35,20,31,23,81,84,68,92,21,87,8,70,43,6,10,60,78,17,95,85,49,16,5,59,73,66,53,36,54,28,76,38,29,27,2,62,93,3,65,4,19,25,83,50,82,40,56,75,1,42,41,77,48,51,14,97,7,96,79,32,18,37
r83,67,19,77,21,93,83,57,79,73,16,88,35,13,86,91,10,8,17,71,45,7,97,95,46,11,4,75,47,25,26,23,85,6,54,55,70,27,34,76,36,2,65,96,99,41,3,69,74,90,61,63,22,12,40,39,89,84,64,78,60,32,81,92,0,14,52,18,44,29,33,80,82,53,24,5,87,66,50,59,28,1,20,31,58,42,30,48,98,51,15,72,68,43,37,38,94,9,49,56,62
r63,92,42,74,53,91,72,25,22,18,89,51,15,0,8,71,40,97,75,33,32,46,20,59,50,83,49,16,36,96,5,27,35,52,66,13,34,26,43,88,98,64,73,86,9,78,6,48,69,12,84,57,19,23,39,1,94,67,4,21,61,63,99,87,79,11,82,37,77,68,41,70,85,90,58,47,76,3,38,44,62,95,29,65,24,14,30,17,45,80,7,28,55,93,60,2,10,54,31,56,81
r86,46,56,10,20,12,77,27,96,60,90,81,22,97,34,99,95,39,18,72,59,87,24,65,1,50,2,76,48,66,8,94,58,7,74,49,78,9,98,64,68,69,29,37,71,5,41,43,73,57,75,61,89,51,84,36,83,31,67,13,70,0,19,42,6,92,25,35,45,86,21,47,80,38,54,30,85,28,26,52,4,44,11,15,17,79,23,82,55,53,93,14,32,33,16,88,3,91,40,62,63
r85,99,27,71,39,3,46,90,5,35,2,7,66,15,82,26,78,17,64,91,86,80,19,81,63,25,59,18,73,43,50,84,1,96,28,20,36,30,58,47,76,49,54,94,88,9,42,97,77,62,29,21,67,41,65,69,75,10,6,55,89,14,83,53,13,23,37,44,92,31,12,74,68,87,72,32,48,56,38,4,24,34,70,95,22,52,60,51,45,0,33,11,85,98,40,93,8,57,79,61,16
r98,56,44,31,4,70,68,17,41,3,35,65,33,94,96,11,54,52,8,21,7,25,2,69,74,76,62,83,72,82,42,93,73,60,98,39,77,91,50,63,40,5,48,53,89,79,9,13,55,75,88,97,1,14,12,61,15,66,81,90,86,51,87,57,27,32,19,58,71,30,28,24,18,0,67,29,16,46,6,22,45,38,80,47,20,49,64,37,34,84,59,43,78,92,10,95,23,36,85,26,99
r37,51,38,18,23,50,92,46,13,81,9,34,15,5,85,87,39,88,86,49,58,29,56,89,3,0,28,41,90,17,1,33,27,99,95,8,53,77,91,67,57,70,44,74,80,83,7,72,19,73,24,12,78,61,48,64,22,65,31,59,96,71,30,69,82,55,10,25,63,6,52,20,68,98,4,43,32,36,79,47,2,37,93,21,11,66,42,35,26,76,84,45,94,75,97,40,62,16,54,14,60
r94,10,46,23,45,43,3,53,49,87,63,40,68,8,33,71,92,57,60,83,93,36,39,13,51,27,96,14,79,19,35,78,97,44,11,70,52,9,22,75,6,38,89,77,82,7,2,29,58,26,16,18,42,1,15,21,73,66,4,41,47,28,86,59,31,34,24,30,55,94,64,62,20,32,84,85,80,17,88,50,67,25,99,91,5,72,54,48,69,65,74,12,81,61,76,56,90,37,98,95,0
r7,89,67,63,16,46,28,5,2,45,86,41,39,31,73,4,82,6,8,18,93,97,75,72,98,3,80,96,61,81,38,34,62,12,24,15,49,88,27,90,71,87,11,1,20,19,42,33,66,40,17,29,10,50,79,57,65,99,70,26,95,9,94,60,21,14,84,64,48,78,0,56,13,35,52,43,74,37,85,32,54,59,76,25,23,22,83,58,7,91,30,77,36,69,55,68,51,92,47,44,53
r100,17,61,15,27,7,49,33,77,83,41,36,85,3,22,89,73,63,96,72,87,65,48,29,6,21,97,12,47,58,53,98,2,59,57,40,94,44,55,34,4,84,67,50,28,23,38,75,24,43,88,42,79,82,92,81,76,46,18,99,80,31,93,52,90,10,13,11,14,39,45,60,30,91,5,70,71,37,1,0,8,66,35,78,69,16,54,56,51,32,64,68,95,86,20,26,74,9,25,19,62
r74,65,70,96,59,32,47,71,98,84,44,43,89,3,36,25,68,93,10,82,80,83,4,95,79,6,18,78,56,19,12,27,22,55,26,15,11,46,13,5,76,75,73,97,53,60,8,99,61,57,91,38,52,39,72,48,58,90,49,54,17,23,14,67,1,69,86,94,34,28,66,77,20,16,42,63,85,45,35,41,29,37,92,33,81,9,51,31,0,7,64,62,2,24,40,50,74,21,30,88,87
r1,78,51,6,24,62,27,83,17,79,30,92,12,58,11,3,96,82,88,34,84,42,77,44,45,49,76,67,41,4,35,48,36,18,89,47,63,50,2,37,73,60,86,81,15,21,93,33,59,65,75,69,16,74,70,99,80,66,46,90,53,5,55,57,91,95,9,71,20,39,25,0,56,14,7,43,1,8,72,26,32,19,52,85,40,22,64,10,23,68,61,28,97,31,29,13,87,98,54,94,38
r88,57,60,29,80,75,40,85,10,55,53,93,58,37,25,48,74,91,3,27,4,68,6,95,13,56,96,34,31,97,2,24,82,69,44,17,65,46,89,30,49,33,50,71,94,18,38,83,23,61,14,36,66,62,87,20,45,84,73,16,5,79,78,81,8,92,90,12,67,42,1,11,19,88,64,77,28,54,15,52,32,70,63,86,59,0,76,26,7,98,35,51,39,21,99,9,43,22,41,47,72
r70,75,7,11,38,82,4,65,51,64,66,84,5,13,99,0,9,62,3,52,34,96,69,33,46,10,73,27,76,80,23,26,61,87,98,8,47,29,12,53,48,78,91,59,89,31,42,16,60,79,71,72,67,28,94,90,95,40,77,21,93,37,81,54,70,83,56,14,35,18,85,30,68,43,41,25,50,1,6,32,58,97,17,24,19,88,92,15,49,57,74,20,86,22,36,39,2,45,63,55,44
r8,98,37,40,15,6,29,3,53,18,74,8,23,67,20,78,30,36,84,57,88,12,5,71,91,2,47,60,94,45,28,35,96,46,26,86,58,97,83,89,76,85,73,4,9,81,19,95,63,42,34,90,64,70,51,69,93,62,33,31,66,59,61,11,14,10,48,65,79,80,56,0,22,38,39,27,82,32,92,68,25,55,52,75,24,13,16,54,99,1,7,43,49,21,87,77,17,44,41,72,50
r47,36,85,57,44,59,35,40,72,18,91,48,13,15,38,98,22,74,33,88,55,50,1,23,92,69,71,14,73,7,26,97,30,51,31,6,70,11,87,46,29,56,81,16,2,94,99,24,25,37,27,34,80,65,82,4,60,79,96,0,17,68,45,77,42,20,47,28,5,78,8,32,43,89,10,3,67,19,90,64,76,61,41,9,58,95,62,49,54,84,83,21,52,86,75,39,12,63,53,66,93
r17,92,29,86,56,66,36,31,76,90,19,88,33,5,14,48,95,81,85,46,16,98,38,10,43,62,47,99,26,11,59,52,50,9,91,15,94,65,93,57,39,23,74,67,53,71,24,41,51,6,22,96,61,87,68,17,34,78,20,44,45,35,32,54,42,1,21,49,13,79,83,72,69,80,2,64,60,28,84,55,77,89,58,70,27,8,37,63,97,0,25,82,7,30,40,12,73,3,75,18,4
r14,24,14,51,69,15,56,88,13,12,33,80,7,29,40,64,35,60,71,17,54,61,9,98,37,84,74,23,66,4,20,49,93,6,46,18,96,92,42,47,44,39,32,31,68,2,82,26,59,70,41,79,90,38,28,8,11,16,86,75,57,53,30,91,10,65,58,0,19,1,95,45,63,25,87,99,27,72,97,89,21,34,76,73,85,94,5,50,22,52,77,83,62,81,3,43,55,78,36,67,48
r25,96,60,11,80,63,33,6,72,91,55,88,23,97,18,95,86,44,22,62,92,83,61,14,77,56,36,53,66,9,21,82,54,64,78,94,42,26,70,45,76,85,73,69,19,24,35,51,29,16,84,2,30,75,3,49,89,27,98,67,50,81,87,1,46,10,38,0,40,47,34,59,25,5,52,37,32,65,39,17,13,43,31,48,41,93,28,20,58,74,71,4,15,99,79,8,90,57,68,7,12
r75,27,9,8,34,82,95,98,84,29,69,20,18,40,17,52,67,70,33,56,72,0,14,11,87,88,83,23,65,76,96,38,53,85,7,54,80,10,41,24,35,42,60,97,79,57,92,31,86,37,28,61,58,45,39,50,55,25,32,59,77,19,46,12,30,13,68,63,47,99,78,75,66,71,2,81,43,22,3,36,51,44,6,94,15,74,1,73,90,21,89,48,4,26,16,5,64,62,49,93,91
r59,31,7,43,92,5,15,45,95,39,93,20,36,35,34,81,58,82,18,72,53,89,9,49,69,28,73,4,91,10,38,48,32,33,64,0,96,74,21,98,26,29,41,79,14,16,46,63,22,52,27,66,78,8,56,47,90,55,19,42,2,70,30,51,59,99,25,37,84,88,62,23,3,24,87,44,85,80,61,54,67,68,76,65,17,83,75,57,6,60,50,77,11,71,97,1,86,40,12,13,94
r67,33,15,60,84,56,58,6,83,27,82,59,96,70,30,93,89,67,86,14,97,63,36,25,18,28,2,94,48,99,69,29,32,81,12,42,47,40,62,31,1,23,88,61,43,78,87,71,91,45,74,92,0,52,35,77,73,9,11,37,4,72,57,13,20,19,38,75,95,76,41,54,50,64,65,26,8,22,98,7,21,85,16,39,79,80,46,66,5,44,53,10,34,3,55,17,24,68,51,49,90
r91,72,79,57,24,1,82,66,43,85,31,96,90,33,40,4,49,69,84,47,18,7,15,50,12,70,46,64,60,38,26,30,34,81,27,52,5,37,32,67,63,53,74,44,58,35,9,39,62,2,68,97,71,51,11,3,14,6,41,16,76,17,25,61,75,92,55,48,88,89,87,91,78,23,54,45,65,10,93,73,29,0,59,98,95,56,19,28,22,36,13,8,77,21,80,42,94,83,99,86,20
r31,75,62,14,67,8,89,41,29,58,54,34,2,82,80,52,87,32,66,5,78,38,91,65,39,45,0,22,69,43,30,71,92,49,33,59,73,3,6,11,44,77,35,94,40,57,23,60,9,79,83,24,95,21,10,42,18,7,70,74,47,84,1,36,64,13,12,17,37,51,28,72,97,31,85,53,4,50,56,27,99,20,93,68,48,88,46,15,16,81,90,63,61,76,19,55,98,86,25,26,96
r9,16,37,34,56,75,44,54,33,2,43,52,23,22,4,79,62,11,51,53,7,39,46,70,94,90,59,48,69,15,96,29,6,10,45,63,99,91,13,9,97,61,85,84,80,40,14,27,95,73,19,92,50,5,68,38,65,64,1,86,36,42,47,67,8,78,66,32,20,93,0,83,41,88,57,72,81,21,18,28,26,89,24,71,49,82,60,12,55,58,77,31,3,25,30,17,98,76,87,74,35
r52,35,75,38,18,81,78,4,62,30,49,41,96,64,21,45,70,50,54,5,3,66,6,22,92,74,1,33,87,27,94,47,29,39,36,37,63,82,40,72,51,76,16,48,55,59,85,79,17,12,86,52,88,77,65,97,84,69,43,91,67,25,14,90,61,56,13,28,11,98,8,2,10,53,99,80,20,93,23,71,32,42,68,58,19,31,7,24,57,89,9,0,83,60,15,34,26,95,73,46,44
r60,35,60,33,6,74,57,50,97,18,51,70,63,26,67,83,0,3,48,45,27,65,21,56,38,32,52,82,46,90,12,77,80,49,43,25,9,96,86,1,44,66,22,76,91,37,11,75,5,41,95,93,79,89,59,4,47,10,98,81,99,73,55,92,40,7,53,58,72,78,69,84,36,34,87,88,42,64,29,61,39,24,2,13,20,31,23,68,85,19,14,8,71,28,16,62,30,17,54,15,94
r40,20,84,37,90,55,40,36,67,74,79,39,45,60,68,31,29,70,64,81,50,5,23,3,16,11,57,52,87,0,4,38,6,18,88,15,25,24,94,30,93,10,75,34,72,41,32,73,1,99,9,47,7,95,2,61,78,71,51,43,53,98,77,62,58,76,65,27,14,82,42,69,26,35,86,49,8,22,66,13,80,48,85,89,21,44,59,96,19,33,83,97,56,54,12,17,46,91,28,63,92
r96,52,75,53,55,1,40,81,57,46,13,11,29,86,97,94,58,80,45,38,41,90,15,33,44,34,66,18,22,37,9,21,71,87,50,98,91,93,73,36,30,6,49,64,0,5,62,54,56,28,95,10,89,65,47,35,70,72,4,78,96,12,26,59,31,67,85,3,68,83,32,27,8,17,82,48,39,7,77,76,25,14,23,84,42,88,69,63,99,60,2,92,61,43,20,16,51,74,79,24,19
r61,36,13,19,9,97,49,23,40,93,73,62,94,67,47,4,56,33,52,89,0,96,86,65,44,14,70,53,37,48,81,59,69,54,95,27,58,99,85,68,7,55,90,15,24,16,78,28,2,21,17,46,50,66,35,63,61,43,34,39,80,71,8,18,3,11,88,31,76,12,42,57,25,1,72,91,79,30,51,41,60,22,84,6,75,10,38,82,87,83,92,20,77,26,64,32,98,5,29,45,74
r19,67,22,14,57,79,68,88,78,21,69,64,18,24,33,12,81,20,72,90,58,52,34,61,35,47,49,98,82,51,13,5,71,76,60,91,85,7,56,4,31,89,48,73,54,9,84,25,70,40,0,66,10,38,27,87,36,8,86,95,11,77,53,46,99,55,83,37,30,29,17,59,42,32,16,15,1,44,45,75,50,96,97,23,19,74,63,41,3,39,6,80,92,26,62,28,93,43,65,2,94
r50,50,32,37,43,14,79,28,87,47,36,53,96,58,81,26,18,24,73,99,59,63,0,71,76,62,16,98,83,51,3,88,92,22,60,90,69,57,94,84,20,44,70,39,34,85,4,19,61,1,93,55,10,27,56,46,67,12,8,6,64,13,21,42,65,49,97,5,45,91,82,89,54,41,48,31,78,2,80,77,15,75,38,33,9,17,95,29,74,66,7,40,23,25,68,72,30,11,52,35,86
r28,19,54,73,7,56,72,58,43,11,9,76,79,62,17,0,91,34,31,53,81,96,70,77,49,61,86,33,52,59,48,22,68,75,46,6,36,97,93,89,87,32,78,71,95,12,16,13,30,60,15,88,2,28,67,25,45,82,14,80,18,83,37,63,64,4,90,5,85,99,29,27,42,20,84,47,8,98,39,92,69,44,65,3,50,55,41,94,21,57,26,1,35,74,23,24,66,10,51,38,40
r65,70,79,2,86,98,22,82,6,92,37,89,9,56,84,33,44,91,74,54,12,49,93,55,48,13,10,61,71,78,47,81,69,24,90,27,94,5,25,11,3,4,57,26,43,51,14,75,88,53,58,65,52,96,29,83,95,80,99,0,46,42,36,76,50,1,64,30,41,66,7,85,15,73,19,45,39,97,21,68,18,16,35,8,20,38,63,17,87,40,32,72,77,34,23,28,62,67,60,31,59
r12,17,74,96,47,40,88,25,78,55,98,1,71,7,36,44,21,76,2,89,91,93,81,84,4,59,20,0,33,70,35,34,32,8,53,22,56,27,79,83,62,65,57,72,10,46,77,95,15,37,52,3,80,39,86,85,41,54,23,43,45,63,29,60,64,49,11,75,42,16,19,92,51,6,24,9,18,87,67,13,58,99,28,50,48,68,38,94,12,14,61,73,82,31,69,90,26,5,97,30,66
r16,90,2,54,53,48,78,4,68,67,38,83,66,49,30,80,51,64,1,45,27,28,81,59,46,3,55,44,56,52,82,43,15,72,93,84,70,87,75,37,22,31,63,14,18,85,23,92,19,12,39,65,29,5,91,94,88,32,76,42,6,33,47,16,96,58,62,60,25,17,8,99,40,41,35,74,95,36,7,79,86,21,57,20,34,50,11,13,9,61,24,89,69,71,26,98,73,97,77,0,10
r22,95,90,29,82,45,44,34,66,5,6,73,51,60,23,9,57,48,91,24,7,97,38,81,75,17,74,72,79,84,92,32,33,20,28,50,13,80,21,69,56,18,68,77,54,85,58,3,2,71,49,10,42,37,39,94,27,99,22,1,8,31,76,83,16,43,70,89,59,87,96,26,93,15,98,19,30,35,36,61,64,46,86,14,55,78,62,40,41,63,0,65,11,88,25,53,52,12,67,47,4
r44,54,25,79,57,58,10,51,89,55,16,94,33,42,3,21,84,11,88,56,31,40,9,63,29,66,73,6,80,37,30,46,64,61,91,39,26,99,77,47,70,18,17,5,32,98,44,52,48,85,41,24,45,62,15,36,22,14,72,20,1,90,95,71,2,59,12,86,7,83,76,19,65,4,34,92,87,13,38,23,0,28,49,43,82,97,35,69,96,75,81,67,93,53,8,60,78,27,68,50,74
r87,45,28,86,67,57,76,77,75,25,38,32,81,92,2,47,36,71,33,95,13,74,35,52,34,15,56,64,69,68,43,24,70,29,37,99,53,22,9,58,90,72,84,42,26,79,10,46,85,87,55,11,23,88,54,27,39,78,40,44,4,31,96,93,66,61,48,21,16,14,17,59,97,0,82,98,18,94,63,62,91,20,7,30,83,12,60,3,1,49,51,41,89,80,8,50,65,6,19,5,73
r89,41,21,14,44,29,38,77,46,53,49,58,81,10,91,32,35,92,26,12,62,33,67,60,87,7,42,16,65,40,86,68,84,61,11,39,28,56,79,96,4,2,54,48,8,51,1,90,72,37,45,23,76,31,55,47,52,5,94,17,85,20,43,34,99,3,6,9,70,74,73,15,89,78,30,0,75,22,98,19,83,63,18,13,25,64,93,66,36,88,82,57,59,80,71,97,24,50,95,27,69
r48,31,45,39,95,21,61,2,40,55,7,62,57,81,84,18,68,92,11,15,32,56,13,49,74,79,46,0,50,42,98,69,51,82,66,77,5,87,75,63,54,48,29,76,94,35,12,70,22,3,33,90,10,59,93,8,6,41,71,44,28,9,17,89,24,60,14,99,86,97,34,52,65,37,26,23,19,91,36,1,73,20,38,96,88,30,16,85,78,47,25,83,72,27,43,53,58,67,64,4,80
r4,43,15,37,41,16,52,32,0,18,44,57,64,51,56,23,31,19,85,62,92,58,1,70,86,66,10,48,38,68,91,35,94,99,50,14,55,54,61,26,7,83,2,42,88,40,90,76,65,3,25,75,24,53,45,22,28,33,74,47,67,89,8,5,27,97,59,72,93,60,84,81,46,29,87,73,79,21,20,30,77,95,6,9,4,39,17,63,80,11,34,98,78,69,12,36,71,96,82,13,49
r55,92,97,18,53,62,49,7,3,96,88,71,85,91,16,58,41,17,70,13,46,11,32,54,2,74,55,77,98,52,14,48,44,86,39,29,87,94,27,73,75,64,24,21,35,30,25,68,19,37,8,40,76,67,66,23,6,65,79,15,80,1,95,90,78,99,42,33,51,84,57,69,60,28,89,83,63,38,4,56,5,47,20,12,22,10,9,72,45,0,26,81,43,36,59,31,82,50,61,93,34
