,r100,r52,r42,r32,r76,r88,r40,r60,r74,r8,r78,r71,r69,r39,r68,r31,r94,r5,r51,r70,r35,r63,r55,r14,r57,r36,r27,r61,r17,r82,r83,r96,r95,r9,r43,r37,r77,r98,r92,r41,r6,r80,r73,r72,r87,r13,r75,r19,r4,r2,r65,r53,r26,r58,r64,r59,r54,r47,r15,r93,r45,r46,r86,r67,r62,r16,r81,r99,r85,r90,r84,r10,r23,r28,r49,r91,r30,r25,r48,r38,r12,r3,r18,r66,r22,r33,r7,r20,r21,r29,r97,r34,r24,r50,r44,r79,r89,r56,r11,r1
d56,63,28,46,76,29,86,7,2,23,4,43,6,1,50,22,27,49,33,71,82,53,9,84,5,13,95,70,64,55,38,74,68,83,93,94,41,61,89,16,87,97,66,58,8,48,31,75,52,34,11,15,17,12,45,88,98,62,96,65,36,56,80,69,44,24,54,57,99,73,79,39,37,26,18,19,47,42,32,90,40,14,60,3,59,20,30,92,10,25,78,0,67,81,51,35,72,77,21,91,85
d73,13,96,94,5,22,57,28,69,40,9,82,0,17,41,20,65,56,15,33,37,75,8,11,3,36,43,38,92,87,51,66,84,81,31,91,74,89,35,27,93,70,99,34,6,46,12,10,61,68,44,73,72,62,90,80,50,60,95,45,88,83,26,42,1,77,24,79,25,48,2,39,4,58,47,98,52,53,63,54,86,49,67,32,23,30,19,71,64,18,14,85,78,55,21,97,59,76,7,29,16
d59,7,42,6,17,49,19,93,96,69,72,50,33,56,21,45,22,95,13,90,24,85,11,29,52,64,38,53,8,91,30,41,83,92,63,58,76,31,78,65,36,82,43,94,25,44,70,12,86,1,26,40,75,81,98,28,14,87,73,60,2,20,99,88,34,80,51,84,23,61,35,37,59,71,89,39,10,0,97,32,54,4,79,3,47,67,74,5,62,15,9,57,66,46,16,77,18,48,68,55,27
d85,59,69,6,73,83,96,58,20,55,80,82,78,47,12,98,87,68,25,2,64,27,17,31,67,10,24,51,57,50,56,91,44,75,32,86,84,3,97,39,7,61,16,60,74,21,85,18,70,8,89,14,66,42,13,33,36,65,0,94,5,99,23,53,81,88,30,62,63,41,11,90,79,45,28,52,4,72,15,22,76,9,95,34,38,26,46,1,71,40,19,37,92,54,93,48,49,29,43,35,77
d30,62,45,11,49,73,31,17,37,39,98,72,95,56,27,80,58,75,24,12,51,53,66,85,0,3,55,64,89,60,48,76,54,94,2,22,97,23,25,79,81,41,34,47,92,86,44,69,88,14,30,90,29,33,38,46,65,50,13,7,84,52,61,4,43,10,83,9,67,77,15,5,74,93,35,78,6,57,20,91,16,32,87,18,82,1,19,26,70,59,99,68,28,96,40,71,63,42,8,36,21
d28,23,27,35,83,98,31,50,29,69,24,77,11,94,53,55,89,59,7,78,21,17,56,64,37,81,33,93,9,44,99,19,32,71,38,14,6,67,75,92,76,34,79,28,85,22,16,63,30,8,96,74,4,87,65,73,13,0,91,88,52,18,72,40,60,58,90,36,70,57,46,48,54,15,25,10,84,39,20,80,5,51,3,68,61,41,45,97,2,82,26,86,62,43,49,66,95,47,1,12,42
d11,15,85,93,56,22,18,17,94,41,75,42,26,55,39,20,24,16,29,77,71,8,31,59,2,90,47,19,58,9,33,57,73,99,23,81,12,95,61,89,4,60,7,63,92,67,65,5,10,37,87,50,64,3,70,74,46,69,44,34,82,43,0,11,48,27,21,51,36,25,32,79,97,49,86,35,72,91,62,83,53,6,28,88,78,98,84,52,14,30,45,38,54,66,13,76,68,96,1,40,80
d1,89,57,5,74,55,7,24,59,30,77,60,79,32,46,11,94,31,13,56,21,45,65,83,8,96,80,6,41,25,67,44,37,51,97,2,72,86,82,38,66,48,20,33,98,35,87,53,84,58,28,78,26,64,22,76,93,3,47,9,88,15,19,73,27,18,54,85,43,92,14,95,69,17,62,42,71,0,91,36,61,39,50,1,4,12,40,75,29,81,90,68,99,52,70,63,49,23,34,10,16
d62,40,94,34,2,32,42,12,1,19,76,71,99,3,49,73,64,74,37,53,85,39,13,24,52,51,15,98,62,63,9,20,61,65,7,33,90,80,50,48,28,46,66,17,36,58,81,70,27,45,68,25,47,35,97,89,92,43,96,95,0,44,10,54,41,83,30,75,93,59,16,79,60,72,14,56,5,29,69,26,55,87,88,6,78,86,18,91,82,23,38,77,22,11,84,57,4,8,67,31,21
d75,37,97,86,87,59,40,54,58,60,48,29,78,82,45,38,16,51,35,46,0,2,47,15,99,63,75,17,67,57,19,81,85,12,44,50,95,64,68,7,1,62,73,42,31,11,49,76,33,71,80,5,52,66,96,27,94,18,4,88,56,30,6,69,61,34,28,9,21,84,26,92,43,91,14,36,83,24,8,10,13,89,79,3,53,70,98,39,77,41,65,23,90,55,93,25,32,74,72,22,20
d43,13,57,70,96,25,80,31,36,72,3,24,50,43,47,99,53,85,0,33,93,82,32,54,48,14,10,21,77,41,16,27,28,40,59,2,92,11,67,61,68,84,44,38,60,78,66,30,51,91,20,88,9,62,29,12,1,64,69,45,26,63,58,90,74,6,5,79,95,8,42,75,52,37,7,81,18,83,73,76,65,56,22,15,97,71,35,23,89,94,55,39,49,4,46,17,98,19,87,86,34
d91,20,32,98,16,79,83,41,51,40,6,82,18,73,57,38,55,44,13,26,85,54,62,86,97,81,77,5,33,88,24,66,65,31,78,25,30,4,17,70,2,63,69,50,22,99,7,93,64,90,80,47,72,28,49,74,56,68,11,92,84,60,76,53,0,35,67,9,8,48,96,23,46,27,58,14,94,45,39,61,21,12,3,59,52,87,15,43,42,34,91,71,89,36,1,19,95,37,10,75,29
d88,91,83,27,95,19,13,93,45,90,48,51,81,67,2,20,89,98,11,38,80,22,72,28,39,84,65,24,82,25,62,4,52,17,54,50,30,97,94,16,71,64,37,88,79,31,29,21,15,61,70,18,53,56,9,75,57,87,85,46,33,40,32,3,55,59,58,10,66,34,69,96,77,49,44,78,74,92,8,60,86,63,68,1,26,42,6,35,14,47,76,41,36,23,12,99,73,7,5,0,43
d6,15,84,65,34,53,1,40,11,22,48,68,62,85,69,58,12,25,72,9,31,64,79,70,81,20,39,0,99,24,49,41,59,29,66,21,32,94,55,52,4,54,73,13,37,57,26,67,82,60,33,97,86,7,14,50,6,5,3,44,75,42,47,89,36,87,46,2,43,92,27,71,19,10,88,77,30,23,17,80,35,91,45,56,8,98,93,38,83,74,90,16,51,18,63,95,76,78,96,61,28
d17,7,29,64,31,53,50,58,48,21,26,11,3,68,67,36,88,4,83,35,79,30,1,77,32,73,96,89,13,82,14,54,78,59,17,9,15,94,40,60,34,66,61,44,28,41,80,69,2,72,27,75,76,99,95,46,22,23,43,84,90,65,38,55,62,85,24,37,56,25,81,19,91,0,97,8,87,12,45,39,49,47,74,57,42,5,63,86,16,18,52,33,93,51,70,20,10,98,71,92,6
d49,77,8,29,93,64,32,40,18,47,62,88,23,74,16,12,83,15,98,65,55,50,86,94,82,10,81,90,95,48,14,27,73,60,33,46,80,38,41,68,96,57,36,13,54,52,20,49,92,78,67,91,58,30,76,44,4,21,19,97,37,26,42,0,5,85,56,17,28,59,75,87,53,79,34,31,22,45,71,9,3,63,43,72,66,6,84,39,35,99,69,70,7,2,1,24,89,51,61,25,11
d19,89,14,49,9,47,70,92,48,16,79,73,38,54,95,69,37,55,52,27,65,91,42,8,50,43,35,81,3,51,5,21,98,41,33,32,44,61,88,28,25,39,76,29,10,78,83,22,30,90,13,97,36,59,40,62,96,12,0,82,86,64,72,71,19,58,93,66,11,7,75,26,15,80,4,31,68,53,20,74,94,1,85,6,63,60,57,34,67,17,56,23,77,99,45,18,84,46,24,87,2
d44,56,1,11,68,80,78,4,14,67,58,47,61,77,29,22,74,32,30,48,27,40,7,18,82,12,85,95,72,9,97,17,71,86,21,92,81,59,0,66,50,49,53,99,13,20,24,26,64,76,89,10,91,88,16,6,43,54,38,46,87,42,52,63,84,39,2,31,55,25,36,41,37,79,44,5,65,94,23,75,90,73,69,51,57,70,34,28,96,33,45,93,3,62,15,35,83,8,19,98,60
d86,84,69,80,46,41,35,96,39,95,74,90,82,27,89,8,63,91,86,79,83,49,16,34,99,92,97,73,7,98,33,88,13,44,51,25,26,54,56,9,85,11,23,21,55,47,71,62,20,64,6,3,14,18,65,61,77,19,36,10,0,31,87,52,48,43,67,81,76,29,94,50,60,68,75,15,93,17,45,57,4,37,28,53,2,42,5,78,40,24,72,66,30,70,1,22,59,38,12,58,32
d78,93,88,23,87,80,5,24,72,49,47,54,13,42,20,90,85,39,2,79,17,63,65,32,50,34,84,43,33,56,29,96,0,97,59,67,61,31,99,92,77,70,4,82,81,38,40,15,52,71,75,37,48,91,16,18,78,89,10,55,98,1,51,95,28,74,3,76,36,64,21,8,66,62,9,6,7,19,57,53,30,58,14,25,22,83,26,11,69,73,60,35,46,68,86,45,41,44,94,12,27
d37,98,87,34,86,26,1,39,31,3,90,82,71,85,63,10,18,48,21,8,93,60,23,69,20,35,88,52,75,55,97,45,84,77,46,99,65,50,94,38,92,79,72,57,6,16,54,22,28,12,37,96,62,53,47,15,7,19,30,74,56,2,41,14,95,58,80,64,78,76,66,68,44,49,70,24,81,42,51,13,27,4,11,89,67,91,25,83,33,36,40,5,32,29,0,17,9,59,61,43,73
d82,58,38,24,14,63,62,84,98,96,50,83,7,60,71,90,13,23,89,1,18,99,53,69,52,92,35,4,37,41,79,10,16,77,27,68,65,88,34,87,56,17,97,61,30,25,93,9,95,8,20,15,55,26,21,3,72,0,22,64,29,76,80,42,85,78,47,49,73,91,33,11,48,67,19,36,81,28,75,45,31,51,70,57,2,59,5,66,44,40,12,74,39,46,43,86,82,32,94,54,6
d24,47,69,32,22,25,18,40,27,38,64,62,9,88,73,53,70,66,1,94,6,29,0,97,20,52,35,98,28,75,2,31,17,85,78,54,12,63,76,90,13,92,87,61,44,5,80,39,42,86,34,99,81,46,89,67,68,93,3,95,56,45,43,36,50,77,72,19,49,30,65,84,91,8,4,83,48,71,55,59,57,23,96,58,7,11,26,33,16,15,10,60,82,37,24,21,79,14,51,41,74
d42,34,81,31,90,13,9,48,89,71,25,19,3,79,27,58,86,98,16,47,72,36,83,55,44,18,6,10,37,60,53,87,4,94,45,56,26,22,82,88,46,29,97,85,59,64,54,80,32,84,75,1,41,38,91,12,42,70,5,50,40,63,62,57,15,99,14,61,49,2,8,17,39,77,7,35,78,96,23,93,74,21,52,68,24,66,33,65,73,76,30,20,51,11,0,67,43,95,28,69,92
d72,34,46,21,92,70,94,79,24,78,8,13,41,86,2,58,85,12,55,49,60,18,26,42,5,62,0,4,98,53,77,29,83,14,32,74,50,43,52,48,73,76,57,23,64,6,7,93,28,39,61,51,82,17,89,59,44,56,36,69,66,72,45,63,11,97,96,33,84,80,67,31,54,1,15,68,71,16,22,30,10,90,91,95,3,25,9,87,35,40,75,47,88,20,19,38,65,37,27,81,99
d41,2,84,23,42,90,79,4,97,40,93,73,62,43,8,53,15,54,96,37,19,94,56,71,68,87,99,7,51,83,95,92,9,61,30,64,78,27,75,10,14,50,98,49,58,52,24,5,69,33,85,70,80,36,12,29,13,60,28,17,86,48,44,20,65,34,89,67,38,66,63,0,59,16,47,41,39,91,82,31,11,88,26,77,25,55,18,35,22,1,81,72,76,6,45,74,21,3,46,57,32
d53,40,58,59,5,50,41,77,54,45,87,36,31,95,29,28,38,92,20,91,26,35,83,65,43,0,76,33,15,88,34,17,55,86,22,56,46,9,19,2,79,3,12,24,6,16,97,68,11,27,70,47,8,62,25,52,51,96,18,69,44,61,42,99,49,67,57,73,10,66,60,72,78,14,23,75,1,30,13,81,64,84,74,89,4,90,82,94,7,71,85,32,53,37,80,93,39,21,98,48,63
d63,58,34,23,52,74,30,20,62,10,78,35,94,19,51,39,59,54,77,21,32,49,36,63,75,70,68,9,55,97,83,31,56,44,14,48,13,93,24,27,84,40,53,22,67,45,66,80,82,46,99,33,88,28,42,26,89,1,11,12,85,64,96,69,73,98,41,81,91,92,37,3,29,16,25,95,7,86,6,57,61,50,2,17,15,47,90,4,71,5,76,0,18,87,72,38,60,79,8,43,65
d9,83,2,33,12,61,67,89,26,15,3,70,8,21,0,9,49,54,31,92,93,68,62,19,85,10,82,65,36,91,13,55,20,90,25,5,73,41,17,24,18,71,44,32,46,95,28,42,22,1,47,97,27,53,79,43,45,38,76,56,84,58,35,69,29,87,51,7,52,77,72,16,39,50,63,99,59,66,60,11,96,57,94,14,81,78,80,74,64,30,98,88,86,48,37,75,4,40,6,23,34
d2,92,77,24,84,65,8,26,22,96,28,85,71,88,68,94,66,74,61,44,69,93,27,42,25,73,46,83,49,97,39,98,82,55,99,47,12,90,31,9,75,36,45,48,13,95,5,89,50,54,70,2,76,19,91,10,18,41,33,1,20,86,72,3,11,14,78,51,37,63,58,23,43,59,0,4,67,32,21,6,60,17,7,81,62,15,79,80,57,64,87,38,52,35,30,53,34,56,29,16,40
