,r26,r25,r24,r28,r64,r81,r68,r73,r14,r13,r80,r96,r71,r63,r45,r91,r52,r44,r4,r42,r76,r85,r21,r58,r57,r18,r12,r88,r87,r94,r78,r49,r50,r11,r35,r38,r75,r47,r46,r60,r51,r97,r77,r3,r29,r59,r2,r37,r86,r89,r7,r55,r19,r43,r90,r83,r27,r30,r95,r23,r41,r40,r15,r20,r48,r65,r98,r5,r54,r72,r62,r67,r6,r34,r1,r69,r36,r79,r33,r10,r39,r53,r22,r82,r56,r16,r31,r84,r100,r17,r93,r74,r61,r9,r70,r66,r32,r92,r8,r99
d36,50,46,43,94,57,7,55,0,12,11,13,82,36,62,49,60,53,6,17,28,10,24,84,1,72,69,90,54,5,66,32,16,48,71,42,75,56,80,39,79,29,97,73,58,95,51,81,27,40,33,70,63,21,41,77,74,98,2,93,99,19,67,44,23,59,31,88,14,76,26,91,52,65,61,85,20,4,86,25,83,15,30,45,64,18,78,89,34,96,9,38,47,35,68,37,92,22,87,3,8
d43,56,0,10,5,86,84,52,28,3,12,94,46,1,6,37,21,4,74,9,71,99,42,73,51,16,41,44,70,55,34,27,17,87,14,77,50,62,59,92,35,68,69,83,45,38,19,54,98,49,97,72,25,79,29,24,76,30,67,91,85,65,48,36,90,7,61,33,20,43,95,96,82,22,80,18,58,63,32,53,31,13,39,78,60,93,89,15,2,40,23,66,11,8,47,75,57,64,81,88,26
d31,88,86,72,85,65,28,18,61,27,71,3,38,46,93,64,73,21,25,6,15,41,94,63,42,39,95,35,45,30,87,44,47,52,12,36,34,89,79,77,2,55,23,54,67,33,98,60,9,37,8,48,11,16,10,97,66,53,40,1,75,96,80,78,20,17,50,51,32,29,59,31,62,4,0,43,5,49,91,99,76,83,90,82,19,26,69,70,84,74,14,7,57,22,81,24,13,68,58,92,56
d57,80,40,31,59,34,49,95,78,26,10,79,11,16,48,52,88,66,84,67,33,96,69,30,70,18,13,77,72,1,45,2,35,85,65,41,23,82,36,99,43,50,94,24,12,14,71,62,28,39,7,92,74,60,91,53,19,76,93,5,83,68,3,55,42,9,32,25,46,0,47,64,27,57,4,87,58,6,38,73,51,8,20,29,37,63,54,15,17,56,21,86,81,97,89,90,98,61,75,22,44
d50,69,46,17,68,40,22,38,1,93,90,82,7,52,99,35,8,26,77,96,54,86,94,56,87,92,63,57,19,50,13,79,64,3,27,71,43,89,61,25,9,85,91,72,4,59,84,53,48,65,73,55,12,31,42,37,0,95,36,47,81,21,16,45,15,70,83,75,32,28,10,6,60,24,20,14,33,5,30,66,88,44,41,39,78,67,34,98,62,29,11,76,2,80,97,49,51,74,58,23,18
d33,70,42,54,38,61,88,9,46,7,55,75,36,63,4,92,80,68,48,52,6,65,73,11,84,99,81,98,86,66,89,60,94,77,44,45,79,30,5,64,28,8,18,40,23,95,31,97,27,37,25,14,26,13,67,56,33,72,21,16,17,87,15,90,3,32,50,22,76,41,2,53,43,85,58,12,62,29,39,51,47,1,34,10,59,96,20,91,71,49,83,57,78,74,35,69,24,0,93,82,19
d1,78,31,70,92,6,24,21,38,74,89,26,76,36,86,22,57,35,18,82,56,43,17,30,71,72,59,27,73,87,5,51,44,61,28,67,91,10,19,79,0,52,16,96,39,97,12,40,94,33,25,99,14,46,98,85,45,53,55,2,95,41,93,15,90,81,50,7,34,1,3,84,49,37,13,20,29,69,47,64,88,62,54,77,63,75,9,11,60,66,58,68,80,23,83,8,42,48,32,4,65
d98,81,45,95,19,57,23,39,48,66,40,59,34,61,88,94,53,13,18,49,99,77,7,25,1,17,31,96,71,3,6,12,46,26,64,0,55,32,24,35,67,74,69,28,27,36,80,52,65,58,75,98,30,73,91,50,51,70,78,43,37,79,86,54,47,85,93,4,2,8,29,56,5,62,41,33,72,14,97,38,92,10,68,82,42,90,76,21,44,87,83,15,60,9,11,22,89,84,16,63,20
d60,10,19,23,72,37,4,60,65,25,7,14,24,5,13,57,78,85,12,45,17,36,79,11,73,48,76,0,91,90,88,59,84,71,81,80,67,41,3,16,66,75,52,94,50,1,64,6,95,82,47,30,33,68,44,21,54,26,70,55,62,99,83,28,22,61,49,63,2,20,74,96,58,77,18,42,29,39,43,98,8,51,53,97,31,46,92,38,87,34,9,32,86,27,89,93,35,15,69,56,40
d40,20,99,52,7,14,85,76,46,73,35,68,33,10,78,19,97,91,79,2,23,56,67,9,41,5,63,95,42,24,12,53,22,25,92,36,64,38,94,39,71,31,17,3,70,11,43,57,54,83,72,45,6,69,29,98,84,15,62,32,50,66,58,96,81,37,48,82,93,88,28,4,80,16,18,87,89,90,75,61,86,1,34,26,74,51,13,60,55,47,21,59,44,77,0,8,27,65,30,49,40
d51,81,37,52,58,6,86,20,28,9,38,30,68,51,12,76,45,65,99,63,40,10,36,91,1,26,59,97,53,88,5,66,96,85,21,75,78,7,49,31,90,82,43,8,67,42,95,4,92,3,55,54,50,2,41,80,29,83,24,84,35,93,60,57,23,94,79,87,47,98,14,0,69,56,19,16,33,62,48,46,89,34,27,13,73,64,11,71,70,61,39,77,74,22,18,44,32,72,25,15,17
d47,96,79,99,92,11,39,31,73,40,71,83,35,62,7,59,82,8,70,15,86,85,76,51,65,32,23,63,6,67,38,13,41,20,21,37,4,28,24,91,9,52,78,95,25,64,66,34,68,12,18,49,46,53,17,88,43,19,5,22,36,14,90,87,72,97,81,84,80,89,26,75,44,56,58,48,94,16,2,29,3,27,50,45,42,0,93,30,98,1,69,47,74,77,60,57,10,55,61,33,54
d77,87,9,66,37,8,97,86,54,95,78,48,19,65,41,75,57,73,55,59,76,26,1,4,98,18,3,72,49,42,7,70,67,63,69,96,82,16,58,46,84,92,79,91,21,77,74,10,62,20,52,12,44,56,32,99,68,60,47,64,53,5,6,71,80,2,25,31,43,38,13,28,0,30,27,22,14,17,23,85,11,29,45,89,94,36,33,61,35,90,34,83,39,15,40,81,24,51,50,88,93
d3,90,11,52,64,35,10,45,31,44,18,84,94,83,22,85,98,71,58,72,9,12,89,21,8,78,60,86,88,57,15,5,25,19,40,7,36,55,6,14,96,63,56,1,65,28,70,73,42,66,46,99,3,24,87,91,29,50,81,17,77,69,20,75,82,27,33,48,32,39,95,38,68,43,74,92,97,61,34,67,59,76,54,37,53,80,51,23,41,4,0,49,47,2,13,30,79,16,62,26,93
d18,39,80,0,46,8,21,22,53,33,43,88,99,16,31,68,79,2,19,41,37,9,17,48,81,71,83,93,4,58,89,30,36,65,51,97,12,98,87,40,67,76,55,57,50,1,60,82,91,90,63,13,10,70,73,15,5,59,24,86,61,28,23,6,96,54,27,45,25,92,3,14,95,77,64,49,42,56,18,20,11,84,94,72,74,29,7,44,85,75,52,69,26,34,78,35,62,32,66,38,47
d95,93,94,8,98,76,86,12,88,74,72,61,58,96,52,60,15,41,32,50,24,17,14,3,28,89,55,22,87,67,20,4,51,63,57,47,56,83,45,91,11,40,70,30,99,77,34,6,35,80,69,79,97,95,43,44,62,81,18,49,21,36,26,0,71,38,25,42,54,78,59,19,64,16,82,37,84,53,27,23,39,5,7,66,48,29,68,75,9,31,2,73,1,65,90,33,10,13,85,46,92
d93,15,19,99,56,9,92,11,90,23,0,35,97,86,88,34,91,71,29,2,44,42,8,87,85,7,45,84,80,3,75,21,18,33,59,12,26,24,32,77,38,50,72,64,95,89,60,54,73,51,57,67,25,27,1,39,63,4,20,94,22,93,83,55,30,79,6,69,65,53,47,81,82,66,49,61,43,36,17,76,41,46,62,14,52,70,58,10,74,31,37,78,98,68,48,40,16,28,5,13,96
d54,19,89,17,54,99,79,18,14,8,87,83,34,92,55,95,10,32,88,97,57,80,26,62,22,63,4,85,41,65,36,75,60,24,23,45,77,46,11,50,81,42,6,39,31,84,1,82,74,43,66,16,37,78,28,47,96,25,9,35,93,86,40,12,13,56,76,15,69,48,2,3,27,7,59,72,67,71,61,52,49,0,70,98,94,29,53,58,5,90,64,33,44,20,68,30,51,38,73,21,91
d9,45,13,8,29,86,78,80,56,0,47,81,16,88,92,40,93,5,6,44,67,23,39,33,11,9,59,24,46,22,42,2,51,95,27,14,48,25,71,97,65,73,35,57,37,41,90,75,19,82,43,87,20,66,91,74,83,69,84,50,61,52,55,21,53,96,79,36,18,63,28,15,98,3,68,99,30,4,60,62,32,54,17,34,31,77,10,12,76,85,94,38,1,26,7,89,70,64,58,72,49
d69,53,77,0,65,68,45,21,11,29,52,43,70,14,54,1,27,60,36,7,31,8,90,93,16,91,61,24,46,59,72,79,33,89,88,37,86,56,73,6,95,75,69,84,42,40,64,23,12,13,39,30,51,44,63,71,17,98,74,81,92,28,48,35,19,57,97,2,55,20,41,34,50,62,87,9,10,96,49,76,15,83,3,32,38,58,82,66,22,94,80,67,78,18,99,26,25,4,85,47,5
d7,39,44,6,70,81,35,42,88,37,9,77,65,84,33,98,38,36,30,27,87,97,93,52,96,76,75,47,95,45,10,82,18,22,69,5,63,66,46,3,1,11,53,89,49,68,74,83,15,0,60,50,99,25,14,17,21,67,56,28,40,43,7,31,90,85,72,91,54,59,23,24,58,12,51,32,62,41,13,8,61,64,34,55,19,4,92,78,94,48,80,73,29,79,26,57,86,16,20,71,2
d80,8,39,63,83,23,98,57,33,20,90,0,6,85,60,9,77,73,12,11,31,29,88,2,87,32,99,35,58,53,82,75,62,27,48,91,3,45,19,64,18,15,72,38,56,76,66,61,78,97,21,5,70,28,52,30,47,17,69,96,44,37,55,40,34,7,26,1,68,49,79,71,25,46,22,94,10,4,50,43,42,16,24,74,84,54,51,13,41,67,86,59,36,95,65,93,89,80,14,81,92
d2,61,15,41,46,83,96,34,23,39,74,19,37,70,58,10,18,54,86,78,64,16,92,76,90,42,2,6,91,5,26,9,49,60,53,8,35,80,14,51,99,52,89,40,27,21,20,44,97,33,32,71,82,36,0,73,12,17,59,1,43,67,13,87,55,45,30,56,22,57,85,93,77,24,25,65,68,69,84,11,63,28,7,3,94,88,29,66,48,79,62,4,31,98,72,75,81,38,50,95,47
d91,48,64,95,98,44,6,43,57,42,87,41,13,75,55,38,18,19,26,76,28,53,51,86,96,22,84,31,8,79,25,39,93,78,59,21,67,91,15,52,81,71,32,34,74,30,35,65,66,9,23,16,77,97,99,73,4,17,62,94,92,11,27,2,24,46,50,45,47,49,68,54,56,40,90,82,0,1,29,85,36,33,89,3,63,58,61,70,5,88,69,20,80,83,7,72,37,10,12,60,14
d56,44,88,29,5,87,81,58,93,26,17,41,82,91,4,53,97,94,62,72,12,47,61,56,8,30,42,25,77,22,37,11,55,86,31,99,66,7,38,23,76,15,90,2,98,16,33,21,6,79,85,35,89,40,80,51,27,73,36,69,54,57,83,0,59,96,78,10,3,32,75,65,9,92,67,64,74,71,1,84,68,48,14,18,63,24,70,20,60,45,43,13,95,39,28,19,50,34,52,49,46
d67,22,37,49,11,39,59,1,44,96,31,45,0,5,86,55,36,56,43,77,89,25,97,12,32,8,7,88,48,84,26,87,10,57,90,23,29,21,71,41,85,72,70,35,2,94,92,3,68,69,63,42,34,74,78,28,16,65,24,40,79,60,93,67,13,62,4,27,54,99,6,9,51,91,83,38,76,73,15,52,53,30,75,20,95,98,61,66,82,46,58,33,17,81,47,18,64,14,19,80,50
d84,42,66,58,39,74,29,88,56,8,99,63,50,97,52,35,17,61,65,43,19,13,67,20,48,37,81,18,93,89,0,87,44,24,71,79,80,51,36,26,23,49,45,75,21,95,27,14,60,15,40,62,91,96,59,83,3,73,76,54,16,47,25,32,28,34,77,55,78,82,84,38,64,22,30,4,10,7,85,12,53,70,5,11,72,94,33,41,46,2,57,6,86,90,98,31,68,92,9,69,1
d94,4,17,44,36,8,41,90,5,76,30,92,3,20,11,72,40,34,81,54,95,61,23,86,35,49,73,19,88,29,18,9,21,32,77,24,6,53,66,84,70,27,98,43,31,39,67,38,83,99,26,79,68,1,16,87,60,97,94,28,91,0,64,48,80,78,74,52,65,50,2,85,7,51,75,63,89,93,69,12,33,22,62,96,57,37,45,58,82,15,14,25,13,55,47,59,56,71,10,42,46
d99,9,29,61,31,18,74,81,97,91,49,12,90,84,36,66,42,7,45,51,70,57,62,69,39,15,78,33,24,19,44,6,50,3,16,48,71,43,59,40,21,65,75,63,58,87,64,98,10,83,28,11,46,56,5,34,95,53,94,4,60,22,27,67,88,85,68,72,41,77,73,25,86,14,55,92,37,20,89,0,1,79,32,80,93,96,47,2,13,23,17,76,30,54,38,52,99,26,35,82,8
d23,56,19,29,4,63,96,22,24,30,72,9,31,91,70,36,53,37,12,76,75,18,13,10,57,51,68,45,0,62,89,71,88,73,69,78,39,59,54,97,20,43,85,95,28,87,26,79,58,60,66,77,82,17,64,46,1,42,3,23,67,27,44,80,15,35,25,32,83,48,49,5,90,21,8,11,47,33,50,65,2,52,86,99,84,55,98,34,61,14,94,92,74,6,7,16,41,81,38,93,40
d86,43,90,10,11,94,58,2,27,21,69,62,95,46,28,0,78,88,76,61,39,32,55,12,7,91,19,44,36,50,4,23,57,72,51,81,73,82,33,71,67,31,29,70,25,68,24,8,52,16,45,97,1,59,37,3,98,56,53,49,9,92,89,40,96,93,38,6,18,48,14,30,84,83,64,79,15,65,87,77,26,5,54,99,86,13,80,17,63,41,22,20,35,74,75,47,85,34,60,42,66
d79,56,38,87,1,10,86,25,35,59,66,84,31,36,14,67,19,7,5,9,18,70,28,94,0,22,26,64,47,27,63,16,83,74,2,20,57,40,85,53,43,58,12,93,77,39,69,99,96,44,46,15,24,32,92,65,11,76,21,23,73,8,45,90,29,71,42,75,88,60,17,91,97,62,78,34,50,6,82,33,68,3,49,81,37,13,41,61,72,79,52,48,30,80,89,4,98,51,55,54,95
d24,5,66,24,6,79,53,25,22,69,60,82,73,18,13,14,23,98,28,41,68,36,61,96,34,2,0,71,43,45,7,67,85,47,35,78,50,20,8,3,16,37,93,52,21,29,9,89,62,51,1,33,58,80,70,64,48,54,12,75,59,57,27,91,31,95,17,97,15,99,77,39,87,94,83,38,40,55,44,19,88,92,65,90,74,56,11,30,26,86,46,72,84,63,42,76,4,49,10,32,81
d13,57,17,88,52,82,46,43,9,72,48,84,63,97,19,95,37,5,12,61,33,65,35,96,64,93,41,49,70,47,87,4,28,54,53,58,18,89,32,15,11,45,24,51,8,56,40,62,90,30,76,31,68,66,86,92,73,36,77,98,16,50,39,42,27,2,85,78,94,13,81,83,59,38,99,74,29,71,0,34,25,80,1,3,69,20,21,10,91,75,67,60,55,26,6,44,14,7,23,79,22
d73,58,90,55,43,10,82,5,89,38,49,17,81,78,6,59,48,75,27,68,18,99,87,96,20,7,94,37,63,64,14,80,52,46,23,88,79,12,2,19,35,54,85,84,30,65,21,29,71,83,36,22,97,45,95,31,32,40,92,42,70,69,72,61,67,57,16,1,62,24,51,34,15,91,11,98,56,47,8,66,76,26,39,60,0,53,13,86,25,4,44,77,73,93,9,41,3,74,50,28,33
d35,78,94,63,96,75,4,14,3,93,72,9,85,5,13,67,16,60,30,97,79,39,11,65,62,28,61,82,91,50,86,0,51,80,74,66,37,87,35,92,52,41,55,44,6,36,54,76,26,46,88,68,18,43,21,57,2,7,77,48,17,89,40,20,38,25,42,29,59,1,81,83,15,95,69,99,19,56,34,53,8,84,70,73,27,49,47,22,58,33,12,71,90,10,24,23,45,98,32,31,64
d44,5,63,51,15,36,60,64,4,78,38,90,54,81,22,76,49,72,7,2,41,67,55,74,9,20,83,93,27,43,31,88,45,35,25,73,0,29,19,28,77,13,65,69,58,85,91,59,33,62,42,94,30,11,8,10,32,3,95,66,16,47,57,75,52,70,82,44,50,92,84,14,46,61,24,71,79,18,89,39,99,97,1,98,40,26,86,23,17,56,68,12,37,21,34,87,96,6,80,53,48
d19,9,29,57,81,78,97,42,74,46,36,79,76,16,5,73,65,34,44,23,63,92,32,12,66,22,40,3,31,19,52,93,28,8,48,77,39,30,69,15,62,75,33,25,7,26,87,94,35,55,14,61,50,85,37,99,27,80,47,20,43,49,95,90,54,4,41,82,13,0,45,91,96,64,58,72,1,68,88,59,84,10,6,21,60,83,11,53,2,24,18,89,70,98,67,17,51,86,56,38,71
d85,19,28,91,35,45,80,96,85,99,86,76,77,48,83,10,75,30,27,18,66,24,78,95,68,46,57,56,89,33,32,90,79,44,81,0,22,52,54,74,12,65,43,5,69,84,51,21,34,39,70,62,36,29,14,16,82,60,7,49,13,53,8,50,67,1,92,23,3,94,97,17,73,25,87,37,41,93,55,61,71,72,59,47,9,42,20,6,26,88,98,4,2,58,40,15,63,11,64,31,38
d6,33,75,61,32,1,16,74,44,71,77,34,5,30,99,42,66,85,43,14,24,87,31,53,37,60,73,90,7,84,98,4,41,81,45,10,21,15,51,13,23,57,19,52,48,83,17,20,25,92,62,18,36,80,59,65,88,39,79,11,95,63,3,8,69,55,78,49,47,35,28,22,86,6,89,0,64,26,82,76,38,50,93,91,54,9,94,72,56,40,70,96,12,27,46,2,68,97,29,67,58
d72,31,65,72,88,97,53,75,28,58,11,50,30,78,51,27,77,37,45,94,44,55,74,29,15,62,8,7,73,99,42,64,9,16,63,21,26,59,60,92,85,82,3,25,43,46,38,68,47,32,93,2,41,71,76,22,52,20,49,1,67,36,23,40,19,90,54,12,39,81,24,18,91,87,96,57,14,33,10,86,5,13,70,34,79,69,80,56,35,17,0,83,6,66,95,61,84,48,98,4,89
d52,36,66,70,2,11,32,63,3,0,78,30,17,81,20,54,76,85,57,64,6,24,50,62,47,40,19,27,68,72,45,55,69,89,65,87,23,29,25,39,51,7,43,21,95,84,92,53,59,8,49,14,75,34,37,61,82,35,26,48,79,5,88,67,60,94,15,96,99,56,83,1,73,98,77,33,18,13,28,86,16,90,10,9,91,12,74,42,93,52,31,97,22,41,46,44,58,71,38,4,80
d46,49,76,42,27,23,36,94,82,97,39,99,21,65,40,11,87,14,37,8,80,90,75,35,48,16,18,15,64,89,45,3,74,7,1,56,26,67,62,78,92,43,17,10,51,77,63,30,66,33,34,38,6,59,84,57,0,85,61,20,93,98,91,2,44,69,50,83,73,13,47,79,5,70,9,31,52,96,32,88,19,46,53,28,12,71,58,60,55,95,29,41,81,86,22,4,25,54,24,68,72
d17,18,20,17,70,11,81,73,53,13,43,86,56,19,78,42,59,44,98,90,63,14,45,10,60,16,30,80,29,5,89,7,4,24,94,66,72,95,57,93,27,23,99,74,25,85,38,6,32,67,8,31,58,96,3,55,83,82,41,64,9,92,34,87,1,37,77,71,46,22,35,68,69,52,15,61,50,26,0,36,51,97,40,49,39,28,76,48,47,2,79,12,88,84,62,91,33,65,54,75,21
d100,60,28,97,86,24,94,64,8,6,90,3,99,48,59,29,67,2,18,63,96,10,35,62,26,95,70,66,50,7,19,17,61,84,1,36,56,83,5,75,65,80,73,32,68,45,54,23,71,76,49,85,74,47,93,69,88,44,0,4,77,43,30,31,46,9,27,15,16,20,53,57,34,38,52,98,55,89,58,37,92,21,41,78,87,42,11,12,72,22,79,40,51,14,91,13,82,33,81,39,25
d61,76,34,18,82,1,10,64,83,61,63,84,99,5,69,6,57,59,67,28,3,48,4,30,53,78,51,15,98,31,23,85,8,32,13,33,52,44,50,2,40,95,11,79,24,25,71,41,93,43,21,0,68,94,96,14,60,81,46,16,20,65,12,17,86,26,36,22,97,80,7,87,47,37,45,66,90,70,49,91,54,56,9,42,72,38,29,88,19,39,35,58,62,73,92,75,77,27,55,74,89
d32,50,44,69,30,10,51,73,23,82,12,78,35,48,57,11,24,88,14,37,85,72,25,47,60,13,84,42,0,16,95,58,7,38,18,26,3,46,64,41,91,55,99,63,56,68,86,81,67,43,79,31,36,17,40,28,21,9,70,5,54,20,97,62,87,49,53,89,6,75,65,98,1,4,96,33,22,32,74,52,76,27,8,61,39,92,80,94,19,29,66,59,90,2,77,71,34,83,15,45,93
d4,1,45,30,42,70,28,39,89,6,83,86,41,14,99,50,58,15,96,52,49,97,98,90,60,23,51,8,55,75,7,93,64,92,56,18,54,62,81,72,67,9,31,76,44,16,80,69,33,94,21,88,47,65,22,3,11,32,82,63,77,53,19,13,0,36,26,48,37,74,68,5,40,87,20,4,79,34,91,85,78,95,10,46,66,12,27,61,38,84,2,17,59,71,29,43,73,35,24,57,25
d62,61,40,13,83,39,70,33,69,14,11,27,51,32,18,62,90,29,4,35,93,8,34,92,7,58,88,25,19,30,95,16,85,99,78,9,17,31,45,66,42,21,86,23,76,63,73,57,22,49,55,0,91,72,56,80,68,71,5,1,79,10,52,60,26,89,67,94,59,81,37,97,47,65,50,20,82,53,74,38,54,87,24,41,15,48,43,77,28,75,64,96,36,98,44,46,6,3,12,84,2
d15,91,85,43,69,46,81,26,82,5,73,6,77,4,18,41,87,97,14,33,27,95,70,61,38,79,90,34,47,45,22,7,30,36,9,83,49,75,86,59,58,2,39,24,17,1,80,62,3,92,98,56,96,20,78,28,74,50,94,89,13,35,37,93,54,72,23,15,32,65,31,0,29,44,68,88,99,42,63,40,16,52,10,84,66,11,25,64,60,48,51,53,71,12,19,8,21,57,67,55,76
d65,33,84,54,12,56,83,43,1,44,11,28,65,95,91,31,26,90,10,48,50,66,5,60,88,8,67,71,0,52,89,61,81,80,74,78,21,73,47,82,17,7,27,13,79,39,99,76,9,97,64,75,16,69,30,86,49,53,38,40,94,62,42,72,37,85,4,63,29,58,2,51,93,3,15,70,45,96,36,23,20,87,59,24,32,35,98,77,18,46,14,55,19,57,41,6,34,22,92,68,25
d8,74,43,30,29,6,21,54,46,69,57,55,38,34,83,36,12,33,35,49,82,48,56,86,93,67,76,32,50,10,20,99,59,72,44,5,1,61,13,24,60,7,98,51,91,87,63,88,79,41,89,4,90,17,14,9,95,75,28,26,53,39,52,3,84,66,15,65,85,11,68,97,64,45,78,31,2,25,70,80,40,27,0,71,42,18,73,23,37,16,58,47,77,92,96,81,94,19,62,22,8
d22,87,26,50,1,22,91,54,33,37,51,85,3,16,99,7,11,75,15,82,77,29,36,81,84,41,89,78,45,12,31,32,88,9,63,95,60,68,74,47,30,44,8,52,53,58,65,98,83,17,57,70,21,96,5,86,80,59,4,67,25,24,93,35,66,38,64,28,34,72,61,55,71,46,73,42,40,10,43,6,97,79,48,94,27,19,69,20,2,76,0,62,39,90,18,49,14,13,23,56,92
d39,62,78,92,44,39,97,64,7,1,72,16,12,53,11,22,37,58,8,68,29,56,49,4,13,71,55,80,5,20,63,76,38,43,69,46,28,32,84,10,47,94,93,34,88,86,85,73,19,67,82,83,87,98,36,45,9,51,27,90,60,18,79,66,89,17,25,54,41,6,24,99,65,14,0,95,30,50,57,23,42,59,74,70,91,40,77,61,75,35,96,48,26,15,81,2,21,33,3,31,52
