,r88,r18,r46,r90,r11,r85,r72,r23,r79,r71,r68,r33,r35,r58,r92,r76,r41,r27,r78,r80,r17,r43,r98,r5,r10,r38,r86,r89,r39,r64,r13,r53,r94,r70,r22,r1,r77,r16,r97,r28,r60,r87,r45,r32,r37,r91,r40,r96,r81,r4,r9,r48,r7,r57,r3,r67,r75,r49,r84,r83,r100,r15,r34,r63,r65,r51,r66,r50,r31,r2,r36,r47,r54,r69,r6,r82,r21,r61,r56,r52,r74,r20,r59,r24,r62,r12,r19,r95,r8,r26,r42,r55,r29,r30,r93,r25,r14,r73,r99,r44
d49,40,57,38,10,53,82,8,19,72,97,32,29,7,31,33,91,20,26,55,39,95,73,21,78,61,65,43,64,66,67,4,69,68,24,48,23,70,45,47,27,46,52,88,90,92,99,42,62,25,6,85,11,60,44,94,2,18,13,83,3,30,58,56,34,35,77,51,37,36,74,93,41,16,98,84,50,81,80,12,9,87,86,75,59,49,96,14,28,1,15,0,89,22,5,54,79,17,76,71,63
d20,58,40,81,38,97,41,77,53,50,69,55,54,80,93,63,51,33,49,6,15,78,74,66,5,39,48,99,42,61,4,60,96,45,52,19,82,27,91,16,57,26,70,34,59,65,11,7,1,12,8,17,3,0,85,75,89,46,72,47,35,24,20,71,23,83,92,56,29,43,10,84,9,90,21,44,14,13,37,87,88,67,68,28,31,25,73,2,76,98,32,86,95,64,18,30,94,79,62,22,36
d15,45,7,28,48,64,31,36,15,25,3,2,58,69,16,55,39,46,95,54,47,1,0,88,78,14,79,40,30,22,60,32,49,6,20,10,29,83,66,37,74,59,98,41,89,86,50,68,61,27,97,21,73,71,38,33,43,35,87,85,96,70,42,75,94,99,76,8,53,12,63,93,17,52,9,13,62,84,65,18,81,57,51,19,91,82,24,80,11,34,90,92,5,26,23,77,4,44,72,67,56
d65,64,32,99,87,45,15,59,5,8,68,36,47,30,35,39,34,56,86,14,60,11,41,13,25,46,89,94,28,75,62,43,72,73,29,17,3,48,92,20,97,19,74,18,4,12,67,37,21,24,70,93,38,71,65,90,26,27,33,0,58,61,42,76,54,52,81,98,10,55,80,16,7,57,31,95,84,53,49,23,83,88,40,96,78,77,22,9,82,66,44,85,63,51,91,6,1,69,79,50,2
d81,9,53,43,82,67,26,92,95,66,52,11,86,2,22,75,41,81,23,89,30,58,5,48,98,34,47,79,27,77,62,56,85,61,91,96,71,63,80,72,12,69,39,4,25,70,60,1,17,46,19,84,51,18,38,32,6,44,37,68,94,42,87,21,93,16,90,15,13,57,64,59,33,14,31,54,45,29,97,50,3,74,35,28,73,55,0,40,88,65,76,99,8,78,10,7,49,83,36,24,20
d98,24,9,65,93,6,56,96,42,18,73,67,12,35,54,25,78,44,98,66,29,55,97,1,23,61,77,26,81,49,88,95,13,10,5,15,47,52,3,62,53,33,83,72,21,41,85,79,48,76,31,90,64,87,86,74,43,2,63,0,92,68,46,28,8,37,22,89,14,80,69,27,32,7,38,58,99,94,75,4,50,45,60,34,11,70,19,39,91,57,82,16,30,59,17,71,20,36,84,51,40
d62,59,46,39,31,94,47,78,44,96,56,75,80,72,81,97,51,41,12,10,29,3,27,17,58,42,22,37,92,38,83,82,64,55,69,28,57,21,62,49,89,4,76,71,48,61,63,25,8,11,70,14,53,43,40,65,93,52,50,15,6,99,77,66,13,5,73,88,30,67,34,19,85,33,23,7,79,45,86,24,32,18,2,54,60,16,90,1,98,91,68,26,95,87,36,20,35,84,74,9,0
d55,40,38,64,72,19,57,26,60,5,52,3,78,63,58,33,75,99,82,70,45,15,4,13,56,86,79,18,59,20,92,7,35,30,95,71,49,88,32,51,24,69,41,89,77,73,96,97,85,67,43,14,21,37,12,87,46,74,39,16,84,11,8,28,66,27,55,94,65,47,81,61,1,23,34,91,25,68,29,22,76,31,83,0,42,53,98,36,9,6,2,62,44,50,54,48,80,93,90,10,17
d1,25,52,57,77,12,26,85,51,60,48,43,63,41,67,13,65,2,42,82,97,87,4,31,28,49,32,73,86,90,61,17,58,75,98,59,50,33,95,80,16,30,22,92,66,5,40,96,76,99,72,71,20,89,93,34,55,91,36,19,11,39,56,84,0,62,94,45,18,21,69,23,24,47,78,64,54,3,74,81,8,88,10,27,46,1,9,37,44,7,15,38,29,6,79,35,83,70,53,14,68
d11,38,40,95,35,23,68,91,55,7,98,41,2,10,70,28,50,25,19,9,15,94,79,8,59,74,21,33,37,72,84,57,43,53,86,29,64,5,6,52,93,85,39,54,32,78,11,65,47,60,27,71,82,46,87,18,31,73,77,48,90,56,13,51,67,62,92,30,4,76,97,1,96,24,49,12,44,58,17,3,63,88,0,42,66,69,20,22,81,80,75,45,83,34,26,14,89,36,61,99,16
d99,77,95,84,44,26,38,56,54,69,53,72,9,81,78,37,28,18,86,32,88,27,70,50,51,6,47,68,57,80,46,89,10,7,74,92,1,5,43,42,31,16,30,40,29,65,75,21,90,91,98,4,66,63,25,62,24,35,23,52,64,3,13,12,79,34,59,22,97,76,82,19,39,85,36,87,8,2,20,41,60,17,55,11,83,71,61,73,58,48,94,49,93,33,96,67,99,14,45,15,0
d27,16,34,2,62,5,9,11,23,98,74,39,6,68,35,71,90,13,64,86,40,32,61,38,58,21,18,73,14,10,37,66,8,60,84,67,12,55,77,96,31,42,59,56,22,41,79,33,53,92,94,89,65,1,85,47,69,44,45,51,50,30,57,7,26,52,27,24,93,75,43,3,20,88,25,0,46,48,82,81,76,54,49,70,91,29,15,83,17,99,28,63,87,4,36,80,19,78,95,72,97
d100,40,72,17,23,81,59,61,20,48,22,33,79,0,12,78,76,15,32,14,29,35,52,75,1,88,13,10,8,73,58,94,92,90,24,41,66,54,51,60,53,62,56,3,68,64,45,6,95,47,39,77,7,34,57,69,67,50,91,80,36,27,85,86,96,37,18,42,11,21,70,82,99,16,87,46,2,38,89,26,43,44,4,71,98,97,30,28,93,83,9,31,25,65,74,19,63,5,84,55,49
d72,9,38,80,26,84,21,90,1,50,51,31,98,44,81,97,56,70,3,45,19,87,40,53,67,49,10,82,41,39,11,15,83,74,78,94,60,5,35,36,58,62,77,76,96,43,6,75,91,32,93,79,66,18,27,25,0,4,37,54,23,7,95,14,30,88,24,48,55,12,71,72,52,16,68,42,28,22,57,33,99,63,8,13,85,46,92,61,86,65,73,89,2,47,17,29,64,20,59,69,34
d86,74,48,67,87,4,84,3,34,98,54,77,37,32,9,69,20,14,6,66,94,8,82,51,24,83,31,86,63,46,38,52,17,75,60,5,7,13,62,15,35,92,99,36,65,12,10,89,93,96,27,61,16,91,2,73,64,1,72,56,59,47,90,49,76,57,97,81,78,88,11,19,42,41,68,79,58,0,53,29,30,40,21,39,18,44,55,45,43,70,50,22,95,71,85,25,28,80,33,26,23
d82,13,8,45,85,10,31,94,29,84,46,53,52,23,49,86,6,36,18,75,55,35,0,88,51,62,25,1,42,11,26,37,58,4,97,57,48,95,80,93,98,20,2,99,89,96,17,71,74,66,21,15,9,3,69,43,87,63,81,73,54,47,14,64,68,79,82,32,59,5,27,91,44,34,28,92,83,67,24,50,7,40,70,61,41,60,22,56,76,33,39,19,30,72,16,77,38,65,90,78,12
d47,98,22,80,88,71,65,74,85,31,20,59,83,32,27,48,93,92,37,24,76,68,23,39,21,63,60,6,66,16,8,82,56,13,34,70,1,45,55,28,33,91,9,52,7,90,46,19,81,77,2,75,64,51,50,62,94,73,49,41,53,4,30,12,95,25,97,47,99,42,18,15,43,44,84,78,0,67,3,40,87,69,38,54,72,26,17,58,86,57,96,61,79,11,89,35,5,14,36,10,29
d53,41,42,13,76,8,11,27,65,72,32,83,3,45,61,99,91,46,64,51,40,31,15,78,66,67,12,9,88,74,80,81,70,1,2,94,29,35,5,84,14,62,20,95,92,6,89,85,47,59,57,19,36,56,90,49,52,58,48,23,33,38,25,79,39,55,71,98,60,68,69,87,7,97,34,77,82,43,21,53,24,37,10,26,30,0,54,28,17,63,50,22,93,16,75,73,86,96,44,18,4
d77,82,32,3,94,48,84,61,93,45,86,11,37,73,96,97,57,88,99,16,78,68,49,41,18,17,67,63,29,10,25,22,65,1,6,95,74,14,66,71,50,36,53,64,15,92,46,47,85,77,4,28,80,24,5,72,69,0,31,8,43,81,59,89,30,23,21,52,87,2,35,98,76,60,20,12,26,58,33,54,44,51,91,34,19,90,39,83,9,75,62,55,38,27,13,70,79,7,42,40,56
d41,15,38,84,79,76,18,2,86,89,43,74,75,11,26,97,69,52,31,9,98,46,1,91,16,40,13,45,24,27,0,63,94,85,95,68,41,88,60,32,35,47,50,33,55,39,71,53,64,25,62,90,22,20,4,10,3,96,65,8,30,81,83,72,44,54,56,73,78,59,57,29,92,7,28,14,42,58,66,5,61,82,21,19,36,99,23,77,6,51,49,80,67,93,34,48,12,17,87,37,70
d16,62,21,28,56,77,7,3,59,35,47,44,50,33,49,96,26,71,17,53,34,91,5,16,19,95,43,6,90,72,94,14,8,89,84,46,37,31,51,99,81,93,27,38,18,79,45,20,52,13,0,11,76,73,83,25,2,85,61,58,63,60,54,64,29,12,55,87,22,23,10,69,68,75,80,92,15,41,4,78,9,40,86,48,98,97,24,67,82,36,1,65,57,70,42,30,32,74,66,88,39
d17,48,77,46,81,17,79,55,10,78,62,2,58,37,75,39,35,27,76,97,24,5,21,42,73,9,33,66,80,71,44,70,65,89,54,90,96,88,34,0,98,28,69,67,31,3,94,57,16,12,64,95,53,52,18,14,49,50,59,29,8,99,87,1,45,60,68,15,47,4,86,56,7,83,63,32,91,19,38,72,41,25,22,93,20,23,51,84,30,61,26,82,40,92,36,11,85,6,13,43,74
d32,32,67,37,26,29,40,65,10,96,9,19,24,61,51,78,76,94,95,60,2,93,98,70,11,59,64,33,45,85,97,74,52,1,80,66,68,35,47,12,13,82,83,46,3,55,81,44,49,88,71,34,75,69,30,48,56,16,91,92,38,17,28,84,90,27,87,63,31,89,39,62,42,79,22,53,8,6,77,43,25,5,73,7,57,72,36,15,0,41,50,23,99,54,14,20,86,21,4,18,58
d88,52,76,9,23,63,84,5,0,53,31,89,14,50,58,88,41,28,38,68,19,65,74,98,93,61,49,95,96,13,4,43,87,59,77,30,71,45,21,80,82,46,66,48,29,44,1,47,94,18,67,72,92,55,40,86,83,34,69,8,25,10,16,91,39,2,26,79,37,12,6,17,42,20,99,27,64,78,15,33,54,56,3,97,60,24,22,62,35,85,75,57,81,51,90,36,73,70,7,11,32
d24,77,30,98,73,96,66,34,79,41,90,81,25,94,61,46,37,82,49,29,32,12,76,24,75,11,63,52,86,91,13,93,7,51,97,36,1,4,39,48,57,26,16,0,3,18,64,38,6,31,43,72,95,68,59,45,83,88,55,85,92,8,53,47,69,15,40,65,10,60,35,44,74,21,71,42,33,62,67,56,80,2,9,17,28,58,19,14,22,99,87,20,84,54,23,89,27,50,70,78,5
d52,97,12,45,32,64,31,41,88,20,68,58,85,8,69,1,36,40,63,52,49,75,44,78,6,4,81,80,57,14,53,77,95,55,76,17,66,30,10,38,92,56,16,50,7,2,43,47,94,62,21,71,25,46,26,0,28,83,42,35,37,91,19,61,70,73,79,9,96,72,99,18,39,98,11,93,51,60,59,67,13,86,15,48,54,3,89,29,24,87,5,33,22,34,23,90,27,65,82,84,74
d6,26,62,32,37,48,88,3,28,92,68,29,25,59,33,8,41,31,98,75,6,51,50,13,20,66,73,30,86,89,99,36,77,76,16,65,19,84,5,81,61,54,87,60,63,22,71,79,21,52,23,10,44,45,85,27,12,42,58,57,93,35,47,78,15,17,55,70,74,40,34,72,9,2,18,4,49,14,24,56,69,82,1,90,95,64,38,67,53,80,11,39,83,97,43,94,0,96,46,91,7
d23,35,48,57,59,37,75,58,7,17,83,20,61,64,99,12,23,21,45,52,68,80,96,19,95,34,93,42,85,49,30,62,53,3,8,86,88,47,27,87,50,26,74,14,46,94,24,44,90,43,31,9,36,82,11,73,25,92,38,2,41,22,76,91,63,54,5,78,89,66,84,33,32,69,71,60,70,79,16,6,72,39,56,1,40,10,18,4,55,98,28,15,67,77,81,97,29,65,13,51,0
d37,67,74,16,6,93,14,54,62,27,66,61,47,36,22,8,57,76,12,72,99,71,53,78,60,4,15,95,90,70,7,85,63,5,46,97,24,51,92,37,94,89,11,83,56,29,87,41,25,9,48,96,43,58,68,35,88,80,33,0,30,49,75,21,69,44,50,55,79,17,34,13,10,42,77,98,38,28,3,32,2,26,52,82,18,31,84,59,81,64,20,86,91,19,23,45,1,40,39,65,73
d68,86,72,95,4,75,24,39,19,66,45,6,36,82,64,84,1,78,93,68,97,20,52,63,91,12,57,29,26,54,32,76,58,53,10,9,90,49,80,27,47,81,0,43,70,62,15,60,30,28,14,92,83,23,59,41,2,37,71,21,88,74,96,99,42,51,98,67,50,48,13,85,18,7,38,55,73,46,11,16,61,3,69,87,44,77,33,17,56,35,22,79,31,34,8,65,89,40,94,25,5
d96,32,26,91,39,65,51,49,48,53,17,72,37,85,12,57,35,97,70,13,59,1,80,15,2,56,54,20,79,76,24,46,34,0,43,96,95,81,25,82,3,83,44,8,58,68,69,30,18,42,98,94,50,60,90,16,31,86,52,27,92,47,89,40,45,93,64,73,36,41,14,62,9,74,33,88,99,23,28,66,10,5,78,4,29,71,61,63,67,75,7,77,84,6,87,11,19,22,55,38,21
d83,16,11,12,64,91,27,29,76,28,70,20,15,65,32,88,72,57,92,54,48,26,87,74,53,10,14,93,99,4,59,60,17,22,3,2,40,43,94,85,83,0,37,24,56,7,34,23,52,51,47,89,41,71,61,46,31,13,96,90,98,38,62,39,55,9,8,63,18,49,95,86,30,44,25,75,33,82,84,42,78,50,69,35,36,66,97,21,45,68,6,67,79,80,73,81,1,19,58,77,5
d78,42,40,97,96,69,64,1,5,62,41,55,16,12,8,95,85,39,14,51,28,27,45,86,47,52,83,63,82,25,46,68,90,58,77,26,65,73,93,36,87,32,15,21,37,72,57,50,80,61,20,71,29,94,24,81,7,49,4,89,43,53,99,67,79,35,13,76,75,33,6,22,0,91,3,44,78,10,38,2,98,84,59,23,18,70,74,31,11,60,88,9,34,30,17,48,66,56,92,19,54
d59,25,9,36,77,37,99,12,48,61,49,60,63,16,97,92,68,59,8,22,76,2,41,23,15,84,83,58,29,89,71,4,6,35,95,20,67,44,62,30,19,10,73,90,78,64,34,43,69,91,32,39,28,17,96,93,86,56,13,18,21,82,51,85,94,74,11,24,55,45,79,27,98,66,87,7,1,46,70,33,26,38,53,88,65,57,5,3,47,81,31,14,80,40,0,52,54,75,72,50,42
d97,82,62,22,46,71,48,99,30,81,27,10,35,50,42,44,16,79,77,85,18,54,87,53,25,68,92,64,13,5,19,90,40,6,95,37,94,98,9,20,84,3,39,4,91,52,29,23,1,86,58,21,93,57,43,2,72,41,73,63,51,74,78,11,89,32,61,33,17,15,59,45,55,56,12,70,8,36,67,28,34,83,14,97,26,31,69,65,96,49,75,88,60,66,7,0,24,80,47,76,38
d87,15,70,36,29,9,61,47,57,63,53,99,31,17,38,64,22,21,73,39,24,45,50,85,51,32,20,91,52,41,95,77,1,33,56,0,30,40,86,59,83,84,65,13,46,66,19,71,11,5,87,16,12,55,60,49,94,68,34,89,75,4,74,18,67,27,3,25,82,43,6,81,92,26,28,7,80,23,58,88,35,78,96,2,62,37,97,42,48,14,72,44,98,10,54,79,93,90,76,69,8
d84,40,27,67,7,75,54,82,41,45,95,3,80,26,8,85,50,86,72,87,43,56,18,0,1,22,53,93,71,33,15,83,69,29,32,9,88,20,60,79,39,66,31,34,77,38,44,5,21,17,64,68,59,65,97,14,11,51,99,58,6,12,62,35,10,92,96,74,30,98,81,47,48,49,91,19,78,25,94,89,2,24,63,13,55,61,28,57,16,42,84,37,70,73,76,4,46,36,23,90,52
d76,17,34,48,53,29,61,14,27,22,44,8,35,87,52,65,15,30,11,55,66,73,40,23,75,94,36,92,7,0,71,90,28,62,78,26,13,95,59,39,99,10,82,51,16,25,86,9,96,20,1,54,69,58,91,32,67,19,98,5,56,84,57,31,77,2,38,70,21,97,60,79,24,47,72,50,74,85,6,83,88,81,63,76,18,37,93,4,68,89,49,43,46,80,3,42,64,45,33,41,12
d13,20,36,92,60,38,94,65,23,7,3,52,21,80,31,33,56,9,10,64,47,70,46,86,58,4,59,27,68,29,8,62,43,76,75,5,96,51,93,19,77,88,89,37,73,55,15,97,72,13,95,14,22,17,74,24,41,61,45,28,0,71,30,32,50,53,54,90,91,87,98,78,48,40,82,12,39,25,63,57,2,83,69,67,6,26,35,49,16,18,1,66,84,85,81,34,79,11,44,99,42
d26,83,88,36,78,9,18,86,38,58,92,72,41,46,29,90,54,52,77,11,89,25,57,63,37,0,74,15,76,81,80,55,16,84,85,96,61,59,49,67,10,94,47,71,99,66,73,60,31,82,17,30,79,70,20,64,40,3,65,91,50,87,98,39,48,45,13,26,24,5,19,97,51,6,7,12,93,75,32,33,8,35,22,27,56,62,95,42,34,1,23,68,2,43,44,14,53,69,4,28,21
d56,82,71,10,77,98,31,95,68,14,51,91,62,27,11,5,63,25,4,13,74,73,22,0,2,15,26,79,33,6,32,9,99,88,85,55,66,18,69,23,42,70,72,56,75,49,54,36,24,60,39,44,80,16,78,7,17,46,34,50,38,87,59,19,45,89,35,47,81,1,94,90,53,61,37,3,12,86,21,96,41,28,58,76,67,29,83,97,48,92,43,40,64,57,93,52,84,20,65,8,30
d60,12,58,87,3,24,65,17,15,46,64,71,80,37,20,41,14,75,78,35,26,77,68,25,51,85,95,59,57,33,92,23,27,5,76,40,69,38,34,31,44,0,96,99,82,29,70,86,8,54,43,13,94,74,11,56,47,73,90,93,10,36,98,22,50,21,63,6,62,84,66,88,28,67,81,42,79,49,1,55,4,48,18,7,53,91,60,39,97,83,72,2,61,9,30,32,16,19,45,52,89
d57,15,95,27,29,43,8,54,16,35,70,58,55,33,99,87,26,92,72,3,61,23,85,37,88,98,44,50,68,97,45,22,82,34,69,66,62,38,12,52,11,41,75,51,24,83,39,64,19,49,74,36,65,18,17,56,86,9,46,25,10,21,63,67,42,89,77,14,2,71,76,30,81,57,96,32,13,48,80,40,0,90,5,93,28,20,6,78,59,79,60,84,47,73,94,91,7,1,31,4,53
d85,55,1,5,34,28,47,93,91,54,27,70,85,57,23,44,84,96,82,52,98,89,48,8,13,35,62,19,15,6,39,86,59,64,53,78,77,73,56,65,9,50,4,22,30,63,14,79,12,37,16,58,33,21,32,88,2,36,87,69,81,67,61,29,7,94,80,17,42,92,3,74,99,11,90,10,41,66,43,25,51,20,76,60,18,75,68,49,38,71,72,83,24,97,40,31,45,0,26,46,95
d93,85,14,18,89,59,87,99,68,28,47,9,13,66,81,46,80,6,61,79,34,17,76,90,51,56,78,25,64,57,84,43,5,74,48,31,32,42,30,4,45,55,19,36,2,27,41,86,33,0,40,8,7,67,70,93,91,77,49,16,22,12,26,35,75,73,72,71,23,38,37,95,62,21,69,10,65,53,20,96,88,39,52,44,83,29,82,54,58,24,50,1,94,11,97,92,63,3,15,60,98
d94,41,83,60,24,88,98,11,90,74,29,91,21,6,69,85,71,75,14,1,19,13,44,89,62,55,33,92,49,70,7,50,66,72,93,58,53,51,86,43,47,27,37,39,57,73,25,95,20,31,54,3,81,4,56,30,79,10,97,84,32,65,8,35,76,26,2,5,82,28,36,68,15,48,77,64,12,23,87,40,96,80,78,99,22,59,34,67,16,52,17,46,45,0,42,61,94,18,38,9,63
d25,90,89,58,98,99,52,76,82,17,15,44,80,33,61,37,16,43,22,68,79,10,3,26,77,83,94,63,48,32,75,0,51,93,18,27,66,36,74,25,60,86,28,30,39,9,14,84,85,31,4,19,47,57,91,78,81,1,40,59,7,29,53,41,69,70,97,13,87,56,88,6,49,35,72,46,8,50,95,65,92,11,42,45,20,64,73,12,23,5,34,38,2,55,21,67,71,96,24,54,62
d48,63,10,26,54,12,74,23,43,25,76,50,81,91,90,45,69,53,32,9,94,46,16,2,93,30,38,29,64,73,7,41,35,82,77,95,8,34,37,24,14,44,13,5,20,59,51,21,58,6,71,97,39,49,36,1,96,92,55,87,33,68,88,42,40,72,48,19,84,80,78,70,56,27,0,22,52,86,11,31,4,99,3,61,62,15,66,17,98,83,28,67,85,60,65,89,18,57,47,79,75
d43,37,57,97,53,80,73,93,90,9,56,3,38,30,98,17,65,16,68,82,20,67,25,26,47,77,62,88,39,79,19,5,59,81,14,83,76,94,35,21,61,64,89,31,45,8,99,15,41,66,7,18,78,50,32,13,10,34,70,75,49,74,43,6,33,92,44,48,24,12,4,95,1,58,2,84,51,22,28,36,87,60,46,11,54,72,71,0,85,52,69,40,42,63,91,96,86,23,29,27,55
