,r71,r87,r67,r69,r25,r31,r48,r72,r61,r20,r35,r99,r38,r29,r19,r70,r28,r77,r13,r64,r76,r30,r98,r93,r40,r37,r55,r57,r81,r44,r7,r33,r62,r80,r91,r78,r16,r22,r89,r32,r1,r97,r9,r51,r95,r90,r100,r41,r94,r39,r85,r14,r79,r88,r10,r92,r34,r52,r75,r86,r82,r2,r27,r96,r63,r65,r8,r56,r4,r47,r11,r83,r36,r43,r84,r23,r5,r3,r12,r53,r54,r66,r6,r17,r26,r45,r60,r73,r49,r24,r50,r18,r59,r74,r58,r15,r46,r42,r68,r21
d60,82,53,18,15,79,42,12,33,56,0,40,88,68,70,3,16,37,84,45,76,38,7,61,59,99,78,69,8,64,10,34,75,85,14,77,55,43,44,49,81,1,72,89,54,22,32,98,26,83,71,25,94,73,41,39,58,74,50,90,35,20,29,80,24,63,48,60,96,31,51,28,13,27,92,23,57,5,91,17,2,67,21,11,19,46,87,30,4,6,47,97,95,86,65,52,36,66,9,93,62
d2,92,82,2,40,13,85,61,23,22,60,74,5,73,18,36,0,3,98,99,33,47,50,29,30,94,4,95,66,8,86,37,42,12,17,87,93,9,76,31,19,16,46,41,39,25,91,69,64,21,38,26,84,11,51,6,15,28,65,78,59,14,68,34,97,63,96,88,52,44,70,79,67,45,10,32,58,57,81,80,43,71,56,7,83,54,48,90,75,35,24,89,72,49,1,77,53,27,62,20,55
d19,19,38,10,51,33,26,62,72,4,69,15,37,47,90,84,49,28,35,80,60,61,12,41,67,8,54,97,42,32,57,11,20,0,87,2,16,81,73,94,52,99,3,77,83,64,75,18,46,76,78,70,56,58,93,88,6,5,25,65,50,44,86,98,59,48,14,92,85,89,79,82,9,29,36,91,96,7,63,71,40,95,43,23,1,34,74,24,21,31,55,17,66,68,30,39,22,45,13,27,53
d82,1,25,42,72,61,5,9,33,66,20,12,80,55,64,70,26,47,8,3,13,82,36,53,99,62,68,48,37,98,49,89,59,44,69,93,16,96,41,60,24,2,79,63,84,56,18,31,11,74,30,34,40,92,7,85,50,75,52,90,39,67,10,77,14,73,86,83,35,23,29,65,0,95,88,78,51,58,94,21,91,17,76,19,22,45,43,27,71,46,15,4,57,97,38,87,32,81,28,54,6
d52,34,52,82,59,14,55,79,99,73,17,75,50,46,62,41,67,3,81,26,10,69,53,0,94,21,65,8,11,13,20,35,37,96,95,91,33,25,63,92,58,5,12,31,43,90,64,49,42,85,36,93,77,2,18,29,80,86,4,48,39,23,28,68,66,6,76,45,40,87,38,19,30,9,78,72,83,74,24,7,84,22,89,97,71,56,1,51,27,60,16,61,70,44,88,47,15,32,54,98,57
d96,47,10,23,62,88,45,13,41,68,75,70,50,96,28,84,86,18,97,31,61,77,16,74,54,26,25,55,69,67,37,40,57,29,7,99,14,5,66,19,92,0,90,59,42,51,93,24,27,12,98,9,65,82,91,3,38,11,34,32,30,63,8,64,95,6,81,52,33,1,2,39,17,78,43,22,94,46,49,15,60,35,89,73,71,53,72,44,80,56,87,4,20,58,48,36,76,85,21,83,79
d10,53,0,18,97,61,28,60,81,58,19,8,88,72,90,44,30,78,24,79,93,63,99,39,65,69,41,50,13,77,34,23,98,91,4,49,86,62,21,42,68,75,17,6,94,87,16,5,56,12,40,3,95,67,43,37,71,47,2,14,82,51,1,15,46,29,64,27,92,59,52,7,89,73,54,83,84,45,57,25,9,10,26,22,11,66,55,32,80,70,38,35,96,48,76,20,33,36,85,74,31
d85,95,61,94,7,29,22,45,71,9,54,69,92,88,44,86,52,46,43,39,74,18,99,63,48,27,42,23,41,96,15,20,70,58,57,5,85,83,78,59,77,55,6,4,56,62,87,60,26,68,65,89,82,36,32,37,79,93,34,47,50,10,21,24,66,35,49,67,0,19,13,14,28,80,91,76,30,1,97,90,98,38,33,3,73,53,16,8,12,17,25,31,2,81,75,84,40,11,72,51,64
d28,49,5,39,72,81,45,0,40,57,44,53,36,76,82,15,95,97,91,61,42,2,74,52,1,4,83,8,19,89,69,66,16,33,98,21,25,12,6,18,27,64,79,7,38,13,65,78,70,54,73,41,37,30,32,77,29,22,28,85,14,60,34,9,47,10,55,68,35,96,88,59,86,92,99,50,71,24,63,3,80,46,43,11,75,87,93,90,26,67,31,62,23,94,20,58,17,56,84,51,48
d24,77,12,94,14,83,25,5,0,35,30,98,63,88,67,23,39,45,32,33,19,21,76,26,48,18,92,55,37,22,72,16,43,52,2,99,41,6,58,28,65,8,29,80,36,54,91,57,73,27,90,44,59,64,4,70,82,10,60,46,31,86,1,38,11,79,96,51,42,84,89,17,3,47,75,78,97,68,87,34,62,9,15,95,13,69,20,93,7,81,56,53,24,74,85,71,50,40,61,49,66
d56,68,33,13,86,8,21,93,26,67,27,52,22,9,25,43,6,42,47,82,63,54,1,50,71,15,46,84,61,80,99,38,45,32,17,39,65,16,81,58,44,49,89,75,62,40,91,41,14,30,94,87,10,28,72,78,64,98,37,83,11,19,51,7,77,0,35,12,18,73,53,4,23,90,70,3,20,69,92,95,76,31,34,55,60,88,36,24,5,56,66,74,96,79,48,85,29,59,57,2,97
d80,11,9,97,17,62,98,53,69,54,80,81,22,56,1,51,2,18,28,3,82,75,8,25,83,65,30,32,55,78,52,36,72,41,79,15,23,42,47,16,48,5,87,60,76,10,59,89,6,73,44,67,85,26,71,24,13,20,96,77,45,95,50,57,93,0,29,91,38,84,92,19,40,33,99,31,86,49,90,63,21,46,61,58,7,4,12,27,74,37,14,39,66,70,64,34,68,43,35,88,94
d44,8,81,52,93,11,75,59,21,98,92,25,97,51,49,83,28,65,91,66,14,72,20,84,40,3,54,67,30,45,39,95,34,80,86,78,77,63,38,90,62,15,18,33,24,1,56,17,6,43,19,61,79,44,94,89,5,96,71,16,42,2,13,58,64,69,0,57,37,99,47,36,10,23,29,22,74,48,7,85,68,87,35,46,55,88,70,9,26,73,32,82,50,60,27,41,12,4,76,53,31
d37,93,6,77,37,44,26,17,34,2,98,89,61,85,83,25,23,33,95,80,10,0,56,60,41,45,92,73,66,50,49,59,27,75,57,11,19,58,35,40,74,16,1,38,42,87,53,48,12,62,88,43,94,51,54,72,84,24,65,52,4,29,78,70,13,3,32,39,97,71,9,15,82,30,99,22,81,8,47,69,64,21,28,31,67,68,7,36,55,91,79,46,20,63,18,96,5,76,14,90,86
d35,42,96,53,5,18,8,35,38,63,32,82,43,74,98,75,9,0,33,26,67,89,17,73,95,21,79,91,62,92,50,13,80,94,22,56,49,72,24,55,31,58,36,52,57,71,84,41,81,6,69,90,61,34,16,14,11,29,4,64,23,48,10,2,68,3,54,20,39,88,1,97,12,93,28,27,70,65,15,46,47,99,87,86,59,83,45,78,85,76,77,60,66,37,40,25,30,19,7,51,44
d66,20,64,39,55,77,61,9,59,95,68,63,88,34,86,71,32,29,36,5,4,42,67,10,45,2,60,37,66,91,72,35,70,53,21,99,54,13,46,89,8,7,38,33,24,50,18,93,47,14,94,69,15,92,31,78,80,48,25,58,75,56,84,52,57,74,3,30,6,79,22,1,83,96,43,73,90,0,65,82,81,97,26,49,17,19,28,27,23,98,44,51,76,62,85,12,41,87,40,16,11
d86,40,53,5,93,26,31,58,97,36,67,30,35,13,84,55,24,98,61,82,14,51,46,73,77,6,29,20,12,83,10,0,33,47,96,94,38,86,27,87,19,57,21,50,16,15,52,95,63,78,80,92,59,39,42,75,79,88,32,99,68,22,71,1,91,8,43,49,69,64,23,45,70,44,34,41,11,9,60,62,89,90,65,4,74,37,81,76,54,2,25,85,3,56,48,7,66,72,18,28,17
d45,63,0,62,26,51,79,34,45,81,31,15,36,93,77,69,44,24,35,28,17,66,13,3,6,12,5,95,76,60,41,48,23,58,14,88,20,40,78,52,46,65,73,29,84,87,99,97,50,1,89,54,67,75,27,74,96,80,90,37,83,70,49,85,18,4,92,19,22,38,61,39,9,21,91,32,98,55,2,43,82,42,94,10,72,57,33,47,7,16,53,11,86,68,59,30,64,56,25,8,71
d50,4,41,42,18,93,20,85,56,84,72,12,52,82,91,0,83,98,75,51,76,46,8,74,15,57,37,11,66,27,77,55,33,47,69,24,7,45,97,34,48,60,50,71,96,99,43,25,53,31,62,9,95,16,89,88,67,54,21,32,90,5,58,92,17,38,23,63,81,94,44,28,68,30,29,61,19,73,40,39,13,80,86,59,70,1,35,65,87,36,64,6,79,14,78,22,3,10,26,49,2
d46,35,18,10,55,30,3,52,22,46,17,75,2,5,73,15,45,26,96,97,67,68,78,56,47,82,6,79,25,44,31,54,4,65,70,7,0,24,42,92,84,19,23,27,39,8,32,49,29,36,14,63,12,20,64,51,1,83,77,28,91,50,98,72,57,60,38,89,34,43,86,37,94,13,80,81,87,88,40,66,33,76,90,85,99,93,48,61,71,59,95,69,74,58,21,62,9,16,41,11,53
d7,12,54,35,86,68,65,36,33,90,49,13,76,52,67,79,9,97,75,58,14,96,98,0,59,85,1,47,2,20,23,46,73,42,21,91,8,10,99,34,88,31,82,17,29,55,7,40,32,84,43,61,44,25,56,62,78,22,57,6,18,28,48,89,5,94,69,81,39,93,92,74,38,4,72,95,83,19,77,45,51,53,11,27,70,41,37,80,30,50,66,71,64,16,15,60,3,63,26,87,24
d57,92,97,36,62,91,81,66,85,43,16,88,12,9,68,96,63,72,46,47,54,74,75,48,11,28,89,78,64,5,23,6,56,94,14,17,24,77,15,35,86,18,76,80,65,21,41,3,39,20,90,71,53,73,7,44,38,45,8,26,22,31,10,2,52,87,60,84,25,99,49,69,50,34,33,95,19,79,0,32,98,51,42,27,13,58,1,67,61,82,30,59,29,4,93,70,83,57,37,55,40
d38,60,59,82,11,57,61,5,74,37,63,14,6,98,0,36,72,81,99,51,95,87,4,12,8,23,33,42,85,62,90,48,77,29,19,43,86,71,41,67,73,83,35,45,25,3,64,13,44,18,75,55,32,94,15,54,20,52,66,56,46,76,26,1,50,47,27,88,78,38,79,70,16,92,22,49,53,89,96,17,65,21,34,68,84,91,40,97,10,39,31,7,93,30,9,69,80,58,2,24,28
d47,88,87,42,85,60,63,7,62,5,55,98,79,74,30,1,93,81,37,67,35,0,25,18,54,77,92,83,47,78,36,71,68,11,89,86,46,14,72,21,64,61,73,44,76,39,58,70,15,24,6,65,33,38,9,41,20,90,49,16,97,23,59,34,84,75,96,4,43,32,51,56,17,2,95,3,19,82,40,99,94,66,27,52,12,50,80,8,10,91,48,22,57,13,29,45,53,69,26,31,28
d15,99,23,83,98,51,93,12,29,71,5,45,85,21,79,92,96,81,34,73,59,25,31,69,24,18,64,8,15,38,88,65,90,91,13,17,48,61,94,84,14,16,30,44,60,27,76,10,43,49,32,46,82,41,52,19,72,39,35,62,89,80,26,54,56,42,2,95,67,37,7,1,97,78,0,58,22,47,33,66,68,28,87,57,9,3,86,77,63,53,20,40,50,55,74,75,11,36,4,6,70
d43,57,64,80,93,34,95,89,4,92,83,65,42,28,11,32,50,71,31,84,90,74,10,1,35,36,27,26,91,60,54,56,85,17,88,86,20,45,73,99,21,66,69,3,82,72,25,39,79,12,38,30,78,2,9,96,5,98,46,59,67,24,87,61,44,68,53,75,16,15,13,94,22,14,77,19,81,51,0,49,29,55,6,58,23,76,18,33,7,47,41,43,97,40,62,63,37,48,70,52,8
d95,0,63,80,9,14,28,43,47,66,17,51,38,96,79,24,73,11,8,97,83,19,42,13,60,2,84,77,25,23,82,16,93,12,75,48,58,85,94,74,59,1,44,26,49,67,7,65,40,41,69,52,5,50,32,92,22,18,54,64,81,4,61,78,91,45,86,20,39,68,35,98,56,31,57,30,3,6,10,21,62,34,71,36,90,29,87,33,46,88,72,76,15,53,70,37,55,99,27,95,89
d18,55,51,28,19,65,60,32,75,72,81,66,16,40,83,4,56,49,20,13,37,62,10,6,89,95,8,39,42,91,90,59,48,34,92,41,30,27,47,76,82,0,54,38,15,68,22,29,80,84,98,86,23,87,58,31,21,70,12,24,18,85,57,53,97,88,44,14,96,3,73,9,7,74,26,35,33,50,25,79,78,46,94,52,67,69,64,17,36,11,93,99,63,77,71,1,43,5,61,2,45
d31,77,12,92,65,90,36,96,51,84,47,98,61,81,25,76,38,19,71,52,8,16,87,2,99,10,4,28,59,1,50,18,9,75,93,21,95,26,13,66,32,91,0,72,39,73,64,3,60,24,79,80,27,63,83,31,42,85,7,44,23,55,57,35,30,6,46,82,88,97,48,62,70,20,89,37,43,34,45,68,74,53,56,86,58,69,41,94,17,33,54,14,78,5,22,67,15,29,40,11,49
d49,73,52,64,14,30,93,9,89,17,82,18,25,46,36,2,6,94,27,87,43,74,75,69,68,5,71,42,86,91,11,81,12,59,3,23,22,13,19,85,80,1,61,53,88,40,20,58,44,26,90,96,79,70,7,29,78,84,45,56,65,54,49,34,63,76,55,57,67,16,0,72,4,32,92,50,15,31,48,97,98,60,37,39,24,95,38,33,99,47,35,51,28,83,66,77,8,41,10,21,62
d42,0,25,97,98,35,40,92,87,91,31,5,60,14,72,57,38,42,45,68,15,95,61,62,96,69,48,2,84,1,33,73,93,50,63,36,9,76,41,4,3,43,56,39,65,54,80,47,7,94,8,79,23,55,11,51,27,17,66,74,90,34,49,16,78,30,13,83,12,89,82,85,64,53,28,99,52,59,24,88,77,81,67,19,37,29,26,71,21,70,86,18,44,6,22,75,32,10,46,20,58
d79,39,40,7,75,11,15,95,21,81,44,1,53,29,63,99,61,77,56,3,54,28,4,45,97,20,62,24,38,16,72,0,76,10,19,86,67,87,31,41,71,27,69,43,82,66,93,2,68,52,55,70,80,65,83,91,37,9,14,26,18,73,89,78,48,22,36,17,6,60,79,84,5,96,23,47,90,64,12,51,46,57,25,34,13,74,98,8,88,33,50,30,59,35,32,85,42,92,49,58,94
d72,72,95,12,16,70,92,64,97,55,73,61,33,9,76,68,7,54,26,69,89,10,29,51,65,40,53,13,78,18,84,67,45,56,25,38,41,85,59,98,81,23,48,57,19,74,27,90,93,4,77,86,82,14,96,28,75,30,17,49,37,60,87,11,20,52,31,39,58,36,50,79,34,6,5,2,88,47,0,91,35,42,46,3,94,8,99,15,32,1,80,24,83,71,63,22,62,21,44,66,43
d17,82,1,10,54,36,46,77,89,70,44,9,37,33,55,43,93,22,23,2,92,34,38,31,65,66,61,27,56,26,52,35,45,99,98,42,12,76,96,81,4,69,97,19,64,17,18,41,53,50,14,11,79,88,48,94,32,39,28,16,59,20,95,80,8,0,30,84,15,7,51,49,91,86,29,3,72,60,47,63,75,83,5,6,71,13,40,67,57,24,25,62,58,74,21,85,73,87,90,78,68
d8,27,45,7,8,30,62,56,41,2,21,77,35,31,25,68,11,5,74,40,69,86,18,87,73,59,33,12,38,51,44,58,34,95,60,16,6,13,19,4,66,36,90,97,49,82,67,46,93,9,0,65,22,96,57,63,75,80,3,92,85,29,76,23,24,26,42,84,1,91,79,99,37,52,55,47,78,43,64,54,17,50,28,71,89,32,72,94,88,14,98,20,53,15,83,61,70,39,10,81,48
d5,35,36,64,87,14,24,41,80,75,21,49,98,44,69,77,6,23,11,33,0,43,83,73,74,53,68,57,40,39,15,37,5,85,4,52,55,96,45,8,88,46,97,42,95,18,76,91,29,19,63,32,56,38,2,13,99,22,16,59,90,26,81,67,94,66,28,84,86,62,25,9,72,54,92,71,70,1,93,31,27,89,3,30,61,20,7,12,58,48,17,51,60,34,79,47,78,50,10,82,65
d29,44,77,47,23,36,54,72,20,51,2,91,11,93,85,48,35,57,88,12,9,34,94,74,79,3,22,31,43,21,83,7,76,96,30,82,16,98,68,87,13,89,80,24,64,71,70,69,95,37,5,8,75,27,84,1,63,28,52,14,46,66,58,99,49,65,15,10,0,56,39,78,92,59,45,97,18,40,67,42,6,86,41,29,32,19,38,25,53,90,33,60,26,62,17,55,50,81,73,4,61
d36,48,49,42,2,77,65,61,6,88,18,93,79,96,53,87,22,99,84,1,40,58,32,66,64,43,23,28,95,59,30,71,91,24,54,98,94,67,57,50,26,33,60,9,90,69,89,25,52,17,83,14,81,80,92,8,5,11,70,38,85,55,13,75,62,15,16,41,0,27,39,3,46,7,63,35,56,21,73,82,86,29,34,68,76,74,19,44,78,51,37,47,31,4,97,10,45,36,72,20,12
d54,35,8,6,9,12,74,79,77,82,70,65,29,98,55,59,13,96,38,39,63,76,5,30,86,50,78,58,25,41,88,91,99,14,7,46,93,42,43,80,21,56,11,17,85,94,69,48,61,22,18,20,37,72,34,16,26,87,71,36,40,51,31,3,24,49,33,2,52,10,64,90,45,73,1,44,47,60,95,53,54,32,28,81,57,84,66,62,15,97,89,0,75,67,68,27,19,23,92,4,83
d61,5,55,1,47,81,13,4,50,30,70,76,25,32,26,45,2,36,73,72,3,33,41,64,94,54,9,67,56,86,15,74,98,29,65,27,8,59,83,7,44,88,40,97,99,48,23,63,11,42,82,21,66,85,52,71,12,84,10,87,19,68,90,91,38,80,58,22,77,46,61,17,31,92,16,6,49,79,53,51,18,20,0,95,34,75,43,96,89,37,14,62,57,35,39,93,24,78,28,69,60
d88,65,55,57,44,86,37,50,68,77,52,21,83,30,46,10,34,91,64,59,33,6,24,8,76,36,12,79,66,60,63,72,42,75,5,97,22,98,54,73,3,69,49,1,67,15,13,94,51,90,29,62,18,70,99,20,61,19,92,74,38,87,7,40,88,39,58,53,41,82,47,80,25,11,2,14,0,48,35,78,31,89,96,32,26,85,4,16,71,23,43,56,81,84,17,28,9,27,95,93,45
d65,55,47,87,39,91,51,44,45,94,58,78,8,12,34,49,24,5,71,70,59,22,40,82,23,43,89,81,46,57,4,66,52,93,32,18,75,37,48,29,79,16,9,80,1,30,26,88,38,73,11,15,67,96,13,68,3,7,65,60,72,31,98,56,69,61,97,54,35,86,14,0,6,36,27,83,76,19,25,92,28,63,17,77,33,50,20,84,64,62,99,53,42,21,2,95,74,10,90,41,85
d75,27,89,56,92,21,37,2,17,69,63,74,0,28,86,88,94,16,71,5,43,79,78,67,35,22,38,30,9,61,11,57,83,48,99,4,85,34,52,40,81,19,24,84,42,33,39,65,82,8,18,98,26,32,49,44,95,46,25,6,51,68,91,72,36,3,50,29,41,47,75,23,10,59,20,66,13,15,90,1,55,31,70,14,58,60,12,62,96,87,97,73,7,54,76,45,77,53,80,93,64
d100,65,52,81,33,22,3,5,78,20,62,34,84,74,83,37,19,66,60,7,51,77,31,87,11,72,68,59,4,38,71,90,29,24,16,70,97,54,76,10,14,86,6,98,1,8,95,88,39,32,61,46,35,92,45,85,0,67,91,47,79,27,17,73,96,82,40,57,64,2,49,63,9,44,58,23,41,18,21,55,99,36,25,42,93,69,48,50,30,12,28,75,43,26,13,53,15,89,80,94,56
d89,0,25,30,21,51,35,52,2,97,37,93,43,83,26,22,5,45,41,85,65,90,48,23,42,54,17,12,32,70,75,27,76,7,6,78,79,81,1,62,72,74,19,15,87,84,46,59,73,71,55,92,53,18,29,88,38,14,86,50,28,31,39,33,4,20,34,98,69,58,66,67,44,24,82,9,47,96,64,99,13,10,8,60,77,11,56,40,68,91,63,94,16,95,80,3,36,61,57,89,49
d77,38,63,60,44,72,12,9,92,0,31,8,45,47,19,98,64,34,88,28,57,86,95,74,79,40,76,93,97,30,36,35,67,25,91,23,87,94,17,22,77,68,26,53,55,69,84,73,66,10,99,5,43,29,2,16,37,58,71,39,20,14,59,78,49,21,96,41,75,27,13,6,3,1,61,46,81,70,52,82,54,18,42,33,62,50,56,15,11,7,24,32,4,90,89,48,65,51,83,85,80
d91,87,29,80,27,12,9,58,81,17,48,76,51,32,96,15,42,85,39,94,63,33,68,43,30,55,71,20,95,4,26,40,34,64,70,78,37,1,57,86,72,59,99,13,60,21,73,5,89,41,74,62,11,35,84,28,50,79,0,2,25,49,97,10,38,88,69,23,24,31,82,56,54,18,7,8,16,36,53,3,92,44,45,93,75,66,91,6,90,47,67,14,83,46,19,65,52,61,22,77,98
d4,71,28,96,68,26,23,32,64,41,76,24,21,58,29,31,87,65,13,20,92,61,63,3,70,4,46,12,47,8,75,5,90,98,80,51,19,1,81,97,85,59,0,82,40,94,93,9,86,33,30,69,2,62,57,53,55,49,22,35,66,15,60,78,16,36,89,83,18,6,73,27,43,56,34,67,72,48,52,50,54,38,99,37,11,14,45,42,79,25,17,10,84,39,7,91,88,44,95,77,74
d23,87,51,27,2,81,84,26,69,93,66,53,88,49,12,3,96,57,82,32,94,64,98,89,61,36,74,90,86,11,63,8,43,23,21,77,42,14,48,68,83,10,52,24,55,0,80,60,59,31,67,91,76,95,6,72,33,35,20,7,1,22,15,28,29,45,46,99,75,65,70,39,73,44,9,13,38,19,97,34,17,85,58,37,56,78,30,25,62,41,16,71,50,40,79,18,47,4,54,5,92
d63,64,24,7,68,47,35,32,28,97,29,90,42,59,67,36,13,40,2,61,85,88,73,15,92,39,5,57,31,77,25,33,0,14,84,34,48,99,76,81,10,4,55,89,8,43,6,98,30,50,23,1,69,12,82,16,46,74,11,62,26,41,20,86,51,45,54,75,56,91,93,83,18,96,79,87,3,17,65,66,72,52,58,63,49,9,19,21,80,71,27,38,53,70,60,37,78,44,95,94,22
d25,87,0,33,42,89,50,23,43,41,67,71,74,75,68,92,2,25,13,19,29,11,44,27,98,62,77,90,46,60,51,95,58,55,83,69,36,93,86,66,40,54,34,88,7,64,99,57,35,39,24,8,5,3,22,26,17,76,65,91,59,49,79,70,47,20,96,45,97,10,81,1,94,85,28,48,32,9,15,37,73,80,6,72,12,31,52,38,30,63,14,21,4,84,56,78,16,61,82,53,18
d53,81,34,36,13,37,85,20,59,86,89,87,49,21,71,47,29,45,73,88,7,12,77,42,53,57,68,50,48,24,67,93,63,3,25,22,96,26,74,75,98,19,33,70,4,83,32,39,17,92,56,41,46,40,64,55,66,43,79,52,1,31,8,5,2,18,80,0,10,82,16,69,44,97,78,51,95,65,35,61,58,23,15,84,27,99,14,28,94,72,90,76,91,54,60,38,62,30,9,6,11
d21,90,22,80,71,94,61,39,40,59,67,21,47,32,14,27,53,84,33,5,87,92,37,81,62,72,13,31,58,29,98,57,83,18,43,45,66,60,95,19,4,99,35,88,25,20,96,93,36,56,10,82,8,55,69,7,11,74,91,0,50,68,2,63,76,79,38,48,30,54,78,3,24,64,6,16,85,41,12,86,65,46,89,44,9,49,28,73,97,17,34,52,77,42,51,75,1,70,15,23,26
d94,18,61,83,4,25,87,72,56,28,10,58,41,5,46,81,37,82,70,27,92,66,94,16,35,79,50,99,75,90,19,20,74,45,21,26,71,78,60,59,63,39,9,53,40,7,33,15,6,12,13,43,17,95,91,93,49,47,38,65,73,76,24,77,36,57,32,22,54,86,55,64,98,67,30,1,96,84,48,52,29,97,11,89,44,8,88,3,69,85,51,0,31,68,62,23,2,80,14,42,34
d58,19,79,77,85,90,53,60,97,23,96,55,41,67,62,52,26,13,98,7,70,9,73,36,88,91,93,71,38,75,54,24,10,3,17,46,12,2,84,94,40,42,32,66,87,5,22,20,78,1,74,30,34,28,64,11,57,6,4,92,89,33,31,65,43,39,56,82,59,49,35,81,25,76,80,58,50,48,86,8,95,44,37,61,83,68,29,14,18,45,15,27,47,99,21,69,16,63,51,72,0
d51,55,64,75,49,2,8,15,62,38,83,65,96,45,9,12,71,5,86,98,47,58,18,11,21,82,40,79,14,72,57,27,39,85,53,87,26,32,16,66,31,48,92,99,4,36,42,84,63,91,50,60,19,23,52,95,41,61,6,7,80,68,88,30,51,70,59,17,54,3,56,46,28,25,69,22,0,78,74,34,94,37,1,67,35,29,24,90,13,73,20,43,33,89,81,10,76,77,93,44,97
