,d91,d11,d14,d25,d56,d5,d50,d73,d24,d80,d95,d44,d57,d86,d83,d7,d29,d97,d16,d23,d1,d84,d38,d92,d43,d2,d74,d10,d93,d67,d21,d17,d40,d22,d82,d52,d62,d54,d33,d78,d75,d94,d98,d72,d66,d42,d46,d32,d3,d19,d49,d4,d27,d55,d99,d48,d85,d87,d53,d31,d39,d30,d100,d28,d8,d63,d36,d89,d96,d64,d65,d47,d9,d51,d58,d88,d34,d61,d70,d76,d6,d26,d59,d13,d20,d60,d45,d77,d41,d71,d79,d68,d90,d15,d18,d81,d69,d12,d37,d35
r95,11,7,79,61,12,75,86,4,22,34,58,17,72,57,3,39,66,13,16,40,87,54,28,78,68,9,62,42,97,60,98,1,33,67,8,2,65,55,31,32,30,69,15,70,49,71,93,82,53,27,0,6,41,59,90,23,21,81,44,20,96,26,36,35,25,50,89,37,56,94,24,48,74,10,47,46,5,52,43,73,29,18,76,63,19,64,84,88,77,51,80,38,83,99,95,91,14,85,45,92
r32,52,28,12,31,1,54,24,6,85,13,7,71,76,23,60,90,94,40,58,73,47,63,29,62,2,0,69,44,72,27,33,43,10,9,65,30,39,83,15,95,53,11,70,37,49,99,84,96,48,68,66,64,78,98,41,4,21,89,22,55,45,75,82,80,92,51,8,32,17,42,61,86,88,77,57,93,16,25,59,34,91,56,87,19,74,35,46,5,50,38,97,14,26,67,36,3,20,81,18,79
r75,87,98,40,58,33,10,64,66,79,14,7,69,62,70,24,27,73,85,84,54,88,19,94,57,67,9,28,43,37,25,17,63,42,6,89,30,5,15,99,8,74,80,82,52,41,11,97,83,72,78,95,32,35,46,2,0,38,1,22,3,49,13,68,20,76,90,45,44,4,56,75,55,31,39,29,26,96,34,65,59,77,61,51,48,91,16,86,81,12,47,50,60,71,53,21,36,92,93,18,23
r45,26,31,82,35,50,54,69,7,42,68,96,23,3,55,27,98,46,41,61,76,79,85,39,90,14,71,34,64,93,5,75,51,1,94,72,21,0,44,37,25,91,11,12,63,18,29,6,73,78,65,70,40,89,53,87,9,58,49,45,52,30,83,43,66,77,48,32,28,22,4,15,56,24,10,99,47,8,57,80,59,62,36,88,84,16,2,60,33,74,19,20,97,38,92,17,81,95,13,67,86
r14,4,45,57,49,98,60,77,8,59,26,68,76,75,3,1,56,44,74,32,34,31,94,40,63,95,43,84,28,86,50,90,87,23,61,42,58,80,73,29,0,10,51,55,18,99,83,65,13,24,14,5,21,96,67,9,69,17,79,48,30,46,72,20,54,91,92,25,66,16,35,37,47,38,19,15,33,88,12,7,81,64,93,62,22,6,52,70,78,85,2,53,41,89,39,82,36,11,27,71,97
r84,91,39,40,21,68,20,13,66,76,36,99,19,62,80,47,95,65,46,86,3,79,7,31,88,33,56,78,26,4,22,70,52,98,42,43,51,82,18,59,96,14,64,75,77,83,87,93,92,73,28,8,85,37,29,54,97,49,5,12,2,45,6,10,9,25,60,16,50,89,32,53,74,11,41,24,90,30,1,23,48,72,57,69,44,15,55,35,38,81,27,17,63,67,61,71,34,58,0,84,94
r34,26,40,56,87,96,94,2,6,81,4,59,60,5,88,62,69,71,39,21,12,53,47,37,16,83,68,86,42,65,84,64,3,51,19,57,78,75,63,18,41,35,22,48,58,74,95,79,93,0,97,89,98,99,43,11,15,10,45,25,38,32,49,91,55,82,29,73,72,31,13,8,50,23,80,9,20,77,67,54,14,7,66,34,44,52,85,46,30,76,17,27,36,90,1,70,61,28,33,24,92
r42,9,52,50,67,82,65,7,27,34,51,15,24,43,62,10,22,46,56,41,58,5,87,59,25,31,89,97,40,96,19,0,2,95,73,80,37,33,23,83,36,70,26,14,61,93,85,12,38,44,84,48,77,64,54,32,94,20,79,66,63,21,29,16,74,72,86,57,13,53,91,47,1,92,30,55,17,3,78,71,18,60,68,98,69,99,35,8,39,81,49,76,4,28,88,45,90,11,42,75,6
r58,12,17,64,29,98,42,75,51,36,44,92,31,99,2,3,28,18,48,73,9,96,30,52,13,23,76,93,55,68,4,53,70,84,14,16,21,61,95,5,26,78,85,87,34,6,47,54,43,62,69,58,63,38,74,41,97,60,81,90,27,1,56,66,83,67,19,35,89,91,86,82,71,24,50,0,22,77,10,25,15,72,65,8,80,59,11,57,32,7,88,37,45,46,94,39,79,20,40,33,49
r88,78,87,10,53,26,64,66,19,98,11,70,81,18,50,0,3,37,33,35,54,77,74,34,84,72,1,16,68,60,99,73,89,56,21,80,39,47,94,88,55,9,38,62,45,25,49,82,65,44,20,69,2,42,52,24,93,67,57,12,40,46,79,6,30,17,43,27,95,4,41,71,28,76,86,29,7,14,75,91,15,61,96,31,36,22,92,8,48,5,13,32,90,97,85,51,83,63,58,23,59
r9,32,38,50,78,55,23,17,36,63,92,31,61,1,19,4,24,64,80,12,66,45,71,35,89,65,62,79,43,70,46,57,87,91,22,88,69,68,39,95,56,74,30,9,67,11,75,10,41,6,96,93,84,97,59,26,77,2,86,21,29,52,85,16,73,49,81,58,54,25,40,3,76,0,34,90,8,60,53,37,27,13,44,51,48,42,82,7,5,99,72,83,98,47,18,33,15,20,94,14,28
r89,0,5,70,63,42,6,27,88,14,90,60,43,32,7,39,82,18,30,56,49,45,34,67,69,11,68,4,3,61,19,55,37,91,36,24,10,38,78,2,75,94,58,40,64,80,44,51,35,84,97,96,76,54,93,20,65,31,12,59,77,92,9,23,87,50,47,66,83,52,85,81,1,16,26,21,46,74,62,72,53,89,48,79,33,28,29,86,41,8,22,15,99,71,13,17,98,57,73,95,25
r6,43,57,37,20,49,9,73,88,42,86,55,62,72,89,28,63,15,41,65,40,52,31,7,47,30,44,84,39,36,6,54,14,74,64,78,22,97,56,35,98,10,81,70,2,1,51,61,0,96,69,5,58,21,95,92,33,16,23,87,91,68,60,50,80,53,59,46,71,19,45,93,99,79,66,76,67,75,3,4,32,82,94,83,85,77,12,29,8,11,17,18,13,90,25,38,48,26,34,27,24
r53,19,34,16,29,96,54,59,70,45,14,4,74,75,50,47,78,94,38,8,21,46,0,88,23,61,65,10,22,37,71,28,97,89,73,83,86,68,6,84,66,1,35,17,67,60,58,90,25,13,18,33,99,44,5,31,55,32,48,87,2,92,93,91,20,63,98,79,95,76,12,56,72,7,62,69,51,42,39,41,27,9,3,36,85,64,77,26,43,81,57,24,52,53,11,82,40,80,30,49,15
r47,52,57,48,95,3,51,71,55,2,59,46,34,6,44,86,30,11,90,75,63,68,84,77,53,88,47,50,61,41,81,33,14,67,9,35,21,5,36,37,85,15,79,99,25,22,26,78,23,38,42,96,76,7,80,24,10,66,8,83,29,73,20,70,4,69,87,13,74,54,18,1,27,98,72,17,32,65,28,89,93,19,60,43,31,92,45,91,56,39,64,62,16,12,0,94,40,97,58,82,49
r64,22,49,89,34,19,11,65,17,5,52,24,84,45,47,8,76,86,79,69,97,39,90,91,28,35,2,23,98,68,37,54,41,92,6,81,25,87,43,20,62,93,7,32,70,82,4,53,88,58,40,33,1,16,77,46,26,66,78,30,14,29,99,48,57,38,0,55,3,71,95,13,21,56,10,61,74,83,64,63,94,72,67,60,42,80,59,50,27,96,73,75,18,51,85,36,9,15,12,44,31
r86,81,87,5,97,77,86,92,16,39,56,62,1,68,89,99,28,15,2,65,91,13,79,23,61,66,54,72,35,29,42,85,49,59,71,9,8,43,70,30,90,75,25,4,6,58,34,55,14,76,63,18,37,10,60,84,26,94,50,11,31,74,7,32,44,82,88,51,64,27,24,17,21,67,48,98,93,38,78,53,40,83,41,19,52,36,57,0,69,22,73,45,47,95,3,20,96,46,33,80,12
r69,84,59,1,32,7,47,0,98,69,53,23,92,73,56,39,82,4,10,9,68,71,62,12,16,49,60,31,40,81,34,26,18,99,27,43,86,67,41,93,80,8,51,54,65,35,52,21,37,50,57,33,79,19,36,78,5,2,45,61,96,24,38,28,90,63,66,76,25,72,87,58,3,22,55,70,13,77,14,29,64,89,88,83,20,91,6,30,94,75,97,17,74,85,44,42,95,46,15,11,48
r77,68,31,67,58,87,69,50,33,99,79,51,86,36,93,62,61,24,63,75,60,78,64,32,18,23,7,43,88,1,14,27,80,22,28,12,42,81,17,74,96,48,83,15,59,41,8,45,55,34,84,37,89,90,66,40,29,25,95,97,38,92,94,44,82,19,0,72,70,3,56,5,10,73,85,46,71,21,35,20,47,4,9,54,26,98,53,91,77,49,76,2,6,52,13,30,57,65,11,39,16
r80,77,34,32,52,13,27,98,26,85,4,17,54,73,25,3,1,59,44,83,68,21,97,61,35,6,53,62,15,75,47,22,29,84,69,88,58,33,67,30,95,70,38,99,31,37,19,86,92,8,80,81,40,51,16,89,94,78,65,14,46,87,36,24,39,11,0,74,72,56,23,5,63,57,55,9,82,42,49,45,90,12,76,64,60,71,96,79,28,43,50,20,7,66,93,2,18,91,48,10,41
r39,50,8,64,95,25,86,30,29,12,44,26,22,33,85,45,3,82,53,46,32,96,6,62,49,38,91,59,37,20,39,23,68,7,87,75,15,24,34,90,48,27,81,97,51,18,4,83,31,9,76,73,17,36,47,99,1,92,16,11,77,74,93,41,21,61,0,28,69,98,63,54,67,10,35,43,80,70,78,42,71,56,40,55,19,66,84,57,2,94,14,89,52,88,5,72,60,65,58,13,79
r1,26,19,3,18,44,5,47,49,55,80,84,8,2,62,81,12,31,72,7,87,68,15,73,43,97,56,92,34,20,70,37,17,60,95,14,42,45,10,36,28,57,71,53,85,99,61,24,41,93,79,52,54,69,89,1,67,0,25,40,65,59,64,96,76,82,29,23,27,13,38,90,51,94,91,58,21,16,98,9,11,6,4,78,83,88,77,35,30,48,86,75,66,46,22,39,74,32,33,50,63
r78,15,66,1,18,61,37,88,59,33,80,20,84,11,28,6,48,51,50,62,0,65,2,40,38,91,90,56,78,25,81,7,83,13,98,42,64,72,69,82,63,39,46,22,92,14,4,16,44,30,49,85,77,41,71,3,87,31,73,53,9,52,67,95,47,58,93,35,79,12,10,74,89,32,94,23,54,5,60,24,8,27,17,97,34,26,29,86,19,96,21,55,70,76,45,75,36,68,57,99,43
r83,38,76,29,11,23,65,64,43,78,39,30,77,82,91,10,17,69,32,24,12,66,0,72,50,46,84,15,92,54,74,95,48,99,49,27,71,60,26,86,36,79,61,5,34,96,88,35,18,98,93,97,68,1,89,85,81,94,47,73,56,7,83,70,58,2,87,8,90,44,42,33,45,53,25,57,62,55,80,75,21,22,40,52,59,19,31,4,41,6,14,37,63,16,20,28,13,9,3,51,67
r57,56,29,25,26,88,1,76,92,10,4,86,34,22,43,89,6,55,98,41,36,44,91,16,24,80,47,83,14,31,73,97,62,99,54,85,12,70,30,53,45,77,50,78,32,60,9,11,64,59,81,96,42,58,17,7,40,67,27,39,21,3,79,23,20,5,74,19,8,51,18,94,68,28,38,13,69,2,33,72,71,84,57,37,90,66,0,95,35,87,49,46,52,63,75,82,15,48,93,61,65
r44,62,89,52,71,10,97,35,60,8,66,80,63,84,21,1,75,4,17,32,94,37,2,9,22,78,91,19,7,45,64,95,46,39,82,81,44,33,83,79,15,50,90,76,70,20,31,34,25,61,11,29,13,51,68,30,6,58,99,12,93,74,98,43,5,56,85,72,69,3,55,42,67,88,16,18,41,77,26,87,0,28,48,73,65,23,92,24,40,54,86,38,59,14,53,49,96,47,57,27,36
r59,76,38,7,52,11,77,63,59,39,45,31,17,8,48,25,91,55,60,35,80,4,23,66,0,47,82,50,65,27,5,79,70,42,94,62,54,22,46,44,13,32,58,71,49,21,64,90,29,68,24,18,84,81,98,26,43,14,19,16,73,28,51,41,88,30,37,69,9,33,40,97,87,53,92,75,36,20,74,67,93,12,3,2,10,56,6,72,86,1,85,57,15,89,61,83,34,78,99,96,95
r24,26,46,1,31,98,30,68,58,43,89,9,62,17,72,3,85,29,38,42,6,10,19,50,0,14,81,95,71,7,21,36,66,32,18,69,54,74,33,12,53,92,51,83,59,35,96,67,15,2,37,70,27,48,4,97,55,24,20,73,91,60,39,28,90,78,23,34,64,87,61,80,8,99,5,88,25,93,11,56,94,44,82,79,47,49,22,84,52,77,41,76,45,86,16,75,57,65,63,13,40
r81,4,2,15,28,1,21,49,75,5,44,86,20,54,31,19,87,60,66,37,7,3,40,97,94,95,27,79,69,18,61,53,50,42,43,24,70,11,56,63,62,78,36,84,17,16,35,90,71,32,68,25,96,51,77,26,93,29,91,59,30,89,72,55,73,10,88,76,0,85,52,23,39,41,9,47,48,8,67,46,82,99,98,45,64,65,58,6,34,80,13,22,74,83,12,14,81,92,38,33,57
r60,81,2,45,88,80,17,25,16,89,67,42,18,47,3,95,6,99,28,96,27,19,41,31,11,10,83,24,71,66,82,0,35,98,78,72,20,14,94,30,85,46,51,57,22,15,5,34,55,77,9,60,21,40,44,92,49,65,61,1,75,64,70,54,32,53,26,56,59,43,4,33,39,62,23,84,58,48,74,36,87,12,29,69,7,37,76,8,73,97,50,91,93,90,38,86,63,13,68,52,79
r68,24,23,52,10,76,66,22,67,5,28,56,96,81,79,7,61,89,3,43,53,77,91,45,97,21,1,82,9,75,18,16,13,19,80,63,72,57,37,4,47,95,55,60,62,0,59,17,33,20,71,15,69,8,39,44,42,68,90,93,48,29,26,11,46,6,88,31,35,38,12,36,2,99,83,51,70,14,32,84,94,65,54,85,30,27,50,78,41,73,40,34,86,25,58,74,98,64,87,92,49
r20,23,63,64,4,19,68,10,33,36,24,99,37,76,25,69,20,73,39,43,85,13,70,93,66,47,14,1,18,34,79,58,46,78,72,62,61,86,29,96,75,89,0,74,91,22,9,26,5,30,6,55,28,83,27,65,92,52,87,53,21,16,38,45,81,51,67,17,35,48,77,42,97,11,82,32,88,94,3,50,7,44,31,57,41,98,80,71,8,15,95,56,54,90,60,59,84,49,40,2,12
r71,89,70,53,56,76,93,8,84,22,48,98,23,68,16,20,60,79,80,25,31,42,36,83,71,28,77,75,54,61,51,81,17,10,73,11,35,90,14,40,95,0,74,49,21,30,32,12,63,69,62,58,38,29,78,27,92,6,52,59,86,9,50,19,7,4,41,57,94,18,87,1,65,66,99,47,91,82,72,37,44,33,97,46,64,39,2,45,43,85,13,15,55,5,26,67,88,24,34,96,3
r94,94,59,38,47,82,63,13,81,37,57,17,42,54,29,83,89,88,61,51,27,75,23,71,90,64,12,28,40,60,26,25,35,70,8,66,58,34,84,16,6,74,31,2,3,10,1,21,50,62,77,46,33,97,49,79,48,18,5,68,91,92,32,52,22,11,73,56,41,45,78,53,99,96,9,76,93,24,43,95,15,30,98,0,36,39,14,86,80,7,4,20,87,69,44,85,65,19,72,67,55
r38,84,91,37,12,17,30,95,16,73,54,5,99,90,93,55,27,97,53,24,32,83,58,4,19,96,35,10,71,98,75,85,8,87,38,42,2,51,18,3,34,60,64,78,0,57,62,45,63,41,9,69,43,20,68,44,66,13,26,11,67,88,29,52,14,82,76,33,74,36,56,22,70,1,7,21,40,94,6,81,49,23,15,50,46,25,92,39,79,28,86,80,77,89,61,31,72,47,59,65,48
r13,9,41,95,26,13,0,86,42,87,8,74,56,94,57,12,92,55,83,53,1,69,79,85,49,68,5,11,35,31,99,3,40,63,38,43,90,10,28,33,25,39,81,93,59,65,46,17,4,47,78,29,76,80,98,58,72,71,50,24,66,91,48,30,97,20,45,15,75,36,52,23,60,89,54,61,21,84,32,22,82,70,64,51,73,18,27,16,7,37,62,2,14,44,34,88,6,67,77,96,19
r82,82,98,85,57,31,29,25,39,32,16,61,69,7,37,86,36,90,27,4,48,74,75,97,33,84,17,63,62,6,88,45,91,1,92,11,66,78,15,41,87,76,60,10,95,79,24,13,47,43,89,77,65,49,99,80,22,42,18,2,14,53,51,38,5,46,73,0,3,64,67,94,20,30,28,59,96,93,50,40,71,54,56,55,8,19,12,58,83,70,34,26,81,9,35,23,72,52,21,44,68
