,d90,d46,d57,d4,d9,d54,d68,d2,d11,d72,d80,d16,d60,d89,d63,d22,d31,d77,d3,d98,d91,d85,d70,d18,d67,d30,d97,d74,d5,d58,d33,d84,d17,d79,d23,d28,d32,d7,d52,d100,d99,d64,d49,d19,d42,d53,d1,d34,d15,d82,d21,d25,d55,d35,d93,d78,d95,d76,d39,d26,d20,d6,d69,d88,d45,d87,d47,d59,d41,d48,d86,d24,d96,d43,d13,d94,d36,d73,d40,d92,d14,d75,d38,d50,d56,d61,d44,d51,d10,d29,d81,d66,d8,d65,d27,d37,d12,d62,d83,d71
r70,95,44,14,70,52,49,64,54,63,34,72,36,79,8,38,83,92,25,86,56,6,87,99,67,12,2,21,19,20,61,23,27,65,82,41,40,17,57,18,88,74,55,84,81,75,16,51,7,11,28,77,76,26,53,4,10,89,3,29,9,30,97,60,46,69,91,24,42,50,78,58,62,35,48,43,73,71,80,5,1,33,13,39,37,22,93,32,85,90,94,31,15,0,96,59,47,66,68,98,45
r1,73,16,28,4,88,81,29,23,97,52,93,65,39,2,84,66,60,74,90,59,20,40,96,38,10,79,17,3,92,30,55,94,47,62,44,35,34,95,51,50,85,57,54,67,63,49,82,86,5,27,26,48,80,9,99,53,11,14,64,0,33,69,36,21,42,31,91,72,25,77,56,70,7,46,87,19,18,22,71,13,43,8,83,58,32,24,68,41,61,98,89,37,1,12,15,75,45,78,76,6
r88,36,80,54,53,66,0,31,49,24,20,10,21,90,70,64,3,29,98,35,30,82,56,72,92,7,60,62,18,83,84,76,37,58,1,25,43,41,86,14,97,67,42,28,50,68,11,2,32,59,77,96,45,75,47,17,65,51,95,87,55,99,88,39,73,15,26,94,44,9,27,93,34,12,6,61,91,89,85,74,63,40,48,78,81,33,46,19,38,5,16,71,79,52,22,69,8,57,13,4,23
r17,34,27,17,55,65,37,38,75,28,30,97,18,47,21,57,79,99,74,80,63,42,71,62,93,44,50,1,92,54,86,11,35,2,23,48,85,59,12,82,88,84,91,69,32,77,13,14,20,6,39,95,26,15,49,36,64,72,96,31,66,81,52,40,53,3,24,22,10,29,4,58,83,41,90,19,9,51,70,43,94,89,56,76,73,0,8,78,98,46,7,25,87,5,67,45,33,60,16,61,68
r27,69,9,44,80,83,1,14,31,78,46,6,42,4,85,28,73,22,64,23,55,12,33,39,0,8,21,50,48,11,65,15,17,91,88,40,18,57,63,95,59,38,24,92,60,70,99,71,34,98,89,62,32,61,75,94,19,41,25,93,20,68,72,66,67,52,58,7,37,43,84,26,74,3,27,47,82,30,10,76,5,97,56,2,35,90,13,96,29,54,79,77,49,87,86,36,53,16,45,81,51
r41,90,93,64,10,58,79,33,27,72,25,68,95,50,81,40,89,36,20,97,29,75,57,12,92,8,42,62,63,0,91,11,39,67,60,66,47,6,4,65,31,52,17,1,28,15,37,44,49,82,80,23,43,21,41,84,51,53,22,83,71,19,18,30,86,76,32,14,7,13,35,61,45,96,2,3,99,16,98,56,5,26,85,48,88,54,73,38,34,74,55,77,87,59,46,69,70,94,24,9,78
r39,28,19,4,39,24,13,96,55,48,12,3,69,1,63,83,97,72,76,30,42,22,37,60,7,78,11,27,58,68,41,84,59,89,38,25,67,20,92,91,0,9,49,5,23,46,52,77,16,53,2,98,6,64,80,45,95,54,73,36,18,86,62,32,57,44,10,81,15,26,21,82,79,33,71,88,61,85,93,34,35,8,94,56,87,31,47,65,17,43,40,29,75,66,50,14,70,90,51,74,99
r90,18,78,20,35,53,55,37,88,43,83,85,95,76,82,65,81,8,87,30,48,58,29,70,97,96,34,25,24,50,56,90,0,60,15,32,1,42,75,64,12,67,86,4,59,92,39,91,31,66,54,46,47,11,38,3,40,45,77,99,10,9,22,21,80,73,72,17,26,5,69,7,93,52,63,57,51,44,14,74,2,49,33,23,89,6,13,98,16,94,68,84,27,36,61,79,28,62,71,41,19
r72,38,51,50,75,76,10,12,42,44,69,6,84,86,5,48,58,54,61,66,29,65,94,53,59,31,52,8,14,91,81,9,72,56,37,17,85,64,25,47,19,78,83,13,97,80,23,11,16,36,93,79,20,96,49,15,62,2,32,57,43,35,82,70,98,99,18,55,92,22,1,4,24,88,7,89,63,73,40,95,77,0,90,30,67,87,28,39,33,34,27,3,26,68,60,71,41,74,21,45,46
r92,61,15,22,59,76,56,17,57,89,69,60,85,39,32,44,9,20,14,70,82,13,71,31,99,46,12,8,5,62,72,67,74,38,29,79,40,26,48,55,80,87,92,6,11,86,36,58,10,51,81,37,53,7,97,90,68,65,34,50,91,25,64,78,3,45,54,84,83,23,42,2,88,1,98,77,28,16,19,21,94,96,24,43,93,0,47,63,35,49,66,95,27,30,41,75,18,52,73,4,33
r66,7,23,29,50,55,14,43,19,74,81,3,93,64,31,49,77,52,4,44,78,16,56,97,10,67,12,58,83,17,88,75,94,33,85,87,54,11,91,35,92,25,53,48,40,39,1,22,61,26,63,76,70,37,46,28,27,99,71,80,47,2,24,68,95,59,69,73,79,51,96,72,45,34,60,18,41,20,6,15,62,66,36,32,5,9,90,86,42,82,57,8,30,38,13,98,21,65,89,84,0
r30,76,67,97,25,56,19,88,42,52,80,45,55,18,66,92,74,70,6,0,62,11,73,15,82,46,22,7,8,47,93,85,60,35,64,36,29,68,71,91,86,9,57,59,27,24,48,28,12,40,54,81,90,21,49,2,14,87,61,23,16,99,34,78,79,41,5,96,43,3,95,51,94,1,13,38,69,30,4,10,37,44,50,98,39,65,32,26,31,58,89,84,20,83,17,77,72,33,75,63,53
r95,52,82,39,45,47,27,60,31,72,57,79,16,3,1,84,7,85,86,91,78,62,40,4,66,24,74,65,41,30,43,89,29,80,14,8,81,94,98,71,69,10,9,37,61,93,34,51,90,67,23,64,19,21,83,63,49,50,53,17,68,48,58,36,97,13,25,70,55,22,6,15,56,75,42,54,46,33,38,44,18,77,92,26,87,73,35,12,76,20,28,95,59,99,11,0,5,96,88,32,2
r91,81,89,83,6,55,78,0,74,2,62,45,30,60,73,18,31,24,86,7,36,21,57,42,3,25,85,90,48,43,80,59,50,15,98,40,44,12,56,34,61,94,16,64,27,14,69,11,4,70,84,63,19,93,95,38,47,72,28,35,58,88,22,51,54,1,26,29,52,13,67,76,79,17,10,87,82,75,9,23,39,65,91,96,37,49,8,66,68,53,92,5,97,32,41,33,99,20,71,46,77
r73,93,0,53,13,84,38,5,42,16,6,55,4,43,24,61,29,76,83,59,51,95,81,97,12,91,69,86,22,63,37,48,46,28,67,65,60,92,90,68,54,77,41,96,58,31,1,71,30,36,79,15,7,73,94,82,88,39,25,80,85,18,10,19,34,74,98,52,45,21,17,57,99,56,70,26,44,72,9,87,75,49,14,33,32,66,2,40,35,11,64,62,23,3,78,20,27,89,50,8,47
r5,90,26,28,85,80,41,65,86,35,1,94,25,43,75,96,4,33,61,60,57,0,83,97,56,36,27,19,92,10,47,30,18,55,82,68,73,6,58,50,88,2,66,24,22,67,39,87,23,69,46,99,32,74,3,81,12,5,91,71,62,63,72,93,48,8,7,52,95,98,76,78,29,64,84,14,11,70,38,21,16,89,44,34,59,40,37,42,45,51,49,31,15,9,77,17,53,13,54,20,79
r33,85,98,26,24,29,81,43,44,82,9,23,64,54,37,65,80,79,28,4,84,2,46,91,40,77,45,18,96,88,27,11,95,10,87,89,97,8,70,51,99,66,15,13,35,75,47,72,86,25,16,57,38,92,58,30,22,32,61,56,78,42,49,48,1,39,53,21,60,33,69,41,6,17,94,50,67,71,14,52,63,76,73,12,7,31,62,83,55,3,90,59,74,68,34,93,5,0,20,19,36
r24,91,47,59,92,43,30,63,22,23,62,37,7,89,20,58,81,83,17,95,71,73,61,16,46,74,27,34,5,75,25,72,70,57,80,68,64,4,86,19,85,31,28,97,35,77,44,84,32,8,3,76,65,51,29,67,6,10,82,93,38,1,55,41,40,33,90,45,14,18,9,69,53,12,54,96,94,39,66,88,21,2,48,87,52,78,60,56,36,98,11,15,0,50,26,13,24,79,49,99,42
r12,63,26,83,71,33,22,77,0,91,79,14,15,67,93,30,8,85,7,54,29,96,4,64,1,61,98,56,45,49,48,32,28,41,65,59,17,62,3,58,18,6,16,44,20,95,47,9,12,53,86,2,46,37,19,31,70,94,88,51,23,69,40,43,57,50,35,75,90,5,52,42,84,11,74,21,81,82,92,34,36,80,72,76,66,27,25,99,10,78,39,97,87,38,55,68,89,73,13,24,60
r80,9,37,15,82,95,24,52,89,42,53,17,51,50,85,6,54,84,93,18,21,11,75,41,8,58,98,71,49,40,46,47,80,38,16,31,81,19,72,56,44,86,92,10,65,87,3,39,59,45,0,63,48,32,88,64,69,91,55,76,79,13,4,94,73,35,74,97,20,14,30,1,23,33,77,36,83,61,29,25,12,5,70,67,26,96,62,57,7,27,34,22,90,66,43,2,60,68,99,28,78
r4,70,82,47,3,77,27,60,15,46,91,86,78,9,58,62,25,87,17,79,88,63,0,99,44,74,84,6,49,8,69,85,64,67,81,29,56,54,92,13,33,5,68,52,59,11,38,97,75,89,80,19,95,45,66,31,35,10,72,42,28,48,57,83,30,43,93,94,1,76,96,73,55,36,16,61,24,14,53,37,7,40,34,12,22,90,39,26,18,51,98,32,23,21,20,71,2,41,65,50,4
r51,53,47,59,1,22,76,89,30,13,7,15,98,97,80,54,51,84,3,83,94,46,65,79,72,35,29,68,71,42,87,73,28,57,31,33,23,18,75,5,85,92,40,14,64,96,37,27,12,10,41,82,69,60,90,17,25,67,61,63,43,66,93,48,78,21,49,9,2,36,6,77,32,50,70,95,26,16,88,20,4,8,55,52,99,86,39,34,91,81,0,38,24,58,74,56,45,11,19,62,44
r77,90,99,73,47,85,33,38,23,12,63,13,26,39,7,56,96,93,50,45,75,48,92,61,34,84,98,40,1,10,51,49,65,25,66,80,52,3,70,97,42,6,16,72,83,41,31,95,62,69,88,19,20,0,68,14,71,59,74,15,27,78,46,30,67,81,8,79,9,24,36,21,76,18,58,35,11,54,60,57,5,22,29,53,43,2,17,4,87,37,64,94,44,82,86,89,77,32,28,55,91
r76,84,88,13,75,12,0,46,60,15,70,26,64,79,81,73,78,61,44,4,6,49,97,39,9,1,28,65,32,80,69,31,45,47,18,8,90,83,63,16,56,99,27,7,85,72,21,51,37,86,23,74,22,67,42,93,59,57,17,20,89,5,35,77,48,40,98,34,58,82,10,19,2,76,38,55,87,91,24,29,94,66,71,54,11,96,14,3,53,30,62,41,43,52,36,50,92,68,95,25,33
r49,7,92,43,14,54,25,81,60,39,56,22,79,9,50,77,66,37,4,94,49,17,93,63,87,67,75,78,85,27,91,28,53,30,74,83,59,10,64,33,88,24,89,2,68,26,45,5,38,61,97,95,3,47,65,57,36,51,70,82,32,46,48,0,11,21,96,76,69,1,8,99,71,23,41,98,62,34,58,52,16,15,12,6,19,13,18,86,31,42,40,35,29,90,44,80,72,84,55,73,20
r11,24,13,3,97,81,86,74,42,68,10,47,1,28,52,95,4,56,37,51,75,80,96,59,73,5,23,21,33,30,58,18,91,6,64,84,55,87,54,36,83,40,46,94,85,76,44,98,69,14,71,90,26,34,77,70,89,25,15,17,99,60,63,27,19,43,20,78,32,22,12,29,57,93,38,82,61,31,50,39,16,79,35,53,72,0,9,66,92,7,2,45,65,67,8,88,49,41,62,48,11
r19,77,40,30,70,57,2,98,44,35,58,45,91,38,87,74,42,67,65,1,96,62,78,6,93,5,20,36,7,88,18,28,19,46,85,84,13,71,55,92,8,64,11,14,50,26,24,23,61,39,41,32,21,0,34,16,15,37,68,54,73,82,63,69,43,3,48,81,66,4,83,27,29,76,86,17,9,47,99,75,10,51,72,59,95,97,33,80,90,25,79,94,52,56,53,22,31,89,12,60,49
r28,42,6,44,64,10,5,96,68,38,91,11,28,81,17,83,92,70,27,98,80,56,75,57,51,36,24,21,71,85,54,61,89,82,74,66,29,34,20,40,59,63,32,4,79,35,78,86,52,95,7,55,37,58,2,72,19,88,90,31,53,22,13,87,18,3,76,43,69,12,50,77,15,8,94,65,14,48,39,60,30,23,9,0,49,67,41,99,26,47,97,84,25,33,73,93,16,46,45,62,1
r57,92,53,26,67,33,34,0,91,74,9,88,21,8,78,30,48,59,62,23,43,55,71,16,79,14,36,44,76,85,7,83,69,84,37,50,65,40,89,47,51,72,97,56,31,17,96,68,28,77,38,81,11,95,39,13,4,20,35,10,87,1,3,41,70,73,2,25,90,24,61,45,27,66,98,82,94,29,42,19,15,64,75,32,18,6,63,5,86,93,22,54,46,12,99,52,58,57,60,80,49
r78,23,19,44,71,73,37,85,82,95,20,59,68,86,43,27,29,11,46,2,22,41,42,13,98,39,65,34,3,31,83,55,76,53,99,93,30,18,38,63,84,64,51,33,72,96,4,52,40,17,75,25,8,67,78,47,89,57,58,12,10,88,1,87,62,5,50,61,80,26,70,54,36,48,16,21,94,28,69,90,45,14,6,79,91,92,7,9,35,0,15,81,60,56,66,77,24,49,74,97,32
r65,15,70,72,56,79,50,48,45,98,9,4,33,34,43,5,46,22,24,41,23,18,58,77,10,94,29,35,38,93,91,67,21,78,47,36,17,80,20,75,64,71,89,97,53,1,14,68,25,13,61,28,66,54,6,37,65,12,31,88,2,73,86,62,99,76,59,27,57,85,19,44,8,52,81,42,83,60,96,32,74,39,87,84,92,7,11,63,0,95,16,30,26,90,69,40,3,49,55,51,82
r42,94,61,65,1,37,53,7,49,17,34,96,9,67,76,24,19,70,47,5,75,79,21,58,10,30,27,63,93,3,68,46,0,32,22,60,14,92,69,78,95,71,20,82,16,12,23,18,45,62,88,77,56,98,13,36,43,25,83,26,99,97,42,8,81,91,6,85,52,73,59,28,31,4,80,50,90,29,48,15,33,40,72,57,54,38,44,89,2,51,11,87,41,66,74,39,84,86,35,55,64
r83,29,35,82,97,6,37,60,32,27,62,90,65,63,43,78,31,67,20,54,23,51,0,30,40,93,25,55,22,83,28,59,17,87,58,69,5,4,7,10,34,68,14,94,46,8,96,56,64,13,84,74,11,99,3,47,95,88,44,39,21,86,42,48,33,72,92,9,70,57,66,91,50,16,12,85,98,71,53,61,81,80,36,49,1,75,52,2,15,45,18,89,26,19,73,41,76,79,24,77,38
r79,91,62,0,79,15,58,96,64,11,56,77,69,45,19,43,38,29,49,50,54,13,44,65,3,84,39,36,8,74,47,67,83,24,75,99,34,86,80,5,97,42,41,85,17,32,6,31,59,23,20,22,94,93,33,46,92,28,40,14,12,2,10,70,48,95,60,82,53,37,57,52,89,73,1,68,87,66,61,35,30,71,63,88,55,27,18,16,78,26,7,51,9,21,25,72,76,90,81,4,98
r44,67,40,79,1,14,32,3,43,50,88,27,4,5,51,28,65,69,75,30,53,21,52,78,99,17,41,92,44,10,66,59,60,48,9,35,68,62,6,72,80,46,91,87,63,20,56,97,81,19,12,25,49,0,85,22,73,7,34,31,2,61,23,84,36,29,76,74,13,94,57,8,24,37,26,86,11,90,54,16,47,55,77,45,42,70,15,82,98,71,33,38,89,95,18,39,58,93,96,83,64
r86,55,15,85,70,93,49,79,4,7,36,62,43,17,59,58,69,16,98,9,10,48,13,63,74,73,60,41,90,23,3,78,51,76,77,61,30,88,75,99,33,11,65,95,94,86,54,68,18,6,83,31,46,26,28,39,5,84,96,53,14,42,12,89,27,82,25,29,52,35,45,67,66,32,38,0,80,2,81,56,44,1,24,87,64,47,92,37,71,91,22,8,20,21,34,57,97,50,40,72,19
r21,93,89,42,63,10,49,61,66,75,26,40,27,0,91,35,6,85,70,97,54,74,84,94,22,51,28,38,78,76,21,32,47,59,90,45,2,86,33,65,92,31,56,64,25,11,48,16,15,36,87,99,7,37,57,55,3,80,81,9,30,14,88,73,19,23,34,13,96,83,29,50,68,46,5,95,77,53,62,12,4,43,8,24,18,20,67,60,79,17,72,44,71,98,52,69,58,82,41,1,39
r9,94,53,69,14,98,62,97,19,37,25,88,2,45,99,38,60,4,87,46,20,44,3,73,48,22,74,5,79,34,52,51,41,83,6,9,16,31,85,67,92,70,1,86,95,30,91,71,76,89,57,35,80,66,55,78,29,72,17,75,12,82,47,59,93,84,56,77,24,18,49,81,7,15,27,10,61,90,8,21,42,11,33,28,50,68,13,26,32,65,54,43,64,39,40,0,36,96,23,63,58
r18,71,78,51,92,1,50,10,88,44,35,59,86,18,21,15,69,64,3,95,20,80,43,74,16,98,42,96,45,4,76,17,22,0,27,66,6,14,36,72,94,83,89,65,7,12,91,9,85,87,84,90,68,48,32,24,25,47,13,39,75,61,55,26,56,58,46,28,30,49,81,5,57,19,33,63,62,73,70,31,37,53,52,93,8,29,82,60,41,99,97,67,54,34,23,79,38,2,77,40,11
r53,26,98,79,97,47,88,9,76,67,83,37,48,99,77,24,69,58,42,39,40,14,13,12,61,50,86,65,32,49,60,57,41,31,90,68,4,78,3,62,56,33,89,29,35,91,7,27,64,25,55,5,63,21,23,71,22,0,38,16,93,81,46,59,70,80,36,8,45,34,11,74,54,51,94,75,82,30,92,2,18,28,72,96,53,43,15,52,87,95,73,66,19,10,84,20,1,85,17,44,6
r69,64,61,38,95,93,53,8,98,23,46,16,15,76,80,12,19,7,32,81,44,85,90,70,4,86,11,47,84,17,29,42,92,31,83,22,49,52,94,97,50,82,59,21,87,41,57,18,10,28,37,78,66,25,1,9,58,89,35,5,60,27,72,63,2,75,6,71,40,55,20,99,79,96,68,54,88,69,39,3,24,36,56,13,74,77,73,67,26,0,14,48,30,34,43,33,51,45,91,65,62
r97,28,4,54,48,39,11,0,19,13,18,51,81,43,60,6,53,29,59,1,3,75,23,47,26,78,69,72,56,85,96,98,27,32,8,57,74,49,70,41,84,22,50,95,33,21,61,88,2,71,52,73,44,7,68,36,79,82,99,14,12,83,86,10,64,35,63,34,9,67,80,77,97,58,20,90,16,38,15,66,31,92,45,25,94,5,42,93,62,55,89,65,87,40,37,76,91,24,30,46,17
r37,16,33,11,58,87,25,70,94,32,91,18,34,30,54,44,66,26,15,2,96,83,19,80,13,7,49,55,56,27,9,64,10,8,22,60,71,99,12,93,74,53,45,21,50,24,84,36,86,47,79,41,61,88,81,77,85,62,20,67,39,52,0,69,17,28,68,5,35,48,59,23,57,98,72,46,92,75,29,97,3,42,43,51,63,89,65,40,38,76,90,4,6,73,95,1,31,37,82,14,78
