,r44,r25,r49,r39,r84,r15,r13,r70,r29,r36,r62,r92,r99,r17,r85,r83,r78,r89,r21,r45,r97,r31,r1,r26,r88,r55,r82,r96,r57,r16,r47,r69,r30,r100,r93,r65,r35,r27,r20,r23,r68,r2,r4,r40,r8,r41,r61,r95,r50,r5,r10,r90,r43,r24,r73,r54,r75,r22,r94,r32,r52,r79,r18,r64,r33,r19,r72,r98,r56,r58,r48,r80,r71,r63,r87,r53,r81,r60,r74,r86,r67,r7,r91,r76,r6,r38,r37,r77,r3,r28,r12,r9,r46,r11,r51,r34,r42,r14,r66,r59
d4,80,1,54,0,7,62,14,35,9,71,94,86,89,91,6,44,23,11,15,31,12,74,33,77,27,32,73,8,99,26,51,67,93,53,59,90,22,76,38,36,34,70,60,66,47,97,46,65,18,87,52,49,43,57,55,3,30,82,19,37,81,42,16,98,58,13,5,92,95,21,61,88,96,85,20,41,40,69,29,10,2,17,75,56,84,48,72,4,39,83,78,24,68,25,45,28,63,50,79,64
d25,62,48,23,80,0,53,44,40,13,97,86,3,17,29,50,60,39,83,2,25,61,45,43,41,35,56,63,91,98,31,59,89,6,16,34,4,33,51,67,37,1,42,87,71,68,64,92,88,77,82,84,24,69,14,65,52,96,79,9,54,94,26,55,70,20,72,11,74,7,78,10,5,85,38,12,21,58,22,15,49,99,76,46,81,90,93,73,28,18,30,27,8,36,19,95,75,57,47,32,66
d40,66,96,10,92,53,5,55,48,63,42,78,9,32,37,93,75,36,73,47,23,65,1,39,0,4,89,19,18,51,67,84,41,69,7,29,50,2,3,40,15,20,71,61,68,31,95,11,54,98,91,8,27,17,45,14,80,76,81,13,52,62,25,44,35,34,88,74,85,77,56,97,59,30,72,83,21,12,6,82,38,43,16,24,70,87,57,79,64,46,28,49,22,26,58,90,86,99,60,33,94
d23,35,21,57,12,23,15,8,93,33,24,94,87,52,29,81,61,14,86,79,25,71,84,50,53,82,3,19,32,92,38,72,5,54,49,0,39,10,28,1,91,48,97,66,83,46,13,47,41,88,36,34,6,96,77,4,18,9,62,20,65,80,73,7,40,85,60,63,26,78,44,55,31,30,67,64,43,76,51,56,74,37,27,45,75,17,16,68,69,89,22,98,59,58,11,2,42,99,90,95,70
d36,87,6,51,48,39,15,31,43,63,14,3,52,11,68,35,28,91,41,61,81,67,27,83,64,74,88,32,21,56,36,17,60,54,4,10,49,82,16,69,72,5,25,19,70,90,89,18,26,92,47,65,20,53,75,24,80,46,73,86,23,9,44,77,84,59,58,93,99,37,40,22,34,13,66,33,30,57,1,12,95,50,7,45,62,79,55,0,98,71,42,96,76,8,38,97,94,78,29,85,2
d29,0,61,37,84,8,19,14,20,66,7,1,46,22,32,16,88,25,76,33,94,12,78,74,63,51,64,50,17,27,73,92,87,58,57,99,82,34,95,65,11,45,30,86,97,3,96,2,36,21,4,90,98,29,89,6,85,52,48,77,26,47,53,56,71,93,40,54,81,62,35,72,80,39,41,59,83,9,5,43,75,91,68,42,28,38,44,23,69,67,55,70,18,31,79,13,49,10,24,15,60
d43,45,35,64,48,47,8,30,71,42,99,15,52,54,70,92,55,40,59,2,88,21,94,27,33,98,12,81,10,32,77,73,85,97,24,68,65,83,66,23,62,18,87,22,5,96,80,50,56,93,11,13,95,36,17,67,29,76,86,58,34,0,14,19,78,3,72,28,26,91,31,75,61,16,90,25,4,57,74,89,60,63,44,49,1,7,53,79,46,20,9,82,41,69,6,37,84,39,38,43,51
d18,13,81,3,35,8,51,15,25,27,93,71,47,64,76,86,40,37,68,72,95,45,21,90,85,14,7,39,18,4,73,67,79,22,82,2,60,38,70,46,74,0,92,32,16,59,98,36,50,24,42,29,77,48,6,94,54,97,28,34,23,62,75,84,61,83,19,11,78,80,41,58,20,31,49,69,44,96,43,57,91,26,89,87,65,52,10,66,55,1,12,30,33,5,88,63,56,9,53,17,99
d62,21,82,72,52,98,68,0,91,22,55,73,97,85,77,53,39,61,78,23,7,26,14,48,33,96,6,18,92,83,54,62,8,31,11,81,12,65,50,93,46,42,29,34,32,24,19,28,49,86,17,40,13,45,27,57,2,41,63,47,88,9,51,79,36,30,80,4,44,67,38,43,16,99,58,15,56,71,66,76,10,87,74,89,3,20,95,70,37,35,60,64,69,1,5,90,75,84,94,59,25
d83,36,4,24,6,60,28,56,30,65,45,54,17,41,23,79,50,89,66,32,18,25,16,86,81,5,96,7,31,51,21,22,59,1,93,84,55,10,58,78,87,97,72,98,91,48,0,74,77,73,63,70,68,39,67,9,8,29,49,47,61,20,43,33,13,76,14,57,64,53,35,83,12,85,27,11,90,82,52,44,19,34,95,15,71,88,42,62,26,46,69,3,37,94,38,2,99,40,92,80,75
d10,4,84,48,13,89,50,0,27,81,80,90,21,67,6,88,47,75,25,96,22,45,76,91,59,60,87,74,38,43,11,71,30,53,26,82,42,16,15,79,72,78,94,29,93,69,73,58,24,46,83,3,9,62,64,99,41,23,44,10,18,1,20,51,85,33,40,70,52,49,86,17,65,5,55,54,28,35,92,77,57,68,63,14,37,34,36,12,98,39,95,8,19,7,97,31,32,61,2,66,56
d54,64,57,25,81,91,80,4,99,37,65,72,24,10,94,62,89,83,69,76,75,82,88,59,38,18,70,95,35,20,71,34,9,90,26,87,51,41,42,32,96,17,16,27,39,58,28,19,97,15,56,1,8,45,47,12,98,0,53,14,73,60,11,13,6,67,29,7,54,43,36,84,44,21,92,46,77,93,79,50,31,63,61,30,23,55,33,5,49,2,86,74,85,52,40,78,22,48,66,68,3
d84,66,74,21,73,55,48,28,51,56,41,17,53,88,61,90,2,72,59,38,75,99,71,47,87,95,65,23,80,97,37,45,67,24,12,81,5,14,89,63,58,46,44,42,60,29,57,7,27,34,83,19,8,50,98,26,36,22,15,6,10,84,70,94,79,92,52,9,40,20,64,69,35,18,77,96,11,33,85,25,3,16,91,78,93,39,32,54,30,68,82,43,31,49,4,86,1,0,62,13,76
d27,57,40,80,51,55,27,28,91,88,72,31,83,20,84,12,4,52,73,97,0,53,77,66,10,39,47,60,9,18,29,22,43,71,13,67,35,33,69,62,75,34,54,99,93,56,1,78,82,58,36,79,6,24,3,15,17,7,95,45,68,96,44,90,42,64,94,85,49,38,61,32,21,5,59,92,81,41,37,89,98,48,65,46,87,70,86,11,26,14,16,19,50,30,23,76,63,25,2,74,8
d13,29,39,93,69,71,31,95,78,87,64,73,85,6,89,92,47,38,3,44,99,88,54,63,97,48,25,9,61,58,15,33,11,49,1,32,67,17,4,74,0,20,62,2,41,22,45,50,94,83,18,43,75,90,37,21,59,35,26,86,81,56,96,55,40,5,84,76,34,14,23,66,30,46,79,70,19,36,10,12,28,57,68,24,51,16,53,52,8,77,13,98,7,27,72,42,80,65,91,60,82
d53,32,94,80,35,0,82,11,89,7,12,64,97,29,52,10,70,2,47,98,57,78,40,58,1,92,46,77,51,75,85,50,31,18,30,43,42,27,39,21,26,90,73,53,74,48,49,81,28,66,63,59,24,23,65,61,13,84,67,68,71,5,69,17,25,9,55,33,4,72,95,99,54,83,20,37,36,60,86,16,93,87,38,76,3,91,41,34,8,56,96,88,79,62,45,19,14,6,44,15,22
d81,84,40,0,8,41,86,82,58,96,64,80,85,65,70,92,87,68,38,36,89,12,94,48,51,6,10,61,63,43,22,3,88,71,76,99,66,13,79,67,27,42,90,11,9,81,54,72,26,23,20,52,7,98,14,24,78,31,34,62,32,55,2,57,46,15,60,18,56,21,35,83,5,1,91,19,73,50,47,28,45,97,29,17,93,37,16,95,4,25,69,30,44,49,59,74,33,75,39,77,53
d6,4,63,55,62,74,28,38,89,97,15,67,79,96,69,91,81,73,19,17,99,2,32,20,65,1,42,14,37,61,56,40,57,54,49,85,77,12,26,43,31,21,82,87,47,84,75,34,3,60,98,76,64,51,6,7,88,8,10,23,13,9,27,70,95,80,22,39,30,66,0,53,71,25,29,18,72,58,86,16,33,90,41,36,59,52,93,5,46,35,45,11,48,50,83,78,92,68,24,44,94
d75,39,89,62,75,34,79,81,68,84,50,21,95,41,67,83,42,11,97,37,51,14,16,18,56,1,88,38,86,44,45,74,52,73,36,6,31,25,64,94,59,9,20,98,60,49,80,82,23,47,40,46,93,24,54,8,17,26,4,66,76,3,48,43,85,27,92,55,32,12,0,33,90,13,2,72,29,65,77,61,35,15,87,78,53,91,30,99,57,5,7,63,22,10,71,28,69,96,70,19,58
d65,93,92,74,82,29,44,11,64,53,32,43,76,28,65,97,90,67,14,96,10,62,39,77,87,95,37,47,16,25,83,88,63,58,35,81,40,9,3,89,1,18,5,60,33,30,26,34,36,24,61,12,2,71,78,98,79,20,72,50,15,55,68,31,48,54,85,6,73,99,46,86,57,80,38,13,45,0,17,70,69,59,21,52,84,94,23,49,22,56,75,8,7,66,42,4,27,91,51,41,19
d74,53,63,32,82,52,11,80,15,56,98,97,40,84,43,89,38,18,14,4,85,77,41,67,60,7,62,10,1,91,6,44,88,51,68,48,23,93,9,12,47,30,87,94,36,29,86,17,19,57,70,37,95,65,20,55,58,73,96,99,16,31,78,24,34,59,66,74,42,46,61,26,13,0,25,54,72,5,64,39,75,22,92,28,90,27,50,21,3,45,69,33,8,79,81,35,76,49,71,83,2
d85,93,82,17,27,98,4,3,22,44,7,11,62,90,75,68,56,46,21,86,47,2,6,64,20,66,18,87,43,73,91,59,94,32,71,54,40,74,60,96,0,92,37,80,69,41,70,9,77,15,78,50,53,35,55,65,12,16,83,51,13,61,85,76,28,29,36,38,23,57,63,25,97,49,31,67,89,10,84,52,34,95,30,33,5,88,48,79,14,72,19,39,45,81,42,99,58,1,26,8,24
d2,91,67,17,14,26,33,80,97,93,88,73,32,41,84,70,29,22,87,10,90,55,16,81,71,38,28,7,82,15,24,58,31,48,18,77,83,8,30,86,96,47,68,37,54,21,27,66,52,78,89,9,19,76,11,50,62,57,63,85,2,1,59,72,42,6,92,79,23,3,95,56,61,69,65,45,13,4,74,43,94,36,40,25,0,39,49,12,99,46,5,34,44,20,35,53,75,64,51,98,60
d31,14,50,7,23,91,71,18,34,81,63,41,2,43,78,88,27,5,68,89,61,29,85,28,75,33,48,83,74,70,77,72,3,8,86,69,4,12,39,45,32,58,21,40,30,6,96,35,90,49,57,20,38,15,47,65,10,92,55,99,60,59,84,16,19,52,22,87,26,1,44,31,51,24,46,64,56,54,17,98,25,82,42,93,11,79,13,97,62,67,94,66,73,53,9,80,76,95,0,37,36
d38,67,36,13,30,17,9,3,28,18,76,32,37,62,39,24,4,34,33,14,27,50,91,22,86,97,19,11,26,71,20,38,68,82,78,46,5,93,61,70,58,41,23,66,1,80,55,43,40,60,57,2,51,42,44,74,85,6,90,89,87,92,25,64,83,47,49,45,31,72,35,48,56,69,73,99,75,16,98,8,29,7,88,81,21,96,52,12,94,54,63,65,84,15,53,77,95,79,59,10,0
d61,84,59,9,1,83,33,20,34,36,7,11,75,78,15,77,16,57,42,66,8,51,64,81,5,71,63,24,74,88,38,65,13,69,4,2,48,50,12,23,40,73,76,68,85,97,86,25,31,21,53,90,52,22,29,41,17,70,49,28,89,44,14,96,58,39,80,35,37,32,95,72,55,45,47,19,10,30,62,93,3,98,82,87,18,6,26,60,27,56,0,67,92,99,91,79,61,94,54,46,43
d92,71,54,35,55,91,81,94,20,5,48,10,7,66,1,52,87,72,8,25,78,62,18,33,67,32,38,56,76,23,46,27,39,21,6,53,13,43,24,83,89,79,63,22,92,80,86,58,75,50,31,49,30,69,11,99,85,77,9,40,60,59,15,37,36,65,96,97,2,74,0,70,41,19,29,68,61,93,16,4,26,45,73,98,17,14,88,44,42,84,47,57,12,82,51,28,3,34,95,64,90
d98,14,81,94,54,72,35,2,95,76,45,21,93,57,24,60,53,46,70,63,56,31,22,1,13,84,44,55,64,28,62,77,12,29,89,3,52,88,80,20,23,38,96,27,32,58,82,65,99,79,67,74,17,87,86,68,90,61,9,18,75,0,43,10,91,42,97,36,34,98,66,78,7,16,5,49,15,69,25,39,19,4,41,26,47,40,11,92,73,8,50,83,71,51,37,30,85,48,6,59,33
d71,42,13,49,81,35,23,19,62,39,63,85,2,32,20,82,44,24,34,29,28,0,74,67,93,57,78,98,83,94,56,27,91,5,16,14,90,3,40,61,55,99,31,18,37,1,43,6,10,7,52,88,59,41,71,45,53,72,66,65,22,26,33,77,84,9,21,69,30,68,58,75,60,80,25,89,76,51,92,48,86,17,38,11,4,73,79,15,50,64,70,96,36,54,8,87,95,47,97,46,12
d46,54,74,65,72,53,94,34,77,5,8,76,26,46,18,44,58,10,36,73,79,25,21,4,88,57,56,11,71,82,64,80,69,24,99,32,50,47,17,84,28,75,89,62,20,97,98,15,60,38,27,95,9,81,14,68,39,2,43,93,63,33,70,85,66,51,19,1,13,86,7,87,6,22,3,23,35,41,91,40,92,67,52,61,12,31,16,83,90,78,55,48,30,0,96,37,42,29,49,59,45
d60,49,7,4,68,95,58,79,42,70,51,22,12,71,29,64,53,5,84,33,60,16,43,18,6,2,37,45,59,80,17,21,13,44,75,82,83,35,48,9,99,0,34,96,55,14,98,31,66,24,61,72,81,28,67,93,74,30,32,38,54,8,50,40,10,20,62,19,92,89,77,25,27,97,23,1,39,73,91,78,65,41,11,90,46,52,88,47,86,69,3,76,56,36,85,57,15,87,63,94,26
d69,40,84,52,69,67,58,32,72,23,65,10,20,60,53,61,86,26,64,7,59,78,24,0,93,19,6,21,92,27,63,31,44,39,45,33,14,2,25,9,28,38,4,30,80,96,73,68,97,74,89,29,54,82,83,77,66,1,62,42,91,99,15,13,79,49,50,70,37,18,16,36,8,95,35,3,5,71,22,88,48,94,57,90,75,98,47,41,34,12,11,87,46,55,76,56,17,51,81,85,43
d21,27,57,21,4,39,3,32,24,44,23,17,16,76,43,20,54,10,45,59,72,74,38,31,79,62,25,29,80,91,47,94,82,9,89,37,1,64,60,98,65,97,61,7,13,5,90,35,0,48,55,66,67,69,2,58,40,75,36,56,34,14,68,28,51,78,30,99,77,41,92,6,96,86,33,26,71,93,84,88,15,50,11,8,70,87,53,95,49,83,73,12,19,22,42,18,63,46,85,81,52
d87,75,81,52,34,60,99,49,35,58,74,40,18,42,80,95,6,55,94,29,92,61,7,27,38,39,78,32,71,15,46,30,68,57,9,77,25,12,50,82,11,89,28,14,26,76,36,54,79,51,43,87,93,47,45,37,70,63,21,24,66,19,59,33,1,83,86,10,4,90,41,98,72,97,69,56,13,62,31,2,53,91,44,96,88,20,73,65,84,64,85,5,16,48,22,17,67,0,8,3,23
d12,89,65,10,69,31,87,24,52,55,93,33,88,45,49,37,91,22,96,8,13,70,90,9,28,40,2,0,63,60,11,30,44,76,73,5,71,68,14,47,36,34,83,23,58,92,85,4,99,82,12,6,80,48,15,19,43,59,84,29,27,42,54,17,7,20,50,25,86,1,16,46,56,67,79,81,18,32,95,61,26,35,57,77,64,38,97,3,72,51,78,75,21,41,53,74,94,39,62,98,66
d66,39,66,99,49,86,26,98,20,35,62,43,84,93,92,54,36,10,17,50,79,68,87,37,64,42,30,34,19,0,1,73,2,96,63,80,33,57,89,44,85,32,76,88,90,60,59,24,11,91,27,38,15,31,51,70,97,81,40,95,29,77,4,58,71,53,12,8,18,82,47,65,41,55,61,74,23,6,75,72,78,28,45,52,13,16,3,5,48,25,9,69,67,56,14,46,7,83,22,94,21
d100,53,3,34,50,57,42,24,69,59,43,65,85,21,62,79,71,1,5,11,70,36,73,33,46,67,81,22,89,28,13,16,92,31,97,2,32,99,98,93,20,6,61,91,25,76,39,19,37,66,75,60,26,74,44,15,88,51,68,95,84,12,7,72,38,27,90,45,14,9,48,30,80,17,83,10,4,96,56,86,55,23,87,78,54,18,47,29,0,58,40,64,8,63,52,41,35,77,82,94,49
d86,75,62,82,24,10,83,61,98,60,88,70,48,32,1,43,65,71,20,53,25,36,85,86,91,51,42,49,29,19,5,96,58,76,35,68,11,17,72,99,52,74,0,90,57,54,3,6,4,8,55,23,94,9,45,97,39,26,30,38,89,63,44,12,21,59,13,31,16,87,66,28,69,92,34,33,14,84,2,27,37,7,40,81,78,80,73,77,50,18,79,47,56,93,67,46,22,15,64,41,95
d50,25,63,29,54,78,75,6,80,0,51,58,66,52,95,39,5,43,12,97,76,23,72,99,27,86,35,13,45,48,22,37,56,68,59,60,11,61,79,19,74,83,98,57,53,65,41,38,55,18,17,20,26,16,90,89,50,67,81,30,49,14,33,46,3,4,21,7,82,10,91,28,93,1,15,71,85,44,34,47,9,70,84,69,87,96,73,2,31,42,8,36,92,62,40,77,24,64,94,32,88
d16,45,88,29,92,54,96,99,81,18,31,13,89,69,51,19,66,40,80,76,53,39,63,78,79,20,24,52,86,83,36,4,26,35,2,50,27,94,17,10,28,14,41,23,95,21,67,65,60,34,22,46,97,82,16,30,84,0,70,32,9,5,58,57,44,48,85,38,1,25,43,91,7,75,68,56,6,55,11,47,73,33,93,12,3,77,98,59,90,87,8,74,61,71,49,15,62,42,37,64,72
d56,4,12,16,94,8,68,33,30,80,73,79,25,13,64,28,45,86,9,52,53,61,46,67,34,90,93,51,56,39,48,22,59,96,62,1,63,24,37,75,78,11,65,38,5,82,66,55,26,31,2,44,88,99,27,72,18,17,70,57,60,76,47,84,87,43,3,50,95,7,69,32,97,98,49,36,58,77,10,91,35,19,92,40,42,81,54,29,14,21,85,41,23,15,6,74,71,89,83,20,0
d15,65,41,62,93,56,26,15,48,69,81,84,77,28,57,51,88,13,94,10,82,89,3,23,72,73,9,46,35,78,43,59,39,25,50,18,27,70,33,71,29,11,52,76,8,16,55,19,66,61,85,2,36,42,75,97,87,79,64,49,98,90,6,1,32,58,12,14,95,96,22,38,40,34,53,86,44,68,20,91,67,74,17,63,21,83,30,80,37,99,60,4,31,92,0,54,24,7,47,45,5
d19,65,48,78,82,69,92,74,41,20,32,45,19,63,27,95,35,81,33,17,49,7,75,60,84,93,68,40,9,79,0,30,54,23,83,34,21,11,85,5,73,24,18,51,50,12,26,31,67,3,70,25,56,94,96,47,97,10,4,52,1,61,46,37,43,87,64,14,98,76,13,15,80,57,44,59,29,72,22,86,66,88,89,91,39,38,28,8,42,53,36,71,58,62,55,77,99,6,16,2,90
d77,4,89,70,87,11,31,60,6,80,63,95,76,9,23,64,68,43,25,81,83,77,54,45,7,61,46,14,32,18,17,30,38,71,44,94,84,20,19,39,2,73,97,99,8,69,90,10,67,98,15,27,96,59,52,1,79,50,56,66,55,0,49,75,82,12,53,72,21,5,62,57,37,29,48,26,85,93,41,35,16,86,13,36,47,42,28,51,92,88,34,74,24,91,3,33,58,40,22,65,78
d68,31,42,46,36,96,49,28,66,68,97,98,39,60,82,54,59,3,48,37,45,6,83,13,92,65,25,55,24,81,11,17,50,67,27,77,71,1,89,72,23,0,75,41,47,56,33,20,4,88,5,38,16,51,19,86,61,2,53,76,52,91,21,9,85,29,15,35,14,84,99,79,70,34,18,93,94,80,40,62,95,57,43,44,32,73,90,74,30,69,64,78,12,87,63,8,26,58,7,22,10
d90,59,17,52,2,79,47,0,8,74,18,5,50,67,71,73,11,40,26,55,20,72,31,75,21,83,12,32,98,90,7,44,13,60,51,3,36,49,39,61,94,85,53,45,89,57,25,54,56,48,93,80,4,77,28,69,92,42,76,30,6,66,43,1,16,68,62,63,82,58,78,91,29,19,95,70,10,15,41,65,27,46,64,84,33,35,99,22,23,88,34,86,38,87,96,97,37,81,14,9,24
d11,42,82,79,54,4,36,50,44,85,98,28,89,33,32,70,65,69,24,13,58,97,93,55,88,11,16,14,68,19,9,75,56,37,10,61,73,38,21,20,63,34,59,17,92,84,95,6,31,60,2,23,0,5,74,18,96,40,26,81,66,15,25,1,90,48,53,64,83,72,87,39,62,76,12,86,80,7,47,29,27,52,46,67,30,51,57,41,77,3,22,35,94,91,78,43,99,71,45,49,8
d35,68,14,77,37,31,97,83,70,56,95,12,32,27,55,48,24,26,59,61,92,94,1,99,91,81,93,7,18,53,38,72,46,29,11,10,63,75,9,33,52,89,39,25,98,57,80,90,6,84,16,30,34,44,2,62,43,87,41,3,20,35,82,13,76,40,5,45,36,79,96,78,50,51,0,28,54,88,85,17,8,21,42,69,65,64,19,15,67,74,71,49,23,73,4,22,47,58,60,66,86
d48,26,66,97,62,43,50,78,7,33,81,45,48,87,47,40,2,41,57,93,15,90,56,61,49,37,20,3,51,77,52,70,9,27,14,84,99,42,80,10,75,29,53,54,4,76,28,36,74,60,59,72,71,35,21,34,69,67,85,23,79,44,30,92,5,1,18,8,83,19,65,98,94,24,17,86,25,64,31,46,13,39,82,73,11,95,89,0,88,91,16,22,38,32,12,58,6,55,96,63,68
d94,6,43,75,89,12,80,61,91,62,58,55,42,90,60,26,9,13,18,77,98,50,37,71,73,81,44,92,39,66,76,74,10,41,82,3,78,11,59,49,34,35,83,99,63,47,96,97,65,72,51,68,29,28,2,31,38,70,7,16,67,85,95,20,52,57,33,45,88,94,53,8,15,0,79,17,46,5,40,32,36,69,30,19,14,48,27,22,21,54,24,4,56,93,84,87,23,64,25,86,1
d28,44,29,81,15,92,23,56,65,73,83,93,34,94,53,31,46,76,87,32,90,6,25,45,17,66,86,2,62,88,30,22,78,74,58,72,43,26,84,47,35,27,55,12,16,77,28,0,80,14,89,98,57,24,60,71,4,68,85,67,99,97,8,63,13,61,37,59,36,75,70,51,79,20,11,49,21,69,9,1,82,18,38,64,96,5,48,40,33,3,19,95,50,7,41,39,10,42,91,52,54
d72,97,98,24,16,11,79,81,83,6,90,77,33,19,39,21,70,50,31,84,65,35,73,75,64,30,53,85,22,3,2,54,0,99,88,93,55,9,72,44,91,74,23,40,45,76,26,27,1,71,80,32,41,29,59,87,69,96,5,8,49,63,12,28,34,60,4,51,36,20,14,82,78,38,25,17,89,15,62,56,58,13,52,18,10,43,68,42,46,7,94,37,61,47,57,48,95,86,67,66,92
d95,75,93,17,62,44,92,58,29,73,80,88,4,2,96,86,81,79,21,43,23,40,52,22,20,76,65,55,10,42,35,60,19,13,59,48,45,57,98,36,9,74,99,53,82,97,7,38,89,91,68,51,41,12,69,46,37,0,67,5,24,27,64,71,78,70,61,47,3,6,30,83,14,95,11,50,33,16,94,63,66,26,32,34,28,49,8,1,56,77,90,54,25,85,39,31,18,84,15,72,87
d96,11,45,46,19,99,80,60,58,90,69,43,34,17,70,62,79,82,91,87,16,84,50,38,92,47,98,30,48,14,97,71,81,18,33,61,54,8,85,3,88,15,10,25,29,28,12,55,7,41,86,68,65,78,51,93,57,21,73,0,95,49,75,6,35,23,77,67,26,39,76,83,9,32,72,31,37,59,96,94,24,2,1,44,4,89,13,42,5,74,36,64,53,40,20,56,22,66,27,52,63
d8,75,9,12,2,63,4,81,5,30,38,16,86,80,88,60,93,83,73,25,94,37,57,27,46,29,22,40,10,76,32,48,77,44,47,92,51,68,13,17,49,74,7,79,71,39,1,0,53,91,95,54,84,66,33,96,78,19,87,3,67,70,72,98,64,85,62,90,20,55,69,41,52,6,21,8,36,28,45,89,34,23,31,35,58,59,56,65,26,61,97,11,99,43,82,18,14,50,15,24,42
d82,53,51,43,61,30,21,85,31,82,18,64,91,72,79,80,24,15,39,42,50,86,23,20,2,27,66,62,87,49,77,95,14,19,55,8,40,12,90,5,48,59,69,58,13,52,22,11,81,45,34,68,16,60,78,1,98,17,65,99,33,94,47,46,70,6,96,54,71,84,9,28,25,83,35,26,74,4,0,63,97,32,29,75,93,88,56,57,89,41,36,37,76,92,3,38,10,44,67,73,7
