,r45,r86,r49,r82,r22,r36,r73,r75,r88,r33,r43,r40,r7,r56,r63,r5,r94,r59,r1,r67,r100,r91,r8,r87,r24,r85,r58,r42,r23,r12,r13,r77,r50,r14,r17,r15,r66,r20,r71,r18,r4,r89,r93,r80,r51,r11,r41,r55,r21,r29,r99,r27,r78,r81,r30,r68,r35,r26,r92,r62,r9,r2,r57,r48,r47,r64,r3,r31,r69,r72,r44,r54,r37,r83,r60,r53,r76,r25,r95,r74,r98,r52,r28,r38,r97,r61,r6,r32,r79,r34,r90,r10,r96,r84,r65,r39,r19,r16,r70,r46
d77,3,92,26,78,18,42,21,49,61,53,35,80,2,33,38,69,23,58,67,99,57,63,54,60,82,45,64,66,20,4,55,17,12,11,70,95,81,30,1,32,28,50,51,86,87,7,8,71,15,41,68,37,22,29,25,65,84,77,16,90,97,62,96,93,75,27,10,5,14,9,44,19,73,52,34,76,94,31,85,24,13,39,79,43,83,91,74,6,88,47,98,89,56,36,46,72,0,59,40,48
d60,47,15,46,89,4,94,3,21,96,82,95,48,22,54,9,87,67,97,59,61,11,2,37,29,12,51,39,53,17,43,63,18,7,38,0,20,49,44,27,98,65,19,41,90,70,68,62,56,91,55,85,40,99,26,25,8,58,64,28,14,79,77,57,60,71,34,84,52,23,45,42,81,80,88,76,5,13,86,6,50,24,30,93,83,1,10,72,78,36,66,92,16,32,33,31,75,74,35,69,73
d5,53,15,45,83,1,2,65,88,35,50,52,73,67,98,25,26,91,6,14,7,81,8,85,36,86,71,99,39,51,24,42,61,33,34,32,44,75,93,10,82,4,0,30,9,28,70,48,90,66,29,43,13,38,11,58,31,37,97,54,92,78,76,49,94,56,22,17,23,96,59,74,87,57,60,72,47,19,80,84,68,79,62,27,64,55,41,77,63,5,46,69,20,95,21,16,3,12,40,89,18
d67,68,25,23,27,92,36,88,80,96,38,37,94,11,76,87,83,61,71,73,84,9,90,42,1,43,54,60,50,79,70,41,69,33,65,55,58,0,95,32,31,16,86,28,82,75,63,20,51,78,13,93,40,52,66,39,77,14,15,24,35,5,7,97,44,62,98,17,12,57,3,6,59,45,8,85,29,74,4,49,72,34,2,19,89,30,53,22,21,46,18,26,10,81,56,64,48,67,99,91,47
d75,8,13,29,91,17,77,94,46,52,23,99,90,64,45,58,0,22,36,44,73,14,96,39,79,93,32,10,2,66,98,82,26,25,20,86,47,21,24,4,68,67,69,41,95,60,1,89,84,54,61,42,63,19,48,62,3,50,30,71,5,37,92,40,85,55,59,56,9,51,6,28,11,97,27,74,7,88,80,75,78,70,81,33,34,83,57,12,16,72,38,53,76,31,43,15,18,35,87,65,49
d23,68,38,56,80,53,82,21,19,97,23,90,41,30,86,6,1,94,79,28,84,24,35,43,55,33,60,95,89,59,58,78,85,11,72,91,77,73,25,16,76,46,75,64,69,74,39,29,8,50,5,42,62,49,18,65,15,98,96,93,99,87,14,26,27,66,81,83,52,61,67,7,71,22,54,13,63,12,4,57,45,51,2,40,88,47,17,48,70,44,92,9,37,0,32,10,3,31,20,36,34
d31,58,44,54,21,16,3,62,74,20,35,86,66,19,28,4,53,27,98,59,52,51,76,24,87,84,13,39,17,25,11,61,93,63,40,56,8,0,89,18,34,31,85,48,69,75,64,10,92,9,47,91,33,72,23,42,50,96,29,80,43,30,37,73,83,81,70,95,97,90,2,88,94,5,6,45,49,79,7,55,38,78,32,46,1,82,77,71,12,99,15,36,65,68,14,57,41,67,26,60,22
d52,93,24,31,35,61,56,88,97,20,96,65,23,33,45,57,5,10,7,48,2,22,12,60,62,17,0,59,58,72,40,76,28,71,8,90,87,70,75,49,32,63,29,11,52,4,1,79,55,15,21,46,68,67,36,3,84,13,86,64,44,94,39,43,82,80,30,16,47,85,69,81,26,92,50,41,89,34,73,37,95,66,54,9,91,98,83,99,6,51,25,77,27,14,19,74,78,42,18,38,53
d11,79,98,15,60,75,52,94,57,46,13,1,50,16,27,11,87,28,51,90,99,41,38,67,30,7,76,34,4,5,56,91,6,42,26,2,14,33,20,93,47,35,18,63,74,89,3,92,39,82,95,8,45,66,37,64,83,78,29,21,12,59,70,0,17,58,80,36,88,23,53,71,32,24,31,48,49,19,43,73,55,77,25,85,86,65,68,84,22,62,81,40,97,72,54,69,61,9,44,10,96
d56,90,31,57,29,38,75,64,53,70,84,87,16,40,89,51,47,81,78,62,21,25,92,45,0,66,39,65,58,7,52,30,88,35,50,63,48,98,55,68,6,17,32,99,2,27,59,11,12,20,80,14,15,33,56,37,46,85,49,22,95,9,8,54,60,71,23,28,5,42,94,91,73,74,19,86,61,3,72,26,93,44,4,79,67,76,97,41,83,1,43,96,34,10,18,24,82,77,36,13,69
d53,90,68,6,56,14,80,82,61,30,93,64,22,18,55,81,46,51,50,33,42,76,16,65,47,26,12,11,98,25,60,7,73,52,95,97,77,13,10,96,2,28,31,37,70,75,59,88,48,38,78,4,9,5,17,23,58,19,92,0,79,21,27,84,86,32,45,41,8,89,67,1,57,54,40,71,43,24,29,83,94,72,36,66,69,53,62,99,20,15,34,44,35,85,63,49,91,3,87,39,74
d46,49,18,68,63,95,85,69,48,13,23,11,53,6,73,71,75,90,10,47,61,57,38,93,19,96,7,34,78,82,98,26,41,62,99,97,1,35,44,25,50,54,60,89,55,15,42,46,30,94,88,66,77,64,74,67,22,76,20,28,81,56,86,37,65,59,40,24,70,45,83,33,39,4,29,58,12,0,8,79,52,84,36,27,21,51,14,16,80,3,32,87,92,5,72,17,9,31,91,2,43
d19,92,56,44,35,63,58,5,14,65,13,6,88,18,87,17,43,50,94,45,75,24,70,86,53,76,98,37,46,33,90,47,85,68,49,97,54,64,16,31,40,2,21,96,32,4,9,36,67,25,26,42,99,61,19,84,74,8,62,28,78,12,48,66,95,10,81,22,41,55,38,91,60,29,73,72,23,1,27,83,79,93,20,77,34,51,57,39,80,11,7,89,3,59,52,0,15,69,30,82,71
d90,47,15,7,9,53,21,32,16,95,42,89,27,86,59,62,71,70,79,48,98,96,91,57,43,4,35,39,87,61,6,66,84,90,94,99,67,74,3,38,31,26,44,78,24,13,1,25,52,97,65,46,76,81,33,50,30,72,37,75,68,10,92,22,69,73,63,60,82,11,64,58,23,41,36,12,55,77,80,8,2,14,93,18,88,45,49,20,5,54,17,29,28,56,19,34,83,85,40,51,0
d88,2,48,75,76,79,4,77,81,68,24,21,8,32,90,69,42,18,40,55,58,10,82,46,73,35,64,3,15,28,84,65,67,60,92,66,52,31,12,43,97,72,34,11,19,53,56,86,83,62,95,49,27,96,47,9,7,99,25,63,17,85,54,6,37,71,16,39,30,98,78,1,0,61,33,41,45,44,50,93,13,20,87,94,23,14,29,22,51,59,57,74,26,5,80,88,38,36,70,89,91
d71,27,49,69,14,68,28,37,2,46,70,19,67,38,4,65,39,33,11,97,42,41,50,86,63,10,5,64,15,80,32,59,8,88,98,56,91,78,31,21,36,52,23,71,87,73,90,26,44,0,3,57,60,89,84,20,43,77,12,55,54,81,79,1,99,18,48,75,82,6,74,58,83,62,30,34,35,29,93,66,53,16,85,40,45,95,96,51,76,17,94,9,25,61,92,24,13,72,47,22,7
d92,51,13,12,52,9,48,62,68,59,26,43,94,29,87,78,64,5,33,21,45,75,20,80,49,74,36,55,61,23,18,35,88,34,93,69,98,37,15,56,1,97,8,53,25,39,96,40,92,46,7,0,42,41,54,24,38,57,44,84,58,28,90,65,66,19,11,4,50,27,95,16,17,85,91,82,77,60,86,22,71,31,32,3,73,67,72,89,30,79,70,81,6,10,76,14,2,47,99,83,63
d21,90,11,21,8,55,5,84,65,9,63,54,35,40,83,20,79,96,89,45,71,49,98,85,87,12,6,78,48,33,27,24,92,58,14,32,76,51,64,13,43,34,23,2,68,91,86,18,62,53,61,25,10,16,95,66,30,80,29,52,56,31,19,26,82,69,60,41,59,46,17,36,50,67,15,38,99,93,94,22,0,42,97,1,7,37,72,47,73,28,77,75,70,3,74,44,4,39,81,57,88
d79,14,97,58,75,56,84,18,67,45,15,51,20,81,10,64,93,30,0,62,49,31,60,63,22,28,43,47,41,3,27,13,12,52,71,29,98,26,1,78,11,6,36,16,61,8,69,99,72,50,25,32,68,77,5,33,39,24,44,17,21,96,23,48,37,88,35,40,87,70,2,19,66,57,80,7,82,76,95,89,94,92,85,4,53,65,91,42,59,55,73,34,38,83,90,46,54,74,9,86,79
d50,58,4,27,48,30,72,70,9,25,17,28,91,64,41,52,79,71,3,10,83,97,16,36,49,56,76,86,5,7,39,24,73,53,69,92,33,99,82,60,93,63,51,1,96,11,29,45,8,32,22,95,21,0,55,31,98,14,89,38,12,20,35,46,54,80,37,88,34,74,50,26,44,43,15,78,68,81,67,84,47,23,57,62,18,94,75,19,61,77,66,40,59,6,65,87,42,2,90,85,13
d2,60,83,82,26,91,67,34,78,47,68,87,10,33,4,22,13,25,85,71,58,88,15,62,96,55,90,1,44,95,50,14,65,49,12,43,21,80,7,56,66,11,2,92,70,18,93,45,19,57,30,72,74,99,6,97,41,24,23,3,75,51,98,16,29,32,28,84,61,94,39,79,77,0,17,27,46,59,36,69,9,53,81,35,52,37,76,40,89,38,48,73,86,8,5,31,42,64,20,54,63
d32,19,75,52,61,34,69,29,25,23,9,28,26,50,3,17,99,38,82,81,48,86,67,80,90,71,95,14,68,59,56,77,8,74,47,43,2,5,6,16,65,11,37,88,10,1,76,54,46,12,91,31,30,53,66,45,92,13,64,42,98,84,20,60,96,36,33,40,4,63,35,93,0,51,55,97,39,94,85,73,72,32,78,87,21,79,49,57,22,41,89,15,27,18,24,58,83,62,44,7,70
d57,18,54,94,11,1,15,53,5,70,91,60,19,83,16,76,24,3,56,93,78,34,99,98,36,27,44,90,65,43,62,0,49,96,46,14,84,29,22,10,81,25,4,87,72,31,37,28,88,6,26,85,38,9,80,32,89,47,40,42,48,23,68,8,75,50,45,86,52,61,67,30,92,21,35,41,55,66,71,63,39,51,79,73,59,69,74,77,95,13,64,57,58,82,97,7,2,33,12,17,20
d28,35,0,54,9,27,12,83,57,15,31,86,93,8,32,63,41,60,34,19,10,25,79,2,44,39,48,4,46,69,5,85,11,92,68,30,51,84,99,33,29,77,47,49,16,7,40,96,67,88,59,70,14,6,38,23,72,58,55,89,78,65,1,71,36,13,21,73,42,97,56,74,26,82,81,22,24,75,52,90,50,80,53,18,76,43,64,28,87,3,20,95,98,66,45,62,17,91,37,94,61
d48,66,17,38,18,43,92,88,30,69,48,8,67,77,5,70,94,45,4,31,14,37,47,49,98,95,96,85,34,19,11,86,28,2,99,74,52,82,25,54,55,40,32,91,46,93,61,57,83,75,64,79,84,63,65,27,29,44,36,90,0,80,73,12,59,53,35,89,1,42,81,68,62,39,58,97,33,20,21,76,10,24,15,23,71,78,60,16,7,13,51,87,3,22,50,56,72,41,6,9,26
d72,23,71,97,50,1,22,21,3,13,88,43,58,84,12,4,25,19,16,77,73,33,20,40,45,32,99,63,98,15,65,64,37,78,67,54,62,42,86,56,81,52,82,26,83,29,2,76,91,5,89,61,72,80,0,53,75,41,44,31,48,10,79,28,18,36,66,47,34,74,24,90,92,57,94,39,49,95,60,70,59,35,51,85,69,68,7,96,27,46,93,30,17,14,8,38,11,87,9,55,6
d64,29,69,50,27,63,49,59,1,10,18,92,84,80,4,85,24,88,83,14,16,22,7,5,77,42,76,40,87,51,66,45,74,52,73,21,56,79,48,98,86,55,32,47,68,23,34,9,44,75,61,90,78,97,93,70,15,91,25,81,19,17,38,11,82,64,8,46,72,33,99,35,12,94,39,2,96,41,60,58,89,36,28,95,62,20,37,3,6,0,67,26,43,65,54,57,53,31,71,30,13
d29,56,95,2,99,72,17,93,18,16,3,70,0,36,9,5,47,85,15,33,24,58,64,1,42,8,29,12,55,65,63,81,71,49,22,26,30,74,35,57,23,10,89,7,96,20,69,76,98,41,62,37,94,78,19,31,28,59,87,51,68,32,66,92,45,91,14,82,54,27,73,44,48,75,86,34,50,90,4,53,39,11,46,88,80,43,60,6,83,97,21,25,52,13,67,38,77,84,61,79,40
d16,22,3,38,18,82,41,16,10,29,30,17,25,48,26,76,84,51,46,40,91,63,98,42,86,67,36,74,49,43,35,44,8,53,47,45,15,7,80,6,78,11,21,9,92,99,1,28,33,64,39,90,55,95,34,32,50,58,89,87,69,62,60,12,68,52,14,37,2,13,4,93,79,56,59,65,75,85,71,94,31,77,54,70,97,19,20,5,73,61,0,57,81,96,72,83,23,88,24,66,27
d99,19,20,93,21,58,91,86,85,26,32,61,27,6,13,52,45,74,55,43,84,22,18,83,33,77,51,71,12,87,14,16,70,81,97,75,9,76,90,31,63,23,0,10,95,60,62,82,69,29,48,42,1,80,41,50,7,34,44,66,78,89,64,67,35,59,98,36,49,38,39,2,8,88,28,65,3,40,79,94,92,30,99,37,47,96,57,56,54,73,46,11,25,24,17,72,53,68,4,5,15
d13,88,26,75,7,15,43,45,3,60,13,99,40,92,53,34,87,25,77,85,21,51,23,16,84,17,48,29,94,0,37,14,95,4,20,66,64,12,8,72,24,19,18,89,39,35,5,67,33,58,50,9,70,6,82,56,59,68,22,78,27,90,65,46,42,71,10,28,63,31,74,11,55,83,52,79,96,41,54,73,93,32,91,61,57,47,97,38,36,2,1,62,80,86,30,69,44,49,98,81,76
d9,57,78,25,10,24,90,12,53,86,15,19,48,47,74,70,32,49,99,84,85,71,77,7,39,72,28,69,27,83,56,23,37,65,9,43,81,41,11,89,63,62,73,30,87,97,1,22,17,4,64,35,6,18,96,21,51,34,52,98,94,45,88,0,79,29,68,61,91,55,46,14,59,33,66,80,16,93,50,60,26,5,8,58,40,95,92,54,42,31,67,2,75,36,44,76,82,38,13,20,3
d14,59,8,56,81,98,39,87,85,96,57,0,93,37,49,89,65,36,11,75,32,7,33,4,60,5,3,99,86,50,61,23,88,97,41,1,76,72,67,84,18,69,90,77,71,82,46,53,20,22,45,15,24,30,80,42,13,2,25,40,44,64,68,94,48,55,74,35,26,29,12,58,19,14,27,43,47,6,95,92,83,17,51,21,16,54,28,73,79,91,34,52,78,9,66,63,62,38,31,70,10
d43,44,58,17,70,85,26,74,55,66,23,34,4,93,1,7,59,83,45,14,65,77,86,95,89,79,30,18,41,80,22,63,21,8,46,76,31,0,62,57,24,88,38,73,75,81,19,37,54,43,5,69,25,56,32,97,13,6,10,84,87,82,98,36,53,51,71,39,90,49,48,96,50,60,35,42,20,33,78,94,3,12,9,11,68,27,47,64,29,91,67,40,61,52,2,28,15,99,72,16,92
d59,15,37,93,35,23,34,70,64,9,97,27,24,89,2,30,71,61,25,17,49,62,79,74,5,3,26,42,96,46,59,33,75,41,95,85,6,13,45,20,21,63,73,38,32,81,18,99,36,7,29,72,11,10,88,16,90,80,44,28,68,12,14,48,67,69,56,54,65,39,50,76,53,77,78,92,82,0,51,40,83,4,58,57,52,66,8,31,60,84,86,55,1,22,43,98,91,47,87,94,19
d1,93,56,82,91,11,5,3,59,0,47,71,43,41,46,44,42,64,9,20,97,92,58,63,35,38,45,4,13,96,26,57,19,51,2,81,40,7,65,53,31,49,76,84,70,68,94,39,90,72,52,37,87,62,14,89,22,25,18,95,27,15,33,6,29,79,48,12,10,74,36,1,23,32,55,78,88,17,98,67,99,80,30,66,77,24,34,21,60,85,69,83,28,16,54,73,8,50,75,86,61
d98,67,2,9,33,17,69,99,83,34,62,8,1,12,41,38,47,72,65,76,37,63,80,15,56,16,24,21,98,64,74,36,95,25,46,50,88,57,26,48,55,4,3,85,84,91,51,71,73,93,77,66,20,89,31,59,92,68,23,28,90,43,45,61,54,40,81,82,49,78,35,39,53,14,7,44,19,29,10,27,94,6,87,79,11,52,96,0,60,75,97,86,5,22,13,30,32,70,58,18,42
d65,30,59,49,36,47,60,61,94,89,67,9,7,48,70,73,87,43,75,17,38,10,2,39,23,22,29,88,31,71,82,52,76,66,69,57,64,14,99,45,56,1,28,58,96,81,72,42,20,92,98,83,12,95,26,53,16,79,77,32,80,13,90,15,6,27,46,78,8,5,68,37,55,40,91,21,85,4,62,74,0,3,35,63,54,34,84,93,33,50,51,19,11,86,24,18,25,97,41,44,65
d42,4,86,45,39,37,64,83,84,26,88,7,71,89,69,80,12,91,22,77,46,40,13,41,16,48,81,87,97,66,79,27,53,50,55,11,74,23,2,1,47,85,35,42,99,19,9,5,14,20,38,52,21,24,68,25,70,63,78,17,94,76,49,6,28,61,44,90,93,58,33,67,56,30,43,62,8,54,15,34,92,32,73,95,18,10,36,57,60,0,59,72,3,29,82,75,98,96,31,65,51
d58,57,8,58,89,92,18,73,87,46,49,2,56,32,19,43,6,42,93,76,62,12,54,10,44,30,21,9,70,75,5,16,34,13,25,23,67,59,86,84,27,3,68,17,24,60,48,20,74,41,95,39,79,26,94,31,50,91,29,36,81,97,96,52,61,14,1,71,69,28,4,83,55,66,53,85,15,63,37,82,80,40,0,77,78,72,51,90,45,33,88,98,47,64,65,11,38,7,99,35,22
