,r40,r12,r56,r95,r33,r59,r30,r97,r81,r4,r2,r6,r20,r88,r45,r85,r43,r32,r62,r100,r83,r13,r11,r7,r73,r24,r66,r48,r65,r38,r90,r27,r1,r35,r68,r31,r63,r26,r80,r53,r86,r98,r77,r46,r67,r71,r21,r79,r28,r52,r74,r5,r50,r76,r3,r29,r41,r22,r8,r36,r87,r94,r58,r60,r93,r14,r44,r9,r89,r42,r15,r34,r39,r10,r84,r16,r37,r55,r82,r72,r54,r18,r17,r75,r78,r96,r19,r61,r69,r25,r92,r23,r70,r99,r64,r47,r57,r91,r49,r51
d43,42,78,54,40,96,15,85,84,41,88,43,22,62,97,81,5,82,72,8,48,33,25,27,45,13,90,38,66,73,34,65,32,36,98,51,53,61,55,4,71,19,9,80,17,7,18,67,26,50,0,35,44,64,94,69,11,39,60,70,37,59,16,63,86,6,58,57,87,83,92,46,30,91,74,77,89,79,23,95,21,14,68,24,31,52,29,56,20,75,2,1,47,10,28,49,93,12,76,99,3
d17,53,55,20,96,61,10,85,81,94,37,75,17,65,26,24,76,80,86,23,11,4,92,39,58,77,43,82,87,56,70,98,28,59,74,14,25,66,36,72,18,84,40,95,2,31,63,44,21,99,22,50,78,62,48,60,90,88,6,8,16,34,51,7,64,35,33,89,79,0,93,1,41,69,46,42,73,57,3,68,29,5,97,12,15,38,27,30,19,54,71,47,49,91,52,83,67,32,9,45,13
d12,63,43,16,40,53,85,21,11,87,50,98,82,69,19,1,76,4,89,61,64,38,2,99,88,91,96,37,94,17,31,28,97,22,30,25,92,59,29,58,78,56,15,20,33,47,5,57,3,6,12,35,27,48,54,52,84,41,93,67,71,65,8,44,60,49,10,23,32,90,24,7,70,0,46,13,80,83,14,26,73,42,77,86,81,51,62,72,74,95,34,18,79,66,45,36,55,9,39,68,75
d94,67,0,55,23,72,36,30,18,98,74,29,14,93,10,5,91,44,43,81,84,90,87,53,1,34,16,20,9,26,35,95,21,59,77,96,56,61,64,54,17,50,97,49,38,31,8,41,85,51,57,24,58,66,68,80,22,83,99,47,45,62,75,60,7,15,63,48,13,46,94,33,3,28,76,69,86,52,6,2,70,92,37,89,78,11,27,4,79,39,88,65,40,42,71,12,25,32,73,19,82
d58,44,5,67,0,18,88,59,34,71,13,1,9,6,76,46,86,64,10,95,21,22,65,17,33,85,73,72,53,87,49,56,43,42,45,48,35,25,39,4,66,62,7,11,41,8,70,36,61,15,79,90,91,47,23,98,96,68,3,94,57,92,27,51,81,75,40,2,99,19,54,78,37,14,16,89,12,24,80,55,74,20,31,38,28,97,29,77,58,93,69,52,50,82,26,83,63,84,60,30,32
d51,66,75,20,16,87,43,30,90,4,89,26,34,12,24,42,50,28,61,27,44,81,67,79,48,9,38,7,19,64,82,5,17,58,55,84,71,76,73,69,53,0,35,95,60,31,8,15,41,11,97,29,18,2,59,21,54,78,57,23,46,10,88,70,32,86,77,74,63,92,40,1,72,13,25,68,51,62,6,93,56,94,49,14,52,96,3,91,45,39,36,80,85,99,98,22,65,83,33,47,37
d10,72,60,21,1,68,86,42,15,14,89,36,27,77,43,49,94,62,57,45,66,71,33,73,84,3,91,98,67,48,51,55,63,83,10,47,87,19,44,41,32,20,76,46,35,69,97,18,90,22,52,85,61,99,93,82,11,34,16,40,96,58,88,56,8,37,38,28,24,79,78,13,53,12,17,39,5,30,81,4,92,64,74,2,0,65,7,29,9,31,80,26,75,50,25,59,95,23,6,54,70
d77,13,62,83,41,89,87,27,8,65,16,84,77,99,67,0,37,57,56,35,18,70,52,14,30,29,2,78,94,72,93,38,34,79,71,54,64,45,24,61,92,10,80,5,21,33,88,40,32,91,68,28,90,9,3,98,96,55,39,73,58,81,11,69,25,59,7,75,46,47,51,48,26,22,85,31,43,15,20,97,6,63,60,42,53,12,17,19,74,49,86,4,36,76,44,1,66,23,82,95,50
d84,46,77,96,67,95,47,22,23,57,98,94,90,58,91,8,74,87,75,39,26,20,18,48,40,31,54,55,66,24,70,93,73,85,0,25,69,16,72,42,64,7,83,60,37,36,62,12,59,99,79,3,88,33,43,84,50,32,92,17,21,68,89,5,9,14,63,76,81,78,53,28,71,11,41,1,86,34,49,29,35,38,52,19,80,45,2,97,65,6,56,82,4,30,13,44,15,10,61,51,27
d1,15,74,46,51,55,23,11,91,0,21,4,49,87,12,72,78,39,38,80,54,61,98,90,81,6,85,84,40,48,9,68,67,16,60,7,53,89,50,69,73,56,25,77,86,52,29,45,66,20,94,32,58,24,47,3,70,65,2,82,43,57,41,83,42,75,76,79,22,59,27,10,1,19,97,5,14,96,30,71,8,92,88,44,18,95,37,33,31,26,13,36,34,17,28,35,93,62,64,99,63
d30,62,69,61,14,11,2,20,84,89,50,81,31,32,27,95,67,65,90,85,25,80,48,5,64,37,39,72,34,56,8,33,29,43,55,94,58,10,45,87,4,6,71,52,15,77,99,60,47,7,13,44,97,79,1,28,23,63,36,21,68,24,59,51,57,92,17,93,88,96,53,38,73,16,86,35,41,98,70,78,19,76,82,83,91,40,26,49,75,66,46,30,54,74,3,42,18,22,12,0,9
d20,64,88,73,71,19,83,51,43,60,44,12,49,77,79,13,99,96,22,52,92,82,26,32,84,21,40,50,78,8,94,57,34,87,37,56,15,98,59,75,63,58,9,47,3,81,48,39,11,91,38,72,29,89,23,54,61,0,16,7,68,6,67,31,33,2,80,20,17,66,85,30,97,93,10,76,55,25,74,35,27,90,95,4,36,65,69,45,1,62,5,28,86,46,41,18,14,42,53,70,24
d49,45,77,88,97,47,57,10,9,80,86,85,29,90,15,25,27,18,17,2,54,69,81,72,22,4,71,13,53,83,24,41,56,61,19,20,98,1,49,39,26,52,78,93,31,55,64,67,73,79,12,30,76,66,38,35,21,75,36,43,91,51,65,68,34,6,7,74,0,37,82,70,95,89,8,63,50,42,96,94,11,59,92,48,87,14,33,40,32,5,16,23,28,44,84,3,99,46,60,62,58
d88,69,78,51,54,15,66,90,32,16,80,73,95,6,39,98,64,76,60,48,10,67,86,79,89,42,44,62,26,96,61,37,8,25,65,9,2,74,88,57,53,50,70,19,20,3,18,58,1,22,68,0,82,34,87,27,5,99,13,28,56,35,75,41,40,94,59,47,49,85,92,91,33,71,7,30,31,24,14,93,81,38,83,55,29,52,46,97,17,21,63,4,77,11,12,36,72,43,23,84,45
d57,78,77,79,27,5,56,98,93,39,89,66,49,42,54,63,15,21,8,17,6,28,40,1,86,7,35,60,50,74,82,81,72,13,67,24,91,2,3,22,9,47,11,36,57,37,97,92,4,10,53,46,99,20,45,61,0,58,64,52,94,32,70,41,29,73,80,33,19,23,14,68,26,51,43,31,84,75,65,85,90,48,12,44,34,25,71,69,76,16,18,62,30,38,87,55,96,59,83,88,95
d68,6,11,1,23,66,98,86,35,90,29,49,48,80,52,30,68,69,8,4,57,31,72,33,51,59,77,24,74,39,88,12,28,21,32,92,25,97,17,43,61,53,2,0,78,73,7,36,50,45,15,22,5,27,62,84,13,60,85,64,34,18,58,87,9,67,95,55,38,3,75,19,16,56,26,71,10,65,37,47,96,70,14,63,89,99,93,82,54,91,94,76,42,83,81,20,40,41,79,46,44
d70,1,5,98,4,87,10,88,94,20,97,96,86,6,54,51,93,17,45,60,13,30,61,28,70,58,62,11,8,44,53,26,19,71,35,16,85,29,91,24,55,49,32,81,21,37,40,79,82,38,9,36,73,47,23,3,34,92,46,22,0,2,18,78,95,52,27,63,41,43,66,75,76,65,48,7,68,15,59,56,39,42,12,57,67,99,74,89,14,83,84,50,72,77,90,33,64,69,25,80,31
d40,38,32,95,97,49,98,74,31,94,28,82,11,86,22,45,84,60,64,23,8,4,57,48,59,39,62,73,47,0,81,92,18,50,58,7,79,30,77,16,55,21,66,72,5,65,41,10,19,87,91,88,24,1,93,75,25,68,43,83,6,96,36,70,44,63,53,67,26,37,46,14,34,52,15,78,89,33,69,85,3,99,13,71,76,42,17,80,90,27,56,35,54,20,51,9,61,40,2,29,12
d85,96,66,43,2,88,33,78,56,53,16,49,79,84,95,0,86,23,22,90,81,83,94,45,57,47,36,71,38,10,9,11,52,35,59,68,39,12,67,85,42,24,20,46,93,75,51,89,26,41,18,40,50,87,32,72,15,44,97,4,62,92,17,82,14,91,99,30,25,98,48,19,61,37,34,31,58,70,63,80,29,54,65,76,74,3,1,5,60,73,7,69,64,77,8,55,13,28,21,27,6
d72,33,70,72,41,73,50,42,3,18,59,84,63,21,39,37,97,83,48,55,15,86,85,10,0,9,58,49,76,75,32,30,47,34,6,28,4,62,27,12,19,35,80,54,44,68,89,53,17,56,90,7,65,14,87,40,16,36,51,64,99,71,74,57,31,38,67,96,13,94,43,81,1,5,23,78,92,95,79,20,25,26,98,61,66,45,29,69,11,82,93,22,2,77,60,46,8,88,91,24,52
d100,17,25,46,7,33,80,72,50,89,75,96,3,34,6,94,42,48,12,53,68,35,30,44,1,54,19,9,15,84,81,45,58,60,99,61,64,22,74,49,59,93,71,87,40,5,77,62,91,24,86,69,65,82,51,29,32,88,97,31,95,63,76,66,47,92,57,13,28,78,37,83,0,18,56,23,10,16,27,8,67,21,73,39,38,90,20,55,14,85,70,26,43,41,98,52,11,79,4,36,2
d99,27,89,79,64,47,58,53,82,15,92,91,17,67,14,59,22,3,24,28,72,42,97,13,45,61,75,99,95,4,87,1,60,80,34,20,25,30,54,38,9,63,48,83,81,98,73,41,70,40,76,18,55,84,36,68,7,32,77,71,16,49,56,52,74,85,43,19,31,94,33,0,78,44,93,69,10,66,39,37,65,5,11,96,88,21,50,90,29,2,57,35,12,8,51,46,6,86,26,62,23
d95,82,86,51,27,98,11,32,30,63,97,3,71,26,34,80,75,5,58,44,59,12,89,81,36,53,8,46,77,35,73,17,91,37,19,84,14,20,0,52,39,64,18,47,7,88,62,69,41,6,15,4,92,54,9,42,55,79,22,13,57,16,28,66,61,78,85,31,23,96,95,25,83,21,72,45,68,56,49,2,74,87,40,24,33,50,94,76,29,70,48,43,60,65,90,10,38,67,1,93,99
d28,56,99,29,95,68,31,28,90,78,36,65,45,18,81,6,74,21,4,8,42,89,66,97,75,12,35,76,40,38,79,47,93,44,13,37,80,61,53,77,98,91,57,82,1,58,69,39,73,83,62,15,94,46,50,22,27,34,51,70,59,16,33,71,96,55,9,49,32,25,92,41,87,10,64,23,11,7,3,88,67,17,48,85,20,0,30,72,52,54,14,63,43,26,5,84,60,19,2,86,24
d36,33,37,27,87,19,23,98,24,50,90,2,83,52,9,3,80,93,53,61,45,22,47,49,31,85,66,1,15,0,14,51,41,6,34,46,39,38,21,11,17,72,95,74,84,76,29,56,82,69,30,67,71,70,43,59,65,86,75,16,88,8,77,99,55,94,26,58,36,4,13,63,7,44,81,12,57,40,96,5,35,20,10,68,42,32,28,62,97,54,48,73,78,60,91,79,18,64,89,25,92
d34,44,80,41,66,4,27,58,92,26,46,77,96,82,73,88,36,89,31,50,0,91,21,6,70,40,22,95,51,74,34,75,67,14,33,59,84,47,97,19,17,43,55,7,53,71,60,86,69,37,99,9,39,62,29,42,1,64,35,63,38,24,30,68,12,57,16,54,90,23,48,72,85,15,20,56,52,11,98,18,83,76,10,2,94,61,5,87,28,79,13,8,93,25,49,78,45,65,32,3,81
d15,6,99,8,83,68,91,16,52,81,79,77,63,57,54,96,55,59,33,36,4,47,90,56,87,39,93,70,45,49,2,48,80,88,15,62,46,23,71,66,14,44,20,32,11,1,35,17,78,13,60,12,29,86,38,51,25,97,85,61,3,94,76,19,34,73,5,30,75,10,24,84,95,69,28,41,9,0,89,92,7,22,82,64,50,53,31,21,40,98,58,27,26,65,74,43,37,67,18,42,72
d46,30,94,42,75,13,55,92,70,16,44,0,54,65,47,61,96,12,5,1,52,84,59,32,78,14,79,3,8,34,93,24,39,76,10,26,48,40,21,33,95,9,99,72,88,63,91,62,6,50,67,23,80,25,2,19,45,98,4,85,69,86,18,20,35,17,41,53,27,83,82,60,64,15,56,74,81,87,89,97,49,31,43,51,37,58,71,66,11,22,57,77,7,73,90,46,29,68,28,36,38
d13,54,23,1,11,66,29,55,2,93,6,40,72,58,38,56,4,57,41,17,0,19,64,20,45,32,87,13,27,61,71,98,28,52,83,94,91,21,12,35,16,68,53,86,22,59,10,34,70,33,97,15,8,5,60,89,95,36,62,48,18,65,79,78,37,30,50,75,82,42,67,96,85,3,47,80,74,44,84,43,7,46,69,39,14,99,63,90,31,49,81,76,88,24,92,9,51,26,25,73,77
d80,52,28,67,59,12,49,78,43,99,53,22,90,95,68,77,5,97,3,85,33,16,31,37,76,6,45,92,54,17,87,7,48,64,98,61,84,39,19,55,14,65,70,58,18,0,82,66,30,34,32,56,38,71,11,44,62,74,81,23,47,80,8,79,60,35,21,73,1,25,26,9,15,42,36,27,2,69,63,57,91,10,29,83,40,86,46,96,94,88,20,41,24,89,50,75,4,93,13,51,72
d74,11,35,86,66,1,51,84,61,53,20,97,81,87,18,62,15,39,72,54,28,43,91,32,22,67,14,76,8,48,70,74,50,60,45,46,85,29,79,90,31,88,16,94,49,55,99,47,56,93,17,82,95,0,64,65,89,71,58,37,3,75,57,24,92,44,33,12,7,5,77,68,19,96,13,2,41,26,10,80,36,40,38,63,83,34,42,23,9,98,25,78,6,69,21,30,59,52,27,4,73
d4,24,46,92,72,31,58,19,11,95,84,32,76,36,57,55,1,64,87,80,83,97,74,51,2,6,56,68,0,10,4,49,98,25,33,71,22,40,65,73,66,91,27,42,15,44,18,62,54,13,85,26,7,41,67,79,89,81,12,63,53,99,69,29,35,82,17,37,47,28,21,45,39,5,96,93,90,60,78,34,61,70,88,52,94,50,8,75,23,43,59,9,38,77,20,3,16,14,30,86,48
d71,70,61,92,30,8,87,46,28,59,11,5,3,60,15,14,26,66,57,52,64,6,51,22,50,1,37,68,77,82,75,19,91,58,23,43,89,29,96,27,39,21,78,86,85,95,25,12,99,79,17,48,83,35,32,24,44,81,38,41,90,56,73,18,72,45,42,36,84,65,10,67,31,71,47,34,76,98,62,63,4,16,88,55,9,69,0,20,49,74,13,97,93,40,33,94,80,2,54,7,53
d29,74,60,82,29,73,55,27,15,30,64,13,47,44,5,46,71,22,1,70,20,37,9,33,40,53,87,2,69,92,45,26,28,72,11,84,77,99,43,31,35,34,86,21,90,41,6,63,81,8,17,10,67,65,80,3,96,16,98,66,23,93,51,61,52,25,42,78,18,79,76,59,4,50,14,32,97,68,54,38,19,24,91,36,58,0,95,94,83,56,88,39,12,48,75,89,49,57,7,85,62
d19,53,25,83,19,85,91,71,20,32,10,46,22,36,92,74,82,69,50,27,96,45,12,5,97,40,58,73,66,33,30,63,18,86,26,9,15,17,23,0,75,21,67,51,88,57,38,95,8,94,52,47,39,68,61,59,79,35,2,77,11,3,98,56,29,24,14,55,99,81,48,84,90,62,70,78,87,37,44,31,7,28,76,16,34,43,64,80,72,65,49,42,4,1,93,13,54,89,60,41,6
d83,83,46,21,0,73,95,68,3,36,48,56,5,10,57,92,98,61,23,78,42,71,64,63,32,90,11,72,7,1,66,97,45,27,33,60,86,12,55,75,84,79,16,53,69,4,50,93,41,18,38,14,37,19,2,70,81,89,80,13,77,58,6,91,96,40,59,35,44,99,26,62,65,20,87,29,17,94,82,30,22,34,25,28,47,88,31,67,54,76,9,15,43,85,74,24,52,51,39,8,49
d21,69,38,6,47,46,59,0,72,21,94,62,40,78,85,39,44,37,19,66,64,90,49,75,51,98,50,25,86,1,7,84,42,99,13,65,22,89,70,55,48,71,81,15,97,28,14,10,4,5,52,36,93,54,24,61,30,91,18,17,77,92,8,29,83,96,79,41,53,87,32,58,45,12,35,73,2,67,82,56,74,3,60,27,20,26,68,43,88,57,16,80,33,34,63,76,31,95,23,11,9
d45,63,8,98,45,85,22,11,33,37,28,90,27,83,61,18,79,74,34,17,73,26,19,80,67,72,70,41,69,7,87,99,57,60,58,65,64,36,42,30,4,0,88,12,49,3,14,46,40,38,31,5,10,51,95,44,59,25,75,89,76,47,6,92,52,29,16,55,56,86,66,54,1,84,20,39,21,91,13,68,23,9,93,94,81,97,77,82,48,62,78,15,43,35,32,53,2,96,24,50,71
d69,9,5,19,6,84,18,47,36,94,12,31,10,26,50,39,44,66,96,97,72,73,76,32,23,33,53,80,8,48,93,61,86,55,60,98,62,46,27,17,24,51,45,63,21,30,99,3,71,35,15,82,81,0,43,14,79,89,70,91,42,92,28,64,34,1,69,58,90,54,22,37,7,87,4,49,13,56,57,40,59,88,20,74,2,16,65,11,83,25,41,78,29,77,52,67,75,38,85,68,95
d50,60,68,86,19,72,73,87,83,67,33,54,90,29,85,48,52,58,37,15,32,7,96,14,44,84,18,24,50,92,8,26,27,74,56,95,97,4,66,64,21,40,80,49,88,35,20,70,12,94,31,0,11,82,28,13,36,89,78,57,9,10,46,81,2,25,30,39,98,38,45,76,65,5,55,51,62,1,53,3,75,22,69,42,47,77,34,6,93,59,16,91,99,41,71,23,17,61,63,43,79
d66,21,95,3,91,40,30,63,77,55,97,52,28,92,43,14,31,71,42,15,53,72,70,46,7,1,6,8,38,65,41,62,37,12,17,5,60,45,90,4,32,11,99,73,22,68,93,54,50,84,98,18,87,78,82,75,96,10,0,26,13,88,29,49,94,67,56,33,83,9,58,85,25,80,39,2,86,19,61,89,81,59,24,20,76,47,74,79,27,34,66,69,64,44,36,16,23,48,57,35,51
d56,17,32,42,22,47,7,0,56,27,77,70,92,63,69,55,60,16,10,39,35,25,40,96,66,95,38,13,71,3,54,91,94,5,23,41,11,50,81,51,6,85,75,44,65,37,93,33,8,98,29,57,74,79,20,45,87,64,36,73,80,90,99,4,61,14,34,9,67,31,89,24,18,15,68,52,58,2,82,49,83,72,21,78,62,19,28,26,1,48,46,84,88,12,97,86,43,76,30,53,59
d42,6,70,80,31,75,66,72,90,33,97,96,47,57,36,63,89,10,44,61,79,91,62,46,78,76,30,29,42,15,12,56,65,54,39,53,82,19,43,23,26,74,69,20,0,17,4,24,95,8,25,18,93,81,83,58,86,16,77,68,59,92,11,7,71,9,34,32,94,3,85,40,55,99,60,48,2,28,22,88,98,49,37,41,35,13,21,73,52,84,50,45,87,14,27,51,1,67,5,38,64
d87,62,55,69,93,3,83,32,54,80,27,35,67,75,89,58,7,16,94,22,87,8,33,77,60,21,6,76,28,95,70,74,23,25,92,36,91,38,63,0,48,53,65,71,51,26,2,15,37,56,64,85,72,42,29,49,5,50,30,43,57,90,86,45,17,81,31,10,98,47,79,1,78,19,24,99,20,14,9,13,44,11,4,73,59,82,61,97,18,68,66,84,39,41,46,12,52,40,96,88,34
d90,33,16,46,70,87,66,36,60,41,48,34,63,81,85,71,42,65,38,76,80,26,56,74,22,61,94,2,19,57,51,77,8,92,55,6,64,15,0,24,11,53,31,93,83,12,18,25,40,28,7,58,73,84,4,72,5,91,69,14,49,90,35,59,67,20,44,39,68,82,13,9,32,78,62,23,27,43,47,29,79,21,95,50,45,17,96,54,86,37,97,30,1,88,10,89,52,99,98,75,3
d33,58,77,88,3,20,1,71,45,81,79,26,32,35,33,76,54,12,43,27,56,78,34,86,36,11,23,25,37,0,64,66,99,75,14,10,93,73,9,84,13,21,63,17,62,95,72,67,29,6,46,7,24,28,70,85,16,48,42,22,47,92,89,61,15,19,87,41,2,50,5,96,91,65,4,94,30,68,38,52,83,60,39,80,98,90,53,97,40,8,82,49,59,57,74,51,44,55,69,31,18
d79,9,49,77,30,41,51,15,87,93,11,60,16,7,71,68,5,70,50,84,61,40,37,3,65,55,27,0,10,2,8,90,47,91,72,86,57,23,36,31,63,82,96,21,69,35,66,32,48,43,56,78,76,97,85,13,62,73,42,54,29,24,95,25,4,81,39,58,83,38,19,53,74,80,59,6,45,64,98,14,26,28,46,22,12,79,88,99,75,17,20,92,67,94,89,18,52,34,1,33,44
d59,46,7,76,3,98,33,81,65,80,86,13,42,61,44,95,27,90,56,29,89,12,43,20,40,15,34,88,50,2,55,85,30,37,94,4,59,60,92,10,93,35,5,74,51,28,1,68,41,78,22,58,21,32,79,54,38,84,48,52,39,25,16,36,26,17,83,62,23,73,18,11,53,66,91,9,75,57,14,0,99,72,64,19,67,49,71,97,24,70,87,47,31,6,77,8,82,69,63,96,45
d32,14,65,81,83,79,22,17,96,28,49,39,48,73,67,57,19,91,34,33,62,46,1,84,2,76,95,63,27,94,35,32,92,55,11,6,12,38,78,26,61,41,29,4,3,42,8,98,0,64,93,31,47,87,15,9,24,51,86,59,10,70,23,53,71,20,13,60,80,85,74,77,52,16,68,58,44,97,56,45,25,99,72,36,82,90,30,43,18,40,50,66,21,88,75,54,89,69,5,37,7
d97,6,45,59,16,61,37,86,93,32,48,80,25,3,18,44,10,12,85,47,28,21,75,79,7,15,71,5,27,73,55,87,90,95,50,17,53,52,51,65,23,22,39,41,77,63,94,9,92,4,84,62,96,35,64,66,36,88,43,29,72,97,1,30,69,57,33,67,19,34,2,74,49,31,11,89,56,83,98,91,70,38,26,24,8,13,76,60,40,46,68,58,81,20,82,14,54,78,42,99,0
d78,93,13,4,53,26,64,73,35,30,78,36,28,9,72,34,51,81,76,89,42,56,23,92,33,21,5,0,6,8,54,97,20,71,32,48,50,38,90,60,37,95,18,16,11,99,41,98,22,83,12,62,59,61,49,40,91,46,27,7,14,39,24,55,74,68,17,66,15,87,47,2,65,86,79,3,29,80,25,43,75,88,19,52,1,69,84,77,44,67,58,94,10,82,63,45,70,85,57,96,31
d52,87,20,64,14,74,73,63,0,45,54,59,42,46,91,4,70,67,43,29,21,77,98,76,55,49,34,50,36,86,31,23,90,47,75,68,19,30,85,6,17,51,72,2,18,99,15,10,53,8,58,52,39,16,9,11,81,89,40,88,82,12,13,1,27,41,33,95,7,69,28,57,37,96,32,44,66,65,5,80,92,24,79,3,56,26,71,84,94,25,97,48,93,38,62,35,83,78,61,22,60
d37,20,37,27,78,83,59,28,94,42,95,74,55,49,57,7,5,71,29,10,76,15,3,93,53,22,11,39,25,12,51,56,96,61,36,45,50,85,70,99,16,35,38,90,87,73,1,32,75,9,13,52,0,86,8,44,77,68,17,72,48,46,91,18,31,66,63,97,84,41,69,62,34,89,21,14,24,88,47,40,81,4,6,65,30,92,23,82,60,80,19,43,79,58,33,54,64,26,98,2,67
d35,29,85,55,62,50,69,16,84,64,83,94,93,48,19,51,86,92,82,58,57,77,78,28,90,89,30,5,0,80,47,63,79,25,10,13,23,97,88,52,59,49,38,46,18,39,56,95,1,2,22,99,33,81,61,98,11,6,68,35,91,71,45,21,34,54,74,53,87,96,43,12,44,41,9,26,37,65,17,27,8,42,14,32,67,40,75,60,76,73,31,15,66,3,24,20,36,70,7,4,72
d38,94,51,93,87,64,52,65,43,48,22,10,98,56,4,84,7,26,58,49,33,29,37,42,50,21,30,53,89,46,5,12,8,67,47,59,63,36,99,88,82,15,44,70,76,85,24,19,83,68,92,18,97,45,79,3,61,38,32,40,81,14,57,62,11,80,31,91,1,72,27,60,78,90,74,73,9,2,71,86,13,23,95,17,28,20,35,77,66,0,39,34,75,41,69,25,55,16,96,54,6
d48,61,71,68,45,22,21,15,36,86,69,94,43,4,80,34,74,77,62,52,95,8,60,55,47,30,0,35,93,72,3,32,90,16,17,13,25,96,11,23,87,28,92,40,53,89,51,42,19,65,33,59,44,58,46,54,64,12,57,67,38,75,48,6,91,63,1,50,2,76,10,85,5,82,24,49,29,27,39,7,70,18,98,88,99,66,83,81,78,9,84,14,73,31,79,26,97,56,37,41,20
