,r64,r51,r30,r58,r39,r48,r94,r72,r33,r16,r98,r7,r73,r44,r93,r10,r68,r75,r70,r3,r100,r84,r69,r85,r67,r12,r5,r52,r43,r6,r8,r88,r87,r4,r34,r55,r82,r18,r90,r32,r53,r11,r78,r29,r80,r46,r42,r81,r21,r66,r79,r20,r24,r17,r59,r96,r22,r56,r61,r28,r2,r60,r27,r95,r97,r1,r76,r54,r31,r77,r71,r92,r15,r26,r83,r23,r35,r41,r25,r37,r38,r63,r49,r89,r74,r57,r9,r19,r62,r14,r36,r99,r50,r91,r13,r47,r40,r86,r65,r45
d36,16,78,19,34,72,9,17,58,93,73,40,62,55,65,88,47,51,61,84,94,99,6,35,74,41,76,8,37,68,36,50,10,38,32,24,97,79,66,45,5,98,60,82,42,70,18,67,29,57,54,90,2,69,13,91,77,75,28,44,71,15,12,33,39,1,3,26,14,56,63,87,0,23,7,85,92,81,95,86,80,89,31,30,4,22,46,48,49,64,21,27,96,59,43,11,83,53,20,25,52
d60,39,1,96,23,77,19,58,42,6,84,13,65,79,10,9,56,61,29,8,59,83,50,57,14,60,37,67,40,74,36,62,55,31,86,69,80,45,16,49,52,47,11,73,27,5,97,12,21,63,44,38,91,78,87,99,76,71,93,68,0,34,92,25,7,46,98,22,85,30,4,70,90,26,18,48,54,32,82,75,20,53,35,81,95,24,17,88,33,41,2,66,64,15,51,43,89,72,3,28,94
d97,51,58,85,69,89,17,38,92,75,63,36,9,62,29,15,20,78,27,71,44,39,35,77,16,95,11,87,6,19,54,52,64,23,4,13,74,31,56,24,49,37,10,53,12,97,70,43,8,61,84,42,5,57,59,22,30,99,40,93,73,21,1,79,91,67,34,2,68,7,33,76,32,94,86,98,55,45,46,41,81,80,48,66,26,3,28,90,88,96,0,60,25,83,82,47,72,14,65,18,50
d15,47,77,23,42,99,75,92,22,39,1,95,31,66,84,83,4,82,48,6,79,12,73,50,33,36,52,49,15,32,53,29,80,74,0,70,94,87,25,7,51,62,85,17,72,58,34,35,19,57,26,9,65,45,40,38,78,43,41,10,61,90,8,18,5,98,60,71,93,44,64,14,88,97,81,11,63,68,3,69,56,21,91,59,46,86,37,24,96,2,55,67,20,16,54,89,13,76,27,30,28
d18,13,98,40,26,85,66,6,1,32,99,55,9,5,95,64,84,31,69,35,51,97,94,92,70,27,86,63,91,20,39,22,53,36,60,48,14,0,87,58,52,68,57,81,23,44,43,50,37,93,2,7,83,82,96,17,59,65,29,45,25,10,19,8,77,61,49,78,16,54,75,72,79,42,41,21,30,33,24,56,73,4,12,80,38,34,28,67,89,47,46,11,74,62,90,88,71,15,3,76,18
d85,53,42,19,20,3,9,39,83,15,24,43,33,94,60,23,82,67,98,27,32,86,54,65,52,47,6,90,45,8,63,57,70,1,25,89,40,95,50,97,46,92,77,18,16,10,71,74,91,22,66,84,29,62,81,93,11,87,68,34,2,49,35,99,79,30,80,61,75,78,4,48,56,51,36,21,7,72,17,5,73,59,58,64,13,55,37,69,26,88,96,85,0,14,31,12,28,44,41,76,38
d19,96,9,55,43,92,82,52,83,8,0,49,46,50,98,36,72,33,80,63,75,57,65,11,68,34,21,66,74,44,77,54,90,19,16,95,24,29,71,28,45,42,93,5,22,64,51,26,15,86,40,30,2,48,23,58,79,39,10,70,6,61,12,78,14,31,18,38,99,1,56,20,84,94,89,4,60,73,25,53,3,85,35,69,81,67,62,27,7,97,17,41,59,13,76,47,87,88,37,32,91
d25,58,4,8,69,48,52,3,35,38,19,7,90,20,94,80,93,92,55,40,74,32,26,99,46,70,29,77,22,72,98,34,5,11,9,33,2,71,13,85,43,81,62,65,75,63,28,24,51,60,6,30,73,82,54,45,56,64,47,96,18,41,36,12,39,88,67,1,17,57,61,10,95,14,37,15,87,42,49,16,25,23,91,86,21,53,59,0,83,50,31,66,68,44,84,79,97,78,89,76,27
d32,24,42,4,10,89,60,19,15,90,53,5,93,16,85,40,82,76,7,37,26,50,54,92,77,73,21,97,74,34,88,8,3,44,43,78,32,86,64,75,95,39,13,45,91,33,28,41,30,55,46,2,57,71,51,94,83,65,48,14,36,62,69,25,12,61,49,70,67,6,27,22,20,9,18,1,96,99,56,11,47,63,66,35,58,29,80,84,59,23,79,17,68,81,72,98,87,52,31,38,0
d33,96,38,10,45,89,4,63,28,20,83,12,65,92,44,55,90,25,94,1,62,2,33,73,99,22,42,88,23,58,0,29,91,93,37,64,70,43,34,97,86,31,9,21,35,8,27,59,84,19,6,54,14,67,53,60,49,30,7,85,15,98,77,17,39,57,78,72,36,16,81,74,76,50,41,52,61,95,79,71,51,46,32,13,11,80,5,82,26,56,18,87,68,48,69,3,47,40,75,66,24
d8,88,55,26,96,76,69,99,1,2,40,85,11,91,62,0,38,98,16,15,60,56,47,4,44,6,73,45,66,54,83,51,22,46,20,77,71,74,7,43,87,10,67,31,42,72,59,61,32,25,82,93,58,21,49,30,12,63,5,57,70,37,90,39,75,27,52,34,86,89,79,50,14,41,33,97,13,19,84,17,24,68,36,29,18,28,81,64,65,35,53,3,48,80,94,8,23,9,95,92,78
d14,65,12,51,90,7,70,6,79,97,16,11,76,15,34,4,99,93,88,98,69,50,45,89,85,59,26,75,31,29,48,35,13,49,61,36,42,41,14,46,77,55,94,8,43,18,5,27,21,60,81,63,74,3,0,95,30,64,9,62,83,23,1,38,91,40,52,24,28,82,58,80,66,72,96,37,47,78,20,56,19,39,17,57,54,92,53,86,71,2,22,73,33,25,87,10,84,44,67,68,32
d44,16,3,21,20,14,2,5,92,75,53,30,33,86,68,22,31,27,57,18,40,79,98,38,59,61,51,83,12,78,80,73,89,43,0,97,50,19,85,52,62,87,10,35,8,77,15,95,81,93,29,28,56,36,90,9,34,66,24,94,70,60,55,96,26,32,91,4,7,45,44,37,13,84,63,88,65,39,69,72,71,25,17,1,76,54,41,64,6,49,42,82,99,48,11,58,46,67,74,23,47
d2,95,17,57,71,93,60,81,69,88,49,85,73,13,47,37,7,54,97,92,52,76,48,89,8,55,23,1,79,12,28,74,63,59,33,70,87,30,78,5,90,99,27,98,66,68,56,75,26,36,67,50,61,14,86,94,35,10,4,38,41,24,53,72,82,84,96,6,44,20,62,21,45,3,29,91,80,83,46,43,2,39,0,15,34,32,51,77,22,64,25,18,19,9,11,42,31,40,58,16,65
d11,86,68,8,27,56,16,42,92,67,69,74,80,39,52,29,71,99,30,12,91,55,61,57,18,37,79,1,48,3,73,65,78,85,10,97,60,83,54,88,5,51,62,9,17,32,96,41,4,14,15,45,89,43,87,36,82,58,49,59,35,21,7,28,76,40,50,63,31,77,34,72,44,33,26,11,2,25,90,70,19,53,22,94,6,46,75,95,0,98,66,38,23,20,64,24,13,81,93,47,84
d87,81,13,69,50,56,21,29,43,17,47,82,64,78,92,44,65,98,14,27,19,84,75,7,3,35,28,97,26,6,40,4,54,60,95,79,32,24,22,62,42,68,48,53,30,73,74,77,57,49,89,2,99,46,38,70,96,11,85,55,67,71,63,15,9,10,61,90,58,33,93,87,45,8,88,86,20,1,76,5,23,25,52,34,41,0,59,83,16,36,66,31,80,37,51,94,12,91,18,72,39
d6,0,60,70,82,22,41,32,95,67,2,18,96,47,54,99,64,78,68,52,44,98,51,25,88,61,83,49,6,29,62,77,66,65,80,40,75,16,1,76,85,71,69,12,20,56,92,27,31,7,26,84,30,91,57,33,9,24,87,81,21,15,90,5,46,19,89,63,14,3,59,34,35,4,8,93,97,39,23,58,72,94,53,86,50,48,45,10,43,38,79,73,17,36,55,28,74,11,13,42,37
d69,76,13,82,2,59,14,93,78,83,43,33,63,71,47,81,86,95,30,57,41,6,35,48,12,4,73,28,11,88,25,96,85,54,16,62,19,24,87,27,44,10,8,91,70,77,42,84,3,36,22,37,94,67,40,65,49,38,79,7,53,50,80,17,34,21,90,18,20,23,29,89,61,1,75,52,55,26,0,97,99,45,98,74,46,69,60,72,68,66,92,51,58,56,5,9,64,32,15,31,39
d17,0,87,31,35,61,38,32,99,13,3,11,71,53,80,89,12,98,45,33,5,75,58,22,97,78,46,6,16,68,73,72,82,2,14,59,65,7,69,74,85,29,86,44,8,79,51,15,28,4,63,88,18,1,57,84,10,67,26,24,17,36,50,25,27,52,92,96,94,19,43,95,23,60,34,49,40,20,66,56,70,42,81,41,62,93,54,76,64,48,91,83,55,30,77,39,37,90,21,9,47
d29,52,35,90,75,6,65,45,34,95,19,14,81,62,88,39,4,93,96,67,70,17,84,89,51,94,79,54,29,41,33,71,68,59,46,72,85,69,44,50,28,55,64,97,86,30,76,22,74,40,63,18,26,77,10,1,25,66,24,61,73,43,15,20,37,99,92,16,60,32,3,23,8,0,7,83,9,38,31,47,49,2,48,53,91,11,58,5,80,27,21,42,13,57,98,12,36,87,56,78,82
d68,68,85,98,18,14,8,55,36,9,31,63,24,89,87,74,45,12,95,50,0,39,91,83,23,32,58,25,60,49,16,27,67,52,88,48,70,90,62,79,66,35,38,86,22,34,20,44,65,92,56,13,7,71,42,81,54,96,99,26,78,47,3,21,4,33,30,75,29,94,5,53,77,57,28,64,61,37,19,59,51,97,80,17,41,84,72,6,82,1,40,69,93,11,46,73,43,10,76,2,15
d9,71,4,58,8,26,53,30,57,43,27,7,22,0,79,65,78,37,80,92,34,77,24,1,99,9,90,55,40,23,91,96,84,76,88,21,89,69,85,63,74,81,95,47,51,64,73,93,75,5,38,87,86,46,20,56,18,70,44,61,15,25,49,62,32,66,28,59,10,35,11,29,2,13,72,94,82,36,12,6,52,39,42,60,67,33,16,97,41,45,54,3,50,17,83,98,68,48,14,19,31
d7,82,73,74,95,33,50,16,55,87,19,67,12,18,43,65,41,70,98,93,59,64,77,6,14,7,89,21,76,91,10,30,96,35,28,58,60,57,25,11,83,94,27,69,92,1,79,63,39,15,86,47,84,66,0,71,23,40,80,38,9,53,45,4,72,52,42,26,34,17,29,56,13,36,49,51,22,44,54,81,48,37,88,31,46,68,2,62,3,8,5,32,78,24,97,99,90,75,20,85,61
d30,88,21,89,14,10,22,98,28,79,45,44,20,39,27,2,7,64,91,13,35,32,34,74,77,18,30,6,66,86,90,15,81,71,47,5,78,72,26,61,97,40,0,42,58,16,9,68,55,48,93,85,56,46,43,73,80,51,37,33,41,75,63,25,3,60,38,36,57,52,8,83,84,29,76,92,4,53,67,62,70,69,19,1,11,65,31,23,24,50,49,96,94,87,99,54,17,82,59,95,12
d94,4,35,15,63,1,84,45,82,30,9,46,20,73,39,94,86,70,0,68,10,57,6,44,36,13,17,87,79,43,23,78,97,27,18,83,75,64,25,92,58,7,98,60,24,55,99,54,85,12,90,26,96,81,76,28,16,2,61,34,88,29,91,74,95,65,40,59,14,50,37,47,62,51,71,67,22,21,56,31,38,48,77,41,93,33,8,19,49,66,5,52,3,53,80,72,11,69,89,32,42
d66,22,73,30,4,48,57,58,60,31,40,46,78,36,59,12,87,19,67,53,17,62,28,61,10,1,15,37,45,8,81,98,32,80,33,23,85,3,93,27,11,26,25,18,16,0,68,54,99,44,63,14,66,71,41,69,49,84,95,88,21,42,75,76,43,74,77,50,20,6,72,89,96,47,29,64,35,51,5,82,55,79,38,70,94,83,86,52,24,56,90,9,92,39,97,65,2,91,7,34,13
d56,69,79,66,71,29,81,18,12,25,46,7,96,87,4,3,23,49,22,61,95,10,74,77,45,41,32,35,43,14,52,44,37,99,68,24,36,28,90,50,39,54,6,91,84,33,31,59,0,83,42,30,47,85,9,60,15,51,48,17,11,88,20,58,98,55,64,16,97,94,82,72,19,67,27,21,13,56,92,65,8,73,70,57,5,89,80,63,76,62,75,2,34,40,78,1,86,53,38,93,26
d93,71,72,6,78,29,66,85,28,23,87,63,45,68,53,93,79,12,82,92,95,91,61,26,9,97,59,80,7,60,44,1,31,41,77,99,81,94,49,47,65,58,0,33,4,40,27,17,25,88,30,84,22,35,46,96,56,51,34,16,67,70,98,15,83,76,64,14,57,36,21,20,75,62,13,54,69,37,73,89,19,32,2,11,55,3,86,5,42,8,39,74,18,43,52,90,48,38,24,50,10
d96,94,24,3,64,79,10,95,49,4,50,63,59,1,57,80,60,13,7,92,76,14,48,86,17,47,53,29,70,51,90,28,40,85,87,98,39,71,97,42,23,96,84,30,55,75,2,77,12,0,54,11,62,99,6,22,68,45,91,36,18,83,74,5,88,20,69,37,52,21,73,16,82,35,89,32,9,72,41,25,56,43,44,81,31,8,78,15,46,34,58,66,26,27,33,19,65,67,93,38,61
d50,16,93,52,28,43,76,47,89,85,41,37,56,34,97,55,69,70,38,31,42,46,17,20,13,39,62,32,2,49,36,72,35,58,18,53,24,21,0,81,25,15,48,26,9,50,12,10,1,64,98,77,61,59,27,14,5,96,87,95,44,19,57,7,79,75,11,65,67,6,92,51,91,71,45,80,83,63,3,84,66,74,90,88,23,94,29,30,82,4,54,68,8,40,60,99,86,78,33,73,22
d91,86,67,97,5,65,28,19,45,14,90,53,21,18,33,93,37,58,46,80,95,76,42,17,29,13,75,3,4,55,81,35,32,48,64,7,38,77,56,91,82,12,22,61,39,16,50,36,25,47,63,31,84,51,41,73,74,10,6,79,92,2,85,98,69,26,78,27,72,54,94,71,68,20,15,88,0,99,70,87,8,34,96,43,59,83,66,60,49,30,24,9,40,1,89,11,52,44,23,57,62
d77,60,2,20,56,23,42,36,47,98,14,80,32,54,39,28,19,93,77,34,86,97,4,90,63,69,52,41,84,35,12,17,21,13,50,37,40,58,57,10,1,44,76,15,43,79,46,49,72,6,31,99,73,11,27,29,59,0,65,70,68,9,53,74,51,78,66,83,18,64,45,16,38,81,62,61,85,48,55,3,7,94,89,26,24,8,87,71,5,95,30,67,75,91,88,96,92,25,22,33,82
d37,27,96,21,29,19,10,51,67,97,84,86,34,54,57,36,73,22,15,91,31,44,80,50,71,82,88,55,9,46,7,83,60,98,48,25,59,77,47,52,63,0,74,28,3,43,12,11,79,87,95,41,42,20,75,13,8,64,5,2,24,37,4,18,66,6,93,99,78,40,23,58,70,69,30,62,35,39,92,89,14,26,65,68,61,32,33,17,76,53,90,45,38,16,85,94,72,56,81,1,49
d71,91,5,78,7,45,39,72,4,2,56,16,68,90,21,94,87,80,44,50,30,22,17,70,37,84,60,85,36,8,25,28,23,46,13,33,1,88,3,15,97,26,74,57,43,48,47,41,6,24,95,77,83,27,9,29,75,96,38,42,18,92,81,12,14,63,62,52,19,54,0,93,49,32,10,65,31,89,79,76,34,58,61,53,99,69,73,55,98,40,64,71,20,66,51,82,59,11,86,67,35
d65,65,31,10,13,74,73,94,76,92,21,36,53,29,97,91,25,35,12,56,39,38,2,93,16,61,68,52,54,80,26,55,85,14,59,95,70,82,1,22,30,9,84,8,81,40,64,71,37,4,42,66,75,98,33,19,41,43,32,3,11,69,6,62,96,60,7,24,20,51,99,0,15,49,47,23,45,17,88,72,50,58,77,86,28,27,44,78,87,48,83,57,18,46,79,63,89,90,34,5,67
d57,6,30,52,18,83,48,1,71,97,53,5,31,72,49,11,40,59,27,14,75,63,41,93,74,44,7,77,87,33,51,28,43,24,69,54,42,19,17,68,8,3,73,46,22,4,92,76,89,78,56,61,91,50,67,45,0,36,99,79,64,96,21,29,32,98,70,88,57,39,47,12,81,10,2,25,37,60,20,16,86,9,62,55,58,94,23,13,35,90,80,34,84,15,95,82,85,65,26,38,66
d35,9,93,11,24,49,22,29,5,0,62,31,72,80,73,89,42,65,83,55,51,76,30,19,79,28,87,91,96,16,2,54,98,64,52,92,35,88,34,68,12,94,61,97,47,63,53,26,13,90,7,74,39,46,59,45,20,8,95,99,27,57,82,75,4,17,37,14,56,85,58,48,32,84,21,41,25,33,69,10,70,81,36,40,78,60,67,1,71,86,77,43,18,6,50,23,3,66,15,38,44
d5,58,61,43,30,5,24,82,80,62,49,66,51,68,79,52,8,90,74,33,35,89,28,3,71,47,40,16,14,69,53,34,59,77,10,64,60,85,72,26,88,81,65,76,1,21,18,19,56,31,25,37,39,41,2,73,0,15,78,96,11,98,32,17,22,83,97,12,86,50,94,13,91,38,57,23,27,9,29,95,42,46,45,67,84,55,44,70,6,20,87,4,93,7,75,92,54,48,36,63,99
d61,70,47,27,86,9,96,93,41,57,3,29,34,44,30,85,10,21,35,99,55,17,51,78,25,92,67,2,22,48,28,36,65,0,75,66,31,52,11,16,94,84,91,64,33,45,4,5,6,39,60,14,61,26,83,81,20,88,12,89,58,59,73,63,90,68,19,82,50,15,37,1,49,69,74,76,98,8,24,95,79,40,87,32,42,71,38,62,23,77,54,13,72,97,46,18,56,80,7,53,43
d22,56,9,15,54,36,52,12,97,13,78,25,17,73,91,55,2,24,57,28,4,84,62,86,53,89,82,70,59,8,46,39,45,7,92,32,35,96,93,50,85,33,58,20,47,3,65,64,6,51,74,81,40,5,37,27,87,21,63,14,76,90,49,99,44,41,66,10,11,16,83,1,29,75,60,79,48,30,71,43,42,95,18,61,23,38,67,69,88,22,77,80,0,68,94,98,72,26,31,19,34
