,d59,d7,d5,d77,d14,d80,d85,d23,d18,d75,d52,d56,d15,d4,d95,d32,d26,d22,d41,d43,d55,d67,d57,d10,d27,d48,d99,d72,d37,d87,d19,d46,d9,d53,d97,d51,d73,d64,d44,d3,d30,d49,d12,d33,d54,d21,d61,d8,d11,d68,d42,d2,d31,d92,d16,d71,d6,d70,d91,d39,d34,d65,d47,d38,d89,d86,d94,d36,d40,d24,d28,d100,d83,d98,d82,d35,d60,d62,d58,d76,d93,d78,d84,d96,d29,d1,d13,d25,d20,d74,d69,d50,d79,d66,d17,d63,d45,d81,d90,d88
r47,55,85,52,38,14,5,72,47,80,15,11,37,45,44,2,26,36,35,24,63,87,6,46,31,93,83,17,49,41,64,99,62,90,79,94,88,40,54,20,89,95,78,32,68,18,51,82,91,57,27,50,60,58,7,84,48,28,96,29,92,74,10,19,39,59,66,1,42,4,30,21,25,16,12,0,97,53,77,9,13,76,98,22,67,75,65,73,8,70,86,69,33,23,34,3,61,56,71,81,43
r26,65,42,0,34,45,21,80,25,31,47,8,32,46,67,69,76,81,82,55,24,95,84,14,33,96,91,73,90,74,27,35,71,36,48,64,59,44,37,77,52,19,89,97,43,98,11,51,57,1,6,53,16,40,94,26,17,39,87,62,12,2,85,68,9,75,78,63,54,50,61,83,30,60,56,66,38,70,10,3,22,58,92,15,72,29,49,5,23,93,13,79,86,99,7,18,28,41,4,88,20
r99,67,0,7,89,70,36,88,30,92,8,76,63,83,45,93,6,74,1,23,57,28,64,75,39,91,14,54,29,58,5,33,60,62,22,84,47,3,94,2,31,27,82,55,38,18,65,53,78,42,66,10,77,96,44,37,32,86,26,17,68,9,72,87,52,20,85,40,80,48,4,21,90,73,56,98,19,24,35,81,59,61,69,46,50,25,34,41,12,97,79,71,49,15,51,11,43,95,99,16,13
r82,2,7,72,89,57,36,51,81,92,4,39,94,3,21,37,50,27,63,47,87,31,25,84,22,66,1,99,0,45,33,53,9,74,75,55,17,86,91,6,96,98,58,90,42,59,64,46,80,12,85,93,95,10,18,62,78,52,61,54,56,44,24,48,5,23,41,83,14,49,30,19,68,69,13,71,38,73,77,43,35,34,76,65,20,16,11,88,40,26,60,32,15,79,97,8,70,28,29,67,82
r18,77,66,97,74,68,92,98,87,67,83,61,73,95,51,60,12,47,50,27,43,59,36,76,65,40,84,81,75,21,62,15,26,10,37,6,58,7,24,91,71,2,94,9,5,35,85,29,18,57,34,39,69,80,63,20,53,90,32,82,70,17,79,99,42,30,3,45,13,4,86,52,56,41,38,25,11,19,28,1,78,49,93,72,96,33,54,55,23,22,0,8,46,16,48,44,64,14,31,89,88
r7,2,13,73,71,99,52,83,3,91,70,30,20,43,19,58,78,24,29,90,54,60,27,89,87,25,14,42,12,21,64,56,76,7,95,16,49,10,31,88,28,1,33,55,98,35,15,57,32,61,46,92,69,37,8,77,17,9,81,34,66,53,84,65,74,72,0,44,51,6,40,50,36,96,41,38,39,80,48,47,85,22,82,94,45,23,63,62,5,68,4,59,97,67,75,93,79,86,11,26,18
r20,80,63,96,76,95,38,2,4,59,89,57,65,84,70,12,88,79,23,91,0,92,56,34,9,41,61,94,73,20,51,39,44,35,72,26,31,15,29,98,25,11,36,7,24,45,18,32,3,48,62,37,86,93,43,21,53,46,16,8,17,67,90,97,74,19,54,27,75,40,13,10,5,14,60,85,55,28,22,30,68,83,52,78,6,64,1,99,71,81,33,87,47,42,49,50,82,69,66,77,58
r86,32,92,50,45,11,2,5,53,86,82,48,77,15,19,29,34,47,22,1,93,96,38,90,97,81,61,7,37,78,24,94,64,63,8,88,26,33,65,23,80,56,67,98,13,39,71,14,6,4,85,17,73,18,44,89,62,74,16,68,46,87,10,41,95,75,84,42,27,20,28,60,52,25,72,49,30,9,69,43,12,59,35,0,40,79,70,3,76,51,58,66,55,36,31,83,54,91,21,57,99
r67,30,36,8,7,87,22,68,49,91,33,34,88,20,63,96,9,80,84,31,79,83,94,90,3,25,2,17,10,4,56,95,45,62,61,66,6,14,78,82,26,15,85,13,24,29,98,74,5,92,59,27,65,50,77,48,67,37,19,73,97,57,52,64,99,12,69,72,47,44,58,21,70,42,32,86,23,54,38,41,76,46,11,43,40,35,18,93,1,71,39,60,81,28,16,51,75,55,53,0,89
r1,86,22,61,52,27,6,17,40,80,70,5,34,71,3,89,30,14,51,2,69,67,11,62,59,79,20,92,58,56,50,24,83,81,93,16,45,82,42,29,36,33,88,60,13,96,12,53,94,23,66,87,54,64,28,39,65,85,84,4,47,73,68,1,72,90,77,8,76,99,43,18,37,38,41,25,0,46,35,15,91,7,57,48,63,19,26,95,32,78,74,75,98,44,97,10,21,31,49,55,9
r59,27,34,75,85,4,65,37,54,7,39,6,73,5,13,38,64,52,69,74,17,25,56,12,18,77,94,29,79,67,90,19,68,87,51,59,93,76,88,41,91,86,35,8,20,78,3,26,45,15,24,46,9,82,0,50,14,60,44,97,96,70,28,80,30,53,1,32,31,81,10,16,72,2,71,66,49,42,98,48,63,92,99,95,40,11,62,61,22,33,47,55,36,58,23,84,43,57,89,21,83
r56,70,25,89,27,75,43,71,20,48,31,99,93,54,35,73,0,82,12,16,66,45,83,61,29,9,41,46,32,76,92,17,33,85,11,98,80,18,42,59,26,22,39,88,40,77,1,55,36,28,65,94,74,2,67,69,81,56,4,15,8,57,68,5,21,84,63,78,72,49,64,90,44,79,30,96,23,38,62,86,13,47,95,51,60,19,34,14,7,58,53,3,91,97,87,37,50,24,6,52,10
r4,56,19,69,6,32,25,90,45,42,50,57,52,44,29,13,99,21,23,54,30,43,88,55,74,98,16,33,36,95,15,5,10,8,40,83,77,86,84,41,53,93,60,51,65,91,85,58,81,61,9,31,72,82,78,14,46,4,62,47,48,49,17,18,27,80,75,64,70,22,0,11,35,24,73,38,1,76,66,96,2,97,37,79,67,12,7,26,34,94,3,39,71,87,28,89,59,20,63,92,68
r93,3,11,48,14,25,4,81,60,89,35,38,69,96,54,87,46,94,93,50,12,59,30,63,18,76,40,72,15,49,28,10,58,77,70,98,21,90,61,82,92,75,45,91,13,53,7,42,8,56,99,16,5,24,47,57,71,43,23,33,65,41,36,66,39,1,32,51,86,78,79,34,88,85,20,74,55,64,22,26,52,83,97,37,44,6,95,67,2,27,31,19,62,29,0,9,80,84,68,73,17
r21,73,1,68,27,0,32,96,92,48,75,90,15,38,46,34,17,70,23,64,14,95,8,2,51,12,18,76,36,7,20,71,52,16,98,41,37,42,13,89,5,79,39,31,56,63,72,50,94,77,78,99,58,54,86,26,30,97,62,49,19,10,55,80,60,45,85,21,35,93,4,40,66,87,44,53,84,82,91,11,83,57,25,88,74,22,24,67,65,9,28,3,61,6,59,33,81,69,47,29,43
r32,84,66,69,31,98,20,11,24,33,75,26,68,23,47,25,16,61,39,48,72,85,1,89,83,12,13,97,14,9,60,94,52,19,70,88,57,65,37,29,35,6,4,56,18,93,5,38,79,90,28,30,87,0,44,91,96,49,15,92,45,51,78,8,76,22,32,3,46,40,53,10,50,54,59,21,80,71,2,81,7,64,55,42,63,82,17,67,27,95,73,86,62,58,77,34,99,41,43,74,36
r41,54,65,36,13,58,85,20,55,48,9,86,35,1,21,38,24,90,7,34,63,93,97,70,44,69,64,5,99,32,91,33,83,57,82,68,11,39,23,45,30,81,18,77,59,80,12,62,16,29,15,0,60,98,4,46,94,47,78,27,74,92,61,3,14,17,37,95,67,56,71,8,31,66,25,72,96,88,76,49,50,41,75,19,42,28,84,87,73,22,89,2,43,79,52,53,51,26,40,10,6
r78,42,81,31,17,3,33,30,69,7,84,26,18,11,8,88,45,78,82,44,15,47,58,76,52,55,74,70,41,35,25,19,89,65,72,28,67,87,77,20,60,64,54,63,14,92,56,1,98,90,61,57,0,2,38,32,29,80,12,68,95,22,83,50,94,9,23,46,48,86,36,85,13,39,34,43,97,91,51,37,99,10,16,24,5,71,49,4,93,59,62,6,79,40,53,73,21,27,75,96,66
r12,68,41,39,80,11,84,42,72,24,38,74,17,60,88,10,65,91,92,16,98,62,55,69,77,76,51,32,7,85,37,95,31,45,2,94,12,3,50,96,14,82,8,30,33,18,23,66,9,13,57,6,78,0,71,36,52,48,15,1,58,99,67,53,34,29,93,40,35,90,73,19,63,28,97,79,83,5,61,54,81,70,26,56,21,44,59,43,87,89,86,46,47,4,75,22,49,64,20,27,25
r3,31,77,93,98,99,97,85,10,55,16,1,50,96,89,72,14,48,42,49,62,36,19,41,73,26,11,64,95,29,71,92,79,80,76,5,46,94,13,53,78,22,67,7,38,82,61,23,65,60,54,27,70,15,39,24,34,18,33,2,81,28,47,37,56,66,20,90,43,58,6,3,51,57,75,30,12,40,86,88,35,69,44,17,59,52,83,9,32,25,68,63,91,74,21,87,4,84,0,8,45
r92,43,72,8,35,92,54,77,75,47,34,79,40,64,87,2,20,25,49,71,76,97,26,18,38,82,94,19,52,85,74,14,33,51,58,56,60,32,70,96,11,63,39,95,22,44,91,3,16,88,21,24,42,29,0,46,31,15,5,99,78,30,27,73,41,57,1,98,81,86,67,66,7,84,83,65,17,9,50,68,62,69,36,28,13,45,80,23,10,89,93,37,48,61,59,53,90,6,55,12,4
r87,9,62,81,17,74,72,86,99,43,79,16,91,82,95,64,92,13,93,2,3,63,51,46,73,56,10,41,36,65,12,40,89,90,38,57,33,80,23,69,47,1,21,71,35,84,11,8,66,7,75,42,4,0,34,70,76,18,83,14,98,20,77,60,87,78,39,55,19,27,37,24,15,49,68,5,94,30,96,32,25,28,67,85,31,58,97,54,88,48,44,45,59,6,50,53,26,61,29,22,52
r91,75,86,49,66,62,77,89,1,23,88,56,79,64,96,16,80,45,8,18,32,4,3,22,69,33,78,38,60,44,84,74,15,19,95,82,73,67,13,91,46,34,93,7,58,17,43,41,61,85,59,81,51,26,47,35,6,63,83,21,39,24,12,10,55,71,0,97,25,42,36,28,94,65,5,68,9,2,52,72,40,99,27,76,70,98,87,57,48,53,50,92,31,90,37,54,20,14,29,30,11
r25,81,15,60,4,51,80,16,94,5,32,10,70,37,46,41,29,31,21,8,45,54,66,62,85,52,97,58,35,28,98,40,65,23,57,72,17,20,12,13,44,53,79,63,84,47,18,69,73,86,91,30,7,24,89,48,71,2,90,22,33,93,61,55,19,83,68,56,11,82,42,26,64,92,75,3,34,59,88,99,6,43,67,25,77,50,36,96,95,87,0,78,49,39,9,1,14,74,76,27,38
r11,31,33,55,81,51,5,46,60,77,52,23,32,89,43,41,25,6,34,7,95,65,1,53,84,67,87,85,64,97,62,68,4,14,44,18,24,83,37,98,35,40,45,3,76,66,82,61,21,26,48,88,2,54,49,69,63,11,0,36,80,57,50,8,10,72,92,27,71,38,74,70,94,93,20,75,9,79,16,39,19,47,17,59,42,29,58,99,91,86,90,15,56,78,73,28,12,22,30,13,96
r44,21,13,14,44,92,46,77,20,22,17,76,78,90,95,47,49,43,1,89,4,68,0,60,23,5,52,50,8,75,9,40,51,45,96,83,3,24,11,19,28,26,99,27,31,84,61,64,65,93,67,41,82,86,34,48,91,32,88,81,25,85,2,71,87,37,35,18,59,12,29,39,72,38,66,94,6,98,7,62,73,57,10,74,53,56,33,36,16,97,54,15,63,79,69,70,58,42,80,55,30
r46,92,72,3,77,51,36,71,95,24,93,80,68,89,62,39,0,21,48,19,53,4,81,96,97,31,91,37,33,8,49,57,1,67,14,54,38,87,74,40,7,18,2,16,6,99,78,12,52,94,60,28,63,90,83,79,70,47,32,59,9,17,69,34,25,55,30,11,20,22,66,35,73,10,42,41,29,58,44,86,13,26,23,5,45,15,61,75,56,76,65,85,27,64,43,98,50,82,46,88,84
r69,23,75,77,27,33,70,80,79,93,55,78,50,97,99,49,71,17,1,64,42,9,10,15,62,3,21,92,5,68,96,7,45,19,34,54,67,8,31,98,22,14,53,58,4,18,85,44,37,60,72,6,90,35,74,41,0,46,56,28,86,32,91,57,25,95,81,94,59,48,39,13,29,76,11,24,47,84,38,51,30,16,88,43,83,61,2,87,52,63,26,89,12,69,20,65,73,36,40,66,82
r100,55,87,73,94,10,83,62,95,80,17,28,8,75,30,61,23,71,69,60,76,54,64,96,85,93,84,42,44,88,16,57,31,34,18,1,29,7,32,22,35,36,81,33,21,19,0,82,79,20,70,48,97,39,50,25,13,49,4,45,2,9,72,52,92,78,63,38,99,12,11,40,51,59,89,27,46,47,14,65,56,91,15,98,67,58,24,90,43,53,41,26,3,37,66,74,86,68,6,77,5
r62,7,17,93,42,4,38,95,24,11,50,12,55,72,76,49,52,51,9,90,69,10,37,85,35,32,66,44,48,70,62,64,6,87,94,71,22,60,8,91,88,3,67,19,36,43,77,80,15,1,20,81,73,79,89,58,97,41,14,92,13,2,27,45,82,96,57,16,59,5,34,83,61,65,86,56,84,31,18,99,98,63,23,54,25,0,29,46,53,33,40,75,78,68,39,74,21,47,26,28,30
r29,23,34,30,97,74,21,87,51,37,56,11,68,75,73,53,65,38,57,39,18,52,43,63,27,88,41,82,98,20,69,50,6,90,94,17,99,61,81,47,24,25,66,32,83,54,3,35,40,71,14,9,92,4,0,16,12,2,95,60,77,48,29,8,79,55,59,96,80,15,19,58,67,93,64,72,33,84,1,28,22,78,91,46,62,31,45,13,42,76,10,36,44,89,85,86,5,49,7,70,26
r8,39,10,24,44,15,55,12,14,74,92,52,45,62,76,32,36,29,5,35,57,40,49,87,63,41,56,13,90,9,58,28,0,78,34,53,89,46,7,1,11,31,18,51,30,33,8,86,25,16,73,4,64,2,81,80,72,97,93,60,43,48,66,47,69,26,95,96,65,82,6,94,75,54,19,79,77,83,88,50,20,67,71,59,37,98,85,61,70,22,91,23,3,21,42,27,38,68,17,99,84
r58,6,90,10,17,74,68,30,99,61,59,35,18,84,9,8,0,58,34,4,95,26,19,57,73,11,97,55,91,12,51,39,42,50,43,32,96,7,82,60,86,53,77,48,64,14,72,88,21,31,28,1,13,44,78,79,63,69,16,75,66,54,33,46,80,52,23,36,5,15,81,67,3,70,62,2,93,85,37,49,92,29,45,65,87,98,24,20,56,38,22,25,41,71,47,83,40,27,76,94,89
r84,37,34,57,4,11,15,96,97,45,35,87,18,68,8,7,75,58,95,1,26,79,46,6,89,84,82,64,29,74,28,0,36,42,10,71,38,88,40,55,41,19,23,16,67,17,62,65,54,39,72,69,70,93,53,86,66,14,52,51,77,90,48,80,9,5,81,25,33,49,78,56,99,63,2,30,12,3,31,85,22,13,20,83,21,32,44,76,59,60,98,91,61,47,92,50,73,27,94,24,43
r34,65,58,6,85,49,86,27,71,55,91,22,79,96,68,47,36,7,44,19,63,57,77,33,43,48,1,46,31,54,4,51,80,20,50,30,72,8,73,41,66,25,97,69,24,89,78,74,75,38,16,45,64,88,39,56,29,99,3,70,92,14,2,17,82,53,28,34,98,94,26,11,23,76,93,18,21,60,95,81,0,52,15,37,13,9,87,35,12,83,84,59,90,42,61,67,5,62,32,40,10
r50,76,3,73,90,62,27,25,19,21,50,70,83,37,58,15,31,86,66,6,38,98,1,99,64,24,4,68,93,39,96,12,22,52,41,18,26,28,80,91,33,56,43,17,29,89,2,95,94,20,60,10,23,35,5,34,14,40,75,82,9,72,63,61,45,74,87,30,46,78,48,65,49,79,97,44,42,57,47,84,8,92,85,69,32,53,51,11,55,0,71,67,36,88,13,54,77,81,59,7,16
r75,50,72,88,15,28,1,86,11,87,14,90,2,77,22,26,5,41,63,33,98,73,24,17,83,96,59,34,30,55,69,42,56,36,13,45,79,82,62,44,75,65,95,85,4,48,35,97,91,20,40,67,51,57,89,3,92,68,74,81,46,9,8,76,39,18,12,61,99,32,6,23,78,94,52,19,29,93,16,84,7,10,64,71,38,70,31,60,54,21,27,49,37,53,43,47,25,58,0,80,66
r79,20,38,98,49,43,68,39,44,72,90,2,8,92,11,93,67,18,47,99,13,0,63,17,73,36,15,61,52,88,70,42,32,75,91,28,64,40,23,33,78,97,62,5,41,81,26,84,31,3,87,85,79,74,35,7,25,82,19,55,58,76,45,53,77,54,30,6,50,80,56,37,51,24,83,89,29,86,4,96,57,1,14,46,16,34,95,71,22,59,9,27,48,10,12,69,94,66,21,60,65
r71,10,11,91,17,15,20,54,46,71,19,42,96,25,40,81,48,33,77,98,47,68,4,87,32,84,66,63,85,55,65,12,69,74,99,95,86,62,52,18,82,14,88,57,27,0,37,94,72,35,23,6,53,89,80,43,70,30,79,21,78,44,50,45,59,31,38,8,7,97,36,49,3,60,58,75,41,5,22,56,76,73,9,28,34,67,24,92,29,64,13,16,26,90,51,93,2,83,39,1,61
r27,86,58,84,60,8,7,59,42,41,35,91,11,5,69,51,9,32,63,10,93,62,57,17,26,46,14,67,31,12,72,50,24,87,25,13,83,38,71,43,98,44,96,74,89,3,88,16,37,39,49,68,66,23,0,18,79,61,33,48,52,94,82,6,20,27,2,78,54,34,30,99,65,85,4,73,53,92,56,80,75,97,29,1,64,81,55,19,70,77,21,40,47,36,45,76,95,90,15,22,28
r53,19,68,46,18,45,56,5,54,44,71,7,97,3,57,13,33,50,72,61,89,77,91,1,79,29,83,23,30,34,76,14,92,21,26,81,63,82,90,47,15,88,10,2,96,87,73,55,93,8,59,86,65,42,6,95,58,25,60,99,74,22,62,28,52,75,32,35,11,27,40,20,67,69,12,51,84,94,80,39,36,53,49,31,85,66,98,43,41,0,64,38,16,9,17,70,48,37,24,78,4
r24,21,59,16,81,72,7,95,76,87,67,45,88,96,36,55,47,60,8,73,6,26,68,41,53,89,86,32,38,5,9,28,24,98,19,40,63,2,20,3,94,13,75,91,30,92,93,10,27,71,83,58,43,17,78,90,79,99,65,56,80,77,11,39,49,82,29,42,48,12,54,57,35,66,4,25,37,1,34,14,15,97,61,69,0,33,85,64,84,62,52,51,44,22,31,74,50,46,18,70,23
r19,70,97,25,11,20,24,56,13,74,2,85,38,42,81,10,68,50,30,78,54,63,59,75,62,69,1,21,87,84,93,19,18,15,39,53,46,55,49,73,33,26,29,52,28,61,36,9,66,77,71,27,45,67,95,5,22,31,47,94,41,72,48,90,16,60,6,79,57,7,86,17,3,99,96,14,35,12,4,0,65,91,44,40,8,80,89,82,34,98,58,88,23,51,92,32,43,83,37,64,76
r10,85,33,38,13,28,17,67,19,69,97,8,71,42,74,7,89,68,21,78,60,48,59,35,43,24,54,18,81,6,99,84,26,20,62,31,76,25,56,15,80,5,29,0,10,40,22,95,44,52,45,47,34,96,87,86,27,1,88,51,91,73,12,14,2,53,98,55,49,77,37,23,4,72,58,75,32,57,3,63,64,65,82,50,9,66,93,92,79,39,36,70,16,11,61,94,46,30,41,83,90
r37,65,2,53,80,95,1,42,12,66,56,4,13,86,31,6,17,41,23,5,76,10,7,22,33,85,62,69,8,97,45,88,60,19,54,94,9,71,77,96,81,39,82,59,3,74,30,75,0,26,93,14,67,38,47,61,34,63,98,48,24,11,79,46,92,52,40,25,58,90,32,89,16,78,21,83,43,91,73,29,20,37,68,50,35,57,15,36,44,51,84,28,70,72,99,27,18,87,64,55,49
r30,13,90,35,78,45,99,2,50,31,98,0,47,57,67,29,60,24,46,33,82,62,20,37,64,44,88,68,56,73,93,66,92,70,14,87,97,1,7,96,69,8,32,15,22,10,40,84,75,58,38,25,53,4,30,36,85,83,86,43,59,61,89,28,49,19,79,17,42,94,9,16,95,77,55,48,5,3,54,26,51,27,52,41,65,72,18,74,63,11,21,71,23,12,91,6,76,80,34,39,81
r35,69,92,33,79,82,96,51,30,76,73,75,23,61,24,59,71,68,46,22,81,28,58,5,39,36,32,7,13,83,37,50,64,72,12,78,1,8,67,57,99,66,54,10,29,20,9,18,86,74,98,27,25,60,38,95,87,91,52,31,34,3,47,42,55,65,6,94,14,62,56,0,88,70,45,63,26,40,53,77,21,93,48,4,44,84,11,2,90,85,89,17,15,43,35,97,19,80,16,49,41
r65,10,98,52,36,43,30,1,27,82,60,85,69,37,0,28,9,6,75,59,57,51,13,18,11,63,66,31,29,95,26,84,17,96,22,23,38,99,81,91,72,24,47,93,48,54,32,94,67,56,50,33,68,65,55,92,53,87,34,3,2,97,15,25,39,14,88,77,73,45,70,62,5,78,80,19,90,8,44,71,12,16,40,41,7,35,89,61,83,21,49,86,76,64,42,79,4,46,74,58,20
r81,85,58,96,6,14,88,55,47,5,87,43,39,51,59,99,78,48,31,27,52,49,36,20,13,66,24,95,3,23,77,10,18,25,75,33,9,65,0,34,44,56,57,92,62,12,82,97,42,22,8,53,26,16,29,64,83,46,17,81,28,91,90,30,84,50,72,76,41,63,69,38,19,21,45,73,98,40,80,70,61,11,68,79,37,94,89,93,32,15,2,4,71,7,1,86,74,35,67,54,60
r33,6,22,30,13,40,1,35,31,8,44,42,46,57,64,59,51,93,53,60,94,92,96,4,90,43,27,63,41,77,83,9,81,78,55,32,18,7,2,34,26,80,69,54,95,24,48,37,56,21,91,28,12,33,5,65,82,25,19,62,71,11,85,58,89,23,97,36,61,99,88,49,29,70,38,47,39,45,17,74,73,3,16,79,86,72,14,10,66,20,84,52,50,0,87,98,76,68,15,75,67
r63,94,1,24,80,31,91,41,89,96,64,75,44,28,14,70,38,54,98,97,43,46,83,81,57,9,21,85,59,51,65,29,17,0,47,63,16,76,73,20,95,82,4,35,19,30,62,71,53,5,12,32,33,60,87,7,23,84,45,78,25,66,56,90,2,92,77,37,15,49,72,34,6,74,52,40,13,3,27,8,86,18,79,22,93,39,67,50,11,36,10,58,68,61,48,42,26,88,55,99,69
r45,24,20,12,53,90,61,49,8,58,2,30,92,87,72,68,44,21,70,37,43,3,48,75,4,36,51,18,0,93,78,66,9,80,98,91,1,32,88,65,35,67,52,81,50,39,47,22,85,11,25,76,89,56,54,57,73,45,84,6,34,77,60,16,64,63,29,97,26,15,13,74,27,62,33,95,10,17,14,59,38,41,86,5,55,31,96,46,40,42,99,28,23,82,69,19,94,83,79,71,7
r66,85,29,12,16,47,39,64,5,51,91,31,57,35,70,82,15,58,25,63,54,61,78,50,27,41,53,59,11,67,42,21,80,37,77,17,73,76,79,99,97,60,84,45,72,69,74,81,90,43,62,22,55,52,71,10,2,14,36,96,13,75,49,34,8,88,32,24,56,28,23,92,40,66,86,65,95,33,20,7,68,18,1,3,26,48,6,87,89,38,98,44,83,4,19,0,30,46,9,94,93
r57,95,56,24,83,16,68,48,10,71,13,86,25,97,64,57,82,85,14,52,12,54,80,28,47,70,94,74,55,84,44,45,73,77,3,4,81,2,96,76,43,63,37,90,18,40,7,51,89,93,98,23,67,62,33,22,11,35,27,60,46,19,29,49,41,31,65,75,32,69,0,15,72,50,78,53,58,5,9,91,38,39,59,8,92,42,88,30,61,6,26,17,99,87,66,21,79,20,34,1,36
r76,41,86,61,59,13,54,35,44,89,38,23,39,45,57,97,92,29,66,5,70,60,15,46,12,47,91,18,88,62,67,78,85,51,69,72,73,52,36,58,9,64,94,31,25,43,95,32,82,50,63,4,7,6,16,76,19,87,27,28,26,37,24,1,71,75,8,53,17,30,14,0,40,3,96,56,84,20,49,21,11,98,10,55,34,80,83,93,99,68,77,22,81,90,48,42,79,2,65,74,33
r73,34,53,16,5,17,58,55,38,81,24,44,21,45,89,0,90,56,11,7,63,83,80,82,88,98,15,85,77,61,51,19,18,86,43,95,4,74,48,1,65,40,97,26,3,35,6,30,47,23,29,37,70,20,72,52,68,76,71,73,79,96,66,54,22,39,67,69,28,92,49,10,50,78,46,99,59,42,41,75,32,33,60,64,87,94,2,9,8,12,31,91,25,36,14,93,62,27,13,57,84
