,d87,d23,d15,d60,d25,d99,d8,d3,d33,d11,d32,d56,d70,d45,d75,d9,d79,d92,d55,d61,d78,d89,d82,d86,d18,d48,d4,d73,d40,d5,d57,d35,d7,d98,d63,d97,d100,d34,d85,d1,d14,d59,d29,d52,d58,d36,d84,d6,d46,d51,d42,d64,d2,d74,d67,d83,d77,d43,d91,d81,d50,d76,d54,d41,d65,d37,d26,d31,d47,d24,d17,d21,d20,d49,d30,d44,d19,d93,d27,d72,d38,d94,d12,d88,d13,d28,d62,d39,d96,d22,d10,d95,d90,d80,d69,d68,d66,d53,d71,d16
r68,19,58,34,85,6,1,45,35,29,97,91,57,15,31,64,90,98,71,0,7,93,41,9,92,5,68,84,77,14,81,33,40,49,10,69,59,54,28,8,30,20,22,99,63,52,42,37,82,89,75,25,73,3,17,47,55,12,61,16,88,66,43,53,44,70,32,56,76,83,65,87,23,27,74,80,11,78,36,62,18,50,48,2,79,46,4,60,38,39,96,13,51,72,26,86,94,95,24,21,67
r100,93,3,60,53,6,61,94,79,15,19,57,11,59,95,17,13,12,28,85,25,30,8,86,91,97,88,81,78,27,5,69,80,39,21,0,4,51,18,49,71,1,64,35,7,41,92,43,48,99,77,70,68,74,32,89,62,10,98,55,82,16,37,72,24,42,96,20,54,63,29,45,75,26,47,46,73,52,65,23,40,50,87,14,66,33,2,34,90,31,84,67,9,76,36,22,44,56,83,38,58
r82,77,55,22,66,10,5,0,98,27,38,56,15,62,63,35,69,23,30,89,65,97,2,84,43,52,58,47,29,60,79,50,81,76,34,86,71,70,72,18,41,64,53,13,80,37,85,21,9,57,46,82,59,16,45,48,28,17,61,40,74,44,42,11,49,26,12,99,39,78,83,68,95,73,88,32,14,36,25,87,6,91,75,33,19,7,51,1,96,54,94,67,3,93,24,20,90,31,4,92,8
r93,24,0,87,69,82,89,71,8,72,59,21,28,85,62,10,42,90,37,40,74,64,29,75,13,17,32,66,98,31,54,61,94,78,43,11,86,35,41,3,14,33,92,55,63,93,30,76,79,45,1,16,23,6,47,56,44,34,26,2,70,58,50,48,27,38,96,9,25,73,5,12,51,81,60,67,83,68,49,7,91,52,15,18,19,97,39,20,80,53,65,95,57,4,84,46,88,22,77,99,36
r97,8,67,60,99,94,28,11,54,79,74,16,63,56,33,53,58,48,20,96,9,82,59,84,51,76,30,3,37,1,92,64,35,36,34,70,88,73,19,83,78,69,90,32,41,97,72,81,87,55,75,89,50,66,29,43,80,15,44,46,6,57,62,93,68,61,77,98,91,12,10,24,31,25,65,52,47,38,14,2,71,7,27,0,13,42,22,49,26,85,4,17,39,21,18,86,23,5,45,40,95
r31,89,47,52,36,78,33,43,42,92,25,54,85,79,94,62,26,76,58,95,32,64,45,84,31,27,34,99,48,40,63,22,8,53,74,3,37,13,83,17,12,87,57,11,16,49,91,59,41,21,75,73,69,0,24,66,4,14,23,44,68,38,6,72,51,29,80,35,96,9,18,77,2,15,93,90,50,71,5,30,88,46,20,39,56,19,81,61,55,60,97,98,7,65,82,28,70,10,1,67,86
r83,1,98,63,45,14,95,17,55,94,10,71,91,33,4,89,88,19,20,52,40,69,79,12,49,31,76,48,24,9,75,85,29,87,86,23,21,41,51,73,96,30,15,56,81,27,99,65,54,72,3,67,5,93,37,13,50,68,83,39,78,2,61,43,70,32,82,7,36,74,59,26,92,28,77,66,80,42,97,57,47,22,64,44,6,35,34,18,84,11,25,0,62,46,60,58,38,53,90,8,16
r66,50,55,10,78,19,39,73,63,81,89,58,31,22,8,82,56,13,97,32,12,62,59,68,30,48,42,52,29,57,45,23,75,47,4,98,7,65,21,3,27,24,92,90,79,17,2,60,66,14,70,53,85,88,34,33,91,38,93,41,67,1,6,76,35,94,15,71,26,18,43,86,46,49,83,40,20,28,74,96,99,44,80,25,61,51,84,72,9,77,0,11,64,54,95,36,16,87,69,37,5
r29,23,60,5,97,20,31,65,78,8,0,71,89,86,41,68,9,63,74,70,39,54,56,51,62,67,36,72,58,32,57,98,43,66,16,73,6,82,64,96,76,80,84,77,48,17,94,3,7,37,90,11,85,69,93,1,75,47,27,4,34,87,28,2,45,40,61,59,55,21,25,88,15,18,12,35,44,49,95,14,24,38,13,29,19,91,53,26,22,79,81,83,33,30,42,99,92,50,52,10,46
r24,37,62,78,15,38,24,53,48,61,25,64,5,51,16,13,84,45,77,35,73,30,93,83,54,47,90,40,46,27,72,89,21,4,22,36,69,33,32,65,79,70,7,41,86,58,96,63,60,99,57,92,19,71,67,28,56,59,9,11,10,87,29,34,68,52,76,31,95,1,74,43,91,12,88,26,98,49,75,94,97,66,50,0,23,20,81,14,3,82,85,44,42,18,2,80,6,55,8,17,39
r52,18,81,53,9,83,91,64,10,79,82,12,89,14,65,5,86,32,51,54,13,15,4,60,61,40,50,59,0,20,77,49,25,2,16,11,52,3,75,34,6,30,63,80,47,71,8,68,1,55,62,17,46,74,67,19,99,43,21,26,72,48,27,36,90,38,22,98,42,97,66,33,37,35,56,88,96,39,29,24,94,84,31,73,44,93,41,57,76,23,69,7,95,58,92,78,70,85,28,45,87
r61,29,87,89,48,27,56,67,31,8,91,43,60,32,61,96,92,5,85,47,94,72,98,35,62,40,11,57,77,50,93,53,55,41,65,3,73,44,99,79,74,15,22,1,13,83,52,64,33,30,21,97,2,20,12,66,70,9,88,76,75,63,95,54,25,82,38,26,84,34,0,68,37,39,81,7,6,86,45,24,4,16,18,69,14,90,58,78,17,59,80,42,28,51,10,19,36,46,23,49,71
r43,17,43,95,76,6,0,89,57,42,49,64,5,51,77,39,35,72,20,19,37,32,83,41,21,99,15,84,25,12,85,58,26,60,74,52,78,96,94,28,45,97,53,88,22,47,44,38,70,4,10,29,40,27,18,67,68,73,8,65,2,16,81,87,59,36,61,7,24,56,93,62,50,79,98,31,90,33,13,63,23,14,48,91,9,66,69,71,34,30,80,86,3,11,82,92,55,75,54,1,46
r71,57,12,54,66,73,10,46,63,67,47,80,6,48,31,85,24,36,28,19,17,93,27,55,88,29,98,89,32,20,21,86,81,40,74,83,42,76,41,82,94,26,15,56,77,79,11,50,95,8,78,43,39,69,16,58,4,23,65,75,96,30,90,60,72,84,34,2,68,87,71,25,3,38,92,61,45,13,70,1,64,52,0,62,18,9,14,22,51,99,5,59,97,91,7,35,44,49,37,33,53
r12,84,21,85,32,12,33,10,30,9,37,83,43,41,18,0,44,16,52,24,67,99,15,28,86,89,45,98,13,68,81,11,22,25,82,59,8,54,80,75,65,53,70,46,36,94,40,90,76,92,27,23,17,97,93,72,73,1,69,66,56,91,78,87,64,5,58,95,49,62,34,26,88,7,19,61,3,51,50,74,77,14,2,71,29,42,6,4,38,48,35,60,47,20,55,31,39,63,79,96,57
r7,68,49,22,61,83,38,9,15,75,31,51,2,56,28,99,45,52,3,76,13,37,71,53,80,8,11,16,17,20,27,85,79,4,29,6,74,46,98,88,93,58,44,89,36,82,72,69,7,32,59,30,67,21,96,81,42,18,62,97,50,40,12,41,91,63,33,0,19,5,23,65,47,48,55,14,78,73,1,60,84,87,54,34,77,43,95,57,26,92,10,66,70,90,94,25,24,64,35,86,39
r77,78,42,53,75,68,74,23,72,60,85,26,98,9,0,10,7,6,22,84,76,90,97,33,30,61,18,71,83,82,8,86,37,89,16,44,58,29,43,95,88,64,20,39,1,2,14,46,81,25,96,11,3,93,19,94,45,62,70,59,54,69,66,92,91,40,34,12,24,87,35,41,47,55,49,17,50,65,36,63,79,52,99,80,31,5,67,21,51,77,57,4,13,38,48,73,56,32,15,27,28
r64,65,94,67,40,26,84,31,92,71,61,95,74,80,3,14,10,96,59,42,49,5,9,78,11,87,29,64,16,12,2,83,77,24,48,44,34,66,7,18,17,55,56,54,37,53,36,4,39,60,98,38,99,85,35,69,8,93,22,32,97,27,6,72,28,0,13,15,89,46,1,45,81,47,88,21,33,91,73,76,19,41,70,51,30,75,82,43,79,63,62,90,68,57,25,20,23,52,86,58,50
r18,60,38,99,43,64,58,7,98,31,73,21,93,52,12,74,96,20,5,66,29,26,94,62,15,11,25,27,76,86,24,61,8,28,69,1,18,75,89,44,0,32,23,17,95,14,72,53,77,49,82,88,40,50,57,34,68,90,47,51,37,55,33,84,56,19,83,30,80,6,36,39,92,65,22,54,85,13,63,46,79,71,59,4,70,87,2,67,48,3,16,91,41,9,10,78,35,45,42,97,81
r11,32,61,62,49,83,12,2,38,25,57,42,93,4,92,60,85,23,98,58,72,81,0,67,70,77,73,26,5,21,28,91,51,3,39,31,64,43,71,89,75,88,16,24,84,17,52,45,20,97,34,1,59,82,87,6,79,7,18,74,48,90,80,37,63,65,46,13,8,29,41,30,11,56,35,14,10,94,22,40,76,99,36,68,86,47,9,53,33,55,66,78,19,54,27,15,44,69,95,50,96
r54,4,73,17,29,2,10,49,82,68,76,90,35,9,81,46,97,26,20,77,69,59,12,32,60,62,96,33,93,30,0,11,7,36,1,18,23,86,42,27,45,63,71,21,38,75,64,31,91,13,87,48,83,74,89,3,79,16,94,80,8,43,44,51,39,41,92,72,14,37,24,88,53,25,22,19,98,56,28,85,67,15,84,78,54,58,99,5,61,70,65,52,50,57,47,95,66,40,34,55,6
r13,64,55,59,74,61,81,26,6,49,4,98,40,46,96,60,87,31,78,88,18,83,34,95,63,5,84,79,99,93,90,69,35,7,25,16,12,8,14,47,20,37,28,17,89,97,41,56,75,23,32,9,70,65,3,62,57,44,22,92,86,30,94,0,50,68,36,82,85,33,11,39,72,73,29,38,10,24,48,80,19,77,91,76,66,58,13,53,2,71,21,51,45,52,54,67,42,27,1,15,43
r40,75,20,84,76,45,50,12,77,96,94,22,17,1,98,33,88,38,0,6,74,40,97,11,24,91,61,68,78,82,4,31,59,28,83,81,67,90,89,36,99,42,16,2,15,27,62,79,86,32,46,18,56,14,95,19,29,43,30,64,51,69,39,85,57,5,63,8,72,49,21,92,80,10,7,48,35,34,3,41,73,54,66,93,37,47,44,23,70,9,60,65,87,53,71,58,26,13,25,55,52
r88,77,56,52,72,26,73,8,65,22,14,66,85,17,54,5,45,50,18,82,10,20,96,97,87,70,47,51,38,36,84,33,98,6,0,81,57,44,7,92,58,37,43,90,79,23,68,88,89,46,35,64,93,19,67,16,24,75,28,25,69,42,29,13,48,9,27,53,41,30,55,83,21,94,86,2,40,91,31,1,12,11,74,60,80,49,76,99,63,95,61,71,62,3,78,39,32,59,4,34,15
r16,39,56,71,31,23,68,86,42,61,20,63,6,81,37,9,1,44,0,22,43,25,77,74,51,52,95,60,89,99,26,32,69,16,79,84,21,76,29,30,12,66,18,65,55,46,11,13,80,78,28,85,83,19,98,35,17,50,72,4,90,38,10,7,45,73,47,8,40,94,75,48,3,33,97,27,93,67,15,49,92,82,70,62,96,2,34,59,41,87,64,14,54,24,5,91,36,88,58,57,53
r57,35,90,68,42,56,1,96,75,94,77,32,41,99,57,71,30,74,81,43,80,4,2,14,95,16,62,89,61,58,7,26,59,65,17,48,97,51,6,66,44,85,88,10,12,55,72,70,39,13,28,36,92,3,83,0,47,40,5,76,34,18,24,23,93,78,60,84,8,20,52,87,91,45,86,37,67,50,98,82,38,25,27,15,21,53,63,11,33,69,73,64,46,49,9,79,31,54,29,19,22
r3,77,0,12,22,9,71,47,65,1,26,42,76,24,3,82,49,99,94,4,55,79,15,85,33,64,18,80,97,81,21,59,70,50,34,8,84,73,19,83,53,40,69,28,88,62,56,91,61,32,98,23,17,78,5,37,63,38,95,7,60,2,41,43,11,72,20,90,52,67,75,51,10,48,30,36,39,86,45,6,16,66,54,25,57,74,44,35,68,58,29,13,93,27,31,14,89,92,96,87,46
r59,33,87,24,32,74,42,13,4,18,69,28,65,70,40,57,49,12,30,89,76,35,80,63,68,11,48,88,61,22,34,29,20,6,45,93,26,27,79,83,91,7,19,92,59,54,81,78,50,84,44,39,31,1,23,67,96,46,71,2,9,5,77,64,75,58,47,37,99,25,82,72,90,21,51,73,55,94,8,85,66,53,97,43,56,60,14,86,15,95,10,0,36,98,3,52,16,38,17,41,62
r55,47,81,25,77,61,52,84,51,85,40,5,89,73,20,70,57,32,13,55,99,16,95,22,43,68,8,87,86,76,69,6,11,26,36,7,66,0,19,71,79,74,2,49,56,34,90,59,12,14,30,78,53,72,27,18,17,28,33,93,15,46,94,44,29,42,41,10,9,80,88,37,63,31,4,45,21,54,96,24,39,38,83,65,92,3,82,91,58,64,1,35,75,67,62,97,60,98,50,23,48
r8,6,70,73,82,89,58,60,76,63,45,31,16,15,4,84,52,23,42,99,88,64,53,83,17,51,95,20,90,3,78,7,32,35,48,80,79,25,27,40,33,69,71,18,59,26,74,92,39,86,36,49,97,94,22,41,56,24,75,81,10,2,28,50,91,37,98,93,72,38,19,44,96,62,34,30,67,1,5,77,68,54,21,85,29,66,14,0,47,87,57,46,12,65,43,8,11,9,13,55,61
r19,40,39,17,45,29,67,18,46,98,68,31,75,2,78,99,92,97,69,87,25,57,28,60,30,7,51,72,65,21,77,56,5,89,54,22,53,27,38,86,12,3,59,0,23,48,76,74,42,37,50,88,80,20,90,16,64,83,58,47,91,82,52,8,55,84,34,36,9,10,14,41,11,94,73,4,79,15,32,63,43,6,13,66,95,81,96,71,26,62,19,44,49,35,1,24,70,33,93,85,61
r46,90,65,98,20,87,8,19,11,69,63,58,25,79,33,66,17,60,45,94,78,21,81,6,73,13,82,7,24,31,96,38,68,56,49,55,92,97,3,75,77,99,57,84,53,50,1,9,89,70,35,47,4,61,22,46,32,26,14,95,51,41,23,42,88,18,29,43,93,28,83,85,34,10,37,72,74,0,54,64,36,15,2,76,86,30,59,52,27,12,39,62,67,48,40,91,16,71,44,5,80
r42,10,25,94,53,22,12,92,71,73,79,72,16,67,56,74,57,27,47,15,24,54,34,18,39,13,66,50,0,64,43,83,48,81,1,78,35,21,17,42,29,77,60,90,33,97,37,2,70,31,99,7,91,85,46,61,45,88,86,98,55,23,6,49,51,11,58,84,62,80,82,52,89,38,19,5,3,68,93,59,65,40,14,32,96,41,9,95,63,20,4,8,76,36,28,44,75,26,69,87,30
r2,4,70,17,62,61,0,53,97,67,31,42,76,65,55,52,80,72,28,30,84,46,15,74,51,32,79,89,49,96,5,66,16,27,29,10,59,93,45,83,20,77,58,60,75,68,35,88,34,9,48,40,82,43,2,71,11,99,92,81,18,21,54,22,91,8,73,19,41,47,26,6,95,33,64,24,44,39,1,85,37,36,90,3,69,94,63,78,12,13,23,14,56,38,98,57,86,87,25,7,50
r76,27,8,15,66,87,41,20,94,55,58,82,51,39,76,98,0,1,33,10,86,22,35,54,9,18,78,97,2,75,83,46,71,70,32,34,12,42,45,44,89,4,81,96,56,28,11,14,7,84,50,68,52,99,6,17,65,85,74,90,92,43,80,63,48,69,26,62,25,67,16,60,21,91,53,59,47,38,49,13,61,40,36,72,77,5,37,29,73,57,30,95,88,3,79,19,31,24,23,64,93
r67,39,11,67,98,6,68,36,47,13,23,52,55,8,66,33,41,59,34,65,44,89,46,14,73,38,4,85,35,82,42,26,20,95,28,24,29,71,64,63,30,0,18,90,5,7,97,81,9,22,48,17,43,40,51,96,61,25,53,62,69,56,91,54,12,32,31,10,49,80,93,99,45,72,84,78,60,50,1,27,3,21,88,79,74,83,57,58,76,37,70,2,86,75,19,92,94,87,15,16,77
r21,69,20,70,71,16,94,74,86,15,68,26,58,61,99,11,76,91,93,34,13,24,56,83,12,80,59,77,73,97,48,14,29,89,41,36,64,32,35,65,2,95,45,52,88,90,84,96,82,72,92,62,43,17,37,0,38,98,40,23,3,42,21,28,4,60,7,27,25,75,47,87,53,50,79,46,67,8,39,54,57,55,66,51,44,6,33,30,22,31,78,10,49,19,1,9,63,18,5,81,85
r32,67,19,74,70,90,32,40,68,2,86,0,83,43,91,28,81,38,64,27,30,26,65,73,31,10,7,88,41,4,78,12,36,16,37,71,42,80,85,11,62,24,92,58,17,33,52,61,60,94,9,3,98,1,39,29,20,82,5,46,13,49,23,45,99,66,96,63,25,18,53,8,44,84,89,97,6,95,76,87,69,47,34,75,59,93,56,21,55,50,51,77,72,79,57,48,14,35,15,54,22
r73,78,14,49,1,27,86,22,71,99,25,2,7,13,30,67,79,82,73,88,12,83,52,70,51,8,87,32,43,15,62,65,64,33,63,21,47,5,3,24,77,42,85,40,55,93,18,57,44,56,45,28,97,26,48,72,95,76,29,36,23,58,68,50,66,59,89,84,37,94,17,61,35,10,6,53,9,39,98,16,20,92,81,31,74,0,41,4,69,90,46,80,19,96,38,91,75,34,54,60,11
r10,94,78,70,13,57,40,55,33,39,68,87,46,42,47,21,24,1,96,54,79,77,52,43,19,97,48,91,65,88,90,56,92,25,67,72,58,98,50,11,59,34,80,31,64,35,83,93,4,6,51,99,86,30,2,37,45,27,8,74,36,66,17,9,7,10,49,75,26,73,18,62,32,95,71,5,0,84,69,81,28,22,44,14,41,76,12,53,16,61,23,29,82,85,60,63,38,15,3,89,20
r86,88,98,7,65,21,76,12,46,86,72,70,17,2,50,16,30,47,97,85,87,39,63,77,29,60,84,10,27,25,83,58,6,3,32,52,80,75,28,82,34,79,31,24,91,1,45,22,68,59,90,62,49,43,35,64,40,23,11,51,55,73,56,48,44,0,57,78,41,66,53,99,89,95,71,54,26,42,37,33,4,38,67,92,18,93,13,15,81,20,74,14,5,61,36,69,9,19,8,96,94
r74,79,4,56,97,71,93,33,37,63,51,76,46,86,92,94,26,11,9,54,41,2,36,68,48,85,24,88,52,65,81,12,83,18,53,40,80,50,95,89,59,29,32,6,82,84,47,62,49,5,72,74,28,14,90,39,91,67,22,1,8,38,70,75,23,13,57,58,21,99,25,20,44,19,96,34,98,42,78,15,10,45,43,16,3,73,17,69,61,64,66,35,87,0,31,30,55,7,27,60,77
r49,81,49,73,93,86,2,68,58,30,6,77,75,4,40,59,11,28,51,89,88,34,85,21,95,8,7,92,50,69,18,62,47,57,41,71,56,13,31,25,10,23,97,96,74,1,82,64,5,48,24,42,27,12,98,32,3,15,83,72,70,63,76,78,90,14,61,29,36,53,79,84,39,52,26,35,45,99,17,55,43,9,44,60,20,16,80,66,37,67,0,19,54,94,65,91,38,87,22,33,46
r48,77,52,33,62,10,94,0,86,55,34,96,30,22,93,83,74,42,39,75,31,26,47,59,37,66,80,13,17,72,68,11,89,84,91,20,16,53,15,76,18,41,4,82,56,40,99,92,19,12,27,24,85,32,81,29,78,67,97,43,51,95,5,48,25,2,38,36,35,1,57,44,87,58,61,49,71,65,7,9,50,28,6,54,90,79,45,88,21,98,73,3,46,14,69,23,70,8,63,64,60
r47,75,67,6,89,37,16,78,65,57,94,34,93,19,44,45,10,77,74,97,92,91,87,83,18,42,99,28,11,88,79,3,98,71,22,35,1,51,2,21,4,47,24,54,31,72,81,26,50,59,70,38,60,95,9,25,56,61,8,69,14,66,27,90,84,96,41,64,12,0,80,43,62,85,82,17,46,52,39,48,58,86,49,23,73,30,20,5,55,15,68,40,33,32,29,7,53,36,63,76,13
r17,32,46,83,56,37,22,49,88,3,16,10,4,34,66,87,80,65,9,86,59,76,14,74,78,40,26,33,19,79,67,18,23,45,73,2,35,36,70,6,90,82,27,44,92,93,52,8,58,95,68,77,41,7,39,25,11,20,63,31,57,97,64,98,69,53,55,0,28,50,43,1,48,47,61,15,72,99,81,5,30,84,60,91,96,38,21,51,75,12,17,13,89,62,42,71,29,94,24,85,54
r35,39,43,12,42,54,25,29,6,97,13,95,36,74,32,96,5,2,99,33,0,17,24,46,68,51,63,59,66,65,64,47,57,61,79,52,20,16,50,28,15,44,83,37,94,30,85,9,84,89,41,26,8,86,75,11,22,80,73,14,77,82,81,78,1,18,7,10,45,40,55,71,27,23,72,69,98,53,48,58,92,90,4,60,93,70,56,38,3,62,21,67,88,19,87,49,34,91,35,76,31
r87,58,13,28,95,83,63,52,46,9,22,40,71,55,80,32,10,90,25,39,30,86,36,73,53,51,68,23,6,2,20,45,76,78,98,5,56,94,34,89,65,0,17,14,16,91,15,96,67,37,27,26,57,70,19,99,62,79,18,82,1,24,7,21,50,47,11,81,4,49,87,60,12,41,38,97,8,61,31,85,3,69,66,42,77,84,59,29,88,33,48,72,43,35,93,75,44,64,92,74,54
r41,68,95,18,1,59,98,30,38,91,37,80,58,25,13,48,2,86,89,46,26,69,28,40,99,50,3,39,29,74,14,34,88,53,60,64,35,8,6,65,9,62,4,7,76,81,75,73,54,36,77,17,79,22,20,19,66,5,0,56,21,15,61,33,63,82,94,55,49,72,52,93,96,92,57,10,24,31,87,85,41,90,71,32,97,70,11,45,67,44,42,84,23,83,78,47,51,12,16,43,27
r28,6,77,31,18,65,42,10,45,16,60,90,36,53,62,58,43,96,54,11,64,1,78,46,72,70,95,26,17,81,83,14,59,84,30,52,33,94,99,80,20,13,61,28,74,57,98,24,92,22,71,15,38,93,40,8,89,69,75,41,2,48,37,19,56,85,44,5,27,25,68,55,39,35,50,67,32,97,73,86,49,3,29,21,7,82,63,76,91,9,79,23,51,87,0,4,47,88,34,66,12
r33,69,58,82,83,93,12,78,22,47,89,84,75,57,81,62,43,7,72,68,4,27,66,38,64,19,2,97,42,9,13,17,46,25,37,5,1,59,76,54,87,90,79,74,96,28,86,0,65,32,99,15,10,3,24,56,31,40,33,36,88,14,98,6,53,21,18,51,73,50,11,92,16,39,49,35,52,91,94,67,77,60,63,70,95,8,48,80,55,44,45,61,71,41,23,30,85,29,34,20,26
r65,69,53,41,21,65,76,12,91,10,64,38,49,28,55,68,9,23,61,19,16,5,95,2,32,13,59,92,90,80,8,58,46,51,93,15,7,18,86,27,99,40,83,45,1,97,29,44,6,84,24,98,26,37,36,87,56,47,39,82,81,11,89,0,54,31,78,75,25,14,77,85,71,88,48,17,70,43,96,67,34,35,62,57,79,60,74,4,22,20,3,50,52,72,33,66,73,63,42,30,94
r96,81,11,97,37,82,19,31,28,36,54,51,47,74,42,18,61,33,13,44,24,4,26,41,5,35,87,94,1,45,22,27,67,71,10,52,68,93,21,89,2,15,53,40,73,17,79,85,80,69,55,57,23,43,78,7,49,32,62,56,59,63,14,65,58,16,60,48,12,86,39,98,77,95,70,83,66,92,30,20,6,25,75,34,72,96,0,88,99,91,46,9,38,8,84,64,76,3,29,90,50
r30,55,19,77,69,47,17,24,49,81,1,44,58,59,50,84,13,68,94,48,73,80,39,36,96,89,54,26,21,27,63,76,42,45,11,98,97,8,29,0,14,88,20,10,43,37,51,82,79,66,75,34,78,18,12,40,61,92,87,85,67,83,74,7,35,38,70,62,16,52,93,64,3,57,6,53,33,99,31,5,86,32,22,71,41,15,90,4,23,28,56,25,9,65,95,60,2,72,46,91,30
r70,33,75,43,25,2,40,45,52,96,48,50,90,0,91,6,63,14,22,86,84,71,49,15,68,88,65,11,21,3,38,92,54,80,64,30,12,66,34,87,39,18,81,20,55,28,95,8,67,42,61,99,26,7,24,79,53,31,58,73,32,4,89,27,94,16,83,57,51,17,29,44,59,37,82,77,10,60,23,76,69,97,47,5,93,46,36,98,78,41,13,74,35,1,70,9,19,72,62,85,56
r94,35,8,61,4,70,2,28,87,63,53,45,85,7,15,3,9,51,41,6,40,96,55,34,20,12,16,17,48,69,31,57,65,97,73,80,37,64,39,94,49,38,23,54,74,18,29,83,58,44,95,47,99,82,56,76,26,0,75,27,71,72,59,50,30,25,32,42,77,21,36,78,81,92,68,93,67,88,79,14,60,13,24,90,86,62,91,84,98,11,52,22,66,33,46,89,43,19,1,10,5
