,d46,d92,d73,d10,d21,d36,d34,d44,d4,d61,d54,d31,d91,d79,d45,d39,d12,d49,d20,d15,d65,d81,d98,d62,d55,d1,d11,d99,d27,d100,d72,d86,d82,d47,d53,d77,d41,d16,d17,d32,d88,d24,d52,d6,d23,d37,d68,d96,d83,d78,d59,d97,d87,d84,d76,d13,d26,d56,d60,d57,d85,d93,d94,d25,d48,d43,d42,d51,d40,d18,d30,d19,d5,d33,d8,d74,d71,d90,d28,d70,d38,d67,d9,d50,d58,d63,d89,d7,d95,d14,d2,d64,d29,d22,d75,d69,d35,d66,d80,d3
r10,1,57,58,27,25,47,4,3,83,77,34,28,12,15,11,96,61,7,86,59,79,56,19,32,48,65,98,44,20,80,66,71,8,97,51,82,70,22,50,38,40,75,33,35,92,99,14,24,39,31,60,52,17,90,72,21,64,23,49,45,10,30,89,5,67,87,74,55,73,84,76,78,42,46,13,0,43,54,53,62,91,85,94,63,69,29,88,93,41,68,16,6,36,26,18,9,95,2,37,81
r38,23,9,34,7,74,71,43,42,88,65,72,99,39,97,49,2,83,95,89,31,36,91,10,11,69,54,57,29,81,25,94,47,61,82,98,73,76,28,59,58,1,19,15,13,32,6,60,27,8,87,51,66,40,20,55,3,96,79,84,78,75,14,92,37,4,80,50,56,45,77,41,68,18,24,44,0,63,86,48,12,46,70,33,5,16,35,52,53,26,67,85,90,17,93,38,22,30,62,64,21
r86,51,26,69,36,29,34,3,65,68,24,30,76,52,38,39,95,83,32,46,8,50,5,2,4,72,31,0,58,13,33,99,41,14,60,75,37,61,22,49,44,12,87,86,11,42,94,56,27,35,57,70,48,55,53,78,7,28,88,89,96,93,59,64,67,17,1,90,74,6,15,21,25,97,71,43,85,47,40,91,45,20,10,54,9,77,84,18,82,79,98,81,80,23,16,62,63,73,92,19,66
r89,73,50,19,7,56,2,29,36,68,46,86,92,53,5,1,98,76,38,83,59,15,64,95,60,31,25,28,82,81,9,93,51,80,97,23,84,94,34,40,43,33,70,54,39,63,85,74,87,69,57,17,42,37,67,24,91,78,88,0,20,35,45,6,55,75,8,18,89,47,52,96,65,99,16,71,48,30,72,41,14,44,62,12,11,27,10,26,90,21,32,79,77,13,66,49,4,22,58,3,61
r39,47,44,14,91,16,13,57,15,85,0,74,40,80,69,89,29,64,73,75,59,25,18,48,93,56,60,67,52,68,50,90,39,71,97,70,5,27,77,21,79,11,3,66,55,65,42,34,20,43,92,82,36,38,63,81,30,35,1,94,41,58,72,99,87,96,17,6,4,76,31,7,19,83,46,26,78,51,45,12,23,2,62,88,32,86,33,49,53,8,61,98,95,28,24,9,22,10,37,84,54
r64,85,62,36,77,41,92,75,10,94,0,12,30,27,64,79,73,35,66,32,97,57,2,18,93,31,83,54,4,91,68,5,21,43,45,14,74,71,63,80,56,99,42,84,67,61,8,3,23,9,11,87,7,33,25,15,28,46,6,1,96,70,20,40,37,34,88,19,58,55,24,51,22,53,38,65,50,39,59,26,52,98,29,13,69,47,48,49,78,86,60,44,90,82,17,72,76,81,95,89,16
r13,40,7,56,90,95,74,79,13,67,52,44,28,39,66,23,73,71,86,24,62,58,84,21,82,38,10,75,89,59,55,88,5,42,78,17,70,87,18,1,37,50,19,49,9,35,65,29,34,16,8,41,32,14,85,91,27,22,96,30,77,47,94,83,26,6,31,11,92,43,36,51,99,68,12,2,46,93,57,64,0,81,25,98,72,4,61,97,60,63,48,76,80,3,20,33,15,45,54,69,53
r53,97,52,44,17,79,88,23,4,43,22,67,35,36,48,95,25,51,38,15,9,96,64,34,65,39,68,20,66,56,41,1,18,71,24,55,83,57,30,16,75,13,84,60,3,99,74,11,77,69,86,46,10,53,54,90,45,85,2,33,62,72,91,27,21,0,28,5,47,29,49,81,93,87,14,94,32,89,70,92,78,59,61,82,42,8,7,58,40,12,50,98,76,19,73,37,6,63,31,80,26
r94,85,55,10,47,14,98,66,48,62,92,83,20,2,72,26,44,71,77,1,63,21,73,25,94,23,43,86,49,31,79,99,33,34,57,3,70,50,81,69,97,84,88,19,64,75,96,30,41,36,16,87,56,27,68,35,0,17,12,39,15,65,8,5,76,61,53,93,60,6,7,29,18,32,52,59,78,58,24,45,51,42,13,82,91,22,11,38,74,40,95,89,67,54,28,80,9,46,4,90,37
r70,31,38,18,76,26,55,56,19,84,99,59,23,24,13,3,60,54,17,41,46,52,27,75,93,72,61,94,8,82,1,32,98,73,97,5,80,12,30,7,53,78,20,6,35,68,22,29,49,58,69,71,77,2,37,47,62,25,57,21,11,88,44,0,95,64,81,16,14,90,63,51,34,86,66,70,74,65,79,9,10,83,42,89,85,91,39,40,48,87,92,96,50,15,67,33,4,36,45,43,28
r22,1,76,96,46,75,94,7,37,79,18,80,43,9,13,45,42,60,12,88,17,41,61,0,85,32,11,67,98,16,59,91,8,62,70,47,48,24,31,51,92,63,64,15,6,23,33,25,26,29,74,73,2,72,35,81,5,50,58,40,99,89,14,52,86,27,56,87,44,97,55,57,49,71,38,30,69,19,66,78,10,53,90,28,82,20,93,39,21,22,36,54,84,4,68,77,83,34,95,3,65
r1,7,38,70,83,58,54,3,52,21,42,50,86,46,62,31,71,64,33,79,48,63,90,40,17,44,26,89,36,57,84,60,6,80,49,56,16,13,77,2,12,76,0,55,87,11,41,94,72,19,75,92,1,4,47,74,34,43,78,32,20,82,59,28,67,81,9,24,25,98,15,66,91,45,61,93,39,99,85,27,14,22,73,8,10,88,68,53,5,18,69,65,95,29,23,51,37,96,35,30,97
r77,39,15,96,46,34,14,73,8,25,4,74,53,84,6,9,47,23,43,49,1,60,45,94,51,35,91,98,77,78,12,30,57,22,70,67,52,63,97,81,58,95,50,37,17,41,90,62,85,83,48,69,21,92,36,61,71,29,13,19,80,89,79,44,56,3,27,87,64,7,26,10,86,99,32,54,42,0,65,24,31,5,68,93,38,88,16,28,40,18,76,75,20,59,11,66,33,82,55,72,2
r16,60,57,19,12,49,98,58,38,88,64,34,91,3,28,59,51,94,76,26,32,48,18,16,79,35,29,36,77,92,40,46,39,44,84,74,73,14,75,67,63,53,9,78,96,1,81,33,54,11,68,10,71,90,56,47,37,72,7,83,93,23,85,55,41,52,99,80,5,20,89,22,66,42,95,62,24,17,4,82,45,8,87,70,86,43,13,0,97,30,61,50,15,27,31,69,21,6,65,2,25
r97,63,3,11,75,24,15,86,38,88,42,41,34,54,61,23,43,12,65,33,59,70,39,50,57,58,40,69,6,13,8,16,78,85,4,52,37,73,62,29,74,53,76,82,99,51,95,98,7,87,49,19,25,84,5,44,93,31,28,14,0,77,21,66,83,64,17,32,1,67,9,92,89,90,72,71,10,20,22,91,68,46,94,18,60,97,2,47,45,35,55,80,48,36,79,56,96,81,30,26,27
r28,20,55,3,51,92,0,90,98,12,23,31,43,41,85,49,53,86,22,91,81,94,21,40,69,64,38,16,68,66,28,61,36,45,54,35,75,30,37,26,33,79,89,93,27,73,14,52,78,7,24,4,60,8,39,71,76,48,82,10,17,34,57,44,6,50,29,13,59,42,67,32,5,84,74,11,70,9,72,56,87,99,1,18,83,63,97,15,95,2,46,25,80,88,19,77,96,58,47,62,65
r60,28,1,20,70,90,12,74,25,19,58,62,84,83,49,51,64,27,22,4,72,67,36,37,56,13,29,38,94,18,60,46,0,63,54,86,48,6,81,88,73,10,76,50,43,5,78,91,68,66,26,21,23,87,89,2,98,95,52,77,79,97,44,47,35,11,33,75,24,14,41,80,69,16,3,85,15,30,42,32,65,82,9,8,59,7,39,55,17,71,34,40,57,96,61,31,99,92,53,45,93
r87,77,31,21,99,1,64,85,32,27,94,93,79,87,26,19,83,63,80,58,97,75,7,57,76,29,4,43,45,50,67,6,20,9,48,53,59,51,35,81,33,69,39,66,88,95,60,41,55,37,16,40,22,84,90,13,46,5,17,38,8,3,65,44,18,62,0,47,10,23,74,24,25,68,73,96,98,11,54,34,49,36,56,12,78,82,70,30,2,42,52,15,91,28,72,89,61,92,14,86,71
r45,22,44,65,74,3,97,67,51,28,55,31,0,6,89,77,39,88,68,46,38,1,98,91,76,25,87,49,8,94,95,92,27,62,81,78,99,59,70,60,20,34,33,24,58,42,43,36,53,29,15,80,56,79,7,96,17,9,64,40,57,71,90,14,85,35,47,13,52,45,69,5,86,75,30,50,61,26,21,83,19,32,63,16,73,4,66,2,41,37,23,18,12,11,82,10,72,54,48,84,93
r32,38,68,36,48,32,63,61,52,57,23,8,2,0,25,78,33,12,87,74,46,39,82,10,99,66,65,79,1,45,24,98,60,22,29,53,80,19,55,88,92,3,97,14,18,96,40,71,6,89,44,35,47,85,15,93,43,81,83,64,11,21,73,51,59,94,49,26,50,76,41,7,91,69,72,27,34,54,20,75,77,86,95,84,9,4,17,5,90,56,58,30,16,13,42,28,62,67,31,70,37
r37,59,68,41,36,13,79,65,99,17,88,14,23,62,7,93,11,49,70,22,24,98,72,47,0,16,80,75,25,8,44,50,43,10,6,77,53,76,57,34,9,63,86,1,78,61,97,20,56,66,85,18,96,37,89,71,21,33,94,39,26,29,5,54,73,27,83,67,35,74,84,4,40,64,48,32,51,45,38,30,82,12,60,15,19,87,28,69,52,55,46,92,90,95,3,58,81,91,2,31,42
r91,90,89,68,5,9,41,84,73,97,57,83,44,82,34,61,46,25,17,74,92,40,67,60,28,48,66,98,64,54,87,11,96,37,55,20,23,24,45,6,70,63,80,2,72,19,95,99,59,15,14,22,53,51,35,43,3,12,36,58,78,31,42,32,71,88,10,56,91,65,50,62,4,29,76,0,93,26,27,94,47,77,7,81,39,38,16,69,52,8,86,85,49,13,33,30,18,79,1,21,75
r40,21,61,12,6,23,26,37,82,48,66,0,56,38,98,63,34,31,74,75,10,55,11,64,96,16,35,69,19,70,92,13,9,46,77,65,83,22,93,36,91,72,14,7,44,8,18,73,71,5,17,80,95,27,79,30,53,47,49,86,2,62,1,4,15,78,39,51,33,68,32,40,28,29,43,3,41,97,88,89,67,76,54,52,59,57,42,50,25,45,85,99,87,60,81,58,94,20,84,90,24
r96,85,49,95,61,62,51,30,58,97,76,81,59,1,46,8,66,43,82,50,87,84,40,35,15,65,25,63,29,37,24,18,23,14,98,78,19,41,2,11,69,33,3,42,17,31,56,75,92,70,47,72,12,26,4,57,21,77,99,27,22,7,83,53,9,10,89,71,68,48,36,60,73,16,94,45,64,34,79,32,54,39,5,86,80,74,93,20,90,55,6,44,13,0,88,28,67,96,38,91,52
r81,87,22,69,63,15,47,38,64,10,28,56,24,88,9,41,60,16,72,6,5,94,95,34,35,18,90,59,20,13,2,37,73,36,91,75,51,81,27,84,48,65,19,98,55,40,30,53,46,29,66,50,89,96,76,25,82,68,99,39,85,80,31,26,61,70,86,1,83,33,62,4,45,23,44,14,32,92,71,67,97,12,17,58,78,54,7,3,77,79,43,52,42,8,93,49,57,74,21,11,0
r4,27,37,9,88,97,49,87,2,92,84,86,91,8,66,85,0,75,62,41,89,29,95,56,30,46,65,59,31,10,33,74,99,43,72,7,20,79,68,4,24,47,90,34,73,55,1,18,23,12,60,15,80,11,63,5,39,78,48,52,64,54,40,98,82,70,14,76,94,28,32,22,6,58,25,38,51,69,3,35,36,13,16,67,57,19,96,42,45,83,81,77,44,71,50,17,21,93,53,61,26
r9,12,86,60,53,15,67,69,40,26,2,46,0,58,64,92,85,56,76,65,6,9,74,18,89,19,87,27,35,57,55,21,37,14,25,36,81,96,16,59,78,3,88,98,5,91,62,90,11,71,41,29,54,43,24,51,80,23,10,82,32,95,31,83,72,66,50,20,97,30,94,93,1,49,13,77,52,33,17,70,45,39,84,48,99,61,4,34,38,8,44,75,79,22,63,73,68,47,42,7,28
r48,27,85,67,66,18,9,92,87,20,62,32,34,28,26,51,33,53,39,99,23,43,81,36,15,2,46,37,64,45,73,86,72,49,14,10,29,93,12,35,38,21,13,83,97,90,63,52,91,84,42,3,80,96,88,76,55,0,98,59,82,30,11,17,57,22,19,16,44,60,40,77,71,5,68,48,94,61,54,74,1,24,70,6,95,56,69,89,75,7,41,8,79,47,31,50,58,65,25,4,78
r7,18,71,6,22,72,45,78,23,26,5,68,77,92,56,97,73,16,47,30,89,83,37,74,80,4,12,63,82,70,81,64,84,40,61,42,86,91,24,39,44,98,48,59,20,36,52,27,54,19,94,96,21,99,15,32,50,76,87,46,51,58,88,35,34,65,75,28,93,3,13,29,49,67,53,9,8,7,38,17,55,43,41,90,2,33,25,85,60,1,57,95,14,62,0,11,66,79,10,31,69
r57,48,80,2,8,87,5,25,13,78,20,67,50,52,10,11,53,85,30,35,43,66,93,91,95,92,56,79,89,42,6,4,34,38,63,26,18,64,65,97,46,84,59,36,90,83,15,29,98,81,19,74,62,70,24,57,61,40,47,82,58,32,17,72,73,23,54,44,49,7,9,37,51,60,31,22,86,28,16,21,45,94,88,39,76,14,55,33,1,3,99,71,69,96,41,68,0,75,27,77,12
r3,55,19,17,93,18,88,13,3,53,52,75,37,56,68,98,60,1,73,33,48,72,64,9,78,50,24,27,51,54,12,38,10,47,66,28,89,96,97,69,26,74,34,23,32,87,21,43,83,11,57,7,44,46,35,61,90,82,99,86,25,22,2,91,4,84,85,80,77,59,15,58,62,5,92,95,70,20,67,76,36,40,39,30,0,81,49,29,79,63,94,16,45,31,71,14,6,41,42,8,65
r67,42,3,26,49,34,66,88,23,96,69,12,81,1,59,35,29,82,94,28,80,78,32,65,50,61,84,47,22,57,21,70,39,37,27,18,98,67,87,52,5,75,25,62,74,73,0,72,90,71,41,16,36,48,91,17,38,83,40,45,93,85,44,76,20,8,89,46,64,15,53,77,10,24,51,95,68,9,6,86,14,56,30,31,54,55,43,63,7,11,92,13,58,60,99,97,2,19,4,33,79
r75,3,47,44,90,72,70,77,67,76,19,54,5,49,32,0,20,26,29,50,36,8,16,40,17,87,91,86,28,53,93,89,59,81,45,71,48,15,88,27,62,92,66,58,79,35,96,23,57,41,11,34,2,10,43,24,12,83,69,75,21,78,85,98,30,63,68,60,65,94,14,95,52,97,51,37,61,9,56,99,4,13,25,39,84,64,18,73,1,22,74,38,46,6,33,31,7,80,82,42,55
r49,70,80,93,15,7,50,66,97,95,42,82,69,36,14,32,59,30,51,73,48,77,0,53,81,27,94,61,54,98,75,4,31,29,10,79,8,49,17,2,57,19,86,87,26,89,84,46,62,74,96,40,13,63,12,18,45,20,78,85,60,83,43,34,22,38,39,76,23,72,9,71,68,64,28,3,1,67,6,5,88,21,47,55,52,41,35,90,11,91,92,99,58,44,25,65,37,56,24,33,16
r84,28,30,83,59,51,26,27,86,33,38,91,40,41,57,56,85,58,45,93,18,8,35,39,82,72,99,88,31,78,97,77,4,61,0,65,48,46,67,42,36,12,47,89,73,29,95,96,69,6,34,94,92,74,25,76,23,49,5,80,37,66,79,32,15,2,90,24,1,68,14,52,43,44,62,98,22,10,75,3,84,16,7,11,70,50,13,54,64,63,17,81,53,71,60,55,87,9,20,21,19
r83,36,21,88,58,23,4,89,20,96,84,54,64,95,0,15,67,7,50,37,22,83,29,53,3,33,19,5,68,40,18,30,99,73,25,13,2,24,59,45,61,77,85,56,39,14,9,8,34,93,78,63,51,27,52,35,86,81,70,43,98,66,6,44,92,28,31,60,79,87,75,47,48,46,94,69,38,91,55,90,65,41,16,71,97,76,12,42,10,74,17,26,82,72,49,62,80,32,11,57,1
r100,33,4,19,64,13,82,98,76,59,25,55,69,47,3,83,39,77,86,7,51,93,48,97,42,78,26,84,90,43,95,65,88,0,80,75,63,72,15,91,32,62,23,27,35,22,28,40,24,92,1,41,9,89,96,49,34,2,21,29,71,44,68,10,20,70,74,8,11,99,61,30,79,36,54,31,12,58,17,73,37,94,81,60,50,87,5,18,67,66,57,53,45,16,85,56,52,38,14,46,6
r15,68,49,11,33,8,66,26,90,60,93,54,0,46,21,36,98,1,16,75,52,94,95,10,45,82,38,13,15,25,35,53,76,37,2,47,83,61,34,31,80,27,23,96,92,3,87,30,5,58,40,64,14,97,74,63,9,42,70,78,72,85,19,65,79,84,88,18,6,24,71,28,44,91,62,50,12,69,86,29,56,99,59,73,77,39,7,48,32,20,17,43,57,55,41,22,89,51,81,67,4
r34,16,1,38,30,63,40,58,75,5,15,13,19,98,60,90,62,29,56,51,6,59,91,45,10,80,41,20,96,39,9,79,24,74,33,3,48,61,65,46,52,2,34,8,14,17,70,11,25,81,95,44,31,47,37,32,82,87,21,85,49,7,54,18,88,77,55,26,89,12,66,36,97,22,93,23,84,78,43,72,68,64,67,94,0,92,4,69,35,53,27,50,42,76,73,28,71,86,57,99,83
r63,50,71,55,25,76,86,46,2,16,99,35,17,92,21,24,36,91,39,22,74,89,98,61,64,69,57,6,30,60,47,65,27,67,59,54,93,7,3,43,48,95,23,52,97,11,28,90,73,1,5,56,78,37,44,77,63,82,13,19,41,88,15,72,33,51,85,4,32,80,81,84,96,18,79,70,40,0,45,53,62,31,29,9,10,34,94,49,8,83,26,58,75,68,12,87,66,38,14,42,20
r65,17,9,78,69,64,74,91,30,44,45,52,66,46,92,4,73,89,86,61,65,43,71,42,60,27,28,20,41,93,57,95,13,1,38,25,76,68,49,3,55,0,79,82,83,90,12,88,72,16,23,32,75,29,6,21,58,59,63,94,14,99,47,34,18,5,33,37,19,50,54,35,48,36,31,10,8,70,51,39,67,98,11,97,56,84,96,40,26,15,7,24,2,22,81,80,77,53,85,62,87
r51,79,65,75,78,69,23,63,66,72,31,59,80,39,88,77,51,33,8,21,13,64,16,43,74,73,91,10,48,76,30,82,97,12,47,70,32,46,71,5,11,60,54,62,98,86,92,19,61,7,35,41,37,95,50,45,24,1,17,4,14,3,67,85,9,15,44,53,18,25,38,34,56,49,90,2,94,52,96,6,22,20,36,84,55,81,89,68,29,93,83,58,57,87,42,27,0,99,28,40,26
