,d37,d34,d76,d70,d25,d20,d88,d14,d92,d63,d83,d75,d36,d43,d31,d57,d50,d33,d1,d98,d60,d40,d51,d47,d77,d3,d18,d95,d93,d54,d9,d69,d7,d80,d2,d91,d56,d67,d84,d94,d99,d23,d86,d79,d24,d13,d73,d35,d44,d19,d85,d6,d72,d52,d46,d17,d100,d61,d32,d4,d62,d15,d65,d8,d22,d39,d28,d78,d90,d10,d68,d71,d38,d87,d81,d45,d53,d30,d82,d48,d5,d27,d12,d96,d26,d42,d16,d49,d59,d66,d58,d89,d21,d41,d97,d55,d29,d74,d64,d11
r80,5,2,68,25,61,19,81,89,24,37,40,72,27,48,58,82,53,54,28,96,3,13,15,35,78,30,60,4,47,87,94,34,42,85,29,43,20,33,90,88,46,52,67,41,71,77,50,66,17,55,39,70,9,93,1,65,49,44,76,99,84,64,31,11,10,14,21,0,91,56,26,38,83,6,45,59,36,80,8,18,97,98,7,12,73,62,92,51,32,75,69,16,74,95,23,79,57,86,22,63
r96,31,48,67,81,33,47,50,28,51,97,77,3,65,44,83,42,92,55,90,95,82,56,34,39,15,29,78,21,17,68,12,22,85,14,80,2,66,13,57,71,30,99,74,37,93,32,89,98,58,36,49,84,38,27,73,0,10,23,41,1,72,69,26,46,52,86,4,9,62,35,59,7,19,94,75,91,43,5,53,88,70,79,18,54,64,20,40,61,11,63,87,8,96,25,45,60,6,24,16,76
r71,98,87,38,55,19,94,26,30,29,59,74,73,3,37,67,7,71,99,12,32,92,53,36,61,93,95,60,40,42,43,15,41,83,22,0,44,10,5,58,8,35,85,23,65,76,57,96,80,48,64,45,50,14,11,16,75,84,56,52,88,1,39,82,25,77,24,27,13,4,70,21,28,6,33,63,68,97,79,47,51,90,54,34,49,9,81,2,62,20,86,78,17,18,89,66,46,31,69,72,91
r63,67,54,55,45,21,37,83,86,47,28,69,5,72,91,62,88,68,66,56,43,11,87,39,51,64,76,34,92,13,29,46,15,26,24,78,10,17,99,3,90,63,0,4,6,25,93,65,42,1,48,57,2,19,16,31,9,14,52,82,50,30,81,18,95,20,35,7,94,89,85,77,27,70,71,22,41,38,97,59,33,12,98,74,40,79,96,49,84,53,61,80,23,36,58,60,44,75,73,32,8
r45,6,1,22,2,41,73,88,82,47,95,18,60,53,65,32,55,14,58,15,57,52,90,42,71,97,62,3,84,86,40,5,44,7,70,66,26,34,12,31,37,59,33,56,9,76,75,67,74,94,10,25,99,4,89,38,96,45,61,29,80,46,54,17,48,78,87,8,28,0,13,64,39,85,77,20,43,35,93,27,63,91,92,79,30,81,16,98,21,36,72,11,49,69,50,24,19,68,51,23,83
r91,11,59,70,37,36,23,87,94,6,80,21,43,31,40,91,27,34,97,86,32,1,82,20,74,57,46,58,38,69,85,29,92,19,39,42,48,41,13,72,5,56,15,75,28,2,83,16,55,0,68,93,33,50,65,26,18,77,81,9,88,47,51,64,54,12,89,90,84,60,10,35,53,25,22,67,61,71,95,7,3,98,66,79,49,24,45,73,8,17,52,96,78,44,14,63,4,62,99,76,30
r52,99,1,79,82,68,28,14,65,60,61,50,59,63,19,52,43,3,26,70,88,41,18,6,0,58,85,90,33,72,13,94,4,54,87,22,69,36,98,55,66,78,10,2,29,30,89,77,95,76,81,15,12,11,9,62,27,25,34,24,35,7,64,47,21,32,75,74,57,83,40,44,46,31,96,51,56,93,49,80,38,84,23,17,42,73,39,16,86,71,67,92,91,37,48,20,53,8,45,97,5
r44,93,1,54,99,56,32,0,87,64,76,46,38,35,8,96,13,18,81,22,44,89,48,51,39,61,59,40,58,27,14,30,11,15,5,80,57,95,74,33,69,45,68,41,4,3,92,50,31,73,42,36,10,90,79,77,85,37,34,26,82,83,88,29,65,91,52,62,7,19,70,63,97,75,84,78,47,71,49,9,6,86,98,60,55,16,43,53,67,12,25,28,21,20,17,66,23,2,72,24,94
r4,74,59,73,41,34,49,39,19,90,29,75,20,87,89,0,36,9,22,69,81,32,23,55,2,96,27,94,33,5,82,93,25,66,85,3,21,16,15,4,1,60,65,11,28,86,88,58,57,38,7,17,42,78,51,76,64,77,53,30,63,13,50,68,62,14,92,97,47,43,95,24,8,26,84,6,99,98,44,83,54,46,67,79,31,72,91,35,80,71,70,12,45,40,48,18,61,52,56,10,37
r42,13,90,53,10,87,63,55,36,79,58,94,34,78,21,84,80,14,27,17,75,9,70,65,7,25,2,11,62,73,23,5,57,89,19,40,72,67,51,46,33,38,60,69,76,22,30,8,37,82,28,93,86,97,20,64,68,59,50,32,4,6,15,24,41,71,74,52,26,16,45,1,83,77,88,56,44,98,18,47,49,96,29,35,92,0,39,85,42,43,81,31,99,48,91,66,95,61,3,12,54
r76,98,33,34,39,51,13,85,57,5,16,56,28,10,47,54,4,27,40,50,58,60,7,14,25,61,22,23,81,87,76,55,8,71,45,83,93,73,1,77,53,0,66,30,97,74,82,17,43,46,20,42,35,69,6,12,9,86,48,59,37,79,32,65,49,36,84,24,41,88,31,26,99,72,80,62,95,68,21,3,38,44,11,91,96,70,52,92,19,15,18,75,78,63,29,2,64,94,90,67,89
r85,9,18,25,88,56,84,66,50,99,91,20,31,63,89,5,12,23,28,77,15,85,40,78,80,61,1,21,29,82,58,93,74,45,2,49,51,10,26,76,69,24,11,62,43,30,60,42,41,73,95,0,36,38,87,39,57,86,22,46,92,71,7,6,59,94,47,13,90,52,97,67,79,3,34,17,54,33,14,64,55,65,32,70,4,19,27,37,68,96,83,72,8,53,48,98,81,16,75,44,35
r21,97,36,55,35,80,66,10,94,15,54,20,7,99,2,9,33,87,44,8,89,34,47,77,81,65,70,23,37,25,69,0,79,41,42,57,30,90,74,52,32,13,5,82,12,98,29,53,88,6,43,19,96,49,64,38,59,40,56,48,14,73,4,16,72,22,71,75,24,68,92,3,45,84,21,50,26,46,28,27,85,1,58,62,51,67,39,63,93,18,95,60,76,91,86,11,31,83,17,78,61
r58,40,5,55,36,67,64,43,47,30,35,77,72,61,33,8,6,20,58,32,51,29,70,87,25,48,91,27,68,62,99,59,24,34,83,14,79,42,73,53,4,90,66,10,92,9,56,17,85,0,3,16,54,63,11,95,93,88,76,78,94,13,86,80,50,15,28,37,81,75,65,44,52,57,7,74,31,22,2,1,49,46,96,97,38,12,69,41,60,45,21,82,98,71,39,26,84,89,19,23,18
r57,71,29,37,70,88,57,65,6,72,11,18,43,45,9,39,48,64,49,78,15,19,79,30,42,62,73,69,67,91,95,63,3,90,27,85,54,56,75,80,76,86,34,36,84,31,25,16,99,33,77,51,5,87,97,0,13,83,35,82,17,46,74,98,20,41,93,4,92,22,38,28,53,52,26,1,59,68,44,60,40,94,58,81,21,89,7,55,14,61,2,23,12,47,10,24,50,8,32,66,96
r18,8,57,63,31,24,40,74,41,98,69,47,96,45,66,88,92,94,20,0,27,65,76,10,97,67,3,33,51,36,91,70,17,28,11,15,60,18,62,46,95,82,72,13,54,1,68,21,43,4,9,14,25,93,42,87,7,39,77,78,26,2,53,19,90,59,32,56,37,23,73,86,83,89,16,75,84,49,55,22,44,80,48,64,29,5,58,12,71,79,52,81,6,35,30,34,38,61,99,85,50
r12,4,2,67,1,15,13,33,53,64,50,21,57,90,72,52,62,8,51,44,11,56,9,6,97,82,48,20,68,63,79,74,14,5,27,75,77,55,31,7,30,23,25,47,95,70,87,58,59,54,35,41,71,60,17,43,10,3,37,83,98,19,85,24,78,86,61,40,12,49,96,91,34,88,42,99,39,32,94,92,69,89,46,0,16,93,26,65,80,18,45,81,66,29,36,28,73,38,84,22,76
r88,88,59,35,68,54,84,61,43,85,52,40,74,32,66,60,86,37,3,33,97,89,14,13,15,12,96,81,4,53,38,73,11,17,92,16,48,6,79,29,77,18,24,64,27,44,42,19,62,5,9,2,55,41,78,51,39,10,69,76,26,8,0,1,31,75,65,50,58,30,57,34,82,45,99,71,23,93,83,49,21,20,28,7,63,70,95,67,22,36,46,87,72,47,80,56,94,90,25,91,98
r87,83,14,63,26,89,34,62,42,44,77,68,65,84,28,57,66,74,47,86,53,0,17,80,21,38,56,20,93,59,70,92,32,39,12,1,35,94,75,82,58,24,25,95,11,23,72,30,73,87,60,16,49,13,41,33,91,71,36,8,96,3,97,69,55,31,99,85,2,5,27,54,29,64,48,43,6,76,37,79,9,22,45,52,19,78,50,67,40,90,4,7,88,51,98,18,46,10,15,81,61
r94,59,2,83,68,45,12,86,50,28,80,25,95,99,90,74,96,18,46,33,14,31,77,69,56,9,65,89,58,40,61,70,8,22,47,44,38,87,3,36,13,91,75,42,26,5,79,64,82,62,19,93,76,0,21,32,57,85,48,52,84,10,41,98,88,16,67,7,71,37,92,30,15,43,81,20,51,34,49,24,73,53,66,39,4,17,11,6,54,97,1,27,78,55,60,23,63,94,72,29,35
r78,94,46,21,5,51,84,16,56,66,72,80,71,50,48,23,29,9,73,1,27,47,19,33,20,60,53,99,61,8,18,81,70,2,77,65,6,31,14,76,42,17,63,45,12,86,83,90,54,11,78,91,97,43,25,34,0,93,95,40,87,92,41,58,35,88,32,24,36,85,64,15,4,10,30,57,37,26,75,7,52,59,55,22,96,62,28,89,13,67,44,38,49,74,68,98,79,39,82,69,3
r49,49,56,18,55,19,33,21,59,46,39,47,99,31,22,95,36,5,87,32,23,78,58,90,88,2,4,97,41,65,17,51,73,45,48,74,63,1,89,79,84,53,64,93,44,57,14,71,52,15,6,86,85,9,77,75,12,83,68,40,26,76,11,67,24,28,70,8,82,20,60,25,98,69,66,10,35,13,7,92,30,91,94,62,80,3,16,81,34,61,43,50,72,29,42,37,27,38,0,96,54
r50,74,33,46,95,64,76,0,86,4,84,7,81,16,12,56,65,37,59,99,80,13,36,11,66,5,89,67,19,49,79,97,35,70,28,25,17,18,82,93,24,90,57,20,61,21,23,78,77,38,10,92,96,39,30,60,15,91,88,42,85,34,69,50,87,54,3,75,2,41,94,32,48,83,14,8,62,22,51,44,63,68,29,55,9,40,71,27,72,58,1,31,43,53,52,45,98,73,47,26,6
r11,58,40,91,62,28,33,70,84,61,75,73,69,26,36,9,39,65,90,2,51,13,8,82,11,24,53,20,10,35,12,5,42,30,80,68,34,25,85,29,31,89,52,1,88,57,15,37,81,71,63,54,94,38,7,46,92,99,98,95,19,43,59,14,23,77,18,79,41,74,83,4,45,50,86,27,49,96,44,22,93,72,55,3,60,21,16,97,48,17,76,0,56,47,6,66,64,32,67,87,78
r35,6,62,41,24,44,96,18,87,80,49,66,33,60,1,52,82,53,20,78,34,64,22,69,19,10,26,91,31,27,59,40,23,29,42,61,75,97,51,98,48,28,77,35,21,0,7,57,63,99,16,50,4,17,25,74,71,70,43,9,79,76,90,46,45,83,84,86,37,85,95,67,39,89,13,72,36,12,92,32,88,56,68,54,8,65,73,2,15,93,3,5,30,38,47,94,55,81,14,58,11
r38,9,69,30,2,77,38,11,87,71,95,19,34,1,91,73,57,3,63,70,65,59,99,8,83,64,75,14,52,76,51,48,22,54,37,7,74,47,88,61,94,56,28,10,46,44,67,53,98,26,55,43,33,24,27,17,45,39,36,6,84,79,29,90,58,20,32,41,80,50,35,4,89,82,42,86,62,25,5,68,15,21,96,60,72,49,13,0,92,31,16,97,85,93,40,12,23,66,18,81,78
r75,83,21,67,33,17,39,96,15,91,46,53,93,43,70,84,66,0,99,86,19,27,57,36,76,25,9,71,51,3,12,74,49,92,8,61,75,7,90,68,40,88,59,97,37,28,44,23,81,62,85,80,79,60,87,48,77,5,55,58,24,42,2,82,65,11,31,41,4,13,78,98,18,10,16,20,26,6,32,47,95,94,14,29,64,38,73,89,56,63,69,30,72,22,35,50,52,34,1,45,54
r47,24,76,54,28,10,38,15,23,73,25,58,90,89,84,43,22,17,51,81,11,32,96,35,8,4,2,0,1,42,66,44,61,82,49,12,14,13,62,60,86,64,52,36,98,71,34,97,72,70,30,37,5,92,80,78,57,53,3,19,50,85,75,59,83,94,45,65,33,55,68,6,47,87,95,20,9,88,21,99,69,16,40,39,48,46,74,7,41,93,79,18,56,63,91,67,77,31,27,26,29
r46,35,51,27,79,98,44,26,87,52,86,29,67,71,11,6,78,19,60,90,96,16,40,77,50,83,58,91,69,1,36,76,10,75,12,46,38,41,64,30,21,7,37,20,32,63,2,24,70,54,13,84,8,57,65,88,89,45,17,48,66,39,82,99,15,25,92,62,23,22,31,34,9,4,72,68,94,56,53,80,93,47,3,42,49,14,59,95,73,0,97,18,5,61,33,85,43,28,81,55,74
r60,28,57,5,69,72,53,52,29,23,0,38,30,44,68,17,21,70,74,32,89,22,12,58,98,54,24,41,94,99,82,8,88,7,56,31,27,75,1,87,66,11,90,62,37,96,49,33,77,97,80,76,67,59,36,14,19,78,6,63,43,81,79,46,9,51,34,47,25,83,86,2,48,18,92,3,4,10,42,35,20,91,40,61,85,71,45,65,39,16,50,95,93,84,73,60,13,26,64,55,15
r51,41,14,24,36,94,1,87,18,77,38,53,33,8,79,78,21,44,26,51,57,92,7,16,63,19,89,17,25,56,75,2,12,42,62,28,49,60,13,71,96,93,31,99,84,27,54,45,0,81,35,37,66,72,9,10,69,11,39,4,30,91,15,43,52,58,76,34,65,48,85,32,29,40,22,47,20,95,97,88,83,55,61,3,5,59,82,74,73,90,67,70,98,6,68,80,46,50,64,23,86
r97,8,42,20,1,69,21,89,18,76,96,77,32,72,73,11,37,48,99,9,52,71,50,55,38,25,60,88,23,15,92,31,7,45,47,97,56,12,74,41,24,62,33,22,16,67,61,91,81,85,53,93,79,86,43,19,35,6,66,2,26,0,44,29,78,82,57,68,58,30,51,14,34,63,4,75,17,27,40,10,13,39,65,54,98,49,5,64,28,46,80,3,70,36,84,95,87,59,83,90,94
r77,24,21,0,4,57,48,12,76,39,19,2,6,46,1,47,99,98,59,77,60,22,53,83,3,71,29,87,62,70,92,80,11,33,14,58,7,23,74,72,43,26,27,97,68,37,45,17,69,88,38,66,42,52,84,56,81,36,9,91,15,61,49,55,31,94,13,65,10,67,32,25,64,16,51,30,93,41,18,8,50,20,35,63,95,54,79,89,75,28,85,34,78,86,82,44,40,90,5,96,73
r3,72,37,50,87,13,64,45,25,40,39,34,96,62,65,78,60,61,58,91,85,56,16,7,66,38,35,84,31,18,4,48,2,53,68,6,28,92,20,63,43,74,30,44,81,52,8,83,67,21,19,47,98,88,41,80,3,49,57,73,93,51,82,1,26,9,97,75,59,94,15,55,24,23,76,0,32,79,99,54,5,77,22,27,42,14,86,17,95,36,33,69,70,71,29,89,46,10,90,11,12
r29,11,84,1,63,44,43,58,32,18,94,49,93,85,39,90,47,98,15,55,31,23,69,60,67,61,2,88,99,91,41,16,64,57,52,48,75,10,95,28,17,92,29,26,40,8,71,78,83,35,51,0,24,79,73,70,22,46,3,27,14,72,97,7,86,65,4,25,87,6,62,50,37,34,82,59,45,56,21,76,30,36,68,77,9,54,33,53,96,19,38,42,81,80,20,66,13,89,12,5,74
r59,61,21,0,27,70,19,54,65,74,37,3,55,71,26,89,25,34,78,67,13,24,16,47,4,11,56,76,38,23,35,72,29,15,87,86,30,51,9,92,31,73,41,60,53,2,83,94,96,97,81,84,14,46,77,79,50,36,62,45,28,52,75,85,1,5,90,43,42,7,95,12,17,32,63,40,33,39,48,44,99,69,18,82,20,66,91,57,58,68,88,49,98,93,10,59,22,64,6,80,8
r2,32,84,49,99,15,97,10,74,22,0,31,28,62,72,76,34,67,16,71,18,48,86,24,79,70,55,75,21,7,2,26,12,14,96,9,25,89,6,44,58,50,78,81,23,87,60,52,20,85,82,56,64,39,41,63,8,40,68,88,57,65,1,38,54,53,90,17,19,47,98,43,80,11,94,51,36,93,30,45,46,59,91,83,3,13,35,92,69,29,27,4,5,66,77,37,33,73,42,95,61
r37,37,6,48,60,98,21,87,49,32,1,90,63,65,36,10,47,69,76,77,4,35,17,56,97,8,38,19,79,20,22,61,7,18,54,66,9,39,34,33,2,15,81,46,52,29,75,57,3,82,25,94,31,91,55,99,58,51,92,40,83,59,50,86,96,71,12,85,78,72,62,13,0,70,23,5,80,95,26,42,30,88,11,67,24,74,68,28,84,45,89,41,16,43,14,44,53,73,64,27,93
r86,36,96,66,22,33,35,5,34,59,13,2,17,71,65,19,49,67,99,86,4,98,28,1,9,12,93,82,0,79,73,45,56,64,89,94,30,69,57,38,80,41,8,58,92,55,83,87,91,24,6,70,15,76,26,29,11,75,21,43,72,40,54,84,39,20,46,95,3,81,62,42,52,51,7,68,48,27,25,32,37,88,16,77,23,97,85,10,47,78,61,44,50,74,90,14,18,60,53,31,63
r89,22,99,5,70,37,54,3,0,79,58,17,47,84,74,23,35,62,53,21,41,2,60,30,82,43,76,64,36,51,65,73,12,91,26,27,61,34,85,81,66,92,1,88,50,15,86,97,89,93,28,7,45,6,42,11,10,8,13,98,4,33,16,46,18,19,56,14,52,24,44,80,32,96,57,49,48,39,87,40,95,68,9,83,75,72,55,90,94,71,77,59,25,38,78,67,63,31,29,20,69
r7,33,22,32,83,45,50,55,56,70,0,63,13,11,19,14,78,46,89,66,4,76,75,20,73,65,7,27,8,96,24,92,58,26,88,25,44,79,54,35,85,94,52,39,61,12,97,57,29,68,69,67,9,15,6,21,31,72,93,87,36,37,30,17,28,41,23,51,59,77,3,64,43,82,42,62,60,47,38,53,98,81,16,5,10,34,95,84,86,49,40,18,1,90,48,91,80,99,71,74,2
r55,49,34,53,68,17,42,35,41,45,36,12,94,57,54,75,9,76,64,88,97,60,66,67,27,29,91,87,22,2,10,16,23,99,86,92,19,79,8,39,26,72,84,48,0,78,85,43,37,38,69,89,73,77,52,96,4,51,47,28,33,21,55,71,11,25,14,31,32,65,93,59,58,56,40,98,20,5,1,62,61,70,13,82,3,90,80,44,7,63,18,46,81,15,74,50,95,6,30,83,24
r19,71,87,46,27,31,47,10,19,58,28,4,94,32,20,96,16,61,92,7,97,13,67,82,74,42,90,43,55,72,91,53,25,50,73,99,5,83,57,37,14,49,76,80,88,6,69,24,66,23,26,34,15,78,2,44,89,56,33,21,54,75,18,77,39,9,12,65,95,93,17,30,8,48,3,0,45,85,68,98,52,22,60,70,35,51,59,41,64,81,36,29,1,38,79,86,11,62,63,40,84
r43,96,18,74,55,30,72,67,22,83,19,26,58,35,78,56,73,16,10,50,7,94,85,62,13,12,31,48,27,0,97,20,37,8,76,36,9,53,2,99,39,24,38,92,51,80,66,29,46,81,87,41,77,32,93,64,75,68,98,70,14,86,60,15,91,79,23,89,11,95,5,63,34,88,52,6,49,69,40,43,44,54,47,3,4,90,59,21,25,33,71,82,61,17,28,84,57,65,42,45,1
r90,11,86,65,84,28,58,60,24,53,87,0,93,27,15,77,68,49,40,33,19,14,37,42,36,22,91,47,4,85,57,64,38,23,12,75,96,25,56,1,72,21,20,99,35,43,92,82,30,48,70,9,98,41,44,26,66,76,31,32,79,3,2,67,50,81,80,59,88,45,54,13,62,16,71,51,78,10,74,89,52,17,61,39,8,6,63,83,18,46,34,73,97,55,5,90,29,7,69,95,94
r83,12,92,30,61,80,62,55,97,1,39,64,41,9,54,20,67,22,98,83,8,73,84,75,60,38,71,72,17,45,15,53,91,99,4,19,47,37,16,31,33,78,95,58,10,2,13,5,86,57,85,87,79,70,43,40,65,25,18,23,96,0,49,50,89,29,93,3,52,44,94,63,76,48,21,28,66,35,6,26,77,24,27,69,11,82,14,74,46,7,42,36,34,59,88,32,90,56,68,81,51
r27,52,26,68,99,16,65,73,90,61,4,15,37,69,33,6,92,86,87,19,77,3,95,80,23,13,21,32,64,96,97,5,93,76,62,59,29,11,71,17,74,2,79,38,39,28,88,84,89,0,55,70,48,75,36,98,20,34,8,83,43,58,72,50,30,14,31,27,60,81,18,56,91,1,47,35,7,12,25,44,42,10,67,22,66,57,63,51,49,45,78,46,40,9,53,94,41,82,54,24,85
r30,74,11,86,12,1,8,39,97,83,60,71,15,79,0,17,2,87,41,23,76,91,67,95,47,81,75,36,45,73,48,38,32,34,24,92,19,18,57,98,99,42,72,58,37,66,56,96,27,93,52,80,50,68,7,61,35,85,14,26,10,84,62,28,40,21,25,13,43,70,78,44,90,9,33,49,55,16,53,89,69,59,82,88,6,29,63,22,20,3,30,77,31,5,94,64,54,46,51,4,65
r95,86,85,71,14,37,60,11,18,82,66,98,58,46,1,87,67,50,90,6,2,54,19,78,9,41,92,83,49,40,22,97,75,31,13,33,25,95,21,88,61,89,43,53,16,94,15,57,7,77,91,4,56,23,10,79,81,62,84,26,17,27,48,59,35,45,28,76,69,80,55,0,74,44,64,29,20,72,24,39,5,34,12,63,8,32,96,70,30,38,93,47,68,3,51,42,65,99,73,36,52
r23,48,84,0,56,67,82,86,19,22,90,32,89,38,99,79,31,36,42,13,24,64,50,96,5,92,53,94,3,21,39,83,25,45,71,28,46,41,97,26,35,74,14,57,62,33,27,81,65,95,4,61,2,93,76,1,11,23,58,98,69,91,6,85,8,55,52,10,15,37,54,18,68,47,7,34,51,20,63,73,29,60,75,49,66,40,59,70,9,87,43,30,80,72,12,77,44,88,16,78,17
r41,64,55,20,94,40,81,39,48,73,49,93,62,5,99,52,76,60,92,15,54,61,34,63,21,89,16,79,85,25,31,90,1,19,10,78,9,84,33,96,86,57,82,12,58,53,67,91,28,75,4,37,77,47,88,50,42,24,7,32,65,3,0,80,87,6,69,72,66,46,74,18,14,36,22,23,29,44,17,51,2,56,45,59,43,98,41,26,13,71,35,30,8,95,68,70,38,97,11,27,83
r40,24,75,22,87,18,16,58,54,19,33,41,60,85,27,80,92,53,89,71,3,97,79,63,7,5,26,21,94,88,43,62,52,99,66,70,48,11,46,64,45,82,14,37,31,44,78,98,81,6,86,4,91,38,1,49,34,8,93,23,0,68,56,2,72,13,42,73,50,61,95,76,69,65,25,30,12,90,36,96,67,84,15,10,47,74,40,55,9,57,29,35,17,77,59,39,32,51,28,20,83
r15,61,8,62,76,75,41,1,45,79,29,34,22,54,37,58,91,46,63,94,83,56,88,93,80,26,7,20,10,74,86,90,92,25,36,2,33,57,68,81,6,49,95,73,89,87,9,44,72,55,40,0,21,66,38,30,35,15,97,11,47,32,31,67,4,64,5,84,98,16,28,70,99,24,18,59,78,52,82,14,50,19,71,69,42,13,3,17,65,43,23,77,51,96,60,53,27,12,39,85,48
r20,32,92,23,21,3,16,5,57,45,2,9,88,67,31,80,43,87,69,22,56,24,59,34,38,47,66,35,4,63,11,73,40,55,44,65,20,18,96,68,33,84,95,77,29,10,6,76,61,42,26,17,82,89,81,0,49,30,97,28,79,37,72,41,75,7,1,8,36,99,60,15,83,12,48,64,14,98,85,13,90,94,91,58,86,39,52,70,62,25,54,46,53,74,50,71,93,19,27,51,78
r48,93,36,67,21,79,53,10,8,42,52,29,82,44,5,99,3,30,9,77,64,27,7,65,89,51,45,73,66,34,12,20,71,56,39,48,60,26,62,97,11,85,32,13,14,81,75,74,87,18,49,70,2,83,35,63,96,58,84,33,92,24,76,54,4,46,15,38,23,22,47,6,61,72,28,1,98,78,19,57,17,95,37,88,25,40,31,59,69,16,80,90,43,91,50,41,94,0,55,86,68
r65,83,76,81,27,11,50,25,97,9,94,14,17,65,71,26,67,4,7,75,41,59,5,32,47,82,28,89,79,68,39,45,15,10,52,54,33,62,2,85,86,73,44,80,93,20,90,64,37,12,35,3,77,21,84,23,49,70,31,78,13,18,95,87,55,30,29,40,61,98,36,99,74,69,24,63,46,72,57,51,19,38,56,48,1,0,92,66,58,22,53,96,42,16,91,88,60,8,43,34,6
