,d63,d17,d20,d51,d34,d88,d26,d73,d91,d14,d4,d25,d40,d23,d36,d29,d43,d18,d62,d83,d10,d54,d84,d27,d13,d53,d81,d6,d75,d65,d74,d85,d2,d31,d38,d61,d92,d98,d71,d46,d60,d69,d21,d87,d12,d66,d100,d86,d50,d16,d56,d15,d19,d77,d68,d90,d11,d35,d48,d94,d28,d72,d95,d96,d8,d82,d49,d41,d70,d7,d58,d89,d57,d5,d93,d44,d3,d22,d80,d99,d97,d9,d24,d52,d45,d67,d59,d39,d32,d30,d1,d47,d79,d33,d76,d42,d64,d55,d37,d78
r62,36,76,73,9,5,0,37,88,48,29,46,63,78,8,71,53,95,90,67,99,17,23,54,93,41,28,20,24,58,87,85,57,47,81,74,39,2,52,91,27,6,35,22,92,86,44,61,77,96,19,66,84,69,18,7,79,62,60,59,32,12,43,14,70,64,49,40,97,33,89,55,83,51,26,11,82,21,80,56,4,50,45,13,65,38,42,16,72,3,1,34,68,25,15,94,30,98,10,75,31
r92,89,18,52,74,22,64,40,17,0,54,68,31,27,2,83,75,81,70,13,28,51,61,26,82,9,33,53,49,19,91,85,14,25,45,11,88,56,55,95,5,6,43,24,78,23,69,93,29,46,97,30,84,66,80,15,42,63,34,7,3,4,50,10,36,12,37,44,73,38,58,87,35,59,90,99,21,60,65,72,86,98,47,32,79,1,62,94,77,16,76,96,48,8,57,41,67,92,20,39,71
r99,41,51,34,31,36,24,15,96,18,55,89,13,23,84,67,44,79,75,3,14,6,93,10,49,62,4,82,80,43,42,39,21,56,19,40,57,9,60,58,73,50,33,12,94,64,97,1,85,91,53,27,52,37,72,28,63,38,45,87,2,20,30,78,83,11,98,88,90,17,69,61,92,59,26,77,81,48,25,65,5,8,70,95,54,99,35,46,71,32,22,7,76,74,0,68,66,86,16,47,29
r17,58,59,68,75,51,84,14,76,17,23,63,5,60,98,40,85,97,37,45,32,80,27,48,78,64,77,26,86,13,54,47,16,9,61,29,8,31,12,83,39,55,15,28,46,56,49,81,25,94,18,53,30,91,79,41,87,35,93,19,50,38,44,70,34,6,62,71,36,43,42,57,66,99,33,52,20,10,89,4,24,69,96,11,90,1,74,3,2,92,73,21,0,72,88,67,7,65,82,22,95
r85,81,75,92,64,91,41,43,96,8,71,54,52,88,56,25,21,55,1,82,45,90,28,73,74,69,40,57,0,19,13,18,12,78,84,27,77,42,24,94,93,44,48,39,26,22,29,51,95,99,98,86,67,47,83,15,5,60,63,70,17,53,20,10,80,79,58,4,16,50,31,23,14,46,11,2,49,38,89,30,37,65,6,85,32,7,62,33,59,72,34,87,36,97,76,66,3,68,35,61,9
r83,2,34,86,9,71,48,35,37,90,55,74,17,31,61,97,38,28,20,18,54,98,70,10,56,5,85,42,81,22,41,29,89,62,40,66,78,12,76,52,77,14,36,7,30,58,16,63,60,25,75,79,95,67,39,8,19,96,65,45,87,57,64,73,80,51,13,59,83,32,6,3,43,15,69,93,72,50,0,99,1,46,92,24,21,91,82,84,11,49,26,94,33,4,44,88,53,23,47,27,68
r78,65,94,43,96,12,16,44,0,68,17,42,98,32,88,41,52,40,7,5,48,72,53,67,35,82,75,26,31,30,79,45,85,55,74,66,4,1,57,13,60,62,46,69,56,64,80,22,47,29,28,21,59,50,51,95,38,25,2,58,78,99,93,6,3,84,83,97,8,90,11,70,23,92,37,71,91,15,33,76,10,39,87,77,27,54,9,34,19,86,73,61,36,24,81,63,89,14,20,49,18
r89,90,60,1,50,9,10,39,33,17,74,46,6,34,56,86,58,21,80,11,98,5,67,87,25,32,77,59,42,48,27,53,45,84,8,36,81,69,22,82,14,65,7,51,64,54,57,71,38,52,89,72,55,83,76,30,0,70,68,73,95,43,4,40,35,37,31,79,62,2,97,29,12,28,66,75,78,18,92,85,99,63,23,41,16,3,88,93,49,91,20,44,26,47,24,96,13,19,61,94,15
r21,77,17,6,57,66,95,86,96,82,83,98,92,67,85,48,97,42,15,9,47,89,91,99,13,41,19,74,87,50,28,54,2,78,65,58,5,59,39,1,68,23,0,27,26,62,80,10,71,51,69,3,56,37,11,61,4,35,81,22,75,33,38,45,72,8,7,93,12,88,18,34,14,46,53,30,63,76,24,36,60,94,43,79,64,52,73,16,40,21,90,29,70,32,49,25,84,44,20,55,31
r45,64,86,11,33,15,66,55,79,93,37,67,63,60,84,81,53,83,13,29,6,7,38,76,19,62,18,10,80,8,48,59,0,22,2,3,95,31,52,72,68,28,51,96,74,41,5,12,69,58,25,40,36,42,4,91,47,20,16,70,78,32,26,88,56,23,45,39,30,99,89,87,98,17,50,90,94,54,97,9,65,24,49,73,34,92,44,71,27,85,57,1,14,61,46,77,75,21,43,82,35
r97,87,48,83,74,92,52,14,33,64,26,99,53,54,7,39,35,58,89,81,38,96,45,61,98,97,59,15,32,55,27,25,20,10,3,9,84,75,44,43,13,79,76,73,46,12,30,19,95,65,41,91,21,0,16,78,50,69,86,8,1,72,66,6,11,24,63,28,88,4,2,37,22,18,51,90,57,70,47,49,56,77,71,62,23,82,31,29,80,42,34,85,67,93,60,5,17,40,94,68,36
r31,50,59,65,74,40,46,37,11,47,49,57,78,88,13,48,27,98,83,29,35,8,39,3,9,6,54,53,69,82,31,85,91,95,86,23,28,36,79,18,81,4,7,93,68,52,94,10,20,43,21,32,77,92,64,66,17,80,19,67,30,44,33,34,58,2,76,5,99,26,42,70,1,14,16,12,55,45,73,87,90,96,22,97,25,75,0,60,63,24,51,62,15,71,41,61,56,38,89,84,72
r1,0,33,89,24,58,96,14,67,28,80,32,57,38,7,3,64,22,82,77,76,8,88,56,61,27,29,4,35,1,50,31,40,52,15,23,74,46,30,75,49,42,41,79,13,12,98,51,66,34,94,65,47,37,86,93,2,62,68,11,95,16,92,55,25,91,9,21,36,85,81,71,99,17,20,59,70,53,84,72,87,63,26,6,54,43,90,19,45,18,60,48,83,78,39,69,44,10,73,5,97
r26,92,72,0,29,52,17,82,1,38,63,3,20,34,88,64,57,67,62,71,79,47,41,69,74,93,61,43,65,28,31,35,11,84,49,77,30,33,98,19,99,51,48,60,26,13,78,37,66,44,58,22,53,10,80,90,2,21,16,15,7,23,85,32,87,9,27,50,96,95,56,18,94,24,91,59,36,76,73,25,12,45,68,97,14,39,8,70,40,81,75,55,6,83,5,4,89,86,54,42,46
r88,73,20,87,19,16,81,38,1,53,2,8,29,57,59,34,89,41,61,30,52,25,54,24,96,85,28,62,80,21,76,22,65,68,97,58,69,26,31,14,11,0,90,84,6,63,99,86,5,79,72,66,35,3,94,23,12,64,27,70,4,83,33,36,48,15,60,56,10,92,91,43,78,74,98,17,37,40,42,44,32,47,55,46,7,93,9,45,49,71,75,77,67,50,88,39,82,95,18,13,51
r55,65,45,74,95,4,33,86,43,46,20,35,10,71,39,0,77,21,16,82,61,73,64,8,12,29,97,37,38,98,1,87,63,26,94,15,54,44,41,99,89,76,13,49,79,34,14,53,18,75,17,93,72,51,7,48,58,28,91,96,11,40,83,62,81,42,30,31,32,80,50,2,47,36,69,19,23,90,22,6,84,60,25,55,24,3,59,67,52,78,5,88,56,68,66,70,9,57,85,27,92
r82,38,12,70,10,67,88,86,75,53,47,96,9,5,92,23,26,64,34,58,54,78,43,39,30,80,37,16,32,7,83,93,55,57,8,81,90,82,95,21,24,29,13,60,1,85,33,89,50,62,68,27,42,63,45,56,28,14,36,61,31,51,72,87,59,65,94,41,97,49,74,35,91,11,73,52,15,19,0,22,17,6,40,69,98,77,84,2,25,48,4,66,46,18,79,44,20,76,99,71,3
r96,88,51,18,16,31,35,7,97,13,3,9,94,93,27,60,10,61,58,74,73,41,53,30,64,21,99,91,87,39,59,49,28,95,0,25,47,43,22,40,12,89,75,68,52,46,8,17,32,55,82,29,56,65,69,42,24,72,36,1,76,50,54,11,84,23,81,6,14,85,44,90,20,38,33,71,15,37,86,92,79,63,34,62,48,70,4,45,57,83,5,19,96,77,80,66,2,98,78,26,67
r57,38,59,8,54,56,21,20,25,70,69,16,86,58,72,29,2,24,30,65,82,75,37,60,52,33,44,14,40,61,4,99,1,76,80,62,93,89,84,88,79,68,11,22,78,96,73,55,6,27,3,85,64,67,87,42,46,49,5,47,81,63,32,43,28,12,31,36,41,83,53,74,15,35,18,13,71,34,17,9,0,94,57,26,97,48,51,45,91,95,39,92,77,23,98,50,66,10,90,19,7
r16,20,58,16,27,99,11,23,59,32,34,31,80,86,96,68,89,71,90,52,22,87,49,21,85,98,28,97,84,77,55,47,41,17,56,6,8,4,46,50,60,79,0,48,43,62,82,10,19,38,45,91,94,69,2,75,30,73,61,63,92,3,57,67,88,53,39,37,7,76,35,26,15,1,72,29,95,51,81,54,33,65,25,40,74,78,12,83,44,36,24,70,5,9,64,93,13,42,18,14,66
r47,18,99,59,87,77,96,19,85,34,32,2,46,64,55,44,91,33,3,16,89,94,12,30,37,14,38,54,71,41,98,48,70,20,56,79,61,68,24,21,66,39,62,40,9,26,53,52,7,6,8,97,93,35,60,73,28,22,74,25,1,92,78,0,47,51,4,49,43,95,27,82,65,31,5,15,88,36,29,11,75,86,57,10,45,42,63,17,13,81,90,83,69,58,72,50,80,67,23,84,76
r69,82,79,20,43,49,80,72,26,51,68,58,67,77,76,24,60,61,93,84,63,52,42,38,96,31,44,56,48,50,3,57,62,88,2,25,0,41,14,35,10,69,54,65,29,37,33,87,1,36,34,15,17,83,71,94,64,28,97,19,85,6,40,11,32,30,16,99,8,89,4,27,55,70,39,66,18,90,78,98,95,23,59,5,53,75,7,13,45,46,81,86,22,92,12,74,73,47,9,91,21
r30,19,13,4,70,44,75,81,9,89,88,72,31,56,39,50,57,86,99,7,28,74,64,20,18,33,76,23,26,71,47,68,11,62,94,92,66,78,27,55,84,36,25,0,67,14,1,46,3,85,17,93,30,41,2,65,29,22,8,80,96,69,97,37,16,32,5,58,48,82,54,59,87,45,73,79,90,15,10,24,61,52,38,12,34,63,42,6,21,98,43,77,60,53,35,95,40,49,91,83,51
r100,22,95,38,49,60,46,63,93,37,97,82,61,19,26,11,27,70,85,34,74,76,5,13,7,81,50,69,0,65,42,66,32,59,17,23,53,67,16,40,72,44,83,21,79,10,89,77,92,39,57,94,48,91,36,68,99,15,18,71,45,47,73,98,35,90,4,24,25,88,64,31,52,9,3,54,78,75,2,56,80,8,87,51,28,96,14,41,58,55,6,20,12,43,84,30,1,86,62,33,29
r93,24,50,4,30,78,11,59,81,75,58,69,34,33,19,29,10,7,12,52,40,84,48,97,36,67,93,49,46,64,65,37,35,1,72,53,3,51,91,79,42,74,68,21,38,15,14,77,45,8,89,2,98,56,66,5,17,71,47,18,70,41,73,0,88,86,23,26,82,87,44,94,25,92,57,6,32,43,16,31,20,80,39,13,99,96,63,90,55,95,27,22,28,83,62,85,76,9,61,54,60
r65,37,47,99,83,19,77,22,40,74,67,20,75,66,65,43,34,6,94,70,87,54,11,12,59,62,3,82,26,86,50,17,33,60,24,73,85,76,8,68,29,1,56,72,35,15,78,51,45,71,48,32,31,7,9,64,27,81,21,95,25,57,53,28,55,46,96,41,52,63,5,79,38,88,44,2,0,98,14,36,84,69,42,13,89,16,93,61,23,90,92,10,30,91,39,4,49,58,80,97,18
r35,71,28,87,9,46,8,99,12,94,75,5,47,29,78,7,49,69,2,26,22,93,44,17,73,53,43,83,6,86,68,56,48,33,4,15,63,42,18,13,62,37,70,1,66,74,65,58,54,27,96,3,40,25,38,82,21,30,50,95,77,55,91,14,90,67,52,84,11,81,60,24,39,88,23,97,16,34,31,10,89,45,72,57,76,41,51,61,20,35,0,92,19,59,36,64,85,79,32,80,98
r27,14,40,13,33,54,52,6,85,89,0,41,75,44,24,80,88,78,20,84,42,27,91,29,68,82,50,2,83,45,36,1,10,77,43,48,18,66,79,53,32,8,57,26,21,19,37,46,87,59,98,47,17,97,56,69,15,23,39,28,70,74,5,93,65,31,67,76,34,61,4,25,90,49,35,60,72,51,92,71,22,63,86,38,73,62,95,81,94,7,64,99,58,9,16,30,11,96,3,12,55
r20,59,73,25,6,11,85,76,54,98,7,57,55,33,27,19,60,68,29,42,38,63,22,87,49,5,77,89,97,43,61,52,41,86,24,71,46,91,90,88,18,14,17,58,48,80,1,69,36,51,83,0,12,9,34,13,66,81,99,74,65,82,53,37,84,40,64,50,78,20,56,26,32,93,10,15,96,31,39,70,95,3,16,2,4,23,35,75,21,62,45,94,28,67,79,44,92,8,72,47,30
r23,98,51,17,77,22,75,15,3,79,12,94,28,87,90,66,44,89,30,39,88,59,68,13,69,35,0,85,70,25,96,26,67,41,10,55,6,31,76,92,33,11,29,95,56,24,8,16,84,74,86,63,82,49,5,50,14,60,18,1,91,72,71,81,45,97,58,65,4,9,34,40,80,36,54,2,83,64,27,53,38,23,7,21,46,43,93,52,73,32,47,19,57,61,20,99,48,37,42,78,62
r68,64,6,43,33,58,20,91,14,66,74,27,71,5,72,69,93,82,13,55,19,30,57,22,21,16,1,96,87,45,83,7,48,68,36,29,12,75,26,65,32,98,78,17,99,70,60,89,40,81,25,34,73,94,77,44,37,24,0,23,49,38,61,92,42,59,54,67,47,35,50,62,11,97,86,15,52,76,80,3,88,90,95,56,85,2,9,4,8,46,31,39,79,84,41,53,28,51,10,63,18
r2,71,27,26,45,39,37,20,1,15,54,28,17,56,6,89,7,70,30,83,96,36,38,68,85,29,5,48,64,8,59,53,21,87,97,93,67,3,35,2,4,90,92,44,31,79,72,82,84,19,33,55,32,49,77,23,75,69,57,58,0,51,94,43,81,78,98,73,41,10,14,42,25,91,88,61,13,86,12,46,16,63,74,24,11,47,9,76,52,60,50,22,99,40,18,62,34,80,65,95,66
r4,52,16,89,43,7,1,61,33,6,5,69,82,78,34,36,21,48,72,98,70,42,37,92,24,76,15,55,14,80,97,54,39,79,87,9,66,58,19,35,94,57,62,99,11,74,4,47,93,46,91,71,77,8,53,38,81,63,3,59,28,23,83,25,29,65,88,40,41,64,31,2,13,10,75,49,44,0,30,90,18,45,85,96,26,50,67,84,12,56,86,22,17,27,68,95,60,73,32,20,51
r40,27,8,49,12,85,61,80,20,75,67,73,11,71,65,66,25,40,19,88,84,92,4,79,18,35,70,89,22,48,30,44,59,50,63,43,93,94,29,39,3,6,31,69,76,42,5,54,41,81,77,62,55,87,74,46,33,90,56,91,64,47,32,34,38,57,82,53,45,52,97,24,37,21,99,1,16,13,83,28,7,9,23,98,0,10,2,95,51,78,26,17,14,58,15,36,60,72,96,86,68
r8,32,16,90,58,28,93,23,52,25,38,60,43,82,86,71,13,41,54,63,37,73,8,51,7,69,64,34,59,46,26,96,0,98,91,68,81,39,56,14,97,30,94,74,89,17,33,2,49,21,36,76,18,70,65,95,22,4,48,9,19,53,29,62,45,92,72,40,6,84,77,83,35,27,24,55,42,1,5,15,99,12,11,50,75,20,47,87,61,67,57,85,3,10,78,44,31,80,66,88,79
r41,13,7,14,10,85,39,98,0,31,75,60,88,12,71,72,29,46,64,81,30,66,27,17,59,18,61,36,54,78,65,68,80,97,89,4,53,74,96,35,77,47,55,40,5,32,1,38,95,92,63,15,23,62,56,86,45,20,50,48,76,83,79,82,22,6,33,91,41,21,34,73,28,37,52,49,25,69,19,67,16,57,44,43,8,99,3,58,2,87,90,11,9,94,70,51,93,24,84,26,42
r61,30,68,7,77,11,93,34,28,54,89,36,20,39,87,75,92,64,67,35,81,18,62,41,57,4,95,17,85,6,91,12,97,99,47,48,52,21,70,45,88,33,82,19,8,16,66,49,79,53,58,51,63,32,65,60,56,78,55,14,72,31,40,38,73,42,22,86,96,44,27,10,61,83,9,80,84,50,23,90,69,37,98,26,13,5,29,24,0,94,59,74,25,15,43,71,3,2,1,46,76
r95,89,81,52,20,39,35,21,79,99,1,23,45,37,18,10,38,9,0,75,57,24,98,40,47,22,14,25,77,80,46,88,36,34,55,56,43,69,19,32,94,13,86,44,76,61,17,82,63,74,48,27,49,70,50,15,51,95,16,66,26,93,54,41,78,68,72,28,65,58,53,3,83,33,71,67,90,84,96,87,73,6,8,31,59,42,85,64,2,11,12,30,29,62,60,7,91,97,92,5,4
r50,49,64,35,34,6,84,76,14,22,94,30,82,39,92,1,44,96,90,87,51,58,37,4,18,38,5,85,0,62,81,68,2,47,20,65,78,99,27,83,7,13,43,31,50,61,80,57,33,98,45,23,32,19,63,26,66,25,10,11,41,79,42,71,67,72,95,93,53,89,55,3,77,75,24,59,36,48,60,17,88,52,16,74,29,91,15,70,9,56,97,69,21,46,54,28,86,8,73,40,12
r5,15,17,85,4,97,56,79,58,13,33,74,40,29,78,50,70,42,44,96,14,72,35,52,49,22,54,1,71,88,32,24,91,86,20,9,6,2,30,53,84,62,87,31,60,11,64,80,0,23,83,7,16,18,12,26,75,94,63,25,81,46,57,8,36,43,41,3,90,10,27,99,47,38,65,82,95,92,89,51,28,76,59,68,77,45,19,48,66,34,69,39,73,37,98,5,55,21,67,93,61
r10,66,83,2,49,62,36,13,57,33,69,89,35,21,37,85,75,0,79,61,67,41,53,44,78,74,64,24,56,90,32,7,20,3,58,77,87,9,96,52,28,22,55,43,4,76,19,81,91,17,70,45,68,71,86,8,63,38,10,18,99,46,65,1,72,15,59,97,40,82,6,42,84,88,5,23,16,60,12,31,73,11,34,51,92,29,50,95,98,39,80,14,47,25,94,93,54,30,27,48,26
r90,86,7,71,78,22,4,36,63,73,12,65,89,70,20,62,60,90,30,41,81,39,14,87,94,32,93,92,69,64,42,48,27,28,5,59,16,50,77,2,31,75,45,0,54,83,34,55,18,40,15,33,88,37,61,67,3,97,47,56,80,99,96,24,53,72,6,21,43,49,76,8,25,9,74,26,51,46,17,66,10,82,85,38,35,11,23,19,68,1,52,29,98,58,57,79,84,91,13,44,95
r43,27,71,28,50,63,2,8,24,11,97,17,58,49,37,19,21,89,40,12,83,64,55,0,85,42,68,9,81,78,30,67,38,69,33,65,90,26,60,31,66,59,96,4,99,44,88,25,10,72,92,41,5,82,61,91,94,73,51,80,22,48,95,74,76,57,14,29,75,47,3,34,52,32,43,36,7,53,62,70,15,84,93,45,77,46,13,56,18,54,79,6,1,35,86,23,87,20,98,39,16
r24,11,36,89,70,40,95,97,7,68,46,15,82,26,55,13,71,18,43,54,28,60,33,51,22,53,56,31,78,24,27,69,29,39,80,98,38,72,3,85,16,76,99,48,6,73,59,9,93,32,10,66,8,91,42,77,81,5,75,20,79,35,84,94,63,50,45,41,57,4,1,96,25,65,47,44,74,61,21,30,62,92,37,12,86,52,19,58,87,67,23,90,83,49,0,14,34,17,2,64,88
r73,92,10,5,89,15,64,53,81,22,56,23,0,85,1,39,76,70,21,95,48,74,45,93,83,71,2,6,67,52,44,7,54,84,96,38,82,77,47,72,79,50,14,32,31,59,61,40,60,9,34,43,42,57,66,24,11,78,62,80,16,91,29,28,19,55,87,58,25,18,90,8,63,4,49,98,51,75,94,37,3,17,97,12,69,68,13,36,33,88,46,65,26,99,86,35,30,20,41,73,27
r54,52,18,69,0,36,78,79,23,29,2,15,10,41,11,98,39,31,90,89,60,35,51,99,59,95,30,74,55,50,44,28,96,27,34,42,32,66,68,64,57,58,48,93,75,17,53,24,47,19,21,26,4,67,14,56,25,88,61,84,40,83,76,85,13,91,54,6,81,82,16,8,77,1,70,12,7,71,87,20,9,92,5,38,22,3,45,37,65,46,72,80,97,73,43,63,86,33,62,49,94
r75,68,81,75,66,33,70,47,62,25,8,28,55,46,57,67,29,54,13,69,23,72,84,1,73,51,99,89,50,63,42,38,92,0,45,79,98,5,14,11,90,24,20,95,37,91,85,60,61,15,34,31,19,27,65,86,64,2,74,26,36,88,4,97,12,44,17,30,22,82,7,21,71,80,83,78,96,93,32,48,40,3,56,35,94,6,53,77,58,52,10,87,39,76,18,16,9,49,41,43,59
r22,28,30,88,41,75,95,71,39,2,48,52,20,60,82,59,29,84,66,73,76,93,72,85,4,19,77,63,74,50,3,32,17,90,49,64,83,79,99,81,42,54,10,47,16,80,15,57,53,68,27,51,33,1,46,70,94,0,6,35,61,58,62,37,86,7,13,89,9,38,55,21,8,40,92,24,22,96,23,56,5,69,14,45,91,97,98,11,78,25,12,87,65,67,44,26,36,43,31,18,34
r94,51,36,12,81,32,90,37,22,40,62,47,86,92,34,58,91,61,85,27,23,79,1,96,13,93,63,44,16,83,0,94,45,46,10,5,15,70,78,82,52,71,84,97,55,64,39,41,76,20,48,60,54,68,75,89,74,21,69,19,18,43,80,31,59,72,56,3,2,50,87,65,17,28,4,25,67,42,26,6,95,49,88,29,77,9,35,98,24,38,33,8,57,66,14,30,11,73,7,53,99
r32,50,81,49,10,28,60,63,0,38,31,92,61,16,77,23,58,59,94,84,72,27,47,82,35,25,91,66,45,43,21,39,86,68,19,26,30,44,20,62,36,8,53,67,2,48,41,1,54,40,46,85,90,15,73,42,64,12,83,6,97,32,69,56,55,95,99,78,11,74,79,17,7,70,51,98,14,24,22,34,75,93,80,9,76,5,89,33,57,4,88,37,65,71,96,87,3,13,52,29,18
r52,74,37,6,45,47,73,55,36,16,15,9,76,98,13,80,99,53,28,75,8,48,65,33,11,79,50,27,77,39,26,32,66,90,64,4,70,38,43,85,51,82,14,88,69,40,19,89,7,95,94,97,63,21,34,41,22,54,83,46,5,52,1,91,68,81,93,92,87,18,23,58,30,20,10,56,72,17,60,0,67,12,49,57,59,62,96,42,24,78,44,35,71,3,25,29,31,84,61,2,86
r79,82,94,22,65,53,86,31,40,45,63,59,41,74,93,89,30,66,88,44,32,56,57,60,20,87,81,35,90,50,2,67,43,68,0,91,84,27,75,79,17,48,99,25,64,83,92,9,96,97,39,13,21,12,23,3,26,98,77,1,73,49,19,42,58,8,14,69,55,29,52,5,33,62,6,24,46,38,76,85,7,61,36,95,80,71,28,37,4,51,15,72,10,34,11,78,18,54,16,47,70
r18,96,35,26,42,98,19,59,9,50,92,68,11,55,4,16,49,54,81,74,22,32,53,2,95,62,79,46,3,29,56,25,39,88,85,10,75,89,27,69,51,47,72,67,6,73,40,17,83,24,8,58,90,14,28,38,84,57,76,99,43,44,97,87,78,7,60,31,71,66,64,34,18,33,41,13,93,61,30,23,21,5,52,20,48,86,1,65,80,94,82,0,45,12,15,91,70,36,63,37,77
r64,70,7,87,15,59,42,74,53,85,44,77,58,99,83,64,3,16,82,67,84,2,56,79,14,4,17,72,78,76,50,88,73,34,89,24,90,12,94,49,22,23,66,96,36,63,51,93,91,46,0,69,81,39,10,62,19,60,31,43,37,35,61,1,5,92,86,6,55,80,21,97,8,71,33,95,40,11,48,38,18,27,30,20,52,32,9,29,47,57,75,26,13,25,45,98,28,54,68,65,41
r33,63,20,0,66,4,48,3,51,56,18,21,30,11,5,24,98,92,31,53,82,46,34,17,61,32,57,95,88,71,2,25,60,75,65,9,40,15,74,83,28,38,35,12,86,72,79,29,76,41,62,8,16,23,47,91,97,93,44,39,42,54,55,43,58,1,94,70,78,80,37,50,90,73,81,10,85,13,59,77,26,99,36,27,14,45,89,68,87,49,22,96,19,64,69,52,33,7,6,67,84
r19,56,4,41,48,54,92,45,43,75,19,51,3,16,17,96,53,2,87,49,26,59,81,20,99,77,55,97,93,76,22,18,33,80,72,98,37,28,62,11,65,29,73,31,15,38,89,86,50,90,83,40,88,39,7,68,35,42,5,47,21,58,46,70,69,91,34,36,64,79,23,24,1,30,57,82,60,27,25,12,71,61,6,14,32,85,0,52,9,8,84,66,94,78,10,63,67,95,74,44,13
