,d40,d80,d62,d95,d73,d58,d13,d99,d39,d54,d82,d1,d100,d3,d79,d23,d49,d28,d75,d92,d67,d41,d43,d78,d42,d86,d36,d60,d97,d15,d18,d85,d19,d25,d32,d33,d8,d14,d44,d2,d11,d87,d6,d69,d17,d29,d68,d9,d7,d30,d94,d66,d56,d93,d96,d50,d91,d77,d37,d71,d65,d57,d35,d5,d61,d22,d48,d21,d34,d90,d12,d81,d16,d27,d74,d31,d83,d52,d47,d84,d38,d76,d55,d51,d46,d70,d98,d88,d72,d63,d20,d45,d26,d4,d89,d24,d10,d53,d59,d64
r67,30,41,80,76,59,47,1,73,16,44,74,15,79,36,86,91,23,94,33,25,27,63,6,13,2,20,95,21,49,83,37,4,48,84,60,42,31,35,87,50,57,99,38,22,97,68,54,43,19,8,7,66,0,24,34,77,69,39,17,9,32,28,92,53,93,71,51,61,62,89,45,26,10,11,18,85,88,70,65,90,75,67,96,5,98,82,46,14,78,3,29,58,40,55,52,81,64,56,72,12
r12,93,66,5,20,42,31,26,76,43,38,47,41,9,16,64,60,71,62,50,69,19,0,72,48,57,99,2,6,83,88,98,59,90,65,94,89,39,77,17,73,45,1,63,25,68,61,74,7,67,27,46,44,87,3,4,85,49,8,11,40,30,91,78,84,13,80,22,24,95,97,55,35,33,34,75,82,92,18,29,23,12,54,79,36,15,10,28,14,81,32,56,37,52,21,70,53,96,58,86,51
r5,69,61,4,66,82,60,10,65,96,63,72,17,88,49,18,14,86,37,73,77,2,48,55,67,11,46,34,51,87,0,8,94,31,24,92,83,84,21,3,20,44,6,41,13,47,97,35,52,95,62,9,78,56,71,16,79,81,32,50,30,58,27,57,22,85,53,99,36,7,12,5,39,42,89,68,29,80,98,59,43,40,28,25,90,19,38,76,74,45,91,93,15,54,23,33,70,1,26,75,64
r52,46,85,47,63,12,76,92,16,59,57,30,90,97,44,50,37,67,54,29,17,5,27,98,38,78,41,6,45,65,40,93,53,96,64,58,55,83,35,32,4,51,18,71,62,69,99,3,89,86,43,26,34,87,56,8,19,10,42,84,33,1,25,0,79,9,91,94,23,24,73,20,11,77,81,72,70,75,68,60,49,22,39,28,82,2,61,36,7,52,80,31,15,66,95,48,13,14,88,21,74
r43,23,47,35,68,55,34,45,3,96,72,18,63,42,59,26,98,70,84,9,38,80,30,58,66,90,24,85,64,88,83,14,19,27,2,60,44,62,20,73,87,0,16,93,15,6,75,25,51,97,69,29,56,99,39,77,86,50,95,79,11,33,89,49,91,67,74,21,32,78,7,54,10,41,65,94,46,1,12,48,57,52,36,8,82,43,71,81,37,4,61,76,92,13,5,31,17,28,53,22,40
r6,42,80,0,74,75,48,60,59,88,49,27,28,57,19,18,58,87,79,55,82,96,90,16,81,20,78,51,50,37,56,94,73,92,70,76,46,14,25,89,21,29,54,38,83,15,67,33,63,4,39,45,26,12,44,97,43,53,40,5,65,8,9,85,98,32,47,23,86,6,68,99,11,93,17,24,66,30,84,72,34,35,95,61,36,71,2,52,3,31,69,77,13,1,22,91,62,41,64,7,10
r8,15,2,86,99,84,19,88,18,74,61,21,44,3,22,43,14,23,24,85,56,90,63,27,25,73,4,31,79,80,49,47,0,48,89,36,13,26,95,8,12,17,50,9,65,30,58,71,1,66,34,38,93,35,54,53,77,33,32,52,28,40,62,16,83,87,64,5,10,45,78,75,91,57,94,59,11,76,37,46,55,70,72,29,92,81,6,41,39,96,98,20,67,7,60,42,97,82,68,51,69
r88,30,4,29,7,23,84,86,34,59,91,73,45,56,40,12,9,54,42,19,61,11,8,36,62,94,38,99,18,77,43,53,70,22,87,81,52,63,41,10,37,55,46,89,66,98,1,17,13,92,85,21,26,83,24,72,48,33,90,31,49,74,82,58,35,78,39,71,6,2,16,3,76,93,97,15,95,5,28,79,20,75,69,27,65,14,51,57,32,50,68,0,44,47,80,96,67,88,60,64,25
r87,98,82,76,78,35,68,73,96,39,30,79,29,80,62,55,83,5,22,6,18,86,42,7,19,63,66,10,69,23,51,26,84,48,13,38,20,17,0,75,44,4,33,81,50,95,88,25,74,32,37,99,24,54,11,28,71,70,36,89,97,60,34,45,72,3,2,31,87,15,92,53,64,16,41,61,93,56,40,47,12,85,9,57,14,94,77,21,46,67,90,49,8,43,52,1,27,91,58,65,59
r4,47,46,31,22,40,30,69,29,27,73,93,88,20,66,55,19,49,62,61,8,6,84,58,41,25,7,96,12,1,76,70,78,52,97,48,77,90,50,28,13,80,5,95,10,74,71,9,18,34,24,98,63,37,91,60,23,38,42,39,53,44,56,32,11,86,81,92,36,59,16,94,83,45,85,33,51,67,99,26,87,57,79,43,3,68,54,4,75,35,64,72,14,89,65,15,17,82,21,2,0
r34,37,89,24,95,17,50,66,43,5,55,18,71,19,51,86,47,13,28,32,25,30,10,46,83,44,8,68,7,40,56,9,92,81,20,1,42,4,3,52,64,69,88,57,22,79,91,60,35,75,11,54,63,98,96,23,48,16,31,59,58,26,27,70,41,53,78,2,29,45,87,65,99,12,0,76,82,97,77,33,94,14,61,38,36,85,39,62,67,73,34,21,6,74,49,15,90,93,72,84,80
r55,63,74,13,9,85,97,87,75,61,2,88,12,55,34,19,35,1,14,54,31,43,52,21,72,8,82,86,59,79,80,40,42,66,49,96,39,5,84,57,70,26,45,98,93,27,30,71,50,60,25,11,38,20,6,48,44,83,36,28,53,91,10,46,89,76,32,99,81,68,41,18,4,15,77,64,78,24,3,47,51,23,29,92,56,7,65,16,90,94,67,37,62,17,69,58,95,73,22,0,33
r82,33,65,75,14,70,99,62,54,63,32,97,41,31,91,7,50,93,16,47,76,10,49,2,26,19,73,89,48,3,71,28,86,44,95,11,9,80,21,66,90,83,79,92,56,35,94,1,43,64,15,13,51,22,77,29,96,58,5,84,34,85,37,61,20,57,0,82,78,8,88,27,24,69,38,59,74,72,6,55,98,52,36,67,18,12,4,45,17,23,81,53,40,60,87,68,46,39,25,42,30
r18,30,49,69,34,89,13,61,52,41,58,31,70,38,79,65,62,90,27,40,67,9,73,0,20,11,91,24,36,85,59,57,28,43,68,94,82,66,17,42,86,15,77,47,81,12,1,45,32,6,72,18,21,76,5,37,99,71,29,96,4,22,35,80,78,14,64,3,39,63,46,93,60,75,84,26,56,54,19,55,48,74,88,8,83,51,98,92,50,23,53,7,95,2,16,44,97,87,33,25,10
r90,78,66,72,74,19,38,53,15,57,89,43,39,10,32,48,50,77,56,63,52,17,0,98,86,82,92,51,60,29,2,73,80,40,81,83,11,95,18,24,21,55,7,9,47,76,99,61,12,34,20,64,96,22,36,94,28,3,1,65,90,5,70,59,91,71,69,26,42,14,84,44,97,68,58,37,6,45,49,4,16,54,35,8,93,23,79,88,13,75,27,30,85,67,62,25,46,33,31,87,41
r32,29,69,55,26,82,61,94,42,1,89,87,81,6,20,73,80,88,38,68,91,14,32,97,22,23,60,77,30,71,24,8,12,37,46,31,59,36,11,57,96,27,70,64,99,0,10,43,17,75,41,78,83,4,13,85,98,25,93,52,21,35,79,19,50,2,58,9,53,66,49,7,95,45,84,51,16,34,47,67,74,62,28,90,65,76,39,86,54,56,92,63,33,5,15,44,48,40,3,72,18
r53,2,46,71,86,82,44,70,78,22,88,39,40,79,19,62,53,96,51,6,3,97,69,94,16,66,89,7,54,56,92,34,8,99,18,4,49,83,76,65,72,21,73,36,29,59,84,42,48,58,85,20,26,37,27,75,91,35,10,15,67,64,81,31,30,17,90,98,74,28,11,60,13,32,45,61,57,77,0,52,87,14,25,95,55,47,9,93,68,24,41,43,23,5,12,80,33,1,50,38,63
r11,78,35,70,46,38,89,36,73,22,16,44,0,71,42,23,87,58,92,97,53,39,75,80,83,47,45,69,40,28,9,2,62,31,84,24,67,27,25,79,50,56,17,3,74,37,32,59,30,76,18,82,33,91,21,29,61,68,98,88,26,65,6,4,20,15,54,14,64,51,11,77,43,5,7,57,19,85,48,81,13,72,10,55,66,86,34,90,60,96,49,99,1,52,93,8,41,94,12,63,95
r78,88,23,42,22,93,96,34,50,87,95,15,62,11,1,64,25,21,31,78,84,24,26,9,73,20,28,94,27,99,30,36,43,86,85,33,51,37,10,41,58,16,49,17,7,40,61,90,5,91,29,54,56,44,98,76,19,39,55,71,57,70,8,48,12,66,59,60,0,97,74,83,89,47,68,38,92,72,53,82,80,75,45,13,63,2,3,69,52,14,65,81,18,46,6,4,32,67,79,35,77
r29,35,93,62,46,81,8,72,63,87,76,7,34,6,74,78,91,57,47,88,15,28,68,27,18,38,31,9,11,79,94,83,58,13,4,16,2,65,56,23,89,67,44,42,82,5,24,26,30,86,69,85,66,97,22,53,36,19,49,73,92,61,50,45,75,29,10,39,77,43,41,1,99,52,40,33,84,98,17,14,0,80,25,64,37,51,21,59,70,20,48,90,60,71,32,54,95,3,96,55,12
r80,61,62,44,54,93,18,27,6,96,86,73,82,23,1,41,57,26,12,35,60,5,99,59,71,34,43,14,2,28,13,20,94,30,79,92,77,74,66,17,22,47,89,32,72,88,36,95,90,46,24,7,55,39,45,48,65,8,67,76,52,58,10,81,75,70,38,51,87,69,11,19,63,37,56,15,25,68,9,64,50,84,91,97,85,3,98,31,78,4,33,16,40,53,42,80,0,49,29,21,83
r46,57,5,42,21,20,30,33,27,49,92,14,11,44,16,58,9,97,71,40,26,29,45,53,63,56,38,69,0,68,60,90,81,6,19,54,1,89,85,80,59,78,7,46,13,18,83,2,34,76,74,64,72,75,93,73,10,91,98,82,22,84,95,4,15,61,86,65,94,48,8,67,41,25,51,79,52,87,70,37,43,50,31,35,28,36,17,96,24,47,12,3,66,39,77,88,32,55,99,23,62
r42,15,30,65,4,52,97,35,85,44,8,20,68,72,2,0,88,33,29,36,86,21,75,45,37,70,24,7,41,73,58,10,80,69,90,60,82,53,62,61,16,57,5,22,23,19,78,18,83,14,46,94,17,87,79,3,67,48,26,71,38,13,34,77,74,9,47,55,27,81,42,1,51,40,66,31,96,32,99,43,91,28,95,84,6,12,25,63,56,11,92,39,93,64,76,49,98,89,54,59,50
r81,22,54,52,56,86,10,20,57,32,75,61,26,18,87,23,38,98,73,53,21,92,84,9,69,65,50,94,14,99,85,49,89,80,83,51,48,76,41,59,17,24,77,28,82,27,62,5,55,42,16,47,34,96,74,11,13,25,3,46,2,19,81,29,70,33,60,95,64,78,71,7,35,91,12,93,72,31,37,6,43,8,39,45,88,63,30,44,68,66,79,0,40,90,1,4,36,67,58,15,97
r21,30,96,10,74,1,61,69,68,86,81,7,41,97,33,50,40,37,77,71,26,95,20,29,83,15,57,66,25,16,59,28,27,80,52,8,76,56,38,53,91,63,44,84,70,31,65,19,22,98,90,78,55,3,67,2,14,89,47,9,99,11,21,48,60,85,4,79,54,32,42,75,82,39,23,13,46,51,93,35,58,5,94,34,17,49,64,62,6,73,88,36,92,43,0,18,24,45,12,87,72
r66,83,97,49,95,4,84,67,6,17,53,39,14,47,59,79,54,51,62,16,96,90,91,81,20,3,76,44,24,89,74,5,1,86,73,80,52,29,71,46,60,65,7,0,18,63,69,11,31,13,23,40,41,2,68,25,36,32,64,58,55,19,50,43,66,9,78,77,72,70,56,35,93,21,28,34,8,99,30,42,98,57,37,27,48,45,33,85,87,26,61,12,22,94,15,82,38,75,92,10,88
r79,62,37,80,69,85,86,68,98,67,50,97,3,51,75,77,8,22,72,47,78,94,11,27,57,10,6,70,23,43,99,41,7,40,54,90,49,76,71,31,39,59,96,17,13,63,52,89,20,19,91,60,25,36,45,66,65,79,93,82,4,55,33,30,53,73,38,26,9,14,61,44,95,74,56,81,18,83,42,32,88,58,87,64,92,21,12,0,24,2,35,34,84,48,46,5,16,1,15,28,29
r20,46,84,72,1,22,88,50,85,29,73,90,67,68,71,17,47,21,39,78,55,58,97,26,80,62,89,52,53,4,27,25,23,34,24,20,56,63,5,75,95,8,60,92,83,3,45,66,14,6,0,49,82,61,64,13,57,59,41,44,94,10,69,81,35,37,70,74,2,86,9,7,19,79,48,18,77,42,96,40,28,32,51,16,43,33,11,54,30,98,87,31,15,91,38,12,65,99,93,76,36
r24,45,84,72,91,24,70,44,93,79,28,29,83,52,49,37,46,78,42,73,20,98,86,39,47,87,36,15,16,67,66,80,92,97,11,56,21,89,57,7,14,94,18,74,3,63,77,5,99,95,51,19,23,34,26,96,48,22,35,40,62,32,61,55,1,13,27,53,90,85,82,54,12,0,68,2,8,4,31,30,17,6,75,41,43,76,81,25,71,64,65,9,58,33,50,10,60,59,88,69,38
r17,88,44,74,94,69,37,7,22,52,28,5,61,20,11,81,68,30,97,56,17,6,21,83,92,0,8,10,90,27,91,42,60,66,15,1,38,32,41,84,59,14,16,24,87,95,12,99,93,34,65,29,46,2,86,76,43,53,13,47,89,4,78,77,98,33,54,72,67,35,62,26,64,55,85,45,75,57,79,19,9,73,82,18,36,23,96,25,71,40,50,48,70,63,51,49,31,80,39,3,58
r59,39,53,78,48,35,21,60,61,85,72,50,71,11,89,83,23,94,73,55,13,74,2,31,40,58,8,77,4,16,45,90,92,87,38,91,95,46,63,9,37,96,10,54,67,66,59,25,98,99,88,44,57,86,3,52,33,47,27,81,5,82,56,75,7,22,36,6,32,43,76,51,80,19,62,97,26,18,34,70,0,41,68,17,28,20,93,42,12,30,79,29,15,64,65,24,84,14,1,69,49
r96,92,0,49,45,63,2,86,19,79,38,44,22,5,91,14,39,27,97,70,1,9,3,8,32,25,47,75,4,58,51,54,23,99,17,35,60,48,40,80,61,50,41,64,7,29,83,28,30,16,78,10,62,68,74,94,37,88,59,72,21,82,67,84,6,43,66,52,56,36,18,98,57,46,89,42,13,11,87,20,31,90,65,73,69,96,53,93,81,85,77,24,34,33,95,26,12,76,71,55,15
r22,3,41,43,6,99,91,44,40,56,63,89,79,29,97,1,26,48,95,93,25,18,14,86,7,92,98,83,87,52,76,23,57,8,15,69,67,71,77,70,85,31,64,24,12,60,10,19,4,35,82,21,2,66,68,28,47,11,5,80,22,94,20,38,16,74,55,39,81,88,59,90,46,51,42,13,78,34,61,17,58,33,49,27,45,84,75,54,73,30,53,9,37,65,62,36,0,32,72,50,96
r56,77,96,7,98,78,67,99,34,62,31,8,82,4,30,52,94,58,55,83,14,47,38,65,15,88,23,13,79,25,16,91,74,41,50,81,48,80,28,32,44,22,76,11,19,49,10,6,46,95,26,87,73,97,0,53,85,63,45,5,40,71,1,42,20,2,72,21,84,9,37,59,70,17,86,60,18,35,92,64,43,29,90,66,24,56,33,36,68,27,57,75,69,12,89,61,3,51,93,54,39
r61,31,47,95,30,57,55,8,23,51,45,79,0,16,46,64,22,60,25,83,91,21,99,44,96,70,41,49,36,20,63,94,69,35,90,89,4,39,26,14,92,77,53,86,10,59,38,18,54,87,17,72,1,37,80,48,29,65,82,19,93,42,66,6,2,88,62,40,74,68,33,12,97,9,85,15,7,84,58,27,81,76,32,28,50,78,98,34,71,13,67,56,5,61,75,43,11,52,73,3,24
r28,73,15,63,95,32,5,40,11,56,7,27,92,6,58,38,98,86,77,93,61,45,21,19,37,84,79,4,10,3,59,46,88,96,23,82,66,42,60,67,36,34,33,17,22,9,68,83,28,25,78,55,31,51,80,53,57,91,94,18,8,2,1,39,54,30,64,70,26,62,50,90,89,48,81,43,71,65,29,69,52,97,44,72,20,0,76,75,16,24,14,49,87,47,99,13,35,85,74,12,41
r2,42,62,10,9,19,87,72,77,40,64,84,21,0,46,54,91,33,93,22,24,94,17,4,26,73,5,97,14,2,3,34,61,81,70,83,27,50,38,63,39,1,98,16,35,75,85,65,67,12,32,20,37,13,60,7,8,6,51,28,31,58,15,52,53,96,48,11,92,23,18,69,41,47,43,74,95,71,45,44,86,76,57,55,78,82,59,30,49,68,88,99,79,80,90,36,66,89,56,29,25
r60,31,2,58,12,13,92,42,73,52,51,29,41,38,80,64,36,16,49,67,82,20,72,23,90,50,34,19,28,61,43,95,10,8,17,48,74,84,99,79,77,69,32,56,97,63,66,68,21,60,37,91,85,70,76,35,7,26,40,15,88,39,54,14,18,4,11,55,33,71,44,30,78,59,0,45,6,93,65,53,81,5,46,75,22,86,25,47,94,57,89,9,27,3,24,96,87,62,1,98,83
r27,40,25,21,1,42,4,88,0,75,53,56,60,63,15,47,33,10,67,39,52,61,66,72,71,68,22,69,82,43,55,30,18,99,50,17,89,78,37,64,62,27,13,46,79,3,16,97,74,98,77,7,23,54,94,58,91,34,14,5,70,95,83,57,90,9,32,20,31,85,65,29,48,73,96,87,86,6,84,81,36,38,12,51,2,92,93,45,41,19,26,44,24,11,59,76,80,49,35,8,28
r95,28,81,2,16,89,62,32,98,95,50,84,94,19,93,82,63,99,38,88,27,97,44,24,69,7,48,17,49,36,5,11,65,77,21,58,14,64,61,37,86,91,13,90,6,4,45,33,72,87,40,76,0,83,26,18,52,80,29,73,68,8,75,25,79,15,57,46,42,3,59,31,34,54,23,22,85,67,70,12,41,43,96,39,92,10,20,51,56,1,78,60,66,47,9,30,53,74,71,35,55
r97,84,89,9,71,81,60,65,72,99,38,34,56,29,1,63,36,69,54,91,80,45,12,79,43,76,19,3,18,82,30,98,94,49,55,90,11,23,62,2,8,88,42,53,61,6,93,48,21,73,5,25,86,33,44,35,7,15,28,16,58,4,31,41,0,32,67,85,14,20,10,83,95,57,52,77,24,13,39,97,75,17,92,96,68,37,64,47,46,50,22,59,66,40,51,87,74,70,27,26,78
r1,88,32,90,10,96,30,42,75,33,49,91,63,44,77,72,68,51,94,8,20,57,34,37,59,22,38,17,26,1,29,81,13,0,73,71,41,65,45,82,54,89,21,48,16,47,14,99,24,25,7,61,6,19,95,98,93,62,35,4,18,52,11,70,3,60,5,74,39,78,55,50,2,23,66,43,67,58,9,83,40,69,84,46,97,15,86,53,36,79,56,85,31,12,28,76,92,80,87,27,64
