,d21,d4,d100,d35,d38,d8,d76,d26,d7,d20,d16,d87,d93,d25,d10,d32,d92,d67,d3,d29,d99,d57,d71,d84,d74,d40,d58,d65,d27,d79,d95,d50,d69,d46,d81,d61,d56,d73,d59,d85,d30,d28,d11,d1,d62,d75,d43,d91,d88,d6,d17,d49,d19,d44,d86,d78,d37,d82,d24,d42,d72,d41,d53,d63,d9,d2,d96,d47,d22,d33,d14,d89,d15,d66,d54,d60,d51,d70,d98,d83,d48,d39,d77,d97,d52,d80,d18,d64,d90,d94,d12,d68,d45,d31,d55,d34,d5,d13,d23,d36
r78,35,36,1,78,15,46,26,61,29,16,47,57,55,21,27,22,99,98,17,37,33,59,20,91,9,56,14,32,62,45,2,49,38,44,31,42,34,94,66,8,68,58,76,86,30,41,65,10,72,52,69,60,18,71,85,70,75,64,28,40,0,73,51,95,84,90,92,48,19,25,6,89,74,93,5,63,4,54,43,81,50,3,96,77,88,97,79,53,11,12,39,82,13,24,80,7,67,87,23,83
r71,44,43,78,74,34,2,57,23,12,47,58,35,60,95,49,24,14,29,85,63,51,42,39,3,66,28,1,81,71,67,37,89,4,19,48,33,40,82,31,8,27,50,79,36,77,41,94,22,99,65,93,91,9,69,20,55,5,75,96,86,64,88,92,72,15,54,76,30,61,70,53,21,10,11,90,6,16,25,68,18,83,73,38,13,84,26,0,32,87,80,46,59,7,56,45,17,98,52,62,97
r69,21,75,83,78,60,32,29,45,41,12,54,64,3,43,94,25,82,91,76,71,42,59,92,72,62,10,11,67,58,26,61,37,7,20,17,86,88,57,2,87,51,35,95,68,36,33,53,65,0,79,81,52,18,89,31,30,80,4,6,38,55,39,22,99,93,73,77,90,19,27,5,34,1,28,8,85,48,13,69,14,49,40,98,44,24,15,66,97,16,23,96,84,56,74,46,47,63,70,9,50
r39,33,66,65,32,58,19,21,6,17,59,20,41,94,48,64,98,50,81,34,53,9,60,10,13,88,43,93,2,40,12,18,92,4,72,75,30,56,96,62,90,11,28,42,25,70,63,38,24,79,89,39,83,57,22,61,0,91,73,49,54,36,80,16,78,71,7,82,95,46,35,85,77,86,67,26,84,45,14,76,47,52,87,68,69,74,97,37,51,99,8,15,31,3,44,5,29,23,1,27,55
r68,50,42,0,58,43,46,87,56,33,15,61,38,36,13,6,11,75,4,64,52,89,94,39,90,98,2,1,65,25,17,69,55,3,53,27,81,49,84,8,80,29,10,22,77,47,51,73,71,76,92,82,97,41,66,67,32,54,18,37,95,28,88,63,57,19,26,7,23,74,12,93,9,44,21,5,34,70,83,60,40,35,48,68,14,59,72,30,85,24,96,62,99,79,16,86,45,78,31,91,20
r31,59,96,37,46,92,83,57,18,10,19,12,9,24,54,23,4,73,1,58,78,17,53,0,3,11,91,95,27,99,6,35,85,67,16,42,72,87,68,21,89,34,2,33,31,47,7,56,61,80,28,62,71,60,55,22,38,90,36,29,14,44,79,13,81,20,26,30,49,32,97,45,50,77,86,74,65,39,69,82,25,43,52,94,48,88,64,98,41,15,84,75,51,70,8,76,66,93,40,5,63
r94,51,91,64,2,61,5,21,7,87,24,45,82,54,11,6,14,81,57,65,19,32,33,96,35,79,55,30,69,13,4,42,0,59,43,83,75,93,89,37,49,9,77,50,46,36,44,40,90,39,28,53,27,15,26,72,58,60,52,18,85,41,80,16,92,97,31,68,22,48,95,99,29,38,71,23,17,34,86,70,84,47,1,8,10,94,98,12,20,88,63,66,78,62,73,25,76,67,74,3,56
r5,30,85,42,21,13,52,40,92,20,33,36,64,90,8,14,66,78,55,73,61,89,98,45,12,3,51,80,79,11,49,57,91,2,76,88,43,18,25,54,81,24,44,96,7,77,99,29,26,58,68,53,6,19,46,50,86,0,48,62,94,47,22,28,32,15,63,93,31,34,60,74,87,67,83,4,9,1,84,95,37,97,39,65,16,17,72,71,27,10,70,75,35,82,69,56,41,38,23,5,59
r51,97,11,52,88,31,80,69,37,61,5,40,81,38,65,20,49,98,96,0,13,3,36,28,12,7,90,56,77,68,41,18,78,4,95,94,62,93,8,25,30,14,24,16,27,60,59,9,46,99,15,84,54,72,33,89,51,21,79,70,23,87,86,10,29,19,1,50,45,48,42,34,6,83,74,66,57,75,73,67,35,47,64,2,85,71,44,22,39,26,17,43,58,55,63,91,32,82,92,76,53
r70,92,31,24,45,10,35,36,19,6,32,94,22,0,74,82,70,43,51,11,5,29,18,60,7,9,1,3,53,71,93,2,67,33,16,12,90,48,98,63,15,85,84,58,79,55,91,89,23,40,99,17,68,95,39,96,56,97,88,72,34,75,42,49,28,81,87,27,14,83,25,21,8,41,62,78,4,77,47,59,61,44,76,86,46,80,20,38,50,37,65,73,26,30,69,57,52,54,66,13,64
r35,48,17,73,19,40,87,36,34,3,45,15,46,64,93,68,89,26,55,88,80,13,42,57,28,52,25,69,85,20,61,51,83,14,56,9,33,22,11,67,18,47,99,86,77,5,53,4,1,0,2,54,37,71,30,41,59,91,38,75,60,10,74,31,95,29,44,32,90,66,82,94,8,97,72,62,27,92,70,35,6,16,43,24,76,49,39,65,21,58,81,96,78,23,7,12,84,98,50,79,63
r63,72,89,13,50,51,44,55,95,74,46,75,56,31,42,86,84,59,41,58,9,33,2,69,48,94,36,79,30,63,39,97,82,20,70,37,17,53,26,1,8,64,87,80,19,40,35,93,25,67,24,49,14,29,4,78,65,18,6,88,11,10,99,68,54,92,60,0,27,32,3,16,21,77,76,5,34,61,7,85,47,23,81,98,91,28,57,15,66,38,90,43,45,12,22,83,71,73,52,62,96
r55,78,24,70,60,15,31,5,28,47,33,86,1,83,91,35,74,19,66,38,67,40,62,7,12,90,76,34,82,87,99,54,27,9,8,68,42,41,51,11,26,88,65,43,64,48,14,30,46,71,29,13,80,85,36,53,89,21,92,96,81,61,2,17,56,77,49,59,79,84,95,63,75,0,73,50,69,10,58,57,4,39,20,18,97,25,32,45,52,23,3,16,22,44,98,37,72,94,6,55,93
r14,21,77,72,29,85,9,30,11,22,59,96,70,91,65,40,5,51,52,18,47,66,3,24,48,76,4,34,43,27,90,56,14,95,50,55,20,83,71,32,17,80,36,23,64,38,97,35,78,25,0,39,92,15,57,99,44,75,53,87,63,37,33,69,81,74,45,88,10,60,82,49,41,62,13,28,12,54,58,8,61,79,67,46,7,2,19,31,26,73,42,94,16,68,98,84,89,93,86,1,6
r57,9,38,48,18,54,41,64,62,76,72,10,43,5,26,29,92,81,68,73,77,53,58,84,16,75,12,55,4,52,0,17,36,14,8,61,21,85,82,40,15,46,98,49,1,95,90,78,42,3,32,47,24,91,2,11,50,65,34,74,27,13,7,57,59,79,45,89,39,93,71,83,35,28,88,70,19,22,87,80,44,99,6,86,60,30,20,69,94,97,63,31,96,23,66,51,37,67,56,25,33
r36,32,31,4,82,42,76,70,36,91,22,84,56,79,86,38,41,6,87,96,99,67,5,26,24,48,35,15,0,40,52,23,11,65,51,49,77,14,59,83,18,68,95,39,54,25,20,73,71,17,12,78,27,53,80,55,2,72,45,85,46,3,50,44,66,88,9,97,64,74,28,60,69,43,92,57,29,33,7,47,8,81,19,30,13,75,58,63,94,90,37,10,98,93,61,16,21,62,89,34,1
r27,9,22,46,54,5,74,68,23,16,63,84,20,75,60,8,97,12,49,13,34,57,3,21,67,90,29,85,73,44,14,77,55,71,62,87,59,10,51,88,25,17,7,89,98,53,19,83,15,43,96,4,91,40,42,70,50,32,31,47,86,69,81,30,76,82,35,99,94,39,48,41,2,36,56,33,11,92,58,24,66,6,78,52,38,80,65,72,45,61,28,95,93,27,0,18,79,64,37,1,26
r61,25,71,65,58,17,61,32,98,76,3,96,90,67,45,34,11,33,8,18,13,52,1,86,55,97,56,50,91,2,43,24,77,87,94,48,15,73,21,42,99,14,12,92,60,40,69,29,26,88,23,0,78,62,63,47,95,80,30,89,35,49,28,19,59,53,38,79,74,70,4,68,9,75,82,81,39,16,10,6,66,54,5,72,20,37,85,7,93,22,41,64,27,31,44,57,83,46,36,84,51
r17,70,33,17,38,5,55,74,59,68,64,13,24,26,73,67,92,77,45,58,52,31,2,78,32,19,48,98,27,20,16,79,37,7,82,36,43,95,56,65,91,94,85,8,62,22,86,11,66,3,21,83,90,46,29,6,12,88,54,4,69,1,34,40,28,89,72,75,61,76,97,93,41,9,50,57,39,71,63,10,35,84,15,99,42,49,87,30,25,51,47,60,96,44,80,18,23,0,81,14,53
r82,5,95,45,84,11,93,90,63,10,94,22,39,41,23,8,33,19,82,35,69,85,12,76,83,26,81,36,54,25,51,50,65,73,55,1,46,47,62,72,6,32,18,16,37,96,49,13,20,77,2,91,15,60,71,80,70,86,98,89,57,56,67,68,27,58,74,64,38,24,75,66,79,7,78,9,31,53,4,40,61,17,30,21,14,42,52,92,34,59,28,43,48,88,97,44,3,87,29,0,99
r83,10,37,83,30,48,36,55,8,52,19,11,88,84,28,69,86,9,53,24,14,80,54,47,6,98,51,43,46,38,41,75,27,76,40,2,22,7,13,4,77,67,16,81,90,99,85,32,61,82,21,45,95,62,1,39,93,87,31,89,71,92,49,79,29,18,26,5,25,60,96,20,17,78,94,0,66,74,34,33,72,91,59,56,15,64,3,63,35,57,70,73,42,58,44,97,68,50,23,12,65
r96,1,58,60,11,82,37,90,35,64,41,27,3,85,68,16,45,49,79,83,38,34,67,33,18,98,81,29,23,70,12,14,5,66,74,69,61,84,8,13,22,26,93,62,80,47,92,63,42,19,0,30,50,43,36,87,72,77,89,40,9,25,52,95,39,65,88,54,99,55,46,59,4,73,48,6,28,76,32,75,78,86,57,20,10,15,17,2,31,91,24,56,44,51,21,96,53,94,7,71,97
r95,21,48,84,12,15,36,90,38,30,65,76,69,68,31,43,92,89,5,82,70,4,58,13,63,59,47,11,39,9,83,32,45,88,28,29,67,73,80,53,81,99,16,60,91,2,62,86,34,98,22,56,52,96,0,24,40,33,78,93,95,94,7,50,23,1,77,87,17,27,44,75,14,20,74,25,85,57,54,49,55,18,3,35,61,64,6,72,19,26,41,71,10,46,66,37,51,8,97,42,79
r9,37,18,49,9,79,91,11,15,52,93,66,6,87,99,1,46,81,95,98,26,28,19,17,42,67,36,88,65,78,22,34,10,96,0,86,29,63,33,8,59,23,84,82,69,20,32,5,27,62,57,31,4,83,3,74,53,45,64,90,13,7,68,25,77,12,44,35,50,92,54,72,76,80,97,48,89,58,51,21,14,38,73,70,30,94,24,55,85,41,43,60,47,71,56,40,61,2,39,16,75
r43,59,14,63,61,20,96,38,68,8,92,79,9,24,78,54,51,11,93,94,73,35,91,23,40,28,15,82,76,57,65,84,87,10,1,39,64,72,71,75,29,48,67,5,97,69,81,43,36,12,60,21,3,42,34,99,17,66,74,19,6,95,98,88,33,16,77,25,83,41,44,4,86,70,85,55,89,58,56,52,26,7,37,32,45,31,30,0,47,13,27,80,22,18,62,90,50,53,2,46,49
r37,46,62,41,22,8,93,75,50,79,16,96,36,97,99,59,2,20,28,24,81,43,60,18,12,7,55,91,98,19,14,34,80,82,35,23,33,47,85,48,4,65,3,32,1,95,83,53,86,6,57,29,84,40,13,39,26,77,73,69,88,10,76,89,49,70,90,63,66,58,5,21,74,56,9,92,31,0,37,87,45,61,17,11,71,27,52,67,54,42,72,15,94,38,44,30,25,51,78,64,68
r77,32,43,53,54,95,92,29,76,70,56,10,39,44,48,8,13,45,7,46,24,58,11,71,61,42,23,0,25,38,5,27,15,96,78,59,57,60,21,82,22,98,47,12,9,88,91,63,14,64,51,33,4,72,28,79,55,62,74,80,36,90,81,73,16,19,66,94,1,89,49,17,87,65,86,99,97,52,93,84,18,31,40,69,41,20,35,3,30,37,67,6,68,85,50,26,75,77,2,34,83
r98,83,97,63,79,91,47,41,4,21,55,50,19,39,84,30,0,8,74,2,53,71,88,27,66,25,52,61,65,7,26,28,77,69,13,94,56,38,98,5,59,37,67,44,32,64,49,81,20,76,34,11,40,58,62,95,23,48,16,15,70,93,46,6,17,43,36,80,85,10,3,89,24,87,75,45,72,96,33,12,57,22,86,78,73,90,51,14,35,18,68,29,82,42,1,9,92,60,54,99,31
r92,90,49,71,14,33,9,72,45,56,22,52,75,73,62,38,68,25,7,99,6,12,32,85,89,92,98,17,37,74,23,41,31,48,77,8,59,21,78,13,93,0,11,81,39,94,24,15,82,87,29,20,16,80,95,54,47,53,70,69,28,91,18,66,79,36,51,63,42,4,46,19,1,10,5,43,97,57,86,27,35,67,84,60,2,83,58,26,55,76,65,40,50,3,88,61,30,96,64,34,44
r41,31,83,40,82,12,42,90,60,9,55,71,52,84,45,17,87,15,76,99,34,93,1,24,47,79,48,91,66,67,51,80,44,0,26,16,97,63,5,64,6,74,33,38,23,92,21,20,85,72,28,78,18,27,89,29,46,65,75,81,68,49,61,86,7,95,19,11,88,58,41,36,22,14,69,4,77,96,54,73,94,70,50,39,59,43,30,35,98,57,62,56,37,3,53,25,8,13,2,10,32
r6,64,11,96,26,30,16,79,15,86,98,90,24,22,3,94,81,65,87,8,82,52,69,49,51,67,72,84,28,45,35,91,77,62,37,39,63,32,5,7,76,46,83,85,57,61,59,70,9,10,53,34,44,89,99,78,0,71,66,23,95,75,31,33,4,1,21,43,56,38,50,19,13,20,92,73,42,68,54,29,36,97,14,47,25,74,41,6,80,60,17,2,18,88,27,58,48,55,40,12,93
r80,81,34,76,26,16,32,53,1,47,0,33,67,57,50,20,11,88,19,31,48,71,30,86,69,22,51,44,9,24,28,21,13,93,6,17,35,74,46,64,75,66,27,99,60,84,97,45,59,77,91,10,29,94,92,90,80,65,40,25,72,23,55,36,98,73,68,96,43,63,3,61,4,18,14,12,39,85,79,42,87,2,52,7,58,95,15,49,41,37,62,38,5,70,78,56,82,8,89,83,54
r73,67,35,74,70,83,85,28,24,54,4,18,96,50,21,30,60,86,76,98,19,88,14,6,5,10,53,15,45,93,13,20,17,99,63,75,61,71,69,58,29,26,11,72,1,94,40,9,81,39,80,79,52,95,66,84,46,3,55,23,33,82,0,56,97,68,51,22,47,48,41,31,59,7,27,37,65,49,91,34,25,73,78,57,62,89,12,87,32,90,77,36,92,43,44,42,38,64,2,8,16
r72,31,58,41,38,20,11,19,56,92,45,64,10,75,48,73,28,53,89,23,44,42,70,43,59,24,35,84,6,30,5,88,8,74,81,26,87,95,15,76,18,40,51,52,2,21,3,25,63,12,7,16,98,97,85,1,69,34,54,67,80,22,39,62,37,83,72,60,66,27,17,13,77,90,47,55,4,0,91,49,9,65,86,93,29,50,36,82,57,99,33,32,78,71,46,68,96,14,94,61,79
r87,26,47,59,33,97,55,49,9,68,10,71,52,19,13,3,79,11,81,18,27,90,53,41,37,86,77,87,51,42,17,46,85,7,74,73,76,39,78,60,64,32,84,69,48,43,99,92,88,4,54,65,72,40,12,66,98,61,62,34,94,36,96,1,75,24,25,21,58,50,29,31,82,80,6,91,57,15,70,63,5,83,45,89,44,35,30,0,23,14,20,8,95,22,67,2,93,56,28,16,38
r13,70,78,38,96,65,66,58,55,52,4,99,88,32,39,68,3,54,91,43,33,76,62,47,79,15,13,89,95,34,83,26,27,75,57,9,90,80,67,12,53,77,28,51,7,59,98,44,2,82,48,64,69,42,1,86,10,92,29,21,81,18,74,41,30,24,31,72,97,5,71,17,60,45,37,11,8,56,46,63,14,0,73,93,23,20,85,49,84,50,36,25,61,87,40,35,19,6,22,16,94
r75,0,40,12,71,65,10,38,44,17,2,4,59,88,7,79,35,33,6,27,34,99,14,86,81,47,63,1,83,31,50,70,67,41,80,5,28,72,55,76,52,32,26,96,54,15,85,23,36,57,64,78,48,20,37,66,82,18,73,42,94,43,13,49,58,89,51,62,84,29,95,87,53,46,45,8,25,98,61,74,60,3,93,92,9,22,24,77,39,90,56,97,19,21,68,69,16,91,11,30,75
r19,0,43,86,24,63,74,48,76,10,45,23,70,30,72,36,89,47,35,38,54,34,32,83,46,60,77,96,84,17,69,44,94,9,88,11,55,29,5,6,14,99,93,59,26,31,16,53,58,42,80,79,92,22,85,56,39,65,61,8,4,19,82,68,71,3,62,57,66,98,87,1,64,95,75,18,33,15,37,50,40,25,21,91,41,27,51,12,97,73,28,67,13,81,90,20,7,2,52,78,49
r4,44,2,38,56,39,67,72,43,65,88,26,75,64,71,7,80,14,46,53,52,86,81,66,10,20,93,37,49,77,1,62,32,90,63,19,11,40,34,82,48,97,24,33,57,84,5,12,21,58,41,51,50,59,73,30,68,85,76,95,0,6,74,4,18,22,98,3,69,60,89,35,16,17,25,91,29,55,42,45,8,23,28,96,83,78,9,79,27,94,31,87,13,61,47,70,99,92,15,36,54
r2,85,15,26,14,99,76,17,69,51,97,10,29,45,62,2,20,83,90,48,54,46,56,79,78,53,92,19,44,86,81,34,16,11,8,43,55,21,72,27,94,57,60,1,22,13,80,42,32,88,68,64,38,18,49,95,9,50,77,87,98,63,31,93,67,89,47,61,6,5,70,75,23,82,59,71,4,25,35,66,28,36,24,37,58,65,30,7,39,40,0,52,96,12,91,33,73,3,84,74,41
r65,95,91,4,18,39,14,21,73,79,27,92,78,17,74,72,40,23,87,30,93,68,81,3,10,60,33,67,38,51,53,84,55,15,0,75,96,94,19,37,65,20,34,36,31,97,54,82,77,5,24,9,28,58,76,13,80,66,29,48,70,35,44,89,26,59,63,46,25,11,98,90,52,83,61,2,43,1,8,85,56,32,50,88,12,86,69,62,41,7,16,47,22,71,64,45,99,49,42,6,57
r53,60,8,43,67,35,9,71,30,58,25,81,26,51,13,57,32,79,5,27,87,99,95,94,97,17,91,74,15,76,6,11,20,3,16,0,72,70,86,61,62,18,34,89,7,28,96,37,92,24,38,42,56,47,45,41,36,48,69,22,93,55,68,39,83,23,64,29,2,77,84,90,31,78,19,4,80,10,66,53,46,54,12,63,52,14,82,98,75,49,65,21,88,50,59,40,73,33,85,1,44
r26,32,59,91,1,63,50,81,45,20,22,10,64,79,54,9,30,41,94,60,82,7,43,15,26,16,92,19,78,4,80,38,31,72,56,89,28,48,98,70,11,8,27,83,39,87,73,40,62,71,14,0,12,23,3,99,47,95,55,5,93,76,35,90,42,88,69,96,86,37,33,75,13,44,29,61,34,68,21,6,77,17,84,46,85,57,36,74,2,18,24,58,65,25,52,51,49,66,97,67,53
r58,23,29,32,15,83,5,96,72,81,68,74,19,90,38,88,92,77,8,66,95,98,30,52,64,47,67,89,56,46,34,61,35,76,99,44,49,36,1,48,13,97,18,79,2,62,28,0,65,21,43,14,9,10,82,78,37,75,53,54,70,58,93,45,3,85,51,94,6,22,84,57,12,39,80,33,69,50,59,87,60,73,86,26,16,71,11,42,24,27,91,55,17,40,4,7,63,31,20,41,25
r64,44,48,30,47,0,46,3,62,50,45,19,64,26,58,25,6,28,91,7,33,59,96,34,43,13,15,18,39,98,77,16,24,78,94,73,2,20,21,80,31,49,11,68,37,81,75,63,27,56,83,88,12,5,23,36,65,17,10,90,69,82,57,89,87,32,40,71,74,61,4,70,95,42,97,41,8,86,67,29,76,14,54,52,53,1,22,35,99,38,60,85,51,84,66,93,9,92,79,55,72
r59,89,18,68,29,11,71,54,7,52,59,73,37,16,26,14,20,39,56,23,63,34,85,21,4,74,40,69,77,30,75,8,6,86,28,67,1,90,43,99,31,33,93,88,62,10,12,87,44,45,76,79,22,91,53,84,95,50,83,42,81,41,38,97,78,94,27,32,82,57,46,25,65,55,19,70,47,60,0,13,48,64,58,17,98,24,9,49,66,3,80,2,5,15,35,72,92,61,96,36,51
r54,75,71,57,3,86,94,91,11,70,74,92,48,39,61,41,6,13,90,40,25,87,82,20,22,53,31,83,58,8,50,19,89,81,52,1,64,18,95,98,66,68,44,55,79,60,15,72,46,17,99,37,33,7,28,85,62,96,56,88,21,80,14,34,73,4,43,29,54,63,65,76,16,84,0,27,38,2,24,47,49,9,36,42,5,10,12,23,59,35,77,97,51,45,26,78,67,69,32,93,30
r47,82,19,8,24,15,73,34,81,69,94,68,42,79,90,53,23,93,46,4,74,22,1,78,37,57,12,60,45,33,71,87,52,77,76,6,38,32,40,70,91,13,28,83,7,51,18,50,97,3,95,63,36,61,98,92,88,9,56,27,5,39,67,58,96,47,35,99,29,25,72,84,26,75,41,85,49,62,65,11,86,54,44,64,20,66,59,0,21,14,30,10,17,55,89,80,31,16,2,48,43
r15,64,95,18,6,43,85,57,13,99,98,49,51,68,83,63,81,65,22,96,91,46,88,62,89,5,78,61,31,59,76,41,36,66,75,94,90,77,80,12,8,86,24,92,30,14,47,32,48,27,28,72,38,9,52,11,53,58,54,15,29,23,16,39,45,97,42,87,84,55,44,73,1,2,33,93,79,3,40,26,70,35,82,25,20,71,21,0,37,50,34,17,69,74,56,7,67,4,10,60,19
r93,84,11,97,28,45,98,47,64,69,57,31,96,43,48,33,7,89,42,58,27,23,22,75,86,55,79,10,62,39,35,4,53,63,21,8,51,59,5,70,0,24,60,50,29,6,65,90,38,3,41,67,18,36,85,68,13,94,26,78,9,37,93,92,19,73,30,32,74,2,20,14,99,95,83,52,49,56,91,12,17,25,40,82,61,72,15,66,1,81,34,87,76,80,77,16,54,46,88,71,44
r45,44,49,18,43,40,76,26,66,9,77,46,62,80,55,34,21,89,42,56,1,29,65,60,90,11,41,37,10,48,67,39,92,64,25,53,16,63,83,88,28,85,68,98,91,81,19,99,33,4,15,58,32,24,8,12,87,17,78,47,54,31,95,7,35,45,52,79,20,5,71,59,69,23,50,38,97,75,27,14,73,82,2,57,30,13,22,93,96,70,3,61,84,36,74,0,6,86,72,94,51
r46,70,34,14,88,37,74,82,40,92,21,12,72,36,47,69,51,27,56,90,80,19,2,64,16,95,30,99,83,81,58,26,91,52,44,65,43,49,45,42,97,50,77,8,39,71,7,17,46,62,5,76,63,38,78,53,22,59,32,93,85,60,73,29,48,96,10,31,3,66,6,57,9,1,61,75,11,86,13,23,28,68,33,89,67,4,55,35,84,94,20,79,87,98,54,0,18,24,25,41,15
r86,81,19,3,63,4,56,45,95,91,24,60,23,29,69,21,13,54,11,74,57,58,46,28,44,94,77,2,15,97,89,22,72,86,65,98,76,52,26,37,35,71,75,88,20,43,99,80,87,51,90,53,93,96,78,68,70,82,61,83,8,67,59,64,66,85,10,16,5,33,79,1,39,55,30,41,7,31,0,9,42,92,6,40,32,50,48,12,62,84,27,49,47,38,25,34,73,17,18,14,36
r67,94,53,54,85,49,62,90,37,68,39,25,20,55,86,51,72,97,81,14,41,10,33,69,18,1,44,17,4,50,99,75,87,24,12,35,8,60,84,67,82,13,5,52,43,64,76,56,42,46,63,9,26,77,16,30,23,0,38,22,66,83,28,73,98,57,47,40,15,71,74,27,6,45,29,32,59,61,58,11,21,70,19,91,48,78,80,36,2,7,65,88,96,92,3,89,93,79,95,31,34
r62,64,38,50,33,55,87,96,22,75,81,44,3,12,54,63,65,90,11,78,97,89,58,43,85,47,31,25,16,19,51,20,14,15,6,39,24,5,99,52,27,94,35,92,18,2,71,42,45,9,79,49,8,53,73,86,80,46,57,77,48,17,93,29,28,32,41,91,36,60,21,4,95,37,76,61,84,13,10,26,66,70,7,98,69,59,68,56,30,83,40,72,1,74,82,88,34,0,67,62,23
r16,69,42,44,9,64,81,65,98,94,32,22,86,92,75,5,96,24,33,99,14,60,13,28,18,17,68,83,34,76,66,56,46,19,93,35,37,63,27,55,59,79,30,89,26,12,57,51,45,74,6,82,21,2,97,80,61,16,41,90,71,11,20,73,48,36,23,77,67,62,95,85,84,15,25,43,54,58,53,72,38,78,52,50,31,39,40,87,10,7,29,0,3,88,91,70,1,4,8,47,49
