,r68,r55,r36,r14,r16,r45,r47,r46,r2,r54,r48,r99,r23,r10,r13,r100,r60,r35,r63,r84,r25,r67,r7,r70,r1,r88,r17,r27,r41,r39,r90,r72,r92,r66,r30,r95,r91,r73,r5,r33,r24,r12,r80,r4,r51,r77,r76,r49,r11,r19,r28,r57,r78,r65,r42,r83,r79,r44,r86,r21,r9,r18,r53,r69,r97,r37,r40,r3,r75,r85,r52,r93,r81,r58,r62,r38,r29,r15,r6,r32,r50,r64,r20,r89,r31,r61,r74,r43,r8,r71,r94,r26,r56,r96,r98,r87,r34,r82,r59,r22
d80,91,17,50,0,79,92,52,66,48,97,63,30,53,37,62,65,95,93,64,27,70,33,77,29,61,1,23,2,14,28,55,25,73,85,67,49,34,31,21,84,57,19,3,45,46,86,40,4,18,20,88,80,76,94,51,16,69,36,83,13,15,38,47,98,9,32,35,24,60,75,54,5,6,42,58,82,26,90,68,22,87,74,96,72,44,10,59,89,78,99,12,7,43,39,81,71,56,8,11,41
d16,85,54,20,92,9,34,30,80,3,7,0,2,89,22,36,98,33,15,6,41,94,35,76,42,72,51,13,61,25,50,70,81,78,46,55,63,87,39,28,86,21,27,64,74,59,66,97,90,38,49,57,44,62,60,12,56,16,91,95,26,19,47,58,93,83,24,37,29,82,31,1,88,5,10,52,77,67,18,4,96,65,45,17,99,43,11,71,69,23,84,32,75,48,14,79,8,68,40,73,53
d60,2,70,27,46,82,92,98,48,37,75,71,33,86,62,43,11,3,5,42,50,79,81,97,53,40,90,72,29,74,32,0,21,60,14,15,12,89,58,36,35,10,88,69,45,64,91,52,67,20,80,95,22,23,93,6,77,85,13,78,24,96,54,59,76,41,8,7,1,31,63,18,9,19,49,44,61,28,57,39,65,73,66,4,30,99,25,84,47,68,94,16,56,26,55,83,51,38,17,87,34
d89,25,81,80,72,29,49,82,15,17,27,44,42,53,98,24,67,20,26,68,52,65,63,69,85,70,91,86,74,36,45,62,55,38,37,7,50,11,56,46,83,73,32,95,34,2,64,3,6,79,76,97,40,35,16,0,1,47,93,59,31,10,21,94,30,8,19,18,28,99,96,92,22,23,89,13,61,54,48,33,75,78,77,66,90,84,5,71,12,4,57,43,51,39,41,14,58,9,88,60,87
d63,27,13,70,30,35,51,22,83,14,99,78,79,28,84,90,74,64,2,62,21,36,20,67,76,37,3,8,81,48,91,10,40,53,25,68,57,47,65,94,77,80,73,97,96,38,66,61,44,29,46,31,60,5,58,85,23,15,33,41,32,69,16,9,50,49,52,0,6,59,11,63,75,89,92,4,93,71,82,17,18,26,1,56,19,42,24,12,43,98,34,7,88,39,86,72,55,95,87,45,54
d22,94,84,44,90,69,93,16,80,70,68,0,36,34,55,25,8,46,65,73,7,20,24,48,41,3,31,15,29,72,63,76,81,38,78,23,35,53,59,97,88,43,5,64,51,18,74,79,91,87,49,32,96,9,11,85,98,47,22,4,99,2,6,50,27,14,13,58,12,39,21,75,54,56,71,30,57,62,52,37,92,83,45,26,60,10,77,89,95,1,82,33,40,86,67,19,61,66,17,42,28
d31,85,10,97,88,34,24,28,14,42,71,70,68,30,4,46,11,51,40,25,83,2,58,99,94,59,3,17,44,74,49,9,66,78,87,38,90,84,22,65,19,98,81,57,31,72,93,13,47,39,61,43,18,86,26,82,41,37,76,53,1,8,45,69,0,16,12,27,96,36,63,56,50,55,15,21,89,64,48,73,91,5,62,33,77,7,79,23,67,95,35,54,6,75,29,60,92,32,52,20,80
d77,94,83,1,99,13,96,64,88,31,2,70,95,15,67,27,69,62,63,40,80,4,17,26,22,48,46,97,7,38,81,6,77,49,33,72,21,58,14,8,5,91,52,20,9,10,68,0,19,55,53,43,24,73,92,75,82,86,61,44,76,25,16,50,74,30,66,60,90,29,56,87,71,98,12,47,54,78,37,65,18,34,57,23,41,79,28,84,3,51,11,39,32,36,89,35,45,42,59,93,85
d3,52,80,74,34,20,81,12,3,96,11,40,43,68,24,85,18,45,39,37,7,13,57,23,1,91,87,55,22,41,2,59,67,51,69,14,61,33,10,73,50,98,65,54,32,63,66,16,86,27,25,90,53,48,83,71,6,49,79,58,44,38,36,89,62,31,82,99,30,64,56,19,78,47,92,95,5,72,93,26,70,4,94,0,9,46,35,60,88,17,29,75,77,28,42,97,84,21,15,8,76
d98,18,11,60,79,57,13,63,96,69,49,12,84,58,78,22,1,17,7,9,67,98,75,82,30,3,46,29,85,47,55,15,35,90,89,61,77,4,45,56,92,21,54,88,25,20,51,95,62,81,87,32,80,19,64,65,72,10,26,83,42,6,97,66,2,76,8,37,50,71,59,93,91,43,36,41,31,33,70,16,14,27,48,38,68,5,94,39,28,24,86,40,53,23,74,52,44,0,34,99,73
d91,67,81,18,79,62,5,71,51,43,89,20,66,12,98,50,46,55,85,96,33,70,6,21,35,76,57,53,56,48,61,49,87,16,58,36,7,34,15,75,80,64,37,29,8,27,0,13,88,52,2,77,99,25,78,60,39,72,65,41,82,74,94,92,11,32,38,86,23,63,91,42,28,97,84,1,59,26,3,54,68,14,22,40,9,31,4,90,44,45,93,10,69,24,47,95,19,17,30,83,73
d85,98,27,69,14,26,68,41,23,13,17,4,79,77,66,1,12,31,34,59,56,73,2,20,87,18,16,48,3,81,40,93,80,10,89,6,90,88,28,54,78,63,58,30,82,15,91,44,38,8,29,71,74,22,55,24,83,65,57,49,97,84,72,11,35,0,70,52,47,60,86,33,45,53,76,5,7,62,46,37,9,99,42,61,92,64,75,36,32,19,94,96,95,51,50,25,85,39,67,43,21
d70,27,51,70,33,78,29,92,87,40,18,7,91,5,54,55,73,39,21,32,48,3,57,45,43,82,41,88,49,83,34,25,15,99,64,69,74,63,53,20,11,96,31,72,81,98,23,77,17,38,59,2,9,24,6,62,1,76,95,97,12,75,16,47,56,36,66,22,90,71,52,10,37,26,86,0,60,19,84,46,65,79,58,68,30,50,85,44,13,94,4,42,61,67,80,89,14,93,8,28,35
d18,12,0,58,87,73,10,99,63,61,82,79,21,9,98,19,23,32,62,26,38,35,94,97,60,86,68,78,90,91,28,75,43,65,41,25,5,71,20,55,59,31,8,27,74,18,69,30,96,46,22,4,85,83,93,66,42,52,29,13,49,95,2,64,70,1,48,72,34,80,57,6,11,44,16,92,24,54,47,88,17,3,45,84,33,37,56,53,40,15,39,50,89,81,7,36,14,76,51,77,67
d67,98,31,3,81,83,28,65,50,5,16,44,26,99,46,67,87,9,95,66,25,36,10,85,54,90,89,18,62,1,47,56,78,40,97,22,30,48,20,6,13,73,35,38,96,77,55,93,0,11,41,17,19,69,92,64,2,42,86,76,57,39,91,51,71,23,75,59,15,7,58,94,4,52,84,12,88,80,68,21,29,45,74,61,53,27,43,72,24,63,82,49,37,79,8,33,70,60,32,14,34
d30,12,37,81,88,72,96,17,56,71,54,13,33,84,47,78,3,65,63,60,85,46,32,62,89,48,5,29,11,42,6,21,27,67,7,61,82,19,8,80,0,86,14,23,25,97,79,57,74,70,76,28,34,66,59,20,39,75,91,52,35,73,15,51,49,83,2,26,87,41,24,58,69,10,44,18,55,9,99,40,36,95,94,43,53,1,64,38,16,93,92,45,77,31,22,50,98,4,68,30,90
d97,52,96,4,19,75,95,82,16,36,33,67,65,99,73,37,85,49,54,27,63,78,34,17,12,50,3,11,42,44,20,24,56,87,43,8,22,68,89,23,35,69,61,7,71,14,10,64,97,2,31,55,30,76,47,40,66,6,57,46,92,90,81,80,41,98,9,18,28,53,83,88,93,15,84,60,70,5,94,39,45,51,13,72,21,32,62,91,25,77,1,48,26,38,59,74,79,0,86,58,29
d74,13,51,24,0,68,83,22,40,10,97,16,65,6,41,56,53,3,80,61,64,38,11,48,36,59,37,30,78,29,28,25,86,69,90,91,23,17,63,55,9,85,43,26,62,18,75,34,5,79,81,42,4,27,93,47,66,35,72,52,49,8,33,54,15,84,87,70,92,89,2,20,12,60,96,95,45,21,67,98,46,74,32,14,99,39,88,76,71,58,50,77,44,82,1,73,31,57,7,94,19
d5,3,47,97,20,52,59,98,6,7,61,91,41,10,68,93,45,73,21,22,9,74,13,34,29,78,1,49,23,92,36,25,18,67,62,16,84,50,76,32,80,70,48,27,51,12,88,54,33,89,72,63,4,55,2,19,79,11,83,82,15,77,40,86,57,0,99,30,56,71,28,64,81,87,94,14,31,35,66,8,58,42,95,46,26,5,43,38,65,44,17,60,37,96,69,75,39,85,24,53,90
d58,33,80,18,54,69,40,45,22,82,61,30,84,56,71,58,17,3,4,24,57,21,91,46,76,72,44,35,37,95,73,16,20,32,83,47,42,75,77,68,27,1,52,10,98,15,89,48,60,59,94,62,63,39,12,19,31,51,34,85,70,41,90,8,88,64,67,26,79,49,96,86,38,14,5,53,6,28,50,11,9,36,97,65,13,25,66,78,92,87,55,99,29,81,93,43,0,23,2,74,7
d33,21,92,89,23,87,42,12,37,7,20,36,64,53,79,47,63,72,13,29,84,95,99,32,5,16,94,91,49,35,71,93,76,68,56,78,66,8,74,51,44,40,27,82,30,33,18,90,38,15,43,6,86,25,1,14,61,81,97,34,96,80,46,55,19,88,22,4,26,31,0,77,9,11,85,17,10,39,67,98,41,2,58,24,48,52,54,57,62,69,65,75,73,60,3,59,83,45,70,28,50
d84,99,16,90,78,79,57,19,39,72,60,43,29,26,2,63,32,36,0,44,65,85,18,88,3,58,62,54,52,96,15,7,69,42,17,6,27,40,92,23,71,4,49,64,20,95,89,83,47,35,55,14,66,12,8,70,87,28,46,91,48,41,37,5,25,33,22,76,53,73,74,56,10,31,45,82,93,75,68,50,11,80,34,67,84,13,97,94,98,21,30,81,77,9,59,24,51,1,86,38,61
d17,75,17,53,26,91,56,83,44,60,68,19,51,86,81,63,48,74,50,82,8,61,95,71,9,94,3,21,76,47,52,2,78,5,87,85,49,92,32,90,79,38,10,46,28,72,97,73,11,16,33,7,96,89,40,67,4,24,34,18,29,1,36,93,27,0,42,70,13,14,37,65,43,99,69,66,45,31,15,59,98,77,80,39,25,55,23,57,84,35,22,62,64,12,41,88,30,6,20,58,54
d79,22,81,35,93,67,44,25,74,43,36,34,49,14,41,20,0,39,86,94,99,4,18,33,42,45,97,98,40,26,60,50,61,53,79,46,47,38,52,7,55,37,65,11,29,83,16,80,91,68,77,58,84,89,63,32,12,21,88,3,6,23,66,10,82,9,28,15,62,73,56,54,5,57,19,92,30,75,59,71,13,76,51,85,17,1,78,90,87,8,27,31,48,70,24,2,72,69,95,64,96
d23,5,62,37,33,0,76,22,32,6,67,44,99,39,70,27,55,26,41,52,74,13,12,21,60,83,66,2,63,51,82,64,38,47,49,29,1,34,89,68,19,93,25,58,46,57,81,84,9,15,69,53,77,54,98,11,48,30,65,16,86,17,91,18,20,92,45,90,94,42,80,43,23,87,31,4,73,8,56,35,24,95,61,79,72,3,50,7,97,59,88,14,10,78,36,85,40,28,71,96,75
d28,16,24,69,63,33,32,22,92,94,3,12,42,65,76,43,19,91,23,60,29,78,27,59,38,40,1,15,10,84,98,41,90,17,89,53,85,9,82,55,21,81,99,88,5,57,58,74,54,0,13,48,26,11,4,14,18,6,46,25,8,79,97,72,62,67,75,36,30,7,86,66,45,80,35,83,96,39,2,44,95,28,20,52,51,61,34,71,49,56,68,93,37,31,64,47,73,70,77,50,87
d32,56,43,31,30,98,33,14,5,94,20,92,85,23,22,39,86,63,81,54,2,69,38,68,78,65,58,46,90,26,49,12,53,75,70,8,19,35,57,77,79,93,59,21,91,87,80,74,96,42,67,44,76,88,73,36,66,28,25,61,52,84,45,1,47,95,82,62,18,24,72,60,64,32,17,29,89,99,6,0,4,16,11,27,83,10,41,40,55,13,50,37,3,48,71,34,97,51,9,15,7
d7,99,28,61,91,18,98,80,73,41,48,70,51,76,8,31,85,65,78,46,92,66,87,53,64,38,59,16,35,79,6,44,62,77,36,68,58,52,84,20,12,22,7,47,83,97,24,4,72,34,13,3,96,75,93,9,50,81,82,27,10,55,23,90,21,14,45,25,42,33,67,69,15,89,43,86,49,95,56,1,40,0,39,74,88,94,5,54,26,32,19,11,17,57,30,71,63,2,37,29,60
d52,40,25,51,98,86,52,21,74,83,26,17,59,87,60,61,15,93,1,54,0,14,64,34,13,57,70,97,48,42,29,32,30,92,89,73,69,45,41,49,10,85,23,8,95,79,6,90,28,53,75,63,76,81,27,46,72,78,80,68,82,88,7,35,58,66,5,31,3,39,47,24,50,84,4,16,12,77,91,33,20,96,38,71,94,37,62,2,99,36,22,11,18,55,44,67,43,56,65,19,9
d100,25,78,1,32,5,23,67,57,14,96,61,36,7,38,58,62,59,18,42,45,75,50,34,56,95,40,85,0,54,80,17,92,90,93,30,66,19,22,72,16,83,68,53,89,88,60,84,48,43,71,10,73,21,26,64,79,4,82,2,3,33,97,86,91,69,65,39,47,74,98,77,20,6,11,37,94,24,31,8,15,12,29,46,49,70,87,27,81,9,99,76,63,52,55,41,35,28,13,44,51
d99,21,11,56,43,70,48,13,38,66,67,25,83,9,2,92,60,32,84,78,82,58,94,53,36,0,39,23,68,10,46,85,55,28,89,6,98,62,80,71,30,52,57,50,96,64,81,93,7,49,51,20,26,42,24,63,65,77,12,18,33,16,14,97,41,34,4,27,76,79,61,19,75,69,15,8,95,72,1,40,17,99,90,86,29,47,74,54,87,91,31,45,3,22,88,59,73,44,37,35,5
d64,6,66,23,51,83,82,93,47,69,41,16,84,44,79,90,62,39,30,89,87,43,18,54,77,1,61,99,11,37,91,14,86,22,33,53,75,5,28,74,71,26,56,13,63,7,19,29,21,25,95,40,12,64,38,42,46,65,34,50,92,49,67,3,88,52,32,58,4,76,27,57,17,78,55,15,48,96,97,73,2,0,45,20,8,94,36,10,59,24,80,31,81,70,9,68,98,35,85,60,72
d49,68,76,97,31,16,90,7,54,43,46,67,33,19,91,98,77,71,26,99,96,34,39,10,48,9,36,64,57,2,80,0,13,53,5,62,3,21,69,95,20,4,83,51,35,75,17,22,60,78,14,32,29,23,81,11,8,84,30,1,42,6,89,59,74,58,70,79,85,55,56,93,40,49,65,18,38,44,66,52,24,87,63,41,37,28,82,94,88,12,73,86,45,15,72,47,50,25,27,92,61
d19,5,34,63,32,30,78,81,0,84,79,60,74,48,75,25,87,2,82,73,10,33,8,66,39,92,77,13,49,47,93,89,19,57,1,83,6,40,43,62,16,42,15,80,76,9,21,70,52,88,51,91,85,59,94,23,38,69,27,58,14,53,12,72,26,11,95,4,99,50,97,41,7,22,68,17,20,36,45,18,37,28,61,44,35,56,29,96,64,54,86,90,24,67,65,98,55,3,31,46,71
d42,67,11,22,83,72,36,42,50,87,5,58,7,85,46,75,31,3,62,43,61,30,14,76,6,33,2,51,95,0,74,10,13,86,99,41,16,54,15,66,8,12,28,4,52,59,64,32,78,35,73,27,17,71,55,9,44,25,19,92,69,81,38,89,65,20,34,37,77,79,24,63,47,57,45,29,93,91,68,18,1,70,39,88,94,96,56,97,98,21,53,26,80,84,82,60,48,49,90,40,23
d53,39,80,40,4,24,68,18,74,27,35,47,95,84,38,81,59,12,60,52,9,15,44,20,61,30,26,83,64,58,41,53,72,6,42,86,63,28,37,73,93,79,22,34,96,67,8,69,21,45,0,36,70,71,78,33,49,32,97,94,77,66,88,75,1,16,76,31,14,19,99,10,54,48,2,90,3,11,62,85,7,5,91,25,43,87,29,82,17,55,13,46,50,57,89,23,98,51,56,92,65
d1,7,74,61,87,80,23,15,22,31,82,67,86,66,30,47,10,79,96,50,52,69,54,20,81,45,85,4,28,76,13,51,25,72,43,89,38,65,58,35,24,8,42,55,37,40,1,94,95,39,18,14,92,70,33,56,9,48,62,21,2,63,0,98,17,41,88,3,97,19,26,16,93,27,91,44,49,36,77,29,73,75,32,46,11,5,34,71,12,6,83,68,59,57,78,84,64,60,90,99,53
d34,42,40,15,62,8,35,38,87,27,1,71,55,46,37,91,50,24,2,47,5,61,70,29,23,9,83,22,48,30,97,10,34,43,44,80,33,68,88,78,36,76,51,79,14,16,32,3,74,57,39,77,96,4,86,73,7,90,84,54,81,49,0,59,17,67,64,12,56,94,95,58,18,92,60,66,6,69,53,31,25,52,72,11,41,28,82,13,45,85,26,65,19,93,63,75,21,98,89,20,99
d15,10,38,37,95,66,82,18,32,43,53,23,17,86,28,34,47,69,36,25,70,6,46,45,2,60,93,27,77,40,58,79,4,39,84,26,41,55,16,51,11,54,56,90,87,81,85,7,67,33,75,92,31,21,97,15,35,68,64,50,78,49,20,52,12,19,62,71,91,73,99,74,13,48,80,72,96,1,44,83,5,76,98,88,8,24,22,65,0,3,89,30,29,59,42,14,94,61,63,57,9
d82,37,19,28,12,50,97,9,72,84,96,99,20,14,80,57,81,17,22,71,43,83,24,85,93,76,89,40,92,23,31,15,38,45,90,52,46,5,73,87,94,88,77,98,53,64,18,2,41,35,36,27,59,74,79,0,49,82,34,68,91,8,61,51,56,32,58,30,44,11,6,3,54,66,33,13,16,4,63,26,67,62,21,75,69,78,65,25,39,29,47,10,42,55,7,86,1,48,70,95,60
d21,20,71,22,51,19,58,90,10,18,38,32,87,17,76,7,5,40,60,33,88,11,34,0,69,68,54,66,37,27,89,98,48,35,75,42,77,8,41,1,52,92,74,13,96,15,72,3,44,24,28,2,93,81,4,45,65,29,39,61,64,84,67,36,94,85,80,6,97,30,47,82,16,43,63,86,57,56,31,26,9,78,59,83,73,55,46,79,99,49,23,70,91,12,62,14,95,25,21,50,53
d25,35,48,81,12,67,0,25,82,3,86,88,89,64,43,46,2,20,9,65,87,80,19,30,66,41,54,45,22,78,91,29,51,5,77,90,71,28,10,98,94,59,1,17,63,97,75,6,21,62,7,26,23,92,49,68,69,96,38,24,93,4,16,99,31,37,79,44,57,72,83,55,11,84,42,40,8,61,76,50,73,53,47,32,52,33,95,70,27,18,39,74,36,60,56,58,13,14,85,15,34
d55,9,91,29,8,27,96,67,30,11,75,76,73,56,53,66,57,93,17,36,43,47,68,90,13,16,10,33,48,86,22,94,12,72,71,80,39,42,60,65,38,54,52,2,0,79,35,28,7,78,81,41,88,92,70,20,19,62,61,37,63,46,25,6,4,55,58,24,3,18,82,40,64,23,87,1,49,31,74,32,97,99,83,95,45,50,84,15,85,98,14,69,51,89,44,21,26,59,77,34,5
d35,90,95,12,77,83,79,16,4,87,68,8,48,61,46,89,9,35,19,34,38,57,5,84,6,40,45,33,32,69,82,99,10,39,88,2,28,78,51,64,60,65,62,44,70,21,15,58,52,59,50,14,23,56,81,20,3,26,86,53,24,11,29,97,22,96,27,41,49,72,31,55,37,73,1,93,74,91,85,17,54,47,75,63,36,76,80,0,43,71,7,42,18,66,30,98,67,92,13,25,94
d93,55,2,33,64,47,1,83,27,53,52,95,23,97,41,14,81,75,5,60,13,86,54,96,28,78,4,26,50,22,29,35,61,34,46,36,77,16,17,6,15,0,79,9,11,71,89,69,30,31,99,7,74,70,92,39,80,85,62,3,59,45,73,57,25,38,19,76,42,44,49,21,94,63,90,93,58,66,32,98,10,72,24,84,91,67,37,88,68,65,87,48,12,18,43,8,40,56,20,82,51
d78,4,92,88,45,77,18,24,75,54,6,62,50,63,76,3,53,79,35,98,82,41,66,33,68,99,56,51,85,71,70,65,96,48,0,49,25,67,10,80,31,36,5,7,90,64,93,27,60,37,38,58,13,2,23,28,40,87,39,29,20,8,43,84,26,34,19,72,59,94,17,32,46,52,14,1,95,30,22,81,12,86,11,83,42,97,47,15,73,57,44,21,16,61,69,55,74,9,78,89,91
d95,69,41,73,89,7,3,23,9,24,71,79,85,94,98,49,2,16,64,36,45,58,26,33,35,65,31,76,74,97,29,52,66,67,34,72,5,25,78,18,54,59,51,0,82,83,63,32,93,70,48,96,19,56,15,38,92,11,10,13,95,39,86,60,40,53,20,42,88,28,14,21,57,12,8,81,75,62,27,50,44,61,17,46,4,68,87,91,90,6,55,43,1,30,99,84,77,80,22,47,37
d76,5,81,13,85,98,82,32,27,41,24,87,95,36,96,6,73,44,19,66,88,14,8,74,22,97,7,33,65,67,51,59,60,10,49,76,71,99,55,84,4,92,79,40,17,69,89,34,93,35,46,18,29,42,20,37,1,25,26,11,94,64,43,77,0,62,39,72,63,30,47,80,75,48,52,57,31,2,56,86,45,12,28,54,58,9,61,53,68,83,90,15,21,91,38,16,70,78,23,3,50
d39,0,53,89,96,14,2,88,18,34,61,1,42,21,13,85,27,23,44,80,97,82,33,94,48,16,59,49,77,35,74,65,41,57,25,69,98,54,31,81,32,39,24,86,15,71,67,45,7,64,73,60,46,50,26,17,20,43,10,93,87,11,92,8,68,47,79,28,84,70,78,90,38,72,4,95,55,19,9,36,5,99,56,6,66,40,37,75,51,76,12,83,58,63,29,3,62,52,30,22,91
d26,21,79,56,27,87,60,0,14,78,67,84,51,50,17,74,35,72,10,68,57,90,94,41,55,61,99,31,58,48,22,86,36,24,42,49,75,80,62,66,12,98,45,70,88,73,65,44,92,20,18,91,11,4,32,6,71,82,37,69,47,39,54,89,28,63,83,25,5,16,9,33,29,52,96,76,34,53,38,64,3,95,43,46,7,26,19,8,85,15,93,2,81,40,77,13,30,97,59,23,1
d20,44,55,81,21,86,8,36,42,90,41,1,93,79,31,19,95,15,75,49,91,99,77,62,30,40,2,63,45,33,65,29,97,13,18,71,5,51,12,83,38,9,39,73,85,11,26,37,3,52,57,53,88,94,87,70,64,48,22,34,89,23,68,66,61,32,17,80,7,24,27,10,76,92,50,98,35,16,67,69,59,96,0,4,84,56,82,47,74,58,54,72,6,43,20,14,46,60,25,78,28
d6,55,29,35,46,59,81,32,20,92,24,43,83,4,19,50,96,27,95,68,8,31,80,69,97,6,45,98,56,1,30,99,73,12,89,3,79,13,52,16,18,54,15,64,71,75,21,60,25,88,5,33,63,42,84,78,94,17,26,86,40,44,38,36,22,41,53,77,11,74,66,70,65,82,48,14,93,72,61,2,62,37,0,87,47,76,57,67,49,85,39,9,51,28,34,90,7,23,58,91,10
d69,9,76,96,19,10,32,5,39,67,46,2,24,23,31,94,58,88,89,71,82,86,15,8,80,6,43,45,75,30,28,26,50,51,34,1,69,64,38,91,48,3,73,18,42,54,37,66,59,77,92,27,55,53,20,97,44,61,81,65,99,25,79,40,13,90,63,52,87,56,60,4,62,68,98,12,21,17,22,74,16,95,35,29,78,70,83,57,93,72,36,0,85,7,84,47,41,11,14,49,33
d88,81,77,60,71,94,79,83,50,36,89,34,18,88,44,33,20,13,86,70,32,93,39,78,29,12,43,14,95,24,80,97,61,22,85,45,48,51,74,76,55,66,98,47,53,6,41,35,82,57,59,21,3,19,17,87,84,68,2,91,75,52,46,90,63,73,26,42,99,5,9,64,0,8,15,25,96,40,27,38,67,37,69,10,62,72,31,4,54,65,28,30,92,16,23,56,11,49,58,7,1
d45,37,23,92,85,11,81,34,32,66,12,57,79,59,55,48,7,72,68,18,80,6,20,36,63,10,27,0,40,95,39,94,43,35,73,62,47,25,74,4,9,87,71,93,14,76,78,1,91,77,42,82,51,98,61,89,26,67,99,46,5,3,33,97,84,64,90,83,60,31,13,22,17,45,38,70,24,88,56,96,8,86,75,58,50,2,29,15,69,28,30,49,54,53,19,41,52,65,16,21,44
d87,23,31,2,19,33,7,61,1,86,20,26,51,49,96,66,60,25,85,76,80,35,87,72,10,11,90,13,73,97,48,53,59,45,42,63,32,77,64,47,54,40,16,52,92,14,94,34,91,21,24,43,3,99,79,50,62,41,70,17,78,55,88,95,8,30,9,68,81,98,27,15,65,75,29,84,89,71,39,67,36,57,69,83,18,38,22,58,28,4,6,12,5,74,37,56,44,82,93,46,0
